year,hhtyp,quintil_oecd_hh,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1993,Multi-generational household,5th Quintile,,,,,,,,,,,,
1993,Other Combinations,1st Quintile,,,,,,,,,,,,
1993,Other Combinations,2nd Quintile,,,,,,,,,,,,
1993,Other Combinations,3rd Quintile,,,,,,,,,,,,
1993,Other Combinations,4th Quintile,,,,,,,,,,,,
1993,Other Combinations,5th Quintile,,,,,,,,,,,,
1994,Single-person household,Not included in this version of the questionnaire,,,,,,,,,,,,
1994,Single-person household,1st Quintile,337,51.50294,48.88630,54.11959,35.00000,51.00000,63.00000,5.00000,105.00000,,,
1994,Single-person household,2nd Quintile,199,51.43436,47.97050,54.89822,33.00000,49.00000,63.00000,7.00000,108.00000,,,
1994,Single-person household,3rd Quintile,199,54.68379,51.63536,57.73222,40.00000,51.00000,66.39833,5.00000,105.99582,,,
1994,Single-person household,4th Quintile,160,55.86184,51.78057,59.94310,35.00000,51.00000,76.00000,10.00000,137.50000,,,
1994,Single-person household,5th Quintile,123,62.58599,56.62625,68.54574,40.00000,60.30209,76.00000,12.00000,130.00000,,,
1994,Couple without children,Not included in this version of the questionnaire,,,,,,,,,,,,
1994,Couple without children,1st Quintile,181,65.25468,60.82972,69.67964,40.81935,61.00000,81.00000,15.00000,141.27097,,,
1994,Couple without children,2nd Quintile,197,61.90285,58.19599,65.60971,43.00000,61.00000,76.00000,16.00000,125.50000,,,
1994,Couple without children,3rd Quintile,194,64.99171,60.73562,69.24780,47.40365,61.75963,76.00000,15.00000,118.89452,,,
1994,Couple without children,4th Quintile,247,66.87317,63.06190,70.68445,46.00000,66.00000,85.95805,11.00000,145.89513,,,
1994,Couple without children,5th Quintile,240,73.73003,69.68934,77.77072,51.00000,66.00000,100.61513,23.00000,175.03783,,,
1994,Single parent,Not included in this version of the questionnaire,,,,,,,,,,,,
1994,Single parent,1st Quintile,110,76.78142,70.78439,82.77846,51.00000,76.00000,96.88923,15.00000,165.72308,,,
1994,Single parent,2nd Quintile,73,65.87477,58.15991,73.58964,40.87922,58.09528,76.00000,10.00000,128.68117,,,
1994,Single parent,3rd Quintile,30,69.60978,58.69455,80.52501,37.97550,76.00000,95.32803,25.00000,127.00000,,,
1994,Single parent,4th Quintile,31,79.98785,68.95841,91.01729,61.00000,76.00000,101.32166,17.00000,155.00000,,,
1994,Single parent,5th Quintile,,,,,,,,,,,,
1994,Couple with children,1st Quintile,355,79.54643,75.85975,83.23310,56.00000,76.00000,101.66457,15.00000,170.16141,,,
1994,Couple with children,2nd Quintile,421,79.15929,75.54426,82.77432,51.00000,76.00000,102.00000,0.00000,178.50000,,,
1994,Couple with children,3rd Quintile,360,78.97523,75.34872,82.60175,51.00000,76.00000,97.00000,12.00000,166.00000,,,
1994,Couple with children,4th Quintile,247,87.49703,81.90808,93.08597,52.00000,76.00000,104.40762,25.00000,183.01905,,,
1994,Couple with children,5th Quintile,107,98.45800,89.98943,106.92656,66.00000,94.49471,127.00000,0.00000,204.00000,,,
1994,Multi-generational household,1st Quintile,,,,,,,,,,,,
1994,Multi-generational household,2nd Quintile,,,,,,,,,,,,
1994,Multi-generational household,3rd Quintile,,,,,,,,,,,,
1994,Multi-generational household,4th Quintile,,,,,,,,,,,,
1994,Multi-generational household,5th Quintile,,,,,,,,,,,,
1994,Other Combinations,1st Quintile,,,,,,,,,,,,
1994,Other Combinations,2nd Quintile,,,,,,,,,,,,
1994,Other Combinations,3rd Quintile,,,,,,,,,,,,
1994,Other Combinations,4th Quintile,,,,,,,,,,,,
1994,Other Combinations,5th Quintile,,,,,,,,,,,,
1995,Single-person household,Not included in this version of the questionnaire,,,,,,,,,,,,
1995,Single-person household,1st Quintile,338,49.45340,46.69497,52.21184,30.00000,46.00000,61.00000,10.00000,107.50000,,,
1995,Single-person household,2nd Quintile,233,53.47578,50.25012,56.70144,35.00000,51.00000,66.00000,0.00000,112.50000,,,
1995,Single-person household,3rd Quintile,218,54.32822,50.77446,57.88198,35.00000,51.00000,71.00000,7.00000,125.00000,,,
1995,Single-person household,4th Quintile,156,58.89772,54.53629,63.25915,40.00000,51.00000,76.00000,10.00000,130.00000,,,
1995,Single-person household,5th Quintile,106,64.61148,57.81263,71.41033,40.00000,56.00000,76.00000,12.00000,130.00000,,,
1995,Couple without children,1st Quintile,171,61.56599,57.40007,65.73191,42.37450,55.71248,76.00000,0.00000,126.43825,,,
1995,Couple without children,2nd Quintile,220,69.94249,65.57118,74.31379,51.00000,61.00000,88.77815,18.00000,145.44537,,,
1995,Couple without children,3rd Quintile,227,70.72781,66.20442,75.25120,51.00000,66.00000,81.93090,15.00000,128.32726,,,
1995,Couple without children,4th Quintile,250,67.67295,63.97558,71.37031,47.02692,61.00000,84.93116,12.00000,141.78753,,,
1995,Couple without children,5th Quintile,233,77.49701,73.07003,81.92400,51.00000,76.00000,102.00000,17.00000,178.50000,,,
1995,Single parent,1st Quintile,131,69.92803,64.21096,75.64510,51.00000,61.88149,86.00000,15.00000,138.50000,,,
1995,Single parent,2nd Quintile,70,77.38236,68.77512,85.98960,51.00000,76.00000,102.00000,15.00000,178.50000,,,
1995,Single parent,3rd Quintile,32,72.82114,63.77064,81.87164,59.27240,75.50360,90.27030,15.00000,136.76715,,,
1995,Single parent,4th Quintile,,,,,,,,,,,,
1995,Single parent,5th Quintile,,,,,,,,,,,,
1995,Couple with children,1st Quintile,430,78.10856,74.53784,81.67928,51.00000,75.00000,102.00000,12.00000,178.50000,,,
1995,Couple with children,2nd Quintile,444,76.32719,73.24972,79.40466,51.00000,76.00000,98.95686,13.00000,170.89214,,,
1995,Couple with children,3rd Quintile,332,77.01035,72.97295,81.04775,51.00000,70.93775,102.00000,15.00000,178.50000,,,
1995,Couple with children,4th Quintile,234,81.81621,76.84863,86.78379,51.00000,76.00000,102.00000,0.00000,178.50000,,,
1995,Couple with children,5th Quintile,115,87.79618,80.66088,94.93149,61.00000,76.00000,102.00000,17.00000,163.50000,,,
1995,Multi-generational household,1st Quintile,,,,,,,,,,,,
1995,Multi-generational household,2nd Quintile,,,,,,,,,,,,
1995,Multi-generational household,3rd Quintile,,,,,,,,,,,,
1995,Multi-generational household,4th Quintile,,,,,,,,,,,,
1995,Multi-generational household,5th Quintile,,,,,,,,,,,,
1995,Other Combinations,1st Quintile,,,,,,,,,,,,
1995,Other Combinations,2nd Quintile,,,,,,,,,,,,
1995,Other Combinations,3rd Quintile,,,,,,,,,,,,
1995,Other Combinations,4th Quintile,,,,,,,,,,,,
1995,Other Combinations,5th Quintile,,,,,,,,,,,,
1996,Single-person household,Not included in this version of the questionnaire,,,,,,,,,,,,
1996,Single-person household,1st Quintile,354,44.90053,42.75463,47.04643,30.00000,40.91604,55.82541,0.00000,94.56352,,,
1996,Single-person household,2nd Quintile,229,48.09872,45.12071,51.07672,35.00000,43.68704,61.00000,10.00000,100.00000,,,
1996,Single-person household,3rd Quintile,218,49.00482,45.66304,52.34660,30.00000,51.00000,60.00000,0.00000,105.00000,,,
1996,Single-person household,4th Quintile,174,52.15617,48.40868,55.90366,35.00000,51.00000,66.00000,14.00000,112.50000,,,
1996,Single-person household,5th Quintile,93,54.82187,49.09441,60.54932,35.66096,51.00000,66.00000,0.00000,111.50855,,,
1996,Couple without children,Not included in this version of the questionnaire,,,,,,,,,,,,
1996,Couple without children,1st Quintile,173,56.01485,51.92213,60.10756,40.00000,51.00000,72.27151,0.00000,120.67878,,,
1996,Couple without children,2nd Quintile,206,59.63613,55.81709,63.45516,40.00000,56.00000,76.00000,5.00000,130.00000,,,
1996,Couple without children,3rd Quintile,243,59.39568,55.64187,63.14950,40.00000,51.00000,71.00000,12.00000,117.50000,,,
1996,Couple without children,4th Quintile,257,60.41833,56.68621,64.15044,40.00000,51.00000,76.00000,0.00000,130.00000,,,
1996,Couple without children,5th Quintile,222,66.15870,61.92438,70.39303,47.00000,56.35937,81.00000,10.00000,132.00000,,,
1996,Single parent,1st Quintile,143,62.40922,57.40343,67.41500,47.47400,53.00000,76.00000,15.00000,118.78900,,,
1996,Single parent,2nd Quintile,62,64.26246,55.25789,73.26703,40.00000,55.22413,76.00000,20.00000,130.00000,,,
1996,Single parent,3rd Quintile,34,60.01530,53.44605,66.58455,50.63775,56.88121,76.00000,25.00000,102.00000,,,
1996,Single parent,4th Quintile,,,,,,,,,,,,
1996,Single parent,5th Quintile,,,,,,,,,,,,
1996,Couple with children,1st Quintile,419,70.06610,66.61315,73.51906,50.00000,61.00000,81.00000,3.50000,127.50000,,,
1996,Couple with children,2nd Quintile,407,69.56754,66.46395,72.67112,50.00000,61.00000,86.05448,0.00000,140.13619,,,
1996,Couple with children,3rd Quintile,304,66.78877,63.50562,70.07192,51.00000,61.00000,76.95336,15.00000,115.88341,,,
1996,Couple with children,4th Quintile,197,70.04271,65.57366,74.51176,50.00000,61.00000,94.24230,0.00000,158.00000,,,
1996,Couple with children,5th Quintile,121,79.37182,72.19637,86.54728,51.00000,73.78543,102.00000,20.00000,178.50000,,,
1996,Multi-generational household,1st Quintile,,,,,,,,,,,,
1996,Multi-generational household,2nd Quintile,,,,,,,,,,,,
1996,Multi-generational household,3rd Quintile,,,,,,,,,,,,
1996,Multi-generational household,4th Quintile,,,,,,,,,,,,
1996,Multi-generational household,5th Quintile,,,,,,,,,,,,
1996,Other Combinations,1st Quintile,,,,,,,,,,,,
1996,Other Combinations,2nd Quintile,,,,,,,,,,,,
1996,Other Combinations,3rd Quintile,,,,,,,,,,,,
1996,Other Combinations,4th Quintile,,,,,,,,,,,,
1996,Other Combinations,5th Quintile,,,,,,,,,,,,
1997,Single-person household,Not included in this version of the questionnaire,,,,,,,,,,,,
1997,Single-person household,1st Quintile,334,44.83061,42.43658,47.22463,30.00000,41.00000,55.00000,7.00000,92.50000,,,
1997,Single-person household,2nd Quintile,252,48.28462,44.99675,51.57249,30.00000,41.00000,56.66207,9.00000,96.65518,,,
1997,Single-person household,3rd Quintile,206,48.81081,45.51549,52.10613,30.00000,46.00000,55.69866,10.00000,94.24665,,,
1997,Single-person household,4th Quintile,158,49.76193,46.17860,53.34526,31.00000,51.00000,61.00000,15.00000,106.00000,,,
1997,Single-person household,5th Quintile,93,59.22573,52.18732,66.26413,37.02665,51.93846,66.00000,15.00000,109.46002,,,
1997,Couple without children,1st Quintile,170,56.82267,52.56233,61.08301,38.50150,51.00000,76.00000,12.00000,132.24774,,,
1997,Couple without children,2nd Quintile,209,61.08110,57.07719,65.08501,43.00000,51.00000,76.00000,15.00000,125.50000,,,
1997,Couple without children,3rd Quintile,245,57.70549,54.50674,60.90424,40.00000,51.00000,71.00000,14.00000,117.50000,,,
1997,Couple without children,4th Quintile,258,56.03810,52.92505,59.15116,40.00000,51.00000,67.62507,12.00000,109.06268,,,
1997,Couple without children,5th Quintile,218,68.65608,63.97108,73.34108,49.92993,58.98050,84.80065,17.00000,137.10674,,,
1997,Single parent,1st Quintile,128,58.99173,54.55165,63.43181,43.64930,51.00000,74.39069,25.00000,120.50277,,,
1997,Single parent,2nd Quintile,74,68.12741,61.28846,74.96636,51.00000,71.00000,81.00000,15.00000,126.00000,,,
1997,Single parent,3rd Quintile,51,62.09298,53.52399,70.66198,46.00000,52.65868,72.88622,20.00000,113.21554,,,
1997,Single parent,4th Quintile,,,,,,,,,,,,
1997,Single parent,5th Quintile,,,,,,,,,,,,
1997,Couple with children,1st Quintile,388,68.53233,65.26562,71.79903,47.00000,61.00000,83.00000,7.00000,137.00000,,,
1997,Couple with children,2nd Quintile,370,70.02751,66.71548,73.33954,51.00000,63.78420,81.00000,15.00000,126.00000,,,
1997,Couple with children,3rd Quintile,283,63.24134,59.73439,66.74829,44.00000,53.11040,76.00000,4.00000,124.00000,,,
1997,Couple with children,4th Quintile,210,67.18070,62.73209,71.62930,46.19137,61.00000,77.28858,15.00000,123.93440,,,
1997,Couple with children,5th Quintile,92,83.32774,74.34505,92.31044,51.00000,71.00000,110.19942,17.00000,198.99854,,,
1997,Multi-generational household,1st Quintile,,,,,,,,,,,,
1997,Multi-generational household,2nd Quintile,,,,,,,,,,,,
1997,Multi-generational household,3rd Quintile,,,,,,,,,,,,
1997,Multi-generational household,4th Quintile,,,,,,,,,,,,
1997,Multi-generational household,5th Quintile,,,,,,,,,,,,
1997,Other Combinations,1st Quintile,,,,,,,,,,,,
1997,Other Combinations,2nd Quintile,,,,,,,,,,,,
1997,Other Combinations,3rd Quintile,,,,,,,,,,,,
1997,Other Combinations,4th Quintile,,,,,,,,,,,,
1997,Other Combinations,5th Quintile,,,,,,,,,,,,
1998,Single-person household,Not included in this version of the questionnaire,,,,,,,,,,,,
1998,Single-person household,1st Quintile,412,42.35619,40.05849,44.65390,25.00000,38.00000,51.00000,2.00000,90.00000,,,
1998,Single-person household,2nd Quintile,275,46.84572,43.73361,49.95783,30.00000,40.00000,56.00000,0.00000,95.00000,,,
1998,Single-person household,3rd Quintile,245,47.53359,44.77989,50.28729,33.00000,45.00000,60.78739,10.00000,102.46846,,,
1998,Single-person household,4th Quintile,195,51.70328,47.63245,55.77410,35.00000,46.00000,60.16106,15.00000,97.90266,,,
1998,Single-person household,5th Quintile,120,52.77919,47.80377,57.75461,34.63325,50.78771,61.00000,10.00000,100.55013,,,
1998,Couple without children,1st Quintile,211,50.64707,47.39706,53.89708,32.09878,46.00000,61.00000,2.00000,104.35183,,,
1998,Couple without children,2nd Quintile,207,57.77264,54.12779,61.41749,40.00000,51.00000,73.31191,6.00000,123.27978,,,
1998,Couple without children,3rd Quintile,260,55.85357,52.67765,59.02950,40.00000,51.00000,66.00000,2.00000,105.00000,,,
1998,Couple without children,4th Quintile,300,56.44342,53.56278,59.32407,39.71979,51.00000,72.90574,12.00000,122.68465,,,
1998,Couple without children,5th Quintile,232,63.34586,59.33627,67.35545,40.00000,51.00000,76.00000,7.00000,130.00000,,,
1998,Single parent,1st Quintile,166,59.81077,55.27891,64.34262,40.00000,51.00000,76.00000,12.00000,130.00000,,,
1998,Single parent,2nd Quintile,82,63.11307,56.33201,69.89412,42.17910,51.00000,76.00000,20.00000,126.73135,,,
1998,Single parent,3rd Quintile,47,63.26148,53.54912,72.97385,45.10320,51.00000,76.79247,10.00000,124.32636,,,
1998,Single parent,4th Quintile,,,,,,,,,,,,
1998,Single parent,5th Quintile,,,,,,,,,,,,
1998,Couple with children,1st Quintile,408,65.34341,62.38311,68.30371,45.05941,61.00000,81.00000,10.00000,134.91089,,,
1998,Couple with children,2nd Quintile,408,65.49562,62.55742,68.43383,46.00000,56.00000,76.00000,10.00000,121.00000,,,
1998,Couple with children,3rd Quintile,284,65.01735,60.57197,69.46273,45.00000,51.24788,76.00000,4.00000,122.50000,,,
1998,Couple with children,4th Quintile,198,64.78789,60.69342,68.88236,46.00000,61.00000,81.00000,19.00000,133.50000,,,
1998,Couple with children,5th Quintile,86,78.67553,70.62796,86.72310,51.00000,71.00000,102.00000,17.00000,178.50000,,,
1998,Multi-generational household,1st Quintile,,,,,,,,,,,,
1998,Multi-generational household,2nd Quintile,,,,,,,,,,,,
1998,Multi-generational household,3rd Quintile,,,,,,,,,,,,
1998,Multi-generational household,4th Quintile,,,,,,,,,,,,
1998,Multi-generational household,5th Quintile,,,,,,,,,,,,
1998,Other Combinations,1st Quintile,,,,,,,,,,,,
1998,Other Combinations,2nd Quintile,,,,,,,,,,,,
1998,Other Combinations,3rd Quintile,,,,,,,,,,,,
1998,Other Combinations,4th Quintile,,,,,,,,,,,,
1998,Other Combinations,5th Quintile,,,,,,,,,,,,
1999,Single-person household,1st Quintile,403,41.93397,40.07672,43.79121,30.00000,40.00000,51.00000,4.00000,82.50000,,,
1999,Single-person household,2nd Quintile,277,42.94809,40.51368,45.38249,30.00000,40.00000,52.00000,7.00000,85.00000,,,
1999,Single-person household,3rd Quintile,228,48.12964,44.81498,51.44430,30.00000,44.00000,51.00000,5.00000,82.50000,,,
1999,Single-person household,4th Quintile,169,52.26494,48.35066,56.17921,35.00000,51.00000,61.00000,12.00000,100.00000,,,
1999,Single-person household,5th Quintile,110,54.81847,49.80388,59.83305,37.58701,51.00000,71.81962,15.00000,123.16852,,,
1999,Couple without children,1st Quintile,191,52.44525,49.20015,55.69036,38.00000,51.00000,62.00000,9.00000,98.00000,,,
1999,Couple without children,2nd Quintile,223,56.73877,53.05016,60.42738,38.00000,51.00000,74.00000,8.00000,128.00000,,,
1999,Couple without children,3rd Quintile,264,56.03945,53.03289,59.04602,40.00000,51.00000,66.00000,2.00000,105.00000,,,
1999,Couple without children,4th Quintile,279,59.32700,55.58259,63.07141,40.00000,51.00000,73.44610,9.00000,123.61524,,,
1999,Couple without children,5th Quintile,236,63.45793,59.30403,67.61183,40.56421,56.00000,76.00000,7.00000,129.15368,,,
1999,Single parent,1st Quintile,178,60.41888,55.82675,65.01100,40.00000,51.00000,71.79486,17.00000,119.48715,,,
1999,Single parent,2nd Quintile,70,59.89527,52.74730,67.04324,40.00000,51.00000,76.00000,7.00000,130.00000,,,
1999,Single parent,3rd Quintile,48,57.41497,49.74855,65.08140,40.00000,51.00000,69.27614,25.00000,113.19035,,,
1999,Single parent,4th Quintile,,,,,,,,,,,,
1999,Single parent,5th Quintile,,,,,,,,,,,,
1999,Couple with children,1st Quintile,406,65.28981,62.31094,68.26868,48.00000,57.29976,76.00000,10.00000,118.00000,,,
1999,Couple with children,2nd Quintile,379,64.73258,61.62679,67.83837,43.00000,52.00000,76.00000,10.00000,125.50000,,,
1999,Couple with children,3rd Quintile,257,67.45484,63.50733,71.40235,46.00000,61.00000,83.57409,15.00000,139.93522,,,
1999,Couple with children,4th Quintile,173,64.46601,60.56486,68.36717,51.00000,61.00000,76.00000,13.50000,113.50000,,,
1999,Couple with children,5th Quintile,81,68.70694,60.97371,76.44018,47.04367,62.40837,76.00000,15.00000,119.43449,,,
1999,Multi-generational household,1st Quintile,,,,,,,,,,,,
1999,Multi-generational household,2nd Quintile,,,,,,,,,,,,
1999,Multi-generational household,3rd Quintile,,,,,,,,,,,,
1999,Multi-generational household,4th Quintile,,,,,,,,,,,,
1999,Multi-generational household,5th Quintile,,,,,,,,,,,,
1999,Other Combinations,1st Quintile,,,,,,,,,,,,
1999,Other Combinations,2nd Quintile,,,,,,,,,,,,
1999,Other Combinations,3rd Quintile,,,,,,,,,,,,
1999,Other Combinations,4th Quintile,,,,,,,,,,,,
1999,Other Combinations,5th Quintile,,,,,,,,,,,,
2000,Single-person household,Not included in this version of the questionnaire,,,,,,,,,,,,
2000,Single-person household,1st Quintile,766,42.99601,41.18560,44.80643,26.16076,40.00000,51.00000,7.00000,88.25887,,,
2000,Single-person household,2nd Quintile,496,46.56787,44.27460,48.86115,30.00000,40.00000,56.00000,7.00000,95.00000,,,
2000,Single-person household,3rd Quintile,432,47.48846,45.14214,49.83478,30.00000,45.43975,58.00000,9.00000,100.00000,,,
2000,Single-person household,4th Quintile,330,51.08728,48.35689,53.81767,35.00000,46.00000,61.00000,7.00000,100.00000,,,
2000,Single-person household,5th Quintile,227,56.65274,51.98774,61.31774,35.00000,51.00000,66.14145,5.00000,112.85363,,,
2000,Couple without children,1st Quintile,336,54.08677,51.36707,56.80648,38.00000,51.00000,66.00000,9.00000,108.00000,,,
2000,Couple without children,2nd Quintile,389,53.87888,51.38537,56.37238,35.00000,51.00000,66.00000,9.00000,112.50000,,,
2000,Couple without children,3rd Quintile,405,59.74747,57.15801,62.33692,40.00000,51.00000,76.00000,12.00000,130.00000,,,
2000,Couple without children,4th Quintile,409,58.69048,55.66736,61.71360,40.00000,51.00000,76.00000,7.00000,130.00000,,,
2000,Couple without children,5th Quintile,340,66.82654,63.36029,70.29278,47.00000,58.00000,82.43354,15.00000,135.58386,,,
2000,Single parent,1st Quintile,275,55.90954,52.68885,59.13024,37.15118,51.00000,64.24874,9.00000,104.89508,,,
2000,Single parent,2nd Quintile,127,62.16181,57.02454,67.29909,43.00000,51.00000,76.00000,20.00000,125.50000,,,
2000,Single parent,3rd Quintile,73,64.02101,57.25967,70.78236,44.66917,51.13526,76.00000,20.00000,122.99624,,,
2000,Single parent,4th Quintile,47,64.68677,55.42790,73.94565,46.00000,59.81690,76.00000,17.00000,121.00000,,,
2000,Single parent,5th Quintile,,,,,,,,,,,,
2000,Couple with children,1st Quintile,541,69.12200,66.14847,72.09553,47.00000,61.00000,84.00000,9.00000,139.50000,,,
2000,Couple with children,2nd Quintile,611,69.04428,66.09437,71.99418,46.00000,59.00000,84.55905,1.00000,142.39762,,,
2000,Couple with children,3rd Quintile,414,69.03170,65.33462,72.72878,46.00000,60.00576,82.64026,14.00000,137.60064,,,
2000,Couple with children,4th Quintile,278,74.58596,70.16730,79.00462,51.00000,66.30398,93.00000,15.00000,156.00000,,,
2000,Couple with children,5th Quintile,138,78.28852,71.54983,85.02720,51.00000,69.00000,102.00000,16.00000,178.50000,,,
2000,Multi-generational household,1st Quintile,,,,,,,,,,,,
2000,Multi-generational household,2nd Quintile,,,,,,,,,,,,
2000,Multi-generational household,3rd Quintile,,,,,,,,,,,,
2000,Multi-generational household,4th Quintile,,,,,,,,,,,,
2000,Multi-generational household,5th Quintile,,,,,,,,,,,,
2000,Other Combinations,1st Quintile,,,,,,,,,,,,
2000,Other Combinations,2nd Quintile,,,,,,,,,,,,
2000,Other Combinations,3rd Quintile,,,,,,,,,,,,
2000,Other Combinations,4th Quintile,,,,,,,,,,,,
2000,Other Combinations,5th Quintile,,,,,,,,,,,,
2001,Single-person household,Not included in this version of the questionnaire,,,,,,,,,,,,
2001,Single-person household,1st Quintile,683,46.67141,44.76060,48.58222,30.00000,40.00000,56.00000,10.00000,95.00000,,,
2001,Single-person household,2nd Quintile,439,49.70175,47.43092,51.97257,30.00000,48.00000,61.00000,8.00000,107.50000,,,
2001,Single-person household,3rd Quintile,380,50.44875,47.91744,52.98006,35.00000,51.00000,61.00000,5.00000,100.00000,,,
2001,Single-person household,4th Quintile,283,54.63220,51.42221,57.84220,34.57535,51.00000,68.29711,15.00000,118.87976,,,
2001,Single-person household,5th Quintile,214,58.86038,54.70301,63.01775,38.85833,51.00000,76.00000,10.00000,131.71251,,,
2001,Couple without children,1st Quintile,289,58.23935,54.94973,61.52896,40.00000,51.00000,71.00000,10.00000,117.50000,,,
2001,Couple without children,2nd Quintile,364,58.04162,55.39494,60.68830,40.00000,51.00000,71.03511,15.00000,117.58778,,,
2001,Couple without children,3rd Quintile,368,65.12064,61.67562,68.56565,46.00000,56.00000,76.00000,5.00000,121.00000,,,
2001,Couple without children,4th Quintile,393,61.52497,58.76754,64.28241,46.00000,51.00000,76.00000,15.00000,121.00000,,,
2001,Couple without children,5th Quintile,303,72.90557,68.45755,77.35359,46.00000,61.00000,87.94904,10.00000,150.87261,,,
2001,Single parent,1st Quintile,256,61.90500,57.71169,66.09831,40.00000,51.00000,76.00000,10.00000,130.00000,,,
2001,Single parent,2nd Quintile,133,65.19525,59.59383,70.79667,40.00000,56.00000,76.00000,20.00000,130.00000,,,
2001,Single parent,3rd Quintile,73,72.59120,64.85964,80.32276,51.00000,64.32563,92.25592,30.00000,154.13981,,,
2001,Single parent,4th Quintile,,,,,,,,,,,,
2001,Single parent,5th Quintile,,,,,,,,,,,,
2001,Couple with children,1st Quintile,494,74.57881,71.23815,77.91947,51.00000,64.00000,92.00000,10.00000,153.50000,,,
2001,Couple with children,2nd Quintile,525,73.88981,70.73721,77.04241,51.00000,66.00000,92.00000,1.00000,153.50000,,,
2001,Couple with children,3rd Quintile,363,75.19793,71.05495,79.34092,51.00000,61.00253,92.00000,15.00000,153.50000,,,
2001,Couple with children,4th Quintile,255,79.21790,74.45820,83.97761,51.00000,76.00000,102.00000,20.00000,178.50000,,,
2001,Couple with children,5th Quintile,129,79.86887,72.27346,87.46428,51.00000,76.00000,102.00000,16.00000,178.50000,,,
2001,Multi-generational household,1st Quintile,,,,,,,,,,,,
2001,Multi-generational household,2nd Quintile,,,,,,,,,,,,
2001,Multi-generational household,3rd Quintile,,,,,,,,,,,,
2001,Multi-generational household,4th Quintile,,,,,,,,,,,,
2001,Multi-generational household,5th Quintile,,,,,,,,,,,,
2001,Other Combinations,1st Quintile,,,,,,,,,,,,
2001,Other Combinations,2nd Quintile,,,,,,,,,,,,
2001,Other Combinations,3rd Quintile,,,,,,,,,,,,
2001,Other Combinations,4th Quintile,,,,,,,,,,,,
2001,Other Combinations,5th Quintile,,,,,,,,,,,,
2002,Single-person household,Not included in this version of the questionnaire,,,,,,,,,,,,
2002,Single-person household,1st Quintile,642,45.95134,44.13224,47.77045,30.00000,41.00000,55.00000,5.00000,92.50000,,,
2002,Single-person household,2nd Quintile,412,49.92613,47.31436,52.53791,30.00000,46.40760,60.00000,10.00000,105.00000,,,
2002,Single-person household,3rd Quintile,371,53.14937,50.25956,56.03918,33.50509,50.00000,67.49799,9.00000,118.48734,,,
2002,Single-person household,4th Quintile,315,55.43245,51.94565,58.91924,35.00000,50.00000,70.00000,5.00000,122.50000,,,
2002,Single-person household,5th Quintile,264,56.90843,53.12569,60.69116,35.03648,50.00000,70.47460,14.00000,123.63179,,,
2002,Couple without children,1st Quintile,286,58.19454,55.07154,61.31754,40.00000,51.85236,70.33361,15.00000,115.83403,,,
2002,Couple without children,2nd Quintile,332,60.55502,57.22819,63.88184,40.00000,50.00000,75.00000,4.00000,127.50000,,,
2002,Couple without children,3rd Quintile,351,61.52017,58.46651,64.57383,42.00000,50.23510,75.00000,15.00000,124.50000,,,
2002,Couple without children,4th Quintile,358,64.34158,61.21406,67.46910,46.00000,56.00000,80.00000,13.00000,131.00000,,,
2002,Couple without children,5th Quintile,413,74.22016,70.38296,78.05736,50.00000,61.00000,90.00000,15.00000,150.00000,,,
2002,Single parent,1st Quintile,259,65.76916,61.55279,69.98552,45.00000,55.00000,80.00000,10.00000,132.50000,,,
2002,Single parent,2nd Quintile,105,66.26300,59.27104,73.25496,37.14879,51.00000,89.94726,20.00000,169.14497,,,
2002,Single parent,3rd Quintile,74,69.98279,61.42801,78.53756,43.10052,60.00000,89.85026,19.00000,159.97487,,,
2002,Single parent,4th Quintile,32,72.25098,60.81846,83.68349,50.00000,62.30195,100.00000,25.00000,150.00000,,,
2002,Single parent,5th Quintile,,,,,,,,,,,,
2002,Couple with children,1st Quintile,417,75.09265,71.21155,78.97375,50.00000,61.00000,100.00000,15.00000,175.00000,,,
2002,Couple with children,2nd Quintile,455,69.00207,65.94770,72.05643,50.00000,60.00000,90.00000,1.00000,150.00000,,,
2002,Couple with children,3rd Quintile,336,73.82063,69.85373,77.78753,50.00000,60.00000,100.00000,15.00000,175.00000,,,
2002,Couple with children,4th Quintile,260,76.45736,72.21984,80.69488,50.00000,70.41390,99.13056,20.00000,172.82640,,,
2002,Couple with children,5th Quintile,206,98.04266,89.87496,106.21036,53.69815,97.00000,120.80728,25.00000,221.47097,,,
2002,Multi-generational household,1st Quintile,,,,,,,,,,,,
2002,Multi-generational household,2nd Quintile,,,,,,,,,,,,
2002,Multi-generational household,3rd Quintile,,,,,,,,,,,,
2002,Multi-generational household,4th Quintile,,,,,,,,,,,,
2002,Multi-generational household,5th Quintile,,,,,,,,,,,,
2002,Other Combinations,1st Quintile,,,,,,,,,,,,
2002,Other Combinations,2nd Quintile,,,,,,,,,,,,
2002,Other Combinations,3rd Quintile,,,,,,,,,,,,
2002,Other Combinations,4th Quintile,,,,,,,,,,,,
2002,Other Combinations,5th Quintile,,,,,,,,,,,,
2003,Single-person household,Not included in this version of the questionnaire,,,,,,,,,,,,
2003,Single-person household,1st Quintile,642,49.43429,47.45372,51.41486,31.00000,45.00000,60.00000,6.00000,103.50000,,,
