year,bula_h,hhtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1996,Berlin,Other Combinations,,,,,,,,,,,,
1996,Brandenburg,Single-person household,46,46.882113095171086,43.793404457300156,49.970821733042015,30.279869803090747,47.24716488992415,55.99592105472858,10.0,94.56999793218534,47.0,43.0,56.0
1996,Brandenburg,Couple without children,48,65.8636209392938,61.46123950584996,70.26600237273763,40.0,62.67032666749472,79.96191494307936,25.0,139.9047873576984,63.0,50.0,66.0
1996,Brandenburg,Single parent,,,,,,,,,,,,
1996,Brandenburg,Couple with children,62,66.38214382859769,62.24724375191281,70.51704390528256,40.0,61.0,76.0,20.0,130.0,61.0,46.0,71.0
1996,Brandenburg,Multi-generational household,,,,,,,,,,,,
1996,Brandenburg,Other Combinations,,,,,,,,,,,,
1996,Mecklenburg-Western Pomerania,Single-person household,34,47.87399101001424,44.168480283542124,51.57950173648635,28.0,51.0,61.0,8.0,110.5,51.0,50.0,64.0
1996,Mecklenburg-Western Pomerania,Couple without children,41,55.28155944609986,51.81634139737325,58.746777494826475,39.83849559548311,57.42974079126877,67.59951502594598,12.0,109.24104417164028,58.0,55.0,70.0
1996,Mecklenburg-Western Pomerania,Single parent,,,,,,,,,,,,
1996,Mecklenburg-Western Pomerania,Couple with children,51,68.62013769592674,64.53991474484056,72.70036064701293,50.0,58.0,89.96482331103569,25.0,149.9120582775892,58.0,40.0,65.0
1996,Mecklenburg-Western Pomerania,Multi-generational household,,,,,,,,,,,,
1996,Mecklenburg-Western Pomerania,Other Combinations,,,,,,,,,,,,
1996,Saxony,Single-person household,79,42.84961706070342,40.45051047214545,45.24872364926139,20.496004325451928,40.0,51.0,12.0,96.75599351182211,40.0,33.0,45.0
1996,Saxony,Couple without children,126,55.04955582908407,53.096382828383504,57.00272882978464,36.18389792256119,55.0,72.02408631364464,5.0,119.0,55.0,49.0,59.0
1996,Saxony,Single parent,,,,,,,,,,,,
1996,Saxony,Couple with children,129,65.09724418948181,62.70564730286042,67.4888410761032,43.15454902731378,61.0,78.36176728067257,9.0,131.17259466071076,61.0,47.974999999999994,71.0
1996,Saxony,Multi-generational household,,,,,,,,,,,,
1996,Saxony,Other Combinations,,,,,,,,,,,,
1996,Saxony-Anhalt,Single-person household,46,58.026250072241815,53.86712105628132,62.18537908820231,39.62565229470837,54.0,68.30355782633877,10.0,111.32041612378438,54.0,46.974999999999994,62.05
1996,Saxony-Anhalt,Couple without children,62,68.53129211051393,64.44886307187411,72.61372114915375,51.0,61.0,75.51947647658258,25.0,112.29869119145646,61.0,56.974999999999994,66.025
1996,Saxony-Anhalt,Single parent,,,,,,,,,,,,
1996,Saxony-Anhalt,Couple with children,78,67.3267100548223,64.34552652195073,70.30789358769387,51.0,61.43515228983001,81.04542010704529,20.0,126.11355026761322,62.0,53.0,73.0
1996,Saxony-Anhalt,Multi-generational household,,,,,,,,,,,,
1996,Saxony-Anhalt,Other Combinations,,,,,,,,,,,,
1996,Thuringa,Single-person household,46,52.979455810667474,50.02001619711453,55.93889542422042,38.0,51.0,61.0,20.0,95.5,51.0,51.0,62.0
1996,Thuringa,Couple without children,46,63.33263881898435,58.73322158621913,67.93205605174957,38.8846894683209,58.68027678158258,79.80521520415469,15.0,141.18600380790537,60.0,49.0,74.0
1996,Thuringa,Single parent,,,,,,,,,,,,
1996,Thuringa,Couple with children,53,63.60287426809845,60.08238318056358,67.12336535563331,46.0,61.0,76.0514142658186,20.0,121.12853566454649,61.0,48.0,71.0
1996,Thuringa,Multi-generational household,,,,,,,,,,,,
1996,Thuringa,Other Combinations,,,,,,,,,,,,
1997,Schleswig-Holstein,Single-person household,,,,,,,,,,,,
1997,Schleswig-Holstein,Couple without children,,,,,,,,,,,,
1997,Schleswig-Holstein,Single parent,,,,,,,,,,,,
1997,Schleswig-Holstein,Couple with children,,,,,,,,,,,,
1997,Schleswig-Holstein,Multi-generational household,,,,,,,,,,,,
1997,Schleswig-Holstein,Other Combinations,,,,,,,,,,,,
1997,Hamburg,Single-person household,33,41.78925504157716,38.902800653744215,44.6757094294101,35.0,40.0,51.0,11.0,75.0,40.0,38.849999999999966,45.0
1997,Hamburg,Couple without children,,,,,,,,,,,,
1997,Hamburg,Single parent,,,,,,,,,,,,
1997,Hamburg,Couple with children,,,,,,,,,,,,
1997,Hamburg,Multi-generational household,,,,,,,,,,,,
1997,Hamburg,Other Combinations,,,,,,,,,,,,
1997,Lower Saxony,Single-person household,81,50.18116722975394,47.68337908826989,52.67895537123799,33.517543266373586,51.0,61.0,11.0,102.22368510043962,51.0,50.974999999999994,62.0
1997,Lower Saxony,Couple without children,82,58.606599780875804,55.77887113378323,61.43432842796838,46.0,51.0,62.9201955407567,20.619706688864948,88.30048885189176,51.0,41.0,51.0
1997,Lower Saxony,Single parent,,,,,,,,,,,,
1997,Lower Saxony,Couple with children,80,74.98822558397293,70.76878766335214,79.20766350459373,51.0,61.0,98.60112035723463,12.0,170.0028008930866,61.0,46.0,70.0
1997,Lower Saxony,Multi-generational household,,,,,,,,,,,,
1997,Lower Saxony,Other Combinations,,,,,,,,,,,,
1997,Bremen,Single-person household,,,,,,,,,,,,
1997,Bremen,Couple without children,,,,,,,,,,,,
1997,Bremen,Single parent,,,,,,,,,,,,
1997,Bremen,Couple with children,,,,,,,,,,,,
1997,Bremen,Other Combinations,,,,,,,,,,,,
1997,North Rhine-Westphalia,Single-person household,207,48.54704780581292,46.812865411145765,50.28123020048008,30.0,46.0,56.0,11.0,95.0,46.0,44.0,52.0
1997,North Rhine-Westphalia,Couple without children,216,56.20975072813081,54.48580082548238,57.933700630779235,38.094053081923455,51.0,66.22989718707615,12.0,108.43366334480518,51.0,51.0,52.025
1997,North Rhine-Westphalia,Single parent,57,55.64194282336982,51.76867953299747,59.51520611374217,39.098720109512726,51.0,61.0,20.0,93.85191983573091,51.0,46.0,56.0
1997,North Rhine-Westphalia,Couple with children,291,64.88222358126502,63.101199391874246,66.6632477706558,40.0,52.0,76.0,15.0,130.0,52.0,43.0,53.0
1997,North Rhine-Westphalia,Multi-generational household,,,,,,,,,,,,
1997,North Rhine-Westphalia,Other Combinations,,,,,,,,,,,,
1997,Hesse,Single-person household,62,52.476888999815465,49.287152363078576,55.666625636552354,30.32164504896395,51.0,66.0,15.0,119.51753242655407,51.0,50.974999999999994,62.0
1997,Hesse,Couple without children,81,61.7980190980167,58.721645934793536,64.87439226123988,51.0,52.0,76.0,20.0,113.5,52.0,43.0,53.0
1997,Hesse,Single parent,,,,,,,,,,,,
1997,Hesse,Couple with children,105,66.09644516851857,62.843240074737004,69.34965026230014,45.80797853987234,61.0,76.0,20.0,121.2880321901915,61.0,46.0,71.0
1997,Hesse,Multi-generational household,,,,,,,,,,,,
1997,Hesse,Other Combinations,,,,,,,,,,,,
1997,"Rhineland-Palatinate, Saarland",Single-person household,43,43.918958894107924,40.61246319901059,47.225454589205256,26.0929095148055,41.0,52.0,12.0,90.86063572779176,41.0,31.0,52.075
1997,"Rhineland-Palatinate, Saarland",Couple without children,51,60.46523513786568,57.31331394473227,63.617156330999094,51.0,51.0,76.0,13.5,113.5,51.0,36.0,51.0
1997,"Rhineland-Palatinate, Saarland",Single parent,,,,,,,,,,,,
1997,"Rhineland-Palatinate, Saarland",Couple with children,51,76.82856301301244,72.28278157024644,81.37434445577844,52.10124599433085,70.18604614450389,82.88578346967637,25.0,129.06258968269464,70.0,64.0,79.0
1997,"Rhineland-Palatinate, Saarland",Multi-generational household,,,,,,,,,,,,
1997,"Rhineland-Palatinate, Saarland",Other Combinations,,,,,,,,,,,,
1997,Baden-Wuerttemberg,Single-person household,118,47.75042732992705,45.76410597825702,49.73674868159708,31.494690845981367,51.0,57.845776096589034,10.0,97.37240397250054,51.0,51.0,62.0
1997,Baden-Wuerttemberg,Couple without children,105,60.77297959409,57.9090295577588,63.63692963042121,40.0,51.0,76.0,14.0,130.0,51.0,50.0,51.0
1997,Baden-Wuerttemberg,Single parent,35,66.14413177940179,61.54667856991813,70.74158498888545,46.0,55.81092658391268,78.0,25.0,126.0,57.0,38.0,63.0
1997,Baden-Wuerttemberg,Couple with children,205,72.02715690438791,69.88619415324517,74.16811965553065,51.0,62.3677914040541,102.0,15.0,178.0,61.0,45.94999999999999,71.0
1997,Baden-Wuerttemberg,Multi-generational household,,,,,,,,,,,,
1997,Baden-Wuerttemberg,Other Combinations,,,,,,,,,,,,
1997,Bavaria,Single-person household,118,50.62776523953141,48.34604662250407,52.90948385655876,30.0,47.548243758006166,62.05586501655818,10.0,110.13966254139544,47.0,43.0,54.0
1997,Bavaria,Couple without children,125,58.23390252431084,55.96114633437156,60.50665871425012,38.453431524772725,51.0,76.0,15.0,132.3198527128409,51.0,44.0,56.05
1997,Bavaria,Single parent,33,65.57384191415048,59.626278588507034,71.52140523979392,40.0,51.0,77.4867949944732,15.0,133.716987486183,51.0,25.974999999999994,53.0
1997,Bavaria,Couple with children,151,64.67161262095044,62.24389295778051,67.09933228412038,46.0,56.0,76.0,4.0,121.0,56.0,46.0,61.0
1997,Bavaria,Multi-generational household,,,,,,,,,,,,
1997,Bavaria,Other Combinations,,,,,,,,,,,,
1997,Berlin,Single-person household,92,48.733979234429164,46.150865196294745,51.31709327256358,31.174602807323488,45.0,56.0,13.0,93.23809578901476,45.0,39.0,51.025
1997,Berlin,Couple without children,67,65.53786523050958,62.08830310159444,68.98742735942471,40.0,61.0,92.8916231085198,20.0,153.0,61.0,46.0,71.0
1997,Berlin,Single parent,,,,,,,,,,,,
1997,Berlin,Couple with children,85,79.05278963040834,75.59606046626192,82.50951879455477,51.0,76.0,102.0,25.0,178.0,76.0,68.0,91.0
1997,Berlin,Multi-generational household,,,,,,,,,,,,
1997,Berlin,Other Combinations,,,,,,,,,,,,
1997,Brandenburg,Single-person household,49,50.88262953453108,46.58696072560578,55.178298343456376,30.0,44.87878506143352,70.05316622892744,9.0,130.1329155723186,46.0,41.0,60.0
1997,Brandenburg,Couple without children,53,60.49916453236199,57.364813397919555,63.63351566680442,50.57132944880867,56.0,70.11328081886288,21.25840239372736,99.42620787394418,56.0,46.0,61.0
1997,Brandenburg,Single parent,,,,,,,,,,,,
1997,Brandenburg,Couple with children,62,65.0682408591359,61.55751721132601,68.57896450694578,42.0,57.95684794737769,76.0,20.0,127.0,57.0,40.0,63.0
1997,Brandenburg,Multi-generational household,,,,,,,,,,,,
1997,Brandenburg,Other Combinations,,,,,,,,,,,,
1997,Mecklenburg-Western Pomerania,Single-person household,34,48.82995208653598,44.650095547521985,53.00980862554998,30.0,46.0,57.14817628241451,10.0,97.87044070603628,46.0,40.0,58.0
1997,Mecklenburg-Western Pomerania,Couple without children,38,59.58090916752417,54.11305906912884,65.0487592659195,39.76134686757217,51.0,76.0,12.0,130.35797969864174,51.0,31.0,62.0
1997,Mecklenburg-Western Pomerania,Single parent,,,,,,,,,,,,
1997,Mecklenburg-Western Pomerania,Couple with children,44,65.3745499762625,60.02082817212127,70.72827178040373,51.0,55.17390478722395,68.12340897457776,25.314886538133365,93.80852243644439,56.0,51.0,61.0
1997,Mecklenburg-Western Pomerania,Multi-generational household,,,,,,,,,,,,
1997,Mecklenburg-Western Pomerania,Other Combinations,,,,,,,,,,,,
1997,Saxony,Single-person household,76,46.42476382341612,43.24097378122594,49.608553865606304,23.292844117517507,41.0,58.4995264602953,7.0,111.30954997446199,41.0,30.974999999999994,44.0
1997,Saxony,Couple without children,131,58.00140386911724,55.831437285230585,60.171370453003895,40.570649067974806,51.0,76.0,13.0,129.1440263980378,51.0,41.0,53.0
1997,Saxony,Single parent,,,,,,,,,,,,
1997,Saxony,Couple with children,121,66.34935479031029,63.79411939440407,68.90459018621651,41.95275167642475,61.0,80.17236298617287,17.0,137.50177995079505,61.0,50.94999999999999,70.0
1997,Saxony,Multi-generational household,,,,,,,,,,,,
1997,Saxony,Other Combinations,,,,,,,,,,,,
1997,Saxony-Anhalt,Single-person household,50,55.049668446713426,51.506033404742624,58.59330348868423,41.63064576696967,55.0,67.86826435953569,12.0,107.22469224838471,55.0,49.0,64.0
1997,Saxony-Anhalt,Couple without children,65,68.23094953000823,64.00430764069753,72.45759141931893,51.0,61.52519391507327,76.0,23.0,113.5,61.0,52.0,67.0
1997,Saxony-Anhalt,Single parent,,,,,,,,,,,,
1997,Saxony-Anhalt,Couple with children,62,66.81787558511853,63.91358898534812,69.72216218488894,51.0,66.0,79.89091654490211,25.0,123.22729136225527,66.0,58.92499999999998,79.0
1997,Saxony-Anhalt,Multi-generational household,,,,,,,,,,,,
1997,Saxony-Anhalt,Other Combinations,,,,,,,,,,,,
1997,Thuringa,Single-person household,39,52.43671705521899,47.89176794763591,56.98166616280207,30.0,48.0,59.77784979159452,15.0,104.4446244789863,48.0,40.0,61.0
1997,Thuringa,Couple without children,45,60.15333523091756,56.08348611596937,64.22318434586576,40.78858317385257,52.65739692632108,64.65374973163121,20.0,100.45149956829917,52.0,43.0,58.0
1997,Thuringa,Single parent,,,,,,,,,,,,
1997,Thuringa,Couple with children,50,60.25555601152465,57.262320216609986,63.24879180643931,45.112610312497495,59.29137120715493,76.0,20.0,105.0,58.0,45.0,65.0
1997,Thuringa,Multi-generational household,,,,,,,,,,,,
1997,Thuringa,Other Combinations,,,,,,,,,,,,
1998,Schleswig-Holstein,Single-person household,30,56.137726237902676,48.78561276232376,63.489839713481594,30.0,51.0,63.05135088515659,20.0,112.62837721289148,51.0,41.0,67.025
1998,Schleswig-Holstein,Couple without children,,,,,,,,,,,,
1998,Schleswig-Holstein,Single parent,,,,,,,,,,,,
1998,Schleswig-Holstein,Couple with children,,,,,,,,,,,,
1998,Schleswig-Holstein,Multi-generational household,,,,,,,,,,,,
1998,Schleswig-Holstein,Other Combinations,,,,,,,,,,,,
1998,Hamburg,Single-person household,47,48.050435619263006,45.424977193009575,50.675894045516436,35.0,46.0,57.08191377647266,10.0,90.20478444118166,46.0,41.0,52.0
1998,Hamburg,Couple without children,,,,,,,,,,,,
1998,Hamburg,Single parent,,,,,,,,,,,,
1998,Hamburg,Couple with children,,,,,,,,,,,,
1998,Hamburg,Multi-generational household,,,,,,,,,,,,
1998,Hamburg,Other Combinations,,,,,,,,,,,,
1998,Lower Saxony,Single-person household,99,44.37569774663612,42.47349440602758,46.277901087244665,30.0,40.0,52.85413570129037,0.0,87.13533925322591,40.0,29.0,45.0
1998,Lower Saxony,Couple without children,92,56.62254342489701,53.979541058203274,59.265545791590746,36.896909001947506,51.0,72.51410878375445,20.0,125.93990845646488,51.0,42.0,62.0
1998,Lower Saxony,Single parent,,,,,,,,,,,,
1998,Lower Saxony,Couple with children,92,70.72050384852062,67.45190244878894,73.9891052482523,51.0,61.0,97.3019946967307,15.0,166.75498674182677,61.0,58.0,71.0
1998,Lower Saxony,Multi-generational household,,,,,,,,,,,,
1998,Lower Saxony,Other Combinations,,,,,,,,,,,,
1998,Bremen,Single-person household,,,,,,,,,,,,
1998,Bremen,Couple without children,,,,,,,,,,,,
1998,Bremen,Single parent,,,,,,,,,,,,
1998,Bremen,Couple with children,,,,,,,,,,,,
1998,Bremen,Other Combinations,,,,,,,,,,,,
1998,North Rhine-Westphalia,Single-person household,260,45.53156325597532,44.213007215623875,46.85011929632677,30.0,40.0,51.0,10.0,82.5,40.0,34.0,40.0
1998,North Rhine-Westphalia,Couple without children,267,55.48292988351319,53.998905012739385,56.96695475428699,38.594021973917904,51.0,66.0,15.0,107.10896703912314,51.0,51.0,52.0
1998,North Rhine-Westphalia,Single parent,62,51.928821257303504,49.10775291518337,54.74988959942364,35.0,51.0,65.27239880556276,12.0,110.6809970139069,51.0,51.0,60.05
1998,North Rhine-Westphalia,Couple with children,317,63.68150135369734,62.07249620690084,65.29050650049385,40.0,56.0,76.0,12.0,130.0,56.0,51.0,61.0
1998,North Rhine-Westphalia,Multi-generational household,,,,,,,,,,,,
1998,North Rhine-Westphalia,Other Combinations,,,,,,,,,,,,
1998,Hesse,Single-person household,70,46.974258947102136,44.48404939711238,49.46446849709189,32.05358774990847,42.59328308274181,51.0,15.0,79.41961837513729,43.0,35.0,47.0
1998,Hesse,Couple without children,90,58.15913641314242,55.519039739507356,60.799233086777484,43.0,51.0,76.0,7.0,125.5,51.0,51.0,55.0
1998,Hesse,Single parent,,,,,,,,,,,,
1998,Hesse,Couple with children,104,70.08054623836523,66.91582689642986,73.2452655803006,51.0,64.5140340653871,96.87161481811981,20.0,165.67903704529954,64.0,52.0,77.0
1998,Hesse,Multi-generational household,,,,,,,,,,,,
1998,Hesse,Other Combinations,,,,,,,,,,,,
1998,"Rhineland-Palatinate, Saarland",Single-person household,54,45.79308092573118,41.505884311825945,50.08027753963642,25.0,35.0,51.0,7.0,90.0,35.0,19.0,45.0
1998,"Rhineland-Palatinate, Saarland",Couple without children,57,56.70978854180191,53.66981163891243,59.7497654446914,39.095422039943735,51.0,66.0,12.0,106.3568669400844,51.0,41.0,56.0
1998,"Rhineland-Palatinate, Saarland",Single parent,,,,,,,,,,,,
1998,"Rhineland-Palatinate, Saarland",Couple with children,61,64.7756713630524,59.37530575836595,70.17603696773884,40.0,55.251176173759525,76.0,29.0,130.0,56.0,40.94999999999999,61.0
1998,"Rhineland-Palatinate, Saarland",Multi-generational household,,,,,,,,,,,,
1998,"Rhineland-Palatinate, Saarland",Other Combinations,,,,,,,,,,,,
1998,Baden-Wuerttemberg,Single-person household,136,47.49806767885202,45.50858012051275,49.48755523719129,25.0,46.0,61.0,10.0,115.0,46.0,41.0,53.0
1998,Baden-Wuerttemberg,Couple without children,109,58.22453432330058,55.5247257339438,60.924342912657366,38.0,51.0,76.0,10.0,133.0,51.0,40.87499999999997,53.0
1998,Baden-Wuerttemberg,Single parent,47,63.613691006493234,60.54710183401194,66.68028017897453,45.01359115670065,59.22453752687626,76.0,25.0,122.47961326494902,60.0,44.0,71.0
1998,Baden-Wuerttemberg,Couple with children,193,68.42105560583032,66.22980038213876,70.61231082952187,50.0,56.0,100.0,15.0,153.0,56.0,36.0,61.0
1998,Baden-Wuerttemberg,Multi-generational household,,,,,,,,,,,,
1998,Baden-Wuerttemberg,Other Combinations,,,,,,,,,,,,
1998,Bavaria,Single-person household,140,47.84422718799596,45.890946959973164,49.79750741601876,30.0,40.0,51.0,12.0,82.5,40.0,30.0,42.0
1998,Bavaria,Couple without children,139,57.36509720805167,55.13952752765657,59.590666888446776,40.0,51.0,69.0,20.0,112.5,51.0,46.0,51.025
1998,Bavaria,Single parent,35,74.24278158278493,67.8475489508488,80.63801421472105,45.94364111026945,51.0,106.33145414058485,25.0,153.0,51.0,15.849999999999966,54.0
1998,Bavaria,Couple with children,157,68.43463786545887,65.71930760013515,71.14996813078258,43.0,61.74726763786062,81.0,4.0,138.0,62.0,48.0,73.0
1998,Bavaria,Multi-generational household,,,,,,,,,,,,
1998,Bavaria,Other Combinations,,,,,,,,,,,,
1998,Berlin,Single-person household,113,48.35533981071392,45.9581946099368,50.752485011491046,30.0,42.0,58.50747762024877,12.0,101.26869405062192,42.0,33.0,45.0
1998,Berlin,Couple without children,69,63.05712172369093,59.82220180526662,66.29204164211524,42.7435722972901,56.0,76.0,20.0,125.88464155406484,56.0,38.0,61.0
1998,Berlin,Single parent,,,,,,,,,,,,
1998,Berlin,Couple with children,79,68.58795271796501,65.26500013760726,71.91090529832276,47.39145956861064,61.58214446740334,81.0,17.0,131.41281064708403,62.0,53.0,73.0
1998,Berlin,Multi-generational household,,,,,,,,,,,,
1998,Berlin,Other Combinations,,,,,,,,,,,,
1998,Brandenburg,Single-person household,54,54.00787645797059,48.86472082582097,59.15103209012021,30.0,43.14152185671743,61.0,5.0,107.5,43.0,35.0,52.0
1998,Brandenburg,Couple without children,51,56.903009335410175,53.43440335627169,60.37161531454866,35.6396708013135,55.08959204977929,76.0,2.0,124.0,55.0,44.0,70.0
1998,Brandenburg,Single parent,,,,,,,,,,,,
1998,Brandenburg,Couple with children,60,65.89108244960147,62.23799695869466,69.54416794050829,48.82025541781042,61.0,76.0,10.0,116.76961687328436,61.0,51.0,71.0
1998,Brandenburg,Multi-generational household,,,,,,,,,,,,
1998,Brandenburg,Other Combinations,,,,,,,,,,,,
1998,Mecklenburg-Western Pomerania,Single-person household,34,43.19018622905768,39.668962988614844,46.711409469500516,27.28602306923643,41.27849073952055,56.862147857468,15.0,101.22633503981537,42.0,32.974999999999994,51.0
1998,Mecklenburg-Western Pomerania,Couple without children,36,52.003554449528586,47.55880893508806,56.44829996396911,30.694177030567996,51.0,71.85157429282614,2.0,102.0,51.0,41.0,70.0
1998,Mecklenburg-Western Pomerania,Single parent,,,,,,,,,,,,
1998,Mecklenburg-Western Pomerania,Couple with children,42,55.834112242475854,52.85323012247324,58.814994362478465,46.0,51.0,65.01401186085083,17.478982208723757,93.53502965212706,51.0,51.0,52.0
1998,Mecklenburg-Western Pomerania,Multi-generational household,,,,,,,,,,,,
1998,Mecklenburg-Western Pomerania,Other Combinations,,,,,,,,,,,,
1998,Saxony,Single-person household,87,43.27290817684066,40.977440844696645,45.56837550898467,25.0,37.61247754000791,53.24518135103861,2.0,95.61295337759653,37.0,28.0,40.0
1998,Saxony,Couple without children,133,53.72221334034919,51.593994129846706,55.85043255085168,35.0,48.19244942483141,73.00899533392031,6.0,130.02248833480078,48.0,45.0,53.0
1998,Saxony,Single parent,,,,,,,,,,,,
1998,Saxony,Couple with children,131,63.77832932571266,61.182949761726555,66.37370888969878,40.55833859601641,55.88314922741543,76.0,13.0,129.1624921059754,56.0,48.0,61.0
1998,Saxony,Multi-generational household,,,,,,,,,,,,
1998,Saxony,Other Combinations,,,,,,,,,,,,
1998,Saxony-Anhalt,Single-person household,61,51.34407015010952,47.86083194020217,54.82730836001688,30.0,45.64954160352637,64.61386224012615,5.0,116.53465560031538,45.0,29.0,52.0
1998,Saxony-Anhalt,Couple without children,76,61.04538764761415,57.84946923161115,64.24130606361715,40.0,59.0,76.0,15.0,130.0,59.0,57.0,67.0
1998,Saxony-Anhalt,Single parent,,,,,,,,,,,,
1998,Saxony-Anhalt,Couple with children,60,64.42686247313229,61.108985869925434,67.74473907633914,50.151369462877504,62.310923656666276,76.0,17.0,114.77294580568375,61.0,48.0,70.0
1998,Saxony-Anhalt,Multi-generational household,,,,,,,,,,,,
1998,Saxony-Anhalt,Other Combinations,,,,,,,,,,,,
1998,Thuringa,Single-person household,40,38.51277212535089,35.4957376028782,41.529806647823584,24.006758293021395,36.458401703571234,51.0,7.0,91.48986256046791,37.0,31.0,49.0
1998,Thuringa,Couple without children,46,57.91718928803844,54.33739948343719,61.4969790926397,40.0,53.65371468349691,70.41532066129328,16.0,116.03830165323319,56.0,51.0,61.0
1998,Thuringa,Single parent,,,,,,,,,,,,
1998,Thuringa,Couple with children,48,61.32971756697444,57.439723427917855,65.21971170603102,40.0,60.014279235097604,76.0,15.0,130.0,60.0,49.0,69.0
1998,Thuringa,Multi-generational household,,,,,,,,,,,,
1998,Thuringa,Other Combinations,,,,,,,,,,,,
1999,Schleswig-Holstein,Single-person household,33,44.16943691558965,40.686671740402616,47.65220209077668,30.0,40.0,51.0,15.0,82.5,40.0,34.0,45.125
1999,Schleswig-Holstein,Couple without children,,,,,,,,,,,,
1999,Schleswig-Holstein,Single parent,,,,,,,,,,,,
1999,Schleswig-Holstein,Couple with children,,,,,,,,,,,,
1999,Schleswig-Holstein,Multi-generational household,,,,,,,,,,,,
1999,Schleswig-Holstein,Other Combinations,,,,,,,,,,,,
1999,Hamburg,Single-person household,40,49.677209259438335,46.036458950848484,53.317959568028186,33.286696845072164,45.88241172404118,58.0,15.0,95.06995473239175,51.0,51.0,67.0
1999,Hamburg,Couple without children,,,,,,,,,,,,
1999,Hamburg,Single parent,,,,,,,,,,,,
1999,Hamburg,Couple with children,,,,,,,,,,,,
1999,Hamburg,Multi-generational household,,,,,,,,,,,,
1999,Lower Saxony,Single-person household,87,45.56450564388994,43.33709060702577,47.7919206807541,30.0,40.0,54.6197619055545,11.0,91.54940476388624,40.0,34.0,44.0
1999,Lower Saxony,Couple without children,91,59.84665813213395,57.24833634579936,62.44497991846855,43.71445043934022,52.0,76.0,25.0,124.42832434098968,52.0,43.0,53.0
1999,Lower Saxony,Single parent,,,,,,,,,,,,
1999,Lower Saxony,Couple with children,86,63.15468285250192,59.59612664638846,66.71323905861539,41.0,51.0,65.78070202620118,25.0,102.95175506550297,51.0,51.0,51.0
1999,Lower Saxony,Multi-generational household,,,,,,,,,,,,
1999,Lower Saxony,Other Combinations,,,,,,,,,,,,
1999,Bremen,Single-person household,,,,,,,,,,,,
1999,Bremen,Couple without children,,,,,,,,,,,,
1999,Bremen,Single parent,,,,,,,,,,,,
1999,Bremen,Couple with children,,,,,,,,,,,,
1999,North Rhine-Westphalia,Single-person household,247,45.10306761550596,43.80006072087234,46.406074510139575,30.0,40.0,51.0,12.0,82.5,40.0,37.0,40.0
1999,North Rhine-Westphalia,Couple without children,252,58.71346774060369,56.85600049927579,60.57093498193159,40.0,51.0,69.1411852419327,12.0,112.85296310483176,51.0,49.89999999999998,54.0
1999,North Rhine-Westphalia,Single parent,55,61.182317543503785,56.75050309331164,65.61413199369592,36.35267789048584,51.0,76.0,20.0,135.47098316427122,51.0,46.0,52.0
1999,North Rhine-Westphalia,Couple with children,310,62.615505665408925,61.11386722409217,64.11714410672569,46.0,52.0,76.0,10.0,121.0,52.0,43.0,53.0
1999,North Rhine-Westphalia,Multi-generational household,,,,,,,,,,,,
1999,North Rhine-Westphalia,Other Combinations,,,,,,,,,,,,
1999,Hesse,Single-person household,56,47.02385227530222,45.0588922092092,48.98881234139524,38.0,49.5018061366881,52.0,17.0,73.0,51.0,51.0,62.0
1999,Hesse,Couple without children,97,57.83141099507508,55.30661037576671,60.356211614383454,40.724456683781824,51.0,76.0,7.0,128.91331497432725,51.0,45.87499999999997,51.0
1999,Hesse,Single parent,,,,,,,,,,,,
1999,Hesse,Couple with children,87,76.67337920936514,72.86171500113878,80.4850434175915,51.0,66.00890944749813,102.0,12.0,178.5,66.0,46.0,81.0
1999,Hesse,Multi-generational household,,,,,,,,,,,,
1999,Hesse,Other Combinations,,,,,,,,,,,,
1999,"Rhineland-Palatinate, Saarland",Single-person household,43,40.80526478214906,37.993071693629005,43.617457870669114,27.987912481803612,39.30362371780023,51.0,12.0,85.51813127729459,40.0,29.0,50.0
1999,"Rhineland-Palatinate, Saarland",Couple without children,53,59.82260225165911,56.08507931034283,63.5601251929754,43.96377427191992,51.0,66.0,15.0,99.05433859212013,51.0,41.0,51.0
1999,"Rhineland-Palatinate, Saarland",Single parent,,,,,,,,,,,,
1999,"Rhineland-Palatinate, Saarland",Couple with children,57,64.10532548614938,60.42154137601162,67.78910959628715,48.873209705363294,56.03220007284857,76.0,29.0,116.69018544195507,56.0,41.0,61.0
1999,"Rhineland-Palatinate, Saarland",Multi-generational household,,,,,,,,,,,,
1999,"Rhineland-Palatinate, Saarland",Other Combinations,,,,,,,,,,,,
1999,Baden-Wuerttemberg,Single-person household,146,45.28673736745813,43.707899029002,46.86557570591426,30.0,40.09882341124185,51.90709473960816,10.0,84.7677368490204,40.0,29.0,40.0
1999,Baden-Wuerttemberg,Couple without children,103,63.60198769483164,60.72832312147387,66.4756522681894,40.0,52.0,76.0,15.0,130.0,52.0,28.0,53.0
1999,Baden-Wuerttemberg,Single parent,44,62.27930350048676,58.17438275306896,66.38422424790456,40.0,51.0,102.0,7.0,127.0,51.0,26.0,51.0
1999,Baden-Wuerttemberg,Couple with children,187,69.26334305374847,66.90791616985054,71.6187699376464,46.0,61.0,92.6737599024979,15.0,162.68439975624477,61.0,46.0,71.0
1999,Baden-Wuerttemberg,Multi-generational household,,,,,,,,,,,,
