,Unnamed: 0,year,bula_h,regtyp,plh0106,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
301,301,2008,Bavaria,Urban regions,Very important,0.1599,197,18806,0.13999,0.17964
302,302,2008,Bavaria,Urban regions,Important,0.49286,635,18806,0.4546,0.53794
303,303,2008,Bavaria,Urban regions,Less important,0.29185,384,18806,0.26692,0.31777
304,304,2008,Bavaria,Urban regions,Unimportant,0.05539,67,18806,0.04665,0.06652
305,305,2008,Bavaria,Rural regions,Very important,0.16949,238,18806,0.14947,0.18999
306,306,2008,Bavaria,Rural regions,Important,0.45154,670,18806,0.41848,0.48383
307,307,2008,Bavaria,Rural regions,Less important,0.31179,447,18806,0.2922,0.3351
308,308,2008,Bavaria,Rural regions,Unimportant,0.06718,83,18806,0.05841,0.07576
309,309,2008,Berlin,Urban regions,Very important,0.18285,137,18806,0.15861,0.21057
310,310,2008,Berlin,Urban regions,Important,0.52105,348,18806,0.47064,0.55832
311,311,2008,Berlin,Urban regions,Less important,0.29609,205,18806,0.26287,0.32379
312,312,2008,Brandenburg,Urban regions,Important,1.0,39,18806,0.78965,1.20554
313,313,2008,Brandenburg,Rural regions,Very important,0.14859,113,18806,0.12527,0.17527
314,314,2008,Brandenburg,Rural regions,Important,0.56768,412,18806,0.51335,0.61775
315,315,2008,Brandenburg,Rural regions,Less important,0.28373,210,18806,0.25246,0.31768
316,316,2008,Mecklenburg-Western Pomerania,Urban regions,Important,1.0,34,18806,0.74216,1.32817
317,317,2008,Mecklenburg-Western Pomerania,Rural regions,Very important,0.14953,65,18806,0.12107,0.18121
318,318,2008,Mecklenburg-Western Pomerania,Rural regions,Important,0.60062,246,18806,0.5437,0.66184
319,319,2008,Mecklenburg-Western Pomerania,Rural regions,Less important,0.24985,103,18806,0.21558,0.28324
320,320,2008,Saxony,Urban regions,Very important,0.13908,86,18806,0.11115,0.17287
321,321,2008,Saxony,Urban regions,Important,0.51214,398,18806,0.46908,0.55053
322,322,2008,Saxony,Urban regions,Less important,0.25664,183,18806,0.23092,0.2843
323,323,2008,Saxony,Urban regions,Unimportant,0.09214,59,18806,0.07245,0.11975
324,324,2008,Saxony,Rural regions,Very important,0.16859,122,18806,0.13722,0.20796
325,325,2008,Saxony,Rural regions,Important,0.56886,409,18806,0.52335,0.61666
326,326,2008,Saxony,Rural regions,Less important,0.2004,137,18806,0.17208,0.23402
327,327,2008,Saxony,Rural regions,Unimportant,0.06215,34,18806,0.05028,0.07598
328,328,2008,Saxony-Anhalt,Urban regions,Very important,0.25038,33,18806,0.17594,0.3745
329,329,2008,Saxony-Anhalt,Urban regions,Important,0.53567,86,18806,0.45707,0.62196
330,330,2008,Saxony-Anhalt,Urban regions,Less important,0.21395,38,18806,0.16933,0.2746
331,331,2008,Saxony-Anhalt,Rural regions,Very important,0.16671,98,18806,0.13393,0.2064
332,332,2008,Saxony-Anhalt,Rural regions,Important,0.57899,369,18806,0.52822,0.63826
333,333,2008,Saxony-Anhalt,Rural regions,Less important,0.25429,160,18806,0.22796,0.28619
334,334,2008,Thuringa,Urban regions,Very important,0.14994,35,18806,0.10593,0.22172
335,335,2008,Thuringa,Urban regions,Important,0.53608,138,18806,0.45229,0.62418
336,336,2008,Thuringa,Urban regions,Less important,0.31398,74,18806,0.23606,0.41803
337,337,2008,Thuringa,Rural regions,Very important,0.12172,89,18806,0.10008,0.14688
338,338,2008,Thuringa,Rural regions,Important,0.62182,367,18806,0.5721,0.67007
339,339,2008,Thuringa,Rural regions,Less important,0.25647,138,18806,0.22575,0.28834
340,340,2012,Schleswig-Holstein,Urban regions,Very important,0.18635,56,27128,0.1466,0.22858
341,341,2012,Schleswig-Holstein,Urban regions,Important,0.51761,141,27128,0.4092,0.61058
342,342,2012,Schleswig-Holstein,Urban regions,Less important,0.29604,78,27128,0.23178,0.35802
343,343,2012,Schleswig-Holstein,Rural regions,Very important,0.16792,117,27128,0.13852,0.2011
344,344,2012,Schleswig-Holstein,Rural regions,Important,0.54646,372,27128,0.49289,0.62676
345,345,2012,Schleswig-Holstein,Rural regions,Less important,0.28562,182,27128,0.23942,0.33767
346,346,2012,Hamburg,Urban regions,Very important,0.18612,88,27128,0.14827,0.23266
347,347,2012,Hamburg,Urban regions,Important,0.4883,212,27128,0.41402,0.56175
348,348,2012,Hamburg,Urban regions,Less important,0.32558,108,27128,0.26489,0.40735
349,349,2012,Lower Saxony,Urban regions,Very important,0.16653,188,27128,0.14521,0.19756
350,350,2012,Lower Saxony,Urban regions,Important,0.54865,596,27128,0.5006,0.59618
351,351,2012,Lower Saxony,Urban regions,Less important,0.25196,225,27128,0.2211,0.28684
352,352,2012,Lower Saxony,Urban regions,Unimportant,0.03286,33,27128,0.02508,0.04242
353,353,2012,Lower Saxony,Rural regions,Very important,0.17011,229,27128,0.14792,0.18978
354,354,2012,Lower Saxony,Rural regions,Important,0.56242,862,27128,0.52288,0.60643
355,355,2012,Lower Saxony,Rural regions,Less important,0.24011,377,27128,0.21486,0.26361
356,356,2012,Lower Saxony,Rural regions,Unimportant,0.02736,42,27128,0.02062,0.0347
357,357,2012,Bremen,Urban regions,Very important,0.24408,39,27128,0.16303,0.32612
358,358,2012,Bremen,Urban regions,Important,0.55463,106,27128,0.45371,0.6877
359,359,2012,Bremen,Urban regions,Less important,0.20129,45,27128,0.14405,0.25955
360,360,2012,North Rhine-Westphalia,Urban regions,Very important,0.19006,1036,27128,0.17796,0.20652
361,361,2012,North Rhine-Westphalia,Urban regions,Important,0.5009,2717,27128,0.47822,0.52341
362,362,2012,North Rhine-Westphalia,Urban regions,Less important,0.26939,1424,27128,0.25407,0.28246
363,363,2012,North Rhine-Westphalia,Urban regions,Unimportant,0.03965,185,27128,0.03466,0.04429
364,364,2012,North Rhine-Westphalia,Rural regions,Important,0.73448,88,27128,0.585,0.86363
365,365,2012,North Rhine-Westphalia,Rural regions,Less important,0.26552,37,27128,0.19456,0.34205
366,366,2012,Hesse,Urban regions,Very important,0.17824,260,27128,0.15449,0.19874
367,367,2012,Hesse,Urban regions,Important,0.49686,760,27128,0.45773,0.53572
368,368,2012,Hesse,Urban regions,Less important,0.26304,392,27128,0.23355,0.29391
369,369,2012,Hesse,Urban regions,Unimportant,0.06185,71,27128,0.05126,0.07187
370,370,2012,Hesse,Rural regions,Very important,0.14772,60,27128,0.10878,0.19249
371,371,2012,Hesse,Rural regions,Important,0.53722,222,27128,0.46323,0.61627
372,372,2012,Hesse,Rural regions,Less important,0.31506,111,27128,0.26182,0.37956
373,373,2012,"Rhineland-Palatinate, Saarland",Urban regions,Very important,0.16103,187,27128,0.1343,0.18839
374,374,2012,"Rhineland-Palatinate, Saarland",Urban regions,Important,0.5616,641,27128,0.52069,0.60502
375,375,2012,"Rhineland-Palatinate, Saarland",Urban regions,Less important,0.27736,285,27128,0.24678,0.31186
376,376,2012,"Rhineland-Palatinate, Saarland",Rural regions,Very important,0.19416,59,27128,0.14114,0.25009
377,377,2012,"Rhineland-Palatinate, Saarland",Rural regions,Important,0.52661,227,27128,0.4678,0.61622
378,378,2012,"Rhineland-Palatinate, Saarland",Rural regions,Less important,0.27923,107,27128,0.22336,0.33022
379,379,2012,Baden-Wuerttemberg,Urban regions,Very important,0.19987,557,27128,0.18297,0.21669
380,380,2012,Baden-Wuerttemberg,Urban regions,Important,0.49713,1566,27128,0.47066,0.52574
381,381,2012,Baden-Wuerttemberg,Urban regions,Less important,0.26046,733,27128,0.24111,0.27987
382,382,2012,Baden-Wuerttemberg,Urban regions,Unimportant,0.04255,103,27128,0.03657,0.0486
383,383,2012,Baden-Wuerttemberg,Rural regions,Very important,0.12167,53,27128,0.08835,0.16349
384,384,2012,Baden-Wuerttemberg,Rural regions,Important,0.58432,198,27128,0.46932,0.71753
385,385,2012,Baden-Wuerttemberg,Rural regions,Less important,0.29401,106,27128,0.23187,0.35483
386,386,2012,Bavaria,Urban regions,Very important,0.18808,338,27128,0.16304,0.21472
387,387,2012,Bavaria,Urban regions,Important,0.48841,933,27128,0.45658,0.5223
388,388,2012,Bavaria,Urban regions,Less important,0.27994,500,27128,0.25275,0.30503
389,389,2012,Bavaria,Urban regions,Unimportant,0.04357,69,27128,0.03651,0.05375
390,390,2012,Bavaria,Rural regions,Very important,0.14584,420,27128,0.1281,0.15999
391,391,2012,Bavaria,Rural regions,Important,0.52532,1346,27128,0.49507,0.55647
392,392,2012,Bavaria,Rural regions,Less important,0.25555,617,27128,0.23293,0.28304
393,393,2012,Bavaria,Rural regions,Unimportant,0.07329,115,27128,0.06312,0.08478
394,394,2012,Berlin,Urban regions,Very important,0.2193,219,27128,0.19114,0.24815
395,395,2012,Berlin,Urban regions,Important,0.53588,540,27128,0.49281,0.57889
396,396,2012,Berlin,Urban regions,Less important,0.24483,249,27128,0.21515,0.27371
397,397,2012,Brandenburg,Urban regions,Important,1.0,38,27128,0.75979,1.27228
398,398,2012,Brandenburg,Rural regions,Very important,0.15922,160,27128,0.1349,0.18312
399,399,2012,Brandenburg,Rural regions,Important,0.57706,593,27128,0.53907,0.64056
400,400,2012,Brandenburg,Rural regions,Less important,0.26372,234,27128,0.2327,0.31536
401,401,2012,Mecklenburg-Western Pomerania,Urban regions,Important,1.0,31,27128,0.66474,1.42941
402,402,2012,Mecklenburg-Western Pomerania,Rural regions,Very important,0.17215,112,27128,0.1331,0.21863
403,403,2012,Mecklenburg-Western Pomerania,Rural regions,Important,0.56375,326,27128,0.49723,0.62491
404,404,2012,Mecklenburg-Western Pomerania,Rural regions,Less important,0.2641,139,27128,0.22783,0.30217
405,405,2012,Saxony,Urban regions,Very important,0.17849,182,27128,0.15515,0.20203
406,406,2012,Saxony,Urban regions,Important,0.51482,474,27128,0.47393,0.56425
407,407,2012,Saxony,Urban regions,Less important,0.23342,234,27128,0.21102,0.25931
408,408,2012,Saxony,Urban regions,Unimportant,0.07326,45,27128,0.05807,0.08861
409,409,2012,Saxony,Rural regions,Very important,0.17149,166,27128,0.1478,0.20311
410,410,2012,Saxony,Rural regions,Important,0.60392,522,27128,0.55189,0.6633
411,411,2012,Saxony,Rural regions,Less important,0.2246,191,27128,0.19437,0.25438
412,412,2012,Saxony-Anhalt,Urban regions,Very important,0.20755,32,27128,0.11613,0.32108
413,413,2012,Saxony-Anhalt,Urban regions,Important,0.55562,122,27128,0.48091,0.64516
414,414,2012,Saxony-Anhalt,Urban regions,Less important,0.23683,49,27128,0.18389,0.29074
415,415,2012,Saxony-Anhalt,Rural regions,Very important,0.2056,159,27128,0.1639,0.2567
416,416,2012,Saxony-Anhalt,Rural regions,Important,0.56679,471,27128,0.51146,0.61123
417,417,2012,Saxony-Anhalt,Rural regions,Less important,0.22761,173,27128,0.19379,0.25838
418,418,2012,Thuringa,Urban regions,Very important,0.2284,71,27128,0.18298,0.2697
419,419,2012,Thuringa,Urban regions,Important,0.54382,179,27128,0.43469,0.64693
420,420,2012,Thuringa,Urban regions,Less important,0.22778,69,27128,0.17512,0.29888
421,421,2012,Thuringa,Rural regions,Very important,0.17182,140,27128,0.15076,0.19527
422,422,2012,Thuringa,Rural regions,Important,0.63296,468,27128,0.57785,0.68437
423,423,2012,Thuringa,Rural regions,Less important,0.19522,121,27128,0.16383,0.2274
424,424,2016,Schleswig-Holstein,Urban regions,Very important,0.16398,36,23819,0.11176,0.22511
425,425,2016,Schleswig-Holstein,Urban regions,Important,0.45168,110,23819,0.36338,0.54109
426,426,2016,Schleswig-Holstein,Urban regions,Less important,0.38434,78,23819,0.31275,0.4681
427,427,2016,Schleswig-Holstein,Rural regions,Very important,0.13506,96,23819,0.10253,0.16929
428,428,2016,Schleswig-Holstein,Rural regions,Important,0.52593,301,23819,0.45009,0.60017
429,429,2016,Schleswig-Holstein,Rural regions,Less important,0.33901,170,23819,0.29256,0.40215
430,430,2016,Hamburg,Urban regions,Very important,0.17905,75,23819,0.13599,0.22873
431,431,2016,Hamburg,Urban regions,Important,0.51542,216,23819,0.43814,0.58242
432,432,2016,Hamburg,Urban regions,Less important,0.30553,111,23819,0.24361,0.35832
433,433,2016,Lower Saxony,Urban regions,Very important,0.20532,194,23819,0.16735,0.24998
434,434,2016,Lower Saxony,Urban regions,Important,0.45875,448,23819,0.42315,0.50174
435,435,2016,Lower Saxony,Urban regions,Less important,0.33594,284,23819,0.29449,0.37798
436,436,2016,Lower Saxony,Rural regions,Very important,0.20711,278,23819,0.17916,0.24082
437,437,2016,Lower Saxony,Rural regions,Important,0.51438,742,23819,0.47049,0.55557
438,438,2016,Lower Saxony,Rural regions,Less important,0.243,359,23819,0.21678,0.2686
439,439,2016,Lower Saxony,Rural regions,Unimportant,0.03551,41,23819,0.02569,0.04746
440,440,2016,Bremen,Urban regions,Very important,0.32884,44,23819,0.21513,0.45521
441,441,2016,Bremen,Urban regions,Important,0.35023,80,23819,0.26626,0.45804
442,442,2016,Bremen,Urban regions,Less important,0.32094,49,23819,0.22397,0.44551
443,443,2016,North Rhine-Westphalia,Urban regions,Very important,0.1652,883,23819,0.15033,0.18037
444,444,2016,North Rhine-Westphalia,Urban regions,Important,0.52567,2596,23819,0.50186,0.5498
445,445,2016,North Rhine-Westphalia,Urban regions,Less important,0.26789,1284,23819,0.2517,0.28571
446,446,2016,North Rhine-Westphalia,Urban regions,Unimportant,0.04124,162,23819,0.03578,0.04663
447,447,2016,North Rhine-Westphalia,Rural regions,Important,0.55745,48,23819,0.45905,0.64791
448,448,2016,North Rhine-Westphalia,Rural regions,Less important,0.44255,36,23819,0.2564,0.58373
449,449,2016,Hesse,Urban regions,Very important,0.14806,190,23819,0.12238,0.17387
450,450,2016,Hesse,Urban regions,Important,0.54139,712,23819,0.493,0.58821
451,451,2016,Hesse,Urban regions,Less important,0.26452,358,23819,0.24221,0.28813
452,452,2016,Hesse,Urban regions,Unimportant,0.04603,56,23819,0.03643,0.05732
453,453,2016,Hesse,Rural regions,Very important,0.20655,52,23819,0.13792,0.28196
454,454,2016,Hesse,Rural regions,Important,0.50124,153,23819,0.40272,0.59747
455,455,2016,Hesse,Rural regions,Less important,0.29221,80,23819,0.23112,0.3541
456,456,2016,"Rhineland-Palatinate, Saarland",Urban regions,Very important,0.15096,179,23819,0.12572,0.17768
457,457,2016,"Rhineland-Palatinate, Saarland",Urban regions,Important,0.59506,607,23819,0.54566,0.64135
458,458,2016,"Rhineland-Palatinate, Saarland",Urban regions,Less important,0.25398,261,23819,0.22469,0.28863
459,459,2016,"Rhineland-Palatinate, Saarland",Rural regions,Very important,0.14914,73,23819,0.10269,0.1975
460,460,2016,"Rhineland-Palatinate, Saarland",Rural regions,Important,0.54775,228,23819,0.4733,0.63094
461,461,2016,"Rhineland-Palatinate, Saarland",Rural regions,Less important,0.30311,97,23819,0.24798,0.35459
462,462,2016,Baden-Wuerttemberg,Urban regions,Very important,0.21259,512,23819,0.18988,0.23425
463,463,2016,Baden-Wuerttemberg,Urban regions,Important,0.48338,1290,23819,0.45739,0.51871
464,464,2016,Baden-Wuerttemberg,Urban regions,Less important,0.26443,642,23819,0.24747,0.2893
465,465,2016,Baden-Wuerttemberg,Urban regions,Unimportant,0.03959,83,23819,0.03263,0.04611
466,466,2016,Baden-Wuerttemberg,Rural regions,Very important,0.19098,57,23819,0.13457,0.24462
467,467,2016,Baden-Wuerttemberg,Rural regions,Important,0.49259,161,23819,0.40265,0.58843
468,468,2016,Baden-Wuerttemberg,Rural regions,Less important,0.31643,85,23819,0.26085,0.38151
469,469,2016,Bavaria,Urban regions,Very important,0.19251,336,23819,0.16363,0.22237
470,470,2016,Bavaria,Urban regions,Important,0.51929,911,23819,0.48438,0.55949
471,471,2016,Bavaria,Urban regions,Less important,0.25277,468,23819,0.22575,0.27601
472,472,2016,Bavaria,Urban regions,Unimportant,0.03544,52,23819,0.02644,0.04327
473,473,2016,Bavaria,Rural regions,Very important,0.13375,330,23819,0.11846,0.15127
474,474,2016,Bavaria,Rural regions,Important,0.56683,1172,23819,0.53009,0.60993
475,475,2016,Bavaria,Rural regions,Less important,0.26757,544,23819,0.24099,0.29571
476,476,2016,Bavaria,Rural regions,Unimportant,0.03185,59,23819,0.02511,0.04022
477,477,2016,Berlin,Urban regions,Very important,0.20583,193,23819,0.1772,0.23915
478,478,2016,Berlin,Urban regions,Important,0.52982,459,23819,0.47906,0.57751
479,479,2016,Berlin,Urban regions,Less important,0.26435,233,23819,0.23072,0.30425
480,480,2016,Brandenburg,Urban regions,Important,1.0,39,23819,0.60886,1.63814
481,481,2016,Brandenburg,Rural regions,Very important,0.15317,127,23819,0.1212,0.18689
482,482,2016,Brandenburg,Rural regions,Important,0.59105,465,23819,0.52587,0.66957
483,483,2016,Brandenburg,Rural regions,Less important,0.25578,242,23819,0.21944,0.30634
484,484,2016,Mecklenburg-Western Pomerania,Urban regions,Important,1.0,40,23819,0.65826,1.38346
485,485,2016,Mecklenburg-Western Pomerania,Rural regions,Very important,0.21694,91,23819,0.16308,0.29798
486,486,2016,Mecklenburg-Western Pomerania,Rural regions,Important,0.52354,247,23819,0.44626,0.59464
487,487,2016,Mecklenburg-Western Pomerania,Rural regions,Less important,0.25952,108,23819,0.21072,0.3269
488,488,2016,Saxony,Urban regions,Very important,0.14272,105,23819,0.10809,0.18153
489,489,2016,Saxony,Urban regions,Important,0.54492,411,23819,0.48456,0.60523
490,490,2016,Saxony,Urban regions,Less important,0.25147,206,23819,0.22396,0.28265
491,491,2016,Saxony,Urban regions,Unimportant,0.06089,37,23819,0.0419,0.08234
492,492,2016,Saxony,Rural regions,Very important,0.18808,135,23819,0.15289,0.22395
493,493,2016,Saxony,Rural regions,Important,0.55681,379,23819,0.48896,0.62037
494,494,2016,Saxony,Rural regions,Less important,0.25511,148,23819,0.21533,0.29846
495,495,2016,Saxony-Anhalt,Urban regions,Very important,0.17789,33,23819,0.09473,0.29201
496,496,2016,Saxony-Anhalt,Urban regions,Important,0.61485,109,23819,0.47854,0.79527
497,497,2016,Saxony-Anhalt,Urban regions,Less important,0.20726,45,23819,0.1666,0.25406
498,498,2016,Saxony-Anhalt,Rural regions,Very important,0.16989,114,23819,0.1378,0.20448
499,499,2016,Saxony-Anhalt,Rural regions,Important,0.60462,374,23819,0.53361,0.66952
500,500,2016,Saxony-Anhalt,Rural regions,Less important,0.22549,136,23819,0.1899,0.2635
501,501,2016,Thuringa,Urban regions,Very important,0.16107,58,23819,0.11867,0.20189
502,502,2016,Thuringa,Urban regions,Important,0.48915,138,23819,0.37834,0.61072
503,503,2016,Thuringa,Urban regions,Less important,0.34978,72,23819,0.23496,0.4896
504,504,2016,Thuringa,Rural regions,Very important,0.15879,111,23819,0.13313,0.18759
505,505,2016,Thuringa,Rural regions,Important,0.61003,355,23819,0.54106,0.68771
506,506,2016,Thuringa,Rural regions,Less important,0.23118,140,23819,0.18837,0.27438
507,507,2021,Schleswig-Holstein,Urban regions,Very important,0.15596,41,16676,0.08702,0.23046
508,508,2021,Schleswig-Holstein,Urban regions,Important,0.55939,130,16676,0.42405,0.69059
509,509,2021,Schleswig-Holstein,Urban regions,Less important,0.28465,70,16676,0.19688,0.41192
510,510,2021,Schleswig-Holstein,Rural regions,Very important,0.14911,71,16676,0.10832,0.20355
511,511,2021,Schleswig-Holstein,Rural regions,Important,0.56049,246,16676,0.46261,0.66053
512,512,2021,Schleswig-Holstein,Rural regions,Less important,0.2904,129,16676,0.23399,0.3443
513,513,2021,Hamburg,Urban regions,Very important,0.17806,83,16676,0.12693,0.2431
514,514,2021,Hamburg,Urban regions,Important,0.52769,187,16676,0.43228,0.65763
515,515,2021,Hamburg,Urban regions,Less important,0.29425,104,16676,0.22268,0.37024
516,516,2021,Lower Saxony,Urban regions,Very important,0.149,130,16676,0.11992,0.18592
517,517,2021,Lower Saxony,Urban regions,Important,0.49548,363,16676,0.42842,0.56829
518,518,2021,Lower Saxony,Urban regions,Less important,0.35552,217,16676,0.31019,0.40756
519,519,2021,Lower Saxony,Rural regions,Very important,0.15319,150,16676,0.12362,0.18307
520,520,2021,Lower Saxony,Rural regions,Important,0.51427,495,16676,0.45151,0.56788
521,521,2021,Lower Saxony,Rural regions,Less important,0.2874,254,16676,0.24468,0.32698
522,522,2021,Lower Saxony,Rural regions,Unimportant,0.04514,32,16676,0.03215,0.06134
523,523,2021,Bremen,Urban regions,Important,1.0,65,16676,0.79907,1.29832
524,524,2021,North Rhine-Westphalia,Urban regions,Very important,0.17473,684,16676,0.15839,0.19626
525,525,2021,North Rhine-Westphalia,Urban regions,Important,0.51551,1809,16676,0.48461,0.54325
526,526,2021,North Rhine-Westphalia,Urban regions,Less important,0.26613,866,16676,0.2472,0.2897
527,527,2021,North Rhine-Westphalia,Urban regions,Unimportant,0.04364,106,16676,0.03574,0.05251
528,528,2021,North Rhine-Westphalia,Rural regions,Important,0.66891,42,16676,0.41392,0.89842
529,529,2021,North Rhine-Westphalia,Rural regions,Less important,0.33109,31,16676,0.19958,0.4888
530,530,2021,Hesse,Urban regions,Very important,0.19386,173,16676,0.15021,0.23337
531,531,2021,Hesse,Urban regions,Important,0.53586,451,16676,0.47072,0.60519
532,532,2021,Hesse,Urban regions,Less important,0.27029,230,16676,0.22721,0.31292
533,533,2021,Hesse,Rural regions,Very important,0.16852,37,16676,0.10424,0.24869
534,534,2021,Hesse,Rural regions,Important,0.61223,122,16676,0.47386,0.74741
535,535,2021,Hesse,Rural regions,Less important,0.21925,44,16676,0.15453,0.30406
536,536,2021,"Rhineland-Palatinate, Saarland",Urban regions,Very important,0.14314,105,16676,0.11514,0.18093
537,537,2021,"Rhineland-Palatinate, Saarland",Urban regions,Important,0.60521,371,16676,0.52392,0.68936
538,538,2021,"Rhineland-Palatinate, Saarland",Urban regions,Less important,0.25165,163,16676,0.20854,0.29417
539,539,2021,"Rhineland-Palatinate, Saarland",Rural regions,Very important,0.16646,36,16676,0.07757,0.26854
540,540,2021,"Rhineland-Palatinate, Saarland",Rural regions,Important,0.49766,118,16676,0.36893,0.59821
541,541,2021,"Rhineland-Palatinate, Saarland",Rural regions,Less important,0.33588,52,16676,0.23197,0.45855
542,542,2021,Baden-Wuerttemberg,Urban regions,Very important,0.18495,351,16676,0.15803,0.21391
543,543,2021,Baden-Wuerttemberg,Urban regions,Important,0.50956,899,16676,0.47222,0.55268
544,544,2021,Baden-Wuerttemberg,Urban regions,Less important,0.28383,457,16676,0.25033,0.32215
545,545,2021,Baden-Wuerttemberg,Urban regions,Unimportant,0.02166,32,16676,0.01408,0.0291
546,546,2021,Baden-Wuerttemberg,Rural regions,Very important,0.11903,32,16676,0.05793,0.18052
547,547,2021,Baden-Wuerttemberg,Rural regions,Important,0.63411,123,16676,0.50299,0.76589
548,548,2021,Baden-Wuerttemberg,Rural regions,Less important,0.24685,52,16676,0.17288,0.32836
549,549,2021,Bavaria,Urban regions,Very important,0.21336,264,16676,0.17986,0.24989
550,550,2021,Bavaria,Urban regions,Important,0.5298,646,16676,0.47103,0.58189
551,551,2021,Bavaria,Urban regions,Less important,0.21974,326,16676,0.19384,0.2436
552,552,2021,Bavaria,Urban regions,Unimportant,0.0371,32,16676,0.02019,0.06155
553,553,2021,Bavaria,Rural regions,Very important,0.13733,211,16676,0.11423,0.16207
554,554,2021,Bavaria,Rural regions,Important,0.52443,725,16676,0.4682,0.58455
555,555,2021,Bavaria,Rural regions,Less important,0.30719,404,16676,0.26616,0.3476
556,556,2021,Bavaria,Rural regions,Unimportant,0.03105,47,16676,0.02242,0.04085
557,557,2021,Berlin,Urban regions,Very important,0.20198,188,16676,0.1673,0.23873
558,558,2021,Berlin,Urban regions,Important,0.5517,420,16676,0.48947,0.60922
559,559,2021,Berlin,Urban regions,Less important,0.24632,169,16676,0.19992,0.29625
560,560,2021,Brandenburg,Urban regions,Important,1.0,35,16676,0.66441,1.36448
561,561,2021,Brandenburg,Rural regions,Very important,0.13345,84,16676,0.09848,0.17251
562,562,2021,Brandenburg,Rural regions,Important,0.63506,337,16676,0.548,0.72413
563,563,2021,Brandenburg,Rural regions,Less important,0.23149,145,16676,0.19201,0.27107
564,564,2021,Mecklenburg-Western Pomerania,Urban regions,Important,1.0,38,16676,0.66143,1.36406
565,565,2021,Mecklenburg-Western Pomerania,Rural regions,Very important,0.1508,57,16676,0.09947,0.19997
566,566,2021,Mecklenburg-Western Pomerania,Rural regions,Important,0.53762,165,16676,0.44803,0.64134
567,567,2021,Mecklenburg-Western Pomerania,Rural regions,Less important,0.31158,93,16676,0.25096,0.37815
568,568,2021,Saxony,Urban regions,Very important,0.16792,111,16676,0.13347,0.21049
569,569,2021,Saxony,Urban regions,Important,0.60458,305,16676,0.49966,0.69319
570,570,2021,Saxony,Urban regions,Less important,0.2275,154,16676,0.18174,0.27103
571,571,2021,Saxony,Rural regions,Very important,0.20868,96,16676,0.17073,0.26011
572,572,2021,Saxony,Rural regions,Important,0.57042,284,16676,0.50457,0.67085
573,573,2021,Saxony,Rural regions,Less important,0.2209,128,16676,0.1875,0.25657
574,574,2021,Saxony-Anhalt,Urban regions,Important,1.0,65,16676,0.68473,1.30592
575,575,2021,Saxony-Anhalt,Rural regions,Very important,0.09353,48,16676,0.06376,0.13199
576,576,2021,Saxony-Anhalt,Rural regions,Important,0.61037,256,16676,0.51073,0.72795
577,577,2021,Saxony-Anhalt,Rural regions,Less important,0.2961,114,16676,0.23576,0.36143
578,578,2021,Thuringa,Urban regions,Very important,0.3149,53,16676,0.19532,0.47248
579,579,2021,Thuringa,Urban regions,Important,0.45333,92,16676,0.3463,0.58389
580,580,2021,Thuringa,Urban regions,Less important,0.23177,52,16676,0.14751,0.33443
581,581,2021,Thuringa,Rural regions,Very important,0.1582,58,16676,0.10206,0.21897
582,582,2021,Thuringa,Rural regions,Important,0.53161,218,16676,0.45033,0.6111
583,583,2021,Thuringa,Rural regions,Less important,0.31019,103,16676,0.22973,0.36851
