,Unnamed: 0,year,bula_h,sex,plh0106,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
329,329,2008,North Rhine-Westphalia,male,Unimportant,0.04966,87,18865,0.042,0.05615
330,330,2008,North Rhine-Westphalia,female,Very important,0.14773,317,18865,0.13268,0.16087
331,331,2008,North Rhine-Westphalia,female,Important,0.49192,1025,18865,0.4697,0.52301
332,332,2008,North Rhine-Westphalia,female,Less important,0.28882,597,18865,0.27355,0.30724
333,333,2008,North Rhine-Westphalia,female,Unimportant,0.07154,114,18865,0.06298,0.0793
334,334,2008,Hesse,male,Very important,0.18971,103,18865,0.15588,0.21801
335,335,2008,Hesse,male,Important,0.4906,312,18865,0.43668,0.54097
336,336,2008,Hesse,male,Less important,0.25128,171,18865,0.22367,0.2864
337,337,2008,Hesse,male,Unimportant,0.06841,39,18865,0.0515,0.08382
338,338,2008,Hesse,female,Very important,0.15356,112,18865,0.12717,0.17879
339,339,2008,Hesse,female,Important,0.46623,308,18865,0.41483,0.51368
340,340,2008,Hesse,female,Less important,0.27664,204,18865,0.24444,0.30586
341,341,2008,Hesse,female,Unimportant,0.10357,53,18865,0.08835,0.11977
342,342,2008,"Rhineland-Palatinate, Saarland",male,Very important,0.10603,62,18865,0.08278,0.13693
343,343,2008,"Rhineland-Palatinate, Saarland",male,Important,0.51516,257,18865,0.47496,0.56499
344,344,2008,"Rhineland-Palatinate, Saarland",male,Less important,0.31244,140,18865,0.27783,0.35132
345,345,2008,"Rhineland-Palatinate, Saarland",male,Unimportant,0.06636,34,18865,0.05137,0.08367
346,346,2008,"Rhineland-Palatinate, Saarland",female,Very important,0.11057,74,18865,0.09007,0.13693
347,347,2008,"Rhineland-Palatinate, Saarland",female,Important,0.49265,288,18865,0.44826,0.53877
348,348,2008,"Rhineland-Palatinate, Saarland",female,Less important,0.30452,190,18865,0.27484,0.34244
349,349,2008,"Rhineland-Palatinate, Saarland",female,Unimportant,0.09225,45,18865,0.07765,0.10798
350,350,2008,Baden-Wuerttemberg,male,Very important,0.16062,178,18865,0.14132,0.17931
351,351,2008,Baden-Wuerttemberg,male,Important,0.49675,571,18865,0.45772,0.52954
352,352,2008,Baden-Wuerttemberg,male,Less important,0.28407,325,18865,0.2592,0.31156
353,353,2008,Baden-Wuerttemberg,male,Unimportant,0.05857,57,18865,0.04917,0.069
354,354,2008,Baden-Wuerttemberg,female,Very important,0.14062,184,18865,0.12278,0.1632
355,355,2008,Baden-Wuerttemberg,female,Important,0.48997,589,18865,0.45513,0.52338
356,356,2008,Baden-Wuerttemberg,female,Less important,0.28873,350,18865,0.26334,0.31771
357,357,2008,Baden-Wuerttemberg,female,Unimportant,0.08068,89,18865,0.06566,0.09536
358,358,2008,Bavaria,male,Very important,0.15781,205,18865,0.13775,0.17798
359,359,2008,Bavaria,male,Important,0.47153,631,18865,0.43744,0.5018
360,360,2008,Bavaria,male,Less important,0.31103,390,18865,0.28528,0.33579
361,361,2008,Bavaria,male,Unimportant,0.05962,74,18865,0.05199,0.06972
362,362,2008,Bavaria,female,Very important,0.17144,230,18865,0.15108,0.19158
363,363,2008,Bavaria,female,Important,0.4709,674,18865,0.44057,0.50185
364,364,2008,Bavaria,female,Less important,0.29431,441,18865,0.27373,0.31346
365,365,2008,Bavaria,female,Unimportant,0.06335,76,18865,0.05299,0.07359
366,366,2008,Berlin,male,Very important,0.18073,64,18865,0.14723,0.2189
367,367,2008,Berlin,male,Important,0.529,159,18865,0.47334,0.59031
368,368,2008,Berlin,male,Less important,0.29027,92,18865,0.25414,0.3315
369,369,2008,Berlin,female,Very important,0.18478,73,18865,0.15173,0.23314
370,370,2008,Berlin,female,Important,0.51386,189,18865,0.45624,0.56509
371,371,2008,Berlin,female,Less important,0.30136,113,18865,0.26318,0.3415
372,372,2008,Brandenburg,male,Very important,0.15605,62,18865,0.12117,0.20095
373,373,2008,Brandenburg,male,Important,0.56031,217,18865,0.49024,0.6306
374,374,2008,Brandenburg,male,Less important,0.28364,109,18865,0.23824,0.32753
375,375,2008,Brandenburg,female,Very important,0.15173,65,18865,0.12543,0.17759
376,376,2008,Brandenburg,female,Important,0.57836,234,18865,0.51511,0.6317
377,377,2008,Brandenburg,female,Less important,0.26991,115,18865,0.23064,0.3252
378,378,2008,Mecklenburg-Western Pomerania,male,Important,0.73314,142,18865,0.64176,0.83174
379,379,2008,Mecklenburg-Western Pomerania,male,Less important,0.26686,57,18865,0.216,0.31413
380,380,2008,Mecklenburg-Western Pomerania,female,Very important,0.21788,52,18865,0.16806,0.26738
381,381,2008,Mecklenburg-Western Pomerania,female,Important,0.52452,138,18865,0.45775,0.60092
382,382,2008,Mecklenburg-Western Pomerania,female,Less important,0.25759,59,18865,0.21259,0.30478
383,383,2008,Saxony,male,Very important,0.17417,108,18865,0.13872,0.20694
384,384,2008,Saxony,male,Important,0.52379,391,18865,0.48796,0.57686
385,385,2008,Saxony,male,Less important,0.24299,165,18865,0.21986,0.27691
386,386,2008,Saxony,male,Unimportant,0.05905,36,18865,0.04005,0.08448
387,387,2008,Saxony,female,Very important,0.13341,100,18865,0.10759,0.16327
388,388,2008,Saxony,female,Important,0.56042,416,18865,0.51144,0.60681
389,389,2008,Saxony,female,Less important,0.21099,155,18865,0.19074,0.2377
390,390,2008,Saxony,female,Unimportant,0.09518,57,18865,0.08024,0.11674
391,391,2008,Saxony-Anhalt,male,Very important,0.19769,70,18865,0.14656,0.26641
392,392,2008,Saxony-Anhalt,male,Important,0.58266,227,18865,0.51513,0.65067
393,393,2008,Saxony-Anhalt,male,Less important,0.21965,84,18865,0.18021,0.25527
394,394,2008,Saxony-Anhalt,female,Very important,0.16897,61,18865,0.1324,0.21029
395,395,2008,Saxony-Anhalt,female,Important,0.55869,228,18865,0.49478,0.62597
396,396,2008,Saxony-Anhalt,female,Less important,0.27234,114,18865,0.22942,0.31597
397,397,2008,Thuringa,male,Very important,0.13838,65,18865,0.10869,0.17533
398,398,2008,Thuringa,male,Important,0.58185,242,18865,0.51449,0.6573
399,399,2008,Thuringa,male,Less important,0.27977,105,18865,0.22971,0.34177
400,400,2008,Thuringa,female,Very important,0.12034,59,18865,0.09812,0.1455
401,401,2008,Thuringa,female,Important,0.61442,263,18865,0.55136,0.6752
402,402,2008,Thuringa,female,Less important,0.26524,107,18865,0.22059,0.31438
403,403,2012,Schleswig-Holstein,male,Very important,0.14747,74,27163,0.11894,0.17394
404,404,2012,Schleswig-Holstein,male,Important,0.58085,241,27163,0.50333,0.64962
405,405,2012,Schleswig-Holstein,male,Less important,0.27168,115,27163,0.21254,0.32005
406,406,2012,Schleswig-Holstein,female,Very important,0.19839,99,27163,0.16422,0.23907
407,407,2012,Schleswig-Holstein,female,Important,0.49655,272,27163,0.42442,0.56393
408,408,2012,Schleswig-Holstein,female,Less important,0.30507,145,27163,0.26266,0.35839
409,409,2012,Hamburg,male,Very important,0.18806,42,27163,0.12795,0.26094
410,410,2012,Hamburg,male,Important,0.40292,83,27163,0.32031,0.53732
411,411,2012,Hamburg,male,Less important,0.40902,56,27163,0.30633,0.52158
412,412,2012,Hamburg,female,Very important,0.18439,46,27163,0.13495,0.24297
413,413,2012,Hamburg,female,Important,0.56437,129,27163,0.46002,0.68022
414,414,2012,Hamburg,female,Less important,0.25124,52,27163,0.18549,0.35904
415,415,2012,Lower Saxony,male,Very important,0.17045,199,27163,0.14408,0.19031
416,416,2012,Lower Saxony,male,Important,0.59175,673,27163,0.54807,0.63608
417,417,2012,Lower Saxony,male,Less important,0.21377,253,27163,0.18622,0.24343
418,418,2012,Lower Saxony,male,Unimportant,0.02403,34,27163,0.01831,0.03079
419,419,2012,Lower Saxony,female,Very important,0.16681,218,27163,0.14507,0.19065
420,420,2012,Lower Saxony,female,Important,0.52345,785,27163,0.48814,0.56482
421,421,2012,Lower Saxony,female,Less important,0.27468,349,27163,0.24142,0.30294
422,422,2012,Lower Saxony,female,Unimportant,0.03507,41,27163,0.02596,0.04534
423,423,2012,Bremen,male,Important,1.0,41,27163,0.69711,1.33749
424,424,2012,Bremen,female,Important,1.0,65,27163,0.70976,1.36454
425,425,2012,North Rhine-Westphalia,male,Very important,0.18945,497,27163,0.17496,0.20538
426,426,2012,North Rhine-Westphalia,male,Important,0.51716,1285,27163,0.48429,0.54916
427,427,2012,North Rhine-Westphalia,male,Less important,0.26191,651,27163,0.24106,0.28278
428,428,2012,North Rhine-Westphalia,male,Unimportant,0.03148,74,27163,0.02673,0.03896
429,429,2012,North Rhine-Westphalia,female,Very important,0.18826,557,27163,0.17227,0.20656
430,430,2012,North Rhine-Westphalia,female,Important,0.4909,1520,27163,0.46896,0.51687
431,431,2012,North Rhine-Westphalia,female,Less important,0.27441,810,27163,0.25578,0.29666
432,432,2012,North Rhine-Westphalia,female,Unimportant,0.04643,113,27163,0.03945,0.05469
433,433,2012,Hesse,male,Very important,0.1809,150,27163,0.14512,0.21362
434,434,2012,Hesse,male,Important,0.50469,444,27163,0.44739,0.56149
435,435,2012,Hesse,male,Less important,0.27487,218,27163,0.2393,0.31283
436,436,2012,Hesse,male,Unimportant,0.03955,33,27163,0.03355,0.04644
437,437,2012,Hesse,female,Very important,0.16102,170,27163,0.13629,0.18352
438,438,2012,Hesse,female,Important,0.49519,538,27163,0.4557,0.53705
439,439,2012,Hesse,female,Less important,0.26634,285,27163,0.23521,0.29799
440,440,2012,Hesse,female,Unimportant,0.07745,53,27163,0.06266,0.09466
441,441,2012,"Rhineland-Palatinate, Saarland",male,Very important,0.1732,112,27163,0.14206,0.21521
442,442,2012,"Rhineland-Palatinate, Saarland",male,Important,0.57254,409,27163,0.52787,0.62576
443,443,2012,"Rhineland-Palatinate, Saarland",male,Less important,0.25426,161,27163,0.21792,0.30118
444,444,2012,"Rhineland-Palatinate, Saarland",female,Very important,0.16692,134,27163,0.13295,0.20282
445,445,2012,"Rhineland-Palatinate, Saarland",female,Important,0.53489,459,27163,0.48056,0.58712
446,446,2012,"Rhineland-Palatinate, Saarland",female,Less important,0.29819,231,27163,0.26255,0.34066
447,447,2012,Baden-Wuerttemberg,male,Very important,0.19713,287,27163,0.17352,0.22265
448,448,2012,Baden-Wuerttemberg,male,Important,0.527,834,27163,0.49149,0.56579
449,449,2012,Baden-Wuerttemberg,male,Less important,0.24321,362,27163,0.21766,0.27
450,450,2012,Baden-Wuerttemberg,male,Unimportant,0.03266,48,27163,0.02556,0.04121
451,451,2012,Baden-Wuerttemberg,female,Very important,0.18408,323,27163,0.16178,0.20791
452,452,2012,Baden-Wuerttemberg,female,Important,0.48392,930,27163,0.44533,0.51658
453,453,2012,Baden-Wuerttemberg,female,Less important,0.28181,477,27163,0.25308,0.30814
454,454,2012,Baden-Wuerttemberg,female,Unimportant,0.05019,69,27163,0.04176,0.06012
455,455,2012,Bavaria,male,Very important,0.1712,352,27163,0.15453,0.18973
456,456,2012,Bavaria,male,Important,0.5161,1037,27163,0.47761,0.55008
457,457,2012,Bavaria,male,Less important,0.26697,497,27163,0.23924,0.29115
458,458,2012,Bavaria,male,Unimportant,0.04573,78,27163,0.03739,0.05398
459,459,2012,Bavaria,female,Very important,0.16042,406,27163,0.14305,0.17992
460,460,2012,Bavaria,female,Important,0.50071,1242,27163,0.4656,0.53629
461,461,2012,Bavaria,female,Less important,0.26693,620,27163,0.24307,0.28963
462,462,2012,Bavaria,female,Unimportant,0.07193,106,27163,0.06211,0.08518
463,463,2012,Berlin,male,Very important,0.22813,98,27163,0.18467,0.27573
464,464,2012,Berlin,male,Important,0.53649,232,27163,0.47217,0.60433
465,465,2012,Berlin,male,Less important,0.23539,113,27163,0.19901,0.27776
466,466,2012,Berlin,female,Very important,0.21118,121,27163,0.17746,0.2447
467,467,2012,Berlin,female,Important,0.53531,308,27163,0.48683,0.60348
468,468,2012,Berlin,female,Less important,0.2535,136,27163,0.21295,0.29856
469,469,2012,Brandenburg,male,Very important,0.17593,75,27163,0.13796,0.21615
470,470,2012,Brandenburg,male,Important,0.58714,304,27163,0.52716,0.65188
471,471,2012,Brandenburg,male,Less important,0.23693,111,27163,0.18119,0.29429
472,472,2012,Brandenburg,female,Very important,0.16475,112,27163,0.13532,0.19982
473,473,2012,Brandenburg,female,Important,0.54136,327,27163,0.49143,0.60159
474,474,2012,Brandenburg,female,Less important,0.29389,141,27163,0.24391,0.34776
475,475,2012,Mecklenburg-Western Pomerania,male,Very important,0.1591,55,27163,0.11715,0.21636
476,476,2012,Mecklenburg-Western Pomerania,male,Important,0.58493,162,27163,0.51257,0.67216
477,477,2012,Mecklenburg-Western Pomerania,male,Less important,0.25596,68,27163,0.21298,0.3044
478,478,2012,Mecklenburg-Western Pomerania,female,Very important,0.21294,76,27163,0.16747,0.2731
479,479,2012,Mecklenburg-Western Pomerania,female,Important,0.5401,195,27163,0.46955,0.63467
480,480,2012,Mecklenburg-Western Pomerania,female,Less important,0.24696,79,27163,0.19918,0.30069
481,481,2012,Saxony,male,Very important,0.19007,169,27163,0.16243,0.21766
482,482,2012,Saxony,male,Important,0.60392,490,27163,0.54648,0.65708
483,483,2012,Saxony,male,Less important,0.20602,186,27163,0.17988,0.23074
484,484,2012,Saxony,female,Very important,0.1598,179,27163,0.13359,0.18735
485,485,2012,Saxony,female,Important,0.51904,506,27163,0.47671,0.56009
486,486,2012,Saxony,female,Less important,0.25406,239,27163,0.22707,0.28306
487,487,2012,Saxony,female,Unimportant,0.0671,43,27163,0.05482,0.0802
488,488,2012,Saxony-Anhalt,male,Very important,0.24414,90,27163,0.16841,0.32767
489,489,2012,Saxony-Anhalt,male,Important,0.55812,274,27163,0.51025,0.6104
490,490,2012,Saxony-Anhalt,male,Less important,0.19773,86,27163,0.1606,0.23934
491,491,2012,Saxony-Anhalt,female,Very important,0.16647,101,27163,0.13366,0.20217
492,492,2012,Saxony-Anhalt,female,Important,0.57141,319,27163,0.51448,0.62305
493,493,2012,Saxony-Anhalt,female,Less important,0.26211,136,27163,0.22918,0.30026
494,494,2012,Thuringa,male,Very important,0.17387,97,27163,0.14874,0.19964
495,495,2012,Thuringa,male,Important,0.65852,302,27163,0.56322,0.75775
496,496,2012,Thuringa,male,Less important,0.16761,74,27163,0.13444,0.20047
497,497,2012,Thuringa,female,Very important,0.20377,114,27163,0.17866,0.23204
498,498,2012,Thuringa,female,Important,0.55679,345,27163,0.49905,0.62459
499,499,2012,Thuringa,female,Less important,0.23945,116,27163,0.19548,0.288
500,500,2016,Schleswig-Holstein,male,Very important,0.1553,64,23751,0.11254,0.19884
501,501,2016,Schleswig-Holstein,male,Important,0.5231,190,23751,0.43889,0.60172
502,502,2016,Schleswig-Holstein,male,Less important,0.3216,105,23751,0.26439,0.39081
503,503,2016,Schleswig-Holstein,female,Very important,0.13251,68,23751,0.09901,0.16721
504,504,2016,Schleswig-Holstein,female,Important,0.48837,221,23751,0.417,0.55941
505,505,2016,Schleswig-Holstein,female,Less important,0.37913,143,23751,0.31207,0.43913
506,506,2016,Hamburg,male,Important,0.65657,99,23751,0.53137,0.79202
507,507,2016,Hamburg,male,Less important,0.34343,52,23751,0.25224,0.4533
508,508,2016,Hamburg,female,Very important,0.23227,46,23751,0.16989,0.29537
509,509,2016,Hamburg,female,Important,0.45905,117,23751,0.36734,0.53686
510,510,2016,Hamburg,female,Less important,0.30868,59,23751,0.24041,0.39745
511,511,2016,Lower Saxony,male,Very important,0.21333,208,23751,0.17945,0.2492
512,512,2016,Lower Saxony,male,Important,0.53272,563,23751,0.48707,0.58977
513,513,2016,Lower Saxony,male,Less important,0.25395,295,23751,0.21955,0.28433
514,514,2016,Lower Saxony,female,Very important,0.20103,264,23751,0.16435,0.23507
515,515,2016,Lower Saxony,female,Important,0.45683,627,23751,0.41485,0.50367
516,516,2016,Lower Saxony,female,Less important,0.30618,348,23751,0.27232,0.34339
517,517,2016,Lower Saxony,female,Unimportant,0.03596,33,23751,0.02796,0.04783
518,518,2016,Bremen,male,Important,1.0,36,23751,0.70318,1.36398
519,519,2016,Bremen,female,Important,0.48767,44,23751,0.30285,0.70225
520,520,2016,Bremen,female,Less important,0.51233,32,23751,0.34512,0.71584
521,521,2016,North Rhine-Westphalia,male,Very important,0.18281,389,23751,0.16047,0.20959
522,522,2016,North Rhine-Westphalia,male,Important,0.52768,1284,23751,0.49436,0.56271
523,523,2016,North Rhine-Westphalia,male,Less important,0.25453,579,23751,0.22884,0.28272
524,524,2016,North Rhine-Westphalia,male,Unimportant,0.03498,66,23751,0.02847,0.04181
525,525,2016,North Rhine-Westphalia,female,Very important,0.15035,510,23751,0.13414,0.16671
526,526,2016,North Rhine-Westphalia,female,Important,0.51829,1360,23751,0.48017,0.5518
527,527,2016,North Rhine-Westphalia,female,Less important,0.28489,741,23751,0.26388,0.30853
528,528,2016,North Rhine-Westphalia,female,Unimportant,0.04646,98,23751,0.03589,0.05552
529,529,2016,Hesse,male,Very important,0.14101,106,23751,0.11347,0.17688
530,530,2016,Hesse,male,Important,0.6002,414,23751,0.52597,0.67173
531,531,2016,Hesse,male,Less important,0.25879,191,23751,0.22531,0.29631
532,532,2016,Hesse,female,Very important,0.18085,136,23751,0.14429,0.21637
533,533,2016,Hesse,female,Important,0.48732,451,23751,0.44024,0.54353
534,534,2016,Hesse,female,Less important,0.28813,247,23751,0.25512,0.32807
535,535,2016,Hesse,female,Unimportant,0.0437,37,23751,0.03119,0.0584
536,536,2016,"Rhineland-Palatinate, Saarland",male,Very important,0.16088,121,23751,0.12288,0.19874
537,537,2016,"Rhineland-Palatinate, Saarland",male,Important,0.59893,401,23751,0.53973,0.66686
538,538,2016,"Rhineland-Palatinate, Saarland",male,Less important,0.2402,150,23751,0.19641,0.28155
539,539,2016,"Rhineland-Palatinate, Saarland",female,Very important,0.14095,131,23751,0.11278,0.17478
540,540,2016,"Rhineland-Palatinate, Saarland",female,Important,0.5706,434,23751,0.50337,0.63621
541,541,2016,"Rhineland-Palatinate, Saarland",female,Less important,0.28845,208,23751,0.25687,0.32387
542,542,2016,Baden-Wuerttemberg,male,Very important,0.22129,262,23751,0.19218,0.24837
543,543,2016,Baden-Wuerttemberg,male,Important,0.49503,674,23751,0.44896,0.53544
544,544,2016,Baden-Wuerttemberg,male,Less important,0.25567,320,23751,0.22366,0.28189
545,545,2016,Baden-Wuerttemberg,male,Unimportant,0.02801,34,23751,0.0203,0.03813
546,546,2016,Baden-Wuerttemberg,female,Very important,0.19965,307,23751,0.17426,0.22757
547,547,2016,Baden-Wuerttemberg,female,Important,0.47269,777,23751,0.43071,0.51732
548,548,2016,Baden-Wuerttemberg,female,Less important,0.2815,407,23751,0.25064,0.31141
549,549,2016,Baden-Wuerttemberg,female,Unimportant,0.04616,58,23751,0.03414,0.05784
550,550,2016,Bavaria,male,Very important,0.16511,301,23751,0.13902,0.18799
551,551,2016,Bavaria,male,Important,0.57993,982,23751,0.53458,0.62431
552,552,2016,Bavaria,male,Less important,0.22471,437,23751,0.19835,0.24566
553,553,2016,Bavaria,male,Unimportant,0.03025,49,23751,0.0229,0.03727
554,554,2016,Bavaria,female,Very important,0.16031,365,23751,0.13886,0.18192
555,555,2016,Bavaria,female,Important,0.5088,1101,23751,0.47178,0.54807
556,556,2016,Bavaria,female,Less important,0.29409,575,23751,0.26585,0.32558
557,557,2016,Bavaria,female,Unimportant,0.0368,62,23751,0.02872,0.04566
558,558,2016,Berlin,male,Very important,0.19737,83,23751,0.16514,0.24025
559,559,2016,Berlin,male,Important,0.56927,213,23751,0.49373,0.63849
560,560,2016,Berlin,male,Less important,0.23336,100,23751,0.18436,0.28386
561,561,2016,Berlin,female,Very important,0.21362,110,23751,0.17071,0.25979
562,562,2016,Berlin,female,Important,0.49346,246,23751,0.43203,0.55915
563,563,2016,Berlin,female,Less important,0.29292,133,23751,0.24064,0.34969
564,564,2016,Brandenburg,male,Very important,0.21034,76,23751,0.16085,0.26967
565,565,2016,Brandenburg,male,Important,0.59546,234,23751,0.49064,0.69599
566,566,2016,Brandenburg,male,Less important,0.1942,99,23751,0.14598,0.26289
567,567,2016,Brandenburg,female,Very important,0.11603,70,23751,0.08024,0.15944
568,568,2016,Brandenburg,female,Important,0.57897,270,23751,0.50732,0.66982
569,569,2016,Brandenburg,female,Less important,0.305,158,23751,0.25944,0.35937
570,570,2016,Mecklenburg-Western Pomerania,male,Very important,0.21571,47,23751,0.13382,0.31737
571,571,2016,Mecklenburg-Western Pomerania,male,Important,0.54533,135,23751,0.46181,0.64113
572,572,2016,Mecklenburg-Western Pomerania,male,Less important,0.23896,48,23751,0.16309,0.33316
573,573,2016,Mecklenburg-Western Pomerania,female,Very important,0.21733,54,23751,0.15745,0.30835
574,574,2016,Mecklenburg-Western Pomerania,female,Important,0.496,152,23751,0.40985,0.5818
575,575,2016,Mecklenburg-Western Pomerania,female,Less important,0.28667,75,23751,0.22742,0.34945
576,576,2016,Saxony,male,Very important,0.15096,107,23751,0.12451,0.18475
577,577,2016,Saxony,male,Important,0.60861,385,23751,0.5315,0.68316
578,578,2016,Saxony,male,Less important,0.24043,166,23751,0.205,0.28032
579,579,2016,Saxony,female,Very important,0.19353,133,23751,0.15042,0.24291
580,580,2016,Saxony,female,Important,0.52261,405,23751,0.47516,0.58733
581,581,2016,Saxony,female,Less important,0.28386,188,23751,0.24944,0.32259
582,582,2016,Saxony-Anhalt,male,Very important,0.15634,69,23751,0.12311,0.19957
583,583,2016,Saxony-Anhalt,male,Important,0.6188,216,23751,0.52069,0.74389
584,584,2016,Saxony-Anhalt,male,Less important,0.22485,72,23751,0.17912,0.28985
585,585,2016,Saxony-Anhalt,female,Very important,0.18474,78,23751,0.13705,0.24481
586,586,2016,Saxony-Anhalt,female,Important,0.59647,267,23751,0.51332,0.684
587,587,2016,Saxony-Anhalt,female,Less important,0.21878,109,23751,0.1796,0.26684
588,588,2016,Thuringa,male,Very important,0.15979,72,23751,0.11896,0.1967
589,589,2016,Thuringa,male,Important,0.54823,225,23751,0.47026,0.64078
590,590,2016,Thuringa,male,Less important,0.29197,95,23751,0.22196,0.38078
591,591,2016,Thuringa,female,Very important,0.1592,97,23751,0.13316,0.18816
592,592,2016,Thuringa,female,Important,0.5959,268,23751,0.51602,0.67177
593,593,2016,Thuringa,female,Less important,0.24491,117,23751,0.20044,0.30837
594,594,2021,Schleswig-Holstein,male,Very important,0.1674,54,16736,0.11586,0.21527
595,595,2021,Schleswig-Holstein,male,Important,0.55516,179,16736,0.45145,0.65728
596,596,2021,Schleswig-Holstein,male,Less important,0.27744,88,16736,0.1982,0.35183
597,597,2021,Schleswig-Holstein,female,Very important,0.13461,58,16736,0.08774,0.19905
598,598,2021,Schleswig-Holstein,female,Important,0.56528,197,16736,0.46019,0.6755
599,599,2021,Schleswig-Holstein,female,Less important,0.30012,111,16736,0.24065,0.35588
600,600,2021,Hamburg,male,Very important,0.19393,42,16736,0.12062,0.29232
601,601,2021,Hamburg,male,Important,0.56798,78,16736,0.37569,0.80457
602,602,2021,Hamburg,male,Less important,0.23809,47,16736,0.15492,0.33263
603,603,2021,Hamburg,female,Very important,0.16261,41,16736,0.10578,0.25253
604,604,2021,Hamburg,female,Important,0.48846,109,16736,0.3927,0.60579
605,605,2021,Hamburg,female,Less important,0.34893,57,16736,0.26568,0.43715
606,606,2021,Lower Saxony,male,Very important,0.15115,135,16736,0.12196,0.18995
607,607,2021,Lower Saxony,male,Important,0.53342,410,16736,0.458,0.61351
608,608,2021,Lower Saxony,male,Less important,0.31543,218,16736,0.26215,0.3752
609,609,2021,Lower Saxony,female,Very important,0.1511,145,16736,0.12067,0.18374
610,610,2021,Lower Saxony,female,Important,0.47992,448,16736,0.42389,0.54896
611,611,2021,Lower Saxony,female,Less important,0.31328,253,16736,0.27044,0.35836
612,612,2021,Lower Saxony,female,Unimportant,0.05569,35,16736,0.03998,0.07284
613,613,2021,Bremen,female,Important,1.0,35,16736,0.66279,1.509
614,614,2021,North Rhine-Westphalia,male,Very important,0.15493,302,16736,0.12754,0.18269
615,615,2021,North Rhine-Westphalia,male,Important,0.54359,875,16736,0.49631,0.59694
616,616,2021,North Rhine-Westphalia,male,Less important,0.26748,437,16736,0.23805,0.30248
617,617,2021,North Rhine-Westphalia,male,Unimportant,0.034,48,16736,0.02478,0.04545
618,618,2021,North Rhine-Westphalia,female,Very important,0.19118,394,16736,0.16502,0.21989
619,619,2021,North Rhine-Westphalia,female,Important,0.49226,976,16736,0.45621,0.53636
620,620,2021,North Rhine-Westphalia,female,Less important,0.26591,460,16736,0.23724,0.29777
621,621,2021,North Rhine-Westphalia,female,Unimportant,0.05065,59,16736,0.03842,0.06491
622,622,2021,Hesse,male,Very important,0.14356,101,16736,0.11038,0.18086
623,623,2021,Hesse,male,Important,0.59988,279,16736,0.50354,0.70144
624,624,2021,Hesse,male,Less important,0.25656,138,16736,0.20855,0.31394
625,625,2021,Hesse,female,Very important,0.23785,109,16736,0.18658,0.28873
626,626,2021,Hesse,female,Important,0.49674,294,16736,0.42909,0.57158
627,627,2021,Hesse,female,Less important,0.26542,136,16736,0.2205,0.31974
628,628,2021,"Rhineland-Palatinate, Saarland",male,Very important,0.13743,63,16736,0.08784,0.19237
629,629,2021,"Rhineland-Palatinate, Saarland",male,Important,0.56395,228,16736,0.47868,0.67471
630,630,2021,"Rhineland-Palatinate, Saarland",male,Less important,0.29862,105,16736,0.23971,0.36172
631,631,2021,"Rhineland-Palatinate, Saarland",female,Very important,0.15966,78,16736,0.11525,0.20906
632,632,2021,"Rhineland-Palatinate, Saarland",female,Important,0.5924,261,16736,0.51514,0.68138
633,633,2021,"Rhineland-Palatinate, Saarland",female,Less important,0.24794,110,16736,0.19938,0.29115
634,634,2021,Baden-Wuerttemberg,male,Very important,0.20522,188,16736,0.16672,0.2458
635,635,2021,Baden-Wuerttemberg,male,Important,0.51324,485,16736,0.45315,0.57841
636,636,2021,Baden-Wuerttemberg,male,Less important,0.28154,230,16736,0.24044,0.32579
637,637,2021,Baden-Wuerttemberg,female,Very important,0.156,195,16736,0.12911,0.18697
638,638,2021,Baden-Wuerttemberg,female,Important,0.55711,537,16736,0.49858,0.62115
639,639,2021,Baden-Wuerttemberg,female,Less important,0.28689,279,16736,0.2442,0.33096
640,640,2021,Bavaria,male,Very important,0.19662,224,16736,0.16358,0.24321
641,641,2021,Bavaria,male,Important,0.53299,680,16736,0.4825,0.60222
642,642,2021,Bavaria,male,Less important,0.22729,315,16736,0.19649,0.26257
643,643,2021,Bavaria,male,Unimportant,0.04311,40,16736,0.02649,0.06102
644,644,2021,Bavaria,female,Very important,0.15306,251,16736,0.12676,0.18328
645,645,2021,Bavaria,female,Important,0.52127,691,16736,0.4721,0.57302
646,646,2021,Bavaria,female,Less important,0.30054,415,16736,0.26755,0.33875
647,647,2021,Bavaria,female,Unimportant,0.02512,39,16736,0.01798,0.03424
648,648,2021,Berlin,male,Very important,0.1897,97,16736,0.1431,0.24039
649,649,2021,Berlin,male,Important,0.59721,216,16736,0.50193,0.69031
650,650,2021,Berlin,male,Less important,0.2131,78,16736,0.16149,0.26447
651,651,2021,Berlin,female,Very important,0.21498,91,16736,0.16065,0.2836
652,652,2021,Berlin,female,Important,0.50533,202,16736,0.44087,0.57244
653,653,2021,Berlin,female,Less important,0.27969,90,16736,0.2167,0.35322
654,654,2021,Brandenburg,male,Very important,0.12933,46,16736,0.09588,0.17335
655,655,2021,Brandenburg,male,Important,0.62676,164,16736,0.50126,0.7413
656,656,2021,Brandenburg,male,Less important,0.24391,74,16736,0.1786,0.31773
657,657,2021,Brandenburg,female,Very important,0.14963,48,16736,0.09292,0.2202
658,658,2021,Brandenburg,female,Important,0.63058,208,16736,0.52984,0.73926
659,659,2021,Brandenburg,female,Less important,0.21979,87,16736,0.17382,0.26513
