,Unnamed: 0,year,migback,quintil_oecd,plh0106,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
311,311,2021,Direct migration background,3rd Quintile,Less important,0.20437,85,16847,0.15925,0.25363
312,312,2021,Direct migration background,4th Quintile,Very important,0.23852,97,16847,0.15789,0.33465
313,313,2021,Direct migration background,4th Quintile,Important,0.57898,218,16847,0.46725,0.71676
314,314,2021,Direct migration background,4th Quintile,Less important,0.1825,69,16847,0.12742,0.26065
315,315,2021,Direct migration background,5th Quintile,Very important,0.19855,119,16847,0.13424,0.25736
316,316,2021,Direct migration background,5th Quintile,Important,0.61796,238,16847,0.49936,0.77527
317,317,2021,Direct migration background,5th Quintile,Less important,0.18349,61,16847,0.1273,0.24389
318,318,2021,Indirect migration background,1st Quintile,Very important,0.33314,77,16847,0.22988,0.42725
319,319,2021,Indirect migration background,1st Quintile,Important,0.66686,131,16847,0.52003,0.84368
320,320,2021,Indirect migration background,2nd Quintile,Very important,0.35783,58,16847,0.23814,0.48047
321,321,2021,Indirect migration background,2nd Quintile,Important,0.64217,106,16847,0.50118,0.80249
322,322,2021,Indirect migration background,3rd Quintile,Very important,0.21834,38,16847,0.11536,0.38045
323,323,2021,Indirect migration background,3rd Quintile,Important,0.61179,97,16847,0.42382,0.79259
324,324,2021,Indirect migration background,3rd Quintile,Less important,0.16987,32,16847,0.08916,0.27181
325,325,2021,Indirect migration background,4th Quintile,Very important,0.27857,46,16847,0.19452,0.41176
326,326,2021,Indirect migration background,4th Quintile,Important,0.72143,75,16847,0.52851,0.96608
327,327,2021,Indirect migration background,5th Quintile,Very important,0.29954,54,16847,0.18354,0.43116
328,328,2021,Indirect migration background,5th Quintile,Important,0.55013,97,16847,0.39762,0.70415
329,329,2021,Indirect migration background,5th Quintile,Less important,0.15033,33,16847,0.08509,0.21968
