,Unnamed: 0,year,hhtyp,quintil_oecd_hh,hlf0180,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
320,320,2018,Couple with children,2nd Quintile,No,0.06951,146,17526,0.0494,0.09723
321,321,2018,Couple with children,3rd Quintile,Yes,0.96669,1069,17526,0.90339,1.03995
322,322,2018,Couple with children,3rd Quintile,No,0.03331,47,17526,0.0174,0.05553
323,323,2018,Couple with children,4th Quintile,Yes,1.0,1030,17526,0.93232,1.06987
324,324,2018,Couple with children,5th Quintile,Yes,1.0,888,17526,0.93986,1.06851
325,325,2018,Multi-generational household,1st Quintile,Yes,0.49247,36,17526,0.28861,0.72983
326,326,2018,Multi-generational household,1st Quintile,No,0.50753,46,17526,0.30011,0.7516
327,327,2018,Other Combinations,1st Quintile,Yes,0.53773,88,17526,0.35996,0.72769
328,328,2018,Other Combinations,1st Quintile,No,0.46227,134,17526,0.3418,0.61654
329,329,2018,Other Combinations,2nd Quintile,Yes,1.0,36,17526,0.67293,1.36457
330,330,2018,Other Combinations,3rd Quintile,Yes,1.0,34,17526,0.69881,1.29365
331,331,2018,Other Combinations,4th Quintile,Yes,1.0,37,17526,0.71603,1.32548
332,332,2018,Other Combinations,5th Quintile,Yes,1.0,35,17526,0.75293,1.209
333,333,2019,Single-person household,1st Quintile,Yes,0.39501,443,15852,0.36041,0.42926
334,334,2019,Single-person household,1st Quintile,No,0.60499,757,15852,0.5636,0.64179
335,335,2019,Single-person household,2nd Quintile,Yes,0.57174,476,15852,0.52422,0.61214
336,336,2019,Single-person household,2nd Quintile,No,0.42826,354,15852,0.39722,0.47189
337,337,2019,Single-person household,3rd Quintile,Yes,0.66537,480,15852,0.62033,0.71411
338,338,2019,Single-person household,3rd Quintile,No,0.33463,231,15852,0.30809,0.37373
339,339,2019,Single-person household,4th Quintile,Yes,0.77144,500,15852,0.70767,0.83354
340,340,2019,Single-person household,4th Quintile,No,0.22856,144,15852,0.1968,0.26423
341,341,2019,Single-person household,5th Quintile,Yes,0.86465,658,15852,0.79402,0.92876
342,342,2019,Single-person household,5th Quintile,No,0.13535,94,15852,0.10415,0.17037
343,343,2019,Couple without children,1st Quintile,Yes,0.7194,338,15852,0.63835,0.79451
344,344,2019,Couple without children,1st Quintile,No,0.2806,133,15852,0.22497,0.33912
345,345,2019,Couple without children,2nd Quintile,Yes,0.87331,664,15852,0.79374,0.95105
346,346,2019,Couple without children,2nd Quintile,No,0.12669,99,15852,0.10247,0.15635
347,347,2019,Couple without children,3rd Quintile,Yes,0.92077,795,15852,0.86763,0.98724
348,348,2019,Couple without children,3rd Quintile,No,0.07923,62,15852,0.06257,0.09915
349,349,2019,Couple without children,4th Quintile,Yes,0.94151,958,15852,0.88119,1.00605
350,350,2019,Couple without children,4th Quintile,No,0.05849,51,15852,0.04288,0.07908
351,351,2019,Couple without children,5th Quintile,Yes,0.96288,1905,15852,0.90946,1.01894
352,352,2019,Couple without children,5th Quintile,No,0.03712,85,15852,0.0266,0.04902
353,353,2019,Single parent,1st Quintile,Yes,0.52599,285,15852,0.45393,0.60983
354,354,2019,Single parent,1st Quintile,No,0.47401,236,15852,0.41461,0.5444
355,355,2019,Single parent,2nd Quintile,Yes,0.74156,283,15852,0.63991,0.83703
356,356,2019,Single parent,2nd Quintile,No,0.25844,89,15852,0.21514,0.30056
357,357,2019,Single parent,3rd Quintile,Yes,1.0,194,15852,0.84139,1.2132
358,358,2019,Single parent,4th Quintile,Yes,1.0,156,15852,0.81857,1.18143
359,359,2019,Single parent,5th Quintile,Yes,1.0,120,15852,0.74846,1.35062
360,360,2019,Couple with children,1st Quintile,Yes,0.78563,504,15852,0.70815,0.87886
361,361,2019,Couple with children,1st Quintile,No,0.21437,150,15852,0.17384,0.25245
362,362,2019,Couple with children,2nd Quintile,Yes,0.94832,909,15852,0.86863,1.02508
363,363,2019,Couple with children,2nd Quintile,No,0.05168,58,15852,0.03723,0.06617
364,364,2019,Couple with children,3rd Quintile,Yes,0.97282,1017,15852,0.89741,1.05069
365,365,2019,Couple with children,3rd Quintile,No,0.02718,37,15852,0.0188,0.03575
366,366,2019,Couple with children,4th Quintile,Yes,1.0,1051,15852,0.92171,1.07576
367,367,2019,Couple with children,5th Quintile,Yes,0.98314,1379,15852,0.91416,1.06825
368,368,2019,Couple with children,5th Quintile,No,0.01686,32,15852,0.01063,0.02282
369,369,2019,Other Combinations,3rd Quintile,Yes,1.0,42,15852,0.7854,1.2133
370,370,2019,Other Combinations,4th Quintile,Yes,1.0,46,15852,0.74915,1.24742
371,371,2019,Other Combinations,5th Quintile,Yes,1.0,37,15852,0.70864,1.35389
372,372,2021,Single-person household,1st Quintile,Yes,0.43379,441,12194,0.39695,0.47633
373,373,2021,Single-person household,1st Quintile,No,0.56621,758,12194,0.51429,0.61322
374,374,2021,Single-person household,2nd Quintile,Yes,0.6288,411,12194,0.56997,0.68875
375,375,2021,Single-person household,2nd Quintile,No,0.3712,268,12194,0.32974,0.41993
376,376,2021,Single-person household,3rd Quintile,Yes,0.74042,393,12194,0.67544,0.819
377,377,2021,Single-person household,3rd Quintile,No,0.25958,179,12194,0.22606,0.29992
378,378,2021,Single-person household,4th Quintile,Yes,0.75173,368,12194,0.68486,0.82409
379,379,2021,Single-person household,4th Quintile,No,0.24827,131,12194,0.20904,0.29534
380,380,2021,Single-person household,5th Quintile,Yes,0.84445,452,12194,0.75436,0.93372
381,381,2021,Single-person household,5th Quintile,No,0.15555,95,12194,0.12046,0.19621
382,382,2021,Couple without children,1st Quintile,Yes,0.74965,257,12194,0.65095,0.84956
383,383,2021,Couple without children,1st Quintile,No,0.25035,127,12194,0.18477,0.31758
384,384,2021,Couple without children,2nd Quintile,Yes,0.8895,510,12194,0.80559,0.96838
385,385,2021,Couple without children,2nd Quintile,No,0.1105,64,12194,0.07281,0.13967
386,386,2021,Couple without children,3rd Quintile,Yes,0.91845,512,12194,0.82416,1.01401
387,387,2021,Couple without children,3rd Quintile,No,0.08155,49,12194,0.05587,0.11618
388,388,2021,Couple without children,4th Quintile,Yes,0.96303,675,12194,0.87292,1.0421
389,389,2021,Couple without children,4th Quintile,No,0.03697,40,12194,0.02324,0.05327
390,390,2021,Couple without children,5th Quintile,Yes,0.95414,1161,12194,0.88974,1.01856
391,391,2021,Couple without children,5th Quintile,No,0.04586,69,12194,0.03159,0.06325
392,392,2021,Single parent,1st Quintile,Yes,0.55039,192,12194,0.46338,0.65043
393,393,2021,Single parent,1st Quintile,No,0.44961,198,12194,0.36239,0.57113
394,394,2021,Single parent,2nd Quintile,Yes,0.82176,224,12194,0.68065,0.96648
395,395,2021,Single parent,2nd Quintile,No,0.17824,60,12194,0.11368,0.24786
396,396,2021,Single parent,3rd Quintile,Yes,1.0,125,12194,0.76466,1.21729
397,397,2021,Single parent,4th Quintile,Yes,1.0,118,12194,0.75614,1.23797
398,398,2021,Single parent,5th Quintile,Yes,1.0,67,12194,0.71371,1.27862
399,399,2021,Couple with children,1st Quintile,Yes,0.78412,841,12194,0.66417,0.91362
400,400,2021,Couple with children,1st Quintile,No,0.21588,285,12194,0.16493,0.26614
401,401,2021,Couple with children,2nd Quintile,Yes,0.95855,674,12194,0.85852,1.068
402,402,2021,Couple with children,2nd Quintile,No,0.04145,55,12194,0.0251,0.06119
403,403,2021,Couple with children,3rd Quintile,Yes,1.0,662,12194,0.91066,1.10032
404,404,2021,Couple with children,4th Quintile,Yes,1.0,661,12194,0.90956,1.09701
405,405,2021,Couple with children,5th Quintile,Yes,0.97457,721,12194,0.86956,1.07923
406,406,2021,Couple with children,5th Quintile,No,0.02543,33,12194,0.01411,0.0382
407,407,2021,Other Combinations,1st Quintile,Yes,0.65447,62,12194,0.30291,1.14953
408,408,2021,Other Combinations,1st Quintile,No,0.34553,64,12194,0.22555,0.47829
409,409,2021,Other Combinations,2nd Quintile,Yes,1.0,47,12194,0.64561,1.40006
410,410,2021,Other Combinations,3rd Quintile,Yes,1.0,47,12194,0.76418,1.28597
411,411,2021,Other Combinations,4th Quintile,Yes,1.0,50,12194,0.69788,1.33323
412,412,2021,Other Combinations,5th Quintile,Yes,1.0,48,12194,0.7118,1.3389
