year,age_gr,regtyp,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,66 and older,Rural regions,No,0.10543,155,1483,0.08979,0.12106
2009,17-29 y.,Urban regions,Yes,0.59834,1152,1871,0.57612,0.62056
2009,17-29 y.,Urban regions,No,0.40166,719,1871,0.37944,0.42388
2009,17-29 y.,Rural regions,Yes,0.54138,575,971,0.51003,0.57274
2009,17-29 y.,Rural regions,No,0.45862,396,971,0.42726,0.48997
2009,30-45 y.,Urban regions,Yes,0.65201,2024,3077,0.63518,0.66885
2009,30-45 y.,Urban regions,No,0.34799,1053,3077,0.33115,0.36482
2009,30-45 y.,Rural regions,Yes,0.62238,1002,1580,0.59847,0.64629
2009,30-45 y.,Rural regions,No,0.37762,578,1580,0.35371,0.40153
2009,46-65 y.,Urban regions,Yes,0.71767,2946,4033,0.70378,0.73157
2009,46-65 y.,Urban regions,No,0.28233,1087,4033,0.26843,0.29622
2009,46-65 y.,Rural regions,Yes,0.71725,1650,2261,0.69868,0.73582
2009,46-65 y.,Rural regions,No,0.28275,611,2261,0.26418,0.30132
2009,66 and older,Urban regions,Yes,0.88339,2356,2692,0.87127,0.89552
2009,66 and older,Urban regions,No,0.11661,336,2692,0.10448,0.12873
2009,66 and older,Rural regions,Yes,0.89508,1306,1450,0.87930,0.91086
2009,66 and older,Rural regions,No,0.10492,144,1450,0.08914,0.12070
2010,17-29 y.,Urban regions,Yes,0.57553,1486,2567,0.55640,0.59465
2010,17-29 y.,Urban regions,No,0.42447,1081,2567,0.40535,0.44360
2010,17-29 y.,Rural regions,Yes,0.55908,781,1317,0.53226,0.58591
2010,17-29 y.,Rural regions,No,0.44092,536,1317,0.41409,0.46774
2010,30-45 y.,Urban regions,Yes,0.63369,3785,5962,0.62146,0.64593
2010,30-45 y.,Urban regions,No,0.36631,2177,5962,0.35407,0.37854
2010,30-45 y.,Rural regions,Yes,0.63672,1929,3068,0.61970,0.65374
2010,30-45 y.,Rural regions,No,0.36328,1139,3068,0.34626,0.38030
2010,46-65 y.,Urban regions,Yes,0.70388,3175,4447,0.69046,0.71730
2010,46-65 y.,Urban regions,No,0.29612,1272,4447,0.28270,0.30954
2010,46-65 y.,Rural regions,Yes,0.73273,1757,2458,0.71523,0.75022
2010,46-65 y.,Rural regions,No,0.26727,701,2458,0.24978,0.28477
2010,66 and older,Urban regions,Yes,0.87602,2254,2603,0.86336,0.88868
2010,66 and older,Urban regions,No,0.12398,349,2603,0.11132,0.13664
2010,66 and older,Rural regions,Yes,0.88241,1235,1396,0.86551,0.89932
2010,66 and older,Rural regions,No,0.11759,161,1396,0.10068,0.13449
2011,17-29 y.,Urban regions,Yes,0.60102,1680,2694,0.58253,0.61952
2011,17-29 y.,Urban regions,No,0.39898,1014,2694,0.38048,0.41747
2011,17-29 y.,Rural regions,Yes,0.62846,883,1474,0.60379,0.65314
2011,17-29 y.,Rural regions,No,0.37154,591,1474,0.34686,0.39621
2011,30-45 y.,Urban regions,Yes,0.65002,4233,6462,0.63839,0.66165
2011,30-45 y.,Urban regions,No,0.34998,2229,6462,0.33835,0.36161
2011,30-45 y.,Rural regions,Yes,0.62249,2135,3458,0.60633,0.63865
2011,30-45 y.,Rural regions,No,0.37751,1323,3458,0.36135,0.39367
2011,46-65 y.,Urban regions,Yes,0.71614,4158,5705,0.70444,0.72784
2011,46-65 y.,Urban regions,No,0.28386,1547,5705,0.27216,0.29556
2011,46-65 y.,Rural regions,Yes,0.72921,2425,3398,0.71427,0.74415
2011,46-65 y.,Rural regions,No,0.27079,973,3398,0.25585,0.28573
2011,66 and older,Urban regions,Yes,0.86421,2835,3307,0.85253,0.87588
2011,66 and older,Urban regions,No,0.13579,472,3307,0.12412,0.14747
2011,66 and older,Rural regions,Yes,0.90661,1641,1814,0.89321,0.92000
2011,66 and older,Rural regions,No,0.09339,173,1814,0.08000,0.10679
2012,17-29 y.,Urban regions,Yes,0.60090,1586,2560,0.58193,0.61988
2012,17-29 y.,Urban regions,No,0.39910,974,2560,0.38012,0.41807
2012,17-29 y.,Rural regions,Yes,0.59055,843,1403,0.56481,0.61629
2012,17-29 y.,Rural regions,No,0.40945,560,1403,0.38371,0.43519
2012,30-45 y.,Urban regions,Yes,0.63966,3830,5844,0.62735,0.65197
2012,30-45 y.,Urban regions,No,0.36034,2014,5844,0.34803,0.37265
2012,30-45 y.,Rural regions,Yes,0.61997,2009,3208,0.60318,0.63677
2012,30-45 y.,Rural regions,No,0.38003,1199,3208,0.36323,0.39682
2012,46-65 y.,Urban regions,Yes,0.72309,4183,5773,0.71154,0.73463
2012,46-65 y.,Urban regions,No,0.27691,1590,5773,0.26537,0.28846
2012,46-65 y.,Rural regions,Yes,0.70668,2538,3570,0.69174,0.72162
2012,46-65 y.,Rural regions,No,0.29332,1032,3570,0.27838,0.30826
2012,66 and older,Urban regions,Yes,0.87061,2855,3294,0.85915,0.88208
2012,66 and older,Urban regions,No,0.12939,439,3294,0.11792,0.14085
2012,66 and older,Rural regions,Yes,0.88494,1652,1879,0.87051,0.89937
2012,66 and older,Rural regions,No,0.11506,227,1879,0.10063,0.12949
2013,17-29 y.,Urban regions,Yes,0.67061,1570,2380,0.65172,0.68949
2013,17-29 y.,Urban regions,No,0.32939,810,2380,0.31051,0.34828
2013,17-29 y.,Rural regions,Yes,0.61976,811,1256,0.59290,0.64662
2013,17-29 y.,Rural regions,No,0.38024,445,1256,0.35338,0.40710
2013,30-45 y.,Urban regions,Yes,0.67333,3464,5173,0.66055,0.68612
2013,30-45 y.,Urban regions,No,0.32667,1709,5173,0.31388,0.33945
2013,30-45 y.,Rural regions,Yes,0.65372,1869,2874,0.63632,0.67112
2013,30-45 y.,Rural regions,No,0.34628,1005,2874,0.32888,0.36368
2013,46-65 y.,Urban regions,Yes,0.74708,4117,5575,0.73567,0.75849
2013,46-65 y.,Urban regions,No,0.25292,1458,5575,0.24151,0.26433
2013,46-65 y.,Rural regions,Yes,0.73774,2534,3437,0.72303,0.75245
2013,46-65 y.,Rural regions,No,0.26226,903,3437,0.24755,0.27697
2013,66 and older,Urban regions,Yes,0.87027,2760,3185,0.85859,0.88194
2013,66 and older,Urban regions,No,0.12973,425,3185,0.11806,0.14141
2013,66 and older,Rural regions,Yes,0.86229,1526,1765,0.84621,0.87837
2013,66 and older,Rural regions,No,0.13771,239,1765,0.12163,0.15379
2014,17-29 y.,Urban regions,Yes,0.59402,1770,2906,0.57616,0.61188
2014,17-29 y.,Urban regions,No,0.40598,1136,2906,0.38812,0.42384
2014,17-29 y.,Rural regions,Yes,0.63174,836,1362,0.60612,0.65737
2014,17-29 y.,Rural regions,No,0.36826,526,1362,0.34263,0.39388
2014,30-45 y.,Urban regions,Yes,0.62860,3586,5656,0.61601,0.64120
2014,30-45 y.,Urban regions,No,0.37140,2070,5656,0.35880,0.38399
2014,30-45 y.,Rural regions,Yes,0.62537,1793,2838,0.60756,0.64318
2014,30-45 y.,Rural regions,No,0.37463,1045,2838,0.35682,0.39244
2014,46-65 y.,Urban regions,Yes,0.73083,4265,5881,0.71950,0.74217
2014,46-65 y.,Urban regions,No,0.26917,1616,5881,0.25783,0.28050
2014,46-65 y.,Rural regions,Yes,0.70631,2419,3396,0.69099,0.72163
2014,46-65 y.,Rural regions,No,0.29369,977,3396,0.27837,0.30901
2014,66 and older,Urban regions,Yes,0.86755,2730,3153,0.85572,0.87939
2014,66 and older,Urban regions,No,0.13245,423,3153,0.12061,0.14428
2014,66 and older,Rural regions,Yes,0.86952,1556,1788,0.85390,0.88514
2014,66 and older,Rural regions,No,0.13048,232,1788,0.11486,0.14610
2015,17-29 y.,Urban regions,Yes,0.61117,1635,2632,0.59255,0.62980
2015,17-29 y.,Urban regions,No,0.38883,997,2632,0.37020,0.40745
2015,17-29 y.,Rural regions,Yes,0.62172,790,1275,0.59509,0.64835
2015,17-29 y.,Rural regions,No,0.37828,485,1275,0.35165,0.40491
2015,30-45 y.,Urban regions,Yes,0.63925,3089,4818,0.62568,0.65281
2015,30-45 y.,Urban regions,No,0.36075,1729,4818,0.34719,0.37432
2015,30-45 y.,Rural regions,Yes,0.63151,1578,2524,0.61268,0.65033
2015,30-45 y.,Rural regions,No,0.36849,946,2524,0.34967,0.38732
2015,46-65 y.,Urban regions,Yes,0.72573,4007,5619,0.71407,0.73740
2015,46-65 y.,Urban regions,No,0.27427,1612,5619,0.26260,0.28593
2015,46-65 y.,Rural regions,Yes,0.73411,2325,3222,0.71885,0.74937
2015,46-65 y.,Rural regions,No,0.26589,897,3222,0.25063,0.28115
2015,66 and older,Urban regions,Yes,0.85351,2639,3081,0.84102,0.86599
2015,66 and older,Urban regions,No,0.14649,442,3081,0.13401,0.15898
2015,66 and older,Rural regions,Yes,0.86580,1543,1789,0.85000,0.88160
2015,66 and older,Rural regions,No,0.13420,246,1789,0.11840,0.15000
2016,17-29 y.,Urban regions,Yes,0.60278,1564,2568,0.58385,0.62171
2016,17-29 y.,Urban regions,No,0.39722,1004,2568,0.37829,0.41615
2016,17-29 y.,Rural regions,Yes,0.56608,705,1206,0.53810,0.59406
2016,17-29 y.,Rural regions,No,0.43392,501,1206,0.40594,0.46190
2016,30-45 y.,Urban regions,Yes,0.66907,3017,4671,0.65557,0.68256
2016,30-45 y.,Urban regions,No,0.33093,1654,4671,0.31744,0.34443
2016,30-45 y.,Rural regions,Yes,0.60750,1430,2355,0.58777,0.62723
2016,30-45 y.,Rural regions,No,0.39250,925,2355,0.37277,0.41223
2016,46-65 y.,Urban regions,Yes,0.70516,3801,5439,0.69304,0.71727
2016,46-65 y.,Urban regions,No,0.29484,1638,5439,0.28273,0.30696
2016,46-65 y.,Rural regions,Yes,0.71677,2213,3121,0.70096,0.73258
2016,46-65 y.,Rural regions,No,0.28323,908,3121,0.26742,0.29904
2016,66 and older,Urban regions,Yes,0.84430,2502,2951,0.83121,0.85738
2016,66 and older,Urban regions,No,0.15570,449,2951,0.14262,0.16879
2016,66 and older,Rural regions,Yes,0.86450,1499,1744,0.84843,0.88056
2016,66 and older,Rural regions,No,0.13550,245,1744,0.11944,0.15157
2017,17-29 y.,Urban regions,Yes,0.63680,1837,2885,0.61925,0.65435
2017,17-29 y.,Urban regions,No,0.36320,1048,2885,0.34565,0.38075
2017,17-29 y.,Rural regions,Yes,0.64406,872,1382,0.61881,0.66931
2017,17-29 y.,Rural regions,No,0.35594,510,1382,0.33069,0.38119
2017,30-45 y.,Urban regions,Yes,0.65650,3171,4802,0.64307,0.66993
2017,30-45 y.,Urban regions,No,0.34350,1631,4802,0.33007,0.35693
2017,30-45 y.,Rural regions,Yes,0.62696,1516,2397,0.60760,0.64632
2017,30-45 y.,Rural regions,No,0.37304,881,2397,0.35368,0.39240
2017,46-65 y.,Urban regions,Yes,0.73981,4584,6259,0.72894,0.75068
2017,46-65 y.,Urban regions,No,0.26019,1675,6259,0.24932,0.27106
2017,46-65 y.,Rural regions,Yes,0.74818,2708,3677,0.73415,0.76221
2017,46-65 y.,Rural regions,No,0.25182,969,3677,0.23779,0.26585
2017,66 and older,Urban regions,Yes,0.85050,2631,3093,0.83793,0.86307
2017,66 and older,Urban regions,No,0.14950,462,3093,0.13693,0.16207
2017,66 and older,Rural regions,Yes,0.87743,1604,1849,0.86248,0.89238
2017,66 and older,Rural regions,No,0.12257,245,1849,0.10762,0.13752
2018,17-29 y.,Urban regions,Yes,0.65141,1826,2884,0.63402,0.66881
2018,17-29 y.,Urban regions,No,0.34859,1058,2884,0.33119,0.36598
2018,17-29 y.,Rural regions,Yes,0.59931,830,1338,0.57304,0.62557
2018,17-29 y.,Rural regions,No,0.40069,508,1338,0.37443,0.42696
2018,30-45 y.,Urban regions,Yes,0.65810,2994,4498,0.64423,0.67196
2018,30-45 y.,Urban regions,No,0.34190,1504,4498,0.32804,0.35577
2018,30-45 y.,Rural regions,Yes,0.59906,1363,2201,0.57858,0.61954
2018,30-45 y.,Rural regions,No,0.40094,838,2201,0.38046,0.42142
2018,46-65 y.,Urban regions,Yes,0.71806,4403,6067,0.70674,0.72938
2018,46-65 y.,Urban regions,No,0.28194,1664,6067,0.27062,0.29326
2018,46-65 y.,Rural regions,Yes,0.74868,2602,3544,0.73439,0.76296
2018,46-65 y.,Rural regions,No,0.25132,942,3544,0.23704,0.26561
2018,66 and older,Urban regions,Yes,0.84215,2673,3140,0.82940,0.85491
2018,66 and older,Urban regions,No,0.15785,467,3140,0.14509,0.17060
2018,66 and older,Rural regions,Yes,0.87572,1600,1832,0.86061,0.89083
2018,66 and older,Rural regions,No,0.12428,232,1832,0.10917,0.13939
2019,17-29 y.,No answer / don't know,Yes,0.69561,91,91,0.60055,0.79068
2019,17-29 y.,Urban regions,Yes,0.63773,1642,2557,0.61909,0.65636
2019,17-29 y.,Urban regions,No,0.36227,915,2557,0.34364,0.38091
2019,17-29 y.,Rural regions,Yes,0.63819,702,1150,0.61040,0.66597
2019,17-29 y.,Rural regions,No,0.36181,448,1150,0.33403,0.38960
2019,30-45 y.,No answer / don't know,Yes,0.70918,109,156,0.63768,0.78068
2019,30-45 y.,No answer / don't know,No,0.29082,47,156,0.21932,0.36232
2019,30-45 y.,Urban regions,Yes,0.65527,2634,4057,0.64064,0.66990
2019,30-45 y.,Urban regions,No,0.34473,1423,4057,0.33010,0.35936
2019,30-45 y.,Rural regions,Yes,0.62354,1273,2060,0.60261,0.64447
2019,30-45 y.,Rural regions,No,0.37646,787,2060,0.35553,0.39739
2019,46-65 y.,No answer / don't know,Yes,0.81863,158,198,0.76482,0.87244
2019,46-65 y.,No answer / don't know,No,0.18137,40,198,0.12756,0.23518
2019,46-65 y.,Urban regions,Yes,0.74157,4786,6515,0.73094,0.75220
2019,46-65 y.,Urban regions,No,0.25843,1729,6515,0.24780,0.26906
2019,46-65 y.,Rural regions,Yes,0.75350,2663,3682,0.73958,0.76743
2019,46-65 y.,Rural regions,No,0.24650,1019,3682,0.23257,0.26042
2019,66 and older,No answer / don't know,Yes,0.78774,70,70,0.69125,0.88422
2019,66 and older,Urban regions,Yes,0.84924,2729,3215,0.83687,0.86161
2019,66 and older,Urban regions,No,0.15076,486,3215,0.13839,0.16313
2019,66 and older,Rural regions,Yes,0.88602,1608,1865,0.87159,0.90044
2019,66 and older,Rural regions,No,0.11398,257,1865,0.09956,0.12841
2020,17-29 y.,Urban regions,Yes,0.57729,1977,3610,0.56117,0.59340
2020,17-29 y.,Urban regions,No,0.42271,1633,3610,0.40660,0.43883
2020,17-29 y.,Rural regions,Yes,0.54254,774,1437,0.51677,0.56830
2020,17-29 y.,Rural regions,No,0.45746,663,1437,0.43170,0.48323
2020,30-45 y.,Urban regions,Yes,0.60232,3129,5548,0.58944,0.61520
2020,30-45 y.,Urban regions,No,0.39768,2419,5548,0.38480,0.41056
2020,30-45 y.,Rural regions,Yes,0.57019,1397,2469,0.55066,0.58972
2020,30-45 y.,Rural regions,No,0.42981,1072,2469,0.41028,0.44934
2020,46-65 y.,Urban regions,Yes,0.68657,4600,6746,0.67550,0.69765
2020,46-65 y.,Urban regions,No,0.31343,2146,6746,0.30235,0.32450
2020,46-65 y.,Rural regions,Yes,0.69917,2433,3601,0.68418,0.71415
2020,46-65 y.,Rural regions,No,0.30083,1168,3601,0.28585,0.31582
2020,66 and older,Urban regions,Yes,0.81921,2559,3085,0.80563,0.83280
2020,66 and older,Urban regions,No,0.18079,526,3085,0.16720,0.19437
2020,66 and older,Rural regions,Yes,0.83423,1488,1799,0.81704,0.85142
2020,66 and older,Rural regions,No,0.16577,311,1799,0.14858,0.18296
2021,17-29 y.,Urban regions,Yes,0.64321,1248,1913,0.62174,0.66469
2021,17-29 y.,Urban regions,No,0.35679,665,1913,0.33531,0.37826
2021,17-29 y.,Rural regions,Yes,0.59797,457,770,0.56331,0.63262
2021,17-29 y.,Rural regions,No,0.40203,313,770,0.36738,0.43669
2021,30-45 y.,Urban regions,Yes,0.64517,1835,2801,0.62745,0.66289
2021,30-45 y.,Urban regions,No,0.35483,966,2801,0.33711,0.37255
2021,30-45 y.,Rural regions,Yes,0.60883,826,1326,0.58255,0.63511
2021,30-45 y.,Rural regions,No,0.39117,500,1326,0.36489,0.41745
2021,46-65 y.,Urban regions,Yes,0.74680,3288,4426,0.73399,0.75961
2021,46-65 y.,Urban regions,No,0.25320,1138,4426,0.24039,0.26601
2021,46-65 y.,Rural regions,Yes,0.71467,1690,2358,0.69644,0.73290
2021,46-65 y.,Rural regions,No,0.28533,668,2358,0.26710,0.30356
2021,66 and older,Urban regions,Yes,0.84336,1883,2226,0.82826,0.85847
2021,66 and older,Urban regions,No,0.15664,343,2226,0.14153,0.17174
2021,66 and older,Rural regions,Yes,0.84158,1123,1324,0.82190,0.86125
2021,66 and older,Rural regions,No,0.15842,201,1324,0.13875,0.17810
2022,17-29 y.,Urban regions,Yes,0.58914,2445,3989,0.57387,0.60441
2022,17-29 y.,Urban regions,No,0.41086,1544,3989,0.39559,0.42613
2022,17-29 y.,Rural regions,Yes,0.60608,855,1364,0.58014,0.63202
2022,17-29 y.,Rural regions,No,0.39392,509,1364,0.36798,0.41986
2022,30-45 y.,Urban regions,Yes,0.60814,3780,6032,0.59582,0.62046
2022,30-45 y.,Urban regions,No,0.39186,2252,6032,0.37954,0.40418
2022,30-45 y.,Rural regions,Yes,0.60953,1497,2448,0.59020,0.62886
2022,30-45 y.,Rural regions,No,0.39047,951,2448,0.37114,0.40980
2022,46-65 y.,Urban regions,Yes,0.70428,3834,5360,0.69206,0.71650
2022,46-65 y.,Urban regions,No,0.29572,1526,5360,0.28350,0.30794
2022,46-65 y.,Rural regions,Yes,0.69421,1963,2805,0.67716,0.71126
2022,46-65 y.,Rural regions,No,0.30579,842,2805,0.28874,0.32284
2022,66 and older,Urban regions,Yes,0.82251,1800,2177,0.80646,0.83856
2022,66 and older,Urban regions,No,0.17749,377,2177,0.16144,0.19354
2022,66 and older,Rural regions,Yes,0.82580,1103,1346,0.80553,0.84607
2022,66 and older,Rural regions,No,0.17420,243,1346,0.15393,0.19447
