year,pgisced97,sampreg,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Second Stage of Tertiary Education,West,No,0.34475,820,2322,0.32541,0.36408
2001,Second Stage of Tertiary Education,East,Yes,0.79360,950,1216,0.77084,0.81636
2001,Second Stage of Tertiary Education,East,No,0.20640,266,1216,0.18364,0.22916
2002,No answer / don't know,West,Yes,0.61062,79,134,0.52775,0.69349
2002,No answer / don't know,West,No,0.38938,55,134,0.30651,0.47225
2002,No answer / don't know,East,Yes,0.55229,32,32,0.37724,0.72733
2002,Pre-primary Level,West,Yes,0.51212,254,457,0.46624,0.55800
2002,Pre-primary Level,West,No,0.48788,203,457,0.44200,0.53376
2002,Pre-primary Level,East,Yes,0.63914,96,153,0.56279,0.71549
2002,Pre-primary Level,East,No,0.36086,57,153,0.28451,0.43721
2002,Primary Level,West,Yes,0.65040,174,268,0.59320,0.70760
2002,Primary Level,West,No,0.34960,94,268,0.29240,0.40680
2002,Lower Secondary Level,West,Yes,0.70026,1703,2457,0.68214,0.71838
2002,Lower Secondary Level,West,No,0.29974,754,2457,0.28162,0.31786
2002,Lower Secondary Level,East,Yes,0.73554,302,418,0.69321,0.77787
2002,Lower Secondary Level,East,No,0.26446,116,418,0.22213,0.30679
2002,Upper Secondary Level,West,Yes,0.68072,5894,8679,0.67091,0.69053
2002,Upper Secondary Level,West,No,0.31928,2785,8679,0.30947,0.32909
2002,Upper Secondary Level,East,Yes,0.68852,1949,2873,0.67159,0.70546
2002,Upper Secondary Level,East,No,0.31148,924,2873,0.29454,0.32841
2002,Post-secondary Non-tertiary Level,West,Yes,0.66033,670,1028,0.63136,0.68929
2002,Post-secondary Non-tertiary Level,West,No,0.33967,358,1028,0.31071,0.36864
2002,Post-secondary Non-tertiary Level,East,Yes,0.75053,95,135,0.67726,0.82379
2002,Post-secondary Non-tertiary Level,East,No,0.24947,40,135,0.17621,0.32274
2002,First Stage of Tertiary Education,West,Yes,0.65315,840,1290,0.62716,0.67913
2002,First Stage of Tertiary Education,West,No,0.34685,450,1290,0.32087,0.37284
2002,First Stage of Tertiary Education,East,Yes,0.72858,324,452,0.68754,0.76962
2002,First Stage of Tertiary Education,East,No,0.27142,128,452,0.23038,0.31246
2002,Second Stage of Tertiary Education,West,Yes,0.65488,2132,3228,0.63848,0.67128
2002,Second Stage of Tertiary Education,West,No,0.34512,1096,3228,0.32872,0.36152
2002,Second Stage of Tertiary Education,East,Yes,0.78669,995,1320,0.76458,0.80880
2002,Second Stage of Tertiary Education,East,No,0.21331,325,1320,0.19120,0.23542
2003,No answer / don't know,West,Yes,0.57812,110,180,0.50577,0.65046
2003,No answer / don't know,West,No,0.42188,70,180,0.34954,0.49423
2003,No answer / don't know,East,Yes,0.53842,35,35,0.37084,0.70599
2003,Pre-primary Level,West,Yes,0.53177,258,453,0.48576,0.57777
2003,Pre-primary Level,West,No,0.46823,195,453,0.42223,0.51424
2003,Pre-primary Level,East,Yes,0.61099,97,159,0.53497,0.68701
2003,Pre-primary Level,East,No,0.38901,62,159,0.31299,0.46503
2003,Primary Level,West,Yes,0.71274,179,254,0.65698,0.76850
2003,Primary Level,West,No,0.28726,75,254,0.23150,0.34302
2003,Lower Secondary Level,West,Yes,0.71001,1635,2306,0.69148,0.72853
2003,Lower Secondary Level,West,No,0.28999,671,2306,0.27147,0.30852
2003,Lower Secondary Level,East,Yes,0.73145,301,408,0.68839,0.77451
2003,Lower Secondary Level,East,No,0.26855,107,408,0.22549,0.31161
2003,Upper Secondary Level,West,Yes,0.69994,5688,8255,0.69005,0.70982
2003,Upper Secondary Level,West,No,0.30006,2567,8255,0.29018,0.30995
2003,Upper Secondary Level,East,Yes,0.71368,1962,2800,0.69693,0.73043
2003,Upper Secondary Level,East,No,0.28632,838,2800,0.26957,0.30307
2003,Post-secondary Non-tertiary Level,West,Yes,0.69727,688,1006,0.66886,0.72567
2003,Post-secondary Non-tertiary Level,West,No,0.30273,318,1006,0.27433,0.33114
2003,Post-secondary Non-tertiary Level,East,Yes,0.72836,103,142,0.65494,0.80178
2003,Post-secondary Non-tertiary Level,East,No,0.27164,39,142,0.19822,0.34506
2003,First Stage of Tertiary Education,West,Yes,0.68856,837,1230,0.66267,0.71445
2003,First Stage of Tertiary Education,West,No,0.31144,393,1230,0.28555,0.33733
2003,First Stage of Tertiary Education,East,Yes,0.71063,326,450,0.66869,0.75258
2003,First Stage of Tertiary Education,East,No,0.28937,124,450,0.24742,0.33131
2003,Second Stage of Tertiary Education,West,Yes,0.67097,2069,3042,0.65427,0.68767
2003,Second Stage of Tertiary Education,West,No,0.32903,973,3042,0.31233,0.34573
2003,Second Stage of Tertiary Education,East,Yes,0.79197,992,1287,0.76978,0.81415
2003,Second Stage of Tertiary Education,East,No,0.20803,295,1287,0.18585,0.23022
2004,No answer / don't know,West,Yes,0.57361,108,203,0.50541,0.64181
2004,No answer / don't know,West,No,0.42639,95,203,0.35819,0.49459
2004,No answer / don't know,East,Yes,0.58868,37,37,0.42794,0.74943
2004,Pre-primary Level,West,Yes,0.53217,259,472,0.48711,0.57724
2004,Pre-primary Level,West,No,0.46783,213,472,0.42276,0.51289
2004,Pre-primary Level,East,Yes,0.67483,110,165,0.60314,0.74653
2004,Pre-primary Level,East,No,0.32517,55,165,0.25347,0.39686
2004,Primary Level,West,Yes,0.65148,155,237,0.59068,0.71227
2004,Primary Level,West,No,0.34852,82,237,0.28773,0.40932
2004,Lower Secondary Level,West,Yes,0.69895,1516,2191,0.67973,0.71816
2004,Lower Secondary Level,West,No,0.30105,675,2191,0.28184,0.32027
2004,Lower Secondary Level,East,Yes,0.72180,258,367,0.67589,0.76771
2004,Lower Secondary Level,East,No,0.27820,109,367,0.23229,0.32411
2004,Upper Secondary Level,West,Yes,0.68973,5430,8012,0.67960,0.69986
2004,Upper Secondary Level,West,No,0.31027,2582,8012,0.30014,0.32040
2004,Upper Secondary Level,East,Yes,0.69227,1890,2740,0.67498,0.70955
2004,Upper Secondary Level,East,No,0.30773,850,2740,0.29045,0.32502
2004,Post-secondary Non-tertiary Level,West,Yes,0.68663,659,1003,0.65791,0.71536
2004,Post-secondary Non-tertiary Level,West,No,0.31337,344,1003,0.28464,0.34209
2004,Post-secondary Non-tertiary Level,East,Yes,0.68096,106,150,0.60612,0.75580
2004,Post-secondary Non-tertiary Level,East,No,0.31904,44,150,0.24420,0.39388
2004,First Stage of Tertiary Education,West,Yes,0.66449,782,1199,0.63775,0.69123
2004,First Stage of Tertiary Education,West,No,0.33551,417,1199,0.30877,0.36225
2004,First Stage of Tertiary Education,East,Yes,0.75286,314,433,0.71218,0.79354
2004,First Stage of Tertiary Education,East,No,0.24714,119,433,0.20646,0.28782
2004,Second Stage of Tertiary Education,West,Yes,0.65135,1972,3007,0.63432,0.66839
2004,Second Stage of Tertiary Education,West,No,0.34865,1035,3007,0.33161,0.36568
2004,Second Stage of Tertiary Education,East,Yes,0.81830,984,1273,0.79711,0.83949
2004,Second Stage of Tertiary Education,East,No,0.18170,289,1273,0.16051,0.20289
2005,No answer / don't know,West,Yes,0.58188,135,232,0.51827,0.64548
2005,No answer / don't know,West,No,0.41812,97,232,0.35452,0.48173
2005,No answer / don't know,East,Yes,0.64492,45,76,0.53661,0.75322
2005,No answer / don't know,East,No,0.35508,31,76,0.24678,0.46339
2005,Pre-primary Level,West,Yes,0.59008,286,502,0.54701,0.63315
2005,Pre-primary Level,West,No,0.40992,216,502,0.36685,0.45299
2005,Pre-primary Level,East,Yes,0.68024,99,145,0.60407,0.75642
2005,Pre-primary Level,East,No,0.31976,46,145,0.24358,0.39593
2005,Primary Level,West,Yes,0.71484,165,227,0.65598,0.77370
2005,Primary Level,West,No,0.28516,62,227,0.22630,0.34402
2005,Lower Secondary Level,West,Yes,0.73139,1483,2043,0.71216,0.75061
2005,Lower Secondary Level,West,No,0.26861,560,2043,0.24939,0.28784
2005,Lower Secondary Level,East,Yes,0.70737,232,338,0.65880,0.75595
2005,Lower Secondary Level,East,No,0.29263,106,338,0.24405,0.34120
2005,Upper Secondary Level,West,Yes,0.69222,5246,7584,0.68183,0.70261
2005,Upper Secondary Level,West,No,0.30778,2338,7584,0.29739,0.31817
2005,Upper Secondary Level,East,Yes,0.69223,1805,2604,0.67450,0.70997
2005,Upper Secondary Level,East,No,0.30777,799,2604,0.29003,0.32550
2005,Post-secondary Non-tertiary Level,West,Yes,0.67420,655,965,0.64462,0.70379
2005,Post-secondary Non-tertiary Level,West,No,0.32580,310,965,0.29621,0.35538
2005,Post-secondary Non-tertiary Level,East,Yes,0.70537,115,161,0.63473,0.77601
2005,Post-secondary Non-tertiary Level,East,No,0.29463,46,161,0.22399,0.36527
2005,First Stage of Tertiary Education,West,Yes,0.69545,776,1135,0.66867,0.72224
2005,First Stage of Tertiary Education,West,No,0.30455,359,1135,0.27776,0.33133
2005,First Stage of Tertiary Education,East,Yes,0.72434,303,418,0.68145,0.76723
2005,First Stage of Tertiary Education,East,No,0.27566,115,418,0.23277,0.31855
2005,Second Stage of Tertiary Education,West,Yes,0.68811,1974,2901,0.67125,0.70498
2005,Second Stage of Tertiary Education,West,No,0.31189,927,2901,0.29502,0.32875
2005,Second Stage of Tertiary Education,East,Yes,0.78244,935,1247,0.75953,0.80535
2005,Second Stage of Tertiary Education,East,No,0.21756,312,1247,0.19465,0.24047
2006,No answer / don't know,West,Yes,0.55763,146,253,0.49631,0.61895
2006,No answer / don't know,West,No,0.44237,107,253,0.38105,0.50369
2006,No answer / don't know,East,Yes,0.48228,41,74,0.36765,0.59691
2006,No answer / don't know,East,No,0.51772,33,74,0.40309,0.63235
2006,Pre-primary Level,West,Yes,0.57339,184,324,0.51945,0.62733
2006,Pre-primary Level,West,No,0.42661,140,324,0.37267,0.48055
2006,Pre-primary Level,East,Yes,0.52981,40,73,0.41453,0.64510
2006,Pre-primary Level,East,No,0.47019,33,73,0.35490,0.58547
2006,Primary Level,West,Yes,0.66903,146,216,0.60613,0.73193
2006,Primary Level,West,No,0.33097,70,216,0.26807,0.39387
2006,Lower Secondary Level,West,Yes,0.72734,1532,2104,0.70831,0.74637
2006,Lower Secondary Level,West,No,0.27266,572,2104,0.25363,0.29169
2006,Lower Secondary Level,East,Yes,0.69116,258,369,0.64395,0.73836
2006,Lower Secondary Level,East,No,0.30884,111,369,0.26164,0.35605
2006,Upper Secondary Level,West,Yes,0.69174,5697,8258,0.68178,0.70170
2006,Upper Secondary Level,West,No,0.30826,2561,8258,0.29830,0.31822
2006,Upper Secondary Level,East,Yes,0.67225,1887,2799,0.65486,0.68965
2006,Upper Secondary Level,East,No,0.32775,912,2799,0.31035,0.34514
2006,Post-secondary Non-tertiary Level,West,Yes,0.67909,695,1041,0.65072,0.70746
2006,Post-secondary Non-tertiary Level,West,No,0.32091,346,1041,0.29254,0.34928
2006,Post-secondary Non-tertiary Level,East,Yes,0.69725,109,170,0.62798,0.76652
2006,Post-secondary Non-tertiary Level,East,No,0.30275,61,170,0.23348,0.37202
2006,First Stage of Tertiary Education,West,Yes,0.69944,832,1222,0.67372,0.72516
2006,First Stage of Tertiary Education,West,No,0.30056,390,1222,0.27484,0.32628
2006,First Stage of Tertiary Education,East,Yes,0.69753,306,426,0.65386,0.74120
2006,First Stage of Tertiary Education,East,No,0.30247,120,426,0.25880,0.34614
2006,Second Stage of Tertiary Education,West,Yes,0.64682,2128,3240,0.63036,0.66328
2006,Second Stage of Tertiary Education,West,No,0.35318,1112,3240,0.33672,0.36964
2006,Second Stage of Tertiary Education,East,Yes,0.75369,990,1331,0.73054,0.77685
2006,Second Stage of Tertiary Education,East,No,0.24631,341,1331,0.22315,0.26946
2007,No answer / don't know,West,Yes,0.52712,145,256,0.46584,0.58840
2007,No answer / don't know,West,No,0.47288,111,256,0.41160,0.53416
2007,No answer / don't know,East,Yes,0.61716,45,77,0.50788,0.72645
2007,No answer / don't know,East,No,0.38284,32,77,0.27355,0.49212
2007,Pre-primary Level,West,Yes,0.59508,151,259,0.53519,0.65498
2007,Pre-primary Level,West,No,0.40492,108,259,0.34502,0.46481
2007,Pre-primary Level,East,Yes,0.58954,50,81,0.48174,0.69733
2007,Pre-primary Level,East,No,0.41046,31,81,0.30267,0.51826
2007,Primary Level,West,Yes,0.66990,142,193,0.60338,0.73641
2007,Primary Level,West,No,0.33010,51,193,0.26359,0.39662
2007,Lower Secondary Level,West,Yes,0.74378,1362,1864,0.72396,0.76361
2007,Lower Secondary Level,West,No,0.25622,502,1864,0.23639,0.27604
2007,Lower Secondary Level,East,Yes,0.68616,236,328,0.63587,0.73646
2007,Lower Secondary Level,East,No,0.31384,92,328,0.26354,0.36413
2007,Upper Secondary Level,West,Yes,0.71229,5443,7658,0.70215,0.72243
2007,Upper Secondary Level,West,No,0.28771,2215,7658,0.27757,0.29785
2007,Upper Secondary Level,East,Yes,0.69150,1783,2612,0.67379,0.70922
2007,Upper Secondary Level,East,No,0.30850,829,2612,0.29078,0.32621
2007,Post-secondary Non-tertiary Level,West,Yes,0.67954,701,998,0.65057,0.70850
2007,Post-secondary Non-tertiary Level,West,No,0.32046,297,998,0.29150,0.34943
2007,Post-secondary Non-tertiary Level,East,Yes,0.66060,109,165,0.58813,0.73307
2007,Post-secondary Non-tertiary Level,East,No,0.33940,56,165,0.26693,0.41187
2007,First Stage of Tertiary Education,West,Yes,0.71718,783,1120,0.69079,0.74356
2007,First Stage of Tertiary Education,West,No,0.28282,337,1120,0.25644,0.30921
2007,First Stage of Tertiary Education,East,Yes,0.70218,299,406,0.65764,0.74672
2007,First Stage of Tertiary Education,East,No,0.29782,107,406,0.25328,0.34236
2007,Second Stage of Tertiary Education,West,Yes,0.66876,2107,3079,0.65213,0.68539
2007,Second Stage of Tertiary Education,West,No,0.33124,972,3079,0.31461,0.34787
2007,Second Stage of Tertiary Education,East,Yes,0.78886,1004,1296,0.76663,0.81109
2007,Second Stage of Tertiary Education,East,No,0.21114,292,1296,0.18891,0.23337
2008,No answer / don't know,West,Yes,0.56659,136,252,0.50528,0.62789
2008,No answer / don't know,West,No,0.43341,116,252,0.37211,0.49472
2008,No answer / don't know,East,Yes,0.50943,44,80,0.39919,0.61966
2008,No answer / don't know,East,No,0.49057,36,80,0.38034,0.60081
2008,Pre-primary Level,West,Yes,0.60023,164,272,0.54191,0.65855
2008,Pre-primary Level,West,No,0.39977,108,272,0.34145,0.45809
2008,Pre-primary Level,East,Yes,0.74038,58,58,0.62656,0.85420
2008,Primary Level,West,Yes,0.63430,109,164,0.56036,0.70824
2008,Primary Level,West,No,0.36570,55,164,0.29176,0.43964
2008,Lower Secondary Level,West,Yes,0.71392,1208,1694,0.69240,0.73545
2008,Lower Secondary Level,West,No,0.28608,486,1694,0.26455,0.30760
2008,Lower Secondary Level,East,Yes,0.65142,202,302,0.59758,0.70525
2008,Lower Secondary Level,East,No,0.34858,100,302,0.29475,0.40242
2008,Upper Secondary Level,West,Yes,0.72119,5198,7205,0.71083,0.73154
2008,Upper Secondary Level,West,No,0.27881,2007,7205,0.26846,0.28917
2008,Upper Secondary Level,East,Yes,0.69391,1709,2487,0.67580,0.71203
2008,Upper Secondary Level,East,No,0.30609,778,2487,0.28797,0.32420
2008,Post-secondary Non-tertiary Level,West,Yes,0.66541,631,921,0.63492,0.69590
2008,Post-secondary Non-tertiary Level,West,No,0.33459,290,921,0.30410,0.36508
2008,Post-secondary Non-tertiary Level,East,Yes,0.72333,106,164,0.65465,0.79201
2008,Post-secondary Non-tertiary Level,East,No,0.27667,58,164,0.20799,0.34535
2008,First Stage of Tertiary Education,West,Yes,0.72544,743,1033,0.69821,0.75267
2008,First Stage of Tertiary Education,West,No,0.27456,290,1033,0.24733,0.30179
2008,First Stage of Tertiary Education,East,Yes,0.74891,287,374,0.70490,0.79292
2008,First Stage of Tertiary Education,East,No,0.25109,87,374,0.20708,0.29510
2008,Second Stage of Tertiary Education,West,Yes,0.67661,2039,2941,0.65970,0.69352
2008,Second Stage of Tertiary Education,West,No,0.32339,902,2941,0.30648,0.34030
2008,Second Stage of Tertiary Education,East,Yes,0.75822,945,1239,0.73437,0.78207
2008,Second Stage of Tertiary Education,East,No,0.24178,294,1239,0.21793,0.26563
2009,No answer / don't know,West,Yes,0.62764,144,240,0.56635,0.68893
2009,No answer / don't know,West,No,0.37236,96,240,0.31107,0.43365
2009,No answer / don't know,East,Yes,0.42968,45,83,0.32253,0.53682
2009,No answer / don't know,East,No,0.57032,38,83,0.46318,0.67747
2009,Pre-primary Level,West,Yes,0.60656,161,256,0.54660,0.66652
2009,Pre-primary Level,West,No,0.39344,95,256,0.33348,0.45340
2009,Pre-primary Level,East,Yes,0.75870,40,40,0.62441,0.89299
2009,Primary Level,West,Yes,0.59757,96,150,0.51883,0.67631
2009,Primary Level,West,No,0.40243,54,150,0.32369,0.48117
2009,Lower Secondary Level,West,Yes,0.72196,1108,1517,0.69941,0.74451
2009,Lower Secondary Level,West,No,0.27804,409,1517,0.25549,0.30059
2009,Lower Secondary Level,East,Yes,0.75441,196,261,0.70208,0.80673
2009,Lower Secondary Level,East,No,0.24559,65,261,0.19327,0.29792
2009,Upper Secondary Level,West,Yes,0.71523,4869,6638,0.70438,0.72609
2009,Upper Secondary Level,West,No,0.28477,1769,6638,0.27391,0.29562
2009,Upper Secondary Level,East,Yes,0.69537,1662,2382,0.67688,0.71386
2009,Upper Secondary Level,East,No,0.30463,720,2382,0.28614,0.32312
2009,Post-secondary Non-tertiary Level,West,Yes,0.71035,600,842,0.67969,0.74101
2009,Post-secondary Non-tertiary Level,West,No,0.28965,242,842,0.25899,0.32031
2009,Post-secondary Non-tertiary Level,East,Yes,0.63864,99,151,0.56176,0.71552
2009,Post-secondary Non-tertiary Level,East,No,0.36136,52,151,0.28448,0.43824
2009,First Stage of Tertiary Education,West,Yes,0.73342,686,952,0.70532,0.76152
2009,First Stage of Tertiary Education,West,No,0.26658,266,952,0.23848,0.29468
2009,First Stage of Tertiary Education,East,Yes,0.77578,295,372,0.73334,0.81822
2009,First Stage of Tertiary Education,East,No,0.22422,77,372,0.18178,0.26666
2009,Second Stage of Tertiary Education,West,Yes,0.71425,2050,2818,0.69757,0.73093
2009,Second Stage of Tertiary Education,West,No,0.28575,768,2818,0.26907,0.30243
2009,Second Stage of Tertiary Education,East,Yes,0.79866,947,1203,0.77599,0.82133
2009,Second Stage of Tertiary Education,East,No,0.20134,256,1203,0.17867,0.22401
2010,No answer / don't know,West,Yes,0.51066,144,246,0.44806,0.57325
2010,No answer / don't know,West,No,0.48934,102,246,0.42675,0.55194
2010,No answer / don't know,East,Yes,0.51247,39,39,0.35354,0.67140
2010,Pre-primary Level,West,Yes,0.56923,215,362,0.51815,0.62032
2010,Pre-primary Level,West,No,0.43077,147,362,0.37968,0.48185
2010,Primary Level,West,Yes,0.63423,192,313,0.58078,0.68767
2010,Primary Level,West,No,0.36577,121,313,0.31233,0.41922
2010,Lower Secondary Level,West,Yes,0.72235,1435,2095,0.70317,0.74154
2010,Lower Secondary Level,West,No,0.27765,660,2095,0.25846,0.29683
2010,Lower Secondary Level,East,Yes,0.78218,234,328,0.73744,0.82692
2010,Lower Secondary Level,East,No,0.21782,94,328,0.17308,0.26256
2010,Upper Secondary Level,West,Yes,0.71283,6102,8767,0.70336,0.72230
2010,Upper Secondary Level,West,No,0.28717,2665,8767,0.27770,0.29664
2010,Upper Secondary Level,East,Yes,0.72103,1988,2909,0.70473,0.73733
2010,Upper Secondary Level,East,No,0.27897,921,2909,0.26267,0.29527
2010,Post-secondary Non-tertiary Level,West,Yes,0.70995,969,1447,0.68656,0.73334
2010,Post-secondary Non-tertiary Level,West,No,0.29005,478,1447,0.26666,0.31344
2010,Post-secondary Non-tertiary Level,East,Yes,0.63652,166,256,0.57748,0.69556
2010,Post-secondary Non-tertiary Level,East,No,0.36348,90,256,0.30444,0.42252
2010,First Stage of Tertiary Education,West,Yes,0.72231,803,1191,0.69686,0.74775
2010,First Stage of Tertiary Education,West,No,0.27769,388,1191,0.25225,0.30314
2010,First Stage of Tertiary Education,East,Yes,0.77260,311,410,0.73198,0.81323
2010,First Stage of Tertiary Education,East,No,0.22740,99,410,0.18677,0.26802
2010,Second Stage of Tertiary Education,West,Yes,0.67988,2709,3966,0.66536,0.69440
2010,Second Stage of Tertiary Education,West,No,0.32012,1257,3966,0.30560,0.33464
2010,Second Stage of Tertiary Education,East,Yes,0.80076,1051,1390,0.77976,0.82177
2010,Second Stage of Tertiary Education,East,No,0.19924,339,1390,0.17823,0.22024
2011,No answer / don't know,West,Yes,0.63132,294,467,0.58751,0.67512
2011,No answer / don't know,West,No,0.36868,173,467,0.32488,0.41249
2011,No answer / don't know,East,Yes,0.43482,53,111,0.34218,0.52746
2011,No answer / don't know,East,No,0.56518,58,111,0.47254,0.65782
2011,Pre-primary Level,West,Yes,0.65963,277,424,0.61447,0.70479
2011,Pre-primary Level,West,No,0.34037,147,424,0.29521,0.38553
2011,Pre-primary Level,East,Yes,0.65002,34,34,0.48728,0.81276
2011,Primary Level,West,Yes,0.71843,240,360,0.67191,0.76496
2011,Primary Level,West,No,0.28157,120,360,0.23504,0.32809
2011,Primary Level,East,Yes,0.64701,33,33,0.48142,0.81259
2011,Lower Secondary Level,West,Yes,0.75058,1814,2543,0.73376,0.76740
2011,Lower Secondary Level,West,No,0.24942,729,2543,0.23260,0.26624
2011,Lower Secondary Level,East,Yes,0.75108,284,399,0.70860,0.79356
2011,Lower Secondary Level,East,No,0.24892,115,399,0.20644,0.29140
2011,Upper Secondary Level,West,Yes,0.71472,7438,10492,0.70608,0.72336
2011,Upper Secondary Level,West,No,0.28528,3054,10492,0.27664,0.29392
2011,Upper Secondary Level,East,Yes,0.72581,2356,3379,0.71077,0.74086
2011,Upper Secondary Level,East,No,0.27419,1023,3379,0.25914,0.28923
2011,Post-secondary Non-tertiary Level,West,Yes,0.70972,1198,1711,0.68820,0.73123
2011,Post-secondary Non-tertiary Level,West,No,0.29028,513,1711,0.26877,0.31180
2011,Post-secondary Non-tertiary Level,East,Yes,0.71184,193,289,0.65953,0.76415
2011,Post-secondary Non-tertiary Level,East,No,0.28816,96,289,0.23585,0.34047
2011,First Stage of Tertiary Education,West,Yes,0.70900,941,1377,0.68500,0.73300
2011,First Stage of Tertiary Education,West,No,0.29100,436,1377,0.26700,0.31500
2011,First Stage of Tertiary Education,East,Yes,0.75494,364,465,0.71580,0.79408
2011,First Stage of Tertiary Education,East,No,0.24506,101,465,0.20592,0.28420
2011,Second Stage of Tertiary Education,West,Yes,0.70595,3264,4638,0.69284,0.71907
2011,Second Stage of Tertiary Education,West,No,0.29405,1374,4638,0.28093,0.30716
2011,Second Stage of Tertiary Education,East,Yes,0.81873,1207,1561,0.79961,0.83785
2011,Second Stage of Tertiary Education,East,No,0.18127,354,1561,0.16215,0.20039
2012,No answer / don't know,West,Yes,0.59755,217,344,0.54565,0.64945
2012,No answer / don't know,West,No,0.40245,127,344,0.35055,0.45435
2012,No answer / don't know,East,Yes,0.48559,46,46,0.33956,0.63162
2012,Pre-primary Level,West,Yes,0.63938,275,419,0.59334,0.68541
2012,Pre-primary Level,West,No,0.36062,144,419,0.31459,0.40666
2012,Pre-primary Level,East,Yes,0.59981,31,31,0.42449,0.77513
2012,Primary Level,West,Yes,0.64673,220,336,0.59555,0.69792
2012,Primary Level,West,No,0.35327,116,336,0.30208,0.40445
2012,Primary Level,East,Yes,0.59821,31,31,0.42277,0.77364
2012,Lower Secondary Level,West,Yes,0.73908,1794,2515,0.72191,0.75624
2012,Lower Secondary Level,West,No,0.26092,721,2515,0.24376,0.27809
2012,Lower Secondary Level,East,Yes,0.78286,272,374,0.74102,0.82470
2012,Lower Secondary Level,East,No,0.21714,102,374,0.17530,0.25898
2012,Upper Secondary Level,West,Yes,0.71842,7282,10189,0.70969,0.72715
2012,Upper Secondary Level,West,No,0.28158,2907,10189,0.27285,0.29031
2012,Upper Secondary Level,East,Yes,0.70428,2292,3296,0.68869,0.71986
2012,Upper Secondary Level,East,No,0.29572,1004,3296,0.28014,0.31131
2012,Post-secondary Non-tertiary Level,West,Yes,0.70643,1171,1663,0.68454,0.72833
2012,Post-secondary Non-tertiary Level,West,No,0.29357,492,1663,0.27167,0.31546
2012,Post-secondary Non-tertiary Level,East,Yes,0.69377,197,298,0.64135,0.74619
2012,Post-secondary Non-tertiary Level,East,No,0.30623,101,298,0.25381,0.35865
2012,First Stage of Tertiary Education,West,Yes,0.69817,921,1329,0.67348,0.72286
2012,First Stage of Tertiary Education,West,No,0.30183,408,1329,0.27714,0.32652
2012,First Stage of Tertiary Education,East,Yes,0.75842,369,472,0.71976,0.79708
2012,First Stage of Tertiary Education,East,No,0.24158,103,472,0.20292,0.28024
2012,Second Stage of Tertiary Education,West,Yes,0.70476,3217,4596,0.69157,0.71795
2012,Second Stage of Tertiary Education,West,No,0.29524,1379,4596,0.28205,0.30843
2012,Second Stage of Tertiary Education,East,Yes,0.79694,1161,1529,0.77677,0.81711
2012,Second Stage of Tertiary Education,East,No,0.20306,368,1529,0.18289,0.22323
2013,No answer / don't know,West,Yes,0.64498,263,396,0.59779,0.69217
2013,No answer / don't know,West,No,0.35502,133,396,0.30783,0.40221
2013,No answer / don't know,East,Yes,0.58784,41,41,0.43529,0.74038
2013,Pre-primary Level,West,Yes,0.75968,288,400,0.71775,0.80160
2013,Pre-primary Level,West,No,0.24032,112,400,0.19840,0.28225
2013,Pre-primary Level,East,Yes,0.79620,40,40,0.66978,0.92263
2013,Primary Level,West,Yes,0.71801,200,281,0.66531,0.77072
2013,Primary Level,West,No,0.28199,81,281,0.22928,0.33469
2013,Primary Level,East,Yes,0.70760,34,34,0.55241,0.86280
2013,Lower Secondary Level,West,Yes,0.77500,1689,2273,0.75783,0.79217
2013,Lower Secondary Level,West,No,0.22500,584,2273,0.20783,0.24217
2013,Lower Secondary Level,East,Yes,0.71547,254,343,0.66765,0.76329
2013,Lower Secondary Level,East,No,0.28453,89,343,0.23671,0.33235
2013,Upper Secondary Level,West,Yes,0.76037,6925,9424,0.75175,0.76899
2013,Upper Secondary Level,West,No,0.23963,2499,9424,0.23101,0.24825
2013,Upper Secondary Level,East,Yes,0.72918,2217,3054,0.71342,0.74494
2013,Upper Secondary Level,East,No,0.27082,837,3054,0.25506,0.28658
2013,Post-secondary Non-tertiary Level,West,Yes,0.70271,1054,1506,0.67962,0.72580
2013,Post-secondary Non-tertiary Level,West,No,0.29729,452,1506,0.27420,0.32038
2013,Post-secondary Non-tertiary Level,East,Yes,0.67919,178,273,0.62372,0.73466
2013,Post-secondary Non-tertiary Level,East,No,0.32081,95,273,0.26534,0.37628
2013,First Stage of Tertiary Education,West,Yes,0.73017,891,1242,0.70547,0.75486
2013,First Stage of Tertiary Education,West,No,0.26983,351,1242,0.24514,0.29453
2013,First Stage of Tertiary Education,East,Yes,0.75321,335,430,0.71241,0.79401
2013,First Stage of Tertiary Education,East,No,0.24679,95,430,0.20599,0.28759
2013,Second Stage of Tertiary Education,West,Yes,0.73068,3150,4400,0.71757,0.74379
2013,Second Stage of Tertiary Education,West,No,0.26932,1250,4400,0.25621,0.28243
2013,Second Stage of Tertiary Education,East,Yes,0.77977,1092,1452,0.75845,0.80109
2013,Second Stage of Tertiary Education,East,No,0.22023,360,1452,0.19891,0.24155
2014,No answer / don't know,West,Yes,0.64601,327,514,0.60463,0.68739
2014,No answer / don't know,West,No,0.35399,187,514,0.31261,0.39537
2014,No answer / don't know,East,Yes,0.67123,57,93,0.57523,0.76722
2014,No answer / don't know,East,No,0.32877,36,93,0.23278,0.42477
2014,Pre-primary Level,West,Yes,0.61441,246,391,0.56610,0.66272
2014,Pre-primary Level,West,No,0.38559,145,391,0.33728,0.43390
