year,pgisced97,regtyp,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,Primary Level,Rural regions,Yes,0.70193,56,56,0.58104,0.82282
1998,Lower Secondary Level,Urban regions,Yes,0.71365,1184,1746,0.69244,0.73486
1998,Lower Secondary Level,Urban regions,No,0.28635,562,1746,0.26514,0.30756
1998,Lower Secondary Level,Rural regions,Yes,0.71163,543,774,0.67969,0.74356
1998,Lower Secondary Level,Rural regions,No,0.28837,231,774,0.25644,0.32031
1998,Upper Secondary Level,Urban regions,Yes,0.68315,2886,4337,0.66931,0.69700
1998,Upper Secondary Level,Urban regions,No,0.31685,1451,4337,0.30300,0.33069
1998,Upper Secondary Level,Rural regions,Yes,0.68150,1731,2629,0.66369,0.69931
1998,Upper Secondary Level,Rural regions,No,0.31850,898,2629,0.30069,0.33631
1998,Post-secondary Non-tertiary Level,Urban regions,Yes,0.68825,268,384,0.64186,0.73464
1998,Post-secondary Non-tertiary Level,Urban regions,No,0.31175,116,384,0.26536,0.35814
1998,Post-secondary Non-tertiary Level,Rural regions,Yes,0.69014,80,120,0.60705,0.77323
1998,Post-secondary Non-tertiary Level,Rural regions,No,0.30986,40,120,0.22677,0.39295
1998,First Stage of Tertiary Education,Urban regions,Yes,0.66582,333,505,0.62463,0.70700
1998,First Stage of Tertiary Education,Urban regions,No,0.33418,172,505,0.29300,0.37537
1998,First Stage of Tertiary Education,Rural regions,Yes,0.69565,203,303,0.64376,0.74755
1998,First Stage of Tertiary Education,Rural regions,No,0.30435,100,303,0.25245,0.35624
1998,Second Stage of Tertiary Education,Urban regions,Yes,0.68865,840,1239,0.66286,0.71445
1998,Second Stage of Tertiary Education,Urban regions,No,0.31135,399,1239,0.28555,0.33714
1998,Second Stage of Tertiary Education,Rural regions,Yes,0.69668,507,721,0.66310,0.73025
1998,Second Stage of Tertiary Education,Rural regions,No,0.30332,214,721,0.26975,0.33690
1999,No answer / don't know,Urban regions,Yes,0.60571,118,205,0.53865,0.67277
1999,No answer / don't know,Urban regions,No,0.39429,87,205,0.32723,0.46135
1999,No answer / don't know,Rural regions,Yes,0.51700,44,75,0.40314,0.63086
1999,No answer / don't know,Rural regions,No,0.48300,31,75,0.36914,0.59686
1999,Pre-primary Level,Urban regions,Yes,0.62650,124,206,0.56028,0.69271
1999,Pre-primary Level,Urban regions,No,0.37350,82,206,0.30729,0.43972
1999,Pre-primary Level,Rural regions,Yes,0.56405,66,109,0.47052,0.65757
1999,Pre-primary Level,Rural regions,No,0.43595,43,109,0.34243,0.52948
1999,Primary Level,Urban regions,Yes,0.72370,253,352,0.67691,0.77048
1999,Primary Level,Urban regions,No,0.27630,99,352,0.22952,0.32309
1999,Primary Level,Rural regions,Yes,0.75060,51,51,0.63068,0.87053
1999,Lower Secondary Level,Urban regions,Yes,0.74935,1191,1673,0.72858,0.77012
1999,Lower Secondary Level,Urban regions,No,0.25065,482,1673,0.22988,0.27142
1999,Lower Secondary Level,Rural regions,Yes,0.80224,585,750,0.77371,0.83077
1999,Lower Secondary Level,Rural regions,No,0.19776,165,750,0.16923,0.22629
1999,Upper Secondary Level,Urban regions,Yes,0.70659,2930,4281,0.69295,0.72023
1999,Upper Secondary Level,Urban regions,No,0.29341,1351,4281,0.27977,0.30705
1999,Upper Secondary Level,Rural regions,Yes,0.71850,1860,2623,0.70129,0.73572
1999,Upper Secondary Level,Rural regions,No,0.28150,763,2623,0.26428,0.29871
1999,Post-secondary Non-tertiary Level,Urban regions,Yes,0.69808,270,383,0.65204,0.74412
1999,Post-secondary Non-tertiary Level,Urban regions,No,0.30192,113,383,0.25588,0.34796
1999,Post-secondary Non-tertiary Level,Rural regions,Yes,0.64824,78,119,0.56208,0.73440
1999,Post-secondary Non-tertiary Level,Rural regions,No,0.35176,41,119,0.26560,0.43792
1999,First Stage of Tertiary Education,Urban regions,Yes,0.68532,351,500,0.64457,0.72606
1999,First Stage of Tertiary Education,Urban regions,No,0.31468,149,500,0.27394,0.35543
1999,First Stage of Tertiary Education,Rural regions,Yes,0.67370,213,310,0.62143,0.72598
1999,First Stage of Tertiary Education,Rural regions,No,0.32630,97,310,0.27402,0.37857
1999,Second Stage of Tertiary Education,Urban regions,Yes,0.69044,873,1242,0.66472,0.71617
1999,Second Stage of Tertiary Education,Urban regions,No,0.30956,369,1242,0.28383,0.33528
1999,Second Stage of Tertiary Education,Rural regions,Yes,0.67191,496,713,0.63742,0.70640
1999,Second Stage of Tertiary Education,Rural regions,No,0.32809,217,713,0.29360,0.36258
2000,Pre-primary Level,Urban regions,Yes,0.54294,175,319,0.48819,0.59769
2000,Pre-primary Level,Urban regions,No,0.45706,144,319,0.40231,0.51181
2000,Pre-primary Level,Rural regions,Yes,0.52667,98,171,0.45161,0.60172
2000,Pre-primary Level,Rural regions,No,0.47333,73,171,0.39828,0.54839
2000,Primary Level,Urban regions,Yes,0.64799,214,326,0.59607,0.69992
2000,Primary Level,Urban regions,No,0.35201,112,326,0.30008,0.40393
2000,Primary Level,Rural regions,Yes,0.67668,52,52,0.54831,0.80506
2000,Lower Secondary Level,Urban regions,Yes,0.72412,1701,2381,0.70616,0.74208
2000,Lower Secondary Level,Urban regions,No,0.27588,680,2381,0.25792,0.29384
2000,Lower Secondary Level,Rural regions,Yes,0.75145,847,1151,0.72647,0.77643
2000,Lower Secondary Level,Rural regions,No,0.24855,304,1151,0.22357,0.27353
2000,Upper Secondary Level,Urban regions,Yes,0.67928,5338,7959,0.66903,0.68954
2000,Upper Secondary Level,Urban regions,No,0.32072,2621,7959,0.31046,0.33097
2000,Upper Secondary Level,Rural regions,Yes,0.68295,3226,4798,0.66979,0.69612
2000,Upper Secondary Level,Rural regions,No,0.31705,1572,4798,0.30388,0.33021
2000,Post-secondary Non-tertiary Level,Urban regions,Yes,0.66653,564,864,0.63508,0.69799
2000,Post-secondary Non-tertiary Level,Urban regions,No,0.33347,300,864,0.30201,0.36492
2000,Post-secondary Non-tertiary Level,Rural regions,Yes,0.64758,162,253,0.58860,0.70657
2000,Post-secondary Non-tertiary Level,Rural regions,No,0.35242,91,253,0.29343,0.41140
2000,First Stage of Tertiary Education,Urban regions,Yes,0.68090,808,1185,0.65435,0.70745
2000,First Stage of Tertiary Education,Urban regions,No,0.31910,377,1185,0.29255,0.34565
2000,First Stage of Tertiary Education,Rural regions,Yes,0.71321,476,690,0.67944,0.74698
2000,First Stage of Tertiary Education,Rural regions,No,0.28679,214,690,0.25302,0.32056
2000,Second Stage of Tertiary Education,Urban regions,Yes,0.67539,1753,2608,0.65741,0.69336
2000,Second Stage of Tertiary Education,Urban regions,No,0.32461,855,2608,0.30664,0.34259
2000,Second Stage of Tertiary Education,Rural regions,Yes,0.70630,843,1192,0.68043,0.73217
2000,Second Stage of Tertiary Education,Rural regions,No,0.29370,349,1192,0.26783,0.31957
2001,No answer / don't know,Urban regions,Yes,0.67102,51,51,0.54079,0.80126
2001,Pre-primary Level,Urban regions,Yes,0.53709,191,349,0.48470,0.58948
2001,Pre-primary Level,Urban regions,No,0.46291,158,349,0.41052,0.51530
2001,Pre-primary Level,Rural regions,Yes,0.57890,116,189,0.50832,0.64948
2001,Pre-primary Level,Rural regions,No,0.42110,73,189,0.35052,0.49168
2001,Primary Level,Urban regions,Yes,0.76617,183,245,0.71306,0.81928
2001,Primary Level,Urban regions,No,0.23383,62,245,0.18072,0.28694
2001,Primary Level,Rural regions,Yes,0.58474,45,45,0.43914,0.73034
2001,Lower Secondary Level,Urban regions,Yes,0.71972,1465,2081,0.70042,0.73902
2001,Lower Secondary Level,Urban regions,No,0.28028,616,2081,0.26098,0.29958
2001,Lower Secondary Level,Rural regions,Yes,0.74787,736,988,0.72078,0.77496
2001,Lower Secondary Level,Rural regions,No,0.25213,252,988,0.22504,0.27922
2001,Upper Secondary Level,Urban regions,Yes,0.69842,4971,7200,0.68782,0.70902
2001,Upper Secondary Level,Urban regions,No,0.30158,2229,7200,0.29098,0.31218
2001,Upper Secondary Level,Rural regions,Yes,0.69055,2975,4331,0.67679,0.70432
2001,Upper Secondary Level,Rural regions,No,0.30945,1356,4331,0.29568,0.32321
2001,Post-secondary Non-tertiary Level,Urban regions,Yes,0.67943,542,827,0.64760,0.71126
2001,Post-secondary Non-tertiary Level,Urban regions,No,0.32057,285,827,0.28874,0.35240
2001,Post-secondary Non-tertiary Level,Rural regions,Yes,0.69790,155,237,0.63932,0.75648
2001,Post-secondary Non-tertiary Level,Rural regions,No,0.30210,82,237,0.24352,0.36068
2001,First Stage of Tertiary Education,Urban regions,Yes,0.66796,704,1064,0.63964,0.69627
2001,First Stage of Tertiary Education,Urban regions,No,0.33204,360,1064,0.30373,0.36036
2001,First Stage of Tertiary Education,Rural regions,Yes,0.72889,427,605,0.69344,0.76434
2001,First Stage of Tertiary Education,Rural regions,No,0.27111,178,605,0.23566,0.30656
2001,Second Stage of Tertiary Education,Urban regions,Yes,0.68402,1660,2434,0.66555,0.70250
2001,Second Stage of Tertiary Education,Urban regions,No,0.31598,774,2434,0.29750,0.33445
2001,Second Stage of Tertiary Education,Rural regions,Yes,0.70962,792,1104,0.68283,0.73641
2001,Second Stage of Tertiary Education,Rural regions,No,0.29038,312,1104,0.26359,0.31717
2002,No answer / don't know,Urban regions,Yes,0.65922,73,113,0.57144,0.74700
2002,No answer / don't know,Urban regions,No,0.34078,40,113,0.25300,0.42856
2002,No answer / don't know,Rural regions,Yes,0.50743,38,72,0.39114,0.62372
2002,No answer / don't know,Rural regions,No,0.49257,34,72,0.37628,0.60886
2002,Pre-primary Level,Urban regions,Yes,0.53408,240,426,0.48665,0.58151
2002,Pre-primary Level,Urban regions,No,0.46592,186,426,0.41849,0.51335
2002,Pre-primary Level,Rural regions,Yes,0.55159,110,184,0.47953,0.62365
2002,Pre-primary Level,Rural regions,No,0.44841,74,184,0.37635,0.52047
2002,Primary Level,Urban regions,Yes,0.67692,148,221,0.61513,0.73872
2002,Primary Level,Urban regions,No,0.32308,73,221,0.26128,0.38487
2002,Primary Level,Rural regions,Yes,0.49622,33,64,0.37276,0.61969
2002,Primary Level,Rural regions,No,0.50378,31,64,0.38031,0.62724
2002,Lower Secondary Level,Urban regions,Yes,0.70033,1347,1939,0.67993,0.72073
2002,Lower Secondary Level,Urban regions,No,0.29967,592,1939,0.27927,0.32007
2002,Lower Secondary Level,Rural regions,Yes,0.71278,658,936,0.68378,0.74179
2002,Lower Secondary Level,Rural regions,No,0.28722,278,936,0.25821,0.31622
2002,Upper Secondary Level,Urban regions,Yes,0.68552,4989,7317,0.67488,0.69616
2002,Upper Secondary Level,Urban regions,No,0.31448,2328,7317,0.30384,0.32512
2002,Upper Secondary Level,Rural regions,Yes,0.67601,2854,4235,0.66192,0.69011
2002,Upper Secondary Level,Rural regions,No,0.32399,1381,4235,0.30989,0.33808
2002,Post-secondary Non-tertiary Level,Urban regions,Yes,0.67541,593,893,0.64468,0.70614
2002,Post-secondary Non-tertiary Level,Urban regions,No,0.32459,300,893,0.29386,0.35532
2002,Post-secondary Non-tertiary Level,Rural regions,Yes,0.64147,172,270,0.58416,0.69878
2002,Post-secondary Non-tertiary Level,Rural regions,No,0.35853,98,270,0.30122,0.41584
2002,First Stage of Tertiary Education,Urban regions,Yes,0.65948,735,1115,0.63166,0.68731
2002,First Stage of Tertiary Education,Urban regions,No,0.34052,380,1115,0.31269,0.36834
2002,First Stage of Tertiary Education,Rural regions,Yes,0.68978,429,627,0.65355,0.72602
2002,First Stage of Tertiary Education,Rural regions,No,0.31022,198,627,0.27398,0.34645
2002,Second Stage of Tertiary Education,Urban regions,Yes,0.67348,2185,3230,0.65731,0.68966
2002,Second Stage of Tertiary Education,Urban regions,No,0.32652,1045,3230,0.31034,0.34269
2002,Second Stage of Tertiary Education,Rural regions,Yes,0.73066,942,1318,0.70670,0.75462
2002,Second Stage of Tertiary Education,Rural regions,No,0.26934,376,1318,0.24538,0.29330
2003,No answer / don't know,Urban regions,Yes,0.56773,95,160,0.49073,0.64473
2003,No answer / don't know,Urban regions,No,0.43227,65,160,0.35527,0.50927
2003,No answer / don't know,Rural regions,Yes,0.57946,50,81,0.47129,0.68764
2003,No answer / don't know,Rural regions,No,0.42054,31,81,0.31236,0.52871
2003,Pre-primary Level,Urban regions,Yes,0.53567,240,417,0.48774,0.58360
2003,Pre-primary Level,Urban regions,No,0.46433,177,417,0.41640,0.51226
2003,Pre-primary Level,Rural regions,Yes,0.58003,115,195,0.51058,0.64948
2003,Pre-primary Level,Rural regions,No,0.41997,80,195,0.35052,0.48942
2003,Primary Level,Urban regions,Yes,0.73403,148,207,0.67369,0.79437
2003,Primary Level,Urban regions,No,0.26597,59,207,0.20563,0.32631
2003,Primary Level,Rural regions,Yes,0.62810,42,42,0.48016,0.77604
2003,Lower Secondary Level,Urban regions,Yes,0.70387,1290,1833,0.68296,0.72477
2003,Lower Secondary Level,Urban regions,No,0.29613,543,1833,0.27523,0.31704
2003,Lower Secondary Level,Rural regions,Yes,0.73085,646,881,0.70154,0.76015
2003,Lower Secondary Level,Rural regions,No,0.26915,235,881,0.23985,0.29846
2003,Upper Secondary Level,Urban regions,Yes,0.70649,4917,7036,0.69585,0.71713
2003,Upper Secondary Level,Urban regions,No,0.29351,2119,7036,0.28287,0.30415
2003,Upper Secondary Level,Rural regions,Yes,0.69536,2733,4019,0.68113,0.70959
2003,Upper Secondary Level,Rural regions,No,0.30464,1286,4019,0.29041,0.31887
2003,Post-secondary Non-tertiary Level,Urban regions,Yes,0.69913,616,879,0.66880,0.72947
2003,Post-secondary Non-tertiary Level,Urban regions,No,0.30087,263,879,0.27053,0.33120
2003,Post-secondary Non-tertiary Level,Rural regions,Yes,0.70215,175,269,0.64740,0.75691
2003,Post-secondary Non-tertiary Level,Rural regions,No,0.29785,94,269,0.24309,0.35260
2003,First Stage of Tertiary Education,Urban regions,Yes,0.68487,737,1066,0.65696,0.71277
2003,First Stage of Tertiary Education,Urban regions,No,0.31513,329,1066,0.28723,0.34304
2003,First Stage of Tertiary Education,Rural regions,Yes,0.70992,426,614,0.67400,0.74585
2003,First Stage of Tertiary Education,Rural regions,No,0.29008,188,614,0.25415,0.32600
2003,Second Stage of Tertiary Education,Urban regions,Yes,0.68514,2136,3071,0.66871,0.70157
2003,Second Stage of Tertiary Education,Urban regions,No,0.31486,935,3071,0.29843,0.33129
2003,Second Stage of Tertiary Education,Rural regions,Yes,0.74638,925,1258,0.72233,0.77043
2003,Second Stage of Tertiary Education,Rural regions,No,0.25362,333,1258,0.22957,0.27767
2004,No answer / don't know,Urban regions,Yes,0.59066,105,186,0.51980,0.66151
2004,No answer / don't know,Urban regions,No,0.40934,81,186,0.33849,0.48020
2004,No answer / don't know,Rural regions,Yes,0.54512,40,79,0.43461,0.65563
2004,No answer / don't know,Rural regions,No,0.45488,39,79,0.34437,0.56539
2004,Pre-primary Level,Urban regions,Yes,0.53275,248,439,0.48603,0.57948
2004,Pre-primary Level,Urban regions,No,0.46725,191,439,0.42052,0.51397
2004,Pre-primary Level,Rural regions,Yes,0.62996,121,198,0.56253,0.69738
2004,Pre-primary Level,Rural regions,No,0.37004,77,198,0.30262,0.43747
2004,Primary Level,Urban regions,Yes,0.64963,127,195,0.58249,0.71677
2004,Primary Level,Urban regions,No,0.35037,68,195,0.28323,0.41751
2004,Primary Level,Rural regions,Yes,0.61689,36,36,0.45583,0.77795
2004,Lower Secondary Level,Urban regions,Yes,0.69955,1197,1724,0.67790,0.72120
2004,Lower Secondary Level,Urban regions,No,0.30045,527,1724,0.27880,0.32210
2004,Lower Secondary Level,Rural regions,Yes,0.70575,577,834,0.67481,0.73670
2004,Lower Secondary Level,Rural regions,No,0.29425,257,834,0.26330,0.32519
2004,Upper Secondary Level,Urban regions,Yes,0.69783,4682,6825,0.68693,0.70872
2004,Upper Secondary Level,Urban regions,No,0.30217,2143,6825,0.29128,0.31307
2004,Upper Secondary Level,Rural regions,Yes,0.67569,2638,3927,0.66105,0.69034
2004,Upper Secondary Level,Rural regions,No,0.32431,1289,3927,0.30966,0.33895
2004,Post-secondary Non-tertiary Level,Urban regions,Yes,0.68703,586,888,0.65651,0.71755
2004,Post-secondary Non-tertiary Level,Urban regions,No,0.31297,302,888,0.28245,0.34349
2004,Post-secondary Non-tertiary Level,Rural regions,Yes,0.68260,179,265,0.62646,0.73875
2004,Post-secondary Non-tertiary Level,Rural regions,No,0.31740,86,265,0.26125,0.37354
2004,First Stage of Tertiary Education,Urban regions,Yes,0.67477,691,1035,0.64621,0.70332
2004,First Stage of Tertiary Education,Urban regions,No,0.32523,344,1035,0.29668,0.35379
2004,First Stage of Tertiary Education,Rural regions,Yes,0.69948,405,597,0.66267,0.73629
2004,First Stage of Tertiary Education,Rural regions,No,0.30052,192,597,0.26371,0.33733
2004,Second Stage of Tertiary Education,Urban regions,Yes,0.67322,2056,3031,0.65652,0.68992
2004,Second Stage of Tertiary Education,Urban regions,No,0.32678,975,3031,0.31008,0.34348
2004,Second Stage of Tertiary Education,Rural regions,Yes,0.74782,900,1249,0.72373,0.77192
2004,Second Stage of Tertiary Education,Rural regions,No,0.25218,349,1249,0.22808,0.27627
2005,No answer / don't know,Urban regions,Yes,0.58287,122,209,0.51585,0.64988
2005,No answer / don't know,Urban regions,No,0.41713,87,209,0.35012,0.48415
2005,No answer / don't know,Rural regions,Yes,0.61481,58,99,0.51846,0.71116
2005,No answer / don't know,Rural regions,No,0.38519,41,99,0.28884,0.48154
2005,Pre-primary Level,Urban regions,Yes,0.58098,251,446,0.53513,0.62682
2005,Pre-primary Level,Urban regions,No,0.41902,195,446,0.37318,0.46487
2005,Pre-primary Level,Rural regions,Yes,0.67037,134,201,0.60522,0.73552
2005,Pre-primary Level,Rural regions,No,0.32963,67,201,0.26448,0.39478
2005,Primary Level,Urban regions,Yes,0.73141,136,188,0.66788,0.79494
2005,Primary Level,Urban regions,No,0.26859,52,188,0.20506,0.33212
2005,Primary Level,Rural regions,Yes,0.57919,36,36,0.41563,0.74275
2005,Lower Secondary Level,Urban regions,Yes,0.73054,1170,1623,0.70895,0.75213
2005,Lower Secondary Level,Urban regions,No,0.26946,453,1623,0.24787,0.29105
2005,Lower Secondary Level,Rural regions,Yes,0.72492,545,758,0.69310,0.75673
2005,Lower Secondary Level,Rural regions,No,0.27508,213,758,0.24327,0.30690
2005,Upper Secondary Level,Urban regions,Yes,0.70152,4519,6464,0.69037,0.71268
2005,Upper Secondary Level,Urban regions,No,0.29848,1945,6464,0.28732,0.30963
2005,Upper Secondary Level,Rural regions,Yes,0.67451,2532,3724,0.65946,0.68956
2005,Upper Secondary Level,Rural regions,No,0.32549,1192,3724,0.31044,0.34054
2005,Post-secondary Non-tertiary Level,Urban regions,Yes,0.67545,591,861,0.64415,0.70674
2005,Post-secondary Non-tertiary Level,Urban regions,No,0.32455,270,861,0.29326,0.35585
2005,Post-secondary Non-tertiary Level,Rural regions,Yes,0.68467,179,265,0.62862,0.74072
2005,Post-secondary Non-tertiary Level,Rural regions,No,0.31533,86,265,0.25928,0.37138
2005,First Stage of Tertiary Education,Urban regions,Yes,0.69822,694,984,0.66952,0.72691
2005,First Stage of Tertiary Education,Urban regions,No,0.30178,290,984,0.27309,0.33048
2005,First Stage of Tertiary Education,Rural regions,Yes,0.70831,385,569,0.67093,0.74569
2005,First Stage of Tertiary Education,Rural regions,No,0.29169,184,569,0.25431,0.32907
2005,Second Stage of Tertiary Education,Urban regions,Yes,0.70154,2040,2948,0.68502,0.71806
2005,Second Stage of Tertiary Education,Urban regions,No,0.29846,908,2948,0.28194,0.31498
2005,Second Stage of Tertiary Education,Rural regions,Yes,0.73966,869,1200,0.71483,0.76450
2005,Second Stage of Tertiary Education,Rural regions,No,0.26034,331,1200,0.23550,0.28517
2006,No answer / don't know,Urban regions,Yes,0.54190,124,221,0.47606,0.60774
2006,No answer / don't know,Urban regions,No,0.45810,97,221,0.39226,0.52394
2006,No answer / don't know,Rural regions,Yes,0.55561,63,106,0.46056,0.65065
2006,No answer / don't know,Rural regions,No,0.44439,43,106,0.34935,0.53944
2006,Pre-primary Level,Urban regions,Yes,0.59387,158,275,0.53572,0.65202
2006,Pre-primary Level,Urban regions,No,0.40613,117,275,0.34798,0.46428
2006,Pre-primary Level,Rural regions,Yes,0.49591,66,122,0.40682,0.58500
2006,Pre-primary Level,Rural regions,No,0.50409,56,122,0.41500,0.59318
2006,Primary Level,Urban regions,Yes,0.65258,115,174,0.58163,0.72353
2006,Primary Level,Urban regions,No,0.34742,59,174,0.27647,0.41837
2006,Primary Level,Rural regions,Yes,0.67738,47,47,0.54229,0.81248
2006,Lower Secondary Level,Urban regions,Yes,0.72368,1178,1630,0.70197,0.74540
2006,Lower Secondary Level,Urban regions,No,0.27632,452,1630,0.25460,0.29803
2006,Lower Secondary Level,Rural regions,Yes,0.72165,612,843,0.69138,0.75193
2006,Lower Secondary Level,Rural regions,No,0.27835,231,843,0.24807,0.30862
2006,Upper Secondary Level,Urban regions,Yes,0.69091,4840,6972,0.68006,0.70176
2006,Upper Secondary Level,Urban regions,No,0.30909,2132,6972,0.29824,0.31994
2006,Upper Secondary Level,Rural regions,Yes,0.68200,2744,4085,0.66772,0.69629
2006,Upper Secondary Level,Rural regions,No,0.31800,1341,4085,0.30371,0.33228
2006,Post-secondary Non-tertiary Level,Urban regions,Yes,0.69008,621,916,0.66012,0.72005
2006,Post-secondary Non-tertiary Level,Urban regions,No,0.30992,295,916,0.27995,0.33988
2006,Post-secondary Non-tertiary Level,Rural regions,Yes,0.65089,183,295,0.59640,0.70538
2006,Post-secondary Non-tertiary Level,Rural regions,No,0.34911,112,295,0.29462,0.40360
2006,First Stage of Tertiary Education,Urban regions,Yes,0.69864,710,1028,0.67058,0.72671
2006,First Stage of Tertiary Education,Urban regions,No,0.30136,318,1028,0.27329,0.32942
2006,First Stage of Tertiary Education,Rural regions,Yes,0.69980,428,620,0.66369,0.73591
2006,First Stage of Tertiary Education,Rural regions,No,0.30020,192,620,0.26409,0.33631
2006,Second Stage of Tertiary Education,Urban regions,Yes,0.66337,2177,3243,0.64711,0.67964
2006,Second Stage of Tertiary Education,Urban regions,No,0.33663,1066,3243,0.32036,0.35289
2006,Second Stage of Tertiary Education,Rural regions,Yes,0.69768,941,1328,0.67297,0.72239
2006,Second Stage of Tertiary Education,Rural regions,No,0.30232,387,1328,0.27761,0.32703
2007,No answer / don't know,Urban regions,Yes,0.55165,133,225,0.48652,0.61678
2007,No answer / don't know,Urban regions,No,0.44835,92,225,0.38322,0.51348
2007,No answer / don't know,Rural regions,Yes,0.51291,57,108,0.41820,0.60762
2007,No answer / don't know,Rural regions,No,0.48709,51,108,0.39238,0.58180
2007,Pre-primary Level,Urban regions,Yes,0.60143,134,229,0.53788,0.66498
2007,Pre-primary Level,Urban regions,No,0.39857,95,229,0.33502,0.46212
2007,Pre-primary Level,Rural regions,Yes,0.57901,67,111,0.48675,0.67128
2007,Pre-primary Level,Rural regions,No,0.42099,44,111,0.32872,0.51325
2007,Primary Level,Urban regions,Yes,0.68598,111,150,0.61146,0.76051
2007,Primary Level,Urban regions,No,0.31402,39,150,0.23949,0.38854
2007,Primary Level,Rural regions,Yes,0.63945,47,47,0.50069,0.77821
2007,Lower Secondary Level,Urban regions,Yes,0.73834,1058,1452,0.71572,0.76096
2007,Lower Secondary Level,Urban regions,No,0.26166,394,1452,0.23904,0.28428
2007,Lower Secondary Level,Rural regions,Yes,0.73398,540,740,0.70212,0.76584
2007,Lower Secondary Level,Rural regions,No,0.26602,200,740,0.23416,0.29788
2007,Upper Secondary Level,Urban regions,Yes,0.70859,4558,6450,0.69750,0.71968
2007,Upper Secondary Level,Urban regions,No,0.29141,1892,6450,0.28032,0.30250
2007,Upper Secondary Level,Rural regions,Yes,0.70722,2668,3820,0.69279,0.72165
2007,Upper Secondary Level,Rural regions,No,0.29278,1152,3820,0.27835,0.30721
2007,Post-secondary Non-tertiary Level,Urban regions,Yes,0.68874,612,872,0.65799,0.71949
2007,Post-secondary Non-tertiary Level,Urban regions,No,0.31126,260,872,0.28051,0.34201
2007,Post-secondary Non-tertiary Level,Rural regions,Yes,0.64127,198,291,0.58606,0.69647
2007,Post-secondary Non-tertiary Level,Rural regions,No,0.35873,93,291,0.30353,0.41394
2007,First Stage of Tertiary Education,Urban regions,Yes,0.72860,677,940,0.70016,0.75705
2007,First Stage of Tertiary Education,Urban regions,No,0.27140,263,940,0.24295,0.29984
2007,First Stage of Tertiary Education,Rural regions,Yes,0.68697,405,586,0.64939,0.72455
2007,First Stage of Tertiary Education,Rural regions,No,0.31303,181,586,0.27545,0.35061
2007,Second Stage of Tertiary Education,Urban regions,Yes,0.68451,2169,3104,0.66816,0.70086
2007,Second Stage of Tertiary Education,Urban regions,No,0.31549,935,3104,0.29914,0.33184
2007,Second Stage of Tertiary Education,Rural regions,Yes,0.73373,942,1271,0.70942,0.75804
2007,Second Stage of Tertiary Education,Rural regions,No,0.26627,329,1271,0.24196,0.29058
2008,No answer / don't know,Urban regions,Yes,0.56359,118,220,0.49790,0.62927
2008,No answer / don't know,Urban regions,No,0.43641,102,220,0.37073,0.50210
2008,No answer / don't know,Rural regions,Yes,0.54281,62,112,0.45014,0.63549
2008,No answer / don't know,Rural regions,No,0.45719,50,112,0.36451,0.54986
2008,Pre-primary Level,Urban regions,Yes,0.57514,142,236,0.51194,0.63834
2008,Pre-primary Level,Urban regions,No,0.42486,94,236,0.36166,0.48806
2008,Pre-primary Level,Rural regions,Yes,0.73948,80,117,0.65961,0.81936
2008,Pre-primary Level,Rural regions,No,0.26052,37,117,0.18064,0.34039
2008,Primary Level,Urban regions,Yes,0.62006,87,133,0.53726,0.70287
2008,Primary Level,Urban regions,No,0.37994,46,133,0.29713,0.46274
2008,Primary Level,Rural regions,Yes,0.66586,31,31,0.49707,0.83465
2008,Lower Secondary Level,Urban regions,Yes,0.70919,933,1321,0.68469,0.73369
2008,Lower Secondary Level,Urban regions,No,0.29081,388,1321,0.26631,0.31531
2008,Lower Secondary Level,Rural regions,Yes,0.70208,477,675,0.66755,0.73661
2008,Lower Secondary Level,Rural regions,No,0.29792,198,675,0.26339,0.33245
2008,Upper Secondary Level,Urban regions,Yes,0.72508,4408,6082,0.71386,0.73630
2008,Upper Secondary Level,Urban regions,No,0.27492,1674,6082,0.26370,0.28614
2008,Upper Secondary Level,Rural regions,Yes,0.69830,2499,3610,0.68332,0.71327
2008,Upper Secondary Level,Rural regions,No,0.30170,1111,3610,0.28673,0.31668
2008,Post-secondary Non-tertiary Level,Urban regions,Yes,0.66228,548,810,0.62969,0.69487
2008,Post-secondary Non-tertiary Level,Urban regions,No,0.33772,262,810,0.30513,0.37031
2008,Post-secondary Non-tertiary Level,Rural regions,Yes,0.70144,189,275,0.64725,0.75563
2008,Post-secondary Non-tertiary Level,Rural regions,No,0.29856,86,275,0.24437,0.35275
2008,First Stage of Tertiary Education,Urban regions,Yes,0.72522,640,872,0.69558,0.75487
2008,First Stage of Tertiary Education,Urban regions,No,0.27478,232,872,0.24513,0.30442
2008,First Stage of Tertiary Education,Rural regions,Yes,0.74065,390,535,0.70347,0.77782
2008,First Stage of Tertiary Education,Rural regions,No,0.25935,145,535,0.22218,0.29653
2008,Second Stage of Tertiary Education,Urban regions,Yes,0.68779,2091,2970,0.67113,0.70446
2008,Second Stage of Tertiary Education,Urban regions,No,0.31221,879,2970,0.29554,0.32887
2008,Second Stage of Tertiary Education,Rural regions,Yes,0.71735,893,1210,0.69197,0.74273
2008,Second Stage of Tertiary Education,Rural regions,No,0.28265,317,1210,0.25727,0.30803
2009,No answer / don't know,Urban regions,Yes,0.57141,120,209,0.50415,0.63866
2009,No answer / don't know,Urban regions,No,0.42859,89,209,0.36134,0.49585
