year,pgisced97,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,First Stage of Tertiary Education,No,0.28753,511,1801,0.26662,0.30844
2012,Second Stage of Tertiary Education,Yes,0.71942,4378,6125,0.70817,0.73067
2012,Second Stage of Tertiary Education,No,0.27553,1747,6125,0.26434,0.28672
2013,Pre-primary Level,Yes,0.35846,328,455,0.31435,0.40257
2013,Pre-primary Level,No,0.11131,127,455,0.08238,0.14024
2013,Primary Level,Yes,0.49243,234,330,0.43841,0.54646
2013,Primary Level,No,0.19474,96,330,0.15195,0.23753
2013,Lower Secondary Level,Yes,0.63763,1943,2616,0.61921,0.65605
2013,Lower Secondary Level,No,0.19236,673,2616,0.17725,0.20747
2013,Upper Secondary Level,Yes,0.70731,9142,12478,0.69932,0.71529
2013,Upper Secondary Level,No,0.23094,3336,12478,0.22354,0.23833
2013,Post-secondary Non-tertiary Level,Yes,0.59539,1232,1779,0.57258,0.61821
2013,Post-secondary Non-tertiary Level,No,0.25546,547,1779,0.23519,0.27573
2013,First Stage of Tertiary Education,Yes,0.72338,1226,1672,0.70194,0.74483
2013,First Stage of Tertiary Education,No,0.25992,446,1672,0.23889,0.28095
2013,Second Stage of Tertiary Education,Yes,0.68246,4242,5852,0.67053,0.69438
2013,Second Stage of Tertiary Education,No,0.23857,1610,5852,0.22765,0.24949
2014,Pre-primary Level,Yes,0.32830,270,445,0.28462,0.37198
2014,Pre-primary Level,No,0.22616,175,445,0.18724,0.26507
2014,Primary Level,Yes,0.73463,368,502,0.69596,0.77329
2014,Primary Level,No,0.26431,134,502,0.22570,0.30293
2014,Lower Secondary Level,Yes,0.72329,2174,3099,0.70753,0.73904
2014,Lower Secondary Level,No,0.25518,925,3099,0.23983,0.27054
2014,Upper Secondary Level,Yes,0.71457,8828,12493,0.70665,0.72249
2014,Upper Secondary Level,No,0.28219,3665,12493,0.27429,0.29008
2014,Post-secondary Non-tertiary Level,Yes,0.69552,1420,2039,0.67554,0.71550
2014,Post-secondary Non-tertiary Level,No,0.30193,619,2039,0.28200,0.32186
2014,First Stage of Tertiary Education,Yes,0.71693,1132,1589,0.69477,0.73909
2014,First Stage of Tertiary Education,No,0.27973,457,1589,0.25766,0.30181
2014,Second Stage of Tertiary Education,Yes,0.71722,4379,6206,0.70601,0.72842
2014,Second Stage of Tertiary Education,No,0.27902,1827,6206,0.26786,0.29018
2015,Pre-primary Level,Yes,0.36510,233,346,0.31430,0.41590
2015,Pre-primary Level,No,0.14776,113,346,0.11032,0.18521
2015,Primary Level,Yes,0.70544,300,408,0.66115,0.74973
2015,Primary Level,No,0.20458,108,408,0.16538,0.24377
2015,Lower Secondary Level,Yes,0.66690,1870,2665,0.64900,0.68479
2015,Lower Secondary Level,No,0.27534,795,2665,0.25838,0.29231
2015,Upper Secondary Level,Yes,0.71688,8260,11606,0.70869,0.72508
2015,Upper Secondary Level,No,0.26290,3346,11606,0.25489,0.27091
2015,Post-secondary Non-tertiary Level,Yes,0.66915,1339,1949,0.64826,0.69005
2015,Post-secondary Non-tertiary Level,No,0.29580,610,1949,0.27553,0.31607
2015,First Stage of Tertiary Education,Yes,0.71934,1055,1514,0.69670,0.74198
2015,First Stage of Tertiary Education,No,0.27437,459,1514,0.25189,0.29685
2015,Second Stage of Tertiary Education,Yes,0.69409,4164,5859,0.68229,0.70589
2015,Second Stage of Tertiary Education,No,0.26562,1695,5859,0.25431,0.27693
2016,Pre-primary Level,Yes,0.28830,214,331,0.23943,0.33718
2016,Pre-primary Level,No,0.18420,117,331,0.14238,0.22603
2016,Primary Level,Yes,0.61402,272,396,0.56601,0.66203
2016,Primary Level,No,0.27009,124,396,0.22630,0.31387
2016,Lower Secondary Level,Yes,0.67662,1779,2550,0.65846,0.69478
2016,Lower Secondary Level,No,0.27421,771,2550,0.25689,0.29153
2016,Upper Secondary Level,Yes,0.70844,7637,10923,0.69992,0.71697
2016,Upper Secondary Level,No,0.27852,3286,10923,0.27011,0.28693
2016,Post-secondary Non-tertiary Level,Yes,0.67420,1363,2011,0.65371,0.69469
2016,Post-secondary Non-tertiary Level,No,0.31809,648,2011,0.29773,0.33845
2016,First Stage of Tertiary Education,Yes,0.70719,988,1392,0.68327,0.73110
2016,First Stage of Tertiary Education,No,0.29025,404,1392,0.26640,0.31410
2016,Second Stage of Tertiary Education,Yes,0.71167,4117,5862,0.70007,0.72326
2016,Second Stage of Tertiary Education,No,0.27551,1745,5862,0.26407,0.28695
2017,Pre-primary Level,Yes,0.38559,277,397,0.33765,0.43353
2017,Pre-primary Level,No,0.14472,120,397,0.11007,0.17938
2017,Primary Level,Yes,0.62141,319,441,0.57608,0.66673
2017,Primary Level,No,0.23004,122,441,0.19072,0.26937
2017,Lower Secondary Level,Yes,0.71004,1963,2717,0.69297,0.72710
2017,Lower Secondary Level,No,0.24880,754,2717,0.23254,0.26505
2017,Upper Secondary Level,Yes,0.72828,8634,11980,0.72031,0.73624
2017,Upper Secondary Level,No,0.25950,3346,11980,0.25165,0.26735
2017,Post-secondary Non-tertiary Level,Yes,0.71156,1532,2195,0.69260,0.73052
2017,Post-secondary Non-tertiary Level,No,0.28120,663,2195,0.26239,0.30002
2017,First Stage of Tertiary Education,Yes,0.73115,1101,1525,0.70889,0.75341
2017,First Stage of Tertiary Education,No,0.26774,424,1525,0.24551,0.28997
2017,Second Stage of Tertiary Education,Yes,0.71969,4694,6484,0.70876,0.73063
2017,Second Stage of Tertiary Education,No,0.26855,1790,6484,0.25776,0.27933
2018,Pre-primary Level,Yes,0.35782,212,334,0.30633,0.40931
2018,Pre-primary Level,No,0.17358,122,334,0.13290,0.21426
2018,Primary Level,Yes,0.62042,336,479,0.57691,0.66392
2018,Primary Level,No,0.22698,143,479,0.18943,0.26454
2018,Lower Secondary Level,Yes,0.67929,1876,2685,0.66163,0.69695
2018,Lower Secondary Level,No,0.27743,809,2685,0.26049,0.29437
2018,Upper Secondary Level,Yes,0.72532,8323,11490,0.71715,0.73348
2018,Upper Secondary Level,No,0.26495,3167,11490,0.25688,0.27302
2018,Post-secondary Non-tertiary Level,Yes,0.70171,1492,2121,0.68224,0.72119
2018,Post-secondary Non-tertiary Level,No,0.29046,629,2121,0.27113,0.30978
2018,First Stage of Tertiary Education,Yes,0.70747,1058,1439,0.68396,0.73099
2018,First Stage of Tertiary Education,No,0.28669,381,1439,0.26332,0.31007
2018,Second Stage of Tertiary Education,Yes,0.72874,4601,6328,0.71779,0.73970
2018,Second Stage of Tertiary Education,No,0.25916,1727,6328,0.24836,0.26996
2019,Pre-primary Level,Yes,0.43190,216,331,0.37845,0.48534
2019,Pre-primary Level,No,0.16728,115,331,0.12701,0.20755
2019,Primary Level,Yes,0.65642,285,389,0.60917,0.70368
2019,Primary Level,No,0.18717,104,389,0.14836,0.22598
2019,Lower Secondary Level,Yes,0.69959,1726,2416,0.68131,0.71788
2019,Lower Secondary Level,No,0.25133,690,2416,0.23403,0.26863
2019,Upper Secondary Level,Yes,0.73966,8121,11120,0.73150,0.74782
2019,Upper Secondary Level,No,0.25303,2999,11120,0.24495,0.26111
2019,Post-secondary Non-tertiary Level,Yes,0.70830,1522,2173,0.68918,0.72741
2019,Post-secondary Non-tertiary Level,No,0.28756,651,2173,0.26853,0.30660
2019,First Stage of Tertiary Education,Yes,0.70725,1188,1652,0.68530,0.72919
2019,First Stage of Tertiary Education,No,0.28947,464,1652,0.26759,0.31134
2019,Second Stage of Tertiary Education,Yes,0.72278,5061,7007,0.71230,0.73326
2019,Second Stage of Tertiary Education,No,0.26589,1946,7007,0.25554,0.27623
2020,Pre-primary Level,Yes,0.29926,202,350,0.25121,0.34730
2020,Pre-primary Level,No,0.17348,148,350,0.13376,0.21321
2020,Primary Level,Yes,0.61079,776,1473,0.58588,0.63570
2020,Primary Level,No,0.33298,697,1473,0.30890,0.35706
2020,Lower Secondary Level,Yes,0.64843,1868,3023,0.63140,0.66545
2020,Lower Secondary Level,No,0.31521,1155,3023,0.29865,0.33178
2020,Upper Secondary Level,Yes,0.69028,7521,11142,0.68169,0.69887
2020,Upper Secondary Level,No,0.30112,3621,11142,0.29260,0.30963
2020,Post-secondary Non-tertiary Level,Yes,0.64836,1499,2340,0.62901,0.66771
2020,Post-secondary Non-tertiary Level,No,0.34899,841,2340,0.32967,0.36830
2020,First Stage of Tertiary Education,Yes,0.66050,994,1452,0.63614,0.68487
2020,First Stage of Tertiary Education,No,0.33541,458,1452,0.31112,0.35971
2020,Second Stage of Tertiary Education,Yes,0.68757,5058,7653,0.67719,0.69796
2020,Second Stage of Tertiary Education,No,0.30838,2595,7653,0.29804,0.31873
2021,Pre-primary Level,Yes,0.33207,125,188,0.26456,0.39957
2021,Pre-primary Level,No,0.16006,63,188,0.10751,0.21262
2021,Primary Level,Yes,0.51138,133,207,0.44312,0.57964
2021,Primary Level,No,0.25664,74,207,0.19699,0.31628
2021,Lower Secondary Level,Yes,0.68294,956,1373,0.65831,0.70756
2021,Lower Secondary Level,No,0.26892,417,1373,0.24546,0.29238
2021,Upper Secondary Level,Yes,0.73246,5063,6958,0.72205,0.74286
2021,Upper Secondary Level,No,0.25980,1895,6958,0.24949,0.27010
2021,Post-secondary Non-tertiary Level,Yes,0.67089,1064,1527,0.64732,0.69447
2021,Post-secondary Non-tertiary Level,No,0.32456,463,1527,0.30107,0.34805
2021,First Stage of Tertiary Education,Yes,0.72323,747,1001,0.69550,0.75096
2021,First Stage of Tertiary Education,No,0.27670,254,1001,0.24897,0.30443
2021,Second Stage of Tertiary Education,Yes,0.71427,3865,5288,0.70209,0.72644
2021,Second Stage of Tertiary Education,No,0.27793,1423,5288,0.26585,0.29001
2022,Pre-primary Level,Yes,0.34301,180,304,0.28956,0.39647
2022,Pre-primary Level,No,0.21578,124,304,0.16946,0.26210
2022,Primary Level,Yes,0.60000,540,821,0.56647,0.63354
2022,Primary Level,No,0.27563,281,821,0.24505,0.30621
2022,Lower Secondary Level,Yes,0.62004,1207,1765,0.59739,0.64269
2022,Lower Secondary Level,No,0.26716,558,1765,0.24651,0.28781
2022,Upper Secondary Level,Yes,0.59453,5738,8309,0.58397,0.60509
2022,Upper Secondary Level,No,0.24930,2571,8309,0.24000,0.25860
2022,Post-secondary Non-tertiary Level,Yes,0.58988,1358,2024,0.56845,0.61132
2022,Post-secondary Non-tertiary Level,No,0.28542,666,2024,0.26574,0.30510
2022,First Stage of Tertiary Education,Yes,0.57696,840,1194,0.54892,0.60499
2022,First Stage of Tertiary Education,No,0.26632,354,1194,0.24123,0.29140
2022,Second Stage of Tertiary Education,Yes,0.59188,5328,7885,0.58103,0.60273
2022,Second Stage of Tertiary Education,No,0.27924,2557,7885,0.26933,0.28914
