year,migback,regtyp,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Direct migration background,Urban regions,Yes,0.70078,2393,3492,0.68559,0.71597
2017,Direct migration background,Urban regions,No,0.29922,1099,3492,0.28403,0.31441
2017,Direct migration background,Rural regions,Yes,0.69325,820,1236,0.66753,0.71897
2017,Direct migration background,Rural regions,No,0.30675,416,1236,0.28103,0.33247
2017,Indirect migration background,Urban regions,Yes,0.66877,884,1314,0.64331,0.69423
2017,Indirect migration background,Urban regions,No,0.33123,430,1314,0.30577,0.35669
2017,Indirect migration background,Rural regions,Yes,0.69763,184,278,0.64354,0.75172
2017,Indirect migration background,Rural regions,No,0.30237,94,278,0.24828,0.35646
2018,No migration background,Urban regions,Yes,0.73878,8723,11903,0.73089,0.74668
2018,No migration background,Urban regions,No,0.26122,3180,11903,0.25332,0.26911
2018,No migration background,Rural regions,Yes,0.74285,5444,7442,0.73292,0.75279
2018,No migration background,Rural regions,No,0.25715,1998,7442,0.24721,0.26708
2018,Direct migration background,Urban regions,Yes,0.68477,2326,3384,0.66912,0.70043
2018,Direct migration background,Urban regions,No,0.31523,1058,3384,0.29957,0.33088
2018,Direct migration background,Rural regions,Yes,0.64583,765,1175,0.61847,0.67319
2018,Direct migration background,Rural regions,No,0.35417,410,1175,0.32681,0.38153
2018,Indirect migration background,Urban regions,Yes,0.64601,847,1302,0.62002,0.67200
2018,Indirect migration background,Urban regions,No,0.35399,455,1302,0.32800,0.37998
2018,Indirect migration background,Rural regions,Yes,0.59402,186,298,0.53817,0.64987
2018,Indirect migration background,Rural regions,No,0.40598,112,298,0.35013,0.46183
2019,No migration background,No answer / don't know,Yes,0.75651,374,484,0.71823,0.79478
2019,No migration background,No answer / don't know,No,0.24349,110,484,0.20522,0.28177
2019,No migration background,Urban regions,Yes,0.74070,8913,12149,0.73291,0.74850
2019,No migration background,Urban regions,No,0.25930,3236,12149,0.25150,0.26709
2019,No migration background,Rural regions,Yes,0.75454,5378,7436,0.74476,0.76432
2019,No migration background,Rural regions,No,0.24546,2058,7436,0.23568,0.25524
2019,Direct migration background,Urban regions,Yes,0.70136,2056,2960,0.68487,0.71785
2019,Direct migration background,Urban regions,No,0.29864,904,2960,0.28215,0.31513
2019,Direct migration background,Rural regions,Yes,0.71791,698,1031,0.69043,0.74540
2019,Direct migration background,Rural regions,No,0.28209,333,1031,0.25460,0.30957
2019,Indirect migration background,No answer / don't know,Yes,0.75861,31,31,0.60548,0.91174
2019,Indirect migration background,Urban regions,Yes,0.68425,822,1235,0.65831,0.71018
2019,Indirect migration background,Urban regions,No,0.31575,413,1235,0.28982,0.34169
2019,Indirect migration background,Rural regions,Yes,0.52681,170,290,0.46925,0.58437
2019,Indirect migration background,Rural regions,No,0.47319,120,290,0.41563,0.53075
2020,No migration background,Urban regions,Yes,0.70657,8132,11536,0.69826,0.71488
2020,No migration background,Urban regions,No,0.29343,3404,11536,0.28512,0.30174
2020,No migration background,Rural regions,Yes,0.69396,4742,6892,0.68308,0.70485
2020,No migration background,Rural regions,No,0.30604,2150,6892,0.29515,0.31692
2020,Direct migration background,Urban regions,Yes,0.60144,3389,6216,0.58927,0.61362
2020,Direct migration background,Urban regions,No,0.39856,2827,6216,0.38638,0.41073
2020,Direct migration background,Rural regions,Yes,0.62783,1189,2124,0.60727,0.64839
2020,Direct migration background,Rural regions,No,0.37217,935,2124,0.35161,0.39273
2020,Indirect migration background,Urban regions,Yes,0.57649,744,1237,0.54894,0.60404
2020,Indirect migration background,Urban regions,No,0.42351,493,1237,0.39596,0.45106
2020,Indirect migration background,Rural regions,Yes,0.55368,161,290,0.49636,0.61099
2020,Indirect migration background,Rural regions,No,0.44632,129,290,0.38901,0.50364
2021,No migration background,Urban regions,Yes,0.74244,6236,8304,0.73303,0.75185
2021,No migration background,Urban regions,No,0.25756,2068,8304,0.24815,0.26697
2021,No migration background,Rural regions,Yes,0.72520,3533,4848,0.71263,0.73777
2021,No migration background,Rural regions,No,0.27480,1315,4848,0.26223,0.28737
2021,Direct migration background,Urban regions,Yes,0.69024,1521,2326,0.67145,0.70904
2021,Direct migration background,Urban regions,No,0.30976,805,2326,0.29096,0.32855
2021,Direct migration background,Rural regions,Yes,0.57626,447,739,0.54061,0.61192
2021,Direct migration background,Rural regions,No,0.42374,292,739,0.38808,0.45939
2021,Indirect migration background,Urban regions,Yes,0.65270,497,736,0.61828,0.68712
2021,Indirect migration background,Urban regions,No,0.34730,239,736,0.31288,0.38172
2021,Indirect migration background,Rural regions,Yes,0.65684,116,191,0.58933,0.72435
2021,Indirect migration background,Rural regions,No,0.34316,75,191,0.27565,0.41067
2022,No migration background,Urban regions,Yes,0.71164,7170,10073,0.70280,0.72049
2022,No migration background,Urban regions,No,0.28836,2903,10073,0.27951,0.29720
2022,No migration background,Rural regions,Yes,0.70517,4357,6279,0.69389,0.71645
2022,No migration background,Rural regions,No,0.29483,1922,6279,0.28355,0.30611
2022,Direct migration background,Urban regions,Yes,0.63442,3999,6449,0.62266,0.64617
2022,Direct migration background,Urban regions,No,0.36558,2450,6449,0.35383,0.37734
2022,Direct migration background,Rural regions,Yes,0.63415,835,1357,0.60851,0.65978
2022,Direct migration background,Rural regions,No,0.36585,522,1357,0.34022,0.39149
2022,Indirect migration background,Urban regions,Yes,0.60496,690,1031,0.57511,0.63482
2022,Indirect migration background,Urban regions,No,0.39504,341,1031,0.36518,0.42489
2022,Indirect migration background,Rural regions,Yes,0.67987,225,326,0.62915,0.73059
2022,Indirect migration background,Rural regions,No,0.32013,101,326,0.26941,0.37085
