year,hhtyp,regtyp,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Single parent,Urban regions,Yes,0.72772,330,452,0.68663,0.76880
2003,Single parent,Urban regions,No,0.27228,122,452,0.23120,0.31337
2003,Single parent,Rural regions,Yes,0.68587,146,224,0.62495,0.74679
2003,Single parent,Rural regions,No,0.31413,78,224,0.25321,0.37505
2003,Couple with children,Urban regions,Yes,0.86084,2312,2688,0.84775,0.87392
2003,Couple with children,Urban regions,No,0.13916,376,2688,0.12608,0.15225
2003,Couple with children,Rural regions,Yes,0.76091,1033,1373,0.73834,0.78348
2003,Couple with children,Rural regions,No,0.23909,340,1373,0.21652,0.26166
2003,Multi-generational household,Urban regions,Yes,0.72437,58,58,0.60837,0.84037
2003,Multi-generational household,Rural regions,Yes,0.68959,32,32,0.52672,0.85246
2003,Other Combinations,Urban regions,Yes,0.71096,53,53,0.58774,0.83417
2004,Single-person household,Urban regions,Yes,0.68364,1311,1939,0.66294,0.70435
2004,Single-person household,Urban regions,No,0.31636,628,1939,0.29565,0.33706
2004,Single-person household,Rural regions,Yes,0.59046,490,826,0.55691,0.62402
2004,Single-person household,Rural regions,No,0.40954,336,826,0.37598,0.44309
2004,Couple without children,Urban regions,Yes,0.83224,2122,2531,0.81768,0.84680
2004,Couple without children,Urban regions,No,0.16776,409,2531,0.15320,0.18232
2004,Couple without children,Rural regions,Yes,0.72986,874,1220,0.70493,0.75478
2004,Couple without children,Rural regions,No,0.27014,346,1220,0.24522,0.29507
2004,Single parent,Urban regions,Yes,0.74406,328,441,0.70329,0.78484
2004,Single parent,Urban regions,No,0.25594,113,441,0.21516,0.29671
2004,Single parent,Rural regions,Yes,0.71169,148,219,0.65156,0.77182
2004,Single parent,Rural regions,No,0.28831,71,219,0.22818,0.34844
2004,Couple with children,Urban regions,Yes,0.85895,2201,2555,0.84545,0.87245
2004,Couple with children,Urban regions,No,0.14105,354,2555,0.12755,0.15455
2004,Couple with children,Rural regions,Yes,0.76680,1010,1328,0.74405,0.78956
2004,Couple with children,Rural regions,No,0.23320,318,1328,0.21044,0.25595
2004,Multi-generational household,Urban regions,Yes,0.74400,54,54,0.62650,0.86150
2004,Other Combinations,Urban regions,Yes,0.77751,52,52,0.66336,0.89166
2005,Single-person household,Urban regions,Yes,0.70434,1396,2033,0.68450,0.72418
2005,Single-person household,Urban regions,No,0.29566,637,2033,0.27582,0.31550
2005,Single-person household,Rural regions,Yes,0.60234,516,859,0.56959,0.63509
2005,Single-person household,Rural regions,No,0.39766,343,859,0.36491,0.43041
2005,Couple without children,Urban regions,Yes,0.84039,2099,2486,0.82599,0.85479
2005,Couple without children,Urban regions,No,0.15961,387,2486,0.14521,0.17401
2005,Couple without children,Rural regions,Yes,0.75736,877,1201,0.73310,0.78161
2005,Couple without children,Rural regions,No,0.24264,324,1201,0.21839,0.26690
2005,Single parent,Urban regions,Yes,0.72259,331,450,0.68118,0.76400
2005,Single parent,Urban regions,No,0.27741,119,450,0.23600,0.31882
2005,Single parent,Rural regions,Yes,0.66700,155,241,0.60737,0.72662
2005,Single parent,Rural regions,No,0.33300,86,241,0.27338,0.39263
2005,Couple with children,Urban regions,Yes,0.86070,2113,2439,0.84696,0.87445
2005,Couple with children,Urban regions,No,0.13930,326,2439,0.12555,0.15304
2005,Couple with children,Rural regions,Yes,0.82651,1012,1261,0.80560,0.84742
2005,Couple with children,Rural regions,No,0.17349,249,1261,0.15258,0.19440
2005,Multi-generational household,Urban regions,Yes,0.74847,48,48,0.62442,0.87252
2005,Multi-generational household,Rural regions,Yes,0.68533,31,31,0.51916,0.85151
2005,Other Combinations,Urban regions,Yes,0.67713,50,50,0.54620,0.80805
2006,Single-person household,Urban regions,Yes,0.69949,1554,2256,0.68056,0.71841
2006,Single-person household,Urban regions,No,0.30051,702,2256,0.28159,0.31944
2006,Single-person household,Rural regions,Yes,0.61624,635,1026,0.58647,0.64601
2006,Single-person household,Rural regions,No,0.38376,391,1026,0.35399,0.41353
2006,Couple without children,Urban regions,Yes,0.84250,2395,2783,0.82896,0.85604
2006,Couple without children,Urban regions,No,0.15750,388,2783,0.14396,0.17104
2006,Couple without children,Rural regions,Yes,0.76926,1025,1371,0.74695,0.79157
2006,Couple without children,Rural regions,No,0.23074,346,1371,0.20843,0.25305
2006,Single parent,Urban regions,Yes,0.74155,369,495,0.70295,0.78016
2006,Single parent,Urban regions,No,0.25845,126,495,0.21984,0.29705
2006,Single parent,Rural regions,Yes,0.72378,191,273,0.67064,0.77692
2006,Single parent,Rural regions,No,0.27622,82,273,0.22308,0.32936
2006,Couple with children,Urban regions,Yes,0.85822,2154,2497,0.84454,0.87191
2006,Couple with children,Urban regions,No,0.14178,343,2497,0.12809,0.15546
2006,Couple with children,Rural regions,Yes,0.82939,1081,1338,0.80922,0.84955
2006,Couple with children,Rural regions,No,0.17061,257,1338,0.15045,0.19078
2006,Multi-generational household,Urban regions,Yes,0.73448,45,45,0.60399,0.86497
2006,Multi-generational household,Rural regions,Yes,0.69893,31,31,0.53478,0.86308
2006,Other Combinations,Urban regions,Yes,0.80356,51,51,0.69344,0.91369
2007,Single-person household,Urban regions,Yes,0.72055,1517,2118,0.70144,0.73967
2007,Single-person household,Urban regions,No,0.27945,601,2118,0.26033,0.29856
2007,Single-person household,Rural regions,Yes,0.62997,618,981,0.59974,0.66019
2007,Single-person household,Rural regions,No,0.37003,363,981,0.33981,0.40026
2007,Couple without children,Urban regions,Yes,0.86276,2223,2570,0.84946,0.87607
2007,Couple without children,Urban regions,No,0.13724,347,2570,0.12393,0.15054
2007,Couple without children,Rural regions,Yes,0.76537,965,1301,0.74233,0.78840
2007,Couple without children,Rural regions,No,0.23463,336,1301,0.21160,0.25767
2007,Single parent,Urban regions,Yes,0.75227,340,458,0.71269,0.79185
2007,Single parent,Urban regions,No,0.24773,118,458,0.20815,0.28731
2007,Single parent,Rural regions,Yes,0.73506,182,252,0.68047,0.78966
2007,Single parent,Rural regions,No,0.26494,70,252,0.21034,0.31953
2007,Couple with children,Urban regions,Yes,0.88151,2064,2340,0.86841,0.89461
2007,Couple with children,Urban regions,No,0.11849,276,2340,0.10539,0.13159
2007,Couple with children,Rural regions,Yes,0.82703,998,1233,0.80591,0.84815
2007,Couple with children,Rural regions,No,0.17297,235,1233,0.15185,0.19409
2007,Multi-generational household,Urban regions,Yes,0.76926,42,42,0.64030,0.89822
2007,Other Combinations,Urban regions,Yes,0.67560,40,40,0.52867,0.82253
2008,Single-person household,Urban regions,Yes,0.72913,1488,2048,0.70988,0.74839
2008,Single-person household,Urban regions,No,0.27087,560,2048,0.25161,0.29012
2008,Single-person household,Rural regions,Yes,0.66361,609,931,0.63325,0.69398
2008,Single-person household,Rural regions,No,0.33639,322,931,0.30602,0.36675
2008,Couple without children,Urban regions,Yes,0.87517,2154,2469,0.86213,0.88821
2008,Couple without children,Urban regions,No,0.12483,315,2469,0.11179,0.13787
2008,Couple without children,Rural regions,Yes,0.77250,958,1263,0.74937,0.79563
2008,Couple without children,Rural regions,No,0.22750,305,1263,0.20437,0.25063
2008,Single parent,Urban regions,Yes,0.76624,330,433,0.72633,0.80615
2008,Single parent,Urban regions,No,0.23376,103,433,0.19385,0.27367
2008,Single parent,Rural regions,Yes,0.73267,181,248,0.67748,0.78786
2008,Single parent,Rural regions,No,0.26733,67,248,0.21214,0.32252
2008,Couple with children,Urban regions,Yes,0.87542,1882,2141,0.86143,0.88941
2008,Couple with children,Urban regions,No,0.12458,259,2141,0.11059,0.13857
2008,Couple with children,Rural regions,Yes,0.83764,914,1123,0.81606,0.85922
2008,Couple with children,Rural regions,No,0.16236,209,1123,0.14078,0.18394
2008,Multi-generational household,Urban regions,Yes,0.76048,33,33,0.61261,0.90836
2008,Other Combinations,Urban regions,Yes,0.63918,32,32,0.47012,0.80823
2009,Single-person household,Urban regions,Yes,0.72797,1436,1962,0.70827,0.74767
2009,Single-person household,Urban regions,No,0.27203,526,1962,0.25233,0.29173
2009,Single-person household,Rural regions,Yes,0.67452,584,882,0.64358,0.70546
2009,Single-person household,Rural regions,No,0.32548,298,882,0.29454,0.35642
2009,Couple without children,Urban regions,Yes,0.88789,2033,2314,0.87503,0.90074
2009,Couple without children,Urban regions,No,0.11211,281,2314,0.09926,0.12497
2009,Couple without children,Rural regions,Yes,0.77593,943,1234,0.75266,0.79921
2009,Couple without children,Rural regions,No,0.22407,291,1234,0.20079,0.24734
2009,Single parent,Urban regions,Yes,0.80528,307,397,0.76628,0.84428
2009,Single parent,Urban regions,No,0.19472,90,397,0.15572,0.23372
2009,Single parent,Rural regions,Yes,0.71201,164,235,0.65399,0.77003
2009,Single parent,Rural regions,No,0.28799,71,235,0.22997,0.34601
2009,Couple with children,Urban regions,Yes,0.88397,1703,1943,0.86973,0.89822
2009,Couple with children,Urban regions,No,0.11603,240,1943,0.10178,0.13027
2009,Couple with children,Rural regions,Yes,0.83518,865,1064,0.81288,0.85749
2009,Couple with children,Rural regions,No,0.16482,199,1064,0.14251,0.18712
2009,Other Combinations,Urban regions,Yes,0.68268,34,34,0.52388,0.84148
2010,Single-person household,Urban regions,Yes,0.72672,1359,1851,0.70641,0.74702
2010,Single-person household,Urban regions,No,0.27328,492,1851,0.25298,0.29359
2010,Single-person household,Rural regions,Yes,0.67437,562,840,0.64266,0.70608
2010,Single-person household,Rural regions,No,0.32563,278,840,0.29392,0.35734
2010,Couple without children,Urban regions,Yes,0.89295,1953,2216,0.88008,0.90583
2010,Couple without children,Urban regions,No,0.10705,263,2216,0.09417,0.11992
2010,Couple without children,Rural regions,Yes,0.78784,900,1154,0.76424,0.81144
2010,Couple without children,Rural regions,No,0.21216,254,1154,0.18856,0.23576
2010,Single parent,Urban regions,Yes,0.77106,928,1203,0.74730,0.79481
2010,Single parent,Urban regions,No,0.22894,275,1203,0.20519,0.25270
2010,Single parent,Rural regions,Yes,0.66247,438,644,0.62592,0.69902
2010,Single parent,Rural regions,No,0.33753,206,644,0.30098,0.37408
2010,Couple with children,Urban regions,Yes,0.88420,3195,3717,0.87392,0.89449
2010,Couple with children,Urban regions,No,0.11580,522,3717,0.10551,0.12608
2010,Couple with children,Rural regions,Yes,0.82225,1621,1995,0.80547,0.83903
2010,Couple with children,Rural regions,No,0.17775,374,1995,0.16097,0.19453
2010,Multi-generational household,Urban regions,Yes,0.91744,46,46,0.83702,0.99785
2010,Multi-generational household,Rural regions,Yes,0.86690,35,35,0.75272,0.98108
2011,Single-person household,Urban regions,Yes,0.74532,1769,2404,0.72790,0.76274
2011,Single-person household,Urban regions,No,0.25468,635,2404,0.23726,0.27210
2011,Single-person household,Rural regions,Yes,0.66549,741,1129,0.63795,0.69302
2011,Single-person household,Rural regions,No,0.33451,388,1129,0.30698,0.36205
2011,Couple without children,Urban regions,Yes,0.88371,2434,2773,0.87178,0.89565
2011,Couple without children,Urban regions,No,0.11629,339,2773,0.10435,0.12822
2011,Couple without children,Rural regions,Yes,0.80345,1264,1599,0.78397,0.82294
2011,Couple without children,Rural regions,No,0.19655,335,1599,0.17706,0.21603
2011,Single parent,Urban regions,Yes,0.79892,1203,1502,0.77865,0.81920
2011,Single parent,Urban regions,No,0.20108,299,1502,0.18080,0.22135
2011,Single parent,Rural regions,Yes,0.72356,583,804,0.69263,0.75450
2011,Single parent,Rural regions,No,0.27644,221,804,0.24550,0.30737
2011,Couple with children,Urban regions,Yes,0.89986,3484,3951,0.89050,0.90922
2011,Couple with children,Urban regions,No,0.10014,467,3951,0.09078,0.10950
2011,Couple with children,Rural regions,Yes,0.84099,1827,2217,0.82576,0.85621
2011,Couple with children,Rural regions,No,0.15901,390,2217,0.14379,0.17424
2011,Multi-generational household,Urban regions,Yes,0.91899,51,51,0.84336,0.99462
2011,Multi-generational household,Rural regions,Yes,0.70315,36,36,0.55179,0.85451
2011,Other Combinations,Urban regions,Yes,0.83822,49,49,0.73404,0.94240
2012,Single-person household,Urban regions,Yes,0.74002,1812,2467,0.72271,0.75733
2012,Single-person household,Urban regions,No,0.25998,655,2467,0.24267,0.27729
2012,Single-person household,Rural regions,Yes,0.68823,816,1215,0.66217,0.71428
2012,Single-person household,Rural regions,No,0.31177,399,1215,0.28572,0.33783
2012,Couple without children,Urban regions,Yes,0.88602,2443,2774,0.87419,0.89785
2012,Couple without children,Urban regions,No,0.11398,331,2774,0.10215,0.12581
2012,Couple without children,Rural regions,Yes,0.82285,1350,1676,0.80456,0.84113
2012,Couple without children,Rural regions,No,0.17715,326,1676,0.15887,0.19544
2012,Single parent,Urban regions,Yes,0.77747,1101,1400,0.75567,0.79926
2012,Single parent,Urban regions,No,0.22253,299,1400,0.20074,0.24433
2012,Single parent,Rural regions,Yes,0.73054,577,779,0.69936,0.76172
2012,Single parent,Rural regions,No,0.26946,202,779,0.23828,0.30064
2012,Couple with children,Urban regions,Yes,0.90297,3274,3690,0.89342,0.91253
2012,Couple with children,Urban regions,No,0.09703,416,3690,0.08747,0.10658
2012,Couple with children,Rural regions,Yes,0.86509,1751,2084,0.85041,0.87976
2012,Couple with children,Rural regions,No,0.13491,333,2084,0.12024,0.14959
2012,Multi-generational household,Urban regions,Yes,0.83776,46,46,0.73004,0.94548
2012,Multi-generational household,Rural regions,Yes,0.78017,41,41,0.65183,0.90851
2012,Other Combinations,Urban regions,Yes,0.81456,46,46,0.70100,0.92811
2013,Single-person household,Urban regions,Yes,0.73710,1894,2629,0.72027,0.75393
2013,Single-person household,Urban regions,No,0.26290,735,2629,0.24607,0.27973
2013,Single-person household,Rural regions,Yes,0.68561,814,1215,0.65949,0.71173
2013,Single-person household,Rural regions,No,0.31439,401,1215,0.28827,0.34051
2013,Couple without children,Urban regions,Yes,0.88824,2583,2970,0.87691,0.89958
2013,Couple without children,Urban regions,No,0.11176,387,2970,0.10042,0.12309
2013,Couple without children,Rural regions,Yes,0.82562,1352,1669,0.80741,0.84382
2013,Couple without children,Rural regions,No,0.17438,317,1669,0.15618,0.19259
2013,Single parent,Urban regions,Yes,0.78972,1184,1480,0.76895,0.81049
2013,Single parent,Urban regions,No,0.21028,296,1480,0.18951,0.23105
2013,Single parent,Rural regions,Yes,0.74260,560,765,0.71160,0.77361
2013,Single parent,Rural regions,No,0.25740,205,765,0.22639,0.28840
2013,Couple with children,Urban regions,Yes,0.89753,3915,4434,0.88860,0.90646
2013,Couple with children,Urban regions,No,0.10247,519,4434,0.09354,0.11140
2013,Couple with children,Rural regions,Yes,0.85464,1859,2207,0.83993,0.86935
2013,Couple with children,Rural regions,No,0.14536,348,2207,0.13065,0.16007
2013,Multi-generational household,Urban regions,Yes,0.91316,65,65,0.84417,0.98215
2013,Multi-generational household,Rural regions,Yes,0.74535,49,49,0.62209,0.86860
2013,Other Combinations,Urban regions,Yes,0.78693,202,261,0.73715,0.83670
2013,Other Combinations,Urban regions,No,0.21307,59,261,0.16330,0.26285
2013,Other Combinations,Rural regions,Yes,0.66339,64,95,0.56786,0.75892
2013,Other Combinations,Rural regions,No,0.33661,31,95,0.24108,0.43214
2014,Single-person household,Urban regions,Yes,0.75287,1789,2421,0.73569,0.77006
2014,Single-person household,Urban regions,No,0.24713,632,2421,0.22994,0.26431
2014,Single-person household,Rural regions,Yes,0.68028,765,1141,0.65320,0.70735
2014,Single-person household,Rural regions,No,0.31972,376,1141,0.29265,0.34680
2014,Couple without children,Urban regions,Yes,0.89375,2431,2751,0.88223,0.90527
2014,Couple without children,Urban regions,No,0.10625,320,2751,0.09473,0.11777
2014,Couple without children,Rural regions,Yes,0.82815,1294,1612,0.80973,0.84657
2014,Couple without children,Rural regions,No,0.17185,318,1612,0.15343,0.19027
2014,Single parent,Urban regions,Yes,0.79904,971,1183,0.77620,0.82189
2014,Single parent,Urban regions,No,0.20096,212,1183,0.17811,0.22380
2014,Single parent,Rural regions,Yes,0.73120,455,632,0.69661,0.76579
2014,Single parent,Rural regions,No,0.26880,177,632,0.23421,0.30339
2014,Couple with children,Urban regions,Yes,0.89048,3349,3783,0.88053,0.90044
2014,Couple with children,Urban regions,No,0.10952,434,3783,0.09956,0.11947
2014,Couple with children,Rural regions,Yes,0.85003,1612,1917,0.83404,0.86602
2014,Couple with children,Rural regions,No,0.14997,305,1917,0.13398,0.16596
2014,Multi-generational household,Urban regions,Yes,0.84302,55,55,0.74599,0.94005
2014,Multi-generational household,Rural regions,Yes,0.85298,43,43,0.74589,0.96008
2014,Other Combinations,Urban regions,Yes,0.80833,154,189,0.75206,0.86459
2014,Other Combinations,Urban regions,No,0.19167,35,189,0.13541,0.24794
2014,Other Combinations,Rural regions,Yes,0.58102,46,46,0.43686,0.72517
2015,Single-person household,Urban regions,Yes,0.74936,1765,2456,0.73221,0.76650
2015,Single-person household,Urban regions,No,0.25064,691,2456,0.23350,0.26779
2015,Single-person household,Rural regions,Yes,0.68716,790,1168,0.66056,0.71377
2015,Single-person household,Rural regions,No,0.31284,378,1168,0.28623,0.33944
2015,Couple without children,Urban regions,Yes,0.89238,2394,2781,0.88086,0.90390
2015,Couple without children,Urban regions,No,0.10762,387,2781,0.09610,0.11914
2015,Couple without children,Rural regions,Yes,0.84029,1299,1594,0.82230,0.85828
2015,Couple without children,Rural regions,No,0.15971,295,1594,0.14172,0.17770
2015,Single parent,Urban regions,Yes,0.77427,892,1124,0.74982,0.79873
2015,Single parent,Urban regions,No,0.22573,232,1124,0.20127,0.25018
2015,Single parent,Rural regions,Yes,0.75020,422,587,0.71515,0.78525
2015,Single parent,Rural regions,No,0.24980,165,587,0.21475,0.28485
2015,Couple with children,Urban regions,Yes,0.89021,3269,3750,0.88020,0.90022
2015,Couple with children,Urban regions,No,0.10979,481,3750,0.09978,0.11980
2015,Couple with children,Rural regions,Yes,0.85418,1597,1907,0.83834,0.87003
2015,Couple with children,Rural regions,No,0.14582,310,1907,0.12997,0.16166
2015,Multi-generational household,Urban regions,Yes,0.90015,67,67,0.82782,0.97248
2015,Multi-generational household,Rural regions,Yes,0.86447,46,46,0.76446,0.96448
2015,Other Combinations,Urban regions,Yes,0.84304,148,186,0.79063,0.89546
2015,Other Combinations,Urban regions,No,0.15696,38,186,0.10454,0.20937
2015,Other Combinations,Rural regions,Yes,0.64161,45,45,0.49992,0.78330
2016,Single-person household,Urban regions,Yes,0.74017,1773,2605,0.72333,0.75702
2016,Single-person household,Urban regions,No,0.25983,832,2605,0.24298,0.27667
2016,Single-person household,Rural regions,Yes,0.70514,799,1195,0.67927,0.73100
2016,Single-person household,Rural regions,No,0.29486,396,1195,0.26900,0.32073
2016,Couple without children,Urban regions,Yes,0.89311,2270,2612,0.88126,0.90496
2016,Couple without children,Urban regions,No,0.10689,342,2612,0.09504,0.11874
2016,Couple without children,Rural regions,Yes,0.83429,1263,1545,0.81574,0.85283
2016,Couple without children,Rural regions,No,0.16571,282,1545,0.14717,0.18426
2016,Single parent,Urban regions,Yes,0.77230,855,1117,0.74769,0.79690
2016,Single parent,Urban regions,No,0.22770,262,1117,0.20310,0.25231
2016,Single parent,Rural regions,Yes,0.72635,398,589,0.69031,0.76238
2016,Single parent,Rural regions,No,0.27365,191,589,0.23762,0.30969
2016,Couple with children,Urban regions,Yes,0.89423,3409,4129,0.88485,0.90361
2016,Couple with children,Urban regions,No,0.10577,720,4129,0.09639,0.11515
2016,Couple with children,Rural regions,Yes,0.85454,1640,2075,0.83937,0.86971
2016,Couple with children,Rural regions,No,0.14546,435,2075,0.13029,0.16063
2016,Multi-generational household,Urban regions,Yes,0.89654,74,74,0.82668,0.96641
2016,Multi-generational household,Rural regions,Yes,0.58848,34,34,0.42057,0.75638
2016,Other Combinations,Urban regions,Yes,0.85507,179,271,0.81308,0.89706
2016,Other Combinations,Urban regions,No,0.14493,92,271,0.10294,0.18692
2016,Other Combinations,Rural regions,Yes,0.79295,76,114,0.71824,0.86766
2016,Other Combinations,Rural regions,No,0.20705,38,114,0.13234,0.28176
2017,Single-person household,Urban regions,Yes,0.74549,1986,2904,0.72964,0.76133
2017,Single-person household,Urban regions,No,0.25451,918,2904,0.23867,0.27036
2017,Single-person household,Rural regions,Yes,0.67646,885,1390,0.65185,0.70106
2017,Single-person household,Rural regions,No,0.32354,505,1390,0.29894,0.34815
2017,Couple without children,Urban regions,Yes,0.89641,2584,2965,0.88544,0.90738
2017,Couple without children,Urban regions,No,0.10359,381,2965,0.09262,0.11456
2017,Couple without children,Rural regions,Yes,0.84740,1430,1745,0.83052,0.86428
2017,Couple without children,Rural regions,No,0.15260,315,1745,0.13572,0.16948
2017,Single parent,Urban regions,Yes,0.77836,896,1162,0.75447,0.80225
2017,Single parent,Urban regions,No,0.22164,266,1162,0.19775,0.24553
2017,Single parent,Rural regions,Yes,0.71981,410,598,0.68378,0.75583
2017,Single parent,Rural regions,No,0.28019,188,598,0.24417,0.31622
2017,Couple with children,Urban regions,Yes,0.89386,3752,4530,0.88489,0.90283
2017,Couple with children,Urban regions,No,0.10614,778,4530,0.09717,0.11511
2017,Couple with children,Rural regions,Yes,0.84498,1795,2301,0.83019,0.85977
2017,Couple with children,Rural regions,No,0.15502,506,2301,0.14023,0.16981
2017,Multi-generational household,Urban regions,Yes,0.83872,82,82,0.75863,0.91882
2017,Multi-generational household,Rural regions,Yes,0.84367,40,40,0.72969,0.95765
2017,Other Combinations,Urban regions,Yes,0.79549,233,358,0.75365,0.83733
2017,Other Combinations,Urban regions,No,0.20451,125,358,0.16267,0.24635
2017,Other Combinations,Rural regions,Yes,0.79219,108,158,0.72872,0.85566
2017,Other Combinations,Rural regions,No,0.20781,50,158,0.14434,0.27128
2018,Single-person household,Urban regions,Yes,0.75256,2098,3053,0.73725,0.76787
2018,Single-person household,Urban regions,No,0.24744,955,3053,0.23213,0.26275
2018,Single-person household,Rural regions,Yes,0.69208,900,1366,0.66759,0.71657
2018,Single-person household,Rural regions,No,0.30792,466,1366,0.28343,0.33241
2018,Couple without children,Urban regions,Yes,0.90025,2541,2921,0.88938,0.91112
2018,Couple without children,Urban regions,No,0.09975,380,2921,0.08888,0.11062
2018,Couple without children,Rural regions,Yes,0.85437,1402,1705,0.83763,0.87112
2018,Couple without children,Rural regions,No,0.14563,303,1705,0.12888,0.16237
2018,Single parent,Urban regions,Yes,0.78199,887,1170,0.75832,0.80566
2018,Single parent,Urban regions,No,0.21801,283,1170,0.19434,0.24168
2018,Single parent,Rural regions,Yes,0.70702,386,553,0.66905,0.74499
2018,Single parent,Rural regions,No,0.29298,167,553,0.25501,0.33095
2018,Couple with children,Urban regions,Yes,0.90340,3556,4263,0.89453,0.91227
2018,Couple with children,Urban regions,No,0.09660,707,4263,0.08773,0.10547
2018,Couple with children,Rural regions,Yes,0.86199,1693,2113,0.84728,0.87670
2018,Couple with children,Rural regions,No,0.13801,420,2113,0.12330,0.15272
2018,Multi-generational household,Urban regions,Yes,0.90610,91,91,0.84584,0.96636
2018,Multi-generational household,Rural regions,Yes,0.81765,35,35,0.68786,0.94744
2018,Other Combinations,Urban regions,Yes,0.86373,201,282,0.82362,0.90385
2018,Other Combinations,Urban regions,No,0.13627,81,282,0.09615,0.17638
2018,Other Combinations,Rural regions,Yes,0.72679,73,115,0.64499,0.80859
2018,Other Combinations,Rural regions,No,0.27321,42,115,0.19141,0.35501
2019,Single-person household,Urban regions,Yes,0.77288,1800,2545,0.75660,0.78916
2019,Single-person household,Urban regions,No,0.22712,745,2545,0.21084,0.24340
2019,Single-person household,Rural regions,Yes,0.70677,790,1172,0.68070,0.73285
2019,Single-person household,Rural regions,No,0.29323,382,1172,0.26715,0.31930
2019,Couple without children,Urban regions,Yes,0.90067,2168,2468,0.88887,0.91247
2019,Couple without children,Urban regions,No,0.09933,300,2468,0.08753,0.11113
2019,Couple without children,Rural regions,Yes,0.84607,1215,1473,0.82763,0.86450
2019,Couple without children,Rural regions,No,0.15393,258,1473,0.13550,0.17237
2019,Single parent,Urban regions,Yes,0.77852,757,981,0.75252,0.80452
2019,Single parent,Urban regions,No,0.22148,224,981,0.19548,0.24748
2019,Single parent,Rural regions,Yes,0.76438,331,455,0.72534,0.80342
2019,Single parent,Rural regions,No,0.23562,124,455,0.19658,0.27466
2019,Couple with children,Urban regions,Yes,0.90572,2993,3609,0.89618,0.91525
2019,Couple with children,Urban regions,No,0.09428,616,3609,0.08475,0.10382
2019,Couple with children,Rural regions,Yes,0.86841,1420,1778,0.85269,0.88413
2019,Couple with children,Rural regions,No,0.13159,358,1778,0.11587,0.14731
2019,Multi-generational household,Urban regions,Yes,0.87137,65,65,0.78935,0.95340
2019,Other Combinations,Urban regions,Yes,0.82618,150,220,0.77599,0.87637
2019,Other Combinations,Urban regions,No,0.17382,70,220,0.12363,0.22401
2019,Other Combinations,Rural regions,Yes,0.71476,61,61,0.60051,0.82901
2020,Single-person household,Urban regions,Yes,0.76231,2551,3871,0.74889,0.77572
2020,Single-person household,Urban regions,No,0.23769,1320,3871,0.22428,0.25111
2020,Single-person household,Rural regions,Yes,0.71316,989,1473,0.69005,0.73626
2020,Single-person household,Rural regions,No,0.28684,484,1473,0.26374,0.30995
2020,Couple without children,Urban regions,Yes,0.88849,2892,3407,0.87792,0.89906
2020,Couple without children,Urban regions,No,0.11151,515,3407,0.10094,0.12208
2020,Couple without children,Rural regions,Yes,0.84705,1451,1760,0.83023,0.86387
2020,Couple without children,Rural regions,No,0.15295,309,1760,0.13613,0.16977
2020,Single parent,Urban regions,Yes,0.77823,836,1111,0.75379,0.80267
2020,Single parent,Urban regions,No,0.22177,275,1111,0.19733,0.24621
2020,Single parent,Rural regions,Yes,0.76226,354,488,0.72445,0.80007
2020,Single parent,Rural regions,No,0.23774,134,488,0.19993,0.27555
2020,Couple with children,Urban regions,Yes,0.89966,3713,4539,0.89092,0.90840
2020,Couple with children,Urban regions,No,0.10034,826,4539,0.09160,0.10908
2020,Couple with children,Rural regions,Yes,0.87663,1636,2025,0.86230,0.89095
2020,Couple with children,Rural regions,No,0.12337,389,2025,0.10905,0.13770
2020,Multi-generational household,Urban regions,Yes,0.84343,80,80,0.76329,0.92356
2020,Multi-generational household,Rural regions,Yes,0.93887,44,44,0.86726,1.01048
2020,Other Combinations,Urban regions,Yes,0.87708,257,354,0.84283,0.91133
2020,Other Combinations,Urban regions,No,0.12292,97,354,0.08867,0.15717
2020,Other Combinations,Rural regions,Yes,0.80712,96,96,0.72778,0.88647
2021,Single-person household,Urban regions,Yes,0.77409,1550,2204,0.75662,0.79155
2021,Single-person household,Urban regions,No,0.22591,654,2204,0.20845,0.24338
2021,Single-person household,Rural regions,Yes,0.72962,625,892,0.70046,0.75879
2021,Single-person household,Rural regions,No,0.27038,267,892,0.24121,0.29954
2021,Couple without children,Urban regions,Yes,0.89055,1800,2052,0.87703,0.90406
2021,Couple without children,Urban regions,No,0.10945,252,2052,0.09594,0.12297
2021,Couple without children,Rural regions,Yes,0.86599,944,1121,0.84604,0.88594
2021,Couple without children,Rural regions,No,0.13401,177,1121,0.11406,0.15396
2021,Single parent,Urban regions,Yes,0.78244,475,615,0.74980,0.81507
2021,Single parent,Urban regions,No,0.21756,140,615,0.18493,0.25020
2021,Single parent,Rural regions,Yes,0.76151,225,312,0.71414,0.80887
2021,Single parent,Rural regions,No,0.23849,87,312,0.19113,0.28586
2021,Couple with children,Urban regions,Yes,0.89045,2059,2461,0.87811,0.90279
2021,Couple with children,Urban regions,No,0.10955,402,2461,0.09721,0.12189
2021,Couple with children,Rural regions,Yes,0.88978,925,1112,0.87136,0.90819
2021,Couple with children,Rural regions,No,0.11022,187,1112,0.09181,0.12864
2021,Multi-generational household,Urban regions,Yes,0.96710,47,47,0.91556,1.01865
2021,Other Combinations,Urban regions,Yes,0.87229,170,211,0.82715,0.91744
2021,Other Combinations,Urban regions,No,0.12771,41,211,0.08256,0.17285
