year,hhtyp,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,No answer / don't know,Yes,0.85334,365,456,0.82083,0.88585
2022,No answer / don't know,No,0.14666,91,456,0.11415,0.17917
2022,Single-person household,Yes,0.76002,3875,5752,0.74898,0.77106
2022,Single-person household,No,0.23998,1877,5752,0.22894,0.25102
2022,Couple without children,Yes,0.89401,4908,5762,0.88606,0.90196
2022,Couple without children,No,0.10599,854,5762,0.09804,0.11394
2022,Single parent,Yes,0.77198,936,1211,0.74834,0.79562
2022,Single parent,No,0.22802,275,1211,0.20438,0.25166
2022,Couple with children,Yes,0.89211,4828,5618,0.88399,0.90022
2022,Couple with children,No,0.10789,790,5618,0.09978,0.11601
2022,Multi-generational household,Yes,0.88256,80,80,0.81156,0.95355
2022,Other Combinations,Yes,0.84420,928,1167,0.82338,0.86502
2022,Other Combinations,No,0.15580,239,1167,0.13498,0.17662
