year,age_gr,regtyp,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,30-45 y.,Rural regions,No,0.37248,579,1591,0.34871,0.39624
2009,46-65 y.,Urban regions,Yes,0.71559,2939,4019,0.70164,0.72954
2009,46-65 y.,Urban regions,No,0.28075,1080,4019,0.26686,0.29465
2009,46-65 y.,Rural regions,Yes,0.70868,1657,2275,0.69001,0.72736
2009,46-65 y.,Rural regions,No,0.28091,618,2275,0.26244,0.29939
2009,66 and older,Urban regions,Yes,0.87896,2351,2686,0.86662,0.89130
2009,66 and older,Urban regions,No,0.11610,335,2686,0.10398,0.12821
2009,66 and older,Rural regions,Yes,0.88629,1310,1455,0.86997,0.90261
2009,66 and older,Rural regions,No,0.10383,145,1455,0.08815,0.11951
2010,17-29 y.,Urban regions,Yes,0.53686,1478,2556,0.51752,0.55619
2010,17-29 y.,Urban regions,No,0.39664,1078,2556,0.37767,0.41561
2010,17-29 y.,Rural regions,Yes,0.51878,789,1328,0.49190,0.54566
2010,17-29 y.,Rural regions,No,0.40826,539,1328,0.38181,0.43470
2010,30-45 y.,Urban regions,Yes,0.63136,3768,5940,0.61909,0.64363
2010,30-45 y.,Urban regions,No,0.36252,2172,5940,0.35029,0.37474
2010,30-45 y.,Rural regions,Yes,0.62808,1947,3091,0.61103,0.64512
2010,30-45 y.,Rural regions,No,0.36045,1144,3091,0.34352,0.37738
2010,46-65 y.,Urban regions,Yes,0.69976,3169,4436,0.68627,0.71325
2010,46-65 y.,Urban regions,No,0.29351,1267,4436,0.28011,0.30692
2010,46-65 y.,Rural regions,Yes,0.72437,1763,2469,0.70675,0.74200
2010,46-65 y.,Rural regions,No,0.26421,706,2469,0.24682,0.28161
2010,66 and older,Urban regions,Yes,0.86561,2249,2597,0.85249,0.87873
2010,66 and older,Urban regions,No,0.12264,348,2597,0.11002,0.13526
2010,66 and older,Rural regions,Yes,0.87823,1239,1401,0.86110,0.89536
2010,66 and older,Rural regions,No,0.11678,162,1401,0.09996,0.13360
2011,17-29 y.,Urban regions,Yes,0.55850,1676,2685,0.53971,0.57728
2011,17-29 y.,Urban regions,No,0.36752,1009,2685,0.34928,0.38576
2011,17-29 y.,Rural regions,Yes,0.58054,887,1483,0.55541,0.60566
2011,17-29 y.,Rural regions,No,0.34911,596,1483,0.32484,0.37338
2011,30-45 y.,Urban regions,Yes,0.64876,4219,6441,0.63710,0.66042
2011,30-45 y.,Urban regions,No,0.34879,2222,6441,0.33715,0.36043
2011,30-45 y.,Rural regions,Yes,0.62250,2149,3479,0.60639,0.63861
2011,30-45 y.,Rural regions,No,0.37720,1330,3479,0.36109,0.39331
2011,46-65 y.,Urban regions,Yes,0.71237,4149,5691,0.70060,0.72413
2011,46-65 y.,Urban regions,No,0.28217,1542,5691,0.27047,0.29386
2011,46-65 y.,Rural regions,Yes,0.72638,2435,3413,0.71142,0.74134
2011,46-65 y.,Rural regions,No,0.27022,978,3413,0.25532,0.28512
2011,66 and older,Urban regions,Yes,0.85479,2829,3301,0.84277,0.86681
2011,66 and older,Urban regions,No,0.13464,472,3301,0.12299,0.14629
2011,66 and older,Rural regions,Yes,0.90221,1646,1819,0.88856,0.91587
2011,66 and older,Rural regions,No,0.09271,173,1819,0.07938,0.10604
2012,17-29 y.,Urban regions,Yes,0.55301,1581,2553,0.53372,0.57230
2012,17-29 y.,Urban regions,No,0.36848,972,2553,0.34977,0.38720
2012,17-29 y.,Rural regions,Yes,0.55095,848,1410,0.52497,0.57692
2012,17-29 y.,Rural regions,No,0.38179,562,1410,0.35642,0.40715
2012,30-45 y.,Urban regions,Yes,0.63824,3817,5829,0.62590,0.65057
2012,30-45 y.,Urban regions,No,0.35932,2012,5829,0.34700,0.37164
2012,30-45 y.,Rural regions,Yes,0.61671,2022,3224,0.59992,0.63349
2012,30-45 y.,Rural regions,No,0.37793,1202,3224,0.36119,0.39467
2012,46-65 y.,Urban regions,Yes,0.72070,4179,5763,0.70911,0.73228
2012,46-65 y.,Urban regions,No,0.27532,1584,5763,0.26378,0.28685
2012,46-65 y.,Rural regions,Yes,0.70263,2543,3580,0.68765,0.71761
2012,46-65 y.,Rural regions,No,0.29091,1037,3580,0.27603,0.30579
2012,66 and older,Urban regions,Yes,0.86450,2851,3289,0.85280,0.87620
2012,66 and older,Urban regions,No,0.12857,438,3289,0.11713,0.14002
2012,66 and older,Rural regions,Yes,0.87713,1655,1883,0.86229,0.89196
2012,66 and older,Rural regions,No,0.11377,228,1883,0.09942,0.12811
2013,17-29 y.,Urban regions,Yes,0.50405,1566,2372,0.48392,0.52417
2013,17-29 y.,Urban regions,No,0.24714,806,2372,0.22978,0.26451
2013,17-29 y.,Rural regions,Yes,0.50674,815,1264,0.47917,0.53431
2013,17-29 y.,Rural regions,No,0.31106,449,1264,0.28552,0.33659
2013,30-45 y.,Urban regions,Yes,0.55372,3453,5159,0.54015,0.56729
2013,30-45 y.,Urban regions,No,0.26699,1706,5159,0.25492,0.27907
2013,30-45 y.,Rural regions,Yes,0.58916,1880,2888,0.57121,0.60710
2013,30-45 y.,Rural regions,No,0.31123,1008,2888,0.29434,0.32811
2013,46-65 y.,Urban regions,Yes,0.69924,4111,5563,0.68719,0.71130
2013,46-65 y.,Urban regions,No,0.23678,1452,5563,0.22561,0.24795
2013,46-65 y.,Rural regions,Yes,0.71480,2541,3450,0.69973,0.72987
2013,46-65 y.,Rural regions,No,0.25498,909,3450,0.24043,0.26952
2013,66 and older,Urban regions,Yes,0.86204,2758,3181,0.85006,0.87403
2013,66 and older,Urban regions,No,0.12902,423,3181,0.11737,0.14067
2013,66 and older,Rural regions,Yes,0.85331,1527,1768,0.83682,0.86981
2013,66 and older,Rural regions,No,0.13690,241,1768,0.12088,0.15293
2014,17-29 y.,Urban regions,Yes,0.55055,1766,2896,0.53243,0.56867
2014,17-29 y.,Urban regions,No,0.37331,1130,2896,0.35569,0.39092
2014,17-29 y.,Rural regions,Yes,0.58526,840,1372,0.55919,0.61134
2014,17-29 y.,Rural regions,No,0.34512,532,1372,0.31995,0.37029
2014,30-45 y.,Urban regions,Yes,0.62464,3576,5645,0.61201,0.63727
2014,30-45 y.,Urban regions,No,0.37376,2069,5645,0.36113,0.38638
2014,30-45 y.,Rural regions,Yes,0.62593,1802,2848,0.60815,0.64370
2014,30-45 y.,Rural regions,No,0.37215,1046,2848,0.35440,0.38991
2014,46-65 y.,Urban regions,Yes,0.72931,4263,5871,0.71794,0.74068
2014,46-65 y.,Urban regions,No,0.26779,1608,5871,0.25647,0.27912
2014,46-65 y.,Rural regions,Yes,0.70343,2423,3408,0.68809,0.71876
2014,46-65 y.,Rural regions,No,0.29266,985,3408,0.27738,0.30794
2014,66 and older,Urban regions,Yes,0.86620,2728,3150,0.85430,0.87809
2014,66 and older,Urban regions,No,0.13202,422,3150,0.12020,0.14384
2014,66 and older,Rural regions,Yes,0.86521,1557,1790,0.84938,0.88103
2014,66 and older,Rural regions,No,0.13042,233,1790,0.11482,0.14603
2015,17-29 y.,Urban regions,Yes,0.53607,1627,2622,0.51698,0.55517
2015,17-29 y.,Urban regions,No,0.34082,995,2622,0.32268,0.35897
2015,17-29 y.,Rural regions,Yes,0.55736,798,1285,0.53019,0.58453
2015,17-29 y.,Rural regions,No,0.33746,487,1285,0.31159,0.36332
2015,30-45 y.,Urban regions,Yes,0.60090,3082,4810,0.58706,0.61474
2015,30-45 y.,Urban regions,No,0.34327,1728,4810,0.32985,0.35669
2015,30-45 y.,Rural regions,Yes,0.61106,1585,2532,0.59207,0.63005
2015,30-45 y.,Rural regions,No,0.35490,947,2532,0.33626,0.37354
2015,46-65 y.,Urban regions,Yes,0.71434,4003,5610,0.70252,0.72616
2015,46-65 y.,Urban regions,No,0.26943,1607,5610,0.25782,0.28104
2015,46-65 y.,Rural regions,Yes,0.72302,2330,3232,0.70758,0.73845
2015,46-65 y.,Rural regions,No,0.26209,902,3232,0.24693,0.27725
2015,66 and older,Urban regions,Yes,0.84847,2637,3079,0.83581,0.86114
2015,66 and older,Urban regions,No,0.14614,442,3079,0.13366,0.15862
2015,66 and older,Rural regions,Yes,0.85881,1544,1790,0.84267,0.87494
2015,66 and older,Rural regions,No,0.13387,246,1790,0.11809,0.14965
2016,17-29 y.,Urban regions,Yes,0.54028,1559,2559,0.52096,0.55959
2016,17-29 y.,Urban regions,No,0.35605,1000,2559,0.33750,0.37461
2016,17-29 y.,Rural regions,Yes,0.50704,710,1215,0.47892,0.53517
2016,17-29 y.,Rural regions,No,0.38900,505,1215,0.36157,0.41642
2016,30-45 y.,Urban regions,Yes,0.65649,3008,4660,0.64285,0.67012
2016,30-45 y.,Urban regions,No,0.32487,1652,4660,0.31142,0.33832
2016,30-45 y.,Rural regions,Yes,0.59271,1438,2365,0.57290,0.61252
2016,30-45 y.,Rural regions,No,0.38353,927,2365,0.36393,0.40313
2016,46-65 y.,Urban regions,Yes,0.69965,3797,5433,0.68746,0.71184
2016,46-65 y.,Urban regions,No,0.29299,1636,5433,0.28089,0.30509
2016,46-65 y.,Rural regions,Yes,0.70957,2219,3129,0.69367,0.72548
2016,46-65 y.,Rural regions,No,0.28000,910,3129,0.26426,0.29573
2016,66 and older,Urban regions,Yes,0.83810,2500,2949,0.82480,0.85139
2016,66 and older,Urban regions,No,0.15449,449,2949,0.14144,0.16754
2016,66 and older,Rural regions,Yes,0.85746,1500,1745,0.84105,0.87386
2016,66 and older,Rural regions,No,0.13549,245,1745,0.11943,0.15155
2017,17-29 y.,Urban regions,Yes,0.57195,1833,2879,0.55387,0.59003
2017,17-29 y.,Urban regions,No,0.32564,1046,2879,0.30852,0.34276
2017,17-29 y.,Rural regions,Yes,0.56903,877,1389,0.54298,0.59508
2017,17-29 y.,Rural regions,No,0.31716,512,1389,0.29268,0.34164
2017,30-45 y.,Urban regions,Yes,0.64838,3165,4791,0.63486,0.66190
2017,30-45 y.,Urban regions,No,0.33397,1626,4791,0.32061,0.34732
2017,30-45 y.,Rural regions,Yes,0.61044,1522,2408,0.59096,0.62993
2017,30-45 y.,Rural regions,No,0.37033,886,2408,0.35104,0.38962
2017,46-65 y.,Urban regions,Yes,0.73276,4578,6247,0.72179,0.74373
2017,46-65 y.,Urban regions,No,0.25854,1669,6247,0.24768,0.26940
2017,46-65 y.,Rural regions,Yes,0.74413,2714,3689,0.73005,0.75821
2017,46-65 y.,Rural regions,No,0.25227,975,3689,0.23825,0.26629
2017,66 and older,Urban regions,Yes,0.84302,2627,3089,0.83019,0.85585
2017,66 and older,Urban regions,No,0.14912,462,3089,0.13656,0.16169
2017,66 and older,Rural regions,Yes,0.87159,1607,1852,0.85634,0.88683
2017,66 and older,Rural regions,No,0.12152,245,1852,0.10663,0.13640
2018,17-29 y.,Urban regions,Yes,0.59092,1824,2881,0.57297,0.60888
2018,17-29 y.,Urban regions,No,0.31684,1057,2881,0.29985,0.33383
2018,17-29 y.,Rural regions,Yes,0.53408,834,1343,0.50739,0.56077
2018,17-29 y.,Rural regions,No,0.35541,509,1343,0.32980,0.38102
2018,30-45 y.,Urban regions,Yes,0.64391,2986,4486,0.62990,0.65793
2018,30-45 y.,Urban regions,No,0.33543,1500,4486,0.32161,0.34925
2018,30-45 y.,Rural regions,Yes,0.58949,1369,2211,0.56898,0.61000
2018,30-45 y.,Rural regions,No,0.39475,842,2211,0.37437,0.41513
2018,46-65 y.,Urban regions,Yes,0.71323,4397,6058,0.70184,0.72462
2018,46-65 y.,Urban regions,No,0.28030,1661,6058,0.26898,0.29161
2018,46-65 y.,Rural regions,Yes,0.74276,2609,3555,0.72839,0.75713
2018,46-65 y.,Rural regions,No,0.25059,946,3555,0.23634,0.26484
2018,66 and older,Urban regions,Yes,0.83481,2668,3134,0.82181,0.84782
2018,66 and older,Urban regions,No,0.15663,466,3134,0.14391,0.16936
2018,66 and older,Rural regions,Yes,0.87284,1604,1836,0.85759,0.88808
2018,66 and older,Rural regions,No,0.12338,232,1836,0.10833,0.13842
2019,17-29 y.,Urban regions,Yes,0.57978,1639,2554,0.56063,0.59893
2019,17-29 y.,Urban regions,No,0.32935,915,2554,0.31112,0.34758
2019,17-29 y.,Rural regions,Yes,0.55047,705,1153,0.52174,0.57920
2019,17-29 y.,Rural regions,No,0.31391,448,1153,0.28711,0.34071
2019,30-45 y.,Urban regions,Yes,0.64644,2628,4046,0.63170,0.66117
2019,30-45 y.,Urban regions,No,0.33658,1418,4046,0.32202,0.35115
2019,30-45 y.,Rural regions,Yes,0.60563,1278,2070,0.58457,0.62669
2019,30-45 y.,Rural regions,No,0.37582,792,2070,0.35495,0.39669
2019,46-65 y.,Urban regions,Yes,0.73513,4781,6505,0.72441,0.74585
2019,46-65 y.,Urban regions,No,0.25686,1724,6505,0.24624,0.26748
2019,46-65 y.,Rural regions,Yes,0.75010,2670,3693,0.73613,0.76407
2019,46-65 y.,Rural regions,No,0.24750,1023,3693,0.23358,0.26143
2019,66 and older,Urban regions,Yes,0.84482,2727,3213,0.83229,0.85734
2019,66 and older,Urban regions,No,0.14981,486,3213,0.13747,0.16215
2019,66 and older,Rural regions,Yes,0.87922,1609,1866,0.86443,0.89401
2019,66 and older,Rural regions,No,0.11300,257,1866,0.09863,0.12737
2020,17-29 y.,Urban regions,Yes,0.53474,1974,3607,0.51846,0.55102
2020,17-29 y.,Urban regions,No,0.38906,1633,3607,0.37315,0.40498
2020,17-29 y.,Rural regions,Yes,0.48189,778,1442,0.45609,0.50769
2020,17-29 y.,Rural regions,No,0.40547,664,1442,0.38012,0.43082
2020,30-45 y.,Urban regions,Yes,0.59689,3121,5532,0.58396,0.60981
2020,30-45 y.,Urban regions,No,0.39307,2411,5532,0.38020,0.40594
2020,30-45 y.,Rural regions,Yes,0.56539,1404,2483,0.54589,0.58489
2020,30-45 y.,Rural regions,No,0.42918,1079,2483,0.40971,0.44866
2020,46-65 y.,Urban regions,Yes,0.68192,4595,6734,0.67080,0.69305
2020,46-65 y.,Urban regions,No,0.31220,2139,6734,0.30113,0.32327
2020,46-65 y.,Rural regions,Yes,0.69389,2439,3614,0.67886,0.70891
2020,46-65 y.,Rural regions,No,0.29863,1175,3614,0.28371,0.31355
2020,66 and older,Urban regions,Yes,0.81174,2557,3083,0.79794,0.82554
2020,66 and older,Urban regions,No,0.17842,526,3083,0.16491,0.19194
2020,66 and older,Rural regions,Yes,0.82888,1489,1800,0.81148,0.84628
2020,66 and older,Rural regions,No,0.16371,311,1800,0.14662,0.18081
2021,17-29 y.,Urban regions,Yes,0.58139,1247,1909,0.55925,0.60353
2021,17-29 y.,Urban regions,No,0.32279,662,1909,0.30181,0.34376
2021,17-29 y.,Rural regions,Yes,0.54354,458,773,0.50840,0.57868
2021,17-29 y.,Rural regions,No,0.36836,315,773,0.33434,0.40239
2021,30-45 y.,Urban regions,Yes,0.62910,1829,2794,0.61119,0.64702
2021,30-45 y.,Urban regions,No,0.34800,965,2794,0.33034,0.36567
2021,30-45 y.,Rural regions,Yes,0.59751,832,1334,0.57118,0.62384
2021,30-45 y.,Rural regions,No,0.38729,502,1334,0.36114,0.41344
2021,46-65 y.,Urban regions,Yes,0.74214,3288,4423,0.72925,0.75504
2021,46-65 y.,Urban regions,No,0.25048,1135,4423,0.23771,0.26326
2021,46-65 y.,Rural regions,Yes,0.71039,1691,2362,0.69209,0.72868
2021,46-65 y.,Rural regions,No,0.28689,671,2362,0.26865,0.30514
2021,66 and older,Urban regions,Yes,0.83926,1881,2224,0.82399,0.85453
2021,66 and older,Urban regions,No,0.15717,343,2224,0.14204,0.17230
2021,66 and older,Rural regions,Yes,0.83916,1124,1325,0.81937,0.85895
2021,66 and older,Rural regions,No,0.15851,201,1325,0.13884,0.17819
