"year","hhtyp","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2009","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"2009","Paar mit Kind(ern)","Westdeutschland","74.3","62.08","5190","25","41.67","95","141.67","233.33","72.9","75.7","5.83","500","60","62.9166679382324"
"2009","Sonstige","Ostdeutschland","52.67","37.5","66","29.17","29.17","66.67","100","132.75","41.33","64.01","8.33","220","45.8333320617676","81.6666641235352"
"2009","Sonstige","Westdeutschland","","","","","","","","","","","","","",""
"2010","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","54.57","49.71","828","21.67","33.33","70.83","95.83","150","52.48","56.66","0","258.92","46.75","50"
"2010","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","","","","","","","","","","","",""
"2010","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2010","1-Pers.- Haushalt","Westdeutschland","44.76","37.29","597","16.67","24.58","57.42","83.33","166.67","42.31","47.21","0","266.67","35","40"
"2010","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2010","Alleinerziehende","Westdeutschland","64.92","49.58","740","22.5","33.33","83.33","125","200","61.97","67.87","8.33","300","46.6666679382324","50"
"2010","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"2010","Paar mit Kind(ern)","Westdeutschland","68","59.58","8789","27.5","41.67","83.33","116.67","200","67.15","68.85","0","500","58.3333320617676","58.3333320617676"
"2010","Sonstige","Ostdeutschland","64.73","58.5","70","45.83","58.67","70.83","100","150","58.2","71.26","20.83","150","60","70.8333358764648"
"2010","Sonstige","Westdeutschland","","","","","","","","","","","","","",""
"2011","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"2011","(Ehe-)Paar ohne Kind(er)","Westdeutschland","55.49","47.54","3660","20.83","33.33","68.08","100","166.67","54.29","56.69","0","390.83","48.3333320617676","50"
"2011","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2011","1-Pers.- Haushalt","Westdeutschland","43.09","37.12","783","16.67","25","52.5","83.33","166.67","40.94","45.24","0","278","33.5833320617676","40"
"2011","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2011","Alleinerziehende","Westdeutschland","","","","","","","","","","","","","",""
"2011","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"2011","Paar mit Kind(ern)","Westdeutschland","","","","","","","","","","","","","",""
"2011","Sonstige","Ostdeutschland","52.8","49.17","88","28.33","31.67","52.5","91.67","133.33","45.15","60.45","28.33","166.67","50.8333320617676","75"
"2011","Sonstige","Westdeutschland","63.7","56.67","342","30.83","41.67","83.33","108.33","166.67","59.92","67.48","8.33","225","50","55.8333320617676"
"2012","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"2012","(Ehe-)Paar ohne Kind(er)","Westdeutschland","57.78","49.96","3720","25","33.33","68.33","100","200","56.62","58.94","0","308.33","50","50"
"2012","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2012","1-Pers.- Haushalt","Westdeutschland","46.86","37.33","803","16.67","25","55.83","83.33","204.58","44.58","49.14","0","236","36.9166679382324","41.6666679382324"
"2012","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2012","Alleinerziehende","Westdeutschland","","","","","","","","","","","","","",""
"2012","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"2012","Paar mit Kind(ern)","Westdeutschland","","","","","","","","","","","","","",""
"2012","Sonstige","Ostdeutschland","53.72","52.88","86","21.25","21.25","66.67","100","141.67","46.98","60.46","21.25","141.67","52.5","65"
"2012","Sonstige","Westdeutschland","75.85","60.75","351","29.17","41.67","100","150","200","71.36","80.34","5","208.33","55.1666679382324","66.6666641235352"
"2013","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"2013","(Ehe-)Paar ohne Kind(er)","Westdeutschland","58.53","49.83","3652","22.08","33.33","72.5","108.33","208.33","57.3","59.76","0","300","50","50"
"2013","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2013","1-Pers.- Haushalt","Westdeutschland","47.04","39.58","783","16.25","25","58.33","83.33","166.67","44.65","49.43","0","219.33","37.5","41.6666679382324"
"2013","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2013","Alleinerziehende","Westdeutschland","","","","","","","","","","","","","",""
"2013","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"2013","Paar mit Kind(ern)","Westdeutschland","","","","","","","","","","","","","",""
"2013","Sonstige","Ostdeutschland","59.46","56.25","78","28.58","28.58","83.33","98.33","141.67","53.33","65.59","15","141.67","54.1666679382324","66.6666641235352"
"2013","Sonstige","Westdeutschland","76.22","60.83","493","33.33","41.67","108.33","150","167.5","72.7","79.74","8.33","250","50","61.6666679382324"
"2014","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"2014","(Ehe-)Paar ohne Kind(er)","Westdeutschland","56.39","47.79","3836","12.5","33.33","73.33","108.33","208.33","55.1","57.68","0","354.17","46.6666679382324","50"
"2014","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2014","1-Pers.- Haushalt","Westdeutschland","","","","","","","","","","","","","",""
"2014","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2014","Alleinerziehende","Westdeutschland","","","","","","","","","","","","","",""
"2014","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"2014","Paar mit Kind(ern)","Westdeutschland","","","","","","","","","","","","","",""
"2014","Sonstige","Ostdeutschland","57.21","46.67","91","7.5","40","91.67","91.67","125","49.88","64.54","3","125","25","50"
"2014","Sonstige","Westdeutschland","64.46","53.75","617","3","29.17","100","139.17","160.83","61.12","67.8","3","160.83","41.6666679382324","50"
"2015","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"2015","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3","3","924","3","3","3","3","3","3","3","3","3","3","3"
"2015","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2015","1-Pers.- Haushalt","Westdeutschland","3","3","711","3","3","3","3","3","3","3","3","3","3","3"
"2015","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2015","Alleinerziehende","Westdeutschland","3","3","724","3","3","3","3","3","3","3","3","3","3","3"
"2015","Paar mit Kind(ern)","Ostdeutschland","3","3","395","3","3","3","3","3","3","3","3","3","3","3"
"2015","Paar mit Kind(ern)","Westdeutschland","","","","","","","","","","","","","",""
"2015","Sonstige","Ostdeutschland","3","3","45","3","3","3","3","3","3","3","3","3","3","3"
"2015","Sonstige","Westdeutschland","3","3","321","3","3","3","3","3","3","3","3","3","3","3"
"2016","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"2016","(Ehe-)Paar ohne Kind(er)","Westdeutschland","50.13","41.62","3800","3","24.17","66.67","91.67","234","48.79","51.47","3","500","41.6666679382324","42.5"
"2016","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2016","1-Pers.- Haushalt","Westdeutschland","","","","","","","","","","","","","",""
"2016","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2016","Alleinerziehende","Westdeutschland","","","","","","","","","","","","","",""
"2016","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"2016","Paar mit Kind(ern)","Westdeutschland","54.49","49.83","9886","3","28.33","75","100","188.5","53.66","55.32","3","400","48.75","50"
"2016","Sonstige","Ostdeutschland","61.41","62.5","91","3","16.67","100","116.67","125","53.1","69.72","3","125","41.6666679382324","66.6666641235352"
"2016","Sonstige","Westdeutschland","50.45","49.17","452","3","3","81.67","108.33","125","46.08","54.82","3","250","33.3333320617676","45"
"2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","54.05","43.96","4170","3","27.5","66.67","105","208.33","52.6","55.5","3","649.92","41.6666679382324","45"
"2017","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2017","1-Pers.- Haushalt","Westdeutschland","","","","","","","","","","","","","",""
"2017","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2017","Alleinerziehende","Westdeutschland","","","","","","","","","","","","","",""
"2017","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"2017","Paar mit Kind(ern)","Westdeutschland","","","","","","","","","","","","","",""
"2017","Sonstige","Ostdeutschland","67.9","68.33","94","3","41.67","90","108.33","166.67","59.95","75.85","3","166.67","53.3333320617676","66.6666641235352"
"2017","Sonstige","Westdeutschland","52.13","47.5","520","3","3","83.33","133.33","141.67","48.25","56.01","3","250","37.5","52.5"
"2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","54","44.83","4110","3","25","66.83","100","230","52.59","55.41","1.25","500","43.1666679382324","46.6666679382324"
"2018","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2018","1-Pers.- Haushalt","Westdeutschland","","","","","","","","","","","","","",""
"2018","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2018","Alleinerziehende","Westdeutschland","","","","","","","","","","","","","",""
"2018","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"2018","Paar mit Kind(ern)","Westdeutschland","59.13","49.54","9767","3","31.67","82.08","115","208.33","58.24","60.02","3","500","50","50"
"2018","Sonstige","Ostdeutschland","49.84","55.96","74","3","16.67","83.33","83.33","133.33","41.13","58.55","3","133.33","50","75"
"2018","Sonstige","Westdeutschland","55.42","47.17","507","3","20.83","83.33","133.33","152.08","51.57","59.27","3","212.5","41.6666679382324","50"
"2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","57.06","46.58","4582","8.33","29.17","75","116.67","208.33","55.47","58.65","3","1000","46.6666679382324","50"
"2019","1-Pers.- Haushalt","Ostdeutschland","","","","","","","","","","","","","",""
"2019","1-Pers.- Haushalt","Westdeutschland","","","","","","","","","","","","","",""
"2019","Alleinerziehende","Ostdeutschland","","","","","","","","","","","","","",""
"2019","Alleinerziehende","Westdeutschland","","","","","","","","","","","","","",""
"2019","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"2019","Paar mit Kind(ern)","Westdeutschland","","","","","","","","","","","","","",""
"2019","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"2019","Sonstige","Westdeutschland","52.26","49.62","432","3","3","75","108.33","200","47.4","57.12","3","212.5","37.5","50"
"2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","","","","","","","","","","",""
"2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","56.44","45.75","4392","9.33","26.67","70.75","104.17","250","54.75","58.13","3","1166.67","43.3333320617676","45.8333320617676"
"2020","1-Pers.- Haushalt","Ostdeutschland","40.26","29.58","373","3","3","57.17","100","208.33","36.16","44.36","1.67","246","3","25"
"2020","1-Pers.- Haushalt","Westdeutschland","","","","","","","","","","","","","",""
"2020","Alleinerziehende","Ostdeutschland","44.2","40","305","3","20.83","58.33","83.33","166.67","37.57","50.83","3","625","3","25"
"2020","Alleinerziehende","Westdeutschland","","","","","","","","","","","","","",""
"2020","Paar mit Kind(ern)","Ostdeutschland","","","","","","","","","","","","","",""
"2020","Paar mit Kind(ern)","Westdeutschland","","","","","","","","","","","","","",""
"2020","Sonstige","Ostdeutschland","","","","","","","","","","","","","",""
"2020","Sonstige","Westdeutschland","55.13","42.5","780","3","8.33","83.33","108.33","225","51.4","58.86","3","283.33","3","11.25"
