year,age_gr,regtyp,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,17-29 y.,Urban regions,"Dropout, No School Degree",0.02358,78,2172,0.01720,0.02996
1993,17-29 y.,Urban regions,No School Degree Yet,0.05853,130,2172,0.04866,0.06841
1993,17-29 y.,Rural regions,Secondary School Degree,0.25882,282,1034,0.23211,0.28553
1993,17-29 y.,Rural regions,Intermediate School Degree,0.47142,574,1034,0.44098,0.50187
1993,17-29 y.,Rural regions,Upper Secondary Degree,0.11218,127,1034,0.09293,0.13142
1993,17-29 y.,Rural regions,No School Degree Yet,0.04444,51,1034,0.03188,0.05701
1993,30-45 y.,Urban regions,Secondary School Degree,0.39757,949,2640,0.37890,0.41625
1993,30-45 y.,Urban regions,Intermediate School Degree,0.26657,712,2640,0.24970,0.28344
1993,30-45 y.,Urban regions,Technical School Degree,0.04964,94,2640,0.04135,0.05793
1993,30-45 y.,Urban regions,Upper Secondary Degree,0.19299,466,2640,0.17793,0.20805
1993,30-45 y.,Urban regions,Other Degree,0.04730,279,2640,0.03920,0.05540
1993,30-45 y.,Urban regions,"Dropout, No School Degree",0.02694,140,2640,0.02076,0.03312
1993,30-45 y.,Rural regions,Secondary School Degree,0.39323,445,1415,0.36777,0.41869
1993,30-45 y.,Rural regions,Intermediate School Degree,0.42095,753,1415,0.39521,0.44668
1993,30-45 y.,Rural regions,Upper Secondary Degree,0.11229,161,1415,0.09584,0.12875
1993,30-45 y.,Rural regions,Other Degree,0.02086,56,1415,0.01341,0.02831
1993,46-65 y.,Urban regions,Secondary School Degree,0.61684,1324,2586,0.59810,0.63558
1993,46-65 y.,Urban regions,Intermediate School Degree,0.16422,357,2586,0.14994,0.17850
1993,46-65 y.,Urban regions,Technical School Degree,0.02081,43,2586,0.01530,0.02631
1993,46-65 y.,Urban regions,Upper Secondary Degree,0.09753,220,2586,0.08610,0.10897
1993,46-65 y.,Urban regions,Other Degree,0.05612,377,2586,0.04725,0.06499
1993,46-65 y.,Urban regions,"Dropout, No School Degree",0.02732,204,2586,0.02104,0.03361
1993,46-65 y.,Urban regions,No School Attended,0.00921,61,2586,0.00553,0.01289
1993,46-65 y.,Rural regions,Secondary School Degree,0.69462,874,1302,0.66960,0.71965
1993,46-65 y.,Rural regions,Intermediate School Degree,0.16352,233,1302,0.14342,0.18361
1993,46-65 y.,Rural regions,Upper Secondary Degree,0.07227,84,1302,0.05820,0.08634
1993,46-65 y.,Rural regions,Other Degree,0.02981,79,1302,0.02056,0.03905
1993,46-65 y.,Rural regions,"Dropout, No School Degree",0.01414,32,1302,0.00773,0.02056
1993,66 and older,Urban regions,Secondary School Degree,0.69951,651,873,0.66908,0.72994
1993,66 and older,Urban regions,Intermediate School Degree,0.19419,162,873,0.16794,0.22045
1993,66 and older,Urban regions,Upper Secondary Degree,0.06720,60,873,0.05058,0.08382
1993,66 and older,Rural regions,Secondary School Degree,0.80432,437,495,0.76934,0.83931
1993,66 and older,Rural regions,Intermediate School Degree,0.13179,58,495,0.10196,0.16162
1994,17-29 y.,Urban regions,Secondary School Degree,0.25346,642,2071,0.23473,0.27220
1994,17-29 y.,Urban regions,Intermediate School Degree,0.32196,676,2071,0.30184,0.34209
1994,17-29 y.,Urban regions,Technical School Degree,0.04651,90,2071,0.03744,0.05558
1994,17-29 y.,Urban regions,Upper Secondary Degree,0.18526,328,2071,0.16853,0.20200
1994,17-29 y.,Urban regions,Other Degree,0.03229,104,2071,0.02467,0.03990
1994,17-29 y.,Urban regions,"Dropout, No School Degree",0.01881,63,2071,0.01296,0.02467
1994,17-29 y.,Urban regions,No School Degree Yet,0.08065,168,2071,0.06892,0.09238
1994,17-29 y.,Rural regions,Secondary School Degree,0.24525,253,980,0.21830,0.27220
1994,17-29 y.,Rural regions,Intermediate School Degree,0.45005,529,980,0.41889,0.48122
1994,17-29 y.,Rural regions,Upper Secondary Degree,0.12975,136,980,0.10870,0.15080
1994,17-29 y.,Rural regions,No School Degree Yet,0.05382,62,980,0.03968,0.06796
1994,30-45 y.,Urban regions,Secondary School Degree,0.38976,928,2610,0.37105,0.40847
1994,30-45 y.,Urban regions,Intermediate School Degree,0.26099,725,2610,0.24414,0.27784
1994,30-45 y.,Urban regions,Technical School Degree,0.04774,101,2610,0.03955,0.05592
1994,30-45 y.,Urban regions,Upper Secondary Degree,0.20259,478,2610,0.18716,0.21801
1994,30-45 y.,Urban regions,Other Degree,0.05012,258,2610,0.04175,0.05849
1994,30-45 y.,Urban regions,"Dropout, No School Degree",0.02571,120,2610,0.01964,0.03178
1994,30-45 y.,Rural regions,Secondary School Degree,0.37540,423,1381,0.34985,0.40095
1994,30-45 y.,Rural regions,Intermediate School Degree,0.42395,742,1381,0.39788,0.45003
1994,30-45 y.,Rural regions,Upper Secondary Degree,0.12047,170,1381,0.10330,0.13765
1994,30-45 y.,Rural regions,Other Degree,0.01803,46,1381,0.01101,0.02505
1994,46-65 y.,Urban regions,Secondary School Degree,0.60335,1285,2529,0.58428,0.62242
1994,46-65 y.,Urban regions,Intermediate School Degree,0.17309,368,2529,0.15834,0.18784
1994,46-65 y.,Urban regions,Technical School Degree,0.02125,39,2529,0.01562,0.02687
1994,46-65 y.,Urban regions,Upper Secondary Degree,0.09557,216,2529,0.08411,0.10703
1994,46-65 y.,Urban regions,Other Degree,0.05847,364,2529,0.04933,0.06762
1994,46-65 y.,Urban regions,"Dropout, No School Degree",0.02929,200,2529,0.02272,0.03587
1994,46-65 y.,Urban regions,No School Attended,0.00962,57,2529,0.00582,0.01343
1994,46-65 y.,Rural regions,Secondary School Degree,0.68657,861,1267,0.66101,0.71212
1994,46-65 y.,Rural regions,Intermediate School Degree,0.17340,251,1267,0.15254,0.19425
1994,46-65 y.,Rural regions,Upper Secondary Degree,0.07521,86,1267,0.06069,0.08974
1994,46-65 y.,Rural regions,Other Degree,0.02587,69,1267,0.01713,0.03462
1994,66 and older,Urban regions,Secondary School Degree,0.69838,669,887,0.66816,0.72860
1994,66 and older,Urban regions,Intermediate School Degree,0.18373,155,887,0.15823,0.20923
1994,66 and older,Urban regions,Upper Secondary Degree,0.07015,63,887,0.05333,0.08697
1994,66 and older,Rural regions,Secondary School Degree,0.79686,429,492,0.76127,0.83245
1994,66 and older,Rural regions,Intermediate School Degree,0.14631,63,492,0.11505,0.17757
1995,17-29 y.,Urban regions,Secondary School Degree,0.24381,603,2047,0.22521,0.26242
1995,17-29 y.,Urban regions,Intermediate School Degree,0.28118,626,2047,0.26170,0.30066
1995,17-29 y.,Urban regions,Technical School Degree,0.04509,88,2047,0.03610,0.05408
1995,17-29 y.,Urban regions,Upper Secondary Degree,0.19971,349,2047,0.18239,0.21703
1995,17-29 y.,Urban regions,Other Degree,0.05511,140,2047,0.04522,0.06500
1995,17-29 y.,Urban regions,"Dropout, No School Degree",0.01467,46,2047,0.00946,0.01988
1995,17-29 y.,Urban regions,No School Degree Yet,0.09505,195,2047,0.08234,0.10775
1995,17-29 y.,Rural regions,Secondary School Degree,0.24756,248,992,0.22068,0.27443
1995,17-29 y.,Rural regions,Intermediate School Degree,0.44044,521,992,0.40953,0.47135
1995,17-29 y.,Rural regions,Upper Secondary Degree,0.13088,139,992,0.10988,0.15188
1995,17-29 y.,Rural regions,No School Degree Yet,0.06671,84,992,0.05117,0.08224
1995,30-45 y.,Urban regions,Secondary School Degree,0.34746,911,2800,0.32982,0.36510
1995,30-45 y.,Urban regions,Intermediate School Degree,0.27296,799,2800,0.25645,0.28946
1995,30-45 y.,Urban regions,Technical School Degree,0.05100,118,2800,0.04285,0.05915
1995,30-45 y.,Urban regions,Upper Secondary Degree,0.20072,482,2800,0.18588,0.21556
1995,30-45 y.,Urban regions,Other Degree,0.08181,366,2800,0.07166,0.09197
1995,30-45 y.,Urban regions,"Dropout, No School Degree",0.02305,124,2800,0.01749,0.02861
1995,30-45 y.,Rural regions,Secondary School Degree,0.34638,443,1510,0.32237,0.37039
1995,30-45 y.,Rural regions,Intermediate School Degree,0.42586,775,1510,0.40091,0.45081
1995,30-45 y.,Rural regions,Technical School Degree,0.03705,31,1510,0.02752,0.04658
1995,30-45 y.,Rural regions,Upper Secondary Degree,0.12412,184,1510,0.10748,0.14076
1995,30-45 y.,Rural regions,Other Degree,0.03334,77,1510,0.02428,0.04239
1995,46-65 y.,Urban regions,Secondary School Degree,0.59312,1250,2562,0.57409,0.61214
1995,46-65 y.,Urban regions,Intermediate School Degree,0.16961,370,2562,0.15508,0.18415
1995,46-65 y.,Urban regions,Technical School Degree,0.02270,39,2562,0.01693,0.02847
1995,46-65 y.,Urban regions,Upper Secondary Degree,0.09922,222,2562,0.08764,0.11079
1995,46-65 y.,Urban regions,Other Degree,0.07100,422,2562,0.06105,0.08095
1995,46-65 y.,Urban regions,"Dropout, No School Degree",0.02737,207,2562,0.02105,0.03368
1995,46-65 y.,Urban regions,No School Attended,0.00759,52,2562,0.00423,0.01096
1995,46-65 y.,Rural regions,Secondary School Degree,0.67667,847,1331,0.65153,0.70180
1995,46-65 y.,Rural regions,Intermediate School Degree,0.17482,268,1331,0.15441,0.19523
1995,46-65 y.,Rural regions,Upper Secondary Degree,0.07598,103,1331,0.06174,0.09022
1995,46-65 y.,Rural regions,Other Degree,0.02619,79,1331,0.01761,0.03478
1995,46-65 y.,Rural regions,"Dropout, No School Degree",0.01460,34,1331,0.00815,0.02105
1995,66 and older,Urban regions,Secondary School Degree,0.68902,681,943,0.65946,0.71858
1995,66 and older,Urban regions,Intermediate School Degree,0.18616,158,943,0.16130,0.21102
1995,66 and older,Urban regions,Upper Secondary Degree,0.06994,66,943,0.05365,0.08622
1995,66 and older,Urban regions,Other Degree,0.01835,38,943,0.00978,0.02692
1995,66 and older,Rural regions,Secondary School Degree,0.79012,410,475,0.75346,0.82678
1995,66 and older,Rural regions,Intermediate School Degree,0.13874,65,475,0.10762,0.16986
1996,17-29 y.,Urban regions,Secondary School Degree,0.24066,554,1893,0.22140,0.25992
1996,17-29 y.,Urban regions,Intermediate School Degree,0.27319,570,1893,0.25311,0.29327
1996,17-29 y.,Urban regions,Technical School Degree,0.03924,74,1893,0.03049,0.04799
1996,17-29 y.,Urban regions,Upper Secondary Degree,0.19986,334,1893,0.18184,0.21788
1996,17-29 y.,Urban regions,Other Degree,0.05500,125,1893,0.04472,0.06527
1996,17-29 y.,Urban regions,"Dropout, No School Degree",0.01299,38,1893,0.00789,0.01809
1996,17-29 y.,Urban regions,No School Degree Yet,0.10443,198,1893,0.09065,0.11821
1996,17-29 y.,Rural regions,Secondary School Degree,0.24626,242,985,0.21934,0.27318
1996,17-29 y.,Rural regions,Intermediate School Degree,0.41731,484,985,0.38650,0.44812
1996,17-29 y.,Rural regions,Upper Secondary Degree,0.12987,136,985,0.10887,0.15087
1996,17-29 y.,Rural regions,Other Degree,0.02520,32,985,0.01540,0.03499
1996,17-29 y.,Rural regions,No School Degree Yet,0.08850,91,985,0.07075,0.10625
1996,30-45 y.,Urban regions,Secondary School Degree,0.33915,906,2810,0.32164,0.35666
1996,30-45 y.,Urban regions,Intermediate School Degree,0.27884,839,2810,0.26225,0.29542
1996,30-45 y.,Urban regions,Technical School Degree,0.05591,128,2810,0.04741,0.06440
1996,30-45 y.,Urban regions,Upper Secondary Degree,0.20453,509,2810,0.18961,0.21945
1996,30-45 y.,Urban regions,Other Degree,0.07474,321,2810,0.06502,0.08447
1996,30-45 y.,Urban regions,"Dropout, No School Degree",0.02192,107,2810,0.01650,0.02733
1996,30-45 y.,Rural regions,Secondary School Degree,0.34063,428,1487,0.31653,0.36473
1996,30-45 y.,Rural regions,Intermediate School Degree,0.44058,783,1487,0.41534,0.46583
1996,30-45 y.,Rural regions,Technical School Degree,0.03894,33,1487,0.02910,0.04877
1996,30-45 y.,Rural regions,Upper Secondary Degree,0.11212,169,1487,0.09608,0.12816
1996,30-45 y.,Rural regions,Other Degree,0.02995,74,1487,0.02129,0.03862
1996,46-65 y.,Urban regions,Secondary School Degree,0.57190,1192,2490,0.55247,0.59134
1996,46-65 y.,Urban regions,Intermediate School Degree,0.18330,387,2490,0.16810,0.19850
1996,46-65 y.,Urban regions,Technical School Degree,0.02304,38,2490,0.01714,0.02893
1996,46-65 y.,Urban regions,Upper Secondary Degree,0.10611,233,2490,0.09401,0.11821
1996,46-65 y.,Urban regions,Other Degree,0.07416,408,2490,0.06386,0.08445
1996,46-65 y.,Urban regions,"Dropout, No School Degree",0.02680,187,2490,0.02045,0.03314
1996,46-65 y.,Urban regions,No School Attended,0.00754,45,2490,0.00414,0.01094
1996,46-65 y.,Rural regions,Secondary School Degree,0.65431,832,1346,0.62889,0.67973
1996,46-65 y.,Rural regions,Intermediate School Degree,0.19892,302,1346,0.17759,0.22026
1996,46-65 y.,Rural regions,Upper Secondary Degree,0.07533,102,1346,0.06122,0.08943
1996,46-65 y.,Rural regions,Other Degree,0.02518,75,1346,0.01681,0.03356
1996,46-65 y.,Rural regions,"Dropout, No School Degree",0.01471,35,1346,0.00827,0.02114
1996,66 and older,Urban regions,Secondary School Degree,0.68986,693,988,0.66100,0.71871
1996,66 and older,Urban regions,Intermediate School Degree,0.18024,156,988,0.15626,0.20423
1996,66 and older,Urban regions,Upper Secondary Degree,0.07030,67,988,0.05435,0.08625
1996,66 and older,Urban regions,Other Degree,0.01880,40,988,0.01033,0.02728
1996,66 and older,Urban regions,"Dropout, No School Degree",0.01072,32,988,0.00430,0.01715
1996,66 and older,Rural regions,Secondary School Degree,0.78879,414,475,0.75204,0.82553
1996,66 and older,Rural regions,Intermediate School Degree,0.12992,61,475,0.09966,0.16019
1997,17-29 y.,Urban regions,Secondary School Degree,0.23266,524,1797,0.21311,0.25220
1997,17-29 y.,Urban regions,Intermediate School Degree,0.26745,530,1797,0.24698,0.28792
1997,17-29 y.,Urban regions,Technical School Degree,0.04210,69,1797,0.03281,0.05138
1997,17-29 y.,Urban regions,Upper Secondary Degree,0.20890,331,1797,0.19010,0.22770
1997,17-29 y.,Urban regions,Other Degree,0.05132,104,1797,0.04111,0.06152
1997,17-29 y.,Urban regions,"Dropout, No School Degree",0.01295,33,1797,0.00772,0.01818
1997,17-29 y.,Urban regions,No School Degree Yet,0.10485,206,1797,0.09068,0.11902
1997,17-29 y.,Rural regions,Secondary School Degree,0.22902,226,921,0.20186,0.25617
1997,17-29 y.,Rural regions,Intermediate School Degree,0.40883,460,921,0.37706,0.44059
1997,17-29 y.,Rural regions,Upper Secondary Degree,0.12903,129,921,0.10737,0.15070
1997,17-29 y.,Rural regions,No School Degree Yet,0.09587,106,921,0.07685,0.11490
1997,30-45 y.,Urban regions,Secondary School Degree,0.33214,892,2775,0.31461,0.34967
1997,30-45 y.,Urban regions,Intermediate School Degree,0.29030,848,2775,0.27340,0.30719
1997,30-45 y.,Urban regions,Technical School Degree,0.05695,136,2775,0.04833,0.06557
1997,30-45 y.,Urban regions,Upper Secondary Degree,0.20499,510,2775,0.18997,0.22001
1997,30-45 y.,Urban regions,Other Degree,0.07042,297,2775,0.06090,0.07994
1997,30-45 y.,Urban regions,"Dropout, No School Degree",0.01899,92,2775,0.01391,0.02407
1997,30-45 y.,Rural regions,Secondary School Degree,0.31947,405,1442,0.29540,0.34355
1997,30-45 y.,Rural regions,Intermediate School Degree,0.44738,757,1442,0.42171,0.47305
1997,30-45 y.,Rural regions,Technical School Degree,0.03904,33,1442,0.02904,0.04904
1997,30-45 y.,Rural regions,Upper Secondary Degree,0.12663,178,1442,0.10946,0.14380
1997,30-45 y.,Rural regions,Other Degree,0.03176,69,1442,0.02271,0.04082
1997,46-65 y.,Urban regions,Secondary School Degree,0.56415,1153,2448,0.54450,0.58380
1997,46-65 y.,Urban regions,Intermediate School Degree,0.18401,400,2448,0.16865,0.19936
1997,46-65 y.,Urban regions,Technical School Degree,0.02585,43,2448,0.01956,0.03213
1997,46-65 y.,Urban regions,Upper Secondary Degree,0.10558,237,2448,0.09341,0.11776
1997,46-65 y.,Urban regions,Other Degree,0.07512,388,2448,0.06467,0.08556
1997,46-65 y.,Urban regions,"Dropout, No School Degree",0.02999,185,2448,0.02323,0.03675
1997,46-65 y.,Urban regions,No School Attended,0.00808,42,2448,0.00453,0.01163
1997,46-65 y.,Rural regions,Secondary School Degree,0.64707,798,1319,0.62127,0.67287
1997,46-65 y.,Rural regions,Intermediate School Degree,0.20707,332,1319,0.18520,0.22895
1997,46-65 y.,Rural regions,Upper Secondary Degree,0.08196,117,1319,0.06715,0.09677
1997,46-65 y.,Rural regions,Other Degree,0.02627,72,1319,0.01764,0.03491
1997,66 and older,Urban regions,Secondary School Degree,0.69629,710,1009,0.66790,0.72468
1997,66 and older,Urban regions,Intermediate School Degree,0.17072,152,1009,0.14749,0.19395
1997,66 and older,Urban regions,Upper Secondary Degree,0.06996,68,1009,0.05421,0.08570
1997,66 and older,Urban regions,Other Degree,0.02036,46,1009,0.01164,0.02907
1997,66 and older,Urban regions,"Dropout, No School Degree",0.01207,33,1009,0.00533,0.01882
1997,66 and older,Rural regions,Secondary School Degree,0.80051,426,482,0.76479,0.83622
1997,66 and older,Rural regions,Intermediate School Degree,0.11207,56,482,0.08388,0.14027
1998,17-29 y.,Urban regions,Secondary School Degree,0.22328,518,1867,0.20439,0.24218
1998,17-29 y.,Urban regions,Intermediate School Degree,0.26699,555,1867,0.24691,0.28706
1998,17-29 y.,Urban regions,Technical School Degree,0.04533,86,1867,0.03589,0.05477
1998,17-29 y.,Urban regions,Upper Secondary Degree,0.20792,360,1867,0.18951,0.22633
1998,17-29 y.,Urban regions,Other Degree,0.04520,98,1867,0.03577,0.05463
1998,17-29 y.,Urban regions,"Dropout, No School Degree",0.01174,33,1867,0.00686,0.01663
1998,17-29 y.,Urban regions,No School Degree Yet,0.10749,217,1867,0.09343,0.12154
1998,17-29 y.,Rural regions,Secondary School Degree,0.22199,237,958,0.19566,0.24832
1998,17-29 y.,Rural regions,Intermediate School Degree,0.41354,473,958,0.38234,0.44474
1998,17-29 y.,Rural regions,Upper Secondary Degree,0.11847,136,958,0.09800,0.13895
1998,17-29 y.,Rural regions,No School Degree Yet,0.09382,112,958,0.07535,0.11229
1998,30-45 y.,Urban regions,Secondary School Degree,0.30363,938,3004,0.28719,0.32008
1998,30-45 y.,Urban regions,Intermediate School Degree,0.28843,949,3004,0.27223,0.30463
1998,30-45 y.,Urban regions,Technical School Degree,0.05935,155,3004,0.05090,0.06780
1998,30-45 y.,Urban regions,Upper Secondary Degree,0.20828,604,3004,0.19376,0.22281
1998,30-45 y.,Urban regions,Other Degree,0.06722,278,3004,0.05827,0.07618
1998,30-45 y.,Urban regions,"Dropout, No School Degree",0.01769,80,3004,0.01297,0.02240
1998,30-45 y.,Rural regions,Secondary School Degree,0.29395,447,1575,0.27145,0.31646
1998,30-45 y.,Rural regions,Intermediate School Degree,0.45769,828,1575,0.43308,0.48231
1998,30-45 y.,Rural regions,Technical School Degree,0.03526,38,1575,0.02615,0.04437
1998,30-45 y.,Rural regions,Upper Secondary Degree,0.12489,197,1575,0.10856,0.14123
1998,30-45 y.,Rural regions,Other Degree,0.03069,65,1575,0.02217,0.03921
1998,46-65 y.,Urban regions,Secondary School Degree,0.52450,1312,2697,0.50565,0.54336
1998,46-65 y.,Urban regions,Intermediate School Degree,0.17537,457,2697,0.16102,0.18973
1998,46-65 y.,Urban regions,Technical School Degree,0.02889,56,2697,0.02256,0.03521
1998,46-65 y.,Urban regions,Upper Secondary Degree,0.10534,272,2697,0.09375,0.11693
1998,46-65 y.,Urban regions,Other Degree,0.07922,384,2697,0.06902,0.08941
1998,46-65 y.,Urban regions,"Dropout, No School Degree",0.03196,177,2697,0.02532,0.03860
1998,46-65 y.,Urban regions,No School Attended,0.00801,39,2697,0.00465,0.01138
1998,46-65 y.,Rural regions,Secondary School Degree,0.59981,879,1465,0.57471,0.62490
1998,46-65 y.,Rural regions,Intermediate School Degree,0.20891,374,1465,0.18809,0.22974
1998,46-65 y.,Rural regions,Upper Secondary Degree,0.08577,140,1465,0.07142,0.10011
1998,46-65 y.,Rural regions,Other Degree,0.02878,72,1465,0.02022,0.03735
1998,66 and older,Urban regions,Secondary School Degree,0.66703,794,1138,0.63964,0.69442
1998,66 and older,Urban regions,Intermediate School Degree,0.16130,176,1138,0.13992,0.18268
1998,66 and older,Urban regions,Upper Secondary Degree,0.06859,81,1138,0.05390,0.08328
1998,66 and older,Urban regions,Other Degree,0.02286,51,1138,0.01417,0.03155
1998,66 and older,Urban regions,"Dropout, No School Degree",0.01392,36,1138,0.00711,0.02073
1998,66 and older,Rural regions,Secondary School Degree,0.77597,480,546,0.74097,0.81098
1998,66 and older,Rural regions,Intermediate School Degree,0.11106,66,546,0.08468,0.13743
1999,17-29 y.,Urban regions,Secondary School Degree,0.23593,493,1772,0.21616,0.25571
1999,17-29 y.,Urban regions,Intermediate School Degree,0.27569,526,1772,0.25488,0.29650
1999,17-29 y.,Urban regions,Technical School Degree,0.04309,79,1772,0.03364,0.05255
1999,17-29 y.,Urban regions,Upper Secondary Degree,0.20845,355,1772,0.18953,0.22736
1999,17-29 y.,Urban regions,Other Degree,0.03943,79,1772,0.03036,0.04849
1999,17-29 y.,Urban regions,"Dropout, No School Degree",0.01574,34,1772,0.00994,0.02154
1999,17-29 y.,Urban regions,No School Degree Yet,0.11295,206,1772,0.09821,0.12769
1999,17-29 y.,Rural regions,Secondary School Degree,0.23113,224,926,0.20396,0.25830
1999,17-29 y.,Rural regions,Intermediate School Degree,0.43414,456,926,0.40219,0.46608
1999,17-29 y.,Rural regions,Upper Secondary Degree,0.11755,139,926,0.09680,0.13831
1999,17-29 y.,Rural regions,No School Degree Yet,0.09130,107,926,0.07274,0.10986
1999,30-45 y.,Urban regions,Secondary School Degree,0.30327,919,2971,0.28674,0.31980
1999,30-45 y.,Urban regions,Intermediate School Degree,0.29088,954,2971,0.27455,0.30722
1999,30-45 y.,Urban regions,Technical School Degree,0.05443,146,2971,0.04627,0.06259
1999,30-45 y.,Urban regions,Upper Secondary Degree,0.22507,606,2971,0.21005,0.24009
1999,30-45 y.,Urban regions,Other Degree,0.07129,267,2971,0.06203,0.08054
1999,30-45 y.,Urban regions,"Dropout, No School Degree",0.01830,79,2971,0.01348,0.02312
1999,30-45 y.,Rural regions,Secondary School Degree,0.29104,433,1566,0.26854,0.31355
1999,30-45 y.,Rural regions,Intermediate School Degree,0.46919,831,1566,0.44446,0.49392
1999,30-45 y.,Rural regions,Technical School Degree,0.04278,43,1566,0.03276,0.05281
1999,30-45 y.,Rural regions,Upper Secondary Degree,0.12841,202,1566,0.11184,0.14499
1999,30-45 y.,Rural regions,Other Degree,0.02804,57,1566,0.01986,0.03622
1999,46-65 y.,Urban regions,Secondary School Degree,0.53618,1277,2644,0.51717,0.55520
1999,46-65 y.,Urban regions,Intermediate School Degree,0.18376,463,2644,0.16899,0.19852
1999,46-65 y.,Urban regions,Technical School Degree,0.03096,60,2644,0.02436,0.03757
1999,46-65 y.,Urban regions,Upper Secondary Degree,0.11008,274,2644,0.09814,0.12201
1999,46-65 y.,Urban regions,Other Degree,0.08334,361,2644,0.07281,0.09388
1999,46-65 y.,Urban regions,"Dropout, No School Degree",0.03460,170,2644,0.02763,0.04157
1999,46-65 y.,Urban regions,No School Attended,0.00720,39,2644,0.00397,0.01042
1999,46-65 y.,Rural regions,Secondary School Degree,0.61750,854,1456,0.59252,0.64247
1999,46-65 y.,Rural regions,Intermediate School Degree,0.23421,391,1456,0.21244,0.25597
1999,46-65 y.,Rural regions,Upper Secondary Degree,0.08786,144,1456,0.07331,0.10241
1999,46-65 y.,Rural regions,Other Degree,0.02998,67,1456,0.02122,0.03874
1999,66 and older,Urban regions,Secondary School Degree,0.68929,791,1136,0.66237,0.71622
1999,66 and older,Urban regions,Intermediate School Degree,0.15343,166,1136,0.13246,0.17439
1999,66 and older,Urban regions,Upper Secondary Degree,0.07801,86,1136,0.06241,0.09361
1999,66 and older,Urban regions,Other Degree,0.02589,51,1136,0.01665,0.03513
1999,66 and older,Urban regions,"Dropout, No School Degree",0.01698,42,1136,0.00946,0.02450
1999,66 and older,Rural regions,Secondary School Degree,0.79124,493,555,0.75740,0.82509
1999,66 and older,Rural regions,Intermediate School Degree,0.11330,62,555,0.08691,0.13969
2000,17-29 y.,Urban regions,Secondary School Degree,0.22840,684,2902,0.21313,0.24368
2000,17-29 y.,Urban regions,Intermediate School Degree,0.30025,894,2902,0.28357,0.31693
2000,17-29 y.,Urban regions,Technical School Degree,0.05623,155,2902,0.04784,0.06461
2000,17-29 y.,Urban regions,Upper Secondary Degree,0.25132,686,2902,0.23554,0.26711
2000,17-29 y.,Urban regions,Other Degree,0.04974,135,2902,0.04183,0.05765
2000,17-29 y.,Urban regions,"Dropout, No School Degree",0.01169,32,2902,0.00778,0.01560
2000,17-29 y.,Urban regions,No School Degree Yet,0.09933,316,2902,0.08845,0.11022
2000,17-29 y.,Rural regions,Secondary School Degree,0.24378,373,1654,0.22308,0.26448
2000,17-29 y.,Rural regions,Intermediate School Degree,0.43420,742,1654,0.41031,0.45810
2000,17-29 y.,Rural regions,Technical School Degree,0.03814,52,1654,0.02891,0.04738
2000,17-29 y.,Rural regions,Upper Secondary Degree,0.14427,268,1654,0.12733,0.16121
2000,17-29 y.,Rural regions,Other Degree,0.03129,50,1654,0.02289,0.03968
2000,17-29 y.,Rural regions,No School Degree Yet,0.09403,169,1654,0.07996,0.10811
2000,30-45 y.,Urban regions,Secondary School Degree,0.29631,1590,5366,0.28409,0.30853
2000,30-45 y.,Urban regions,Intermediate School Degree,0.30860,1731,5366,0.29624,0.32096
2000,30-45 y.,Urban regions,Technical School Degree,0.06974,345,5366,0.06292,0.07656
2000,30-45 y.,Urban regions,Upper Secondary Degree,0.23110,1173,5366,0.21982,0.24238
2000,30-45 y.,Urban regions,Other Degree,0.07696,445,5366,0.06983,0.08410
2000,30-45 y.,Urban regions,"Dropout, No School Degree",0.01482,82,5366,0.01159,0.01805
2000,30-45 y.,Rural regions,Secondary School Degree,0.29082,769,2758,0.27386,0.30777
2000,30-45 y.,Rural regions,Intermediate School Degree,0.47830,1407,2758,0.45965,0.49694
2000,30-45 y.,Rural regions,Technical School Degree,0.04615,110,2758,0.03831,0.05398
2000,30-45 y.,Rural regions,Upper Secondary Degree,0.13279,360,2758,0.12012,0.14546
2000,30-45 y.,Rural regions,Other Degree,0.04159,112,2758,0.03414,0.04904
2000,46-65 y.,Urban regions,Secondary School Degree,0.50541,2479,5058,0.49163,0.51919
2000,46-65 y.,Urban regions,Intermediate School Degree,0.20148,1014,5058,0.19042,0.21253
2000,46-65 y.,Urban regions,Technical School Degree,0.04344,194,5058,0.03782,0.04906
2000,46-65 y.,Urban regions,Upper Secondary Degree,0.12688,647,5058,0.11770,0.13605
2000,46-65 y.,Urban regions,Other Degree,0.09083,558,5058,0.08291,0.09875
2000,46-65 y.,Urban regions,"Dropout, No School Degree",0.02738,166,5058,0.02288,0.03188
2000,46-65 y.,Rural regions,Secondary School Degree,0.59018,1529,2656,0.57147,0.60888
2000,46-65 y.,Rural regions,Intermediate School Degree,0.25002,711,2656,0.23355,0.26649
2000,46-65 y.,Rural regions,Technical School Degree,0.03264,71,2656,0.02588,0.03940
2000,46-65 y.,Rural regions,Upper Secondary Degree,0.09431,269,2656,0.08319,0.10543
2000,46-65 y.,Rural regions,Other Degree,0.02434,76,2656,0.01848,0.03020
2000,66 and older,Urban regions,Secondary School Degree,0.65453,1526,2324,0.63519,0.67387
2000,66 and older,Urban regions,Intermediate School Degree,0.16574,359,2324,0.15062,0.18086
2000,66 and older,Urban regions,Technical School Degree,0.02943,70,2324,0.02256,0.03630
2000,66 and older,Urban regions,Upper Secondary Degree,0.09559,215,2324,0.08363,0.10754
