year,sex,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,female,Other Degree,0.06195,866,12974,0.05780,0.06610
2010,female,"Dropout, No School Degree",0.01269,210,12974,0.01076,0.01461
2010,female,No School Degree Yet,0.01818,344,12974,0.01588,0.02048
2011,male,Secondary School Degree,0.27693,3978,12649,0.26913,0.28473
2011,male,Intermediate School Degree,0.21855,3431,12649,0.21134,0.22575
2011,male,Technical School Degree,0.05488,829,12649,0.05092,0.05885
2011,male,Upper Secondary Degree,0.17386,2945,12649,0.16726,0.18047
2011,male,Other Degree,0.05544,828,12649,0.05145,0.05943
2011,male,"Dropout, No School Degree",0.01276,187,12649,0.01081,0.01472
2011,male,No School Degree Yet,0.02080,451,12649,0.01832,0.02329
2011,female,Secondary School Degree,0.27840,4216,15398,0.27132,0.28548
2011,female,Intermediate School Degree,0.25618,5278,15398,0.24928,0.26307
2011,female,Technical School Degree,0.04129,804,15398,0.03814,0.04443
2011,female,Upper Secondary Degree,0.16048,3362,15398,0.15468,0.16627
2011,female,Other Degree,0.06544,1053,15398,0.06153,0.06935
2011,female,"Dropout, No School Degree",0.01395,242,15398,0.01210,0.01580
2011,female,No School Degree Yet,0.01821,443,15398,0.01610,0.02033
2012,male,Secondary School Degree,0.27441,3897,12452,0.26657,0.28225
2012,male,Intermediate School Degree,0.21902,3406,12452,0.21176,0.22629
2012,male,Technical School Degree,0.05478,820,12452,0.05078,0.05878
2012,male,Upper Secondary Degree,0.17267,2882,12452,0.16603,0.17931
2012,male,Other Degree,0.06189,820,12452,0.05765,0.06612
2012,male,"Dropout, No School Degree",0.01291,189,12452,0.01093,0.01490
2012,male,No School Degree Yet,0.01868,438,12452,0.01630,0.02106
2012,female,Secondary School Degree,0.27092,4050,15014,0.26381,0.27803
2012,female,Intermediate School Degree,0.25331,5105,15014,0.24635,0.26027
2012,female,Technical School Degree,0.04271,786,15014,0.03947,0.04594
2012,female,Upper Secondary Degree,0.16477,3331,15014,0.15883,0.17070
2012,female,Other Degree,0.07071,1035,15014,0.06661,0.07481
2012,female,"Dropout, No School Degree",0.01402,234,15014,0.01213,0.01590
2012,female,No School Degree Yet,0.01865,473,15014,0.01649,0.02082
2013,male,Secondary School Degree,0.26419,3839,13837,0.25684,0.27154
2013,male,Intermediate School Degree,0.21712,3432,13837,0.21025,0.22399
2013,male,Technical School Degree,0.05755,878,13837,0.05367,0.06144
2013,male,Upper Secondary Degree,0.17518,2976,13837,0.16885,0.18151
2013,male,Other Degree,0.07132,1862,13837,0.06703,0.07561
2013,male,"Dropout, No School Degree",0.01456,311,13837,0.01256,0.01655
2013,male,No School Degree Yet,0.02041,539,13837,0.01806,0.02277
2013,female,Secondary School Degree,0.26159,3954,16477,0.25488,0.26831
2013,female,Intermediate School Degree,0.25677,5112,16477,0.25010,0.26344
2013,female,Technical School Degree,0.04241,821,16477,0.03933,0.04549
2013,female,Upper Secondary Degree,0.16508,3401,16477,0.15941,0.17075
2013,female,Other Degree,0.07374,2268,16477,0.06975,0.07774
2013,female,"Dropout, No School Degree",0.01623,375,16477,0.01430,0.01816
2013,female,No School Degree Yet,0.01878,546,16477,0.01671,0.02085
2014,male,Secondary School Degree,0.25700,3418,12256,0.24927,0.26474
2014,male,Intermediate School Degree,0.21294,3104,12256,0.20569,0.22019
2014,male,Technical School Degree,0.06012,810,12256,0.05591,0.06432
2014,male,Upper Secondary Degree,0.17984,2752,12256,0.17304,0.18664
2014,male,Other Degree,0.07382,1495,12256,0.06919,0.07845
2014,male,"Dropout, No School Degree",0.01417,241,12256,0.01207,0.01626
2014,male,No School Degree Yet,0.01889,436,12256,0.01648,0.02130
2014,female,Secondary School Degree,0.25323,3531,14463,0.24615,0.26032
2014,female,Intermediate School Degree,0.25082,4508,14463,0.24376,0.25789
2014,female,Technical School Degree,0.04532,764,14463,0.04193,0.04871
2014,female,Upper Secondary Degree,0.17333,3095,14463,0.16716,0.17950
2014,female,Other Degree,0.07381,1801,14463,0.06955,0.07808
2014,female,"Dropout, No School Degree",0.01661,308,14463,0.01453,0.01869
2014,female,No School Degree Yet,0.01720,456,14463,0.01509,0.01932
2015,male,Secondary School Degree,0.24780,3187,12109,0.24011,0.25549
2015,male,Intermediate School Degree,0.21639,2975,12109,0.20905,0.22372
2015,male,Technical School Degree,0.05965,788,12109,0.05543,0.06387
2015,male,Upper Secondary Degree,0.18234,2667,12109,0.17546,0.18922
2015,male,Other Degree,0.07879,1882,12109,0.07399,0.08359
2015,male,"Dropout, No School Degree",0.01389,253,12109,0.01181,0.01598
2015,male,No School Degree Yet,0.01501,357,12109,0.01284,0.01717
2015,female,Secondary School Degree,0.24385,3241,14258,0.23680,0.25090
2015,female,Intermediate School Degree,0.25179,4301,14258,0.24467,0.25892
2015,female,Technical School Degree,0.04519,727,14258,0.04178,0.04860
2015,female,Upper Secondary Degree,0.17677,3023,14258,0.17051,0.18304
2015,female,Other Degree,0.08024,2204,14258,0.07578,0.08470
2015,female,"Dropout, No School Degree",0.01670,340,14258,0.01460,0.01881
2015,female,No School Degree Yet,0.01566,422,14258,0.01363,0.01770
2016,male,Secondary School Degree,0.23967,2939,12627,0.23223,0.24712
2016,male,Intermediate School Degree,0.21315,2732,12627,0.20601,0.22030
2016,male,Technical School Degree,0.06026,736,12627,0.05611,0.06441
2016,male,Upper Secondary Degree,0.18315,2502,12627,0.17640,0.18989
2016,male,Other Degree,0.08276,2526,12627,0.07796,0.08757
2016,male,"Dropout, No School Degree",0.01421,645,12627,0.01214,0.01627
2016,male,No School Degree Yet,0.01550,432,12627,0.01335,0.01766
2016,male,No School Attended,0.00027,115,12627,-0.00001,0.00056
2016,female,Secondary School Degree,0.23434,2956,14154,0.22737,0.24132
2016,female,Intermediate School Degree,0.24799,3987,14154,0.24087,0.25510
2016,female,Technical School Degree,0.04613,693,14154,0.04268,0.04959
2016,female,Upper Secondary Degree,0.18053,2869,14154,0.17419,0.18686
2016,female,Other Degree,0.08464,2435,14154,0.08005,0.08922
2016,female,"Dropout, No School Degree",0.01593,580,14154,0.01387,0.01800
2016,female,No School Degree Yet,0.01604,465,14154,0.01397,0.01811
2016,female,No School Attended,0.00028,169,14154,0.00000,0.00055
2017,male,Secondary School Degree,0.23095,3093,14218,0.22402,0.23788
2017,male,Intermediate School Degree,0.21430,3167,14218,0.20756,0.22105
2017,male,Technical School Degree,0.06042,868,14218,0.05650,0.06434
2017,male,Upper Secondary Degree,0.18606,2934,14218,0.17966,0.19246
2017,male,Other Degree,0.08024,2708,14218,0.07577,0.08470
2017,male,"Dropout, No School Degree",0.01697,801,14218,0.01485,0.01910
2017,male,No School Degree Yet,0.01729,490,14218,0.01515,0.01943
2017,male,No School Attended,0.00049,157,14218,0.00013,0.00086
2017,female,Secondary School Degree,0.22620,3034,15779,0.21967,0.23273
2017,female,Intermediate School Degree,0.25083,4503,15779,0.24406,0.25759
2017,female,Technical School Degree,0.04758,825,15779,0.04426,0.05090
2017,female,Upper Secondary Degree,0.17829,3290,15779,0.17232,0.18426
2017,female,Other Degree,0.08623,2631,15779,0.08185,0.09061
2017,female,"Dropout, No School Degree",0.01847,722,15779,0.01637,0.02057
2017,female,No School Degree Yet,0.01685,536,15779,0.01484,0.01885
2017,female,No School Attended,0.00051,238,15779,0.00016,0.00087
2018,male,Secondary School Degree,0.22720,2942,13507,0.22013,0.23427
2018,male,Intermediate School Degree,0.21153,3044,13507,0.20464,0.21842
2018,male,Technical School Degree,0.06301,850,13507,0.05891,0.06711
2018,male,Upper Secondary Degree,0.19172,2849,13507,0.18508,0.19836
2018,male,Other Degree,0.08046,2466,13507,0.07587,0.08505
2018,male,"Dropout, No School Degree",0.01618,780,13507,0.01405,0.01830
2018,male,No School Degree Yet,0.01494,443,13507,0.01289,0.01699
2018,male,No School Attended,0.00042,133,13507,0.00007,0.00076
2018,female,Secondary School Degree,0.21866,2895,14996,0.21205,0.22528
2018,female,Intermediate School Degree,0.25262,4359,14996,0.24566,0.25957
2018,female,Technical School Degree,0.04880,806,14996,0.04535,0.05225
2018,female,Upper Secondary Degree,0.18272,3232,14996,0.17654,0.18891
2018,female,Other Degree,0.08795,2399,14996,0.08341,0.09248
2018,female,"Dropout, No School Degree",0.01918,705,14996,0.01698,0.02138
2018,female,No School Degree Yet,0.01460,414,14996,0.01268,0.01652
2018,female,No School Attended,0.00053,186,14996,0.00016,0.00090
2019,male,Secondary School Degree,0.21945,2825,13802,0.21255,0.22636
2019,male,Intermediate School Degree,0.21191,3258,13802,0.20509,0.21873
2019,male,Technical School Degree,0.06174,943,13802,0.05772,0.06576
2019,male,Upper Secondary Degree,0.19577,3356,13802,0.18915,0.20239
2019,male,Other Degree,0.08235,2169,13802,0.07776,0.08693
2019,male,"Dropout, No School Degree",0.01647,732,13802,0.01435,0.01860
2019,male,No School Degree Yet,0.01373,365,13802,0.01179,0.01567
2019,male,No School Attended,0.00058,154,13802,0.00018,0.00098
2019,female,Secondary School Degree,0.20710,2615,14427,0.20049,0.21371
2019,female,Intermediate School Degree,0.25448,4312,14427,0.24737,0.26158
2019,female,Technical School Degree,0.04918,822,14427,0.04566,0.05271
2019,female,Upper Secondary Degree,0.18971,3473,14427,0.18331,0.19610
2019,female,Other Degree,0.08557,2069,14427,0.08101,0.09014
2019,female,"Dropout, No School Degree",0.01940,592,14427,0.01715,0.02165
2019,female,No School Degree Yet,0.01296,332,14427,0.01112,0.01481
2019,female,No School Attended,0.00070,212,14427,0.00027,0.00113
2020,male,Secondary School Degree,0.21373,2529,13957,0.20693,0.22053
2020,male,Intermediate School Degree,0.21337,2978,13957,0.20657,0.22017
2020,male,Technical School Degree,0.06107,871,13957,0.05710,0.06505
2020,male,Upper Secondary Degree,0.20154,3102,13957,0.19489,0.20820
2020,male,Other Degree,0.07563,3011,13957,0.07125,0.08002
2020,male,"Dropout, No School Degree",0.01468,798,13957,0.01268,0.01667
2020,male,No School Degree Yet,0.01626,423,13957,0.01416,0.01835
2020,male,No School Attended,0.00104,245,13957,0.00050,0.00157
2020,female,Secondary School Degree,0.20531,2399,14339,0.19870,0.21192
2020,female,Intermediate School Degree,0.25377,3997,14339,0.24665,0.26089
2020,female,Technical School Degree,0.05091,791,14339,0.04731,0.05451
2020,female,Upper Secondary Degree,0.19689,3371,14339,0.19038,0.20340
2020,female,Other Degree,0.07826,2581,14339,0.07386,0.08266
2020,female,"Dropout, No School Degree",0.01696,577,14339,0.01485,0.01908
2020,female,No School Degree Yet,0.01409,392,14339,0.01216,0.01602
2020,female,No School Attended,0.00097,231,14339,0.00046,0.00148
2021,male,Secondary School Degree,0.19938,1579,9051,0.19115,0.20762
2021,male,Intermediate School Degree,0.20097,2011,9051,0.19271,0.20922
2021,male,Technical School Degree,0.06607,657,9051,0.06095,0.07119
2021,male,Upper Secondary Degree,0.21688,2403,9051,0.20839,0.22537
2021,male,Other Degree,0.06781,1567,9051,0.06263,0.07299
2021,male,"Dropout, No School Degree",0.01687,448,9051,0.01422,0.01952
2021,male,No School Degree Yet,0.01366,258,9051,0.01127,0.01605
2021,male,No School Attended,0.00154,128,9051,0.00073,0.00235
2021,female,Secondary School Degree,0.19428,1549,9717,0.18642,0.20215
2021,female,Intermediate School Degree,0.24049,2720,9717,0.23199,0.24898
2021,female,Technical School Degree,0.05508,580,9717,0.05054,0.05962
2021,female,Upper Secondary Degree,0.21517,2641,9717,0.20700,0.22335
2021,female,Other Degree,0.08055,1494,9717,0.07514,0.08596
2021,female,"Dropout, No School Degree",0.01193,345,9717,0.00977,0.01409
2021,female,No School Degree Yet,0.01265,236,9717,0.01043,0.01487
2021,female,No School Attended,0.00116,152,9717,0.00048,0.00183
