year,regtyp,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Urban regions,Secondary School Degree,0.27801,4244,15498,0.27095,0.28506
2010,Urban regions,Intermediate School Degree,0.21495,4247,15498,0.20849,0.22142
2010,Urban regions,Technical School Degree,0.05163,974,15498,0.04815,0.05511
2010,Urban regions,Upper Secondary Degree,0.18330,4081,15498,0.17721,0.18939
2010,Urban regions,Other Degree,0.06569,1219,15498,0.06179,0.06959
2010,Urban regions,"Dropout, No School Degree",0.01283,253,15498,0.01106,0.01460
2010,Urban regions,No School Degree Yet,0.02050,480,15498,0.01827,0.02273
2010,Rural regions,Secondary School Degree,0.31620,2632,8304,0.30620,0.32620
2010,Rural regions,Intermediate School Degree,0.29493,3232,8304,0.28512,0.30474
2010,Rural regions,Technical School Degree,0.04139,395,8304,0.03710,0.04567
2010,Rural regions,Upper Secondary Degree,0.11441,1339,8304,0.10756,0.12126
2010,Rural regions,Other Degree,0.04078,369,8304,0.03653,0.04504
2010,Rural regions,"Dropout, No School Degree",0.00956,107,8304,0.00746,0.01165
2010,Rural regions,No School Degree Yet,0.01732,230,8304,0.01452,0.02013
2011,Urban regions,Secondary School Degree,0.26660,4975,17947,0.26013,0.27307
2011,Urban regions,Intermediate School Degree,0.21081,4856,17947,0.20484,0.21677
2011,Urban regions,Technical School Degree,0.05142,1144,17947,0.04819,0.05466
2011,Urban regions,Upper Secondary Degree,0.18866,4682,17947,0.18294,0.19438
2011,Urban regions,Other Degree,0.06813,1395,17947,0.06444,0.07182
2011,Urban regions,"Dropout, No School Degree",0.01438,285,17947,0.01263,0.01612
2011,Urban regions,No School Degree Yet,0.02176,610,17947,0.01962,0.02389
2011,Rural regions,Secondary School Degree,0.30062,3219,10100,0.29168,0.30957
2011,Rural regions,Intermediate School Degree,0.29359,3853,10100,0.28470,0.30247
2011,Rural regions,Technical School Degree,0.04072,489,10100,0.03687,0.04458
2011,Rural regions,Upper Secondary Degree,0.12220,1625,10100,0.11581,0.12859
2011,Rural regions,Other Degree,0.04483,486,10100,0.04079,0.04886
2011,Rural regions,"Dropout, No School Degree",0.01128,144,10100,0.00922,0.01334
2011,Rural regions,No School Degree Yet,0.01476,284,10100,0.01241,0.01711
2012,Urban regions,Secondary School Degree,0.25737,4748,17402,0.25088,0.26387
2012,Urban regions,Intermediate School Degree,0.21099,4723,17402,0.20493,0.21705
2012,Urban regions,Technical School Degree,0.05377,1139,17402,0.05042,0.05712
2012,Urban regions,Upper Secondary Degree,0.19194,4560,17402,0.18609,0.19780
2012,Urban regions,Other Degree,0.07357,1337,17402,0.06969,0.07745
2012,Urban regions,"Dropout, No School Degree",0.01464,277,17402,0.01285,0.01642
2012,Urban regions,No School Degree Yet,0.01995,618,17402,0.01787,0.02203
2012,Rural regions,Secondary School Degree,0.30410,3199,10064,0.29511,0.31309
2012,Rural regions,Intermediate School Degree,0.28914,3788,10064,0.28028,0.29800
2012,Rural regions,Technical School Degree,0.03800,467,10064,0.03426,0.04173
2012,Rural regions,Upper Secondary Degree,0.12056,1653,10064,0.11420,0.12692
2012,Rural regions,Other Degree,0.05157,518,10064,0.04725,0.05589
2012,Rural regions,"Dropout, No School Degree",0.01108,146,10064,0.00903,0.01312
2012,Rural regions,No School Degree Yet,0.01601,293,10064,0.01356,0.01846
2013,Urban regions,Secondary School Degree,0.24587,4770,19888,0.23988,0.25185
2013,Urban regions,Intermediate School Degree,0.20969,4858,19888,0.20403,0.21535
2013,Urban regions,Technical School Degree,0.05611,1242,19888,0.05291,0.05931
2013,Urban regions,Upper Secondary Degree,0.19299,4763,19888,0.18750,0.19847
2013,Urban regions,Other Degree,0.08111,3050,19888,0.07731,0.08490
2013,Urban regions,"Dropout, No School Degree",0.01714,487,19888,0.01534,0.01895
2013,Urban regions,No School Degree Yet,0.02004,718,19888,0.01809,0.02199
2013,Rural regions,Secondary School Degree,0.29801,3023,10426,0.28923,0.30679
2013,Rural regions,Intermediate School Degree,0.29439,3686,10426,0.28564,0.30314
2013,Rural regions,Technical School Degree,0.03689,457,10426,0.03327,0.04050
2013,Rural regions,Upper Secondary Degree,0.12259,1614,10426,0.11629,0.12888
2013,Rural regions,Other Degree,0.05487,1080,10426,0.05050,0.05924
2013,Rural regions,"Dropout, No School Degree",0.01182,199,10426,0.00975,0.01390
2013,Rural regions,No School Degree Yet,0.01864,367,10426,0.01604,0.02124
2014,Urban regions,Secondary School Degree,0.23745,4202,17389,0.23113,0.24378
2014,Urban regions,Intermediate School Degree,0.20476,4306,17389,0.19876,0.21076
2014,Urban regions,Technical School Degree,0.05893,1144,17389,0.05543,0.06243
2014,Urban regions,Upper Secondary Degree,0.20061,4348,17389,0.19466,0.20657
2014,Urban regions,Other Degree,0.08216,2407,17389,0.07807,0.08624
2014,Urban regions,"Dropout, No School Degree",0.01697,386,17389,0.01505,0.01889
2014,Urban regions,No School Degree Yet,0.01820,596,17389,0.01621,0.02019
2014,Rural regions,Secondary School Degree,0.29220,2747,9330,0.28297,0.30143
2014,Rural regions,Intermediate School Degree,0.29000,3306,9330,0.28079,0.29920
2014,Rural regions,Technical School Degree,0.03923,430,9330,0.03529,0.04317
2014,Rural regions,Upper Secondary Degree,0.12578,1499,9330,0.11905,0.13251
2014,Rural regions,Other Degree,0.05624,889,9330,0.05156,0.06091
2014,Rural regions,"Dropout, No School Degree",0.01212,163,9330,0.00990,0.01434
2014,Rural regions,No School Degree Yet,0.01768,296,9330,0.01500,0.02035
2015,Urban regions,Secondary School Degree,0.22905,3876,17198,0.22277,0.23533
2015,Urban regions,Intermediate School Degree,0.20590,4100,17198,0.19985,0.21194
2015,Urban regions,Technical School Degree,0.05875,1090,17198,0.05524,0.06227
2015,Urban regions,Upper Secondary Degree,0.20367,4200,17198,0.19765,0.20969
2015,Urban regions,Other Degree,0.08913,2986,17198,0.08487,0.09339
2015,Urban regions,"Dropout, No School Degree",0.01693,422,17198,0.01500,0.01885
2015,Urban regions,No School Degree Yet,0.01531,524,17198,0.01347,0.01714
2015,Rural regions,Secondary School Degree,0.28125,2552,9169,0.27204,0.29045
2015,Rural regions,Intermediate School Degree,0.29464,3176,9169,0.28531,0.30397
2015,Rural regions,Technical School Degree,0.03866,425,9169,0.03471,0.04260
2015,Rural regions,Upper Secondary Degree,0.12833,1490,9169,0.12149,0.13518
2015,Rural regions,Other Degree,0.05916,1100,9169,0.05433,0.06399
2015,Rural regions,"Dropout, No School Degree",0.01191,171,9169,0.00969,0.01413
2015,Rural regions,No School Degree Yet,0.01541,255,9169,0.01289,0.01793
2016,Urban regions,Secondary School Degree,0.22301,3545,17520,0.21684,0.22917
2016,Urban regions,Intermediate School Degree,0.20146,3761,17520,0.19552,0.20740
2016,Urban regions,Technical School Degree,0.05911,1021,17520,0.05562,0.06260
2016,Urban regions,Upper Secondary Degree,0.20451,3939,17520,0.19854,0.21049
2016,Urban regions,Other Degree,0.09273,3590,17520,0.08844,0.09703
2016,Urban regions,"Dropout, No School Degree",0.01662,843,17520,0.01473,0.01851
2016,Urban regions,No School Degree Yet,0.01648,628,17520,0.01460,0.01837
2016,Urban regions,No School Attended,0.00026,193,17520,0.00002,0.00050
2016,Rural regions,Secondary School Degree,0.26656,2350,9261,0.25755,0.27556
2016,Rural regions,Intermediate School Degree,0.29291,2958,9261,0.28364,0.30218
2016,Rural regions,Technical School Degree,0.04035,408,9261,0.03634,0.04436
2016,Rural regions,Upper Secondary Degree,0.13344,1432,9261,0.12652,0.14037
2016,Rural regions,Other Degree,0.06446,1371,9261,0.05946,0.06946
2016,Rural regions,"Dropout, No School Degree",0.01180,382,9261,0.00960,0.01400
2016,Rural regions,No School Degree Yet,0.01425,269,9261,0.01184,0.01667
2016,Rural regions,No School Attended,0.00031,91,9261,-0.00005,0.00066
2017,Urban regions,Secondary School Degree,0.21482,3679,19543,0.20906,0.22058
2017,Urban regions,Intermediate School Degree,0.20346,4288,19543,0.19782,0.20911
2017,Urban regions,Technical School Degree,0.05980,1213,19543,0.05648,0.06313
2017,Urban regions,Upper Secondary Degree,0.20355,4544,19543,0.19790,0.20919
2017,Urban regions,Other Degree,0.09177,3783,19543,0.08772,0.09582
2017,Urban regions,"Dropout, No School Degree",0.01957,1045,19543,0.01763,0.02151
2017,Urban regions,No School Degree Yet,0.01931,726,19543,0.01738,0.02124
2017,Urban regions,No School Attended,0.00045,265,19543,0.00015,0.00075
2017,Rural regions,Secondary School Degree,0.25860,2448,10454,0.25021,0.26700
2017,Rural regions,Intermediate School Degree,0.29677,3382,10454,0.28801,0.30553
2017,Rural regions,Technical School Degree,0.04111,480,10454,0.03730,0.04491
2017,Rural regions,Upper Secondary Degree,0.13524,1680,10454,0.12869,0.14180
2017,Rural regions,Other Degree,0.06462,1556,10454,0.05990,0.06933
2017,Rural regions,"Dropout, No School Degree",0.01369,478,10454,0.01146,0.01591
2017,Rural regions,No School Degree Yet,0.01216,300,10454,0.01006,0.01426
2017,Rural regions,No School Attended,0.00061,130,10454,0.00014,0.00108
2018,Urban regions,Secondary School Degree,0.20900,3529,18688,0.20317,0.21483
2018,Urban regions,Intermediate School Degree,0.20206,4139,18688,0.19630,0.20781
2018,Urban regions,Technical School Degree,0.06174,1194,18688,0.05829,0.06519
2018,Urban regions,Upper Secondary Degree,0.20870,4448,18688,0.20287,0.21452
2018,Urban regions,Other Degree,0.09291,3494,18688,0.08874,0.09707
2018,Urban regions,"Dropout, No School Degree",0.01974,1059,18688,0.01775,0.02174
2018,Urban regions,No School Degree Yet,0.01621,599,18688,0.01440,0.01802
2018,Urban regions,No School Attended,0.00049,226,18688,0.00017,0.00080
2018,Rural regions,Secondary School Degree,0.25344,2308,9815,0.24483,0.26205
2018,Rural regions,Intermediate School Degree,0.29883,3264,9815,0.28978,0.30789
2018,Rural regions,Technical School Degree,0.04280,462,9815,0.03880,0.04681
2018,Rural regions,Upper Secondary Degree,0.13963,1633,9815,0.13278,0.14649
2018,Rural regions,Other Degree,0.06510,1371,9815,0.06022,0.06998
2018,Rural regions,"Dropout, No School Degree",0.01317,426,9815,0.01091,0.01542
2018,Rural regions,No School Degree Yet,0.01157,258,9815,0.00946,0.01369
2018,Rural regions,No School Attended,0.00045,93,9815,0.00003,0.00086
2019,Urban regions,Secondary School Degree,0.20148,3253,18201,0.19565,0.20730
2019,Urban regions,Intermediate School Degree,0.20183,4125,18201,0.19600,0.20766
2019,Urban regions,Technical School Degree,0.06122,1246,18201,0.05774,0.06470
2019,Urban regions,Upper Secondary Degree,0.21079,4842,18201,0.20486,0.21671
2019,Urban regions,Other Degree,0.09441,3049,18201,0.09017,0.09866
2019,Urban regions,"Dropout, No School Degree",0.02028,939,18201,0.01823,0.02232
2019,Urban regions,No School Degree Yet,0.01455,495,18201,0.01281,0.01629
2019,Urban regions,No School Attended,0.00068,252,18201,0.00030,0.00106
2019,Rural regions,Secondary School Degree,0.24377,2115,9492,0.23513,0.25241
2019,Rural regions,Intermediate School Degree,0.30242,3288,9492,0.29318,0.31166
2019,Rural regions,Technical School Degree,0.04186,473,9492,0.03783,0.04589
2019,Rural regions,Upper Secondary Degree,0.14424,1752,9492,0.13717,0.15131
2019,Rural regions,Other Degree,0.06303,1170,9492,0.05814,0.06792
2019,Rural regions,"Dropout, No School Degree",0.01321,379,9492,0.01091,0.01551
2019,Rural regions,No School Degree Yet,0.01127,201,9492,0.00915,0.01339
2019,Rural regions,No School Attended,0.00057,114,9492,0.00009,0.00105
2020,Urban regions,Secondary School Degree,0.19846,2992,19020,0.19279,0.20413
2020,Urban regions,Intermediate School Degree,0.20190,3906,19020,0.19620,0.20761
2020,Urban regions,Technical School Degree,0.06189,1221,19020,0.05847,0.06531
2020,Urban regions,Upper Secondary Degree,0.22230,4787,19020,0.21639,0.22821
2020,Urban regions,Other Degree,0.08486,4184,19020,0.08090,0.08882
2020,Urban regions,"Dropout, No School Degree",0.01754,1009,19020,0.01567,0.01941
2020,Urban regions,No School Degree Yet,0.01467,570,19020,0.01296,0.01638
2020,Urban regions,No School Attended,0.00108,351,19020,0.00062,0.00155
2020,Rural regions,Secondary School Degree,0.23272,1936,9283,0.22413,0.24132
2020,Rural regions,Intermediate School Degree,0.30181,3070,9283,0.29247,0.31115
2020,Rural regions,Technical School Degree,0.04312,442,9283,0.03899,0.04725
2020,Rural regions,Upper Secondary Degree,0.14960,1691,9283,0.14234,0.15685
2020,Rural regions,Other Degree,0.05987,1408,9283,0.05504,0.06469
2020,Rural regions,"Dropout, No School Degree",0.01214,366,9283,0.00991,0.01437
2020,Rural regions,No School Degree Yet,0.01618,245,9283,0.01361,0.01875
2020,Rural regions,No School Attended,0.00082,125,9283,0.00024,0.00140
2021,Urban regions,Secondary School Degree,0.18448,1871,12666,0.17772,0.19123
2021,Urban regions,Intermediate School Degree,0.18702,2642,12666,0.18023,0.19381
2021,Urban regions,Technical School Degree,0.06666,914,12666,0.06232,0.07101
2021,Urban regions,Upper Secondary Degree,0.23993,3735,12666,0.23249,0.24737
2021,Urban regions,Other Degree,0.08241,2330,12666,0.07762,0.08720
2021,Urban regions,"Dropout, No School Degree",0.01665,605,12666,0.01442,0.01888
2021,Urban regions,No School Degree Yet,0.01389,340,12666,0.01185,0.01593
2021,Urban regions,No School Attended,0.00152,229,12666,0.00084,0.00220
2021,Rural regions,Secondary School Degree,0.22311,1257,6107,0.21266,0.23355
2021,Rural regions,Intermediate School Degree,0.29328,2090,6107,0.28186,0.30470
2021,Rural regions,Technical School Degree,0.04739,323,6107,0.04206,0.05272
2021,Rural regions,Upper Secondary Degree,0.16467,1313,6107,0.15537,0.17398
2021,Rural regions,Other Degree,0.05676,731,6107,0.05096,0.06257
2021,Rural regions,"Dropout, No School Degree",0.00952,188,6107,0.00709,0.01196
2021,Rural regions,No School Degree Yet,0.01156,154,6107,0.00888,0.01424
2021,Rural regions,No School Attended,0.00098,51,6107,0.00019,0.00176
