year,age_gr,quintil_oecd,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.95914,512,563,0.94278,0.97551
1992,17-29 y.,5th Quintile,Not born in Germany,0.04086,51,563,0.02449,0.05722
1992,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.88028,685,825,0.85811,0.90245
1992,30-45 y.,1st Quintile,Not born in Germany,0.11972,140,825,0.09755,0.14189
1992,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.88696,828,1023,0.86755,0.90638
1992,30-45 y.,2nd Quintile,Not born in Germany,0.11304,195,1023,0.09362,0.13245
1992,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.85578,687,898,0.83279,0.87877
1992,30-45 y.,3rd Quintile,Not born in Germany,0.14422,211,898,0.12123,0.16721
1992,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.86350,601,775,0.83931,0.88769
1992,30-45 y.,4th Quintile,Not born in Germany,0.13650,174,775,0.11231,0.16069
1992,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.93816,668,739,0.92078,0.95554
1992,30-45 y.,5th Quintile,Not born in Germany,0.06184,71,739,0.04446,0.07922
1992,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.81948,539,753,0.79199,0.84697
1992,46-65 y.,1st Quintile,Not born in Germany,0.18052,214,753,0.15303,0.20801
1992,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.84139,525,721,0.81471,0.86808
1992,46-65 y.,2nd Quintile,Not born in Germany,0.15861,196,721,0.13192,0.18529
1992,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.85269,569,775,0.82772,0.87766
1992,46-65 y.,3rd Quintile,Not born in Germany,0.14731,206,775,0.12234,0.17228
1992,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.84360,650,900,0.81985,0.86734
1992,46-65 y.,4th Quintile,Not born in Germany,0.15640,250,900,0.13266,0.18015
1992,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.91134,754,882,0.89257,0.93011
1992,46-65 y.,5th Quintile,Not born in Germany,0.08866,128,882,0.06989,0.10743
1992,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.93479,469,511,0.91336,0.95621
1992,66 and older,1st Quintile,Not born in Germany,0.06521,42,511,0.04379,0.08664
1992,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.93100,269,269,0.90065,0.96134
1992,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.90513,203,203,0.86472,0.94554
1992,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.95983,206,206,0.93295,0.98671
1992,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.89787,166,166,0.85166,0.94407
1993,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.86478,577,732,0.83999,0.88957
1993,17-29 y.,1st Quintile,Not born in Germany,0.13522,155,732,0.11043,0.16001
1993,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.88724,611,752,0.86462,0.90986
1993,17-29 y.,2nd Quintile,Not born in Germany,0.11276,141,752,0.09014,0.13538
1993,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.89749,617,751,0.87578,0.91920
1993,17-29 y.,3rd Quintile,Not born in Germany,0.10251,134,751,0.08080,0.12422
1993,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.91166,595,698,0.89059,0.93273
1993,17-29 y.,4th Quintile,Not born in Germany,0.08834,103,698,0.06727,0.10941
1993,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.95706,501,551,0.94012,0.97400
1993,17-29 y.,5th Quintile,Not born in Germany,0.04294,50,551,0.02600,0.05988
1993,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.86766,593,749,0.84338,0.89195
1993,30-45 y.,1st Quintile,Not born in Germany,0.13234,156,749,0.10805,0.15662
1993,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.85987,774,987,0.83821,0.88154
1993,30-45 y.,2nd Quintile,Not born in Germany,0.14013,213,987,0.11846,0.16179
1993,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.88696,763,924,0.86653,0.90739
1993,30-45 y.,3rd Quintile,Not born in Germany,0.11304,161,924,0.09261,0.13347
1993,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.88684,644,789,0.86472,0.90896
1993,30-45 y.,4th Quintile,Not born in Germany,0.11316,145,789,0.09104,0.13528
1993,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.92141,671,749,0.90213,0.94070
1993,30-45 y.,5th Quintile,Not born in Germany,0.07859,78,749,0.05930,0.09787
1993,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.79444,470,714,0.76478,0.82410
1993,46-65 y.,1st Quintile,Not born in Germany,0.20556,244,714,0.17590,0.23522
1993,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.82986,505,707,0.80215,0.85758
1993,46-65 y.,2nd Quintile,Not born in Germany,0.17014,202,707,0.14242,0.19785
1993,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.83478,535,727,0.80777,0.86180
1993,46-65 y.,3rd Quintile,Not born in Germany,0.16522,192,727,0.13820,0.19223
1993,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.86404,706,903,0.84167,0.88641
1993,46-65 y.,4th Quintile,Not born in Germany,0.13596,197,903,0.11359,0.15833
1993,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.88897,745,897,0.86840,0.90954
1993,46-65 y.,5th Quintile,Not born in Germany,0.11103,152,897,0.09046,0.13160
1993,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.90768,383,433,0.88039,0.93498
1993,66 and older,1st Quintile,Not born in Germany,0.09232,50,433,0.06502,0.11961
1993,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.93037,337,375,0.90457,0.95616
1993,66 and older,2nd Quintile,Not born in Germany,0.06963,38,375,0.04384,0.09543
1993,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.92489,239,239,0.89140,0.95838
1993,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.94038,202,202,0.90764,0.97311
1993,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.89303,156,156,0.84438,0.94169
1994,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.82911,519,688,0.80096,0.85725
1994,17-29 y.,1st Quintile,Not born in Germany,0.17089,169,688,0.14275,0.19904
1994,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.87111,554,702,0.84630,0.89591
1994,17-29 y.,2nd Quintile,Not born in Germany,0.12889,148,702,0.10409,0.15370
1994,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.91257,614,718,0.89190,0.93325
1994,17-29 y.,3rd Quintile,Not born in Germany,0.08743,104,718,0.06675,0.10810
1994,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.93304,651,719,0.91476,0.95132
1994,17-29 y.,4th Quintile,Not born in Germany,0.06696,68,719,0.04868,0.08524
1994,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.95787,482,514,0.94048,0.97525
1994,17-29 y.,5th Quintile,Not born in Germany,0.04213,32,514,0.02475,0.05952
1994,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.84314,548,723,0.81661,0.86967
1994,30-45 y.,1st Quintile,Not born in Germany,0.15686,175,723,0.13033,0.18339
1994,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.87995,763,941,0.85917,0.90073
1994,30-45 y.,2nd Quintile,Not born in Germany,0.12005,178,941,0.09927,0.14083
1994,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.89311,782,941,0.87336,0.91286
1994,30-45 y.,3rd Quintile,Not born in Germany,0.10689,159,941,0.08714,0.12664
1994,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.88869,656,772,0.86648,0.91089
1994,30-45 y.,4th Quintile,Not born in Germany,0.11131,116,772,0.08911,0.13352
1994,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.90420,686,771,0.88341,0.92499
1994,30-45 y.,5th Quintile,Not born in Germany,0.09580,85,771,0.07501,0.11659
1994,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.76822,439,701,0.73696,0.79948
1994,46-65 y.,1st Quintile,Not born in Germany,0.23178,262,701,0.20052,0.26304
1994,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.83192,492,669,0.80356,0.86027
1994,46-65 y.,2nd Quintile,Not born in Germany,0.16808,177,669,0.13973,0.19644
1994,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.83891,567,769,0.81291,0.86491
1994,46-65 y.,3rd Quintile,Not born in Germany,0.16109,202,769,0.13509,0.18709
1994,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.85852,652,834,0.83485,0.88219
1994,46-65 y.,4th Quintile,Not born in Germany,0.14148,182,834,0.11781,0.16515
1994,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.89626,785,913,0.87647,0.91605
1994,46-65 y.,5th Quintile,Not born in Germany,0.10374,128,913,0.08395,0.12353
1994,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.89614,342,401,0.86624,0.92604
1994,66 and older,1st Quintile,Not born in Germany,0.10386,59,401,0.07396,0.13376
1994,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.90069,342,387,0.87085,0.93052
1994,66 and older,2nd Quintile,Not born in Germany,0.09931,45,387,0.06948,0.12915
1994,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.93138,252,252,0.90010,0.96265
1994,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.94690,204,204,0.91606,0.97775
1994,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.88616,181,181,0.83976,0.93256
1995,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.78990,559,762,0.76095,0.81884
1995,17-29 y.,1st Quintile,Not born in Germany,0.21010,203,762,0.18116,0.23905
1995,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.81783,530,719,0.78960,0.84606
1995,17-29 y.,2nd Quintile,Not born in Germany,0.18217,189,719,0.15394,0.21040
1995,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.88141,595,695,0.85735,0.90546
1995,17-29 y.,3rd Quintile,Not born in Germany,0.11859,100,695,0.09454,0.14265
1995,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.91337,609,687,0.89232,0.93442
1995,17-29 y.,4th Quintile,Not born in Germany,0.08663,78,687,0.06558,0.10768
1995,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.95160,460,494,0.93266,0.97055
1995,17-29 y.,5th Quintile,Not born in Germany,0.04840,34,494,0.02945,0.06734
1995,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.73982,546,838,0.71009,0.76954
1995,30-45 y.,1st Quintile,Not born in Germany,0.26018,292,838,0.23046,0.28991
1995,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.83964,765,1017,0.81707,0.86220
1995,30-45 y.,2nd Quintile,Not born in Germany,0.16036,252,1017,0.13780,0.18293
1995,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.85925,774,955,0.83718,0.88131
1995,30-45 y.,3rd Quintile,Not born in Germany,0.14075,181,955,0.11869,0.16282
1995,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.88481,722,832,0.86310,0.90651
1995,30-45 y.,4th Quintile,Not born in Germany,0.11519,110,832,0.09349,0.13690
1995,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.91187,710,797,0.89217,0.93156
1995,30-45 y.,5th Quintile,Not born in Germany,0.08813,87,797,0.06844,0.10783
1995,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.73553,372,645,0.70147,0.76960
1995,46-65 y.,1st Quintile,Not born in Germany,0.26447,273,645,0.23040,0.29853
1995,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.80286,482,723,0.77384,0.83188
1995,46-65 y.,2nd Quintile,Not born in Germany,0.19714,241,723,0.16812,0.22616
1995,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.81717,535,740,0.78930,0.84504
1995,46-65 y.,3rd Quintile,Not born in Germany,0.18283,205,740,0.15496,0.21070
1995,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.86325,693,887,0.84062,0.88587
1995,46-65 y.,4th Quintile,Not born in Germany,0.13675,194,887,0.11413,0.15938
1995,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.90552,841,970,0.88711,0.92394
1995,46-65 y.,5th Quintile,Not born in Germany,0.09448,129,970,0.07606,0.11289
1995,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.85693,238,301,0.81730,0.89655
1995,66 and older,1st Quintile,Not born in Germany,0.14307,63,301,0.10345,0.18270
1995,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.89129,349,408,0.86104,0.92153
1995,66 and older,2nd Quintile,Not born in Germany,0.10871,59,408,0.07847,0.13896
1995,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.92276,294,325,0.89369,0.95183
1995,66 and older,3rd Quintile,Not born in Germany,0.07724,31,325,0.04817,0.10631
1995,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.93210,244,244,0.90046,0.96373
1995,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.87424,184,218,0.83013,0.91836
1995,66 and older,5th Quintile,Not born in Germany,0.12576,34,218,0.08164,0.16987
1996,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.80207,575,758,0.77369,0.83046
1996,17-29 y.,1st Quintile,Not born in Germany,0.19793,183,758,0.16954,0.22631
1996,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.82648,523,690,0.79820,0.85475
1996,17-29 y.,2nd Quintile,Not born in Germany,0.17352,167,690,0.14525,0.20180
1996,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.87860,519,601,0.85247,0.90473
1996,17-29 y.,3rd Quintile,Not born in Germany,0.12140,82,601,0.09527,0.14753
1996,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.91474,597,664,0.89349,0.93600
1996,17-29 y.,4th Quintile,Not born in Germany,0.08526,67,664,0.06400,0.10651
1996,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.91721,414,449,0.89169,0.94272
1996,17-29 y.,5th Quintile,Not born in Germany,0.08279,35,449,0.05728,0.10831
1996,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.75971,545,828,0.73059,0.78883
1996,30-45 y.,1st Quintile,Not born in Germany,0.24029,283,828,0.21117,0.26941
1996,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.83864,776,1008,0.81592,0.86136
1996,30-45 y.,2nd Quintile,Not born in Germany,0.16136,232,1008,0.13864,0.18408
1996,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.88358,786,935,0.86301,0.90415
1996,30-45 y.,3rd Quintile,Not born in Germany,0.11642,149,935,0.09585,0.13699
1996,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.88726,773,886,0.86642,0.90809
1996,30-45 y.,4th Quintile,Not born in Germany,0.11274,113,886,0.09191,0.13358
1996,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.91432,702,779,0.89466,0.93399
1996,30-45 y.,5th Quintile,Not born in Germany,0.08568,77,779,0.06601,0.10534
1996,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.70525,346,624,0.66945,0.74105
1996,46-65 y.,1st Quintile,Not born in Germany,0.29475,278,624,0.25895,0.33055
1996,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.80773,431,649,0.77738,0.83807
1996,46-65 y.,2nd Quintile,Not born in Germany,0.19227,218,649,0.16193,0.22262
1996,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.83922,600,788,0.81355,0.86488
1996,46-65 y.,3rd Quintile,Not born in Germany,0.16078,188,788,0.13512,0.18645
1996,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.87017,694,873,0.84786,0.89248
1996,46-65 y.,4th Quintile,Not born in Germany,0.12983,179,873,0.10752,0.15214
1996,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.89806,846,965,0.87896,0.91716
1996,46-65 y.,5th Quintile,Not born in Germany,0.10194,119,965,0.08284,0.12104
1996,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.86408,265,333,0.82722,0.90095
1996,66 and older,1st Quintile,Not born in Germany,0.13592,68,333,0.09905,0.17278
1996,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.88564,328,387,0.85389,0.91739
1996,66 and older,2nd Quintile,Not born in Germany,0.11436,59,387,0.08261,0.14611
1996,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.90554,287,331,0.87399,0.93710
1996,66 and older,3rd Quintile,Not born in Germany,0.09446,44,331,0.06290,0.12601
1996,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.91649,257,257,0.88260,0.95038
1996,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.87992,181,181,0.83244,0.92741
1997,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.76166,498,685,0.72973,0.79359
1997,17-29 y.,1st Quintile,Not born in Germany,0.23834,187,685,0.20641,0.27027
1997,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.84791,556,679,0.82088,0.87494
1997,17-29 y.,2nd Quintile,Not born in Germany,0.15209,123,679,0.12506,0.17912
1997,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.89445,512,584,0.86951,0.91939
1997,17-29 y.,3rd Quintile,Not born in Germany,0.10555,72,584,0.08061,0.13049
1997,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.92878,583,639,0.90883,0.94874
1997,17-29 y.,4th Quintile,Not born in Germany,0.07122,56,639,0.05126,0.09117
1997,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.90573,403,442,0.87846,0.93300
1997,17-29 y.,5th Quintile,Not born in Germany,0.09427,39,442,0.06700,0.12154
1997,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.75131,509,774,0.72084,0.78178
1997,30-45 y.,1st Quintile,Not born in Germany,0.24869,265,774,0.21822,0.27916
1997,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.83827,751,995,0.81538,0.86116
1997,30-45 y.,2nd Quintile,Not born in Germany,0.16173,244,995,0.13884,0.18462
1997,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.89461,797,919,0.87474,0.91447
1997,30-45 y.,3rd Quintile,Not born in Germany,0.10539,122,919,0.08553,0.12526
1997,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.88862,748,872,0.86772,0.90951
1997,30-45 y.,4th Quintile,Not born in Germany,0.11138,124,872,0.09049,0.13228
1997,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.92758,739,806,0.90968,0.94548
1997,30-45 y.,5th Quintile,Not born in Germany,0.07242,67,806,0.05452,0.09032
1997,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.71048,332,587,0.67376,0.74720
1997,46-65 y.,1st Quintile,Not born in Germany,0.28952,255,587,0.25280,0.32624
1997,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.78901,450,677,0.75825,0.81976
1997,46-65 y.,2nd Quintile,Not born in Germany,0.21099,227,677,0.18024,0.24175
1997,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.82463,543,720,0.79683,0.85242
1997,46-65 y.,3rd Quintile,Not born in Germany,0.17537,177,720,0.14758,0.20317
1997,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.87129,741,905,0.84946,0.89312
1997,46-65 y.,4th Quintile,Not born in Germany,0.12871,164,905,0.10688,0.15054
1997,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.90316,847,963,0.88447,0.92185
1997,46-65 y.,5th Quintile,Not born in Germany,0.09684,116,963,0.07815,0.11553
1997,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.87726,276,339,0.84228,0.91224
1997,66 and older,1st Quintile,Not born in Germany,0.12274,63,339,0.08776,0.15772
1997,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.88719,351,421,0.85693,0.91744
1997,66 and older,2nd Quintile,Not born in Germany,0.11281,70,421,0.08256,0.14307
1997,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.90297,298,341,0.87150,0.93443
1997,66 and older,3rd Quintile,Not born in Germany,0.09703,43,341,0.06557,0.12850
1997,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.90370,223,223,0.86489,0.94250
1997,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.89139,201,201,0.84826,0.93451
1998,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.78881,535,693,0.75840,0.81922
1998,17-29 y.,1st Quintile,Not born in Germany,0.21119,158,693,0.18078,0.24160
1998,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.83620,527,650,0.80773,0.86467
1998,17-29 y.,2nd Quintile,Not born in Germany,0.16380,123,650,0.13533,0.19227
1998,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.89284,483,542,0.86677,0.91890
1998,17-29 y.,3rd Quintile,Not born in Germany,0.10716,59,542,0.08110,0.13323
1998,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.93258,556,596,0.91243,0.95272
1998,17-29 y.,4th Quintile,Not born in Germany,0.06742,40,596,0.04728,0.08757
1998,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.93917,344,344,0.91388,0.96447
1998,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.70601,493,752,0.67342,0.73859
1998,30-45 y.,1st Quintile,Not born in Germany,0.29399,259,752,0.26141,0.32658
1998,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.84729,745,946,0.82436,0.87023
1998,30-45 y.,2nd Quintile,Not born in Germany,0.15271,201,946,0.12977,0.17564
1998,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.90811,786,898,0.88921,0.92702
1998,30-45 y.,3rd Quintile,Not born in Germany,0.09189,112,898,0.07298,0.11079
1998,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.90354,777,862,0.88382,0.92326
1998,30-45 y.,4th Quintile,Not born in Germany,0.09646,85,862,0.07674,0.11618
1998,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.92265,701,765,0.90371,0.94160
1998,30-45 y.,5th Quintile,Not born in Germany,0.07735,64,765,0.05840,0.09629
1998,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.69911,337,579,0.66172,0.73650
1998,46-65 y.,1st Quintile,Not born in Germany,0.30089,242,579,0.26350,0.33828
1998,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.78693,423,615,0.75454,0.81932
1998,46-65 y.,2nd Quintile,Not born in Germany,0.21307,192,615,0.18068,0.24546
1998,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.80228,555,734,0.77345,0.83112
1998,46-65 y.,3rd Quintile,Not born in Germany,0.19772,179,734,0.16888,0.22655
1998,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.85589,704,864,0.83245,0.87932
1998,46-65 y.,4th Quintile,Not born in Germany,0.14411,160,864,0.12068,0.16755
1998,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.90410,822,919,0.88505,0.92315
1998,46-65 y.,5th Quintile,Not born in Germany,0.09590,97,919,0.07685,0.11495
1998,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.84475,244,317,0.80482,0.88468
1998,66 and older,1st Quintile,Not born in Germany,0.15525,73,317,0.11532,0.19518
1998,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.91103,306,356,0.88142,0.94065
1998,66 and older,2nd Quintile,Not born in Germany,0.08897,50,356,0.05935,0.11858
1998,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.89936,326,369,0.86863,0.93010
1998,66 and older,3rd Quintile,Not born in Germany,0.10064,43,369,0.06990,0.13137
1998,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.89243,238,272,0.85554,0.92932
1998,66 and older,4th Quintile,Not born in Germany,0.10757,34,272,0.07068,0.14446
1998,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.89789,204,204,0.85624,0.93955
1999,17-29 y.,1st Quintile,Born in Germany or immigrated <1950,0.81499,600,745,0.78709,0.84289
1999,17-29 y.,1st Quintile,Not born in Germany,0.18501,145,745,0.15711,0.21291
1999,17-29 y.,2nd Quintile,Born in Germany or immigrated <1950,0.83366,533,646,0.80492,0.86240
1999,17-29 y.,2nd Quintile,Not born in Germany,0.16634,113,646,0.13760,0.19508
1999,17-29 y.,3rd Quintile,Born in Germany or immigrated <1950,0.91457,562,620,0.89255,0.93659
1999,17-29 y.,3rd Quintile,Not born in Germany,0.08543,58,620,0.06341,0.10745
1999,17-29 y.,4th Quintile,Born in Germany or immigrated <1950,0.93595,531,562,0.91569,0.95621
1999,17-29 y.,4th Quintile,Not born in Germany,0.06405,31,562,0.04379,0.08431
1999,17-29 y.,5th Quintile,Born in Germany or immigrated <1950,0.95354,379,379,0.93232,0.97476
1999,30-45 y.,1st Quintile,Born in Germany or immigrated <1950,0.75619,609,864,0.72754,0.78484
1999,30-45 y.,1st Quintile,Not born in Germany,0.24381,255,864,0.21516,0.27246
1999,30-45 y.,2nd Quintile,Born in Germany or immigrated <1950,0.84698,827,1051,0.82520,0.86875
1999,30-45 y.,2nd Quintile,Not born in Germany,0.15302,224,1051,0.13125,0.17480
1999,30-45 y.,3rd Quintile,Born in Germany or immigrated <1950,0.89327,872,998,0.87410,0.91244
1999,30-45 y.,3rd Quintile,Not born in Germany,0.10673,126,998,0.08756,0.12590
1999,30-45 y.,4th Quintile,Born in Germany or immigrated <1950,0.90985,876,953,0.89166,0.92805
1999,30-45 y.,4th Quintile,Not born in Germany,0.09015,77,953,0.07195,0.10834
1999,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.92365,789,848,0.90577,0.94154
1999,30-45 y.,5th Quintile,Not born in Germany,0.07635,59,848,0.05846,0.09423
1999,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.73755,394,614,0.70272,0.77238
1999,46-65 y.,1st Quintile,Not born in Germany,0.26245,220,614,0.22762,0.29728
1999,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.79414,530,724,0.76467,0.82362
1999,46-65 y.,2nd Quintile,Not born in Germany,0.20586,194,724,0.17638,0.23533
1999,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.83420,620,792,0.80828,0.86012
1999,46-65 y.,3rd Quintile,Not born in Germany,0.16580,172,792,0.13988,0.19172
1999,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.86131,801,969,0.83953,0.88308
1999,46-65 y.,4th Quintile,Not born in Germany,0.13869,168,969,0.11692,0.16047
1999,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.91525,996,1089,0.89870,0.93180
1999,46-65 y.,5th Quintile,Not born in Germany,0.08475,93,1089,0.06820,0.10130
1999,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.86207,287,364,0.82660,0.89754
1999,66 and older,1st Quintile,Not born in Germany,0.13793,77,364,0.10246,0.17340
1999,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.89167,387,455,0.86308,0.92026
1999,66 and older,2nd Quintile,Not born in Germany,0.10833,68,455,0.07974,0.13692
1999,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.87179,361,412,0.83947,0.90411
1999,66 and older,3rd Quintile,Not born in Germany,0.12821,51,412,0.09589,0.16053
1999,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.92449,272,272,0.89303,0.95594
1999,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.91109,244,244,0.87530,0.94687
