year,pgisced97,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89945,1508,1651,0.88494,0.91396
2006,First Stage of Tertiary Education,Not born in Germany,0.10055,143,1651,0.08604,0.11506
2006,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88052,4211,4577,0.87113,0.88992
2006,Second Stage of Tertiary Education,Not born in Germany,0.11948,366,4577,0.11008,0.12887
2007,Pre-primary Level,Born in Germany or immigrated <1950,0.92057,600,600,0.89891,0.94222
2007,Primary Level,Born in Germany or immigrated <1950,0.47856,100,216,0.41179,0.54534
2007,Primary Level,Not born in Germany,0.52144,116,216,0.45466,0.58821
2007,Lower Secondary Level,Born in Germany or immigrated <1950,0.77179,1779,2256,0.75447,0.78911
2007,Lower Secondary Level,Not born in Germany,0.22821,477,2256,0.21089,0.24553
2007,Upper Secondary Level,Born in Germany or immigrated <1950,0.90773,9524,10321,0.90214,0.91331
2007,Upper Secondary Level,Not born in Germany,0.09227,797,10321,0.08669,0.09786
2007,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.79131,963,1169,0.76801,0.81462
2007,Post-secondary Non-tertiary Level,Not born in Germany,0.20869,206,1169,0.18538,0.23199
2007,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90316,1408,1535,0.88836,0.91796
2007,First Stage of Tertiary Education,Not born in Germany,0.09684,127,1535,0.08204,0.11164
2007,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88515,4045,4389,0.87572,0.89459
2007,Second Stage of Tertiary Education,Not born in Germany,0.11485,344,4389,0.10541,0.12428
2008,Pre-primary Level,Born in Germany or immigrated <1950,0.96024,540,540,0.94375,0.97674
2008,Primary Level,Born in Germany or immigrated <1950,0.45530,84,184,0.38314,0.52745
2008,Primary Level,Not born in Germany,0.54470,100,184,0.47255,0.61686
2008,Lower Secondary Level,Born in Germany or immigrated <1950,0.76631,1636,2065,0.74805,0.78456
2008,Lower Secondary Level,Not born in Germany,0.23369,429,2065,0.21544,0.25195
2008,Upper Secondary Level,Born in Germany or immigrated <1950,0.90867,9019,9731,0.90294,0.91439
2008,Upper Secondary Level,Not born in Germany,0.09133,712,9731,0.08561,0.09706
2008,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.78525,901,1093,0.76089,0.80960
2008,Post-secondary Non-tertiary Level,Not born in Germany,0.21475,192,1093,0.19040,0.23911
2008,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90355,1302,1416,0.88817,0.91893
2008,First Stage of Tertiary Education,Not born in Germany,0.09645,114,1416,0.08107,0.11183
2008,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88866,3879,4192,0.87914,0.89819
2008,Second Stage of Tertiary Education,Not born in Germany,0.11134,313,4192,0.10181,0.12086
2009,Pre-primary Level,Born in Germany or immigrated <1950,0.93179,486,486,0.90935,0.95423
2009,Primary Level,Born in Germany or immigrated <1950,0.43875,74,165,0.36280,0.51470
2009,Primary Level,Not born in Germany,0.56125,91,165,0.48530,0.63720
2009,Lower Secondary Level,Born in Germany or immigrated <1950,0.77712,1468,1830,0.75805,0.79620
2009,Lower Secondary Level,Not born in Germany,0.22288,362,1830,0.20380,0.24195
2009,Upper Secondary Level,Born in Germany or immigrated <1950,0.91160,8448,9061,0.90576,0.91745
2009,Upper Secondary Level,Not born in Germany,0.08840,613,9061,0.08255,0.09424
2009,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.80518,828,997,0.78058,0.82978
2009,Post-secondary Non-tertiary Level,Not born in Germany,0.19482,169,997,0.17022,0.21942
2009,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91136,1236,1332,0.89609,0.92663
2009,First Stage of Tertiary Education,Not born in Germany,0.08864,96,1332,0.07337,0.10391
2009,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88805,3743,4035,0.87832,0.89778
2009,Second Stage of Tertiary Education,Not born in Germany,0.11195,292,4035,0.10222,0.12168
2010,Pre-primary Level,Born in Germany or immigrated <1950,0.93104,671,708,0.91236,0.94972
2010,Pre-primary Level,Not born in Germany,0.06896,37,708,0.05028,0.08764
2010,Primary Level,Born in Germany or immigrated <1950,0.44125,165,343,0.38862,0.49387
2010,Primary Level,Not born in Germany,0.55875,178,343,0.50613,0.61138
2010,Lower Secondary Level,Born in Germany or immigrated <1950,0.74272,1876,2510,0.72562,0.75983
2010,Lower Secondary Level,Not born in Germany,0.25728,634,2510,0.24017,0.27438
2010,Upper Secondary Level,Born in Germany or immigrated <1950,0.90323,10682,11748,0.89788,0.90858
2010,Upper Secondary Level,Not born in Germany,0.09677,1066,11748,0.09142,0.10212
2010,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.80428,1378,1710,0.78546,0.82309
2010,Post-secondary Non-tertiary Level,Not born in Germany,0.19572,332,1710,0.17691,0.21454
2010,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90929,1496,1615,0.89528,0.92330
2010,First Stage of Tertiary Education,Not born in Germany,0.09071,119,1615,0.07670,0.10472
2010,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87313,4824,5376,0.86423,0.88203
2010,Second Stage of Tertiary Education,Not born in Germany,0.12687,552,5376,0.11797,0.13577
2011,Pre-primary Level,Born in Germany or immigrated <1950,0.93166,853,893,0.91510,0.94822
2011,Pre-primary Level,Not born in Germany,0.06513,40,893,0.04894,0.08133
2011,Primary Level,Born in Germany or immigrated <1950,0.52763,227,407,0.47907,0.57620
2011,Primary Level,Not born in Germany,0.47237,180,407,0.42380,0.52093
2011,Lower Secondary Level,Born in Germany or immigrated <1950,0.77410,2382,3049,0.75926,0.78895
2011,Lower Secondary Level,Not born in Germany,0.22590,667,3049,0.21105,0.24074
2011,Upper Secondary Level,Born in Germany or immigrated <1950,0.90390,12692,13901,0.89900,0.90880
2011,Upper Secondary Level,Not born in Germany,0.09610,1209,13901,0.09120,0.10100
2011,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.80107,1634,2002,0.78358,0.81856
2011,Post-secondary Non-tertiary Level,Not born in Germany,0.19893,368,2002,0.18144,0.21642
2011,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91580,1729,1855,0.90316,0.92844
2011,First Stage of Tertiary Education,Not born in Germany,0.08420,126,1855,0.07156,0.09684
2011,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87233,5580,6212,0.86404,0.88063
2011,Second Stage of Tertiary Education,Not born in Germany,0.12767,632,6212,0.11937,0.13596
2012,Pre-primary Level,Born in Germany or immigrated <1950,0.94820,870,906,0.93376,0.96264
2012,Pre-primary Level,Not born in Germany,0.05180,36,906,0.03736,0.06624
2012,Primary Level,Born in Germany or immigrated <1950,0.55424,235,386,0.50459,0.60389
2012,Primary Level,Not born in Germany,0.44576,151,386,0.39611,0.49541
2012,Lower Secondary Level,Born in Germany or immigrated <1950,0.75726,2346,2986,0.74188,0.77264
2012,Lower Secondary Level,Not born in Germany,0.24274,640,2986,0.22736,0.25812
2012,Upper Secondary Level,Born in Germany or immigrated <1950,0.89659,12393,13549,0.89146,0.90171
2012,Upper Secondary Level,Not born in Germany,0.10341,1156,13549,0.09829,0.10854
2012,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.79187,1591,1964,0.77391,0.80983
2012,Post-secondary Non-tertiary Level,Not born in Germany,0.20813,373,1964,0.19017,0.22609
2012,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91778,1696,1809,0.90512,0.93044
2012,First Stage of Tertiary Education,Not born in Germany,0.08222,113,1809,0.06956,0.09488
2012,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.86386,5515,6146,0.85528,0.87243
2012,Second Stage of Tertiary Education,Not born in Germany,0.13614,631,6146,0.12757,0.14472
2013,Pre-primary Level,Born in Germany or immigrated <1950,0.94382,946,1073,0.93003,0.95760
2013,Pre-primary Level,Not born in Germany,0.05618,127,1073,0.04240,0.06997
2013,Primary Level,Born in Germany or immigrated <1950,0.47751,245,631,0.43851,0.51651
2013,Primary Level,Not born in Germany,0.52249,386,631,0.48349,0.56149
2013,Lower Secondary Level,Born in Germany or immigrated <1950,0.75198,2446,3804,0.73826,0.76571
2013,Lower Secondary Level,Not born in Germany,0.24798,1358,3804,0.23426,0.26171
2013,Upper Secondary Level,Born in Germany or immigrated <1950,0.89740,11952,14161,0.89240,0.90240
2013,Upper Secondary Level,Not born in Germany,0.10260,2209,14161,0.09760,0.10760
2013,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.76371,1560,2364,0.74658,0.78084
2013,Post-secondary Non-tertiary Level,Not born in Germany,0.23629,804,2364,0.21916,0.25342
2013,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93975,1603,1728,0.92853,0.95098
2013,First Stage of Tertiary Education,Not born in Germany,0.06025,125,1728,0.04902,0.07147
2013,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.86129,5495,6862,0.85311,0.86947
2013,Second Stage of Tertiary Education,Not born in Germany,0.13871,1367,6862,0.13053,0.14689
2014,Pre-primary Level,Born in Germany or immigrated <1950,0.92433,776,882,0.90686,0.94179
2014,Pre-primary Level,Not born in Germany,0.07567,106,882,0.05821,0.09314
2014,Primary Level,Born in Germany or immigrated <1950,0.50755,221,504,0.46386,0.55124
2014,Primary Level,Not born in Germany,0.49245,283,504,0.44876,0.53614
2014,Lower Secondary Level,Born in Germany or immigrated <1950,0.75365,2181,3229,0.73878,0.76851
2014,Lower Secondary Level,Not born in Germany,0.24635,1048,3229,0.23149,0.26122
2014,Upper Secondary Level,Born in Germany or immigrated <1950,0.89506,10732,12545,0.88969,0.90042
2014,Upper Secondary Level,Not born in Germany,0.10494,1813,12545,0.09958,0.11031
2014,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77682,1419,2049,0.75879,0.79486
2014,Post-secondary Non-tertiary Level,Not born in Germany,0.22318,630,2049,0.20514,0.24121
2014,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93205,1482,1596,0.91970,0.94440
2014,First Stage of Tertiary Education,Not born in Germany,0.06795,114,1596,0.05560,0.08030
2014,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.86153,5090,6227,0.85295,0.87011
2014,Second Stage of Tertiary Education,Not born in Germany,0.13847,1137,6227,0.12989,0.14705
2015,Pre-primary Level,Born in Germany or immigrated <1950,0.94101,676,775,0.92441,0.95761
2015,Pre-primary Level,Not born in Germany,0.05899,99,775,0.04239,0.07559
2015,Primary Level,Born in Germany or immigrated <1950,0.49295,199,533,0.45046,0.53543
2015,Primary Level,Not born in Germany,0.50705,334,533,0.46457,0.54954
2015,Lower Secondary Level,Born in Germany or immigrated <1950,0.74640,2040,3100,0.73108,0.76171
2015,Lower Secondary Level,Not born in Germany,0.25360,1060,3100,0.23829,0.26892
2015,Upper Secondary Level,Born in Germany or immigrated <1950,0.89056,10181,12174,0.88501,0.89611
2015,Upper Secondary Level,Not born in Germany,0.10944,1993,12174,0.10389,0.11499
2015,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.74677,1343,2157,0.72841,0.76513
2015,Post-secondary Non-tertiary Level,Not born in Germany,0.25323,814,2157,0.23487,0.27159
2015,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92918,1426,1534,0.91633,0.94202
2015,First Stage of Tertiary Education,Not born in Germany,0.07082,108,1534,0.05798,0.08367
2015,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.85178,4926,6422,0.84309,0.86047
2015,Second Stage of Tertiary Education,Not born in Germany,0.14822,1496,6422,0.13953,0.15691
2016,Pre-primary Level,Born in Germany or immigrated <1950,0.93400,652,868,0.91748,0.95053
2016,Pre-primary Level,Not born in Germany,0.06600,216,868,0.04947,0.08252
2016,Primary Level,Born in Germany or immigrated <1950,0.44896,165,1442,0.42328,0.47464
2016,Primary Level,Not born in Germany,0.55104,1277,1442,0.52536,0.57672
2016,Lower Secondary Level,Born in Germany or immigrated <1950,0.73985,1909,3287,0.72485,0.75485
2016,Lower Secondary Level,Not born in Germany,0.26015,1378,3287,0.24515,0.27515
2016,Upper Secondary Level,Born in Germany or immigrated <1950,0.89031,9371,11543,0.88461,0.89601
2016,Upper Secondary Level,Not born in Germany,0.10969,2172,11543,0.10399,0.11539
2016,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.73471,1284,2093,0.71579,0.75363
2016,Post-secondary Non-tertiary Level,Not born in Germany,0.26529,809,2093,0.24637,0.28421
2016,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92753,1308,1407,0.91397,0.94108
2016,First Stage of Tertiary Education,Not born in Germany,0.07247,99,1407,0.05892,0.08603
2016,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.84435,4650,6488,0.83552,0.85317
2016,Second Stage of Tertiary Education,Not born in Germany,0.15565,1838,6488,0.14683,0.16448
2017,Pre-primary Level,Born in Germany or immigrated <1950,0.93564,733,922,0.91979,0.95148
2017,Pre-primary Level,Not born in Germany,0.06436,189,922,0.04852,0.08021
2017,Primary Level,Born in Germany or immigrated <1950,0.41127,203,1928,0.38930,0.43324
2017,Primary Level,Not born in Germany,0.58873,1725,1928,0.56676,0.61070
2017,Lower Secondary Level,Born in Germany or immigrated <1950,0.73506,2073,3695,0.72083,0.74929
2017,Lower Secondary Level,Not born in Germany,0.26494,1622,3695,0.25071,0.27917
2017,Upper Secondary Level,Born in Germany or immigrated <1950,0.89083,10480,12754,0.88542,0.89625
2017,Upper Secondary Level,Not born in Germany,0.10917,2274,12754,0.10375,0.11458
2017,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.74961,1554,2314,0.73195,0.76726
2017,Post-secondary Non-tertiary Level,Not born in Germany,0.25039,760,2314,0.23274,0.26805
2017,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92217,1436,1536,0.90876,0.93557
2017,First Stage of Tertiary Education,Not born in Germany,0.07783,100,1536,0.06443,0.09124
2017,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.84642,5311,7251,0.83812,0.85472
2017,Second Stage of Tertiary Education,Not born in Germany,0.15358,1940,7251,0.14528,0.16188
2018,Pre-primary Level,Born in Germany or immigrated <1950,0.93963,608,775,0.92285,0.95641
2018,Pre-primary Level,Not born in Germany,0.05989,167,775,0.04318,0.07661
2018,Primary Level,Born in Germany or immigrated <1950,0.38633,213,1834,0.36404,0.40862
2018,Primary Level,Not born in Germany,0.61367,1621,1834,0.59138,0.63596
2018,Lower Secondary Level,Born in Germany or immigrated <1950,0.74139,2073,3570,0.72702,0.75575
2018,Lower Secondary Level,Not born in Germany,0.25861,1497,3570,0.24425,0.27298
2018,Upper Secondary Level,Born in Germany or immigrated <1950,0.88583,10046,12145,0.88018,0.89149
2018,Upper Secondary Level,Not born in Germany,0.11417,2099,12145,0.10851,0.11982
2018,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.75888,1526,2215,0.74106,0.77670
2018,Post-secondary Non-tertiary Level,Not born in Germany,0.24112,689,2215,0.22330,0.25894
2018,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92365,1370,1455,0.91000,0.93730
2018,First Stage of Tertiary Education,Not born in Germany,0.07635,85,1455,0.06270,0.09000
2018,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.84065,5179,6978,0.83206,0.84924
2018,Second Stage of Tertiary Education,Not born in Germany,0.15935,1799,6978,0.15076,0.16794
2019,Pre-primary Level,Born in Germany or immigrated <1950,0.93419,538,612,0.91453,0.95385
2019,Pre-primary Level,Not born in Germany,0.06577,74,612,0.04611,0.08542
2019,Primary Level,Born in Germany or immigrated <1950,0.35515,185,1722,0.33254,0.37776
2019,Primary Level,Not born in Germany,0.64485,1537,1722,0.62224,0.66746
2019,Lower Secondary Level,Born in Germany or immigrated <1950,0.74512,1931,3213,0.73005,0.76019
2019,Lower Secondary Level,Not born in Germany,0.25488,1282,3213,0.23981,0.26995
2019,Upper Secondary Level,Born in Germany or immigrated <1950,0.88566,9862,11686,0.87989,0.89143
2019,Upper Secondary Level,Not born in Germany,0.11434,1824,11686,0.10857,0.12011
2019,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.75863,1644,2260,0.74098,0.77627
2019,Post-secondary Non-tertiary Level,Not born in Germany,0.24137,616,2260,0.22373,0.25902
2019,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93019,1586,1667,0.91795,0.94242
2019,First Stage of Tertiary Education,Not born in Germany,0.06981,81,1667,0.05758,0.08205
2019,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.84045,5932,7586,0.83221,0.84869
2019,Second Stage of Tertiary Education,Not born in Germany,0.15955,1654,7586,0.15131,0.16779
2020,Pre-primary Level,Born in Germany or immigrated <1950,0.92896,583,769,0.91079,0.94713
2020,Pre-primary Level,Not born in Germany,0.07104,186,769,0.05287,0.08921
2020,Primary Level,Born in Germany or immigrated <1950,0.37530,166,1831,0.35312,0.39749
2020,Primary Level,Not born in Germany,0.62470,1665,1831,0.60251,0.64688
2020,Lower Secondary Level,Born in Germany or immigrated <1950,0.74476,1771,3326,0.72994,0.75958
2020,Lower Secondary Level,Not born in Germany,0.25524,1555,3326,0.24042,0.27006
2020,Upper Secondary Level,Born in Germany or immigrated <1950,0.89623,9052,11375,0.89063,0.90184
2020,Upper Secondary Level,Not born in Germany,0.10377,2323,11375,0.09816,0.10937
2020,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.79486,1576,2363,0.77858,0.81115
2020,Post-secondary Non-tertiary Level,Not born in Germany,0.20514,787,2363,0.18885,0.22142
2020,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93738,1393,1469,0.92499,0.94978
2020,First Stage of Tertiary Education,Not born in Germany,0.06262,76,1469,0.05022,0.07501
2020,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.85250,5596,7763,0.84462,0.86039
2020,Second Stage of Tertiary Education,Not born in Germany,0.14750,2167,7763,0.13961,0.15538
2021,Pre-primary Level,Born in Germany or immigrated <1950,0.89468,335,441,0.86599,0.92336
2021,Pre-primary Level,Not born in Germany,0.10532,106,441,0.07664,0.13401
2021,Primary Level,Born in Germany or immigrated <1950,0.39306,108,1053,0.36354,0.42258
2021,Primary Level,Not born in Germany,0.60694,945,1053,0.57742,0.63646
2021,Lower Secondary Level,Born in Germany or immigrated <1950,0.71487,1076,1894,0.69453,0.73521
2021,Lower Secondary Level,Not born in Germany,0.28513,818,1894,0.26479,0.30547
2021,Upper Secondary Level,Born in Germany or immigrated <1950,0.89745,6149,7409,0.89054,0.90436
2021,Upper Secondary Level,Not born in Germany,0.10255,1260,7409,0.09564,0.10946
2021,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.79065,1145,1600,0.77070,0.81059
2021,Post-secondary Non-tertiary Level,Not born in Germany,0.20935,455,1600,0.18941,0.22930
2021,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92924,950,1005,0.91338,0.94510
2021,First Stage of Tertiary Education,Not born in Germany,0.07076,55,1005,0.05490,0.08662
2021,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.84890,4318,5707,0.83961,0.85820
2021,Second Stage of Tertiary Education,Not born in Germany,0.15110,1389,5707,0.14180,0.16039
