year,quintil_oecd,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,4th Quintile,Not born in Germany,0.08683,611,4671,0.07875,0.09490
2016,5th Quintile,Born in Germany or immigrated <1950,0.82240,4405,4888,0.81169,0.83312
2016,5th Quintile,Not born in Germany,0.07881,483,4888,0.07125,0.08636
2017,1st Quintile,Born in Germany or immigrated <1950,0.57826,3214,6451,0.56620,0.59031
2017,1st Quintile,Not born in Germany,0.21926,3237,6451,0.20917,0.22936
2017,2nd Quintile,Born in Germany or immigrated <1950,0.67891,3800,5083,0.66608,0.69175
2017,2nd Quintile,Not born in Germany,0.16373,1283,5083,0.15356,0.17390
2017,3rd Quintile,Born in Germany or immigrated <1950,0.73316,3773,4519,0.72026,0.74606
2017,3rd Quintile,Not born in Germany,0.11324,746,4519,0.10400,0.12248
2017,4th Quintile,Born in Germany or immigrated <1950,0.79524,3892,4399,0.78332,0.80717
2017,4th Quintile,Not born in Germany,0.08938,507,4399,0.08095,0.09781
2017,5th Quintile,Born in Germany or immigrated <1950,0.82337,4170,4595,0.81234,0.83440
2017,5th Quintile,Not born in Germany,0.07400,425,4595,0.06643,0.08157
2018,1st Quintile,Born in Germany or immigrated <1950,0.58753,3368,7381,0.57630,0.59876
2018,1st Quintile,Not born in Germany,0.21726,4013,7381,0.20786,0.22667
2018,2nd Quintile,Born in Germany or immigrated <1950,0.68241,4254,5585,0.67020,0.69462
2018,2nd Quintile,Not born in Germany,0.15074,1331,5585,0.14135,0.16012
2018,3rd Quintile,Born in Germany or immigrated <1950,0.73697,4126,4903,0.72465,0.74930
2018,3rd Quintile,Not born in Germany,0.11561,777,4903,0.10666,0.12456
2018,4th Quintile,Born in Germany or immigrated <1950,0.78025,4159,4700,0.76841,0.79209
2018,4th Quintile,Not born in Germany,0.09290,541,4700,0.08460,0.10120
2018,5th Quintile,Born in Germany or immigrated <1950,0.82610,4738,5157,0.81576,0.83645
2018,5th Quintile,Not born in Germany,0.07595,419,5157,0.06872,0.08318
2019,1st Quintile,Born in Germany or immigrated <1950,0.57628,3245,7329,0.56496,0.58759
2019,1st Quintile,Not born in Germany,0.22394,4084,7329,0.21440,0.23349
2019,2nd Quintile,Born in Germany or immigrated <1950,0.67750,3916,5054,0.66461,0.69039
2019,2nd Quintile,Not born in Germany,0.15405,1138,5054,0.14410,0.16400
2019,3rd Quintile,Born in Germany or immigrated <1950,0.72083,3928,4614,0.70789,0.73378
2019,3rd Quintile,Not born in Germany,0.12824,686,4614,0.11859,0.13789
2019,4th Quintile,Born in Germany or immigrated <1950,0.78127,3906,4346,0.76898,0.79356
2019,4th Quintile,Not born in Germany,0.08415,440,4346,0.07589,0.09240
2019,5th Quintile,Born in Germany or immigrated <1950,0.81581,4415,4843,0.80489,0.82673
2019,5th Quintile,Not born in Germany,0.08807,428,4843,0.08009,0.09605
2020,1st Quintile,Born in Germany or immigrated <1950,0.59683,3198,6847,0.58521,0.60845
2020,1st Quintile,Not born in Germany,0.20953,3649,6847,0.19989,0.21917
2020,2nd Quintile,Born in Germany or immigrated <1950,0.69637,3815,4822,0.68339,0.70935
2020,2nd Quintile,Not born in Germany,0.12971,1007,4822,0.12023,0.13920
2020,3rd Quintile,Born in Germany or immigrated <1950,0.74393,3855,4468,0.73113,0.75673
2020,3rd Quintile,Not born in Germany,0.10332,613,4468,0.09439,0.11225
2020,4th Quintile,Born in Germany or immigrated <1950,0.77696,4031,4496,0.76479,0.78913
2020,4th Quintile,Not born in Germany,0.08339,465,4496,0.07530,0.09147
2020,5th Quintile,Born in Germany or immigrated <1950,0.81911,5599,6087,0.80944,0.82878
2020,5th Quintile,Not born in Germany,0.07512,488,6087,0.06850,0.08174
2021,1st Quintile,Born in Germany or immigrated <1950,0.59058,2227,4868,0.57677,0.60440
2021,1st Quintile,Not born in Germany,0.21531,2641,4868,0.20376,0.22686
2021,2nd Quintile,Born in Germany or immigrated <1950,0.69444,2750,3696,0.67959,0.70930
2021,2nd Quintile,Not born in Germany,0.13106,946,3696,0.12018,0.14194
2021,3rd Quintile,Born in Germany or immigrated <1950,0.72036,2618,3123,0.70462,0.73610
2021,3rd Quintile,Not born in Germany,0.11135,505,3123,0.10032,0.12239
2021,4th Quintile,Born in Germany or immigrated <1950,0.77274,2895,3309,0.75846,0.78702
2021,4th Quintile,Not born in Germany,0.09577,414,3309,0.08574,0.10580
2021,5th Quintile,Born in Germany or immigrated <1950,0.79773,3925,4361,0.78581,0.80965
2021,5th Quintile,Not born in Germany,0.08504,436,4361,0.07676,0.09332
