year,age_gr,pgisced97,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.93228,173,173,0.89473,0.96983
1992,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.73456,71,131,0.65866,0.81047
1992,17-29 y.,Primary Level,Not born in Germany,0.26544,60,131,0.18953,0.34134
1992,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.84830,680,932,0.82525,0.87134
1992,17-29 y.,Lower Secondary Level,Not born in Germany,0.15170,252,932,0.12866,0.17475
1992,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.93719,1537,1762,0.92586,0.94853
1992,17-29 y.,Upper Secondary Level,Not born in Germany,0.06281,225,1762,0.05147,0.07414
1992,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.91243,144,144,0.86610,0.95876
1992,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94148,101,101,0.89547,0.98748
1992,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.95469,156,156,0.92195,0.98743
1992,30-45 y.,Primary Level,Not born in Germany,0.65234,162,162,0.57878,0.72590
1992,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.73571,253,488,0.69654,0.77487
1992,30-45 y.,Lower Secondary Level,Not born in Germany,0.26429,235,488,0.22513,0.30346
1992,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.92325,1996,2267,0.91229,0.93421
1992,30-45 y.,Upper Secondary Level,Not born in Germany,0.07675,271,2267,0.06579,0.08771
1992,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.81742,98,132,0.75126,0.88357
1992,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.18258,34,132,0.11643,0.24874
1992,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90821,283,283,0.87451,0.94191
1992,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93558,781,829,0.91886,0.95230
1992,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.06442,48,829,0.04770,0.08114
1992,46-65 y.,Primary Level,Not born in Germany,0.88891,270,270,0.85135,0.92646
1992,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.81688,588,886,0.79140,0.84236
1992,46-65 y.,Lower Secondary Level,Not born in Germany,0.18312,298,886,0.15764,0.20860
1992,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90110,1679,1974,0.88792,0.91427
1992,46-65 y.,Upper Secondary Level,Not born in Germany,0.09890,295,1974,0.08573,0.11208
1992,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.36231,33,33,0.19576,0.52885
1992,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90800,234,234,0.87088,0.94511
1992,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89710,493,548,0.87164,0.92256
1992,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.10290,55,548,0.07744,0.12836
1992,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.92914,442,478,0.90611,0.95217
1992,66 and older,Lower Secondary Level,Not born in Germany,0.07086,36,478,0.04783,0.09389
1992,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.93664,661,717,0.91879,0.95448
1992,66 and older,Upper Secondary Level,Not born in Germany,0.06336,56,717,0.04552,0.08121
1992,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93306,85,85,0.87961,0.98650
1992,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88944,94,94,0.82571,0.95318
1993,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.94190,175,175,0.90714,0.97666
1993,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.69117,63,128,0.61081,0.77152
1993,17-29 y.,Primary Level,Not born in Germany,0.30883,65,128,0.22848,0.38919
1993,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.84880,658,884,0.82517,0.87243
1993,17-29 y.,Lower Secondary Level,Not born in Germany,0.15120,226,884,0.12757,0.17483
1993,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.92597,1518,1734,0.91365,0.93830
1993,17-29 y.,Upper Secondary Level,Not born in Germany,0.07403,216,1734,0.06170,0.08635
1993,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.90936,146,146,0.86262,0.95609
1993,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.98484,95,95,0.96014,1.00954
1993,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94691,150,150,0.91091,0.98291
1993,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.38694,32,180,0.31559,0.45829
1993,30-45 y.,Primary Level,Not born in Germany,0.61306,148,180,0.54171,0.68441
1993,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.74153,244,463,0.70161,0.78145
1993,30-45 y.,Lower Secondary Level,Not born in Germany,0.25847,219,463,0.21855,0.29839
1993,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.92246,1986,2251,0.91140,0.93351
1993,30-45 y.,Upper Secondary Level,Not born in Germany,0.07754,265,2251,0.06649,0.08860
1993,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.80295,101,137,0.73610,0.86981
1993,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.19705,36,137,0.13019,0.26390
1993,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88898,291,291,0.85283,0.92514
1993,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93916,760,806,0.92264,0.95567
1993,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.06084,46,806,0.04433,0.07736
1993,46-65 y.,Primary Level,Not born in Germany,0.89464,268,268,0.85781,0.93146
1993,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.80389,549,846,0.77712,0.83066
1993,46-65 y.,Lower Secondary Level,Not born in Germany,0.19611,297,846,0.16934,0.22288
1993,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89726,1657,1949,0.88377,0.91074
1993,46-65 y.,Upper Secondary Level,Not born in Germany,0.10274,292,1949,0.08926,0.11623
1993,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.37682,32,32,0.20623,0.54741
1993,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90974,220,220,0.87179,0.94769
1993,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87410,495,552,0.84640,0.90180
1993,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.12590,57,552,0.09820,0.15360
1993,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.92431,444,485,0.90075,0.94788
1993,66 and older,Lower Secondary Level,Not born in Germany,0.07569,41,485,0.05212,0.09925
1993,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.92814,664,729,0.90938,0.94690
1993,66 and older,Upper Secondary Level,Not born in Germany,0.07186,65,729,0.05310,0.09062
1993,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92642,80,80,0.86885,0.98400
1993,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87749,100,100,0.81290,0.94208
1994,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.94771,226,226,0.91863,0.97680
1994,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.65430,47,102,0.56155,0.74706
1994,17-29 y.,Primary Level,Not born in Germany,0.34570,55,102,0.25294,0.43845
1994,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.86033,598,772,0.83586,0.88479
1994,17-29 y.,Lower Secondary Level,Not born in Germany,0.13967,174,772,0.11521,0.16414
1994,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.91954,1451,1654,0.90643,0.93266
1994,17-29 y.,Upper Secondary Level,Not born in Germany,0.08046,203,1654,0.06734,0.09357
1994,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.91546,151,151,0.87095,0.95998
1994,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.99360,101,101,0.97797,1.00923
1994,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93831,154,154,0.90019,0.97643
1994,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.41978,31,158,0.34259,0.49698
1994,30-45 y.,Primary Level,Not born in Germany,0.58022,127,158,0.50302,0.65741
1994,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.73238,231,439,0.69092,0.77385
1994,30-45 y.,Lower Secondary Level,Not born in Germany,0.26762,208,439,0.22615,0.30908
1994,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.91947,1975,2229,0.90818,0.93077
1994,30-45 y.,Upper Secondary Level,Not born in Germany,0.08053,254,2229,0.06923,0.09182
1994,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.84580,117,150,0.78781,0.90379
1994,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.15420,33,150,0.09621,0.21219
1994,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88513,284,284,0.84798,0.92228
1994,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93393,768,812,0.91683,0.95102
1994,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.06607,44,812,0.04898,0.08317
1994,46-65 y.,Primary Level,Not born in Germany,0.92976,259,259,0.89857,0.96094
1994,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.79700,526,811,0.76929,0.82470
1994,46-65 y.,Lower Secondary Level,Not born in Germany,0.20300,285,811,0.17530,0.23071
1994,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89664,1654,1942,0.88310,0.91019
1994,46-65 y.,Upper Secondary Level,Not born in Germany,0.10336,288,1942,0.08981,0.11690
1994,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90124,226,226,0.86226,0.94022
1994,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87979,495,547,0.85251,0.90707
1994,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.12021,52,547,0.09293,0.14749
1994,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.92101,429,470,0.89660,0.94542
1994,66 and older,Lower Secondary Level,Not born in Germany,0.07899,41,470,0.05458,0.10340
1994,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.91866,670,742,0.89898,0.93834
1994,66 and older,Upper Secondary Level,Not born in Germany,0.08134,72,742,0.06166,0.10102
1994,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91125,81,81,0.84893,0.97357
1994,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.86230,112,112,0.79820,0.92641
1995,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.86936,249,286,0.83023,0.90848
1995,17-29 y.,Pre-primary Level,Not born in Germany,0.13064,37,286,0.09152,0.16977
1995,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.53609,32,78,0.42470,0.64748
1995,17-29 y.,Primary Level,Not born in Germany,0.46391,46,78,0.35252,0.57530
1995,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.83853,581,763,0.81241,0.86466
1995,17-29 y.,Lower Secondary Level,Not born in Germany,0.16147,182,763,0.13534,0.18759
1995,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.88875,1383,1615,0.87341,0.90409
1995,17-29 y.,Upper Secondary Level,Not born in Germany,0.11125,232,1615,0.09591,0.12659
1995,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.87646,143,143,0.82233,0.93058
1995,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.96901,102,102,0.93521,1.00281
1995,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89427,157,157,0.84602,0.94253
1995,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.47575,34,148,0.39502,0.55649
1995,30-45 y.,Primary Level,Not born in Germany,0.52425,114,148,0.44351,0.60498
1995,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.71304,235,465,0.67188,0.75420
1995,30-45 y.,Lower Secondary Level,Not born in Germany,0.28696,230,465,0.24580,0.32812
1995,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89373,2028,2387,0.88137,0.90610
1995,30-45 y.,Upper Secondary Level,Not born in Germany,0.10627,359,2387,0.09390,0.11863
1995,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.72608,136,211,0.66576,0.78640
1995,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.27392,75,211,0.21360,0.33424
1995,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90628,302,302,0.87336,0.93921
1995,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87546,753,847,0.85321,0.89771
1995,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.12454,94,847,0.10229,0.14679
1995,46-65 y.,Primary Level,Not born in Germany,0.92462,264,264,0.89271,0.95653
1995,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.77586,475,784,0.74665,0.80507
1995,46-65 y.,Lower Secondary Level,Not born in Germany,0.22414,309,784,0.19493,0.25335
1995,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89440,1668,1984,0.88087,0.90792
1995,46-65 y.,Upper Secondary Level,Not born in Germany,0.10560,316,1984,0.09208,0.11913
1995,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.51657,43,43,0.36543,0.66770
1995,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89022,220,220,0.84881,0.93162
1995,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.86879,521,582,0.84134,0.89624
1995,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.13121,61,582,0.10376,0.15866
1995,66 and older,Primary Level,Not born in Germany,0.83558,35,35,0.71099,0.96017
1995,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.89917,421,480,0.87220,0.92613
1995,66 and older,Lower Secondary Level,Not born in Germany,0.10083,59,480,0.07387,0.12780
1995,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.91502,661,740,0.89491,0.93513
1995,66 and older,Upper Secondary Level,Not born in Germany,0.08498,79,740,0.06487,0.10509
1995,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90885,75,75,0.84326,0.97443
1995,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.84388,130,130,0.78124,0.90652
1996,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.88686,264,264,0.84857,0.92514
1996,17-29 y.,Primary Level,Not born in Germany,0.49985,42,42,0.34680,0.65290
1996,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.83580,559,716,0.80864,0.86295
1996,17-29 y.,Lower Secondary Level,Not born in Germany,0.16420,157,716,0.13705,0.19136
1996,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.88791,1286,1491,0.87189,0.90392
1996,17-29 y.,Upper Secondary Level,Not born in Germany,0.11209,205,1491,0.09608,0.12811
1996,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.86277,137,137,0.80494,0.92060
1996,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92319,104,104,0.87177,0.97462
1996,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88669,142,142,0.83437,0.93901
1996,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.49798,32,132,0.41236,0.58360
1996,30-45 y.,Primary Level,Not born in Germany,0.50202,100,132,0.41640,0.58764
1996,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.71579,232,445,0.67383,0.75774
1996,30-45 y.,Lower Secondary Level,Not born in Germany,0.28421,213,445,0.24226,0.32617
1996,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89908,2055,2396,0.88701,0.91114
1996,30-45 y.,Upper Secondary Level,Not born in Germany,0.10092,341,2396,0.08886,0.11299
1996,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77426,152,222,0.71914,0.82938
1996,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.22574,70,222,0.17062,0.28086
1996,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92150,308,308,0.89141,0.95159
1996,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88713,769,850,0.86584,0.90841
1996,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.11287,81,850,0.09159,0.13416
1996,46-65 y.,Primary Level,Not born in Germany,0.90306,240,240,0.86555,0.94057
1996,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.77631,463,757,0.74661,0.80602
1996,46-65 y.,Lower Secondary Level,Not born in Germany,0.22369,294,757,0.19398,0.25339
1996,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89420,1663,1963,0.88059,0.90781
1996,46-65 y.,Upper Secondary Level,Not born in Germany,0.10580,300,1963,0.09219,0.11941
1996,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.52105,36,36,0.35554,0.68655
1996,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88853,220,220,0.84685,0.93021
1996,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.85807,533,600,0.83013,0.88602
1996,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.14193,67,600,0.11398,0.16987
1996,66 and older,Primary Level,Not born in Germany,0.85277,40,40,0.74157,0.96398
1996,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.88820,406,467,0.85959,0.91682
1996,66 and older,Lower Secondary Level,Not born in Germany,0.11180,61,467,0.08318,0.14041
1996,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.91269,682,768,0.89271,0.93267
1996,66 and older,Upper Secondary Level,Not born in Germany,0.08731,86,768,0.06733,0.10729
1996,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89920,71,71,0.82867,0.96973
1996,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.84586,135,135,0.78473,0.90700
1997,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.89943,287,287,0.86457,0.93429
1997,17-29 y.,Primary Level,Not born in Germany,0.48889,35,35,0.32086,0.65692
1997,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.85274,572,710,0.82665,0.87882
1997,17-29 y.,Lower Secondary Level,Not born in Germany,0.14726,138,710,0.12118,0.17335
1997,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.87519,1188,1376,0.85773,0.89266
1997,17-29 y.,Upper Secondary Level,Not born in Germany,0.12481,188,1376,0.10734,0.14227
1997,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.88355,130,130,0.82820,0.93891
1997,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94935,98,98,0.90572,0.99299
1997,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.86528,133,133,0.80704,0.92353
1997,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.49857,35,126,0.41092,0.58623
1997,30-45 y.,Primary Level,Not born in Germany,0.50143,91,126,0.41377,0.58908
1997,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.70927,235,445,0.66703,0.75151
1997,30-45 y.,Lower Secondary Level,Not born in Germany,0.29073,210,445,0.24849,0.33297
1997,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89930,2022,2348,0.88712,0.91147
1997,30-45 y.,Upper Secondary Level,Not born in Germany,0.10070,326,2348,0.08853,0.11288
1997,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77266,151,218,0.71689,0.82842
1997,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.22734,67,218,0.17158,0.28311
1997,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94508,312,312,0.91975,0.97040
1997,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89334,755,835,0.87239,0.91429
1997,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.10666,80,835,0.08571,0.12761
1997,46-65 y.,Primary Level,Not born in Germany,0.89363,227,227,0.85344,0.93383
1997,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.75318,424,708,0.72140,0.78496
1997,46-65 y.,Lower Secondary Level,Not born in Germany,0.24682,284,708,0.21504,0.27860
1997,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89482,1674,1964,0.88125,0.90839
1997,46-65 y.,Upper Secondary Level,Not born in Germany,0.10518,290,1964,0.09161,0.11875
1997,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.47377,33,33,0.30077,0.64678
1997,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88159,219,219,0.83870,0.92448
1997,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.85539,553,620,0.82769,0.88310
1997,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.14461,67,620,0.11690,0.17231
1997,66 and older,Primary Level,Not born in Germany,0.83397,42,42,0.72007,0.94787
1997,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.88705,407,466,0.85828,0.91582
1997,66 and older,Lower Secondary Level,Not born in Germany,0.11295,59,466,0.08418,0.14172
1997,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.91331,700,792,0.89370,0.93292
1997,66 and older,Upper Secondary Level,Not born in Germany,0.08669,92,792,0.06708,0.10630
1997,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90390,71,71,0.83485,0.97294
1997,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87375,145,145,0.81950,0.92799
1998,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.90412,303,303,0.87092,0.93733
1998,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.84579,612,740,0.81975,0.87183
1998,17-29 y.,Lower Secondary Level,Not born in Germany,0.15421,128,740,0.12817,0.18025
1998,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89201,1254,1421,0.87587,0.90815
1998,17-29 y.,Upper Secondary Level,Not born in Germany,0.10799,167,1421,0.09185,0.12413
1998,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.89541,134,134,0.84341,0.94742
1998,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90610,106,106,0.85031,0.96189
1998,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.83640,133,133,0.77330,0.89951
1998,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.51929,41,116,0.42797,0.61061
1998,30-45 y.,Primary Level,Not born in Germany,0.48071,75,116,0.38939,0.57203
1998,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.70359,281,481,0.66274,0.74444
1998,30-45 y.,Lower Secondary Level,Not born in Germany,0.29641,200,481,0.25556,0.33726
1998,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90143,2228,2538,0.88983,0.91303
1998,30-45 y.,Upper Secondary Level,Not born in Germany,0.09857,310,2538,0.08697,0.11017
1998,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.76996,185,250,0.71768,0.82223
1998,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.23004,65,250,0.17777,0.28232
1998,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.95359,343,343,0.93130,0.97589
1998,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90682,852,929,0.88812,0.92552
1998,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.09318,77,929,0.07448,0.11188
1998,46-65 y.,Primary Level,Not born in Germany,0.91656,219,219,0.87985,0.95327
1998,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.76485,496,762,0.73472,0.79498
1998,46-65 y.,Lower Secondary Level,Not born in Germany,0.23515,266,762,0.20502,0.26528
1998,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90301,1917,2189,0.89061,0.91541
1998,46-65 y.,Upper Secondary Level,Not born in Germany,0.09699,272,2189,0.08459,0.10939
1998,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.51862,41,41,0.36378,0.67347
1998,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91303,248,248,0.87789,0.94817
1998,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.86231,630,704,0.83684,0.88778
1998,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.13769,74,704,0.11222,0.16316
1998,66 and older,Primary Level,Not born in Germany,0.75956,42,42,0.62875,0.89037
1998,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.89291,492,556,0.86718,0.91864
1998,66 and older,Lower Secondary Level,Not born in Germany,0.10709,64,556,0.08136,0.13282
1998,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.91705,780,874,0.89875,0.93534
1998,66 and older,Upper Secondary Level,Not born in Germany,0.08295,94,874,0.06466,0.10125
1998,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89231,70,70,0.81917,0.96545
1998,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88953,164,164,0.84141,0.93766
1999,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.93816,294,294,0.91057,0.96574
1999,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.86696,601,710,0.84196,0.89196
1999,17-29 y.,Lower Secondary Level,Not born in Germany,0.13304,109,710,0.10804,0.15804
1999,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89109,1211,1358,0.87451,0.90766
1999,17-29 y.,Upper Secondary Level,Not born in Germany,0.10891,147,1358,0.09234,0.12549
1999,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.88626,128,128,0.83104,0.94148
1999,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91485,94,94,0.85813,0.97158
1999,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87262,127,127,0.81441,0.93083
1999,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.52534,42,111,0.43202,0.61866
1999,30-45 y.,Primary Level,Not born in Germany,0.47466,69,111,0.38134,0.56798
1999,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.70413,273,458,0.66228,0.74597
1999,30-45 y.,Lower Secondary Level,Not born in Germany,0.29587,185,458,0.25403,0.33772
1999,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90169,2235,2532,0.89009,0.91329
1999,30-45 y.,Upper Secondary Level,Not born in Germany,0.09831,297,2532,0.08671,0.10991
1999,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.79646,199,262,0.74761,0.84530
1999,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.20354,63,262,0.15470,0.25239
1999,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.96673,348,348,0.94786,0.98560
