year,age_gr,regtyp,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,66 and older,Urban regions,Not born in Germany,0.10070,263,2400,0.08865,0.11274
2003,66 and older,Rural regions,Born in Germany or immigrated <1950,0.92148,1156,1250,0.90656,0.93640
2003,66 and older,Rural regions,Not born in Germany,0.07852,94,1250,0.06360,0.09344
2004,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.84494,2282,2584,0.83098,0.85890
2004,17-29 y.,Urban regions,Not born in Germany,0.15506,302,2584,0.14110,0.16902
2004,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.92308,1304,1376,0.90900,0.93717
2004,17-29 y.,Rural regions,Not born in Germany,0.07692,72,1376,0.06283,0.09100
2004,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.82476,3699,4433,0.81357,0.83595
2004,30-45 y.,Urban regions,Not born in Germany,0.17524,734,4433,0.16405,0.18643
2004,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.92975,1982,2097,0.91881,0.94069
2004,30-45 y.,Rural regions,Not born in Germany,0.07025,115,2097,0.05931,0.08119
2004,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.82252,4086,4872,0.81179,0.83325
2004,46-65 y.,Urban regions,Not born in Germany,0.17748,786,4872,0.16675,0.18821
2004,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.91976,2326,2493,0.90910,0.93043
2004,46-65 y.,Rural regions,Not born in Germany,0.08024,167,2493,0.06957,0.09090
2004,66 and older,Urban regions,Born in Germany or immigrated <1950,0.89756,2196,2466,0.88559,0.90953
2004,66 and older,Urban regions,Not born in Germany,0.10244,270,2466,0.09047,0.11441
2004,66 and older,Rural regions,Born in Germany or immigrated <1950,0.92797,1201,1293,0.91387,0.94206
2004,66 and older,Rural regions,Not born in Germany,0.07203,92,1293,0.05794,0.08613
2005,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.86400,2261,2521,0.85061,0.87738
2005,17-29 y.,Urban regions,Not born in Germany,0.13600,260,2521,0.12262,0.14939
2005,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.93732,1252,1308,0.92417,0.95046
2005,17-29 y.,Rural regions,Not born in Germany,0.06268,56,1308,0.04954,0.07583
2005,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.82094,3450,4137,0.80926,0.83263
2005,30-45 y.,Urban regions,Not born in Germany,0.17906,687,4137,0.16737,0.19074
2005,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.92645,1842,1952,0.91487,0.93803
2005,30-45 y.,Rural regions,Not born in Germany,0.07355,110,1952,0.06197,0.08513
2005,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.81672,3877,4613,0.80555,0.82788
2005,46-65 y.,Urban regions,Not born in Germany,0.18328,736,4613,0.17212,0.19445
2005,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.92061,2249,2403,0.90980,0.93142
2005,46-65 y.,Rural regions,Not born in Germany,0.07939,154,2403,0.06858,0.09020
2005,66 and older,Urban regions,Born in Germany or immigrated <1950,0.89178,2211,2485,0.87956,0.90400
2005,66 and older,Urban regions,Not born in Germany,0.10822,274,2485,0.09600,0.12044
2005,66 and older,Rural regions,Born in Germany or immigrated <1950,0.92440,1189,1280,0.90992,0.93889
2005,66 and older,Rural regions,Not born in Germany,0.07560,91,1280,0.06111,0.09008
2006,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.85880,2323,2588,0.84538,0.87222
2006,17-29 y.,Urban regions,Not born in Germany,0.14120,265,2588,0.12778,0.15462
2006,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.93441,1331,1396,0.92142,0.94740
2006,17-29 y.,Rural regions,Not born in Germany,0.06559,65,1396,0.05260,0.07858
2006,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.82127,3553,4223,0.80972,0.83283
2006,30-45 y.,Urban regions,Not born in Germany,0.17873,670,4223,0.16717,0.19028
2006,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.92759,1943,2058,0.91639,0.93879
2006,30-45 y.,Rural regions,Not born in Germany,0.07241,115,2058,0.06121,0.08361
2006,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.81737,4218,4939,0.80660,0.82815
2006,46-65 y.,Urban regions,Not born in Germany,0.18263,721,4939,0.17185,0.19340
2006,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.91775,2478,2638,0.90726,0.92824
2006,46-65 y.,Rural regions,Not born in Germany,0.08225,160,2638,0.07176,0.09274
2006,66 and older,Urban regions,Born in Germany or immigrated <1950,0.89204,2582,2877,0.88070,0.90338
2006,66 and older,Urban regions,Not born in Germany,0.10796,295,2877,0.09662,0.11930
2006,66 and older,Rural regions,Born in Germany or immigrated <1950,0.93403,1458,1552,0.92168,0.94639
2006,66 and older,Rural regions,Not born in Germany,0.06597,94,1552,0.05361,0.07832
2007,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.88196,2208,2437,0.86915,0.89477
2007,17-29 y.,Urban regions,Not born in Germany,0.11804,229,2437,0.10523,0.13085
2007,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.92617,1249,1302,0.91197,0.94038
2007,17-29 y.,Rural regions,Not born in Germany,0.07383,53,1302,0.05962,0.08803
2007,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.82621,3235,3821,0.81420,0.83823
2007,30-45 y.,Urban regions,Not born in Germany,0.17379,586,3821,0.16177,0.18580
2007,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.93157,1788,1889,0.92018,0.94296
2007,30-45 y.,Rural regions,Not born in Germany,0.06843,101,1889,0.05704,0.07982
2007,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.81896,3940,4571,0.80780,0.83013
2007,46-65 y.,Urban regions,Not born in Germany,0.18104,631,4571,0.16987,0.19220
2007,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.90461,2331,2489,0.89306,0.91615
2007,46-65 y.,Rural regions,Not born in Germany,0.09539,158,2489,0.08385,0.10694
2007,66 and older,Urban regions,Born in Germany or immigrated <1950,0.89174,2543,2828,0.88029,0.90319
2007,66 and older,Urban regions,Not born in Germany,0.10826,285,2828,0.09681,0.11971
2007,66 and older,Rural regions,Born in Germany or immigrated <1950,0.92757,1423,1513,0.91451,0.94064
2007,66 and older,Rural regions,Not born in Germany,0.07243,90,1513,0.05936,0.08549
2008,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.88658,2069,2259,0.87350,0.89966
2008,17-29 y.,Urban regions,Not born in Germany,0.11342,190,2259,0.10034,0.12650
2008,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.93133,1114,1153,0.91672,0.94593
2008,17-29 y.,Rural regions,Not born in Germany,0.06867,39,1153,0.05407,0.08328
2008,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.82918,2931,3447,0.81661,0.84174
2008,30-45 y.,Urban regions,Not born in Germany,0.17082,516,3447,0.15826,0.18339
2008,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.93356,1634,1723,0.92180,0.94533
2008,30-45 y.,Rural regions,Not born in Germany,0.06644,89,1723,0.05467,0.07820
2008,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.82290,3761,4329,0.81153,0.83427
2008,46-65 y.,Urban regions,Not born in Germany,0.17710,568,4329,0.16573,0.18847
2008,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.90367,2225,2365,0.89178,0.91557
2008,46-65 y.,Rural regions,Not born in Germany,0.09633,140,2365,0.08443,0.10822
2008,66 and older,Urban regions,Born in Germany or immigrated <1950,0.88541,2515,2799,0.87360,0.89721
2008,66 and older,Urban regions,Not born in Germany,0.11459,284,2799,0.10279,0.12640
2008,66 and older,Rural regions,Born in Germany or immigrated <1950,0.93379,1412,1496,0.92118,0.94639
2008,66 and older,Rural regions,Not born in Germany,0.06621,84,1496,0.05361,0.07882
2009,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.89674,1893,2041,0.88353,0.90994
2009,17-29 y.,Urban regions,Not born in Germany,0.10326,148,2041,0.09006,0.11647
2009,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.93722,1016,1050,0.92254,0.95190
2009,17-29 y.,Rural regions,Not born in Germany,0.06278,34,1050,0.04810,0.07746
2009,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.82848,2627,3074,0.81515,0.84181
2009,30-45 y.,Urban regions,Not born in Germany,0.17152,447,3074,0.15819,0.18485
2009,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.92899,1518,1602,0.91641,0.94157
2009,30-45 y.,Rural regions,Not born in Germany,0.07101,84,1602,0.05843,0.08359
2009,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.83224,3541,4036,0.82071,0.84376
2009,46-65 y.,Urban regions,Not born in Germany,0.16776,495,4036,0.15624,0.17929
2009,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.90704,2165,2289,0.89514,0.91893
2009,46-65 y.,Rural regions,Not born in Germany,0.09296,124,2289,0.08107,0.10486
2009,66 and older,Urban regions,Born in Germany or immigrated <1950,0.89111,2441,2698,0.87936,0.90287
2009,66 and older,Urban regions,Not born in Germany,0.10889,257,2698,0.09713,0.12064
2009,66 and older,Rural regions,Born in Germany or immigrated <1950,0.93558,1386,1464,0.92300,0.94816
2009,66 and older,Rural regions,Not born in Germany,0.06442,78,1464,0.05184,0.07700
2010,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.88992,2441,2808,0.87834,0.90150
2010,17-29 y.,Urban regions,Not born in Germany,0.11008,367,2808,0.09850,0.12166
2010,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.91291,1344,1474,0.89851,0.92731
2010,17-29 y.,Rural regions,Not born in Germany,0.08709,130,1474,0.07269,0.10149
2010,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.79714,4800,5967,0.78693,0.80734
2010,30-45 y.,Urban regions,Not born in Germany,0.20286,1167,5967,0.19266,0.21307
2010,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.90251,2818,3104,0.89207,0.91295
2010,30-45 y.,Rural regions,Not born in Germany,0.09749,286,3104,0.08705,0.10793
2010,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.82960,3907,4461,0.81857,0.84064
2010,46-65 y.,Urban regions,Not born in Germany,0.17040,554,4461,0.15936,0.18143
2010,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.90048,2350,2491,0.88872,0.91224
2010,46-65 y.,Rural regions,Not born in Germany,0.09952,141,2491,0.08776,0.11128
2010,66 and older,Urban regions,Born in Germany or immigrated <1950,0.88641,2378,2617,0.87425,0.89857
2010,66 and older,Urban regions,Not born in Germany,0.11359,239,2617,0.10143,0.12575
2010,66 and older,Rural regions,Born in Germany or immigrated <1950,0.92798,1330,1407,0.91447,0.94149
2010,66 and older,Rural regions,Not born in Germany,0.07202,77,1407,0.05851,0.08553
2011,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.88517,2685,3015,0.87378,0.89655
2011,17-29 y.,Urban regions,Not born in Germany,0.11483,330,3015,0.10345,0.12622
2011,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.91695,1555,1687,0.90377,0.93012
2011,17-29 y.,Rural regions,Not born in Germany,0.08305,132,1687,0.06988,0.09623
2011,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.81231,5282,6450,0.80278,0.82184
2011,30-45 y.,Urban regions,Not born in Germany,0.18769,1168,6450,0.17816,0.19722
2011,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.89631,3155,3481,0.88618,0.90644
2011,30-45 y.,Rural regions,Not born in Germany,0.10369,326,3481,0.09356,0.11382
2011,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.83511,4978,5709,0.82549,0.84474
2011,46-65 y.,Urban regions,Not born in Germany,0.16489,731,5709,0.15526,0.17451
2011,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.90399,3198,3417,0.89411,0.91387
2011,46-65 y.,Rural regions,Not born in Germany,0.09601,219,3417,0.08613,0.10589
2011,66 and older,Urban regions,Born in Germany or immigrated <1950,0.89114,3021,3318,0.88054,0.90174
2011,66 and older,Urban regions,Not born in Germany,0.10886,297,3318,0.09826,0.11946
2011,66 and older,Rural regions,Born in Germany or immigrated <1950,0.92091,1701,1824,0.90852,0.93330
2011,66 and older,Rural regions,Not born in Germany,0.07909,123,1824,0.06670,0.09148
2012,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.88802,2641,2918,0.87657,0.89946
2012,17-29 y.,Urban regions,Not born in Germany,0.11198,277,2918,0.10054,0.12343
2012,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.88657,1464,1595,0.87100,0.90214
2012,17-29 y.,Rural regions,Not born in Germany,0.11343,131,1595,0.09786,0.12900
2012,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.79468,4753,5839,0.78432,0.80504
2012,30-45 y.,Urban regions,Not born in Germany,0.20532,1086,5839,0.19496,0.21568
2012,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.88634,2924,3236,0.87540,0.89728
2012,30-45 y.,Rural regions,Not born in Germany,0.11366,312,3236,0.10272,0.12460
2012,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.83589,5089,5781,0.82634,0.84544
2012,46-65 y.,Urban regions,Not born in Germany,0.16411,692,5781,0.15456,0.17366
2012,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.90241,3355,3594,0.89270,0.91211
2012,46-65 y.,Rural regions,Not born in Germany,0.09759,239,3594,0.08789,0.10730
2012,66 and older,Urban regions,Born in Germany or immigrated <1950,0.88303,3023,3310,0.87208,0.89398
2012,66 and older,Urban regions,Not born in Germany,0.11697,287,3310,0.10602,0.12792
2012,66 and older,Rural regions,Born in Germany or immigrated <1950,0.91638,1765,1894,0.90391,0.92885
2012,66 and older,Rural regions,Not born in Germany,0.08362,129,1894,0.07115,0.09609
2013,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.85122,2983,3799,0.83990,0.86254
2013,17-29 y.,Urban regions,Not born in Germany,0.14878,816,3799,0.13746,0.16010
2013,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.91670,1491,1787,0.90389,0.92952
2013,17-29 y.,Rural regions,Not born in Germany,0.08330,296,1787,0.07048,0.09611
2013,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.75851,4625,6974,0.74847,0.76856
2013,30-45 y.,Urban regions,Not born in Germany,0.24149,2349,6974,0.23144,0.25153
2013,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.87004,2702,3389,0.85872,0.88137
2013,30-45 y.,Rural regions,Not born in Germany,0.12996,687,3389,0.11863,0.14128
2013,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.83802,5021,6451,0.82902,0.84701
2013,46-65 y.,Urban regions,Not born in Germany,0.16198,1430,6451,0.15299,0.17098
2013,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.91059,3255,3739,0.90144,0.91974
2013,46-65 y.,Rural regions,Not born in Germany,0.08941,484,3739,0.08026,0.09856
2013,66 and older,Urban regions,Born in Germany or immigrated <1950,0.90076,2921,3245,0.89047,0.91105
2013,66 and older,Urban regions,Not born in Germany,0.09924,324,3245,0.08895,0.10953
2013,66 and older,Rural regions,Born in Germany or immigrated <1950,0.93712,1668,1800,0.92590,0.94833
2013,66 and older,Rural regions,Not born in Germany,0.06288,132,1800,0.05167,0.07410
2014,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.86150,2687,3299,0.84971,0.87329
2014,17-29 y.,Urban regions,Not born in Germany,0.13850,612,3299,0.12671,0.15029
2014,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.91115,1342,1572,0.89708,0.92522
2014,17-29 y.,Rural regions,Not born in Germany,0.08885,230,1572,0.07478,0.10292
2014,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.75072,3825,5657,0.73944,0.76199
2014,30-45 y.,Urban regions,Not born in Germany,0.24928,1832,5657,0.23801,0.26056
2014,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.85830,2307,2862,0.84552,0.87108
2014,30-45 y.,Rural regions,Not born in Germany,0.14170,555,2862,0.12892,0.15448
2014,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.83652,4704,5894,0.82708,0.84597
2014,46-65 y.,Urban regions,Not born in Germany,0.16348,1190,5894,0.15403,0.17292
2014,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.91248,3012,3419,0.90301,0.92196
2014,46-65 y.,Rural regions,Not born in Germany,0.08752,407,3419,0.07804,0.09699
2014,66 and older,Urban regions,Born in Germany or immigrated <1950,0.90432,2851,3158,0.89406,0.91458
2014,66 and older,Urban regions,Not born in Germany,0.09568,307,3158,0.08542,0.10594
2014,66 and older,Rural regions,Born in Germany or immigrated <1950,0.93195,1654,1794,0.92029,0.94360
2014,66 and older,Rural regions,Not born in Germany,0.06805,140,1794,0.05640,0.07971
2015,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.85341,2584,3410,0.84154,0.86528
2015,17-29 y.,Urban regions,Not born in Germany,0.14659,826,3410,0.13472,0.15846
2015,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.88695,1303,1608,0.87147,0.90243
2015,17-29 y.,Rural regions,Not born in Germany,0.11305,305,1608,0.09757,0.12853
2015,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.74038,3380,5519,0.72881,0.75195
2015,30-45 y.,Urban regions,Not born in Germany,0.25962,2139,5519,0.24805,0.27119
2015,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.85761,2086,2768,0.84459,0.87064
2015,30-45 y.,Rural regions,Not born in Germany,0.14239,682,2768,0.12936,0.15541
2015,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.83002,4577,5811,0.82036,0.83968
2015,46-65 y.,Urban regions,Not born in Germany,0.16998,1234,5811,0.16032,0.17964
2015,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.90578,2902,3326,0.89585,0.91571
2015,46-65 y.,Rural regions,Not born in Germany,0.09422,424,3326,0.08429,0.10415
2015,66 and older,Urban regions,Born in Germany or immigrated <1950,0.90002,2790,3098,0.88946,0.91059
2015,66 and older,Urban regions,Not born in Germany,0.09998,308,3098,0.08941,0.11054
2015,66 and older,Rural regions,Born in Germany or immigrated <1950,0.94039,1669,1803,0.92946,0.95133
2015,66 and older,Rural regions,Not born in Germany,0.05961,134,1803,0.04867,0.07054
2016,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.86283,2405,3779,0.85186,0.87380
2016,17-29 y.,Urban regions,Not born in Germany,0.13717,1374,3779,0.12620,0.14814
2016,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.88149,1199,1794,0.86653,0.89645
2016,17-29 y.,Rural regions,Not born in Germany,0.11851,595,1794,0.10355,0.13347
2016,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.73928,2985,5791,0.72798,0.75059
2016,30-45 y.,Urban regions,Not born in Germany,0.26072,2806,5791,0.24941,0.27202
2016,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.86069,1843,2836,0.84795,0.87344
2016,30-45 y.,Rural regions,Not born in Germany,0.13931,993,2836,0.12656,0.15205
2016,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.81893,4316,5756,0.80898,0.82888
2016,46-65 y.,Urban regions,Not born in Germany,0.18107,1440,5756,0.17112,0.19102
2016,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.89717,2755,3279,0.88677,0.90756
2016,46-65 y.,Rural regions,Not born in Germany,0.10283,524,3279,0.09244,0.11323
2016,66 and older,Urban regions,Born in Germany or immigrated <1950,0.88727,2677,2984,0.87592,0.89862
2016,66 and older,Urban regions,Not born in Germany,0.11273,307,2984,0.10138,0.12408
2016,66 and older,Rural regions,Born in Germany or immigrated <1950,0.93948,1628,1754,0.92832,0.95064
2016,66 and older,Rural regions,Not born in Germany,0.06052,126,1754,0.04936,0.07168
2017,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.87907,2833,4436,0.86947,0.88866
2017,17-29 y.,Urban regions,Not born in Germany,0.12093,1603,4436,0.11134,0.13053
2017,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.87410,1392,2119,0.85997,0.88823
2017,17-29 y.,Rural regions,Not born in Germany,0.12590,727,2119,0.11177,0.14003
2017,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.73588,3234,6134,0.72484,0.74691
2017,30-45 y.,Urban regions,Not born in Germany,0.26412,2900,6134,0.25309,0.27516
2017,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.85572,1921,2997,0.84313,0.86830
2017,30-45 y.,Rural regions,Not born in Germany,0.14428,1076,2997,0.13170,0.15687
2017,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.81417,5103,6701,0.80485,0.82348
2017,46-65 y.,Urban regions,Not born in Germany,0.18583,1598,6701,0.17652,0.19515
2017,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.89460,3274,3880,0.88494,0.90426
2017,46-65 y.,Rural regions,Not born in Germany,0.10540,606,3880,0.09574,0.11506
2017,66 and older,Urban regions,Born in Germany or immigrated <1950,0.88443,2787,3131,0.87323,0.89563
2017,66 and older,Urban regions,Not born in Germany,0.11557,344,3131,0.10437,0.12677
2017,66 and older,Rural regions,Born in Germany or immigrated <1950,0.94079,1732,1862,0.93006,0.95151
2017,66 and older,Rural regions,Not born in Germany,0.05921,130,1862,0.04849,0.06994
2018,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.87601,2803,4216,0.86606,0.88595
2018,17-29 y.,Urban regions,Not born in Germany,0.12399,1413,4216,0.11405,0.13394
2018,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.89972,1357,1952,0.88639,0.91305
2018,17-29 y.,Rural regions,Not born in Germany,0.10028,595,1952,0.08695,0.11361
2018,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.72278,3029,5741,0.71120,0.73436
2018,30-45 y.,Urban regions,Not born in Germany,0.27722,2712,5741,0.26564,0.28880
2018,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.85159,1753,2703,0.83819,0.86500
2018,30-45 y.,Rural regions,Not born in Germany,0.14841,950,2703,0.13500,0.16181
2018,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.81412,4902,6530,0.80469,0.82356
2018,46-65 y.,Urban regions,Not born in Germany,0.18588,1628,6530,0.17644,0.19531
2018,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.89635,3146,3730,0.88657,0.90613
2018,46-65 y.,Rural regions,Not born in Germany,0.10365,584,3730,0.09387,0.11343
2018,66 and older,Urban regions,Born in Germany or immigrated <1950,0.87501,2822,3173,0.86350,0.88652
2018,66 and older,Urban regions,Not born in Germany,0.12499,351,3173,0.11348,0.13650
2018,66 and older,Rural regions,Born in Germany or immigrated <1950,0.93415,1713,1844,0.92283,0.94547
2018,66 and older,Rural regions,Not born in Germany,0.06585,131,1844,0.05453,0.07717
2019,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.86893,2602,3801,0.85820,0.87966
2019,17-29 y.,Urban regions,Not born in Germany,0.13107,1199,3801,0.12034,0.14180
2019,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.90678,1236,1676,0.89285,0.92070
2019,17-29 y.,Rural regions,Not born in Germany,0.09322,440,1676,0.07930,0.10715
2019,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.73362,2867,5257,0.72167,0.74557
2019,30-45 y.,Urban regions,Not born in Germany,0.26638,2390,5257,0.25443,0.27833
2019,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.84291,1685,2550,0.82878,0.85703
2019,30-45 y.,Rural regions,Not born in Germany,0.15709,865,2550,0.14297,0.17122
2019,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.80179,5424,6991,0.79244,0.81113
2019,46-65 y.,Urban regions,Not born in Germany,0.19821,1567,6991,0.18887,0.20756
2019,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.89037,3301,3872,0.88053,0.90021
2019,46-65 y.,Rural regions,Not born in Germany,0.10963,571,3872,0.09979,0.11947
2019,66 and older,Urban regions,Born in Germany or immigrated <1950,0.87480,2898,3244,0.86341,0.88619
2019,66 and older,Urban regions,Not born in Germany,0.12520,346,3244,0.11381,0.13659
2019,66 and older,Rural regions,Born in Germany or immigrated <1950,0.94568,1757,1881,0.93543,0.95592
2019,66 and older,Rural regions,Not born in Germany,0.05432,124,1881,0.04408,0.06457
2020,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.88554,2513,4369,0.87610,0.89499
2020,17-29 y.,Urban regions,Not born in Germany,0.11446,1856,4369,0.10501,0.12390
2020,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.92368,1160,1696,0.91104,0.93632
2020,17-29 y.,Rural regions,Not born in Germany,0.07632,536,1696,0.06368,0.08896
2020,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.74802,2717,5962,0.73700,0.75904
2020,30-45 y.,Urban regions,Not born in Germany,0.25198,3245,5962,0.24096,0.26300
2020,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.84066,1518,2538,0.82642,0.85491
2020,30-45 y.,Rural regions,Not born in Germany,0.15934,1020,2538,0.14509,0.17358
2020,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.82079,5111,6875,0.81172,0.82986
2020,46-65 y.,Urban regions,Not born in Germany,0.17921,1764,6875,0.17014,0.18828
2020,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.90433,3068,3647,0.89478,0.91388
2020,46-65 y.,Rural regions,Not born in Germany,0.09567,579,3647,0.08612,0.10522
2020,66 and older,Urban regions,Born in Germany or immigrated <1950,0.89151,2771,3116,0.88058,0.90243
2020,66 and older,Urban regions,Not born in Germany,0.10849,345,3116,0.09757,0.11942
2020,66 and older,Rural regions,Born in Germany or immigrated <1950,0.93527,1673,1809,0.92392,0.94661
2020,66 and older,Rural regions,Not born in Germany,0.06473,136,1809,0.05339,0.07608
2021,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.86537,1679,2640,0.85235,0.87839
2021,17-29 y.,Urban regions,Not born in Germany,0.13463,961,2640,0.12161,0.14765
2021,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.92009,769,1006,0.90332,0.93685
2021,17-29 y.,Rural regions,Not born in Germany,0.07991,237,1006,0.06315,0.09668
2021,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.76042,1885,3777,0.74681,0.77404
2021,30-45 y.,Urban regions,Not born in Germany,0.23958,1892,3777,0.22596,0.25319
2021,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.82483,1044,1578,0.80607,0.84359
2021,30-45 y.,Rural regions,Not born in Germany,0.17517,534,1578,0.15641,0.19393
2021,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.80583,3659,4863,0.79471,0.81695
2021,46-65 y.,Urban regions,Not born in Germany,0.19417,1204,4863,0.18305,0.20529
2021,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.89800,2137,2470,0.88606,0.90994
2021,46-65 y.,Rural regions,Not born in Germany,0.10200,333,2470,0.09006,0.11394
2021,66 and older,Urban regions,Born in Germany or immigrated <1950,0.88923,2026,2263,0.87630,0.90217
2021,66 and older,Urban regions,Not born in Germany,0.11077,237,2263,0.09783,0.12370
2021,66 and older,Rural regions,Born in Germany or immigrated <1950,0.93101,1231,1333,0.91740,0.94462
2021,66 and older,Rural regions,Not born in Germany,0.06899,102,1333,0.05538,0.08260
