year,age_gr,sampreg,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,66 and older,West,Born in Germany or immigrated <1950,0.88951,2748,3046,0.87837,0.90064
2009,66 and older,West,Not born in Germany,0.11049,298,3046,0.09936,0.12163
2009,66 and older,East,Born in Germany or immigrated <1950,0.96923,1079,1116,0.95909,0.97936
2009,66 and older,East,Not born in Germany,0.03077,37,1116,0.02064,0.04091
2010,17-29 y.,West,Born in Germany or immigrated <1950,0.87664,2833,3304,0.86542,0.88785
2010,17-29 y.,West,Not born in Germany,0.12336,471,3304,0.11215,0.13458
2010,17-29 y.,East,Born in Germany or immigrated <1950,0.98653,952,952,0.97920,0.99385
2010,30-45 y.,West,Born in Germany or immigrated <1950,0.80065,5868,7276,0.79147,0.80983
2010,30-45 y.,West,Not born in Germany,0.19935,1408,7276,0.19017,0.20853
2010,30-45 y.,East,Born in Germany or immigrated <1950,0.97404,1750,1795,0.96668,0.98140
2010,30-45 y.,East,Not born in Germany,0.02596,45,1795,0.01860,0.03332
2010,46-65 y.,West,Born in Germany or immigrated <1950,0.82291,4596,5266,0.81260,0.83322
2010,46-65 y.,West,Not born in Germany,0.17709,670,5266,0.16678,0.18740
2010,46-65 y.,East,Born in Germany or immigrated <1950,0.98211,1661,1661,0.97573,0.98849
2010,66 and older,West,Born in Germany or immigrated <1950,0.88283,2683,2965,0.87125,0.89441
2010,66 and older,West,Not born in Germany,0.11717,282,2965,0.10559,0.12875
2010,66 and older,East,Born in Germany or immigrated <1950,0.97104,1025,1059,0.96093,0.98114
2010,66 and older,East,Not born in Germany,0.02896,34,1059,0.01886,0.03907
2011,17-29 y.,West,Born in Germany or immigrated <1950,0.87492,3250,3694,0.86425,0.88559
2011,17-29 y.,West,Not born in Germany,0.12508,444,3694,0.11441,0.13575
2011,17-29 y.,East,Born in Germany or immigrated <1950,0.99099,990,990,0.98510,0.99688
2011,30-45 y.,West,Born in Germany or immigrated <1950,0.81109,6495,7924,0.80247,0.81971
2011,30-45 y.,West,Not born in Germany,0.18891,1429,7924,0.18029,0.19753
2011,30-45 y.,East,Born in Germany or immigrated <1950,0.97281,1942,2007,0.96570,0.97993
2011,30-45 y.,East,Not born in Germany,0.02719,65,2007,0.02007,0.03430
2011,46-65 y.,West,Born in Germany or immigrated <1950,0.82988,6110,7028,0.82109,0.83866
2011,46-65 y.,West,Not born in Germany,0.17012,918,7028,0.16134,0.17891
2011,46-65 y.,East,Born in Germany or immigrated <1950,0.98260,2066,2098,0.97700,0.98820
2011,46-65 y.,East,Not born in Germany,0.01740,32,2098,0.01180,0.02300
2011,66 and older,West,Born in Germany or immigrated <1950,0.88539,3498,3870,0.87535,0.89542
2011,66 and older,West,Not born in Germany,0.11461,372,3870,0.10458,0.12465
2011,66 and older,East,Born in Germany or immigrated <1950,0.96724,1224,1272,0.95745,0.97702
2011,66 and older,East,Not born in Germany,0.03276,48,1272,0.02298,0.04255
2012,17-29 y.,West,Born in Germany or immigrated <1950,0.86921,3223,3607,0.85820,0.88021
2012,17-29 y.,West,Not born in Germany,0.13079,384,3607,0.11979,0.14180
2012,17-29 y.,East,Born in Germany or immigrated <1950,0.98265,882,882,0.97403,0.99127
2012,30-45 y.,West,Born in Germany or immigrated <1950,0.79282,5861,7203,0.78346,0.80218
2012,30-45 y.,West,Not born in Germany,0.20718,1342,7203,0.19782,0.21654
2012,30-45 y.,East,Born in Germany or immigrated <1950,0.97241,1816,1872,0.96499,0.97984
2012,30-45 y.,East,Not born in Germany,0.02759,56,1872,0.02016,0.03501
2012,46-65 y.,West,Born in Germany or immigrated <1950,0.83089,6296,7190,0.82223,0.83956
2012,46-65 y.,West,Not born in Germany,0.16911,894,7190,0.16044,0.17777
2012,46-65 y.,East,Born in Germany or immigrated <1950,0.98110,2148,2185,0.97539,0.98681
2012,46-65 y.,East,Not born in Germany,0.01890,37,2185,0.01319,0.02461
2012,66 and older,West,Born in Germany or immigrated <1950,0.87787,3555,3922,0.86762,0.88812
2012,66 and older,West,Not born in Germany,0.12213,367,3922,0.11188,0.13238
2012,66 and older,East,Born in Germany or immigrated <1950,0.96432,1233,1282,0.95416,0.97448
2012,66 and older,East,Not born in Germany,0.03568,49,1282,0.02552,0.04584
2013,17-29 y.,West,Born in Germany or immigrated <1950,0.85533,3669,4694,0.84526,0.86539
2013,17-29 y.,West,Not born in Germany,0.14467,1025,4694,0.13461,0.15474
2013,17-29 y.,East,Born in Germany or immigrated <1950,0.96213,805,892,0.94960,0.97466
2013,17-29 y.,East,Not born in Germany,0.03787,87,892,0.02534,0.05040
2013,30-45 y.,West,Born in Germany or immigrated <1950,0.76094,5629,8479,0.75186,0.77002
2013,30-45 y.,West,Not born in Germany,0.23906,2850,8479,0.22998,0.24814
2013,30-45 y.,East,Born in Germany or immigrated <1950,0.94363,1698,1884,0.93321,0.95404
2013,30-45 y.,East,Not born in Germany,0.05637,186,1884,0.04596,0.06679
2013,46-65 y.,West,Born in Germany or immigrated <1950,0.83889,6211,7995,0.83083,0.84695
2013,46-65 y.,West,Not born in Germany,0.16111,1784,7995,0.15305,0.16917
2013,46-65 y.,East,Born in Germany or immigrated <1950,0.96855,2065,2195,0.96125,0.97586
2013,46-65 y.,East,Not born in Germany,0.03145,130,2195,0.02414,0.03875
2013,66 and older,West,Born in Germany or immigrated <1950,0.89884,3403,3813,0.88927,0.90841
2013,66 and older,West,Not born in Germany,0.10116,410,3813,0.09159,0.11073
2013,66 and older,East,Born in Germany or immigrated <1950,0.97310,1186,1232,0.96407,0.98214
2013,66 and older,East,Not born in Germany,0.02690,46,1232,0.01786,0.03593
2014,17-29 y.,West,Born in Germany or immigrated <1950,0.86170,3296,4075,0.85110,0.87230
2014,17-29 y.,West,Not born in Germany,0.13830,779,4075,0.12770,0.14890
2014,17-29 y.,East,Born in Germany or immigrated <1950,0.95829,733,796,0.94439,0.97219
2014,17-29 y.,East,Not born in Germany,0.04171,63,796,0.02781,0.05561
2014,30-45 y.,West,Born in Germany or immigrated <1950,0.75078,4645,6893,0.74057,0.76100
2014,30-45 y.,West,Not born in Germany,0.24922,2248,6893,0.23900,0.25943
2014,30-45 y.,East,Born in Germany or immigrated <1950,0.93791,1487,1626,0.92618,0.94964
2014,30-45 y.,East,Not born in Germany,0.06209,139,1626,0.05036,0.07382
2014,46-65 y.,West,Born in Germany or immigrated <1950,0.83781,5801,7288,0.82935,0.84628
2014,46-65 y.,West,Not born in Germany,0.16219,1487,7288,0.15372,0.17065
2014,46-65 y.,East,Born in Germany or immigrated <1950,0.97298,1915,2025,0.96592,0.98005
2014,46-65 y.,East,Not born in Germany,0.02702,110,2025,0.01995,0.03408
2014,66 and older,West,Born in Germany or immigrated <1950,0.90099,3334,3730,0.89140,0.91057
2014,66 and older,West,Not born in Germany,0.09901,396,3730,0.08943,0.10860
2014,66 and older,East,Born in Germany or immigrated <1950,0.96866,1171,1222,0.95889,0.97843
2014,66 and older,East,Not born in Germany,0.03134,51,1222,0.02157,0.04111
2015,17-29 y.,West,Born in Germany or immigrated <1950,0.85167,3187,4220,0.84094,0.86239
2015,17-29 y.,West,Not born in Germany,0.14833,1033,4220,0.13761,0.15906
2015,17-29 y.,East,Born in Germany or immigrated <1950,0.92911,700,798,0.91129,0.94693
2015,17-29 y.,East,Not born in Germany,0.07089,98,798,0.05307,0.08871
2015,30-45 y.,West,Born in Germany or immigrated <1950,0.74296,4115,6752,0.73253,0.75338
2015,30-45 y.,West,Not born in Germany,0.25704,2637,6752,0.24662,0.26747
2015,30-45 y.,East,Born in Germany or immigrated <1950,0.93045,1351,1535,0.91771,0.94318
2015,30-45 y.,East,Not born in Germany,0.06955,184,1535,0.05682,0.08229
2015,46-65 y.,West,Born in Germany or immigrated <1950,0.83024,5648,7193,0.82156,0.83892
2015,46-65 y.,West,Not born in Germany,0.16976,1545,7193,0.16108,0.17844
2015,46-65 y.,East,Born in Germany or immigrated <1950,0.96845,1831,1944,0.96068,0.97622
2015,46-65 y.,East,Not born in Germany,0.03155,113,1944,0.02378,0.03932
2015,66 and older,West,Born in Germany or immigrated <1950,0.89977,3283,3681,0.89007,0.90948
2015,66 and older,West,Not born in Germany,0.10023,398,3681,0.09052,0.10993
2015,66 and older,East,Born in Germany or immigrated <1950,0.97398,1176,1220,0.96504,0.98292
2015,66 and older,East,Not born in Germany,0.02602,44,1220,0.01708,0.03496
2016,17-29 y.,West,Born in Germany or immigrated <1950,0.85841,2941,4642,0.84838,0.86844
2016,17-29 y.,West,Not born in Germany,0.14159,1701,4642,0.13156,0.15162
2016,17-29 y.,East,Born in Germany or immigrated <1950,0.92127,663,931,0.90396,0.93858
2016,17-29 y.,East,Not born in Germany,0.07873,268,931,0.06142,0.09604
2016,30-45 y.,West,Born in Germany or immigrated <1950,0.74726,3630,6998,0.73708,0.75744
2016,30-45 y.,West,Not born in Germany,0.25274,3368,6998,0.24256,0.26292
2016,30-45 y.,East,Born in Germany or immigrated <1950,0.90919,1198,1629,0.89523,0.92315
2016,30-45 y.,East,Not born in Germany,0.09081,431,1629,0.07685,0.10477
2016,46-65 y.,West,Born in Germany or immigrated <1950,0.81784,5302,7091,0.80886,0.82683
2016,46-65 y.,West,Not born in Germany,0.18216,1789,7091,0.17317,0.19114
2016,46-65 y.,East,Born in Germany or immigrated <1950,0.96854,1769,1944,0.96078,0.97630
2016,46-65 y.,East,Not born in Germany,0.03146,175,1944,0.02370,0.03922
2016,66 and older,West,Born in Germany or immigrated <1950,0.88874,3174,3568,0.87842,0.89906
2016,66 and older,West,Not born in Germany,0.11126,394,3568,0.10094,0.12158
2016,66 and older,East,Born in Germany or immigrated <1950,0.97851,1131,1170,0.97020,0.98682
2016,66 and older,East,Not born in Germany,0.02149,39,1170,0.01318,0.02980
2017,17-29 y.,West,Born in Germany or immigrated <1950,0.87106,3473,5493,0.86220,0.87992
2017,17-29 y.,West,Not born in Germany,0.12894,2020,5493,0.12008,0.13780
2017,17-29 y.,East,Born in Germany or immigrated <1950,0.91467,752,1062,0.89786,0.93148
2017,17-29 y.,East,Not born in Germany,0.08533,310,1062,0.06852,0.10214
2017,30-45 y.,West,Born in Germany or immigrated <1950,0.74023,3852,7384,0.73023,0.75023
2017,30-45 y.,West,Not born in Germany,0.25977,3532,7384,0.24977,0.26977
2017,30-45 y.,East,Born in Germany or immigrated <1950,0.91033,1303,1747,0.89692,0.92373
2017,30-45 y.,East,Not born in Germany,0.08967,444,1747,0.07627,0.10308
2017,46-65 y.,West,Born in Germany or immigrated <1950,0.81386,6321,8330,0.80550,0.82221
2017,46-65 y.,West,Not born in Germany,0.18614,2009,8330,0.17779,0.19450
2017,46-65 y.,East,Born in Germany or immigrated <1950,0.96692,2056,2251,0.95953,0.97431
2017,46-65 y.,East,Not born in Germany,0.03308,195,2251,0.02569,0.04047
2017,66 and older,West,Born in Germany or immigrated <1950,0.88618,3336,3774,0.87605,0.89632
2017,66 and older,West,Not born in Germany,0.11382,438,3774,0.10368,0.12395
2017,66 and older,East,Born in Germany or immigrated <1950,0.98412,1183,1219,0.97710,0.99114
2017,66 and older,East,Not born in Germany,0.01588,36,1219,0.00886,0.02290
2018,17-29 y.,West,Born in Germany or immigrated <1950,0.87446,3395,5139,0.86540,0.88352
2018,17-29 y.,West,Not born in Germany,0.12554,1744,5139,0.11648,0.13460
2018,17-29 y.,East,Born in Germany or immigrated <1950,0.92646,765,1029,0.91051,0.94242
2018,17-29 y.,East,Not born in Germany,0.07354,264,1029,0.05758,0.08949
2018,30-45 y.,West,Born in Germany or immigrated <1950,0.72895,3542,6771,0.71836,0.73954
2018,30-45 y.,West,Not born in Germany,0.27105,3229,6771,0.26046,0.28164
2018,30-45 y.,East,Born in Germany or immigrated <1950,0.89879,1240,1673,0.88433,0.91324
2018,30-45 y.,East,Not born in Germany,0.10121,433,1673,0.08676,0.11567
2018,46-65 y.,West,Born in Germany or immigrated <1950,0.81407,6042,8068,0.80558,0.82256
2018,46-65 y.,West,Not born in Germany,0.18593,2026,8068,0.17744,0.19442
2018,46-65 y.,East,Born in Germany or immigrated <1950,0.97082,2006,2192,0.96377,0.97786
2018,46-65 y.,East,Not born in Germany,0.02918,186,2192,0.02214,0.03623
2018,66 and older,West,Born in Germany or immigrated <1950,0.87538,3324,3777,0.86484,0.88591
2018,66 and older,West,Not born in Germany,0.12462,453,3777,0.11409,0.13516
2018,66 and older,East,Born in Germany or immigrated <1950,0.98674,1211,1211,0.98029,0.99318
2019,17-29 y.,West,Born in Germany or immigrated <1950,0.87213,3232,4670,0.86255,0.88171
2019,17-29 y.,West,Not born in Germany,0.12787,1438,4670,0.11829,0.13745
2019,17-29 y.,East,Born in Germany or immigrated <1950,0.93137,714,918,0.91500,0.94773
2019,17-29 y.,East,Not born in Germany,0.06863,204,918,0.05227,0.08500
2019,30-45 y.,West,Born in Germany or immigrated <1950,0.73954,3455,6360,0.72875,0.75033
2019,30-45 y.,West,Not born in Germany,0.26046,2905,6360,0.24967,0.27125
2019,30-45 y.,East,Born in Germany or immigrated <1950,0.90078,1210,1576,0.88602,0.91555
2019,30-45 y.,East,Not born in Germany,0.09922,366,1576,0.08445,0.11398
2019,46-65 y.,West,Born in Germany or immigrated <1950,0.80435,6723,8684,0.79601,0.81269
2019,46-65 y.,West,Not born in Germany,0.19565,1961,8684,0.18731,0.20399
2019,46-65 y.,East,Born in Germany or immigrated <1950,0.96694,2164,2349,0.95971,0.97417
2019,46-65 y.,East,Not born in Germany,0.03306,185,2349,0.02583,0.04029
2019,66 and older,West,Born in Germany or immigrated <1950,0.87963,3456,3898,0.86941,0.88985
2019,66 and older,West,Not born in Germany,0.12037,442,3898,0.11015,0.13059
2019,66 and older,East,Born in Germany or immigrated <1950,0.98513,1268,1268,0.97847,0.99180
2020,17-29 y.,West,Born in Germany or immigrated <1950,0.88726,3041,5146,0.87862,0.89590
2020,17-29 y.,West,Not born in Germany,0.11274,2105,5146,0.10410,0.12138
2020,17-29 y.,East,Born in Germany or immigrated <1950,0.95019,632,919,0.93612,0.96427
2020,17-29 y.,East,Not born in Germany,0.04981,287,919,0.03573,0.06388
2020,30-45 y.,West,Born in Germany or immigrated <1950,0.74751,3129,6908,0.73727,0.75776
2020,30-45 y.,West,Not born in Germany,0.25249,3779,6908,0.24224,0.26273
2020,30-45 y.,East,Born in Germany or immigrated <1950,0.89972,1106,1592,0.88496,0.91448
2020,30-45 y.,East,Not born in Germany,0.10028,486,1592,0.08552,0.11504
2020,46-65 y.,West,Born in Germany or immigrated <1950,0.82290,6198,8327,0.81470,0.83110
2020,46-65 y.,West,Not born in Germany,0.17710,2129,8327,0.16890,0.18530
2020,46-65 y.,East,Born in Germany or immigrated <1950,0.97036,1981,2195,0.96327,0.97746
2020,46-65 y.,East,Not born in Germany,0.02964,214,2195,0.02254,0.03673
2020,66 and older,West,Born in Germany or immigrated <1950,0.88851,3243,3684,0.87834,0.89867
2020,66 and older,West,Not born in Germany,0.11149,441,3684,0.10133,0.12166
2020,66 and older,East,Born in Germany or immigrated <1950,0.98624,1201,1241,0.97975,0.99272
2020,66 and older,East,Not born in Germany,0.01376,40,1241,0.00728,0.02025
2021,17-29 y.,West,Born in Germany or immigrated <1950,0.87302,2013,3085,0.86127,0.88477
2021,17-29 y.,West,Not born in Germany,0.12698,1072,3085,0.11523,0.13873
2021,17-29 y.,East,Born in Germany or immigrated <1950,0.92441,435,561,0.90251,0.94630
2021,17-29 y.,East,Not born in Germany,0.07559,126,561,0.05370,0.09749
2021,30-45 y.,West,Born in Germany or immigrated <1950,0.75720,2145,4288,0.74436,0.77003
2021,30-45 y.,West,Not born in Germany,0.24280,2143,4288,0.22997,0.25564
2021,30-45 y.,East,Born in Germany or immigrated <1950,0.87973,784,1067,0.86021,0.89926
2021,30-45 y.,East,Not born in Germany,0.12027,283,1067,0.10074,0.13979
2021,46-65 y.,West,Born in Germany or immigrated <1950,0.81105,4431,5843,0.80101,0.82109
2021,46-65 y.,West,Not born in Germany,0.18895,1412,5843,0.17891,0.19899
2021,46-65 y.,East,Born in Germany or immigrated <1950,0.96445,1366,1491,0.95505,0.97386
2021,46-65 y.,East,Not born in Germany,0.03555,125,1491,0.02614,0.04495
2021,66 and older,West,Born in Germany or immigrated <1950,0.88651,2422,2737,0.87463,0.89840
2021,66 and older,West,Not born in Germany,0.11349,315,2737,0.10160,0.12537
2021,66 and older,East,Born in Germany or immigrated <1950,0.98665,835,835,0.97886,0.99444
