year,age_gr,quintil_oecd,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,46-65 y.,3rd Quintile,Blue-collar worker,0.24230,233,755,0.21172,0.27289
1992,46-65 y.,3rd Quintile,White-collar worker,0.24023,181,755,0.20973,0.27072
1992,46-65 y.,3rd Quintile,Not employed: Pensioner,0.22163,134,755,0.19199,0.25128
1992,46-65 y.,3rd Quintile,Not employed: registered unemployed,0.06935,73,755,0.05122,0.08748
1992,46-65 y.,3rd Quintile,Not employed: no further information,0.13522,96,755,0.11081,0.15963
1992,46-65 y.,4th Quintile,Self-employed,0.06750,57,871,0.05083,0.08417
1992,46-65 y.,4th Quintile,Blue-collar worker,0.27246,295,871,0.24288,0.30205
1992,46-65 y.,4th Quintile,White-collar worker,0.27796,226,871,0.24819,0.30773
1992,46-65 y.,4th Quintile,Not employed: Pensioner,0.16374,137,871,0.13915,0.18833
1992,46-65 y.,4th Quintile,Not employed: registered unemployed,0.04508,48,871,0.03129,0.05887
1992,46-65 y.,4th Quintile,Not employed: no further information,0.13546,108,871,0.11272,0.15820
1992,46-65 y.,5th Quintile,Self-employed,0.11998,106,847,0.09808,0.14188
1992,46-65 y.,5th Quintile,Blue-collar worker,0.13004,147,847,0.10737,0.15270
1992,46-65 y.,5th Quintile,Civil servant,0.10524,81,847,0.08456,0.12592
1992,46-65 y.,5th Quintile,White-collar worker,0.41384,345,847,0.38065,0.44703
1992,46-65 y.,5th Quintile,Not employed: Pensioner,0.09958,86,847,0.07940,0.11976
1992,46-65 y.,5th Quintile,Not employed: no further information,0.09895,82,847,0.07883,0.11907
1992,66 and older,1st Quintile,Not employed: Pensioner,0.97968,498,498,0.96727,0.99208
1992,66 and older,2nd Quintile,Not employed: Pensioner,0.97929,289,289,0.96285,0.99574
1992,66 and older,3rd Quintile,Not employed: Pensioner,0.97446,222,222,0.95366,0.99526
1992,66 and older,4th Quintile,Not employed: Pensioner,0.95068,207,207,0.92111,0.98025
1992,66 and older,5th Quintile,Not employed: Pensioner,0.92288,175,175,0.88325,0.96252
1993,17-29 y.,1st Quintile,Blue-collar worker,0.18989,147,695,0.16071,0.21907
1993,17-29 y.,1st Quintile,White-collar worker,0.11421,67,695,0.09055,0.13788
1993,17-29 y.,1st Quintile,Apprentice/ Trainee/ Intern,0.36877,258,695,0.33287,0.40466
1993,17-29 y.,1st Quintile,Not employed: registered unemployed,0.14504,110,695,0.11884,0.17124
1993,17-29 y.,1st Quintile,Not employed: no further information,0.12249,113,695,0.09810,0.14689
1993,17-29 y.,2nd Quintile,Blue-collar worker,0.22667,176,719,0.19604,0.25729
1993,17-29 y.,2nd Quintile,White-collar worker,0.19385,126,719,0.16493,0.22277
1993,17-29 y.,2nd Quintile,Apprentice/ Trainee/ Intern,0.33718,265,719,0.30260,0.37176
1993,17-29 y.,2nd Quintile,Not employed: registered unemployed,0.06784,58,719,0.04944,0.08623
1993,17-29 y.,2nd Quintile,Not employed: no further information,0.10478,94,719,0.08238,0.12719
1993,17-29 y.,3rd Quintile,Blue-collar worker,0.23259,201,713,0.20155,0.26362
1993,17-29 y.,3rd Quintile,White-collar worker,0.24214,152,713,0.21067,0.27361
1993,17-29 y.,3rd Quintile,Apprentice/ Trainee/ Intern,0.35255,251,713,0.31745,0.38764
1993,17-29 y.,3rd Quintile,Not employed: registered unemployed,0.05209,40,713,0.03577,0.06842
1993,17-29 y.,3rd Quintile,Not employed: no further information,0.08018,69,713,0.06023,0.10013
1993,17-29 y.,4th Quintile,Blue-collar worker,0.22787,198,618,0.19477,0.26097
1993,17-29 y.,4th Quintile,White-collar worker,0.31184,204,618,0.27529,0.34839
1993,17-29 y.,4th Quintile,Apprentice/ Trainee/ Intern,0.28793,176,618,0.25220,0.32366
1993,17-29 y.,4th Quintile,Not employed: no further information,0.04574,40,618,0.02925,0.06222
1993,17-29 y.,5th Quintile,Blue-collar worker,0.23557,137,461,0.19679,0.27435
1993,17-29 y.,5th Quintile,White-collar worker,0.35371,198,461,0.31002,0.39740
1993,17-29 y.,5th Quintile,Apprentice/ Trainee/ Intern,0.25279,126,461,0.21308,0.29251
1993,30-45 y.,1st Quintile,Self-employed,0.04651,36,707,0.03098,0.06204
1993,30-45 y.,1st Quintile,Blue-collar worker,0.34740,288,707,0.31228,0.38252
1993,30-45 y.,1st Quintile,White-collar worker,0.17902,121,707,0.15074,0.20730
1993,30-45 y.,1st Quintile,Not employed: registered unemployed,0.18448,133,707,0.15587,0.21309
1993,30-45 y.,1st Quintile,Not employed: no further information,0.19073,129,707,0.16175,0.21971
1993,30-45 y.,2nd Quintile,Self-employed,0.03133,31,946,0.02022,0.04244
1993,30-45 y.,2nd Quintile,Blue-collar worker,0.38881,415,946,0.35773,0.41989
1993,30-45 y.,2nd Quintile,White-collar worker,0.30787,301,946,0.27844,0.33731
1993,30-45 y.,2nd Quintile,Not employed: registered unemployed,0.06517,71,946,0.04943,0.08091
1993,30-45 y.,2nd Quintile,Not employed: no further information,0.15730,128,946,0.13409,0.18051
1993,30-45 y.,3rd Quintile,Self-employed,0.06042,47,904,0.04488,0.07596
1993,30-45 y.,3rd Quintile,Blue-collar worker,0.29402,314,904,0.26430,0.32373
1993,30-45 y.,3rd Quintile,Civil servant,0.04581,41,904,0.03217,0.05945
1993,30-45 y.,3rd Quintile,White-collar worker,0.40158,354,904,0.36961,0.43356
1993,30-45 y.,3rd Quintile,Not employed: registered unemployed,0.04675,58,904,0.03298,0.06051
1993,30-45 y.,3rd Quintile,Not employed: no further information,0.13241,90,904,0.11030,0.15452
1993,30-45 y.,4th Quintile,Self-employed,0.10084,72,751,0.07929,0.12239
1993,30-45 y.,4th Quintile,Blue-collar worker,0.23104,226,751,0.20087,0.26120
1993,30-45 y.,4th Quintile,Civil servant,0.09118,53,751,0.07058,0.11178
1993,30-45 y.,4th Quintile,White-collar worker,0.44125,324,751,0.40571,0.47679
1993,30-45 y.,4th Quintile,Not employed: no further information,0.09611,76,751,0.07502,0.11721
1993,30-45 y.,5th Quintile,Self-employed,0.15223,115,729,0.12614,0.17833
1993,30-45 y.,5th Quintile,Blue-collar worker,0.11690,100,729,0.09356,0.14024
1993,30-45 y.,5th Quintile,Civil servant,0.12681,77,729,0.10264,0.15099
1993,30-45 y.,5th Quintile,White-collar worker,0.52238,388,729,0.48610,0.55867
1993,30-45 y.,5th Quintile,Not employed: no further information,0.06532,49,729,0.04737,0.08327
1993,46-65 y.,1st Quintile,Blue-collar worker,0.13089,110,664,0.10522,0.15656
1993,46-65 y.,1st Quintile,Not employed: Pensioner,0.47334,314,664,0.43533,0.51135
1993,46-65 y.,1st Quintile,Not employed: registered unemployed,0.16941,125,664,0.14086,0.19796
1993,46-65 y.,1st Quintile,Not employed: no further information,0.15028,115,664,0.12308,0.17748
1993,46-65 y.,2nd Quintile,Blue-collar worker,0.24782,211,682,0.21539,0.28024
1993,46-65 y.,2nd Quintile,White-collar worker,0.13660,91,682,0.11080,0.16239
1993,46-65 y.,2nd Quintile,Not employed: Pensioner,0.30336,196,682,0.26883,0.33789
1993,46-65 y.,2nd Quintile,Not employed: registered unemployed,0.10702,89,682,0.08380,0.13024
1993,46-65 y.,2nd Quintile,Not employed: no further information,0.16046,95,682,0.13289,0.18802
1993,46-65 y.,3rd Quintile,Blue-collar worker,0.30391,257,685,0.26944,0.33838
1993,46-65 y.,3rd Quintile,White-collar worker,0.20136,155,685,0.17131,0.23142
1993,46-65 y.,3rd Quintile,Not employed: Pensioner,0.22114,132,685,0.19004,0.25224
1993,46-65 y.,3rd Quintile,Not employed: registered unemployed,0.06694,52,685,0.04821,0.08567
1993,46-65 y.,3rd Quintile,Not employed: no further information,0.14324,89,685,0.11699,0.16949
1993,46-65 y.,4th Quintile,Self-employed,0.04997,50,898,0.03571,0.06423
1993,46-65 y.,4th Quintile,Blue-collar worker,0.26841,278,898,0.23941,0.29741
1993,46-65 y.,4th Quintile,Civil servant,0.03923,31,898,0.02653,0.05194
1993,46-65 y.,4th Quintile,White-collar worker,0.30461,258,898,0.27449,0.33473
1993,46-65 y.,4th Quintile,Not employed: Pensioner,0.15641,128,898,0.13264,0.18018
1993,46-65 y.,4th Quintile,Not employed: registered unemployed,0.06301,57,898,0.04711,0.07891
1993,46-65 y.,4th Quintile,Not employed: no further information,0.11315,96,898,0.09242,0.13389
1993,46-65 y.,5th Quintile,Self-employed,0.12640,114,894,0.10460,0.14819
1993,46-65 y.,5th Quintile,Blue-collar worker,0.12549,147,894,0.10377,0.14722
1993,46-65 y.,5th Quintile,Civil servant,0.11857,90,894,0.09736,0.13977
1993,46-65 y.,5th Quintile,White-collar worker,0.39904,334,894,0.36692,0.43116
1993,46-65 y.,5th Quintile,Not employed: Pensioner,0.10255,89,894,0.08266,0.12245
1993,46-65 y.,5th Quintile,Not employed: registered unemployed,0.03418,41,894,0.02227,0.04610
1993,46-65 y.,5th Quintile,Not employed: no further information,0.08899,79,894,0.07031,0.10766
1993,66 and older,1st Quintile,Not employed: Pensioner,0.98231,423,423,0.96974,0.99489
1993,66 and older,2nd Quintile,Not employed: Pensioner,0.98356,367,367,0.97053,0.99659
1993,66 and older,3rd Quintile,Not employed: Pensioner,0.97090,257,257,0.95031,0.99149
1993,66 and older,4th Quintile,Not employed: Pensioner,0.94258,206,206,0.91073,0.97442
1993,66 and older,5th Quintile,Not employed: Pensioner,0.93127,164,164,0.89243,0.97011
1994,17-29 y.,1st Quintile,Blue-collar worker,0.14997,116,665,0.12281,0.17712
1994,17-29 y.,1st Quintile,White-collar worker,0.11929,69,665,0.09464,0.14395
1994,17-29 y.,1st Quintile,Apprentice/ Trainee/ Intern,0.36699,243,665,0.33033,0.40366
1994,17-29 y.,1st Quintile,Not employed: registered unemployed,0.16974,110,665,0.14119,0.19830
1994,17-29 y.,1st Quintile,Not employed: no further information,0.15212,127,665,0.12481,0.17944
1994,17-29 y.,2nd Quintile,Blue-collar worker,0.23189,177,666,0.19981,0.26396
1994,17-29 y.,2nd Quintile,White-collar worker,0.14765,97,666,0.12069,0.17461
1994,17-29 y.,2nd Quintile,Apprentice/ Trainee/ Intern,0.35550,239,666,0.31911,0.39188
1994,17-29 y.,2nd Quintile,Not employed: registered unemployed,0.08620,63,666,0.06487,0.10753
1994,17-29 y.,2nd Quintile,Not employed: no further information,0.09877,90,666,0.07609,0.12144
1994,17-29 y.,3rd Quintile,Blue-collar worker,0.23226,178,659,0.19999,0.26452
1994,17-29 y.,3rd Quintile,White-collar worker,0.23334,147,659,0.20103,0.26566
1994,17-29 y.,3rd Quintile,Apprentice/ Trainee/ Intern,0.30796,227,659,0.27269,0.34324
1994,17-29 y.,3rd Quintile,Not employed: registered unemployed,0.06864,49,659,0.04932,0.08796
1994,17-29 y.,3rd Quintile,Not employed: no further information,0.08121,58,659,0.06034,0.10209
1994,17-29 y.,4th Quintile,Blue-collar worker,0.22128,190,699,0.19048,0.25207
1994,17-29 y.,4th Quintile,Civil servant,0.05088,33,699,0.03458,0.06718
1994,17-29 y.,4th Quintile,White-collar worker,0.30667,205,699,0.27246,0.34088
1994,17-29 y.,4th Quintile,Apprentice/ Trainee/ Intern,0.28268,188,699,0.24927,0.31609
1994,17-29 y.,4th Quintile,Not employed: registered unemployed,0.05083,38,699,0.03454,0.06713
1994,17-29 y.,4th Quintile,Not employed: no further information,0.05469,45,699,0.03782,0.07156
1994,17-29 y.,5th Quintile,Blue-collar worker,0.20555,109,411,0.16644,0.24467
1994,17-29 y.,5th Quintile,White-collar worker,0.38476,198,411,0.33767,0.43186
1994,17-29 y.,5th Quintile,Apprentice/ Trainee/ Intern,0.22859,104,411,0.18794,0.26924
1994,30-45 y.,1st Quintile,Self-employed,0.05088,34,690,0.03447,0.06729
1994,30-45 y.,1st Quintile,Blue-collar worker,0.33903,266,690,0.30369,0.37438
1994,30-45 y.,1st Quintile,White-collar worker,0.14411,93,690,0.11789,0.17034
1994,30-45 y.,1st Quintile,Not employed: registered unemployed,0.19941,156,690,0.16957,0.22924
1994,30-45 y.,1st Quintile,Not employed: no further information,0.21978,141,690,0.18886,0.25070
1994,30-45 y.,2nd Quintile,Self-employed,0.04384,38,901,0.03047,0.05722
1994,30-45 y.,2nd Quintile,Blue-collar worker,0.34160,366,901,0.31062,0.37259
1994,30-45 y.,2nd Quintile,White-collar worker,0.30114,273,901,0.27117,0.33111
1994,30-45 y.,2nd Quintile,Not employed: registered unemployed,0.08294,87,901,0.06492,0.10095
1994,30-45 y.,2nd Quintile,Not employed: no further information,0.17372,137,901,0.14897,0.19848
1994,30-45 y.,3rd Quintile,Self-employed,0.06010,53,916,0.04470,0.07550
1994,30-45 y.,3rd Quintile,Blue-collar worker,0.32144,316,916,0.29118,0.35170
1994,30-45 y.,3rd Quintile,Civil servant,0.05383,44,916,0.03921,0.06845
1994,30-45 y.,3rd Quintile,White-collar worker,0.39758,376,916,0.36587,0.42929
1994,30-45 y.,3rd Quintile,Not employed: registered unemployed,0.03591,46,916,0.02385,0.04797
1994,30-45 y.,3rd Quintile,Not employed: no further information,0.10421,81,916,0.08441,0.12401
1994,30-45 y.,4th Quintile,Self-employed,0.08189,66,729,0.06197,0.10181
1994,30-45 y.,4th Quintile,Blue-collar worker,0.22277,196,729,0.19255,0.25300
1994,30-45 y.,4th Quintile,Civil servant,0.08813,54,729,0.06754,0.10872
1994,30-45 y.,4th Quintile,White-collar worker,0.47549,348,729,0.43921,0.51176
1994,30-45 y.,4th Quintile,Not employed: no further information,0.09126,65,729,0.07034,0.11217
1994,30-45 y.,5th Quintile,Self-employed,0.16684,131,732,0.13981,0.19387
1994,30-45 y.,5th Quintile,Blue-collar worker,0.10619,89,732,0.08385,0.12852
1994,30-45 y.,5th Quintile,Civil servant,0.11927,75,732,0.09578,0.14277
1994,30-45 y.,5th Quintile,White-collar worker,0.50912,394,732,0.47288,0.54536
1994,30-45 y.,5th Quintile,Not employed: no further information,0.05448,43,732,0.03803,0.07094
1994,46-65 y.,1st Quintile,Blue-collar worker,0.14437,122,684,0.11801,0.17073
1994,46-65 y.,1st Quintile,White-collar worker,0.05475,36,684,0.03769,0.07181
1994,46-65 y.,1st Quintile,Not employed: Pensioner,0.41169,276,684,0.37478,0.44860
1994,46-65 y.,1st Quintile,Not employed: registered unemployed,0.18186,127,684,0.15293,0.21079
1994,46-65 y.,1st Quintile,Not employed: no further information,0.17864,123,684,0.14991,0.20737
1994,46-65 y.,2nd Quintile,Blue-collar worker,0.23257,192,641,0.19984,0.26530
1994,46-65 y.,2nd Quintile,White-collar worker,0.14697,86,641,0.11954,0.17441
1994,46-65 y.,2nd Quintile,Not employed: Pensioner,0.31571,191,641,0.27969,0.35172
1994,46-65 y.,2nd Quintile,Not employed: registered unemployed,0.10022,79,641,0.07696,0.12349
1994,46-65 y.,2nd Quintile,Not employed: no further information,0.15934,93,641,0.13098,0.18770
1994,46-65 y.,3rd Quintile,Self-employed,0.04564,35,747,0.03067,0.06062
1994,46-65 y.,3rd Quintile,Blue-collar worker,0.27038,244,747,0.23851,0.30226
1994,46-65 y.,3rd Quintile,White-collar worker,0.18788,157,747,0.15985,0.21591
1994,46-65 y.,3rd Quintile,Not employed: Pensioner,0.21999,133,747,0.19026,0.24971
1994,46-65 y.,3rd Quintile,Not employed: registered unemployed,0.10536,84,747,0.08333,0.12739
1994,46-65 y.,3rd Quintile,Not employed: no further information,0.13456,94,747,0.11008,0.15905
1994,46-65 y.,4th Quintile,Self-employed,0.04961,35,808,0.03463,0.06460
1994,46-65 y.,4th Quintile,Blue-collar worker,0.23329,239,808,0.20411,0.26247
1994,46-65 y.,4th Quintile,White-collar worker,0.33947,265,808,0.30680,0.37214
1994,46-65 y.,4th Quintile,Not employed: Pensioner,0.17486,133,808,0.14865,0.20107
1994,46-65 y.,4th Quintile,Not employed: registered unemployed,0.05986,56,808,0.04350,0.07623
1994,46-65 y.,4th Quintile,Not employed: no further information,0.10578,80,808,0.08456,0.12700
1994,46-65 y.,5th Quintile,Self-employed,0.10521,101,911,0.08527,0.12514
1994,46-65 y.,5th Quintile,Blue-collar worker,0.10787,132,911,0.08772,0.12803
1994,46-65 y.,5th Quintile,Civil servant,0.12300,91,911,0.10166,0.14434
1994,46-65 y.,5th Quintile,White-collar worker,0.41588,363,911,0.38386,0.44791
1994,46-65 y.,5th Quintile,Not employed: Pensioner,0.09203,83,911,0.07325,0.11081
1994,46-65 y.,5th Quintile,Not employed: registered unemployed,0.05453,61,911,0.03978,0.06928
1994,46-65 y.,5th Quintile,Not employed: no further information,0.09709,80,911,0.07785,0.11633
1994,66 and older,1st Quintile,Not employed: Pensioner,0.97735,388,388,0.96252,0.99217
1994,66 and older,2nd Quintile,Not employed: Pensioner,0.98312,380,380,0.97015,0.99609
1994,66 and older,3rd Quintile,Not employed: Pensioner,0.97927,272,272,0.96231,0.99624
1994,66 and older,4th Quintile,Not employed: Pensioner,0.94283,207,207,0.91113,0.97453
1994,66 and older,5th Quintile,Not employed: Pensioner,0.92844,188,188,0.89149,0.96538
1995,17-29 y.,1st Quintile,Blue-collar worker,0.16990,148,735,0.14273,0.19707
1995,17-29 y.,1st Quintile,White-collar worker,0.12171,75,735,0.09806,0.14537
1995,17-29 y.,1st Quintile,Apprentice/ Trainee/ Intern,0.36726,271,735,0.33238,0.40213
1995,17-29 y.,1st Quintile,Not employed: registered unemployed,0.12686,98,735,0.10278,0.15094
1995,17-29 y.,1st Quintile,Not employed: no further information,0.16104,143,735,0.13445,0.18763
1995,17-29 y.,2nd Quintile,Blue-collar worker,0.23367,176,689,0.20205,0.26529
1995,17-29 y.,2nd Quintile,White-collar worker,0.15143,106,689,0.12464,0.17822
1995,17-29 y.,2nd Quintile,Apprentice/ Trainee/ Intern,0.36345,253,689,0.32751,0.39939
1995,17-29 y.,2nd Quintile,Not employed: registered unemployed,0.09654,57,689,0.07447,0.11861
1995,17-29 y.,2nd Quintile,Not employed: no further information,0.09901,97,689,0.07669,0.12133
1995,17-29 y.,3rd Quintile,Blue-collar worker,0.25008,176,648,0.21671,0.28345
1995,17-29 y.,3rd Quintile,White-collar worker,0.26586,159,648,0.23182,0.29990
1995,17-29 y.,3rd Quintile,Apprentice/ Trainee/ Intern,0.31460,233,648,0.27882,0.35038
1995,17-29 y.,3rd Quintile,Not employed: registered unemployed,0.04761,33,648,0.03120,0.06402
1995,17-29 y.,3rd Quintile,Not employed: no further information,0.06182,47,648,0.04326,0.08038
1995,17-29 y.,4th Quintile,Blue-collar worker,0.22226,181,606,0.18913,0.25539
1995,17-29 y.,4th Quintile,White-collar worker,0.29178,201,606,0.25556,0.32800
1995,17-29 y.,4th Quintile,Apprentice/ Trainee/ Intern,0.31131,190,606,0.27441,0.34821
1995,17-29 y.,4th Quintile,Not employed: registered unemployed,0.04212,34,606,0.02612,0.05813
1995,17-29 y.,5th Quintile,Blue-collar worker,0.15003,81,406,0.11525,0.18481
1995,17-29 y.,5th Quintile,White-collar worker,0.37249,187,406,0.32540,0.41957
1995,17-29 y.,5th Quintile,Apprentice/ Trainee/ Intern,0.29947,138,406,0.25486,0.34408
1995,30-45 y.,1st Quintile,Self-employed,0.05934,38,802,0.04298,0.07570
1995,30-45 y.,1st Quintile,Blue-collar worker,0.32537,312,802,0.29293,0.35782
1995,30-45 y.,1st Quintile,White-collar worker,0.15835,108,802,0.13307,0.18363
1995,30-45 y.,1st Quintile,Not employed: registered unemployed,0.17732,160,802,0.15087,0.20377
1995,30-45 y.,1st Quintile,Not employed: no further information,0.21958,184,802,0.19091,0.24825
1995,30-45 y.,2nd Quintile,Self-employed,0.05278,49,960,0.03863,0.06694
1995,30-45 y.,2nd Quintile,Blue-collar worker,0.33561,393,960,0.30572,0.36549
1995,30-45 y.,2nd Quintile,White-collar worker,0.30021,290,960,0.27120,0.32922
1995,30-45 y.,2nd Quintile,Not employed: registered unemployed,0.07256,84,960,0.05614,0.08898
1995,30-45 y.,2nd Quintile,Not employed: no further information,0.16926,144,960,0.14553,0.19299
1995,30-45 y.,3rd Quintile,Self-employed,0.06335,61,939,0.04776,0.07894
1995,30-45 y.,3rd Quintile,Blue-collar worker,0.32299,344,939,0.29306,0.35291
1995,30-45 y.,3rd Quintile,Civil servant,0.05149,43,939,0.03734,0.06563
1995,30-45 y.,3rd Quintile,White-collar worker,0.38490,357,939,0.35376,0.41603
1995,30-45 y.,3rd Quintile,Not employed: registered unemployed,0.04494,42,939,0.03168,0.05820
1995,30-45 y.,3rd Quintile,Not employed: no further information,0.11482,92,939,0.09442,0.13522
1995,30-45 y.,4th Quintile,Self-employed,0.07823,60,821,0.05985,0.09661
1995,30-45 y.,4th Quintile,Blue-collar worker,0.22999,211,821,0.20118,0.25879
1995,30-45 y.,4th Quintile,Civil servant,0.10009,61,821,0.07955,0.12063
1995,30-45 y.,4th Quintile,White-collar worker,0.46051,388,821,0.42640,0.49463
1995,30-45 y.,4th Quintile,Not employed: registered unemployed,0.04099,37,821,0.02742,0.05456
1995,30-45 y.,4th Quintile,Not employed: no further information,0.07874,64,821,0.06030,0.09717
1995,30-45 y.,5th Quintile,Self-employed,0.13800,117,768,0.11359,0.16241
1995,30-45 y.,5th Quintile,Blue-collar worker,0.10486,103,768,0.08318,0.12655
1995,30-45 y.,5th Quintile,Civil servant,0.13002,77,768,0.10622,0.15382
1995,30-45 y.,5th Quintile,White-collar worker,0.53041,422,768,0.49509,0.56574
1995,30-45 y.,5th Quintile,Not employed: no further information,0.06571,49,768,0.04818,0.08325
1995,46-65 y.,1st Quintile,Blue-collar worker,0.13950,105,624,0.11229,0.16671
1995,46-65 y.,1st Quintile,White-collar worker,0.05607,33,624,0.03800,0.07413
1995,46-65 y.,1st Quintile,Not employed: Pensioner,0.41057,244,624,0.37194,0.44920
1995,46-65 y.,1st Quintile,Not employed: registered unemployed,0.20318,131,624,0.17158,0.23477
1995,46-65 y.,1st Quintile,Not employed: no further information,0.16212,111,624,0.13317,0.19106
1995,46-65 y.,2nd Quintile,Blue-collar worker,0.20450,199,693,0.17445,0.23455
1995,46-65 y.,2nd Quintile,White-collar worker,0.11879,84,693,0.09468,0.14289
1995,46-65 y.,2nd Quintile,Not employed: Pensioner,0.38156,232,693,0.34536,0.41775
1995,46-65 y.,2nd Quintile,Not employed: registered unemployed,0.11791,87,693,0.09388,0.14194
1995,46-65 y.,2nd Quintile,Not employed: no further information,0.12208,91,693,0.09768,0.14647
1995,46-65 y.,3rd Quintile,Blue-collar worker,0.28985,258,708,0.25641,0.32330
1995,46-65 y.,3rd Quintile,White-collar worker,0.19749,157,708,0.16814,0.22683
1995,46-65 y.,3rd Quintile,Not employed: Pensioner,0.22372,139,708,0.19300,0.25444
1995,46-65 y.,3rd Quintile,Not employed: registered unemployed,0.10127,72,708,0.07904,0.12351
1995,46-65 y.,3rd Quintile,Not employed: no further information,0.13272,82,708,0.10772,0.15773
1995,46-65 y.,4th Quintile,Self-employed,0.05170,44,853,0.03684,0.06657
1995,46-65 y.,4th Quintile,Blue-collar worker,0.24705,268,853,0.21809,0.27601
1995,46-65 y.,4th Quintile,White-collar worker,0.34560,283,853,0.31367,0.37753
1995,46-65 y.,4th Quintile,Not employed: Pensioner,0.16185,123,853,0.13712,0.18659
1995,46-65 y.,4th Quintile,Not employed: registered unemployed,0.05481,56,853,0.03953,0.07010
1995,46-65 y.,4th Quintile,Not employed: no further information,0.10162,79,853,0.08133,0.12191
1995,46-65 y.,5th Quintile,Self-employed,0.10127,106,967,0.08224,0.12029
1995,46-65 y.,5th Quintile,Blue-collar worker,0.08955,117,967,0.07154,0.10756
1995,46-65 y.,5th Quintile,Civil servant,0.11932,98,967,0.09888,0.13976
1995,46-65 y.,5th Quintile,White-collar worker,0.43111,400,967,0.39988,0.46234
1995,46-65 y.,5th Quintile,Not employed: Pensioner,0.10693,97,967,0.08744,0.12641
1995,46-65 y.,5th Quintile,Not employed: registered unemployed,0.05807,70,967,0.04332,0.07282
1995,46-65 y.,5th Quintile,Not employed: no further information,0.08917,79,967,0.07119,0.10714
1995,66 and older,1st Quintile,Not employed: Pensioner,0.96544,286,286,0.94423,0.98664
1995,66 and older,2nd Quintile,Not employed: Pensioner,0.97445,400,400,0.95896,0.98993
1995,66 and older,3rd Quintile,Not employed: Pensioner,0.97530,316,316,0.95816,0.99244
1995,66 and older,4th Quintile,Not employed: Pensioner,0.94518,254,254,0.91714,0.97323
1995,66 and older,5th Quintile,Not employed: Pensioner,0.92910,199,199,0.89334,0.96485
1996,17-29 y.,1st Quintile,Blue-collar worker,0.18471,150,732,0.15657,0.21284
1996,17-29 y.,1st Quintile,White-collar worker,0.10416,69,732,0.08202,0.12631
1996,17-29 y.,1st Quintile,Apprentice/ Trainee/ Intern,0.36154,274,732,0.32671,0.39637
1996,17-29 y.,1st Quintile,Not employed: registered unemployed,0.13019,100,732,0.10579,0.15458
1996,17-29 y.,1st Quintile,Not employed: no further information,0.16821,139,732,0.14109,0.19533
1996,17-29 y.,2nd Quintile,Blue-collar worker,0.20522,154,658,0.17434,0.23610
1996,17-29 y.,2nd Quintile,White-collar worker,0.19573,117,658,0.16539,0.22607
1996,17-29 y.,2nd Quintile,Apprentice/ Trainee/ Intern,0.34055,235,658,0.30432,0.37679
1996,17-29 y.,2nd Quintile,Not employed: registered unemployed,0.07878,55,658,0.05818,0.09938
1996,17-29 y.,2nd Quintile,Not employed: no further information,0.12656,97,658,0.10114,0.15199
1996,17-29 y.,3rd Quintile,Blue-collar worker,0.23535,153,557,0.20008,0.27061
1996,17-29 y.,3rd Quintile,White-collar worker,0.20782,118,557,0.17409,0.24154
1996,17-29 y.,3rd Quintile,Apprentice/ Trainee/ Intern,0.34294,198,557,0.30348,0.38240
1996,17-29 y.,3rd Quintile,Not employed: registered unemployed,0.06762,41,557,0.04675,0.08849
1996,17-29 y.,3rd Quintile,Not employed: no further information,0.06725,47,557,0.04643,0.08807
1996,17-29 y.,4th Quintile,Blue-collar worker,0.25884,166,590,0.22346,0.29421
1996,17-29 y.,4th Quintile,White-collar worker,0.32811,224,590,0.29019,0.36603
1996,17-29 y.,4th Quintile,Apprentice/ Trainee/ Intern,0.25503,166,590,0.21983,0.29023
1996,17-29 y.,4th Quintile,Not employed: registered unemployed,0.04165,34,590,0.02551,0.05778
1996,17-29 y.,5th Quintile,Blue-collar worker,0.13276,63,361,0.09771,0.16781
1996,17-29 y.,5th Quintile,White-collar worker,0.33355,153,361,0.28484,0.38225
1996,17-29 y.,5th Quintile,Apprentice/ Trainee/ Intern,0.33504,145,361,0.28629,0.38380
1996,30-45 y.,1st Quintile,Self-employed,0.04270,33,777,0.02848,0.05693
1996,30-45 y.,1st Quintile,Blue-collar worker,0.32478,305,777,0.29183,0.35773
1996,30-45 y.,1st Quintile,White-collar worker,0.17398,116,777,0.14731,0.20065
1996,30-45 y.,1st Quintile,Not employed: registered unemployed,0.17089,133,777,0.14440,0.19737
1996,30-45 y.,1st Quintile,Not employed: no further information,0.20423,190,777,0.17587,0.23260
1996,30-45 y.,2nd Quintile,Self-employed,0.04268,51,964,0.02991,0.05545
1996,30-45 y.,2nd Quintile,Blue-collar worker,0.36863,410,964,0.33816,0.39910
1996,30-45 y.,2nd Quintile,White-collar worker,0.31140,280,964,0.28215,0.34064
1996,30-45 y.,2nd Quintile,Not employed: registered unemployed,0.07338,91,964,0.05691,0.08985
1996,30-45 y.,2nd Quintile,Not employed: no further information,0.15442,132,964,0.13160,0.17724
1996,30-45 y.,3rd Quintile,Self-employed,0.05675,43,912,0.04173,0.07178
1996,30-45 y.,3rd Quintile,Blue-collar worker,0.33078,354,912,0.30023,0.36133
1996,30-45 y.,3rd Quintile,Civil servant,0.06131,52,912,0.04573,0.07688
1996,30-45 y.,3rd Quintile,White-collar worker,0.37968,335,912,0.34817,0.41120
