year,sex,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,male,Not employed: Pensioner,0.21068,2538,9939,0.20267,0.21870
2007,male,Not employed: Military/Community Service,0.00389,52,9939,0.00266,0.00511
2007,male,Not employed: registered unemployed,0.05386,548,9939,0.04942,0.05830
2007,male,Not employed: no further information,0.02336,275,9939,0.02039,0.02633
2007,female,Self-employed,0.03012,474,10870,0.02691,0.03333
2007,female,Blue-collar worker,0.08499,993,10870,0.07975,0.09023
2007,female,Civil servant,0.02162,380,10870,0.01889,0.02436
2007,female,White-collar worker,0.24719,3415,10870,0.23908,0.25530
2007,female,Apprentice/ Trainee/ Intern,0.05288,751,10870,0.04867,0.05708
2007,female,Not employed: Pensioner,0.25803,2846,10870,0.24981,0.26626
2007,female,Not employed: registered unemployed,0.05324,616,10870,0.04902,0.05746
2007,female,Not employed: no further information,0.10431,1395,10870,0.09856,0.11005
2008,male,Self-employed,0.06038,754,9291,0.05554,0.06523
2008,male,Blue-collar worker,0.20021,1983,9291,0.19207,0.20835
2008,male,Civil servant,0.03667,467,9291,0.03285,0.04049
2008,male,White-collar worker,0.20193,2264,9291,0.19376,0.21009
2008,male,Apprentice/ Trainee/ Intern,0.05831,675,9291,0.05354,0.06307
2008,male,Not employed: Pensioner,0.21009,2455,9291,0.20180,0.21837
2008,male,Not employed: registered unemployed,0.04821,463,9291,0.04385,0.05256
2008,male,Not employed: no further information,0.02234,230,9291,0.01934,0.02535
2008,female,Self-employed,0.03148,453,10205,0.02809,0.03487
2008,female,Blue-collar worker,0.09200,967,10205,0.08640,0.09761
2008,female,Civil servant,0.02001,350,10205,0.01730,0.02273
2008,female,White-collar worker,0.25876,3295,10205,0.25027,0.26726
2008,female,Apprentice/ Trainee/ Intern,0.05507,720,10205,0.05064,0.05949
2008,female,Not employed: Pensioner,0.25540,2714,10205,0.24694,0.26386
2008,female,Not employed: registered unemployed,0.04489,499,10205,0.04087,0.04890
2008,female,Not employed: no further information,0.09865,1207,10205,0.09287,0.10444
2009,male,Self-employed,0.06246,708,8708,0.05737,0.06754
2009,male,Blue-collar worker,0.19205,1791,8708,0.18377,0.20032
2009,male,Civil servant,0.03532,429,8708,0.03144,0.03920
2009,male,White-collar worker,0.20379,2090,8708,0.19533,0.21225
2009,male,Apprentice/ Trainee/ Intern,0.06450,661,8708,0.05934,0.06966
2009,male,Not employed: Pensioner,0.20667,2298,8708,0.19817,0.21518
2009,male,Not employed: Military/Community Service,0.00502,51,8708,0.00353,0.00650
2009,male,Not employed: registered unemployed,0.05058,451,8708,0.04598,0.05519
2009,male,Not employed: no further information,0.02373,229,8708,0.02053,0.02693
2009,female,Self-employed,0.03328,433,9488,0.02967,0.03689
2009,female,Blue-collar worker,0.09188,887,9488,0.08606,0.09769
2009,female,Civil servant,0.02323,330,9488,0.02019,0.02626
2009,female,White-collar worker,0.26321,3135,9488,0.25435,0.27207
2009,female,Apprentice/ Trainee/ Intern,0.05295,610,9488,0.04845,0.05746
2009,female,Not employed: Pensioner,0.25532,2596,9488,0.24654,0.26409
2009,female,Not employed: registered unemployed,0.04545,453,9488,0.04126,0.04964
2009,female,Not employed: no further information,0.08914,1044,9488,0.08341,0.09487
2010,male,Self-employed,0.06004,947,11053,0.05562,0.06447
2010,male,Blue-collar worker,0.18292,2385,11053,0.17571,0.19013
2010,male,Civil servant,0.03752,545,11053,0.03397,0.04106
2010,male,White-collar worker,0.21391,3141,11053,0.20627,0.22156
2010,male,Apprentice/ Trainee/ Intern,0.06349,745,11053,0.05894,0.06803
2010,male,Not employed: Pensioner,0.20734,2223,11053,0.19979,0.21490
2010,male,Not employed: Military/Community Service,0.00401,42,11053,0.00283,0.00519
2010,male,Not employed: registered unemployed,0.05426,676,11053,0.05004,0.05849
2010,male,Not employed: no further information,0.02135,349,11053,0.01866,0.02405
2010,female,Self-employed,0.03271,570,13176,0.02967,0.03574
2010,female,Blue-collar worker,0.08348,1052,13176,0.07875,0.08820
2010,female,Civil servant,0.02238,396,13176,0.01986,0.02491
2010,female,White-collar worker,0.27359,4342,13176,0.26598,0.28120
2010,female,Apprentice/ Trainee/ Intern,0.05840,809,13176,0.05440,0.06241
2010,female,Not employed: Pensioner,0.25396,2486,13176,0.24653,0.26140
2010,female,Not employed: registered unemployed,0.04487,1030,13176,0.04134,0.04841
2010,female,Not employed: no further information,0.08565,2491,13176,0.08087,0.09043
2011,male,Self-employed,0.06015,1061,13068,0.05607,0.06423
2011,male,Blue-collar worker,0.17887,2667,13068,0.17230,0.18544
2011,male,Civil servant,0.03686,638,13068,0.03363,0.04009
2011,male,White-collar worker,0.22245,3728,13068,0.21532,0.22959
2011,male,Apprentice/ Trainee/ Intern,0.05632,877,13068,0.05237,0.06027
2011,male,Not employed: Pensioner,0.21078,2936,13068,0.20379,0.21778
2011,male,Not employed: Military/Community Service,0.00277,33,13068,0.00187,0.00367
2011,male,Not employed: registered unemployed,0.04403,685,13068,0.04051,0.04754
2011,male,Not employed: no further information,0.02455,443,13068,0.02190,0.02721
2011,female,Self-employed,0.03454,721,15685,0.03168,0.03740
2011,female,Blue-collar worker,0.07847,1310,15685,0.07426,0.08267
2011,female,Civil servant,0.02182,522,15685,0.01953,0.02411
2011,female,White-collar worker,0.27730,5525,15685,0.27029,0.28431
2011,female,Apprentice/ Trainee/ Intern,0.05382,946,15685,0.05029,0.05735
2011,female,Not employed: Pensioner,0.25771,3245,15685,0.25087,0.26456
2011,female,Not employed: registered unemployed,0.03744,1049,15685,0.03446,0.04041
2011,female,Not employed: no further information,0.08882,2367,15685,0.08437,0.09328
2012,male,Self-employed,0.06277,1026,12782,0.05857,0.06698
2012,male,Blue-collar worker,0.17397,2510,12782,0.16740,0.18054
2012,male,Civil servant,0.03675,604,12782,0.03348,0.04001
2012,male,White-collar worker,0.22908,3717,12782,0.22180,0.23637
2012,male,Apprentice/ Trainee/ Intern,0.05575,849,12782,0.05177,0.05973
2012,male,Not employed: Pensioner,0.21256,2967,12782,0.20547,0.21966
2012,male,Not employed: Military/Community Service,0.00189,31,12782,0.00113,0.00264
2012,male,Not employed: registered unemployed,0.04549,662,12782,0.04188,0.04910
2012,male,Not employed: no further information,0.02239,416,12782,0.01982,0.02495
2012,female,Self-employed,0.03561,689,15290,0.03267,0.03854
2012,female,Blue-collar worker,0.07590,1270,15290,0.07170,0.08010
2012,female,Civil servant,0.02497,534,15290,0.02250,0.02744
2012,female,White-collar worker,0.28712,5600,15290,0.27994,0.29429
2012,female,Apprentice/ Trainee/ Intern,0.04981,943,15290,0.04636,0.05326
2012,female,Not employed: Pensioner,0.25579,3226,15290,0.24887,0.26270
2012,female,Not employed: registered unemployed,0.03948,953,15290,0.03639,0.04257
2012,female,Not employed: no further information,0.08531,2075,15290,0.08089,0.08974
2013,male,Self-employed,0.06147,1077,14195,0.05751,0.06542
2013,male,Blue-collar worker,0.16129,2860,14195,0.15524,0.16734
2013,male,Civil servant,0.03534,574,14195,0.03230,0.03838
2013,male,White-collar worker,0.24019,4314,14195,0.23316,0.24722
2013,male,Apprentice/ Trainee/ Intern,0.06052,1105,14195,0.05660,0.06445
2013,male,Not employed: Pensioner,0.21190,2855,14195,0.20518,0.21863
2013,male,Not employed: registered unemployed,0.04630,879,14195,0.04284,0.04976
2013,male,Not employed: no further information,0.02475,531,14195,0.02220,0.02731
2013,female,Self-employed,0.03852,781,16842,0.03562,0.04143
2013,female,Blue-collar worker,0.07516,1583,16842,0.07118,0.07914
2013,female,Civil servant,0.02399,522,16842,0.02168,0.02630
2013,female,White-collar worker,0.28786,6204,16842,0.28102,0.29470
2013,female,Apprentice/ Trainee/ Intern,0.04955,1136,16842,0.04627,0.05283
2013,female,Not employed: Pensioner,0.25830,3134,16842,0.25169,0.26491
2013,female,Not employed: registered unemployed,0.04062,1180,16842,0.03764,0.04360
2013,female,Not employed: no further information,0.08089,2302,16842,0.07677,0.08501
2014,male,Self-employed,0.05979,942,12649,0.05566,0.06392
2014,male,Blue-collar worker,0.16315,2518,12649,0.15671,0.16959
2014,male,Civil servant,0.03412,512,12649,0.03095,0.03728
2014,male,White-collar worker,0.24643,3820,12649,0.23892,0.25394
2014,male,Apprentice/ Trainee/ Intern,0.06138,956,12649,0.05720,0.06557
2014,male,Not employed: Pensioner,0.20893,2727,12649,0.20184,0.21601
2014,male,Not employed: registered unemployed,0.04713,716,12649,0.04344,0.05083
2014,male,Not employed: no further information,0.02208,458,12649,0.01952,0.02464
2014,female,Self-employed,0.03785,664,14852,0.03478,0.04092
2014,female,Blue-collar worker,0.07044,1316,14852,0.06632,0.07455
2014,female,Civil servant,0.02818,511,14852,0.02552,0.03085
2014,female,White-collar worker,0.29574,5553,14852,0.28840,0.30308
2014,female,Apprentice/ Trainee/ Intern,0.04742,1017,14852,0.04401,0.05084
2014,female,Not employed: Pensioner,0.25426,2978,14852,0.24726,0.26127
2014,female,Not employed: registered unemployed,0.03974,916,14852,0.03660,0.04288
2014,female,Not employed: no further information,0.08105,1897,14852,0.07667,0.08544
2015,male,Self-employed,0.06038,907,12500,0.05620,0.06455
2015,male,Blue-collar worker,0.15364,2420,12500,0.14732,0.15996
2015,male,Civil servant,0.03304,483,12500,0.02990,0.03617
2015,male,White-collar worker,0.25715,3901,12500,0.24948,0.26481
2015,male,Apprentice/ Trainee/ Intern,0.05768,914,12500,0.05359,0.06177
2015,male,Not employed: Pensioner,0.21053,2658,12500,0.20338,0.21767
2015,male,Not employed: registered unemployed,0.04818,758,12500,0.04442,0.05193
2015,male,Not employed: no further information,0.02261,459,12500,0.02000,0.02522
2015,female,Self-employed,0.03581,614,14664,0.03280,0.03881
2015,female,Blue-collar worker,0.06744,1254,14664,0.06338,0.07149
2015,female,Civil servant,0.02858,491,14664,0.02588,0.03128
2015,female,White-collar worker,0.30579,5534,14664,0.29833,0.31325
2015,female,Apprentice/ Trainee/ Intern,0.04827,997,14664,0.04480,0.05174
2015,female,Not employed: Pensioner,0.25521,2901,14664,0.24815,0.26227
2015,female,Not employed: registered unemployed,0.03768,963,14664,0.03459,0.04076
2015,female,Not employed: no further information,0.07652,1910,14664,0.07222,0.08082
2016,male,Self-employed,0.05840,813,13109,0.05439,0.06242
2016,male,Blue-collar worker,0.15549,2194,13109,0.14929,0.16169
2016,male,Civil servant,0.03464,447,13109,0.03151,0.03777
2016,male,White-collar worker,0.25670,3626,13109,0.24922,0.26418
2016,male,Apprentice/ Trainee/ Intern,0.05846,984,13109,0.05445,0.06248
2016,male,Not employed: Pensioner,0.20400,2547,13109,0.19710,0.21090
2016,male,Not employed: registered unemployed,0.04651,622,13109,0.04291,0.05012
2016,male,Not employed: no further information,0.02641,1876,13109,0.02367,0.02916
2016,female,Self-employed,0.03534,577,14666,0.03235,0.03832
2016,female,Blue-collar worker,0.07131,1175,14666,0.06715,0.07548
2016,female,Civil servant,0.02973,472,14666,0.02698,0.03248
2016,female,White-collar worker,0.30900,5205,14666,0.30152,0.31647
2016,female,Apprentice/ Trainee/ Intern,0.05108,917,14666,0.04752,0.05465
2016,female,Not employed: Pensioner,0.24463,2746,14666,0.23767,0.25159
2016,female,Not employed: Military/Community Service,0.00180,33,14666,0.00111,0.00248
2016,female,Not employed: registered unemployed,0.03726,804,14666,0.03419,0.04032
2016,female,Not employed: no further information,0.07546,2737,14666,0.07119,0.07974
2017,male,Self-employed,0.05821,905,14771,0.05443,0.06199
2017,male,Blue-collar worker,0.14455,2360,14771,0.13888,0.15022
2017,male,Civil servant,0.03397,528,14771,0.03105,0.03689
2017,male,White-collar worker,0.27237,4351,14771,0.26519,0.27955
2017,male,Apprentice/ Trainee/ Intern,0.05803,1178,14771,0.05426,0.06180
2017,male,Not employed: Pensioner,0.20028,2684,14771,0.19383,0.20674
2017,male,Not employed: registered unemployed,0.04610,1171,14771,0.04272,0.04949
2017,male,Not employed: no further information,0.02518,1594,14771,0.02265,0.02771
2017,female,Self-employed,0.03410,607,16289,0.03131,0.03688
2017,female,Blue-collar worker,0.06275,1154,16289,0.05902,0.06647
2017,female,Civil servant,0.02814,535,16289,0.02560,0.03068
2017,female,White-collar worker,0.32293,6035,16289,0.31575,0.33011
2017,female,Apprentice/ Trainee/ Intern,0.04868,1033,16289,0.04538,0.05199
2017,female,Not employed: Pensioner,0.24254,2881,16289,0.23596,0.24913
2017,female,Not employed: Military/Community Service,0.00160,39,16289,0.00099,0.00222
2017,female,Not employed: registered unemployed,0.03428,1148,16289,0.03149,0.03707
2017,female,Not employed: no further information,0.07704,2857,16289,0.07294,0.08113
2018,male,Self-employed,0.05698,810,14088,0.05316,0.06081
2018,male,Blue-collar worker,0.14282,2375,14088,0.13704,0.14860
2018,male,Civil servant,0.03237,485,14088,0.02944,0.03529
2018,male,White-collar worker,0.29030,4316,14088,0.28280,0.29779
2018,male,Apprentice/ Trainee/ Intern,0.05415,1132,14088,0.05042,0.05789
2018,male,Not employed: Pensioner,0.20109,2657,14088,0.19448,0.20771
2018,male,Not employed: registered unemployed,0.04243,1280,14088,0.03910,0.04576
2018,male,Not employed: no further information,0.02155,1033,14088,0.01915,0.02394
2018,female,Self-employed,0.03306,564,15523,0.03024,0.03587
2018,female,Blue-collar worker,0.06033,1072,15523,0.05658,0.06407
2018,female,Civil servant,0.02739,508,15523,0.02483,0.02996
2018,female,White-collar worker,0.33305,5913,15523,0.32563,0.34046
2018,female,Apprentice/ Trainee/ Intern,0.04678,1014,15523,0.04346,0.05010
2018,female,Not employed: Pensioner,0.24446,2889,15523,0.23770,0.25123
2018,female,Not employed: Military/Community Service,0.00099,31,15523,0.00049,0.00148
2018,female,Not employed: registered unemployed,0.03534,1328,15523,0.03244,0.03825
2018,female,Not employed: no further information,0.07317,2204,15523,0.06907,0.07727
2019,male,Self-employed,0.05605,1786,14367,0.05229,0.05981
2019,male,Blue-collar worker,0.13435,2093,14367,0.12877,0.13992
2019,male,Civil servant,0.03346,465,14367,0.03051,0.03640
2019,male,White-collar worker,0.29886,4496,14367,0.29137,0.30634
2019,male,Apprentice/ Trainee/ Intern,0.05270,1000,14367,0.04904,0.05635
2019,male,Not employed: Pensioner,0.20009,2645,14367,0.19355,0.20663
2019,male,Not employed: registered unemployed,0.03928,1089,14367,0.03610,0.04246
2019,male,Not employed: no further information,0.02132,793,14367,0.01896,0.02369
2019,female,Self-employed,0.03277,892,14988,0.02992,0.03562
2019,female,Blue-collar worker,0.05741,945,14988,0.05369,0.06114
2019,female,Civil servant,0.02728,475,14988,0.02468,0.02989
2019,female,White-collar worker,0.34037,5858,14988,0.33279,0.34796
2019,female,Apprentice/ Trainee/ Intern,0.04335,894,14988,0.04009,0.04661
2019,female,Not employed: Pensioner,0.24319,2817,14988,0.23633,0.25006
2019,female,Not employed: Military/Community Service,0.00159,31,14988,0.00095,0.00223
2019,female,Not employed: registered unemployed,0.03302,1179,14988,0.03016,0.03588
2019,female,Not employed: no further information,0.07082,1897,14988,0.06671,0.07493
2020,male,Self-employed,0.05508,1332,14752,0.05140,0.05876
2020,male,Blue-collar worker,0.13419,2319,14752,0.12869,0.13969
2020,male,Civil servant,0.03347,459,14752,0.03057,0.03638
2020,male,White-collar worker,0.29730,4986,14752,0.28992,0.30467
2020,male,Apprentice/ Trainee/ Intern,0.05189,1066,14752,0.04831,0.05547
2020,male,Not employed: Pensioner,0.19927,2510,14752,0.19283,0.20572
2020,male,Not employed: registered unemployed,0.03833,944,14752,0.03523,0.04143
2020,male,Not employed: no further information,0.02601,1136,14752,0.02345,0.02858
2020,female,Self-employed,0.03254,723,14978,0.02970,0.03539
2020,female,Blue-collar worker,0.05271,955,14978,0.04914,0.05629
2020,female,Civil servant,0.02937,489,14978,0.02667,0.03207
2020,female,White-collar worker,0.33855,5889,14978,0.33097,0.34613
2020,female,Apprentice/ Trainee/ Intern,0.04432,972,14978,0.04102,0.04762
2020,female,Not employed: Pensioner,0.24396,2714,14978,0.23708,0.25084
2020,female,Not employed: Military/Community Service,0.00142,36,14978,0.00082,0.00202
2020,female,Not employed: registered unemployed,0.03239,1045,14978,0.02955,0.03522
2020,female,Not employed: no further information,0.07278,2155,14978,0.06862,0.07694
2021,male,Self-employed,0.04819,854,9537,0.04389,0.05249
2021,male,Blue-collar worker,0.11532,1199,9537,0.10891,0.12173
2021,male,Civil servant,0.03375,350,9537,0.03012,0.03737
2021,male,White-collar worker,0.32449,3473,9537,0.31509,0.33389
2021,male,Apprentice/ Trainee/ Intern,0.04800,668,9537,0.04371,0.05229
2021,male,Not employed: Pensioner,0.18938,1791,9537,0.18152,0.19724
2021,male,Not employed: registered unemployed,0.03731,538,9537,0.03351,0.04112
2021,male,Not employed: no further information,0.02699,664,9537,0.02374,0.03024
2021,female,Self-employed,0.02898,462,10103,0.02571,0.03225
2021,female,Blue-collar worker,0.04518,496,10103,0.04113,0.04923
2021,female,Civil servant,0.03180,398,10103,0.02837,0.03522
2021,female,White-collar worker,0.34881,4166,10103,0.33951,0.35810
2021,female,Apprentice/ Trainee/ Intern,0.03887,594,10103,0.03510,0.04264
2021,female,Not employed: Pensioner,0.23612,1920,10103,0.22784,0.24441
2021,female,Not employed: registered unemployed,0.03202,635,10103,0.02859,0.03546
2021,female,Not employed: no further information,0.07489,1432,10103,0.06976,0.08002
