"hlf0071_h","year","bula_h","quintil","n","percent","lower_confidence","upper_confidence"
"Gerade richtig","1995","Saarland","5","","","",""
"Gerade richtig","1995","Berlin","1","","","",""
"Gerade richtig","1995","Berlin","2","159","0.621034511650328","0.562066142722763","0.680002880577894"
"Gerade richtig","1995","Berlin","3","171","0.599057999834415","0.539939781113744","0.658176218555087"
"Gerade richtig","1995","Berlin","4","76","0.526221185044583","0.447103356638584","0.605339013450583"
"Gerade richtig","1995","Berlin","5","45","0.529845939017005","0.411217576534814","0.648474301499197"
"Gerade richtig","1995","Brandenburg","1","","","",""
"Gerade richtig","1995","Brandenburg","2","203","0.644603198035507","0.593802007850355","0.695404388220659"
"Gerade richtig","1995","Brandenburg","3","184","0.702362704338346","0.648519288652406","0.756206120024286"
"Gerade richtig","1995","Brandenburg","4","83","0.694204020394198","0.611072344592231","0.777335696196166"
"Gerade richtig","1995","Brandenburg","5","","","",""
"Gerade richtig","1995","Mecklenburg-Vorpommern","1","","","",""
"Gerade richtig","1995","Mecklenburg-Vorpommern","2","180","0.695207952920078","0.639889954965493","0.750525950874663"
"Gerade richtig","1995","Mecklenburg-Vorpommern","3","141","0.709362654417365","0.645795916540477","0.772929392294254"
"Gerade richtig","1995","Mecklenburg-Vorpommern","4","54","0.675306973436578","0.576340985753042","0.774272961120114"
"Gerade richtig","1995","Mecklenburg-Vorpommern","5","","","",""
"Gerade richtig","1995","Sachsen","1","","","",""
"Gerade richtig","1995","Sachsen","2","440","0.676220379123862","0.63999708361922","0.712443674628504"
"Gerade richtig","1995","Sachsen","3","378","0.679253810898683","0.640697924857528","0.717809696939838"
"Gerade richtig","1995","Sachsen","4","94","0.59641336917512","0.523092781324737","0.669733957025502"
"Gerade richtig","1995","Sachsen","5","","","",""
"Gerade richtig","1995","Sachsen-Anhalt","1","","","",""
"Gerade richtig","1995","Sachsen-Anhalt","2","248","0.639143652556112","0.589739757209111","0.688547547903113"
"Gerade richtig","1995","Sachsen-Anhalt","3","277","0.685233551444673","0.639890672140639","0.730576430748707"
"Gerade richtig","1995","Sachsen-Anhalt","4","60","0.620737696822691","0.527486305413463","0.713989088231919"
"Gerade richtig","1995","Sachsen-Anhalt","5","","","",""
"Gerade richtig","1995","Thüringen","1","","","",""
"Gerade richtig","1995","Thüringen","2","308","0.666435118971096","0.623207721583582","0.70966251635861"
"Gerade richtig","1995","Thüringen","3","238","0.721786611314136","0.673656219377236","0.769917003251035"
"Gerade richtig","1995","Thüringen","4","69","0.888552351647569","0.818264593236307","0.95884011005883"
"Gerade richtig","1995","Thüringen","5","","","",""
"Etwas zu gross","1995","Schleswig-Holstein","1","","","",""
"Etwas zu gross","1995","Schleswig-Holstein","2","","","",""
"Etwas zu gross","1995","Schleswig-Holstein","3","","","",""
"Etwas zu gross","1995","Schleswig-Holstein","4","","","",""
"Etwas zu gross","1995","Schleswig-Holstein","5","","","",""
"Etwas zu gross","1995","Hamburg","1","","","",""
"Etwas zu gross","1995","Hamburg","2","","","",""
"Etwas zu gross","1995","Hamburg","3","","","",""
"Etwas zu gross","1995","Hamburg","4","","","",""
"Etwas zu gross","1995","Hamburg","5","","","",""
"Etwas zu gross","1995","Niedersachsen","1","","","",""
"Etwas zu gross","1995","Niedersachsen","2","33","0.087171061606106","0.0621690743906472","0.112173048821565"
"Etwas zu gross","1995","Niedersachsen","3","","","",""
"Etwas zu gross","1995","Niedersachsen","4","52","0.186027283327136","0.142710071977893","0.229344494676379"
"Etwas zu gross","1995","Niedersachsen","5","","","",""
"Etwas zu gross","1995","Bremen","1","","","",""
"Etwas zu gross","1995","Bremen","2","","","",""
"Etwas zu gross","1995","Bremen","3","","","",""
"Etwas zu gross","1995","Bremen","4","","","",""
"Etwas zu gross","1995","Bremen","5","","","",""
"Etwas zu gross","1995","Nordrhein-Westfalen","1","","","",""
"Etwas zu gross","1995","Nordrhein-Westfalen","2","41","0.058938524268214","0.0456632480284956","0.0722138005079325"
"Etwas zu gross","1995","Nordrhein-Westfalen","3","46","0.0527587179120559","0.0398382989661697","0.065679136857942"
"Etwas zu gross","1995","Nordrhein-Westfalen","4","45","0.0808430076497038","0.0607779204086025","0.100908094890805"
"Etwas zu gross","1995","Nordrhein-Westfalen","5","43","0.145377529967293","0.108450033494532","0.182305026440054"
"Etwas zu gross","1995","Hessen","1","","","",""
"Etwas zu gross","1995","Hessen","2","","","",""
"Etwas zu gross","1995","Hessen","3","","","",""
"Etwas zu gross","1995","Hessen","4","","","",""
"Etwas zu gross","1995","Hessen","5","","","",""
"Etwas zu gross","1995","Rheinland-Pfalz,Saarland","1","","","",""
"Etwas zu gross","1995","Rheinland-Pfalz,Saarland","2","","","",""
"Etwas zu gross","1995","Rheinland-Pfalz,Saarland","3","","","",""
"Etwas zu gross","1995","Rheinland-Pfalz,Saarland","4","","","",""
"Etwas zu gross","1995","Rheinland-Pfalz,Saarland","5","","","",""
"Etwas zu gross","1995","Baden-Württemberg","1","","","",""
"Etwas zu gross","1995","Baden-Württemberg","2","","","",""
"Etwas zu gross","1995","Baden-Württemberg","3","","","",""
"Etwas zu gross","1995","Baden-Württemberg","4","","","",""
"Etwas zu gross","1995","Baden-Württemberg","5","","","",""
"Etwas zu gross","1995","Bayern","1","","","",""
"Etwas zu gross","1995","Bayern","2","30","0.0669769344983791","0.0483918512009255","0.0855620177958328"
"Etwas zu gross","1995","Bayern","3","49","0.0869790020930702","0.0678420317643907","0.10611597242175"
"Etwas zu gross","1995","Bayern","4","46","0.112282710806605","0.0839800069996045","0.140585414613605"
"Etwas zu gross","1995","Bayern","5","36","0.137341003952994","0.094063257233595","0.180618750672394"
"Etwas zu gross","1995","Saarland","1","","","",""
"Etwas zu gross","1995","Saarland","2","","","",""
"Etwas zu gross","1995","Saarland","3","","","",""
"Etwas zu gross","1995","Saarland","4","","","",""
"Etwas zu gross","1995","Saarland","5","","","",""
"Etwas zu gross","1995","Berlin","1","","","",""
"Etwas zu gross","1995","Berlin","2","","","",""
"Etwas zu gross","1995","Berlin","3","","","",""
"Etwas zu gross","1995","Berlin","4","","","",""
"Etwas zu gross","1995","Berlin","5","","","",""
"Etwas zu gross","1995","Brandenburg","1","","","",""
"Etwas zu gross","1995","Brandenburg","2","","","",""
"Etwas zu gross","1995","Brandenburg","3","","","",""
"Etwas zu gross","1995","Brandenburg","4","","","",""
"Etwas zu gross","1995","Brandenburg","5","","","",""
"Etwas zu gross","1995","Mecklenburg-Vorpommern","1","","","",""
"Etwas zu gross","1995","Mecklenburg-Vorpommern","2","","","",""
"Etwas zu gross","1995","Mecklenburg-Vorpommern","3","","","",""
"Etwas zu gross","1995","Mecklenburg-Vorpommern","4","","","",""
"Etwas zu gross","1995","Mecklenburg-Vorpommern","5","","","",""
"Etwas zu gross","1995","Sachsen","1","","","",""
"Etwas zu gross","1995","Sachsen","2","38","0.0607073570612936","0.0422214740780913","0.0791932400444959"
"Etwas zu gross","1995","Sachsen","3","55","0.0959231800787643","0.0715978722490156","0.120248487908513"
"Etwas zu gross","1995","Sachsen","4","","","",""
"Etwas zu gross","1995","Sachsen","5","","","",""
"Etwas zu gross","1995","Sachsen-Anhalt","1","","","",""
"Etwas zu gross","1995","Sachsen-Anhalt","2","","","",""
"Etwas zu gross","1995","Sachsen-Anhalt","3","30","0.104937036509953","0.0750153024222382","0.134858770597668"
"Etwas zu gross","1995","Sachsen-Anhalt","4","","","",""
"Etwas zu gross","1995","Sachsen-Anhalt","5","","","",""
"Etwas zu gross","1995","Thüringen","1","","","",""
"Etwas zu gross","1995","Thüringen","2","","","",""
"Etwas zu gross","1995","Thüringen","3","","","",""
"Etwas zu gross","1995","Thüringen","4","","","",""
"Etwas zu gross","1995","Thüringen","5","","","",""
"Viel zu gross","1995","Schleswig-Holstein","1","","","",""
"Viel zu gross","1995","Schleswig-Holstein","2","","","",""
"Viel zu gross","1995","Schleswig-Holstein","3","","","",""
"Viel zu gross","1995","Schleswig-Holstein","4","","","",""
"Viel zu gross","1995","Schleswig-Holstein","5","","","",""
"Viel zu gross","1995","Hamburg","1","","","",""
"Viel zu gross","1995","Hamburg","2","","","",""
"Viel zu gross","1995","Hamburg","3","","","",""
"Viel zu gross","1995","Hamburg","4","","","",""
"Viel zu gross","1995","Hamburg","5","","","",""
"Viel zu gross","1995","Niedersachsen","1","","","",""
"Viel zu gross","1995","Niedersachsen","2","","","",""
"Viel zu gross","1995","Niedersachsen","3","","","",""
"Viel zu gross","1995","Niedersachsen","4","","","",""
"Viel zu gross","1995","Niedersachsen","5","","","",""
"Viel zu gross","1995","Bremen","1","","","",""
"Viel zu gross","1995","Bremen","2","","","",""
"Viel zu gross","1995","Bremen","3","","","",""
"Viel zu gross","1995","Bremen","4","","","",""
"Viel zu gross","1995","Bremen","5","","","",""
"Viel zu gross","1995","Nordrhein-Westfalen","1","","","",""
"Viel zu gross","1995","Nordrhein-Westfalen","2","","","",""
"Viel zu gross","1995","Nordrhein-Westfalen","3","","","",""
"Viel zu gross","1995","Nordrhein-Westfalen","4","","","",""
"Viel zu gross","1995","Nordrhein-Westfalen","5","","","",""
"Viel zu gross","1995","Hessen","1","","","",""
"Viel zu gross","1995","Hessen","2","","","",""
"Viel zu gross","1995","Hessen","3","","","",""
"Viel zu gross","1995","Hessen","4","","","",""
"Viel zu gross","1995","Hessen","5","","","",""
"Viel zu gross","1995","Rheinland-Pfalz,Saarland","1","","","",""
"Viel zu gross","1995","Rheinland-Pfalz,Saarland","2","","","",""
"Viel zu gross","1995","Rheinland-Pfalz,Saarland","3","","","",""
"Viel zu gross","1995","Rheinland-Pfalz,Saarland","4","","","",""
"Viel zu gross","1995","Rheinland-Pfalz,Saarland","5","","","",""
"Viel zu gross","1995","Baden-Württemberg","1","","","",""
"Viel zu gross","1995","Baden-Württemberg","2","","","",""
"Viel zu gross","1995","Baden-Württemberg","3","","","",""
"Viel zu gross","1995","Baden-Württemberg","4","","","",""
"Viel zu gross","1995","Baden-Württemberg","5","","","",""
"Viel zu gross","1995","Bayern","1","","","",""
"Viel zu gross","1995","Bayern","2","","","",""
"Viel zu gross","1995","Bayern","3","","","",""
"Viel zu gross","1995","Bayern","4","","","",""
"Viel zu gross","1995","Bayern","5","","","",""
"Viel zu gross","1995","Saarland","1","","","",""
"Viel zu gross","1995","Saarland","2","","","",""
"Viel zu gross","1995","Saarland","3","","","",""
"Viel zu gross","1995","Saarland","4","","","",""
"Viel zu gross","1995","Saarland","5","","","",""
"Viel zu gross","1995","Berlin","1","","","",""
"Viel zu gross","1995","Berlin","2","","","",""
"Viel zu gross","1995","Berlin","3","","","",""
"Viel zu gross","1995","Berlin","4","","","",""
"Viel zu gross","1995","Berlin","5","","","",""
"Viel zu gross","1995","Brandenburg","1","","","",""
"Viel zu gross","1995","Brandenburg","2","","","",""
"Viel zu gross","1995","Brandenburg","3","","","",""
"Viel zu gross","1995","Brandenburg","4","","","",""
"Viel zu gross","1995","Brandenburg","5","","","",""
"Viel zu gross","1995","Mecklenburg-Vorpommern","1","","","",""
"Viel zu gross","1995","Mecklenburg-Vorpommern","2","","","",""
"Viel zu gross","1995","Mecklenburg-Vorpommern","3","","","",""
"Viel zu gross","1995","Mecklenburg-Vorpommern","4","","","",""
"Viel zu gross","1995","Mecklenburg-Vorpommern","5","","","",""
"Viel zu gross","1995","Sachsen","1","","","",""
"Viel zu gross","1995","Sachsen","2","","","",""
"Viel zu gross","1995","Sachsen","3","","","",""
"Viel zu gross","1995","Sachsen","4","","","",""
"Viel zu gross","1995","Sachsen","5","","","",""
"Viel zu gross","1995","Sachsen-Anhalt","1","","","",""
"Viel zu gross","1995","Sachsen-Anhalt","2","","","",""
"Viel zu gross","1995","Sachsen-Anhalt","3","","","",""
"Viel zu gross","1995","Sachsen-Anhalt","4","","","",""
"Viel zu gross","1995","Sachsen-Anhalt","5","","","",""
"Viel zu gross","1995","Thüringen","1","","","",""
"Viel zu gross","1995","Thüringen","2","","","",""
"Viel zu gross","1995","Thüringen","3","","","",""
"Viel zu gross","1995","Thüringen","4","","","",""
"Viel zu gross","1995","Thüringen","5","","","",""
"Viel zu klein","1996","Schleswig-Holstein","1","","","",""
"Viel zu klein","1996","Schleswig-Holstein","2","","","",""
"Viel zu klein","1996","Schleswig-Holstein","3","","","",""
"Viel zu klein","1996","Schleswig-Holstein","4","","","",""
"Viel zu klein","1996","Schleswig-Holstein","5","","","",""
"Viel zu klein","1996","Hamburg","1","","","",""
"Viel zu klein","1996","Hamburg","2","","","",""
"Viel zu klein","1996","Hamburg","3","","","",""
"Viel zu klein","1996","Hamburg","4","","","",""
"Viel zu klein","1996","Hamburg","5","","","",""
"Viel zu klein","1996","Niedersachsen","1","","","",""
"Viel zu klein","1996","Niedersachsen","2","","","",""
"Viel zu klein","1996","Niedersachsen","3","","","",""
"Viel zu klein","1996","Niedersachsen","4","","","",""
"Viel zu klein","1996","Niedersachsen","5","","","",""
"Viel zu klein","1996","Bremen","1","","","",""
"Viel zu klein","1996","Bremen","2","","","",""
"Viel zu klein","1996","Bremen","3","","","",""
"Viel zu klein","1996","Bremen","4","","","",""
"Viel zu klein","1996","Bremen","5","","","",""
"Viel zu klein","1996","Nordrhein-Westfalen","1","","","",""
"Viel zu klein","1996","Nordrhein-Westfalen","2","106","0.0518899720666558","0.0392559006269766","0.064524043506335"
"Viel zu klein","1996","Nordrhein-Westfalen","3","54","0.0260500946273186","0.0166328856645854","0.0354673035900518"
"Viel zu klein","1996","Nordrhein-Westfalen","4","","","",""
"Viel zu klein","1996","Nordrhein-Westfalen","5","","","",""
"Viel zu klein","1996","Hessen","1","","","",""
"Viel zu klein","1996","Hessen","2","44","0.0852467236489403","0.0557801676966836","0.114713279601197"
"Viel zu klein","1996","Hessen","3","","","",""
"Viel zu klein","1996","Hessen","4","","","",""
"Viel zu klein","1996","Hessen","5","","","",""
"Viel zu klein","1996","Rheinland-Pfalz,Saarland","1","","","",""
"Viel zu klein","1996","Rheinland-Pfalz,Saarland","2","","","",""
"Viel zu klein","1996","Rheinland-Pfalz,Saarland","3","","","",""
"Viel zu klein","1996","Rheinland-Pfalz,Saarland","4","","","",""
"Viel zu klein","1996","Rheinland-Pfalz,Saarland","5","","","",""
"Viel zu klein","1996","Baden-Württemberg","1","","","",""
"Viel zu klein","1996","Baden-Württemberg","2","55","0.0374577477999019","0.0240893927428801","0.0508261028569238"
"Viel zu klein","1996","Baden-Württemberg","3","","","",""
"Viel zu klein","1996","Baden-Württemberg","4","","","",""
"Viel zu klein","1996","Baden-Württemberg","5","","","",""
"Viel zu klein","1996","Bayern","1","","","",""
"Viel zu klein","1996","Bayern","2","","","",""
"Viel zu klein","1996","Bayern","3","","","",""
"Viel zu klein","1996","Bayern","4","","","",""
"Viel zu klein","1996","Bayern","5","","","",""
"Viel zu klein","1996","Saarland","1","","","",""
"Viel zu klein","1996","Saarland","2","","","",""
"Viel zu klein","1996","Saarland","3","","","",""
"Viel zu klein","1996","Saarland","4","","","",""
"Viel zu klein","1996","Saarland","5","","","",""
"Viel zu klein","1996","Berlin","1","","","",""
"Viel zu klein","1996","Berlin","2","","","",""
"Viel zu klein","1996","Berlin","3","","","",""
"Viel zu klein","1996","Berlin","4","","","",""
"Viel zu klein","1996","Berlin","5","","","",""
"Viel zu klein","1996","Brandenburg","1","","","",""
"Viel zu klein","1996","Brandenburg","2","","","",""
"Viel zu klein","1996","Brandenburg","3","","","",""
"Viel zu klein","1996","Brandenburg","4","","","",""
"Viel zu klein","1996","Brandenburg","5","","","",""
"Viel zu klein","1996","Mecklenburg-Vorpommern","1","","","",""
"Viel zu klein","1996","Mecklenburg-Vorpommern","2","","","",""
"Viel zu klein","1996","Mecklenburg-Vorpommern","3","","","",""
"Viel zu klein","1996","Mecklenburg-Vorpommern","4","","","",""
"Viel zu klein","1996","Mecklenburg-Vorpommern","5","","","",""
"Viel zu klein","1996","Sachsen","1","","","",""
"Viel zu klein","1996","Sachsen","2","45","0.0897082591778307","0.0661868640627321","0.113229654292929"
"Viel zu klein","1996","Sachsen","3","","","",""
"Viel zu klein","1996","Sachsen","4","","","",""
"Viel zu klein","1996","Sachsen","5","","","",""
"Viel zu klein","1996","Sachsen-Anhalt","1","","","",""
"Viel zu klein","1996","Sachsen-Anhalt","2","","","",""
"Viel zu klein","1996","Sachsen-Anhalt","3","","","",""
"Viel zu klein","1996","Sachsen-Anhalt","4","","","",""
"Viel zu klein","1996","Sachsen-Anhalt","5","","","",""
"Viel zu klein","1996","Thüringen","1","","","",""
"Viel zu klein","1996","Thüringen","2","","","",""
"Viel zu klein","1996","Thüringen","3","","","",""
"Viel zu klein","1996","Thüringen","4","","","",""
"Viel zu klein","1996","Thüringen","5","","","",""
"Etwas zu klein","1996","Schleswig-Holstein","1","","","",""
"Etwas zu klein","1996","Schleswig-Holstein","2","","","",""
"Etwas zu klein","1996","Schleswig-Holstein","3","45","0.238498239607762","0.171836551160322","0.305159928055201"
"Etwas zu klein","1996","Schleswig-Holstein","4","","","",""
"Etwas zu klein","1996","Schleswig-Holstein","5","","","",""
"Etwas zu klein","1996","Hamburg","1","","","",""
"Etwas zu klein","1996","Hamburg","2","","","",""
"Etwas zu klein","1996","Hamburg","3","","","",""
"Etwas zu klein","1996","Hamburg","4","","","",""
"Etwas zu klein","1996","Hamburg","5","","","",""
"Etwas zu klein","1996","Niedersachsen","1","","","",""
"Etwas zu klein","1996","Niedersachsen","2","107","0.216849029905962","0.178033490142927","0.255664569668998"
"Etwas zu klein","1996","Niedersachsen","3","114","0.223983694665781","0.1872934271627","0.260673962168861"
"Etwas zu klein","1996","Niedersachsen","4","","","",""
"Etwas zu klein","1996","Niedersachsen","5","","","",""
"Etwas zu klein","1996","Bremen","1","","","",""
"Etwas zu klein","1996","Bremen","2","","","",""
"Etwas zu klein","1996","Bremen","3","","","",""
"Etwas zu klein","1996","Bremen","4","","","",""
"Etwas zu klein","1996","Bremen","5","","","",""
"Etwas zu klein","1996","Nordrhein-Westfalen","1","","","",""
"Etwas zu klein","1996","Nordrhein-Westfalen","2","315","0.220735190926492","0.197111347245444","0.244359034607539"
"Etwas zu klein","1996","Nordrhein-Westfalen","3","193","0.178062249406301","0.155444226672018","0.200680272140583"
"Etwas zu klein","1996","Nordrhein-Westfalen","4","111","0.145523296622094","0.1194193929871","0.171627200257089"
"Etwas zu klein","1996","Nordrhein-Westfalen","5","45","0.112356266491123","0.0804355843183429","0.144276948663902"
"Etwas zu klein","1996","Hessen","1","","","",""
"Etwas zu klein","1996","Hessen","2","97","0.215510142966571","0.172122499034484","0.258897786898657"
"Etwas zu klein","1996","Hessen","3","82","0.13637970755819","0.103713293745559","0.169046121370821"
"Etwas zu klein","1996","Hessen","4","43","0.150025748706564","0.108198927342891","0.191852570070236"
"Etwas zu klein","1996","Hessen","5","","","",""
"Etwas zu klein","1996","Rheinland-Pfalz,Saarland","1","","","",""
"Etwas zu klein","1996","Rheinland-Pfalz,Saarland","2","71","0.238518439159347","0.1889529272319","0.288083951086795"
"Etwas zu klein","1996","Rheinland-Pfalz,Saarland","3","83","0.207562861229676","0.165610336533864","0.249515385925488"
"Etwas zu klein","1996","Rheinland-Pfalz,Saarland","4","","","",""
"Etwas zu klein","1996","Rheinland-Pfalz,Saarland","5","","","",""
"Etwas zu klein","1996","Baden-Württemberg","1","","","",""
"Etwas zu klein","1996","Baden-Württemberg","2","200","0.176269555106692","0.149442163253614","0.203096946959769"
"Etwas zu klein","1996","Baden-Württemberg","3","165","0.166205652061844","0.14006407826105","0.192347225862638"
"Etwas zu klein","1996","Baden-Württemberg","4","75","0.162437597477599","0.131064839715002","0.193810355240196"
"Etwas zu klein","1996","Baden-Württemberg","5","","","",""
"Etwas zu klein","1996","Bayern","1","","","",""
"Etwas zu klein","1996","Bayern","2","125","0.144789041401671","0.117590408239385","0.171987674563958"
"Etwas zu klein","1996","Bayern","3","156","0.212426420642666","0.184275830817481","0.240577010467851"
"Etwas zu klein","1996","Bayern","4","91","0.138167876732825","0.10786050329108","0.16847525017457"
"Etwas zu klein","1996","Bayern","5","","","",""
"Etwas zu klein","1996","Saarland","1","","","",""
"Etwas zu klein","1996","Saarland","2","","","",""
"Etwas zu klein","1996","Saarland","3","","","",""
"Etwas zu klein","1996","Saarland","4","","","",""
"Etwas zu klein","1996","Saarland","5","","","",""
"Etwas zu klein","1996","Berlin","1","","","",""
"Etwas zu klein","1996","Berlin","2","67","0.262248730974102","0.200353255096579","0.324144206851625"
"Etwas zu klein","1996","Berlin","3","72","0.299413877398743","0.242866229056784","0.355961525740703"
"Etwas zu klein","1996","Berlin","4","58","0.309150545931708","0.243950762261908","0.374350329601508"
"Etwas zu klein","1996","Berlin","5","","","",""
"Etwas zu klein","1996","Brandenburg","1","","","",""
"Etwas zu klein","1996","Brandenburg","2","84","0.221545080295129","0.175014853773623","0.268075306816634"
"Etwas zu klein","1996","Brandenburg","3","65","0.207239804726873","0.161219714674276","0.253259894779471"
"Etwas zu klein","1996","Brandenburg","4","","","",""
"Etwas zu klein","1996","Brandenburg","5","","","",""
"Etwas zu klein","1996","Mecklenburg-Vorpommern","1","","","",""
"Etwas zu klein","1996","Mecklenburg-Vorpommern","2","58","0.266928882697403","0.20873967518534","0.325118090209466"
"Etwas zu klein","1996","Mecklenburg-Vorpommern","3","30","0.169649160730018","0.115998405648171","0.223299915811864"
"Etwas zu klein","1996","Mecklenburg-Vorpommern","4","","","",""
"Etwas zu klein","1996","Mecklenburg-Vorpommern","5","","","",""
"Etwas zu klein","1996","Sachsen","1","","","",""
"Etwas zu klein","1996","Sachsen","2","101","0.170391497725606","0.139444600054305","0.201338395396907"
"Etwas zu klein","1996","Sachsen","3","103","0.171135543740269","0.140974487423289","0.20129660005725"
"Etwas zu klein","1996","Sachsen","4","48","0.224121159550736","0.168510301019578","0.279732018081894"
"Etwas zu klein","1996","Sachsen","5","","","",""
"Etwas zu klein","1996","Sachsen-Anhalt","1","","","",""
"Etwas zu klein","1996","Sachsen-Anhalt","2","63","0.194209438730716","0.151463348655732","0.2369555288057"
"Etwas zu klein","1996","Sachsen-Anhalt","3","103","0.206739375187223","0.16639229076202","0.247086459612425"
"Etwas zu klein","1996","Sachsen-Anhalt","4","30","0.23421102041814","0.159669977006397","0.308752063829883"
"Etwas zu klein","1996","Sachsen-Anhalt","5","","","",""
"Etwas zu klein","1996","Thüringen","1","","","",""
"Etwas zu klein","1996","Thüringen","2","53","0.125711059460494","0.0920218471592503","0.159400271761737"
"Etwas zu klein","1996","Thüringen","3","94","0.249212246137877","0.205891893435042","0.292532598840713"
"Etwas zu klein","1996","Thüringen","4","","","",""
"Etwas zu klein","1996","Thüringen","5","","","",""
"Gerade richtig","1996","Schleswig-Holstein","1","","","",""
"Gerade richtig","1996","Schleswig-Holstein","2","68","0.655146831122746","0.565084613790469","0.745209048455024"
"Gerade richtig","1996","Schleswig-Holstein","3","104","0.680793812702293","0.607874642935376","0.753712982469209"
"Gerade richtig","1996","Schleswig-Holstein","4","54","0.634298714956738","0.529413145477111","0.739184284436365"
"Gerade richtig","1996","Schleswig-Holstein","5","","","",""
"Gerade richtig","1996","Hamburg","1","","","",""
"Gerade richtig","1996","Hamburg","2","","","",""
"Gerade richtig","1996","Hamburg","3","","","",""
"Gerade richtig","1996","Hamburg","4","42","0.570202545547267","0.440544170968946","0.699860920125588"
"Gerade richtig","1996","Hamburg","5","","","",""
"Gerade richtig","1996","Niedersachsen","1","","","",""
"Gerade richtig","1996","Niedersachsen","2","273","0.609428855641792","0.563475659088919","0.655382052194665"
"Gerade richtig","1996","Niedersachsen","3","336","0.707737574592996","0.667712709984789","0.747762439201203"
"Gerade richtig","1996","Niedersachsen","4","239","0.713336317502491","0.66347794990995","0.763194685095032"
"Gerade richtig","1996","Niedersachsen","5","120","0.85124499338057","0.792921550422557","0.909568436338584"
"Gerade richtig","1996","Bremen","1","","","",""
"Gerade richtig","1996","Bremen","2","","","",""
"Gerade richtig","1996","Bremen","3","","","",""
"Gerade richtig","1996","Bremen","4","","","",""
"Gerade richtig","1996","Bremen","5","","","",""
"Gerade richtig","1996","Nordrhein-Westfalen","1","","","",""
"Gerade richtig","1996","Nordrhein-Westfalen","2","719","0.656638108582378","0.629591592664676","0.683684624500081"
"Gerade richtig","1996","Nordrhein-Westfalen","3","791","0.718970022221778","0.692394551812378","0.745545492631177"
"Gerade richtig","1996","Nordrhein-Westfalen","4","523","0.747642212724456","0.715487521425237","0.779796904023675"
"Gerade richtig","1996","Nordrhein-Westfalen","5","269","0.683762858598014","0.636761180949196","0.730764536246831"
"Gerade richtig","1996","Hessen","1","","","",""
"Gerade richtig","1996","Hessen","2","183","0.619916305880154","0.568695702206173","0.671136909554135"
"Gerade richtig","1996","Hessen","3","307","0.794489212375313","0.756027689421215","0.832950735329411"
"Gerade richtig","1996","Hessen","4","221","0.791769890547955","0.744210056535041","0.839329724560869"
"Gerade richtig","1996","Hessen","5","81","0.559097880294141","0.47503375312641","0.643162007461873"
"Gerade richtig","1996","Rheinland-Pfalz,Saarland","1","","","",""
"Gerade richtig","1996","Rheinland-Pfalz,Saarland","2","184","0.656958307703632","0.601746587486022","0.712170027921241"
"Gerade richtig","1996","Rheinland-Pfalz,Saarland","3","248","0.721084797000777","0.67469418200404","0.767475411997514"
"Gerade richtig","1996","Rheinland-Pfalz,Saarland","4","162","0.754533614918326","0.695621248196526","0.813445981640125"
"Gerade richtig","1996","Rheinland-Pfalz,Saarland","5","48","0.702900165885654","0.594284701784365","0.811515629986942"
"Gerade richtig","1996","Baden-Württemberg","1","","","",""
"Gerade richtig","1996","Baden-Württemberg","2","498","0.73086124265127","0.69963621531872","0.762086269983819"
"Gerade richtig","1996","Baden-Württemberg","3","555","0.734812250229856","0.703813492834073","0.765811007625639"
"Gerade richtig","1996","Baden-Württemberg","4","400","0.69639934166463","0.657289922963914","0.735508760365346"
"Gerade richtig","1996","Baden-Württemberg","5","152","0.747255408091413","0.687909613367299","0.806601202815528"
"Gerade richtig","1996","Bayern","1","","","",""
"Gerade richtig","1996","Bayern","2","463","0.743577807066703","0.709827042212994","0.777328571920412"
"Gerade richtig","1996","Bayern","3","590","0.692486432986673","0.66072680263978","0.724246063333565"
"Gerade richtig","1996","Bayern","4","350","0.718735628051441","0.679246697886448","0.758224558216433"
"Gerade richtig","1996","Bayern","5","178","0.639649578224292","0.581954223346691","0.697344933101893"
"Gerade richtig","1996","Saarland","1","","","",""
"Gerade richtig","1996","Saarland","2","","","",""
"Gerade richtig","1996","Saarland","3","","","",""
"Gerade richtig","1996","Saarland","4","","","",""
"Gerade richtig","1996","Saarland","5","","","",""
"Gerade richtig","1996","Berlin","1","","","",""
"Gerade richtig","1996","Berlin","2","105","0.612514242859563","0.543960180714843","0.681068305004284"
"Gerade richtig","1996","Berlin","3","157","0.594516195575648","0.533896127196097","0.655136263955199"
"Gerade richtig","1996","Berlin","4","103","0.595180253444545","0.525929494423332","0.664431012465757"
"Gerade richtig","1996","Berlin","5","46","0.526165426705222","0.418092803824855","0.634238049585589"
"Gerade richtig","1996","Brandenburg","1","","","",""
"Gerade richtig","1996","Brandenburg","2","195","0.704387988392396","0.653260508459474","0.755515468325319"
"Gerade richtig","1996","Brandenburg","3","194","0.644818262849269","0.590482729159354","0.699153796539184"
"Gerade richtig","1996","Brandenburg","4","97","0.749390989041128","0.674895669138325","0.82388630894393"
"Gerade richtig","1996","Brandenburg","5","","","",""
"Gerade richtig","1996","Mecklenburg-Vorpommern","1","","","",""
"Gerade richtig","1996","Mecklenburg-Vorpommern","2","139","0.635004951359699","0.571675803232731","0.698334099486667"
"Gerade richtig","1996","Mecklenburg-Vorpommern","3","144","0.748452269403649","0.686428033472412","0.810476505334886"
