"hlf0071_h","year","bula_h","hhtyp","n","percent","lower_confidence","upper_confidence"
"Gerade richtig","1989","Hamburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Gerade richtig","1989","Hamburg","Alleinerziehende","","","",""
"Gerade richtig","1989","Hamburg","Paar mit Kind(ern)","","","",""
"Gerade richtig","1989","Hamburg","Sonstige","","","",""
"Gerade richtig","1989","Niedersachsen","1-Pers.-HH","","","",""
"Gerade richtig","1989","Niedersachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Gerade richtig","1989","Niedersachsen","Alleinerziehende","","","",""
"Gerade richtig","1989","Niedersachsen","Paar mit Kind(ern)","63","0.741145755427411","0.647478476016728","0.834813034838095"
"Gerade richtig","1989","Niedersachsen","Sonstige","","","",""
"Gerade richtig","1989","Bremen","1-Pers.-HH","","","",""
"Gerade richtig","1989","Bremen","(Ehe-)Paar ohne Kind(er)","","","",""
"Gerade richtig","1989","Bremen","Alleinerziehende","","","",""
"Gerade richtig","1989","Bremen","Paar mit Kind(ern)","","","",""
"Gerade richtig","1989","Bremen","Sonstige","","","",""
"Gerade richtig","1989","Nordrhein-Westfalen","1-Pers.-HH","","","",""
"Gerade richtig","1989","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","62","0.851499690054505","0.770480451296883","0.932518928812128"
"Gerade richtig","1989","Nordrhein-Westfalen","Alleinerziehende","","","",""
"Gerade richtig","1989","Nordrhein-Westfalen","Paar mit Kind(ern)","146","0.88097028737532","0.833129305961905","0.928811268788735"
"Gerade richtig","1989","Nordrhein-Westfalen","Sonstige","","","",""
"Gerade richtig","1989","Hessen","1-Pers.-HH","","","",""
"Gerade richtig","1989","Hessen","(Ehe-)Paar ohne Kind(er)","","","",""
"Gerade richtig","1989","Hessen","Alleinerziehende","","","",""
"Gerade richtig","1989","Hessen","Paar mit Kind(ern)","53","0.769434404623724","0.672813808362496","0.866055000884952"
"Gerade richtig","1989","Hessen","Sonstige","","","",""
"Gerade richtig","1989","Rheinland-Pfalz,Saarland","1-Pers.-HH","","","",""
"Gerade richtig","1989","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Gerade richtig","1989","Rheinland-Pfalz,Saarland","Alleinerziehende","","","",""
"Gerade richtig","1989","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","31","0.740024558392788","0.613271512673571","0.866777604112005"
"Gerade richtig","1989","Rheinland-Pfalz,Saarland","Sonstige","","","",""
"Gerade richtig","1989","Baden-Württemberg","1-Pers.-HH","","","",""
"Gerade richtig","1989","Baden-Württemberg","(Ehe-)Paar ohne Kind(er)","32","0.741782049004436","0.612465791395268","0.871098306613603"
"Gerade richtig","1989","Baden-Württemberg","Alleinerziehende","","","",""
"Gerade richtig","1989","Baden-Württemberg","Paar mit Kind(ern)","110","0.829230708012162","0.768808368900747","0.889653047123577"
"Gerade richtig","1989","Baden-Württemberg","Sonstige","","","",""
"Gerade richtig","1989","Bayern","1-Pers.-HH","","","",""
"Gerade richtig","1989","Bayern","(Ehe-)Paar ohne Kind(er)","52","0.725525443862172","0.619460710586359","0.831590177137985"
"Gerade richtig","1989","Bayern","Alleinerziehende","","","",""
"Gerade richtig","1989","Bayern","Paar mit Kind(ern)","80","0.669380789761464","0.586579345350394","0.752182234172534"
"Gerade richtig","1989","Bayern","Sonstige","","","",""
"Gerade richtig","1989","Saarland","1-Pers.-HH","","","",""
"Gerade richtig","1989","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Gerade richtig","1989","Saarland","Alleinerziehende","","","",""
"Gerade richtig","1989","Saarland","Paar mit Kind(ern)","","","",""
"Gerade richtig","1989","Saarland","Sonstige","","","",""
"Gerade richtig","1989","Berlin","1-Pers.-HH","","","",""
"Gerade richtig","1989","Berlin","(Ehe-)Paar ohne Kind(er)","","","",""
"Gerade richtig","1989","Berlin","Alleinerziehende","","","",""
"Gerade richtig","1989","Berlin","Paar mit Kind(ern)","","","",""
"Gerade richtig","1989","Berlin","Sonstige","","","",""
"Gerade richtig","1989","Brandenburg","1-Pers.-HH","","","",""
"Gerade richtig","1989","Brandenburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Gerade richtig","1989","Brandenburg","Alleinerziehende","","","",""
"Gerade richtig","1989","Brandenburg","Paar mit Kind(ern)","","","",""
"Gerade richtig","1989","Brandenburg","Sonstige","","","",""
"Gerade richtig","1989","Mecklenburg-Vorpommern","1-Pers.-HH","","","",""
"Gerade richtig","1989","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","",""
"Gerade richtig","1989","Mecklenburg-Vorpommern","Alleinerziehende","","","",""
"Gerade richtig","1989","Mecklenburg-Vorpommern","Paar mit Kind(ern)","","","",""
"Gerade richtig","1989","Mecklenburg-Vorpommern","Sonstige","","","",""
"Gerade richtig","1989","Sachsen","1-Pers.-HH","","","",""
"Gerade richtig","1989","Sachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Gerade richtig","1989","Sachsen","Alleinerziehende","","","",""
"Gerade richtig","1989","Sachsen","Paar mit Kind(ern)","","","",""
"Gerade richtig","1989","Sachsen","Sonstige","","","",""
"Gerade richtig","1989","Sachsen-Anhalt","1-Pers.-HH","","","",""
"Gerade richtig","1989","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","","","",""
"Gerade richtig","1989","Sachsen-Anhalt","Alleinerziehende","","","",""
"Gerade richtig","1989","Sachsen-Anhalt","Paar mit Kind(ern)","","","",""
"Gerade richtig","1989","Sachsen-Anhalt","Sonstige","","","",""
"Gerade richtig","1989","Thüringen","1-Pers.-HH","","","",""
"Gerade richtig","1989","Thüringen","(Ehe-)Paar ohne Kind(er)","","","",""
"Gerade richtig","1989","Thüringen","Alleinerziehende","","","",""
"Gerade richtig","1989","Thüringen","Paar mit Kind(ern)","","","",""
"Gerade richtig","1989","Thüringen","Sonstige","","","",""
"Etwas zu gross","1989","Schleswig-Holstein","1-Pers.-HH","","","",""
"Etwas zu gross","1989","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu gross","1989","Schleswig-Holstein","Alleinerziehende","","","",""
"Etwas zu gross","1989","Schleswig-Holstein","Paar mit Kind(ern)","","","",""
"Etwas zu gross","1989","Schleswig-Holstein","Sonstige","","","",""
"Etwas zu gross","1989","Hamburg","1-Pers.-HH","","","",""
"Etwas zu gross","1989","Hamburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu gross","1989","Hamburg","Alleinerziehende","","","",""
"Etwas zu gross","1989","Hamburg","Paar mit Kind(ern)","","","",""
"Etwas zu gross","1989","Hamburg","Sonstige","","","",""
"Etwas zu gross","1989","Niedersachsen","1-Pers.-HH","","","",""
"Etwas zu gross","1989","Niedersachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu gross","1989","Niedersachsen","Alleinerziehende","","","",""
"Etwas zu gross","1989","Niedersachsen","Paar mit Kind(ern)","","","",""
"Etwas zu gross","1989","Niedersachsen","Sonstige","","","",""
"Etwas zu gross","1989","Bremen","1-Pers.-HH","","","",""
"Etwas zu gross","1989","Bremen","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu gross","1989","Bremen","Alleinerziehende","","","",""
"Etwas zu gross","1989","Bremen","Paar mit Kind(ern)","","","",""
"Etwas zu gross","1989","Bremen","Sonstige","","","",""
"Etwas zu gross","1989","Nordrhein-Westfalen","1-Pers.-HH","","","",""
"Etwas zu gross","1989","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu gross","1989","Nordrhein-Westfalen","Alleinerziehende","","","",""
"Etwas zu gross","1989","Nordrhein-Westfalen","Paar mit Kind(ern)","","","",""
"Etwas zu gross","1989","Nordrhein-Westfalen","Sonstige","","","",""
"Etwas zu gross","1989","Hessen","1-Pers.-HH","","","",""
"Etwas zu gross","1989","Hessen","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu gross","1989","Hessen","Alleinerziehende","","","",""
"Etwas zu gross","1989","Hessen","Paar mit Kind(ern)","","","",""
"Etwas zu gross","1989","Hessen","Sonstige","","","",""
"Etwas zu gross","1989","Rheinland-Pfalz,Saarland","1-Pers.-HH","","","",""
"Etwas zu gross","1989","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu gross","1989","Rheinland-Pfalz,Saarland","Alleinerziehende","","","",""
"Etwas zu gross","1989","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","","","",""
"Etwas zu gross","1989","Rheinland-Pfalz,Saarland","Sonstige","","","",""
"Etwas zu gross","1989","Baden-Württemberg","1-Pers.-HH","","","",""
"Etwas zu gross","1989","Baden-Württemberg","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu gross","1989","Baden-Württemberg","Alleinerziehende","","","",""
"Etwas zu gross","1989","Baden-Württemberg","Paar mit Kind(ern)","","","",""
"Etwas zu gross","1989","Baden-Württemberg","Sonstige","","","",""
"Etwas zu gross","1989","Bayern","1-Pers.-HH","","","",""
"Etwas zu gross","1989","Bayern","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu gross","1989","Bayern","Alleinerziehende","","","",""
"Etwas zu gross","1989","Bayern","Paar mit Kind(ern)","","","",""
"Etwas zu gross","1989","Bayern","Sonstige","","","",""
"Etwas zu gross","1989","Saarland","1-Pers.-HH","","","",""
"Etwas zu gross","1989","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu gross","1989","Saarland","Alleinerziehende","","","",""
"Etwas zu gross","1989","Saarland","Paar mit Kind(ern)","","","",""
"Etwas zu gross","1989","Saarland","Sonstige","","","",""
"Etwas zu gross","1989","Berlin","1-Pers.-HH","","","",""
"Etwas zu gross","1989","Berlin","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu gross","1989","Berlin","Alleinerziehende","","","",""
"Etwas zu gross","1989","Berlin","Paar mit Kind(ern)","","","",""
"Etwas zu gross","1989","Berlin","Sonstige","","","",""
"Etwas zu gross","1989","Brandenburg","1-Pers.-HH","","","",""
"Etwas zu gross","1989","Brandenburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu gross","1989","Brandenburg","Alleinerziehende","","","",""
"Etwas zu gross","1989","Brandenburg","Paar mit Kind(ern)","","","",""
"Etwas zu gross","1989","Brandenburg","Sonstige","","","",""
"Etwas zu gross","1989","Mecklenburg-Vorpommern","1-Pers.-HH","","","",""
"Etwas zu gross","1989","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu gross","1989","Mecklenburg-Vorpommern","Alleinerziehende","","","",""
"Etwas zu gross","1989","Mecklenburg-Vorpommern","Paar mit Kind(ern)","","","",""
"Etwas zu gross","1989","Mecklenburg-Vorpommern","Sonstige","","","",""
"Etwas zu gross","1989","Sachsen","1-Pers.-HH","","","",""
"Etwas zu gross","1989","Sachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu gross","1989","Sachsen","Alleinerziehende","","","",""
"Etwas zu gross","1989","Sachsen","Paar mit Kind(ern)","","","",""
"Etwas zu gross","1989","Sachsen","Sonstige","","","",""
"Etwas zu gross","1989","Sachsen-Anhalt","1-Pers.-HH","","","",""
"Etwas zu gross","1989","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu gross","1989","Sachsen-Anhalt","Alleinerziehende","","","",""
"Etwas zu gross","1989","Sachsen-Anhalt","Paar mit Kind(ern)","","","",""
"Etwas zu gross","1989","Sachsen-Anhalt","Sonstige","","","",""
"Etwas zu gross","1989","Thüringen","1-Pers.-HH","","","",""
"Etwas zu gross","1989","Thüringen","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu gross","1989","Thüringen","Alleinerziehende","","","",""
"Etwas zu gross","1989","Thüringen","Paar mit Kind(ern)","","","",""
"Etwas zu gross","1989","Thüringen","Sonstige","","","",""
"Viel zu gross","1989","Schleswig-Holstein","1-Pers.-HH","","","",""
"Viel zu gross","1989","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1989","Schleswig-Holstein","Alleinerziehende","","","",""
"Viel zu gross","1989","Schleswig-Holstein","Paar mit Kind(ern)","","","",""
"Viel zu gross","1989","Schleswig-Holstein","Sonstige","","","",""
"Viel zu gross","1989","Hamburg","1-Pers.-HH","","","",""
"Viel zu gross","1989","Hamburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1989","Hamburg","Alleinerziehende","","","",""
"Viel zu gross","1989","Hamburg","Paar mit Kind(ern)","","","",""
"Viel zu gross","1989","Hamburg","Sonstige","","","",""
"Viel zu gross","1989","Niedersachsen","1-Pers.-HH","","","",""
"Viel zu gross","1989","Niedersachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1989","Niedersachsen","Alleinerziehende","","","",""
"Viel zu gross","1989","Niedersachsen","Paar mit Kind(ern)","","","",""
"Viel zu gross","1989","Niedersachsen","Sonstige","","","",""
"Viel zu gross","1989","Bremen","1-Pers.-HH","","","",""
"Viel zu gross","1989","Bremen","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1989","Bremen","Alleinerziehende","","","",""
"Viel zu gross","1989","Bremen","Paar mit Kind(ern)","","","",""
"Viel zu gross","1989","Bremen","Sonstige","","","",""
"Viel zu gross","1989","Nordrhein-Westfalen","1-Pers.-HH","","","",""
"Viel zu gross","1989","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1989","Nordrhein-Westfalen","Alleinerziehende","","","",""
"Viel zu gross","1989","Nordrhein-Westfalen","Paar mit Kind(ern)","","","",""
"Viel zu gross","1989","Nordrhein-Westfalen","Sonstige","","","",""
"Viel zu gross","1989","Hessen","1-Pers.-HH","","","",""
"Viel zu gross","1989","Hessen","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1989","Hessen","Alleinerziehende","","","",""
"Viel zu gross","1989","Hessen","Paar mit Kind(ern)","","","",""
"Viel zu gross","1989","Hessen","Sonstige","","","",""
"Viel zu gross","1989","Rheinland-Pfalz,Saarland","1-Pers.-HH","","","",""
"Viel zu gross","1989","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1989","Rheinland-Pfalz,Saarland","Alleinerziehende","","","",""
"Viel zu gross","1989","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","","","",""
"Viel zu gross","1989","Rheinland-Pfalz,Saarland","Sonstige","","","",""
"Viel zu gross","1989","Baden-Württemberg","1-Pers.-HH","","","",""
"Viel zu gross","1989","Baden-Württemberg","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1989","Baden-Württemberg","Alleinerziehende","","","",""
"Viel zu gross","1989","Baden-Württemberg","Paar mit Kind(ern)","","","",""
"Viel zu gross","1989","Baden-Württemberg","Sonstige","","","",""
"Viel zu gross","1989","Bayern","1-Pers.-HH","","","",""
"Viel zu gross","1989","Bayern","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1989","Bayern","Alleinerziehende","","","",""
"Viel zu gross","1989","Bayern","Paar mit Kind(ern)","","","",""
"Viel zu gross","1989","Bayern","Sonstige","","","",""
"Viel zu gross","1989","Saarland","1-Pers.-HH","","","",""
"Viel zu gross","1989","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1989","Saarland","Alleinerziehende","","","",""
"Viel zu gross","1989","Saarland","Paar mit Kind(ern)","","","",""
"Viel zu gross","1989","Saarland","Sonstige","","","",""
"Viel zu gross","1989","Berlin","1-Pers.-HH","","","",""
"Viel zu gross","1989","Berlin","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1989","Berlin","Alleinerziehende","","","",""
"Viel zu gross","1989","Berlin","Paar mit Kind(ern)","","","",""
"Viel zu gross","1989","Berlin","Sonstige","","","",""
"Viel zu gross","1989","Brandenburg","1-Pers.-HH","","","",""
"Viel zu gross","1989","Brandenburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1989","Brandenburg","Alleinerziehende","","","",""
"Viel zu gross","1989","Brandenburg","Paar mit Kind(ern)","","","",""
"Viel zu gross","1989","Brandenburg","Sonstige","","","",""
"Viel zu gross","1989","Mecklenburg-Vorpommern","1-Pers.-HH","","","",""
"Viel zu gross","1989","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1989","Mecklenburg-Vorpommern","Alleinerziehende","","","",""
"Viel zu gross","1989","Mecklenburg-Vorpommern","Paar mit Kind(ern)","","","",""
"Viel zu gross","1989","Mecklenburg-Vorpommern","Sonstige","","","",""
"Viel zu gross","1989","Sachsen","1-Pers.-HH","","","",""
"Viel zu gross","1989","Sachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1989","Sachsen","Alleinerziehende","","","",""
"Viel zu gross","1989","Sachsen","Paar mit Kind(ern)","","","",""
"Viel zu gross","1989","Sachsen","Sonstige","","","",""
"Viel zu gross","1989","Sachsen-Anhalt","1-Pers.-HH","","","",""
"Viel zu gross","1989","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1989","Sachsen-Anhalt","Alleinerziehende","","","",""
"Viel zu gross","1989","Sachsen-Anhalt","Paar mit Kind(ern)","","","",""
"Viel zu gross","1989","Sachsen-Anhalt","Sonstige","","","",""
"Viel zu gross","1989","Thüringen","1-Pers.-HH","","","",""
"Viel zu gross","1989","Thüringen","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","1989","Thüringen","Alleinerziehende","","","",""
"Viel zu gross","1989","Thüringen","Paar mit Kind(ern)","","","",""
"Viel zu gross","1989","Thüringen","Sonstige","","","",""
"Viel zu klein","1990","Schleswig-Holstein","1-Pers.-HH","","","",""
"Viel zu klein","1990","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","1990","Schleswig-Holstein","Alleinerziehende","","","",""
"Viel zu klein","1990","Schleswig-Holstein","Paar mit Kind(ern)","","","",""
"Viel zu klein","1990","Schleswig-Holstein","Sonstige","","","",""
"Viel zu klein","1990","Hamburg","1-Pers.-HH","","","",""
"Viel zu klein","1990","Hamburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","1990","Hamburg","Alleinerziehende","","","",""
"Viel zu klein","1990","Hamburg","Paar mit Kind(ern)","","","",""
"Viel zu klein","1990","Hamburg","Sonstige","","","",""
"Viel zu klein","1990","Niedersachsen","1-Pers.-HH","","","",""
"Viel zu klein","1990","Niedersachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","1990","Niedersachsen","Alleinerziehende","","","",""
"Viel zu klein","1990","Niedersachsen","Paar mit Kind(ern)","","","",""
"Viel zu klein","1990","Niedersachsen","Sonstige","","","",""
"Viel zu klein","1990","Bremen","1-Pers.-HH","","","",""
"Viel zu klein","1990","Bremen","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","1990","Bremen","Alleinerziehende","","","",""
"Viel zu klein","1990","Bremen","Paar mit Kind(ern)","","","",""
"Viel zu klein","1990","Bremen","Sonstige","","","",""
"Viel zu klein","1990","Nordrhein-Westfalen","1-Pers.-HH","","","",""
"Viel zu klein","1990","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","1990","Nordrhein-Westfalen","Alleinerziehende","","","",""
"Viel zu klein","1990","Nordrhein-Westfalen","Paar mit Kind(ern)","","","",""
"Viel zu klein","1990","Nordrhein-Westfalen","Sonstige","","","",""
"Viel zu klein","1990","Hessen","1-Pers.-HH","","","",""
"Viel zu klein","1990","Hessen","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","1990","Hessen","Alleinerziehende","","","",""
"Viel zu klein","1990","Hessen","Paar mit Kind(ern)","","","",""
"Viel zu klein","1990","Hessen","Sonstige","","","",""
"Viel zu klein","1990","Rheinland-Pfalz,Saarland","1-Pers.-HH","","","",""
"Viel zu klein","1990","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","1990","Rheinland-Pfalz,Saarland","Alleinerziehende","","","",""
"Viel zu klein","1990","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","","","",""
"Viel zu klein","1990","Rheinland-Pfalz,Saarland","Sonstige","","","",""
"Viel zu klein","1990","Baden-Württemberg","1-Pers.-HH","","","",""
"Viel zu klein","1990","Baden-Württemberg","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","1990","Baden-Württemberg","Alleinerziehende","","","",""
"Viel zu klein","1990","Baden-Württemberg","Paar mit Kind(ern)","","","",""
"Viel zu klein","1990","Baden-Württemberg","Sonstige","","","",""
"Viel zu klein","1990","Bayern","1-Pers.-HH","","","",""
"Viel zu klein","1990","Bayern","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","1990","Bayern","Alleinerziehende","","","",""
"Viel zu klein","1990","Bayern","Paar mit Kind(ern)","","","",""
"Viel zu klein","1990","Bayern","Sonstige","","","",""
"Viel zu klein","1990","Saarland","1-Pers.-HH","","","",""
"Viel zu klein","1990","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","1990","Saarland","Alleinerziehende","","","",""
"Viel zu klein","1990","Saarland","Paar mit Kind(ern)","","","",""
"Viel zu klein","1990","Saarland","Sonstige","","","",""
"Viel zu klein","1990","Berlin","1-Pers.-HH","","","",""
"Viel zu klein","1990","Berlin","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","1990","Berlin","Alleinerziehende","","","",""
"Viel zu klein","1990","Berlin","Paar mit Kind(ern)","","","",""
"Viel zu klein","1990","Berlin","Sonstige","","","",""
"Viel zu klein","1990","Brandenburg","1-Pers.-HH","","","",""
"Viel zu klein","1990","Brandenburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","1990","Brandenburg","Alleinerziehende","","","",""
"Viel zu klein","1990","Brandenburg","Paar mit Kind(ern)","66","0.0949984887490089","0.0734156794258775","0.11658129807214"
"Viel zu klein","1990","Brandenburg","Sonstige","","","",""
"Viel zu klein","1990","Mecklenburg-Vorpommern","1-Pers.-HH","","","",""
"Viel zu klein","1990","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","1990","Mecklenburg-Vorpommern","Alleinerziehende","","","",""
"Viel zu klein","1990","Mecklenburg-Vorpommern","Paar mit Kind(ern)","65","0.130372461718699","0.101092142315682","0.159652781121716"
"Viel zu klein","1990","Mecklenburg-Vorpommern","Sonstige","","","",""
"Viel zu klein","1990","Sachsen","1-Pers.-HH","","","",""
"Viel zu klein","1990","Sachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","1990","Sachsen","Alleinerziehende","","","",""
"Viel zu klein","1990","Sachsen","Paar mit Kind(ern)","137","0.131012330441449","0.111528033281428","0.150496627601471"
"Viel zu klein","1990","Sachsen","Sonstige","","","",""
"Viel zu klein","1990","Sachsen-Anhalt","1-Pers.-HH","","","",""
"Viel zu klein","1990","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","1990","Sachsen-Anhalt","Alleinerziehende","","","",""
"Viel zu klein","1990","Sachsen-Anhalt","Paar mit Kind(ern)","69","0.0936105161291331","0.0727777052443837","0.114443327013882"
"Viel zu klein","1990","Sachsen-Anhalt","Sonstige","","","",""
"Viel zu klein","1990","Thüringen","1-Pers.-HH","","","",""
"Viel zu klein","1990","Thüringen","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","1990","Thüringen","Alleinerziehende","","","",""
"Viel zu klein","1990","Thüringen","Paar mit Kind(ern)","54","0.0906546506948771","0.0693393643421209","0.111969937047633"
"Viel zu klein","1990","Thüringen","Sonstige","","","",""
"Etwas zu klein","1990","Schleswig-Holstein","1-Pers.-HH","","","",""
"Etwas zu klein","1990","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu klein","1990","Schleswig-Holstein","Alleinerziehende","","","",""
"Etwas zu klein","1990","Schleswig-Holstein","Paar mit Kind(ern)","","","",""
"Etwas zu klein","1990","Schleswig-Holstein","Sonstige","","","",""
"Etwas zu klein","1990","Hamburg","1-Pers.-HH","","","",""
"Etwas zu klein","1990","Hamburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu klein","1990","Hamburg","Alleinerziehende","","","",""
"Etwas zu klein","1990","Hamburg","Paar mit Kind(ern)","","","",""
"Etwas zu klein","1990","Hamburg","Sonstige","","","",""
"Etwas zu klein","1990","Niedersachsen","1-Pers.-HH","","","",""
"Etwas zu klein","1990","Niedersachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu klein","1990","Niedersachsen","Alleinerziehende","","","",""
"Etwas zu klein","1990","Niedersachsen","Paar mit Kind(ern)","","","",""
"Etwas zu klein","1990","Niedersachsen","Sonstige","","","",""
"Etwas zu klein","1990","Bremen","1-Pers.-HH","","","",""
"Etwas zu klein","1990","Bremen","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu klein","1990","Bremen","Alleinerziehende","","","",""
"Etwas zu klein","1990","Bremen","Paar mit Kind(ern)","","","",""
"Etwas zu klein","1990","Bremen","Sonstige","","","",""
"Etwas zu klein","1990","Nordrhein-Westfalen","1-Pers.-HH","","","",""
"Etwas zu klein","1990","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu klein","1990","Nordrhein-Westfalen","Alleinerziehende","","","",""
"Etwas zu klein","1990","Nordrhein-Westfalen","Paar mit Kind(ern)","","","",""
"Etwas zu klein","1990","Nordrhein-Westfalen","Sonstige","","","",""
"Etwas zu klein","1990","Hessen","1-Pers.-HH","","","",""
"Etwas zu klein","1990","Hessen","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu klein","1990","Hessen","Alleinerziehende","","","",""
"Etwas zu klein","1990","Hessen","Paar mit Kind(ern)","","","",""
"Etwas zu klein","1990","Hessen","Sonstige","","","",""
"Etwas zu klein","1990","Rheinland-Pfalz,Saarland","1-Pers.-HH","","","",""
"Etwas zu klein","1990","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu klein","1990","Rheinland-Pfalz,Saarland","Alleinerziehende","","","",""
"Etwas zu klein","1990","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","","","",""
"Etwas zu klein","1990","Rheinland-Pfalz,Saarland","Sonstige","","","",""
"Etwas zu klein","1990","Baden-Württemberg","1-Pers.-HH","","","",""
"Etwas zu klein","1990","Baden-Württemberg","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu klein","1990","Baden-Württemberg","Alleinerziehende","","","",""
"Etwas zu klein","1990","Baden-Württemberg","Paar mit Kind(ern)","","","",""
"Etwas zu klein","1990","Baden-Württemberg","Sonstige","","","",""
"Etwas zu klein","1990","Bayern","1-Pers.-HH","","","",""
"Etwas zu klein","1990","Bayern","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu klein","1990","Bayern","Alleinerziehende","","","",""
"Etwas zu klein","1990","Bayern","Paar mit Kind(ern)","","","",""
"Etwas zu klein","1990","Bayern","Sonstige","","","",""
"Etwas zu klein","1990","Saarland","1-Pers.-HH","","","",""
"Etwas zu klein","1990","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu klein","1990","Saarland","Alleinerziehende","","","",""
"Etwas zu klein","1990","Saarland","Paar mit Kind(ern)","","","",""
"Etwas zu klein","1990","Saarland","Sonstige","","","",""
