year,migback,pgisced97,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Direct migration background,Lower Secondary Level,At least once per week,0.03655,111,1218,0.02601,0.04709
2019,Direct migration background,Lower Secondary Level,At least once per month,0.22918,310,1218,0.20556,0.25279
2019,Direct migration background,Lower Secondary Level,Seldom,0.46355,537,1218,0.43554,0.49157
2019,Direct migration background,Lower Secondary Level,Never,0.26893,260,1218,0.24402,0.29384
2019,Direct migration background,Upper Secondary Level,At least once per week,0.04681,143,1794,0.03703,0.05659
2019,Direct migration background,Upper Secondary Level,At least once per month,0.25825,526,1794,0.23799,0.27851
2019,Direct migration background,Upper Secondary Level,Seldom,0.52013,832,1794,0.49700,0.54325
2019,Direct migration background,Upper Secondary Level,Never,0.17107,293,1794,0.15363,0.18850
2019,Direct migration background,Post-secondary Non-tertiary Level,At least once per week,0.06357,45,613,0.04424,0.08290
2019,Direct migration background,Post-secondary Non-tertiary Level,At least once per month,0.26360,172,613,0.22869,0.29850
2019,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.51293,305,613,0.47333,0.55253
2019,Direct migration background,Post-secondary Non-tertiary Level,Never,0.15910,91,613,0.13012,0.18808
2019,Direct migration background,First Stage of Tertiary Education,Seldom,0.53273,47,47,0.38854,0.67691
2019,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.05127,159,1638,0.04058,0.06195
2019,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.46776,676,1638,0.44359,0.49193
2019,Direct migration background,Second Stage of Tertiary Education,Seldom,0.41498,664,1638,0.39111,0.43885
2019,Direct migration background,Second Stage of Tertiary Education,Never,0.06545,139,1638,0.05347,0.07743
2019,Indirect migration background,No answer / don't know,Seldom,0.57370,58,58,0.44532,0.70209
2019,Indirect migration background,Pre-primary Level,Seldom,0.54425,40,40,0.38794,0.70056
2019,Indirect migration background,Lower Secondary Level,At least once per month,0.14133,42,195,0.09231,0.19035
2019,Indirect migration background,Lower Secondary Level,Seldom,0.70110,153,195,0.63668,0.76551
2019,Indirect migration background,Upper Secondary Level,At least once per week,0.03971,43,628,0.02443,0.05500
2019,Indirect migration background,Upper Secondary Level,At least once per month,0.26854,187,628,0.23384,0.30323
2019,Indirect migration background,Upper Secondary Level,Seldom,0.60271,343,628,0.56441,0.64101
2019,Indirect migration background,Upper Secondary Level,Never,0.08446,55,628,0.06270,0.10623
2019,Indirect migration background,Post-secondary Non-tertiary Level,At least once per month,0.25854,49,119,0.17954,0.33754
2019,Indirect migration background,Post-secondary Non-tertiary Level,Seldom,0.63999,70,119,0.55338,0.72659
2019,Indirect migration background,Second Stage of Tertiary Education,At least once per month,0.47156,138,254,0.41005,0.53308
2019,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.38850,116,254,0.32844,0.44856
