year,pgisced97,regtyp,pli0082,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Upper Secondary Level,Urban regions,Never,0.17081,66,388,0.13332,0.20831
2018,Upper Secondary Level,Rural regions,At least once per month,0.26367,41,95,0.17459,0.35274
2018,Upper Secondary Level,Rural regions,Seldom,0.38722,54,95,0.28875,0.48570
2018,Second Stage of Tertiary Education,Urban regions,At least once per week,0.17542,89,429,0.13939,0.21146
2018,Second Stage of Tertiary Education,Urban regions,At least once per month,0.25291,123,429,0.21173,0.29409
2018,Second Stage of Tertiary Education,Urban regions,Seldom,0.31152,140,429,0.26764,0.35539
2018,Second Stage of Tertiary Education,Urban regions,Never,0.23932,77,429,0.19889,0.27974
2018,Second Stage of Tertiary Education,Rural regions,At least once per month,0.31604,39,85,0.21661,0.41546
2018,Second Stage of Tertiary Education,Rural regions,Seldom,0.33519,46,85,0.23424,0.43614
2019,No answer / don't know,Urban regions,At least once per week,0.06038,47,537,0.04022,0.08055
2019,No answer / don't know,Urban regions,At least once per month,0.21835,131,537,0.18337,0.25332
2019,No answer / don't know,Urban regions,Seldom,0.51241,256,537,0.47009,0.55473
2019,No answer / don't know,Urban regions,Never,0.20574,103,537,0.17152,0.23996
2019,No answer / don't know,Rural regions,At least once per month,0.27249,57,221,0.21366,0.33133
2019,No answer / don't know,Rural regions,Seldom,0.47342,111,221,0.40744,0.53940
2019,No answer / don't know,Rural regions,Never,0.21417,53,221,0.15996,0.26838
2019,Pre-primary Level,Urban regions,At least once per month,0.27537,82,219,0.21607,0.33467
2019,Pre-primary Level,Urban regions,Seldom,0.60146,137,219,0.53647,0.66646
2019,Pre-primary Level,Rural regions,At least once per month,0.35464,31,72,0.24335,0.46592
2019,Pre-primary Level,Rural regions,Seldom,0.41880,41,72,0.30404,0.53357
2019,Primary Level,Urban regions,At least once per week,0.03258,115,1070,0.02194,0.04322
2019,Primary Level,Urban regions,At least once per month,0.12301,299,1070,0.10332,0.14270
2019,Primary Level,Urban regions,Seldom,0.55099,412,1070,0.52117,0.58081
2019,Primary Level,Urban regions,Never,0.29147,244,1070,0.26423,0.31871
2019,Primary Level,Rural regions,At least once per week,0.03899,44,426,0.02059,0.05739
2019,Primary Level,Rural regions,At least once per month,0.22938,125,426,0.18941,0.26936
2019,Primary Level,Rural regions,Seldom,0.32138,165,426,0.27698,0.36578
2019,Primary Level,Rural regions,Never,0.40771,92,426,0.36099,0.45443
2019,Lower Secondary Level,Urban regions,At least once per week,0.02827,120,1907,0.02083,0.03571
2019,Lower Secondary Level,Urban regions,At least once per month,0.20048,419,1907,0.18251,0.21845
2019,Lower Secondary Level,Urban regions,Seldom,0.51720,962,1907,0.49476,0.53963
2019,Lower Secondary Level,Urban regions,Never,0.25225,406,1907,0.23275,0.27175
2019,Lower Secondary Level,Rural regions,At least once per week,0.05539,66,1072,0.04169,0.06908
2019,Lower Secondary Level,Rural regions,At least once per month,0.21958,271,1072,0.19479,0.24437
2019,Lower Secondary Level,Rural regions,Seldom,0.47520,508,1072,0.44530,0.50511
2019,Lower Secondary Level,Rural regions,Never,0.24724,227,1072,0.22140,0.27308
2019,Upper Secondary Level,No answer / don't know,At least once per month,0.36970,94,196,0.30195,0.43746
2019,Upper Secondary Level,No answer / don't know,Seldom,0.46397,102,196,0.39398,0.53397
2019,Upper Secondary Level,Urban regions,Daily,0.00184,37,6964,0.00084,0.00285
2019,Upper Secondary Level,Urban regions,At least once per week,0.04172,390,6964,0.03702,0.04641
2019,Upper Secondary Level,Urban regions,At least once per month,0.29286,2159,6964,0.28217,0.30355
2019,Upper Secondary Level,Urban regions,Seldom,0.53511,3612,6964,0.52339,0.54682
2019,Upper Secondary Level,Urban regions,Never,0.12847,766,6964,0.12061,0.13633
2019,Upper Secondary Level,Rural regions,At least once per week,0.04578,222,4424,0.03962,0.05194
2019,Upper Secondary Level,Rural regions,At least once per month,0.26206,1278,4424,0.24910,0.27502
2019,Upper Secondary Level,Rural regions,Seldom,0.56025,2400,4424,0.54563,0.57488
2019,Upper Secondary Level,Rural regions,Never,0.13097,524,4424,0.12103,0.14092
2019,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.04221,78,1573,0.03227,0.05215
2019,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.32707,566,1573,0.30388,0.35027
2019,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.55199,818,1573,0.52741,0.57657
2019,Post-secondary Non-tertiary Level,Urban regions,Never,0.07532,111,1573,0.06227,0.08836
2019,Post-secondary Non-tertiary Level,Rural regions,At least once per week,0.06625,41,615,0.04658,0.08593
2019,Post-secondary Non-tertiary Level,Rural regions,At least once per month,0.31679,211,615,0.27999,0.35359
2019,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.53325,319,615,0.49379,0.57271
2019,Post-secondary Non-tertiary Level,Rural regions,Never,0.08289,44,615,0.06108,0.10470
2019,First Stage of Tertiary Education,Urban regions,At least once per week,0.03384,47,946,0.02232,0.04537
2019,First Stage of Tertiary Education,Urban regions,At least once per month,0.35742,367,946,0.32686,0.38797
2019,First Stage of Tertiary Education,Urban regions,Seldom,0.54986,488,946,0.51814,0.58158
2019,First Stage of Tertiary Education,Urban regions,Never,0.05888,44,946,0.04387,0.07388
2019,First Stage of Tertiary Education,Rural regions,At least once per month,0.31602,262,654,0.28036,0.35168
2019,First Stage of Tertiary Education,Rural regions,Seldom,0.56371,350,654,0.52567,0.60175
2019,First Stage of Tertiary Education,Rural regions,Never,0.08042,42,654,0.05956,0.10127
2019,Second Stage of Tertiary Education,No answer / don't know,At least once per month,0.50224,101,154,0.42302,0.58147
2019,Second Stage of Tertiary Education,No answer / don't know,Seldom,0.30086,53,154,0.22819,0.37353
2019,Second Stage of Tertiary Education,Urban regions,At least once per week,0.06513,419,5327,0.05850,0.07175
2019,Second Stage of Tertiary Education,Urban regions,At least once per month,0.45601,2460,5327,0.44263,0.46938
2019,Second Stage of Tertiary Education,Urban regions,Seldom,0.43561,2244,5327,0.42230,0.44893
2019,Second Stage of Tertiary Education,Urban regions,Never,0.04252,204,5327,0.03710,0.04794
2019,Second Stage of Tertiary Education,Rural regions,At least once per week,0.05413,149,2016,0.04425,0.06401
2019,Second Stage of Tertiary Education,Rural regions,At least once per month,0.41395,915,2016,0.39245,0.43546
2019,Second Stage of Tertiary Education,Rural regions,Seldom,0.48266,863,2016,0.46084,0.50447
2019,Second Stage of Tertiary Education,Rural regions,Never,0.04657,89,2016,0.03737,0.05577
