"pli0082","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Woche","2001","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2001","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2001","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2001","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2001","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2001","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2001","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2001","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2001","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2001","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2001","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2001","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2001","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2001","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2001","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2001","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2001","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2001","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2001","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2001","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2003","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2003","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2003","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2003","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2003","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2003","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2003","kein Migrationshintergrund","Westdeutschland","701","0.049083686150611","0.0454360851665242","0.0527312871346977"
"Min 1x pro Woche","2003","kein Migrationshintergrund","Ostdeutschland","252","0.0472419699729958","0.0414717251737933","0.0530122147721982"
"Min 1x pro Woche","2003","direkter Migrationshintergrund","Westdeutschland","78","0.0261438218895398","0.0198790390409501","0.0324086047381294"
"Min 1x pro Woche","2003","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2003","indirekter Migrationshintergrund","Westdeutschland","33","0.0490556139679491","0.0335567240192554","0.0645545039166427"
"Min 1x pro Woche","2003","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2003","kein Migrationshintergrund","Westdeutschland","3751","0.257402503815585","0.250020900312705","0.264784107318466"
"Min 1x pro Monat","2003","kein Migrationshintergrund","Ostdeutschland","1238","0.230487106694243","0.219032763314879","0.241941450073607"
"Min 1x pro Monat","2003","direkter Migrationshintergrund","Westdeutschland","462","0.189327293163995","0.173945624188771","0.204708962139219"
"Min 1x pro Monat","2003","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2003","indirekter Migrationshintergrund","Westdeutschland","154","0.176973870049793","0.149587147429137","0.20436059267045"
"Min 1x pro Monat","2003","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2003","kein Migrationshintergrund","Westdeutschland","7685","0.57164612042589","0.563291387481741","0.580000853370039"
"Seltener","2003","kein Migrationshintergrund","Ostdeutschland","3127","0.59230705182773","0.57894174352859","0.605672360126871"
"Seltener","2003","direkter Migrationshintergrund","Westdeutschland","1409","0.55693354338355","0.537430149313368","0.576436937453731"
"Seltener","2003","direkter Migrationshintergrund","Ostdeutschland","50","0.504975566520245","0.408885184136516","0.601065948903975"
"Seltener","2003","indirekter Migrationshintergrund","Westdeutschland","432","0.578483731169246","0.543048813929193","0.613918648409298"
"Seltener","2003","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2003","kein Migrationshintergrund","Westdeutschland","1324","0.120554188353703","0.115056713088042","0.126051663619364"
"Nie","2003","kein Migrationshintergrund","Ostdeutschland","574","0.129531183646906","0.12039840975522","0.138663957538592"
"Nie","2003","direkter Migrationshintergrund","Westdeutschland","542","0.226753048767733","0.210312748408799","0.243193349126666"
"Nie","2003","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2003","indirekter Migrationshintergrund","Westdeutschland","126","0.194027990825348","0.16565070528363","0.222405276367066"
"Nie","2003","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2004","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2004","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2004","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2004","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2004","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2004","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2004","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2004","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2004","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2004","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2004","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2004","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2004","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2004","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2004","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2004","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2004","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2004","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2004","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2004","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2004","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2004","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2004","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2004","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2004","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2004","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2005","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2005","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2005","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2005","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2005","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2005","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2005","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2005","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2005","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2005","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2005","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2005","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2005","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2005","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2005","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2005","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2005","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2005","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2005","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2005","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2005","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2005","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2005","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2005","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2005","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2005","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2007","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2007","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2007","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2007","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2007","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2007","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2007","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2007","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2007","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2007","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2007","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2007","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2007","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2007","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2007","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2007","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2007","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2007","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2007","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2007","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2007","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2007","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2007","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2007","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2007","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2007","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2007","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2007","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2007","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2007","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2008","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2008","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2008","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2008","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2008","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2008","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2008","kein Migrationshintergrund","Westdeutschland","361","0.0297012788508182","0.0266562863197762","0.0327462713818601"
"Min 1x pro Woche","2008","kein Migrationshintergrund","Ostdeutschland","140","0.0290839206229943","0.0242456807262408","0.0339221605197479"
"Min 1x pro Woche","2008","direkter Migrationshintergrund","Westdeutschland","34","0.0191770486084691","0.0128727417208996","0.0254813554960386"
"Min 1x pro Woche","2008","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2008","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2008","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2008","kein Migrationshintergrund","Westdeutschland","2806","0.215863580266169","0.20848400395162","0.223243156580718"
"Min 1x pro Monat","2008","kein Migrationshintergrund","Ostdeutschland","958","0.199660057830607","0.188150651616794","0.21116946404442"
"Min 1x pro Monat","2008","direkter Migrationshintergrund","Westdeutschland","264","0.136607373445664","0.120820635863149","0.152394111028179"
"Min 1x pro Monat","2008","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2008","indirekter Migrationshintergrund","Westdeutschland","133","0.166050725974318","0.138888168049394","0.193213283899242"
"Min 1x pro Monat","2008","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2008","kein Migrationshintergrund","Westdeutschland","7160","0.595837481507172","0.587035349958682","0.604639613055662"
"Seltener","2008","kein Migrationshintergrund","Ostdeutschland","2775","0.579421505046824","0.565208336292086","0.593634673801562"
"Seltener","2008","direkter Migrationshintergrund","Westdeutschland","1095","0.587561649732634","0.564933064984581","0.610190234480687"
"Seltener","2008","direkter Migrationshintergrund","Ostdeutschland","43","0.57736708120078","0.46774237065895","0.68699179174261"
"Seltener","2008","indirekter Migrationshintergrund","Westdeutschland","436","0.616292798939897","0.580797243199782","0.651788354680012"
"Seltener","2008","indirekter Migrationshintergrund","Ostdeutschland","30","0.78818611057137","0.664615539978287","0.911756681164454"
"Nie","2008","kein Migrationshintergrund","Westdeutschland","1605","0.157582026161649","0.151046763007066","0.164117289316231"
"Nie","2008","kein Migrationshintergrund","Ostdeutschland","759","0.191653753156685","0.180321208120693","0.202986298192678"
"Nie","2008","direkter Migrationshintergrund","Westdeutschland","423","0.254883915423004","0.23485145304462","0.274916377801388"
"Nie","2008","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2008","indirekter Migrationshintergrund","Westdeutschland","140","0.196435323478265","0.167435145006249","0.22543550195028"
"Nie","2008","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2009","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2009","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2009","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2009","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2009","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2009","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2009","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2009","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2009","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2009","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2009","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2009","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2009","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2009","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2009","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2009","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2009","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2009","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2009","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2009","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2009","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2009","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2009","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2009","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2009","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2009","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2009","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2009","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2009","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2009","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2010","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2010","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2010","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2010","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2010","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2010","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2010","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2010","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2010","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2010","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2010","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2010","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2010","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2010","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2010","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2010","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2010","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2010","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2010","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2010","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2010","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2010","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2010","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2010","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2010","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2010","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2010","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2010","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2010","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2010","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2011","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2011","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2011","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2011","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2011","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2011","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2011","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2011","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2011","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2011","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2011","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2011","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2011","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2011","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2011","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2011","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2011","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2011","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2011","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2011","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2011","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2011","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2011","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2011","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2011","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2011","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2011","direkter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2011","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2011","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Nie","2011","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2012","kein Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2012","kein Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2012","direkter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2012","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Taeglich","2012","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Taeglich","2012","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2012","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2012","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Woche","2012","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","kein Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2012","kein Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","direkter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2012","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Min 1x pro Monat","2012","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2012","kein Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2012","kein Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2012","direkter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2012","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Seltener","2012","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Seltener","2012","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2012","kein Migrationshintergrund","Westdeutschland","","","",""
"Nie","2012","kein Migrationshintergrund","Ostdeutschland","","","",""
"Nie","2012","direkter Migrationshintergrund","Westdeutschland","","","",""
