syear,age_gr,regtyp,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2019,46-65 J.,Urban regions,6.670684553845809,6.643962216347028,6.697406891344589,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6857.0
2019,46-65 J.,Rural regions,6.411228708504189,6.3748496293266586,6.4476077876817195,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3809.0
2019,66 und älter,Urban regions,6.906065042541248,6.866487625708743,6.945642459373753,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,3212.0
2019,66 und älter,Rural regions,6.825372581093404,6.775860878145391,6.874884284041418,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1858.0
2020,17-29 J.,Urban regions,6.222022461158312,6.1826344743575055,6.261410447959119,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,3552.0
2020,17-29 J.,Rural regions,6.028757609169366,5.9621703398967165,6.095344878442016,4.0,6.0,8.0,0.0,10.0,6.0,5.0,6.0,1380.0
2020,30-45 J.,Urban regions,6.559390875776508,6.530032288860467,6.588749462692548,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,5598.0
2020,30-45 J.,Rural regions,6.59908346321778,6.555575176811397,6.642591749624163,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2472.0
2020,46-65 J.,Urban regions,6.572000272715833,6.544487182745212,6.599513362686454,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,6670.0
2020,46-65 J.,Rural regions,6.4871865930645845,6.449769127617095,6.5246040585120735,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3585.0
2020,66 und älter,Urban regions,6.940460315614887,6.901923796717457,6.978996834512317,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,3063.0
2020,66 und älter,Rural regions,6.802494398987971,6.752923519622426,6.852065278353516,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,1794.0
2021,17-29 J.,Urban regions,6.556338957558148,6.507081314836311,6.605596600279984,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,2221.0
2021,17-29 J.,Rural regions,6.236674806766344,6.149200813827262,6.324148799705426,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0,826.0
2021,30-45 J.,Urban regions,6.768000852456652,6.732268528874914,6.8037331760383895,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0,3651.0
2021,30-45 J.,Rural regions,6.803344729176358,6.748789540397048,6.857899917955667,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,1536.0
2021,46-65 J.,Urban regions,6.889907597657546,6.857380135099871,6.9224350602152205,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,4751.0
2021,46-65 J.,Rural regions,6.749522641419214,6.704911050568281,6.794134232270148,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0,2433.0
2021,66 und älter,Urban regions,7.214505557344699,7.169886282867404,7.259124831821994,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2241.0
2021,66 und älter,Rural regions,7.0142243741398005,6.9564579533437545,7.0719907949358465,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,1320.0
