,Unnamed: 0,year,bula_h,pgisced97,ple0012,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
279,279,2015,North Rhine-Westphalia,Upper Secondary Level,Yes,0.08941,182,23394,0.07876,0.10155
280,280,2015,North Rhine-Westphalia,Upper Secondary Level,No,0.91059,2072,23394,0.86377,0.95869
281,281,2015,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,1.0,530,23394,0.8915,1.09917
282,282,2015,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.13568,31,23394,0.08673,0.19279
283,283,2015,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.86432,232,23394,0.73638,0.97519
284,284,2015,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.06603,53,23394,0.0505,0.08656
285,285,2015,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.93397,1025,23394,0.86541,1.02001
286,286,2015,Hesse,Lower Secondary Level,No,1.0,154,23394,0.87923,1.18446
287,287,2015,Hesse,Upper Secondary Level,Yes,0.13266,69,23394,0.10084,0.16077
288,288,2015,Hesse,Upper Secondary Level,No,0.86734,640,23394,0.79972,0.93768
289,289,2015,Hesse,Post-secondary Non-tertiary Level,No,1.0,146,23394,0.81373,1.18556
290,290,2015,Hesse,First Stage of Tertiary Education,No,1.0,73,23394,0.74425,1.23874
291,291,2015,Hesse,Second Stage of Tertiary Education,No,1.0,455,23394,0.91127,1.12265
292,292,2015,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,223,23394,0.87453,1.14013
293,293,2015,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.09654,55,23394,0.08099,0.11
294,294,2015,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.90346,650,23394,0.83097,0.98726
295,295,2015,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,1.0,110,23394,0.69784,1.31303
296,296,2015,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,88,23394,0.83356,1.17812
297,297,2015,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,257,23394,0.86975,1.12278
298,298,2015,Baden-Wuerttemberg,Pre-primary Level,No,1.0,45,23394,0.678,1.34541
299,299,2015,Baden-Wuerttemberg,Lower Secondary Level,No,1.0,331,23394,0.90169,1.11041
300,300,2015,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.07141,86,23394,0.05856,0.0847
301,301,2015,Baden-Wuerttemberg,Upper Secondary Level,No,0.92859,1209,23394,0.87369,0.99211
302,302,2015,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,215,23394,0.84085,1.18104
303,303,2015,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,194,23394,0.8475,1.16727
304,304,2015,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,1.0,731,23394,0.90933,1.10937
305,305,2015,Bavaria,Pre-primary Level,No,1.0,42,23394,0.60471,1.5804
306,306,2015,Bavaria,Primary Level,No,1.0,42,23394,0.60524,1.40563
307,307,2015,Bavaria,Lower Secondary Level,Yes,0.09543,34,23394,0.07252,0.12338
308,308,2015,Bavaria,Lower Secondary Level,No,0.90457,372,23394,0.81733,1.01299
309,309,2015,Bavaria,Upper Secondary Level,Yes,0.07131,127,23394,0.06017,0.08257
310,310,2015,Bavaria,Upper Secondary Level,No,0.92869,1883,23394,0.89224,0.97877
311,311,2015,Bavaria,Post-secondary Non-tertiary Level,No,1.0,264,23394,0.85111,1.18205
312,312,2015,Bavaria,First Stage of Tertiary Education,No,1.0,248,23394,0.87406,1.1798
313,313,2015,Bavaria,Second Stage of Tertiary Education,Yes,0.04598,43,23394,0.03531,0.06122
314,314,2015,Bavaria,Second Stage of Tertiary Education,No,0.95402,854,23394,0.86888,1.04842
315,315,2015,Berlin,Lower Secondary Level,No,1.0,55,23394,0.81926,1.20323
316,316,2015,Berlin,Upper Secondary Level,Yes,0.15737,45,23394,0.1201,0.20244
317,317,2015,Berlin,Upper Secondary Level,No,0.84263,299,23394,0.75932,0.92608
318,318,2015,Berlin,Post-secondary Non-tertiary Level,No,1.0,54,23394,0.7301,1.27108
319,319,2015,Berlin,First Stage of Tertiary Education,No,1.0,52,23394,0.78099,1.26514
320,320,2015,Berlin,Second Stage of Tertiary Education,No,1.0,331,23394,0.87186,1.10725
321,321,2015,Brandenburg,Lower Secondary Level,No,1.0,71,23394,0.7069,1.33038
322,322,2015,Brandenburg,Upper Secondary Level,Yes,0.12024,52,23394,0.08604,0.15307
323,323,2015,Brandenburg,Upper Secondary Level,No,0.87976,429,23394,0.7932,0.97604
324,324,2015,Brandenburg,Post-secondary Non-tertiary Level,No,1.0,67,23394,0.7391,1.26905
325,325,2015,Brandenburg,First Stage of Tertiary Education,No,1.0,61,23394,0.70578,1.36978
326,326,2015,Brandenburg,Second Stage of Tertiary Education,Yes,0.13379,39,23394,0.09877,0.16718
327,327,2015,Brandenburg,Second Stage of Tertiary Education,No,0.86621,209,23394,0.74637,1.00118
328,328,2015,Mecklenburg-Western Pomerania,Upper Secondary Level,No,1.0,266,23394,0.85871,1.14457
329,329,2015,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,1.0,40,23394,0.83012,1.22592
330,330,2015,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,125,23394,0.86627,1.19969
331,331,2015,Saxony,Lower Secondary Level,No,1.0,72,23394,0.7098,1.38867
332,332,2015,Saxony,Upper Secondary Level,Yes,0.10699,72,23394,0.08606,0.13058
333,333,2015,Saxony,Upper Secondary Level,No,0.89301,706,23394,0.83417,0.9606
334,334,2015,Saxony,Post-secondary Non-tertiary Level,No,1.0,76,23394,0.77218,1.33348
335,335,2015,Saxony,First Stage of Tertiary Education,No,1.0,105,23394,0.76312,1.27346
336,336,2015,Saxony,Second Stage of Tertiary Education,Yes,0.12441,49,23394,0.09635,0.15453
337,337,2015,Saxony,Second Stage of Tertiary Education,No,0.87559,358,23394,0.76852,0.9819
338,338,2015,Saxony-Anhalt,Lower Secondary Level,No,1.0,55,23394,0.6279,1.49431
339,339,2015,Saxony-Anhalt,Upper Secondary Level,Yes,0.15773,62,23394,0.12539,0.18998
340,340,2015,Saxony-Anhalt,Upper Secondary Level,No,0.84227,403,23394,0.74533,0.93108
341,341,2015,Saxony-Anhalt,Post-secondary Non-tertiary Level,No,1.0,35,23394,0.74155,1.27469
342,342,2015,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,58,23394,0.67123,1.41398
343,343,2015,Saxony-Anhalt,Second Stage of Tertiary Education,No,1.0,186,23394,0.82491,1.18802
344,344,2015,Thuringa,Lower Secondary Level,No,1.0,47,23394,0.78185,1.21626
345,345,2015,Thuringa,Upper Secondary Level,Yes,0.10182,58,23394,0.0796,0.12657
346,346,2015,Thuringa,Upper Secondary Level,No,0.89818,466,23394,0.80721,1.0002
347,347,2015,Thuringa,Post-secondary Non-tertiary Level,No,1.0,36,23394,0.74588,1.30471
348,348,2015,Thuringa,First Stage of Tertiary Education,No,1.0,61,23394,0.66771,1.42052
349,349,2015,Thuringa,Second Stage of Tertiary Education,No,1.0,190,23394,0.84829,1.13105
350,350,2017,Schleswig-Holstein,Lower Secondary Level,No,1.0,108,24938,0.76531,1.27964
351,351,2017,Schleswig-Holstein,Upper Secondary Level,No,1.0,409,24938,0.90353,1.08491
352,352,2017,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,1.0,79,24938,0.78753,1.21954
353,353,2017,Schleswig-Holstein,First Stage of Tertiary Education,No,1.0,55,24938,0.76327,1.25908
354,354,2017,Schleswig-Holstein,Second Stage of Tertiary Education,No,1.0,189,24938,0.85035,1.14998
355,355,2017,Hamburg,Lower Secondary Level,No,1.0,34,24938,0.71478,1.32399
356,356,2017,Hamburg,Upper Secondary Level,No,1.0,142,24938,0.82991,1.16773
357,357,2017,Hamburg,Post-secondary Non-tertiary Level,No,1.0,45,24938,0.71156,1.34601
358,358,2017,Hamburg,Second Stage of Tertiary Education,No,1.0,174,24938,0.87503,1.14533
359,359,2017,Lower Saxony,Pre-primary Level,No,1.0,33,24938,0.73746,1.29634
360,360,2017,Lower Saxony,Primary Level,No,1.0,57,24938,0.77803,1.27505
361,361,2017,Lower Saxony,Lower Secondary Level,No,1.0,313,24938,0.87511,1.12003
362,362,2017,Lower Saxony,Upper Secondary Level,Yes,0.09059,96,24938,0.07546,0.1074
363,363,2017,Lower Saxony,Upper Secondary Level,No,0.90941,1157,24938,0.84066,0.97373
364,364,2017,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,221,24938,0.87395,1.15747
365,365,2017,Lower Saxony,First Stage of Tertiary Education,No,1.0,124,24938,0.79889,1.22611
366,366,2017,Lower Saxony,Second Stage of Tertiary Education,No,1.0,534,24938,0.88476,1.10484
367,367,2017,Bremen,Upper Secondary Level,No,1.0,82,24938,0.75618,1.33524
368,368,2017,Bremen,Second Stage of Tertiary Education,No,1.0,53,24938,0.7128,1.35114
369,369,2017,North Rhine-Westphalia,Pre-primary Level,No,1.0,117,24938,0.77597,1.23675
370,370,2017,North Rhine-Westphalia,Primary Level,No,1.0,127,24938,0.83633,1.17372
371,371,2017,North Rhine-Westphalia,Lower Secondary Level,Yes,0.1167,58,24938,0.0931,0.14718
372,372,2017,North Rhine-Westphalia,Lower Secondary Level,No,0.8833,587,24938,0.79607,0.96813
373,373,2017,North Rhine-Westphalia,Upper Secondary Level,Yes,0.09597,187,24938,0.08364,0.10765
374,374,2017,North Rhine-Westphalia,Upper Secondary Level,No,0.90403,2198,24938,0.86574,0.94292
375,375,2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.07864,31,24938,0.05599,0.11289
376,376,2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.92136,598,24938,0.8298,1.02642
377,377,2017,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,239,24938,0.85922,1.1316
378,378,2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.05343,50,24938,0.04017,0.07073
379,379,2017,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.94657,1137,24938,0.88342,1.01956
380,380,2017,Hesse,Pre-primary Level,No,1.0,41,24938,0.70595,1.30896
381,381,2017,Hesse,Lower Secondary Level,No,1.0,174,24938,0.84026,1.19858
382,382,2017,Hesse,Upper Secondary Level,Yes,0.11825,66,24938,0.09485,0.14385
383,383,2017,Hesse,Upper Secondary Level,No,0.88175,663,24938,0.809,0.94782
384,384,2017,Hesse,Post-secondary Non-tertiary Level,No,1.0,147,24938,0.83932,1.21234
385,385,2017,Hesse,First Stage of Tertiary Education,No,1.0,75,24938,0.80387,1.20409
386,386,2017,Hesse,Second Stage of Tertiary Education,No,1.0,477,24938,0.88426,1.09829
387,387,2017,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,212,24938,0.85898,1.15663
388,388,2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.11609,66,24938,0.09893,0.13919
389,389,2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.88391,653,24938,0.82297,0.96323
390,390,2017,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,1.0,121,24938,0.78735,1.21593
391,391,2017,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,82,24938,0.83019,1.19216
392,392,2017,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,264,24938,0.88449,1.11662
393,393,2017,Baden-Wuerttemberg,Pre-primary Level,No,1.0,37,24938,0.60091,1.54652
394,394,2017,Baden-Wuerttemberg,Primary Level,No,1.0,33,24938,0.74516,1.27268
395,395,2017,Baden-Wuerttemberg,Lower Secondary Level,No,1.0,282,24938,0.88382,1.11521
396,396,2017,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.05143,66,24938,0.04122,0.06384
397,397,2017,Baden-Wuerttemberg,Upper Secondary Level,No,0.94857,1201,24938,0.89572,1.01374
398,398,2017,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,239,24938,0.86734,1.15147
399,399,2017,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,179,24938,0.83616,1.15033
400,400,2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.06658,35,24938,0.04667,0.08771
401,401,2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.93342,822,24938,0.86017,1.0038
402,402,2017,Bavaria,Pre-primary Level,No,1.0,57,24938,0.70169,1.40559
403,403,2017,Bavaria,Primary Level,No,1.0,51,24938,0.72818,1.31819
404,404,2017,Bavaria,Lower Secondary Level,Yes,0.09149,37,24938,0.05975,0.1236
405,405,2017,Bavaria,Lower Secondary Level,No,0.90851,390,24938,0.79812,1.00617
406,406,2017,Bavaria,Upper Secondary Level,Yes,0.07445,135,24938,0.06339,0.08945
407,407,2017,Bavaria,Upper Secondary Level,No,0.92555,1854,24938,0.88444,0.96888
408,408,2017,Bavaria,Post-secondary Non-tertiary Level,No,1.0,291,24938,0.86242,1.18065
409,409,2017,Bavaria,First Stage of Tertiary Education,No,1.0,249,24938,0.84486,1.17286
410,410,2017,Bavaria,Second Stage of Tertiary Education,Yes,0.04341,50,24938,0.03339,0.05295
411,411,2017,Bavaria,Second Stage of Tertiary Education,No,0.95659,988,24938,0.88228,1.04953
412,412,2017,Berlin,Lower Secondary Level,No,1.0,62,24938,0.77035,1.34578
413,413,2017,Berlin,Upper Secondary Level,Yes,0.15526,44,24938,0.11909,0.20014
414,414,2017,Berlin,Upper Secondary Level,No,0.84474,310,24938,0.75857,0.91544
415,415,2017,Berlin,Post-secondary Non-tertiary Level,No,1.0,68,24938,0.77533,1.24569
416,416,2017,Berlin,First Stage of Tertiary Education,No,1.0,54,24938,0.75797,1.32825
417,417,2017,Berlin,Second Stage of Tertiary Education,No,1.0,377,24938,0.86631,1.09463
418,418,2017,Brandenburg,Lower Secondary Level,No,1.0,72,24938,0.72447,1.31971
419,419,2017,Brandenburg,Upper Secondary Level,Yes,0.17145,65,24938,0.13019,0.21729
420,420,2017,Brandenburg,Upper Secondary Level,No,0.82855,446,24938,0.75026,0.89711
421,421,2017,Brandenburg,Post-secondary Non-tertiary Level,No,1.0,70,24938,0.76344,1.27545
422,422,2017,Brandenburg,First Stage of Tertiary Education,No,1.0,59,24938,0.73154,1.31823
423,423,2017,Brandenburg,Second Stage of Tertiary Education,Yes,0.12219,41,24938,0.09326,0.15878
424,424,2017,Brandenburg,Second Stage of Tertiary Education,No,0.87781,209,24938,0.7424,1.04281
425,425,2017,Mecklenburg-Western Pomerania,Lower Secondary Level,No,1.0,32,24938,0.64279,1.46208
426,426,2017,Mecklenburg-Western Pomerania,Upper Secondary Level,No,1.0,281,24938,0.87782,1.15855
427,427,2017,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,1.0,38,24938,0.75837,1.30641
428,428,2017,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,127,24938,0.84535,1.1872
429,429,2017,Saxony,Lower Secondary Level,No,1.0,88,24938,0.77236,1.30548
430,430,2017,Saxony,Upper Secondary Level,Yes,0.10803,87,24938,0.09252,0.13356
431,431,2017,Saxony,Upper Secondary Level,No,0.89197,765,24938,0.82269,0.95981
432,432,2017,Saxony,Post-secondary Non-tertiary Level,No,1.0,83,24938,0.79418,1.23475
433,433,2017,Saxony,First Stage of Tertiary Education,No,1.0,106,24938,0.80796,1.19744
434,434,2017,Saxony,Second Stage of Tertiary Education,Yes,0.10534,40,24938,0.07735,0.13918
435,435,2017,Saxony,Second Stage of Tertiary Education,No,0.89466,392,24938,0.80686,1.00168
436,436,2017,Saxony-Anhalt,Lower Secondary Level,No,1.0,68,24938,0.69217,1.3846
437,437,2017,Saxony-Anhalt,Upper Secondary Level,Yes,0.14672,59,24938,0.11831,0.1771
438,438,2017,Saxony-Anhalt,Upper Secondary Level,No,0.85328,414,24938,0.77518,0.93437
439,439,2017,Saxony-Anhalt,Post-secondary Non-tertiary Level,No,1.0,49,24938,0.73519,1.37632
440,440,2017,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,63,24938,0.72893,1.39471
441,441,2017,Saxony-Anhalt,Second Stage of Tertiary Education,No,1.0,187,24938,0.85849,1.16332
442,442,2017,Thuringa,Lower Secondary Level,No,1.0,42,24938,0.80426,1.22078
443,443,2017,Thuringa,Upper Secondary Level,Yes,0.10866,65,24938,0.08778,0.13866
444,444,2017,Thuringa,Upper Secondary Level,No,0.89134,487,24938,0.79775,0.9942
445,445,2017,Thuringa,Post-secondary Non-tertiary Level,No,1.0,53,24938,0.7883,1.19761
446,446,2017,Thuringa,First Stage of Tertiary Education,No,1.0,59,24938,0.67778,1.42309
447,447,2017,Thuringa,Second Stage of Tertiary Education,No,1.0,205,24938,0.88161,1.13055
448,448,2019,Schleswig-Holstein,Lower Secondary Level,No,1.0,100,24142,0.77302,1.23381
449,449,2019,Schleswig-Holstein,Upper Secondary Level,No,1.0,384,24142,0.88206,1.12083
450,450,2019,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,1.0,89,24142,0.77231,1.24138
451,451,2019,Schleswig-Holstein,First Stage of Tertiary Education,No,1.0,68,24142,0.73658,1.29864
452,452,2019,Schleswig-Holstein,Second Stage of Tertiary Education,No,1.0,210,24142,0.79756,1.19209
453,453,2019,Hamburg,Lower Secondary Level,No,1.0,42,24142,0.67619,1.27452
454,454,2019,Hamburg,Upper Secondary Level,No,1.0,171,24142,0.82687,1.21462
455,455,2019,Hamburg,Post-secondary Non-tertiary Level,No,1.0,55,24142,0.70512,1.36959
456,456,2019,Hamburg,Second Stage of Tertiary Education,No,1.0,186,24142,0.82401,1.19052
457,457,2019,Lower Saxony,Pre-primary Level,No,1.0,36,24142,0.63619,1.52475
458,458,2019,Lower Saxony,Primary Level,No,1.0,44,24142,0.72566,1.38574
459,459,2019,Lower Saxony,Lower Secondary Level,No,1.0,294,24142,0.86653,1.15289
460,460,2019,Lower Saxony,Upper Secondary Level,Yes,0.10712,95,24142,0.08965,0.129
461,461,2019,Lower Saxony,Upper Secondary Level,No,0.89288,1002,24142,0.8273,0.95551
462,462,2019,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,211,24142,0.83947,1.20008
463,463,2019,Lower Saxony,First Stage of Tertiary Education,No,1.0,128,24142,0.78379,1.24175
464,464,2019,Lower Saxony,Second Stage of Tertiary Education,No,1.0,549,24142,0.89513,1.09563
465,465,2019,Bremen,Upper Secondary Level,No,1.0,67,24142,0.72234,1.33363
466,466,2019,Bremen,Second Stage of Tertiary Education,No,1.0,57,24142,0.70666,1.33501
467,467,2019,North Rhine-Westphalia,Pre-primary Level,No,1.0,92,24142,0.68012,1.33818
468,468,2019,North Rhine-Westphalia,Primary Level,No,1.0,111,24142,0.79901,1.24401
469,469,2019,North Rhine-Westphalia,Lower Secondary Level,Yes,0.12293,51,24142,0.09417,0.14879
470,470,2019,North Rhine-Westphalia,Lower Secondary Level,No,0.87707,504,24142,0.77752,0.98656
471,471,2019,North Rhine-Westphalia,Upper Secondary Level,Yes,0.09804,182,24142,0.08222,0.11046
472,472,2019,North Rhine-Westphalia,Upper Secondary Level,No,0.90196,2062,24142,0.86153,0.94471
473,473,2019,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.07861,32,24142,0.04394,0.11325
474,474,2019,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.92139,586,24142,0.8284,1.01517
475,475,2019,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,272,24142,0.86527,1.1643
476,476,2019,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.05798,70,24142,0.04129,0.07389
477,477,2019,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.94202,1248,24142,0.85893,1.02872
478,478,2019,Hesse,Lower Secondary Level,No,1.0,134,24142,0.78848,1.21802
479,479,2019,Hesse,Upper Secondary Level,Yes,0.1157,59,24142,0.08542,0.13881
480,480,2019,Hesse,Upper Secondary Level,No,0.8843,641,24142,0.80811,0.9843
481,481,2019,Hesse,Post-secondary Non-tertiary Level,No,1.0,146,24142,0.77361,1.1986
482,482,2019,Hesse,First Stage of Tertiary Education,No,1.0,83,24142,0.7722,1.25564
483,483,2019,Hesse,Second Stage of Tertiary Education,No,1.0,499,24142,0.884,1.13001
484,484,2019,"Rhineland-Palatinate, Saarland",Pre-primary Level,No,1.0,32,24142,0.71068,1.25875
485,485,2019,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,186,24142,0.85136,1.15356
486,486,2019,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.1134,69,24142,0.09275,0.14393
487,487,2019,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.8866,586,24142,0.80486,0.97679
488,488,2019,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,1.0,114,24142,0.79073,1.20622
489,489,2019,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,86,24142,0.79632,1.26263
490,490,2019,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,284,24142,0.88658,1.15561
491,491,2019,Baden-Wuerttemberg,Pre-primary Level,No,1.0,36,24142,0.64814,1.40996
492,492,2019,Baden-Wuerttemberg,Lower Secondary Level,No,1.0,221,24142,0.84843,1.14105
493,493,2019,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.06082,72,24142,0.05015,0.07664
494,494,2019,Baden-Wuerttemberg,Upper Secondary Level,No,0.93918,1073,24142,0.87588,1.00127
495,495,2019,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,214,24142,0.86132,1.14631
496,496,2019,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,185,24142,0.78951,1.20932
497,497,2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.06651,39,24142,0.04886,0.08713
498,498,2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.93349,833,24142,0.83936,1.01262
499,499,2019,Bavaria,Primary Level,No,1.0,44,24142,0.65286,1.40936
500,500,2019,Bavaria,Lower Secondary Level,No,1.0,328,24142,0.87976,1.11546
501,501,2019,Bavaria,Upper Secondary Level,Yes,0.08335,143,24142,0.07034,0.09841
502,502,2019,Bavaria,Upper Secondary Level,No,0.91665,1656,24142,0.87086,0.97137
503,503,2019,Bavaria,Post-secondary Non-tertiary Level,No,1.0,282,24142,0.8473,1.16507
504,504,2019,Bavaria,First Stage of Tertiary Education,No,1.0,272,24142,0.82895,1.16787
505,505,2019,Bavaria,Second Stage of Tertiary Education,Yes,0.0492,54,24142,0.03526,0.06285
506,506,2019,Bavaria,Second Stage of Tertiary Education,No,0.9508,1023,24142,0.87002,1.03303
507,507,2019,Berlin,Lower Secondary Level,No,1.0,51,24142,0.71063,1.34721
508,508,2019,Berlin,Upper Secondary Level,Yes,0.13538,38,24142,0.09948,0.18512
509,509,2019,Berlin,Upper Secondary Level,No,0.86462,302,24142,0.76414,0.96591
510,510,2019,Berlin,Post-secondary Non-tertiary Level,No,1.0,76,24142,0.78408,1.30916
511,511,2019,Berlin,First Stage of Tertiary Education,No,1.0,37,24142,0.6485,1.50952
512,512,2019,Berlin,Second Stage of Tertiary Education,No,1.0,445,24142,0.89111,1.12276
513,513,2019,Brandenburg,Lower Secondary Level,No,1.0,81,24142,0.80186,1.26517
514,514,2019,Brandenburg,Upper Secondary Level,Yes,0.16864,61,24142,0.13191,0.21686
515,515,2019,Brandenburg,Upper Secondary Level,No,0.83136,465,24142,0.75369,0.91182
516,516,2019,Brandenburg,Post-secondary Non-tertiary Level,No,1.0,71,24142,0.68665,1.38715
517,517,2019,Brandenburg,First Stage of Tertiary Education,No,1.0,77,24142,0.75231,1.32301
518,518,2019,Brandenburg,Second Stage of Tertiary Education,Yes,0.09844,42,24142,0.07226,0.13034
519,519,2019,Brandenburg,Second Stage of Tertiary Education,No,0.90156,244,24142,0.76305,1.05217
520,520,2019,Mecklenburg-Western Pomerania,Lower Secondary Level,No,1.0,40,24142,0.63776,1.43653
521,521,2019,Mecklenburg-Western Pomerania,Upper Secondary Level,No,1.0,259,24142,0.85385,1.11219
522,522,2019,Mecklenburg-Western Pomerania,Post-secondary Non-tertiary Level,No,1.0,35,24142,0.50681,1.48951
523,523,2019,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,1.0,51,24142,0.71977,1.32974
524,524,2019,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,156,24142,0.81525,1.19046
525,525,2019,Saxony,Lower Secondary Level,No,1.0,87,24142,0.77355,1.27811
526,526,2019,Saxony,Upper Secondary Level,Yes,0.10557,80,24142,0.08099,0.13075
527,527,2019,Saxony,Upper Secondary Level,No,0.89443,677,24142,0.81177,0.97595
528,528,2019,Saxony,Post-secondary Non-tertiary Level,No,1.0,86,24142,0.75256,1.29274
529,529,2019,Saxony,First Stage of Tertiary Education,No,1.0,126,24142,0.771,1.2906
530,530,2019,Saxony,Second Stage of Tertiary Education,Yes,0.08941,43,24142,0.06488,0.12774
531,531,2019,Saxony,Second Stage of Tertiary Education,No,0.91059,448,24142,0.80313,1.02766
532,532,2019,Saxony-Anhalt,Lower Secondary Level,No,1.0,59,24142,0.68718,1.46068
533,533,2019,Saxony-Anhalt,Upper Secondary Level,Yes,0.14921,55,24142,0.11639,0.18117
534,534,2019,Saxony-Anhalt,Upper Secondary Level,No,0.85079,378,24142,0.76508,0.97672
535,535,2019,Saxony-Anhalt,Post-secondary Non-tertiary Level,No,1.0,51,24142,0.76453,1.25476
536,536,2019,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,58,24142,0.62354,1.4455
537,537,2019,Saxony-Anhalt,Second Stage of Tertiary Education,No,1.0,206,24142,0.84046,1.2055
538,538,2019,Thuringa,Lower Secondary Level,No,1.0,51,24142,0.71062,1.28683
539,539,2019,Thuringa,Upper Secondary Level,Yes,0.10426,56,24142,0.07745,0.13678
540,540,2019,Thuringa,Upper Secondary Level,No,0.89574,432,24142,0.78776,0.99968
541,541,2019,Thuringa,Post-secondary Non-tertiary Level,No,1.0,43,24142,0.70154,1.2942
542,542,2019,Thuringa,First Stage of Tertiary Education,No,1.0,70,24142,0.60353,1.43289
543,543,2019,Thuringa,Second Stage of Tertiary Education,No,1.0,213,24142,0.82207,1.23523
544,544,2021,Schleswig-Holstein,Primary Level,No,1.0,50,17148,0.5249,1.48121
545,545,2021,Schleswig-Holstein,Lower Secondary Level,No,1.0,81,17148,0.75267,1.27554
546,546,2021,Schleswig-Holstein,Upper Secondary Level,No,1.0,285,17148,0.86054,1.15136
547,547,2021,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,1.0,72,17148,0.70105,1.31477
548,548,2021,Schleswig-Holstein,First Stage of Tertiary Education,No,1.0,41,17148,0.60796,1.47331
549,549,2021,Schleswig-Holstein,Second Stage of Tertiary Education,No,1.0,188,17148,0.7903,1.34168
550,550,2021,Hamburg,Lower Secondary Level,No,1.0,42,17148,0.61409,1.41309
551,551,2021,Hamburg,Upper Secondary Level,No,1.0,124,17148,0.80423,1.19329
552,552,2021,Hamburg,Post-secondary Non-tertiary Level,No,1.0,38,17148,0.60504,1.54051
553,553,2021,Hamburg,Second Stage of Tertiary Education,No,1.0,161,17148,0.77298,1.24101
554,554,2021,Lower Saxony,Primary Level,No,1.0,113,17148,0.6009,1.44053
555,555,2021,Lower Saxony,Lower Secondary Level,No,1.0,193,17148,0.8116,1.20906
556,556,2021,Lower Saxony,Upper Secondary Level,Yes,0.1279,64,17148,0.09255,0.16073
557,557,2021,Lower Saxony,Upper Secondary Level,No,0.8721,661,17148,0.79195,0.96943
