"year","quintil_oecd","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2018","4","Ländlicher Raum","14.56","9.5","786","4","6","20","30","80","13.5","15.62","1","140","10","12"
"2018","4","Städtischer Raum","15.45","9.5","1309","3","6","20","32","75","14.63","16.27","1","150","10","10"
"2018","5 Einkommensstärkstes Quintil","Ländlicher Raum","16.61","11.5","986","4","8","20","35","90","15.67","17.55","1","107","10","12"
"2018","5 Einkommensstärkstes Quintil","Städtischer Raum","16.2","9.5","2303","4","6","20","35","80","15.58","16.82","1","99","10","12"
"2019","1 Einkommensschwächstes Quintil","Ländlicher Raum","15.99","9.5","91","3","5","20","40","60","13.43","18.55","1","60","8","15"
"2019","1 Einkommensschwächstes Quintil","Städtischer Raum","14.85","11","150","4","6","19","30","60","12.41","17.29","2","80","10","12"
"2019","2","Ländlicher Raum","15.85","11.5","205","4","8","19","28","80","13.67","18.03","1","95","10","15"
"2019","2","Städtischer Raum","13.21","9.5","294","3","6","19","30","50","11.83","14.59","1","70","10","10"
"2019","3","Ländlicher Raum","13.57","9.5","330","3","5","17","30","75","12.04","15.1","1","99","10","12"
"2019","3","Städtischer Raum","14.91","11.5","476","3","5","20","30","70","13.64","16.18","1","99","10","15"
"2019","4","Ländlicher Raum","15.12","9.5","727","4","6","20","33","80","14.09","16.15","1","99","10","10"
"2019","4","Städtischer Raum","14.95","9.5","1030","4","6","20","30","80","14.01","15.89","1","99","10","12"
"2019","5 Einkommensstärkstes Quintil","Ländlicher Raum","15.65","9.5","1025","4","6","20","30","80","14.69","16.61","1","99","10","10"
"2019","5 Einkommensstärkstes Quintil","Städtischer Raum","16.27","9.5","2370","4","6","20","35","80","15.63","16.91","1","99","10","12"
"2020","1 Einkommensschwächstes Quintil","Ländlicher Raum","15","9","74","4","5","15","37","99","10.68","19.32","2","99","8","14"
"2020","1 Einkommensschwächstes Quintil","Städtischer Raum","12.89","9","112","3","5","20","25","50","10.5","15.28","1","80","6","10"
"2020","2","Ländlicher Raum","17.62","9.5","191","4","6","20","40","99","15.31","19.93","2","125","10","15"
"2020","2","Städtischer Raum","13.27","9.5","245","2","5","20","24","45","11.68","14.86","1","90","10","12"
"2020","3","Ländlicher Raum","13.77","9.5","251","2","5","17","30","60","11.9","15.64","1","99","10","14"
"2020","3","Städtischer Raum","13.14","9.5","434","3","5","18","25","60","11.7","14.58","1","120","10","10"
"2020","4","Ländlicher Raum","13.68","9.5","626","3","6","16","30","60","12.71","14.65","1","78","10","10"
"2020","4","Städtischer Raum","13.19","9.5","1013","3","5","18","30","60","12.39","13.99","1","99","10","10"
"2020","5 Einkommensstärkstes Quintil","Ländlicher Raum","13.47","9.5","1030","3","6","18","25","79","12.68","14.26","1","99","10","10"
"2020","5 Einkommensstärkstes Quintil","Städtischer Raum","15.19","9.5","2410","4","6","20","30","80","14.57","15.81","1","130","10","12"
