year,hhtyp,quintil_oecd_hh,hgeqpnrj,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,No answer / don't know,3rd Quintile,No,0.93435,50,50,0.86500,1.00370
2022,No answer / don't know,4th Quintile,No,0.78592,44,44,0.66331,0.90852
2022,No answer / don't know,5th Quintile,No,0.94908,36,36,0.87625,1.02191
2022,Single-person household,Not included in this version of the questionnaire,No,0.95916,94,94,0.91893,0.99938
2022,Single-person household,1st Quintile,No,0.98061,1334,1334,0.97321,0.98802
2022,Single-person household,2nd Quintile,No,0.98732,1059,1059,0.98058,0.99406
2022,Single-person household,3rd Quintile,Yes,0.01707,32,1019,0.00912,0.02503
2022,Single-person household,3rd Quintile,No,0.98293,987,1019,0.97497,0.99088
2022,Single-person household,4th Quintile,No,0.97773,959,959,0.96838,0.98707
2022,Single-person household,5th Quintile,Yes,0.06367,75,984,0.04841,0.07894
2022,Single-person household,5th Quintile,No,0.93633,909,984,0.92106,0.95159
2022,Couple without children,Not included in this version of the questionnaire,No,0.94778,37,37,0.87511,1.02046
2022,Couple without children,1st Quintile,No,0.96662,864,864,0.95464,0.97860
2022,Couple without children,2nd Quintile,Yes,0.02844,37,1050,0.01838,0.03850
2022,Couple without children,2nd Quintile,No,0.97156,1013,1050,0.96150,0.98162
2022,Couple without children,3rd Quintile,Yes,0.05782,60,1027,0.04354,0.07210
2022,Couple without children,3rd Quintile,No,0.94218,967,1027,0.92790,0.95646
2022,Couple without children,4th Quintile,Yes,0.07987,74,1092,0.06378,0.09595
2022,Couple without children,4th Quintile,No,0.92013,1018,1092,0.90405,0.93622
2022,Couple without children,5th Quintile,Yes,0.08423,146,1603,0.07063,0.09783
2022,Couple without children,5th Quintile,No,0.91577,1457,1603,0.90217,0.92937
2022,Single parent,1st Quintile,No,0.98254,315,315,0.96805,0.99703
2022,Single parent,2nd Quintile,No,0.97685,325,325,0.96047,0.99322
2022,Single parent,3rd Quintile,No,0.97191,205,205,0.94924,0.99458
2022,Single parent,4th Quintile,No,0.94991,153,153,0.91523,0.98458
2022,Single parent,5th Quintile,No,0.92937,97,97,0.87812,0.98062
2022,Couple with children,1st Quintile,Yes,0.06234,73,1103,0.04807,0.07662
2022,Couple with children,1st Quintile,No,0.93766,1030,1103,0.92338,0.95193
2022,Couple with children,2nd Quintile,Yes,0.07650,77,1064,0.06052,0.09248
2022,Couple with children,2nd Quintile,No,0.92350,987,1064,0.90752,0.93948
2022,Couple with children,3rd Quintile,Yes,0.09608,115,945,0.07728,0.11488
2022,Couple with children,3rd Quintile,No,0.90392,830,945,0.88512,0.92272
2022,Couple with children,4th Quintile,Yes,0.11623,112,1024,0.09659,0.13587
2022,Couple with children,4th Quintile,No,0.88377,912,1024,0.86413,0.90341
2022,Couple with children,5th Quintile,Yes,0.13527,161,996,0.11402,0.15652
2022,Couple with children,5th Quintile,No,0.86473,835,996,0.84348,0.88598
2022,Other Combinations,1st Quintile,Yes,0.05196,35,603,0.03423,0.06969
2022,Other Combinations,1st Quintile,No,0.94804,568,603,0.93031,0.96577
2022,Other Combinations,2nd Quintile,No,0.96734,189,189,0.94193,0.99275
2022,Other Combinations,3rd Quintile,No,0.99599,109,109,0.98407,1.00791
2022,Other Combinations,4th Quintile,No,0.98699,81,81,0.96215,1.01182
2022,Other Combinations,5th Quintile,No,0.87815,75,75,0.80362,0.95268
