,Unnamed: 0,year,pgisced97,sex,plh0190,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
302,302,2013,Upper Secondary Level,female,Disagree completely,0.46796,2182,16427,0.45127,0.487
303,303,2013,Post-secondary Non-tertiary Level,male,Agree,0.11787,39,16427,0.0889,0.14822
304,304,2013,Post-secondary Non-tertiary Level,male,Disagree,0.32889,135,16427,0.27359,0.3854
305,305,2013,Post-secondary Non-tertiary Level,male,Disagree completely,0.55324,196,16427,0.48347,0.6365
306,306,2013,Post-secondary Non-tertiary Level,female,Agree,0.09679,70,16427,0.07909,0.11876
307,307,2013,Post-secondary Non-tertiary Level,female,Disagree,0.4396,236,16427,0.37808,0.49325
308,308,2013,Post-secondary Non-tertiary Level,female,Disagree completely,0.46361,303,16427,0.41344,0.50634
309,309,2013,First Stage of Tertiary Education,male,Agree,0.10719,74,16427,0.08163,0.13896
310,310,2013,First Stage of Tertiary Education,male,Disagree,0.39834,282,16427,0.35137,0.43923
311,311,2013,First Stage of Tertiary Education,male,Disagree completely,0.49447,372,16427,0.45006,0.54014
312,312,2013,First Stage of Tertiary Education,female,Agree,0.08767,50,16427,0.06499,0.11448
313,313,2013,First Stage of Tertiary Education,female,Disagree,0.35808,174,16427,0.30437,0.41029
314,314,2013,First Stage of Tertiary Education,female,Disagree completely,0.55425,222,16427,0.47251,0.61609
315,315,2013,Second Stage of Tertiary Education,male,Agree completely,0.04813,99,16427,0.03728,0.06091
316,316,2013,Second Stage of Tertiary Education,male,Agree,0.07707,168,16427,0.06603,0.08858
317,317,2013,Second Stage of Tertiary Education,male,Disagree,0.38213,741,16427,0.35413,0.41443
318,318,2013,Second Stage of Tertiary Education,male,Disagree completely,0.49266,1128,16427,0.45952,0.52141
319,319,2013,Second Stage of Tertiary Education,female,Agree completely,0.05135,86,16427,0.04271,0.06145
320,320,2013,Second Stage of Tertiary Education,female,Agree,0.08355,159,16427,0.07093,0.10005
321,321,2013,Second Stage of Tertiary Education,female,Disagree,0.39705,753,16427,0.36673,0.42787
322,322,2013,Second Stage of Tertiary Education,female,Disagree completely,0.46805,979,16427,0.44025,0.49826
323,323,2018,Pre-primary Level,male,Disagree,0.54868,49,22017,0.40477,0.68577
324,324,2018,Pre-primary Level,male,Disagree completely,0.45132,40,22017,0.2886,0.65023
325,325,2018,Pre-primary Level,female,Disagree,0.72829,75,22017,0.52202,0.94315
326,326,2018,Pre-primary Level,female,Disagree completely,0.27171,39,22017,0.1908,0.35399
327,327,2018,Primary Level,male,Agree,0.18242,31,22017,0.12589,0.24788
328,328,2018,Primary Level,male,Disagree,0.45305,53,22017,0.33201,0.59516
329,329,2018,Primary Level,male,Disagree completely,0.36452,56,22017,0.26135,0.48414
330,330,2018,Primary Level,female,Agree,0.25905,38,22017,0.1714,0.35538
331,331,2018,Primary Level,female,Disagree,0.22404,49,22017,0.15217,0.29232
332,332,2018,Primary Level,female,Disagree completely,0.51691,84,22017,0.36951,0.66573
333,333,2018,Lower Secondary Level,male,Agree completely,0.08571,71,22017,0.06433,0.11315
334,334,2018,Lower Secondary Level,male,Agree,0.13141,114,22017,0.10337,0.16221
335,335,2018,Lower Secondary Level,male,Disagree,0.33738,313,22017,0.29876,0.38297
336,336,2018,Lower Secondary Level,male,Disagree completely,0.4455,389,22017,0.39205,0.50471
337,337,2018,Lower Secondary Level,female,Agree completely,0.06735,84,22017,0.05287,0.08176
338,338,2018,Lower Secondary Level,female,Agree,0.13127,171,22017,0.11259,0.15364
339,339,2018,Lower Secondary Level,female,Disagree,0.36974,437,22017,0.3263,0.41317
340,340,2018,Lower Secondary Level,female,Disagree completely,0.43164,594,22017,0.39228,0.47408
341,341,2018,Upper Secondary Level,male,Agree completely,0.05733,278,22017,0.05002,0.06478
342,342,2018,Upper Secondary Level,male,Agree,0.13817,583,22017,0.12801,0.15041
343,343,2018,Upper Secondary Level,male,Disagree,0.38021,1734,22017,0.36022,0.39911
344,344,2018,Upper Secondary Level,male,Disagree completely,0.42429,1984,22017,0.40426,0.44288
345,345,2018,Upper Secondary Level,female,Agree completely,0.05375,303,22017,0.04682,0.05993
346,346,2018,Upper Secondary Level,female,Agree,0.10612,597,22017,0.09729,0.11598
347,347,2018,Upper Secondary Level,female,Disagree,0.37161,2093,22017,0.35564,0.3891
348,348,2018,Upper Secondary Level,female,Disagree completely,0.46853,2623,22017,0.45075,0.48665
349,349,2018,Post-secondary Non-tertiary Level,male,Agree completely,0.05175,37,22017,0.03685,0.07003
350,350,2018,Post-secondary Non-tertiary Level,male,Agree,0.1975,110,22017,0.14788,0.24426
351,351,2018,Post-secondary Non-tertiary Level,male,Disagree,0.37383,301,22017,0.32599,0.4233
352,352,2018,Post-secondary Non-tertiary Level,male,Disagree completely,0.37692,301,22017,0.3335,0.4311
353,353,2018,Post-secondary Non-tertiary Level,female,Agree completely,0.06222,62,22017,0.04343,0.08546
354,354,2018,Post-secondary Non-tertiary Level,female,Agree,0.11406,137,22017,0.09322,0.13406
355,355,2018,Post-secondary Non-tertiary Level,female,Disagree,0.36883,464,22017,0.32882,0.40295
356,356,2018,Post-secondary Non-tertiary Level,female,Disagree completely,0.45489,579,22017,0.41774,0.49536
357,357,2018,First Stage of Tertiary Education,male,Agree completely,0.05166,38,22017,0.03617,0.07118
358,358,2018,First Stage of Tertiary Education,male,Agree,0.10807,75,22017,0.08898,0.13378
359,359,2018,First Stage of Tertiary Education,male,Disagree,0.37714,314,22017,0.3328,0.42349
360,360,2018,First Stage of Tertiary Education,male,Disagree completely,0.46313,376,22017,0.40243,0.52424
361,361,2018,First Stage of Tertiary Education,female,Agree,0.12916,61,22017,0.09193,0.16995
362,362,2018,First Stage of Tertiary Education,female,Disagree,0.4299,211,22017,0.35694,0.49219
363,363,2018,First Stage of Tertiary Education,female,Disagree completely,0.44094,244,22017,0.3696,0.50631
364,364,2018,Second Stage of Tertiary Education,male,Agree completely,0.03473,106,22017,0.02639,0.0424
365,365,2018,Second Stage of Tertiary Education,male,Agree,0.11182,274,22017,0.09664,0.12617
366,366,2018,Second Stage of Tertiary Education,male,Disagree,0.4035,1150,22017,0.37865,0.43304
367,367,2018,Second Stage of Tertiary Education,male,Disagree completely,0.44995,1352,22017,0.42009,0.47518
368,368,2018,Second Stage of Tertiary Education,female,Agree completely,0.04485,119,22017,0.03469,0.05551
369,369,2018,Second Stage of Tertiary Education,female,Agree,0.11319,264,22017,0.09641,0.13032
370,370,2018,Second Stage of Tertiary Education,female,Disagree,0.36573,1086,22017,0.3397,0.38763
371,371,2018,Second Stage of Tertiary Education,female,Disagree completely,0.47622,1474,22017,0.45306,0.51287
