,Unnamed: 0,year,bula_h,migback,plh0190,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
293,293,1996,Mecklenburg-Western Pomerania,No migration background,Disagree completely,0.42761,126,11321,0.38253,0.4758
294,294,1996,Saxony,No migration background,Agree completely,0.03497,34,11321,0.02835,0.04236
295,295,1996,Saxony,No migration background,Agree,0.12195,114,11321,0.10861,0.13567
296,296,1996,Saxony,No migration background,Disagree,0.44382,442,11321,0.41703,0.46968
297,297,1996,Saxony,No migration background,Disagree completely,0.39926,381,11321,0.37729,0.42176
298,298,1996,Saxony-Anhalt,No migration background,Agree,0.11905,72,11321,0.10455,0.13713
299,299,1996,Saxony-Anhalt,No migration background,Disagree,0.40287,231,11321,0.37087,0.436
300,300,1996,Saxony-Anhalt,No migration background,Disagree completely,0.47808,262,11321,0.44297,0.51636
301,301,1996,Thuringa,No migration background,Agree,0.1442,75,11321,0.12388,0.16602
302,302,1996,Thuringa,No migration background,Disagree,0.49371,292,11321,0.45482,0.52646
303,303,1996,Thuringa,No migration background,Disagree completely,0.36209,196,11321,0.33687,0.39316
304,304,1997,Schleswig-Holstein,No migration background,Disagree,0.497,94,10886,0.44625,0.55652
305,305,1997,Schleswig-Holstein,No migration background,Disagree completely,0.503,106,10886,0.44433,0.57153
306,306,1997,Hamburg,No migration background,Disagree completely,1.0,46,10886,0.79892,1.22404
307,307,1997,Lower Saxony,No migration background,Agree,0.13092,83,10886,0.11377,0.14828
308,308,1997,Lower Saxony,No migration background,Disagree,0.39672,297,10886,0.36372,0.4241
309,309,1997,Lower Saxony,No migration background,Disagree completely,0.47235,355,10886,0.44568,0.50072
310,310,1997,Lower Saxony,Direct migration background,Disagree,0.37489,47,10886,0.2616,0.51165
311,311,1997,Lower Saxony,Direct migration background,Disagree completely,0.62511,99,10886,0.53715,0.72659
312,312,1997,Bremen,No migration background,Disagree completely,1.0,37,10886,0.84867,1.16844
313,313,1997,North Rhine-Westphalia,No migration background,Agree completely,0.04365,63,10886,0.03602,0.0534
314,314,1997,North Rhine-Westphalia,No migration background,Agree,0.1011,165,10886,0.09216,0.10968
315,315,1997,North Rhine-Westphalia,No migration background,Disagree,0.41021,674,10886,0.39237,0.42965
316,316,1997,North Rhine-Westphalia,No migration background,Disagree completely,0.44504,745,10886,0.42637,0.46635
317,317,1997,North Rhine-Westphalia,Direct migration background,Agree completely,0.0659,34,10886,0.04852,0.08514
318,318,1997,North Rhine-Westphalia,Direct migration background,Agree,0.08892,57,10886,0.0746,0.10899
319,319,1997,North Rhine-Westphalia,Direct migration background,Disagree,0.37135,218,10886,0.31349,0.42229
320,320,1997,North Rhine-Westphalia,Direct migration background,Disagree completely,0.47382,255,10886,0.40595,0.53289
321,321,1997,North Rhine-Westphalia,Indirect migration background,Disagree,0.37235,44,10886,0.26574,0.47668
322,322,1997,North Rhine-Westphalia,Indirect migration background,Disagree completely,0.62765,88,10886,0.51211,0.78512
323,323,1997,Hesse,No migration background,Agree,0.12513,48,10886,0.10528,0.15234
324,324,1997,Hesse,No migration background,Disagree,0.45444,195,10886,0.41778,0.4973
325,325,1997,Hesse,No migration background,Disagree completely,0.42043,204,10886,0.38932,0.45504
326,326,1997,Hesse,Direct migration background,Agree,0.15857,35,10886,0.10357,0.21475
327,327,1997,Hesse,Direct migration background,Disagree,0.39967,91,10886,0.31143,0.50128
328,328,1997,Hesse,Direct migration background,Disagree completely,0.44176,95,10886,0.35022,0.52534
329,329,1997,"Rhineland-Palatinate, Saarland",No migration background,Agree,0.09274,44,10886,0.07838,0.1108
330,330,1997,"Rhineland-Palatinate, Saarland",No migration background,Disagree,0.42114,199,10886,0.39077,0.44814
331,331,1997,"Rhineland-Palatinate, Saarland",No migration background,Disagree completely,0.48612,225,10886,0.45623,0.51904
332,332,1997,"Rhineland-Palatinate, Saarland",Direct migration background,Disagree,0.49329,68,10886,0.39478,0.58462
333,333,1997,"Rhineland-Palatinate, Saarland",Direct migration background,Disagree completely,0.50671,72,10886,0.43789,0.58987
334,334,1997,Baden-Wuerttemberg,No migration background,Agree completely,0.0397,36,10886,0.02945,0.04943
335,335,1997,Baden-Wuerttemberg,No migration background,Agree,0.08233,72,10886,0.06978,0.09357
336,336,1997,Baden-Wuerttemberg,No migration background,Disagree,0.43841,365,10886,0.40686,0.47129
337,337,1997,Baden-Wuerttemberg,No migration background,Disagree completely,0.43957,398,10886,0.41201,0.46892
338,338,1997,Baden-Wuerttemberg,Direct migration background,Agree,0.13253,66,10886,0.10249,0.16383
339,339,1997,Baden-Wuerttemberg,Direct migration background,Disagree,0.48354,256,10886,0.41163,0.5442
340,340,1997,Baden-Wuerttemberg,Direct migration background,Disagree completely,0.38393,201,10886,0.32608,0.44826
341,341,1997,Baden-Wuerttemberg,Indirect migration background,Disagree,0.52377,61,10886,0.38695,0.66367
342,342,1997,Baden-Wuerttemberg,Indirect migration background,Disagree completely,0.47623,46,10886,0.32265,0.62912
343,343,1997,Bavaria,No migration background,Agree completely,0.04668,59,10886,0.03879,0.05499
344,344,1997,Bavaria,No migration background,Agree,0.13441,125,10886,0.12106,0.14797
345,345,1997,Bavaria,No migration background,Disagree,0.36952,436,10886,0.34902,0.39528
346,346,1997,Bavaria,No migration background,Disagree completely,0.4494,519,10886,0.42399,0.47742
347,347,1997,Bavaria,Direct migration background,Agree,0.10421,32,10886,0.08173,0.13489
348,348,1997,Bavaria,Direct migration background,Disagree,0.42548,130,10886,0.36165,0.49044
349,349,1997,Bavaria,Direct migration background,Disagree completely,0.4703,143,10886,0.38596,0.54881
350,350,1997,Bavaria,Indirect migration background,Disagree,1.0,35,10886,0.75546,1.28482
351,351,1997,Berlin,No migration background,Agree,0.16569,53,10886,0.13848,0.19527
352,352,1997,Berlin,No migration background,Disagree,0.45885,156,10886,0.42576,0.50057
353,353,1997,Berlin,No migration background,Disagree completely,0.37547,137,10886,0.32656,0.43176
354,354,1997,Brandenburg,No migration background,Agree,0.13281,57,10886,0.11,0.15221
355,355,1997,Brandenburg,No migration background,Disagree,0.47255,233,10886,0.43774,0.50299
356,356,1997,Brandenburg,No migration background,Disagree completely,0.39465,196,10886,0.36679,0.42818
357,357,1997,Mecklenburg-Western Pomerania,No migration background,Agree,0.13722,38,10886,0.11263,0.16796
358,358,1997,Mecklenburg-Western Pomerania,No migration background,Disagree,0.48142,148,10886,0.44488,0.53388
359,359,1997,Mecklenburg-Western Pomerania,No migration background,Disagree completely,0.38135,100,10886,0.33151,0.43159
360,360,1997,Saxony,No migration background,Agree completely,0.04305,38,10886,0.03413,0.05376
361,361,1997,Saxony,No migration background,Agree,0.09941,95,10886,0.08809,0.11094
362,362,1997,Saxony,No migration background,Disagree,0.45222,415,10886,0.42228,0.48193
363,363,1997,Saxony,No migration background,Disagree completely,0.40533,367,10886,0.38167,0.43085
364,364,1997,Saxony-Anhalt,No migration background,Agree completely,0.07409,37,10886,0.06167,0.08526
365,365,1997,Saxony-Anhalt,No migration background,Agree,0.13447,70,10886,0.11909,0.15513
366,366,1997,Saxony-Anhalt,No migration background,Disagree,0.31506,193,10886,0.29311,0.34347
367,367,1997,Saxony-Anhalt,No migration background,Disagree completely,0.47639,250,10886,0.43782,0.50716
368,368,1997,Thuringa,No migration background,Agree,0.13502,68,10886,0.11284,0.15488
369,369,1997,Thuringa,No migration background,Disagree,0.49321,282,10886,0.46303,0.53203
370,370,1997,Thuringa,No migration background,Disagree completely,0.37177,190,10886,0.33976,0.40792
371,371,2008,Schleswig-Holstein,No migration background,Agree,0.14129,47,16900,0.11138,0.16632
372,372,2008,Schleswig-Holstein,No migration background,Disagree,0.37474,146,16900,0.32837,0.42354
373,373,2008,Schleswig-Holstein,No migration background,Disagree completely,0.48397,240,16900,0.44103,0.53559
374,374,2008,Hamburg,No migration background,Disagree,0.45555,81,16900,0.38469,0.52977
375,375,2008,Hamburg,No migration background,Disagree completely,0.54445,120,16900,0.46776,0.62365
376,376,2008,Lower Saxony,No migration background,Agree completely,0.04724,61,16900,0.03528,0.06061
377,377,2008,Lower Saxony,No migration background,Agree,0.09505,137,16900,0.08248,0.11012
378,378,2008,Lower Saxony,No migration background,Disagree,0.38972,530,16900,0.36498,0.41806
379,379,2008,Lower Saxony,No migration background,Disagree completely,0.46798,694,16900,0.44115,0.49078
380,380,2008,Lower Saxony,Direct migration background,Disagree,0.43961,43,16900,0.32,0.56482
381,381,2008,Lower Saxony,Direct migration background,Disagree completely,0.56039,69,16900,0.43108,0.72096
382,382,2008,Bremen,No migration background,Disagree,0.44824,44,16900,0.3398,0.55352
383,383,2008,Bremen,No migration background,Disagree completely,0.55176,61,16900,0.44847,0.65037
384,384,2008,North Rhine-Westphalia,No migration background,Agree completely,0.04267,116,16900,0.03643,0.0486
385,385,2008,North Rhine-Westphalia,No migration background,Agree,0.12451,329,16900,0.11365,0.13538
386,386,2008,North Rhine-Westphalia,No migration background,Disagree,0.39913,1145,16900,0.38064,0.4235
387,387,2008,North Rhine-Westphalia,No migration background,Disagree completely,0.43369,1405,16900,0.41525,0.45123
388,388,2008,North Rhine-Westphalia,Direct migration background,Agree,0.11429,50,16900,0.09382,0.1309
389,389,2008,North Rhine-Westphalia,Direct migration background,Disagree,0.36183,164,16900,0.3162,0.41294
390,390,2008,North Rhine-Westphalia,Direct migration background,Disagree completely,0.52387,237,16900,0.47555,0.57495
391,391,2008,North Rhine-Westphalia,Indirect migration background,Disagree,0.49622,66,16900,0.39111,0.60149
392,392,2008,North Rhine-Westphalia,Indirect migration background,Disagree completely,0.50378,100,16900,0.4134,0.61235
393,393,2008,Hesse,No migration background,Agree completely,0.04845,40,16900,0.03821,0.05989
394,394,2008,Hesse,No migration background,Agree,0.10567,99,16900,0.09092,0.12257
395,395,2008,Hesse,No migration background,Disagree,0.38859,362,16900,0.3551,0.42145
396,396,2008,Hesse,No migration background,Disagree completely,0.45729,465,16900,0.42152,0.49455
397,397,2008,Hesse,Direct migration background,Disagree,0.3284,46,16900,0.25773,0.40196
398,398,2008,Hesse,Direct migration background,Disagree completely,0.6716,90,16900,0.57644,0.76825
399,399,2008,"Rhineland-Palatinate, Saarland",No migration background,Agree completely,0.05783,40,16900,0.04592,0.07018
400,400,2008,"Rhineland-Palatinate, Saarland",No migration background,Agree,0.12095,92,16900,0.10108,0.14009
401,401,2008,"Rhineland-Palatinate, Saarland",No migration background,Disagree,0.39437,333,16900,0.36718,0.42371
402,402,2008,"Rhineland-Palatinate, Saarland",No migration background,Disagree completely,0.42686,410,16900,0.39295,0.45889
403,403,2008,"Rhineland-Palatinate, Saarland",Direct migration background,Disagree,0.46402,61,16900,0.3857,0.54847
404,404,2008,"Rhineland-Palatinate, Saarland",Direct migration background,Disagree completely,0.53598,54,16900,0.4401,0.65238
405,405,2008,Baden-Wuerttemberg,No migration background,Agree completely,0.04464,62,16900,0.03363,0.05329
406,406,2008,Baden-Wuerttemberg,No migration background,Agree,0.10939,162,16900,0.09697,0.12284
407,407,2008,Baden-Wuerttemberg,No migration background,Disagree,0.42688,627,16900,0.3923,0.45272
408,408,2008,Baden-Wuerttemberg,No migration background,Disagree completely,0.41909,698,16900,0.39004,0.44721
409,409,2008,Baden-Wuerttemberg,Direct migration background,Agree,0.14497,52,16900,0.10691,0.18912
410,410,2008,Baden-Wuerttemberg,Direct migration background,Disagree,0.48868,182,16900,0.42439,0.55382
411,411,2008,Baden-Wuerttemberg,Direct migration background,Disagree completely,0.36635,153,16900,0.31282,0.42382
412,412,2008,Baden-Wuerttemberg,Indirect migration background,Disagree,0.48385,58,16900,0.35959,0.60027
413,413,2008,Baden-Wuerttemberg,Indirect migration background,Disagree completely,0.51615,80,16900,0.41498,0.63576
414,414,2008,Bavaria,No migration background,Agree completely,0.06158,107,16900,0.05337,0.07162
415,415,2008,Bavaria,No migration background,Agree,0.10594,221,16900,0.0918,0.11666
416,416,2008,Bavaria,No migration background,Disagree,0.41481,895,16900,0.39217,0.43908
417,417,2008,Bavaria,No migration background,Disagree completely,0.41768,944,16900,0.3944,0.44035
418,418,2008,Bavaria,Direct migration background,Agree,0.23355,47,16900,0.18226,0.29398
419,419,2008,Bavaria,Direct migration background,Disagree,0.41549,103,16900,0.35475,0.48015
420,420,2008,Bavaria,Direct migration background,Disagree completely,0.35097,96,16900,0.29935,0.40122
421,421,2008,Bavaria,Indirect migration background,Disagree,0.47116,50,16900,0.32994,0.60657
422,422,2008,Bavaria,Indirect migration background,Disagree completely,0.52884,47,16900,0.39913,0.65525
423,423,2008,Berlin,No migration background,Agree completely,0.06016,33,16900,0.04626,0.07391
424,424,2008,Berlin,No migration background,Agree,0.15203,88,16900,0.12744,0.18455
425,425,2008,Berlin,No migration background,Disagree,0.38428,220,16900,0.34074,0.42828
426,426,2008,Berlin,No migration background,Disagree completely,0.40353,245,16900,0.35821,0.44076
427,427,2008,Brandenburg,No migration background,Agree,0.1301,89,16900,0.10527,0.15717
428,428,2008,Brandenburg,No migration background,Disagree,0.44817,294,16900,0.40267,0.48803
429,429,2008,Brandenburg,No migration background,Disagree completely,0.42173,305,16900,0.38307,0.45838
430,430,2008,Mecklenburg-Western Pomerania,No migration background,Agree,0.12827,45,16900,0.1007,0.16104
431,431,2008,Mecklenburg-Western Pomerania,No migration background,Disagree,0.41566,180,16900,0.35853,0.4745
432,432,2008,Mecklenburg-Western Pomerania,No migration background,Disagree completely,0.45607,158,16900,0.40227,0.52431
433,433,2008,Saxony,No migration background,Agree completely,0.03722,46,16900,0.02844,0.04603
434,434,2008,Saxony,No migration background,Agree,0.12822,151,16900,0.10639,0.14592
435,435,2008,Saxony,No migration background,Disagree,0.42439,563,16900,0.39647,0.45301
436,436,2008,Saxony,No migration background,Disagree completely,0.41017,501,16900,0.378,0.44327
437,437,2008,Saxony-Anhalt,No migration background,Agree,0.11476,91,16900,0.09674,0.13672
438,438,2008,Saxony-Anhalt,No migration background,Disagree,0.472,314,16900,0.43216,0.52317
439,439,2008,Saxony-Anhalt,No migration background,Disagree completely,0.41324,261,16900,0.3617,0.47063
440,440,2008,Thuringa,No migration background,Agree,0.14069,102,16900,0.11164,0.17708
441,441,2008,Thuringa,No migration background,Disagree,0.54864,409,16900,0.50277,0.60724
442,442,2008,Thuringa,No migration background,Disagree completely,0.31067,244,16900,0.2805,0.34665
443,443,2013,Schleswig-Holstein,No migration background,Agree,0.10719,46,16232,0.08325,0.13542
444,444,2013,Schleswig-Holstein,No migration background,Disagree,0.35963,155,16232,0.31512,0.41728
445,445,2013,Schleswig-Holstein,No migration background,Disagree completely,0.53318,247,16232,0.47591,0.59357
446,446,2013,Hamburg,No migration background,Disagree,0.50094,71,16232,0.39779,0.62976
447,447,2013,Hamburg,No migration background,Disagree completely,0.49906,112,16232,0.41088,0.58521
448,448,2013,Lower Saxony,No migration background,Agree completely,0.06963,92,16232,0.05644,0.08219
449,449,2013,Lower Saxony,No migration background,Agree,0.08984,133,16232,0.07468,0.10896
450,450,2013,Lower Saxony,No migration background,Disagree,0.34772,501,16232,0.32372,0.37239
451,451,2013,Lower Saxony,No migration background,Disagree completely,0.49282,725,16232,0.45227,0.53299
452,452,2013,Lower Saxony,Direct migration background,Disagree,0.53384,49,16232,0.37896,0.71588
453,453,2013,Lower Saxony,Direct migration background,Disagree completely,0.46616,63,16232,0.30879,0.63251
454,454,2013,Bremen,No migration background,Disagree completely,1.0,50,16232,0.69827,1.36032
455,455,2013,North Rhine-Westphalia,No migration background,Agree completely,0.05506,127,16232,0.04631,0.06376
456,456,2013,North Rhine-Westphalia,No migration background,Agree,0.1026,282,16232,0.09274,0.11272
457,457,2013,North Rhine-Westphalia,No migration background,Disagree,0.35463,976,16232,0.33498,0.37335
458,458,2013,North Rhine-Westphalia,No migration background,Disagree completely,0.48771,1408,16232,0.46691,0.51039
459,459,2013,North Rhine-Westphalia,Direct migration background,Agree,0.12564,55,16232,0.0932,0.16975
460,460,2013,North Rhine-Westphalia,Direct migration background,Disagree,0.40197,141,16232,0.32342,0.46088
461,461,2013,North Rhine-Westphalia,Direct migration background,Disagree completely,0.4724,196,16232,0.39939,0.53436
462,462,2013,North Rhine-Westphalia,Indirect migration background,Disagree,0.44668,65,16232,0.33521,0.56374
463,463,2013,North Rhine-Westphalia,Indirect migration background,Disagree completely,0.55332,84,16232,0.44351,0.66054
464,464,2013,Hesse,No migration background,Agree completely,0.05025,43,16232,0.03474,0.0706
465,465,2013,Hesse,No migration background,Agree,0.10221,92,16232,0.08248,0.12234
466,466,2013,Hesse,No migration background,Disagree,0.41634,372,16232,0.37776,0.45932
467,467,2013,Hesse,No migration background,Disagree completely,0.4312,441,16232,0.39709,0.46025
468,468,2013,Hesse,Direct migration background,Disagree,0.4042,42,16232,0.26695,0.58593
469,469,2013,Hesse,Direct migration background,Disagree completely,0.5958,72,16232,0.43956,0.77368
470,470,2013,Hesse,Indirect migration background,Disagree completely,1.0,31,16232,0.68603,1.40912
471,471,2013,"Rhineland-Palatinate, Saarland",No migration background,Agree completely,0.05397,44,16232,0.04008,0.06887
472,472,2013,"Rhineland-Palatinate, Saarland",No migration background,Agree,0.0918,68,16232,0.07908,0.10802
473,473,2013,"Rhineland-Palatinate, Saarland",No migration background,Disagree,0.34692,242,16232,0.2993,0.3905
474,474,2013,"Rhineland-Palatinate, Saarland",No migration background,Disagree completely,0.50731,456,16232,0.46505,0.54695
475,475,2013,"Rhineland-Palatinate, Saarland",Direct migration background,Disagree,0.32414,38,16232,0.24763,0.4155
476,476,2013,"Rhineland-Palatinate, Saarland",Direct migration background,Disagree completely,0.67586,62,16232,0.51691,0.8267
477,477,2013,Baden-Wuerttemberg,No migration background,Agree completely,0.03512,53,16232,0.02687,0.04238
478,478,2013,Baden-Wuerttemberg,No migration background,Agree,0.10236,150,16232,0.08917,0.11483
479,479,2013,Baden-Wuerttemberg,No migration background,Disagree,0.34484,523,16232,0.31286,0.37552
480,480,2013,Baden-Wuerttemberg,No migration background,Disagree completely,0.51769,788,16232,0.48343,0.55301
481,481,2013,Baden-Wuerttemberg,Direct migration background,Disagree,0.47064,107,16232,0.37881,0.58354
482,482,2013,Baden-Wuerttemberg,Direct migration background,Disagree completely,0.52936,128,16232,0.44515,0.63675
483,483,2013,Baden-Wuerttemberg,Indirect migration background,Disagree,0.35001,36,16232,0.22508,0.47099
484,484,2013,Baden-Wuerttemberg,Indirect migration background,Disagree completely,0.64999,58,16232,0.47684,0.82499
485,485,2013,Bavaria,No migration background,Agree completely,0.05684,124,16232,0.04742,0.06531
486,486,2013,Bavaria,No migration background,Agree,0.09243,206,16232,0.08216,0.1078
487,487,2013,Bavaria,No migration background,Disagree,0.39318,879,16232,0.36961,0.41673
488,488,2013,Bavaria,No migration background,Disagree completely,0.45756,1111,16232,0.4314,0.48239
489,489,2013,Bavaria,Direct migration background,Agree,0.16355,38,16232,0.10632,0.2177
490,490,2013,Bavaria,Direct migration background,Disagree,0.37882,86,16232,0.27673,0.46554
491,491,2013,Bavaria,Direct migration background,Disagree completely,0.45763,129,16232,0.38547,0.55199
492,492,2013,Bavaria,Indirect migration background,Disagree,0.40428,45,16232,0.29928,0.57001
493,493,2013,Bavaria,Indirect migration background,Disagree completely,0.59572,66,16232,0.44485,0.75879
494,494,2013,Berlin,No migration background,Agree completely,0.05397,34,16232,0.04028,0.06877
495,495,2013,Berlin,No migration background,Agree,0.12316,67,16232,0.09904,0.14933
496,496,2013,Berlin,No migration background,Disagree,0.34865,208,16232,0.30712,0.39816
497,497,2013,Berlin,No migration background,Disagree completely,0.47422,288,16232,0.42469,0.5172
498,498,2013,Brandenburg,No migration background,Agree completely,0.08406,41,16232,0.05981,0.10903
499,499,2013,Brandenburg,No migration background,Agree,0.08861,62,16232,0.06947,0.11173
500,500,2013,Brandenburg,No migration background,Disagree,0.3751,268,16232,0.33165,0.42182
501,501,2013,Brandenburg,No migration background,Disagree completely,0.45223,282,16232,0.38796,0.50115
502,502,2013,Mecklenburg-Western Pomerania,No migration background,Agree,0.10528,34,16232,0.06936,0.14385
503,503,2013,Mecklenburg-Western Pomerania,No migration background,Disagree,0.35667,145,16232,0.29991,0.42018
504,504,2013,Mecklenburg-Western Pomerania,No migration background,Disagree completely,0.53805,190,16232,0.46393,0.61448
505,505,2013,Saxony,No migration background,Agree completely,0.03126,32,16232,0.02384,0.03989
506,506,2013,Saxony,No migration background,Agree,0.10038,101,16232,0.08055,0.1244
507,507,2013,Saxony,No migration background,Disagree,0.4302,499,16232,0.39901,0.46528
508,508,2013,Saxony,No migration background,Disagree completely,0.43816,509,16232,0.40313,0.4797
509,509,2013,Saxony-Anhalt,No migration background,Agree completely,0.06243,37,16232,0.0518,0.07347
510,510,2013,Saxony-Anhalt,No migration background,Agree,0.11219,72,16232,0.09208,0.13352
511,511,2013,Saxony-Anhalt,No migration background,Disagree,0.47262,274,16232,0.41231,0.53104
512,512,2013,Saxony-Anhalt,No migration background,Disagree completely,0.35276,261,16232,0.317,0.39727
513,513,2013,Thuringa,No migration background,Agree completely,0.0802,47,16232,0.05634,0.10503
514,514,2013,Thuringa,No migration background,Agree,0.12983,77,16232,0.09487,0.16215
515,515,2013,Thuringa,No migration background,Disagree,0.35989,269,16232,0.324,0.4051
516,516,2013,Thuringa,No migration background,Disagree completely,0.43008,327,16232,0.3932,0.46875
517,517,2018,Schleswig-Holstein,No migration background,Agree completely,0.06357,36,21808,0.04954,0.08174
518,518,2018,Schleswig-Holstein,No migration background,Agree,0.13591,84,21808,0.10739,0.16611
519,519,2018,Schleswig-Holstein,No migration background,Disagree,0.37222,233,21808,0.32686,0.41991
520,520,2018,Schleswig-Holstein,No migration background,Disagree completely,0.42829,297,21808,0.38314,0.4973
521,521,2018,Schleswig-Holstein,Direct migration background,Disagree,0.42719,42,21808,0.20645,0.63518
522,522,2018,Schleswig-Holstein,Direct migration background,Disagree completely,0.57281,53,21808,0.38976,0.84543
523,523,2018,Hamburg,No migration background,Disagree,0.32831,74,21808,0.25552,0.41877
524,524,2018,Hamburg,No migration background,Disagree completely,0.67169,148,21808,0.55679,0.79513
525,525,2018,Hamburg,Direct migration background,Disagree,0.37882,35,21808,0.20737,0.6334
526,526,2018,Hamburg,Direct migration background,Disagree completely,0.62118,46,21808,0.42905,0.89858
527,527,2018,Lower Saxony,No migration background,Agree completely,0.04971,94,21808,0.03988,0.06248
528,528,2018,Lower Saxony,No migration background,Agree,0.11379,204,21808,0.09954,0.12992
529,529,2018,Lower Saxony,No migration background,Disagree,0.3604,618,21808,0.33082,0.39034
530,530,2018,Lower Saxony,No migration background,Disagree completely,0.47611,836,21808,0.4455,0.51356
531,531,2018,Lower Saxony,Direct migration background,Agree,0.17003,58,21808,0.09325,0.24718
532,532,2018,Lower Saxony,Direct migration background,Disagree,0.35424,153,21808,0.28699,0.4288
533,533,2018,Lower Saxony,Direct migration background,Disagree completely,0.47573,172,21808,0.39299,0.59797
534,534,2018,Lower Saxony,Indirect migration background,Disagree,0.47844,51,21808,0.35259,0.61599
535,535,2018,Lower Saxony,Indirect migration background,Disagree completely,0.52156,53,21808,0.38285,0.71747
536,536,2018,Bremen,No migration background,Disagree,0.68825,51,21808,0.50962,0.9152
537,537,2018,Bremen,No migration background,Disagree completely,0.31175,54,21808,0.24033,0.39652
538,538,2018,North Rhine-Westphalia,No migration background,Agree completely,0.05352,171,21808,0.0452,0.06173
539,539,2018,North Rhine-Westphalia,No migration background,Agree,0.12462,383,21808,0.11302,0.13958
540,540,2018,North Rhine-Westphalia,No migration background,Disagree,0.38351,1226,21808,0.36041,0.40839
541,541,2018,North Rhine-Westphalia,No migration background,Disagree completely,0.43836,1459,21808,0.41256,0.46154
542,542,2018,North Rhine-Westphalia,Direct migration background,Agree completely,0.07833,79,21808,0.0564,0.10087
543,543,2018,North Rhine-Westphalia,Direct migration background,Agree,0.15496,113,21808,0.11394,0.19799
544,544,2018,North Rhine-Westphalia,Direct migration background,Disagree,0.32263,338,21808,0.26713,0.37042
545,545,2018,North Rhine-Westphalia,Direct migration background,Disagree completely,0.44407,538,21808,0.39413,0.4947
546,546,2018,North Rhine-Westphalia,Indirect migration background,Agree,0.12403,52,21808,0.08415,0.17255
547,547,2018,North Rhine-Westphalia,Indirect migration background,Disagree,0.39542,160,21808,0.32538,0.47777
548,548,2018,North Rhine-Westphalia,Indirect migration background,Disagree completely,0.48054,198,21808,0.39558,0.56682
549,549,2018,Hesse,No migration background,Agree completely,0.04973,55,21808,0.03424,0.06585
550,550,2018,Hesse,No migration background,Agree,0.15175,138,21808,0.1237,0.17879
551,551,2018,Hesse,No migration background,Disagree,0.39066,449,21808,0.35304,0.43081
552,552,2018,Hesse,No migration background,Disagree completely,0.40786,470,21808,0.37384,0.44179
553,553,2018,Hesse,Direct migration background,Agree,0.14003,33,21808,0.09233,0.19416
554,554,2018,Hesse,Direct migration background,Disagree,0.44861,115,21808,0.33431,0.61616
555,555,2018,Hesse,Direct migration background,Disagree completely,0.41136,134,21808,0.28521,0.52374
556,556,2018,Hesse,Indirect migration background,Disagree,0.53326,48,21808,0.37003,0.78572
557,557,2018,Hesse,Indirect migration background,Disagree completely,0.46674,57,21808,0.32906,0.63744
558,558,2018,"Rhineland-Palatinate, Saarland",No migration background,Agree completely,0.05209,50,21808,0.03757,0.06835
559,559,2018,"Rhineland-Palatinate, Saarland",No migration background,Agree,0.11723,96,21808,0.09469,0.14614
560,560,2018,"Rhineland-Palatinate, Saarland",No migration background,Disagree,0.38466,344,21808,0.34245,0.41785
561,561,2018,"Rhineland-Palatinate, Saarland",No migration background,Disagree completely,0.44602,439,21808,0.41059,0.48862
562,562,2018,"Rhineland-Palatinate, Saarland",Direct migration background,Agree,0.15035,35,21808,0.09413,0.22221
563,563,2018,"Rhineland-Palatinate, Saarland",Direct migration background,Disagree,0.44857,141,21808,0.33004,0.56542
564,564,2018,"Rhineland-Palatinate, Saarland",Direct migration background,Disagree completely,0.40108,104,21808,0.28156,0.51365
565,565,2018,"Rhineland-Palatinate, Saarland",Indirect migration background,Disagree,0.51424,38,21808,0.37087,0.68037
566,566,2018,"Rhineland-Palatinate, Saarland",Indirect migration background,Disagree completely,0.48576,32,21808,0.32802,0.66643
567,567,2018,Baden-Wuerttemberg,No migration background,Agree completely,0.05066,80,21808,0.04008,0.06463
568,568,2018,Baden-Wuerttemberg,No migration background,Agree,0.11607,179,21808,0.09861,0.13094
569,569,2018,Baden-Wuerttemberg,No migration background,Disagree,0.35465,667,21808,0.32537,0.37783
570,570,2018,Baden-Wuerttemberg,No migration background,Disagree completely,0.47862,922,21808,0.45246,0.51343
571,571,2018,Baden-Wuerttemberg,Direct migration background,Agree,0.10221,61,21808,0.07549,0.13385
572,572,2018,Baden-Wuerttemberg,Direct migration background,Disagree,0.35054,168,21808,0.29065,0.42085
573,573,2018,Baden-Wuerttemberg,Direct migration background,Disagree completely,0.54725,273,21808,0.45959,0.62353
574,574,2018,Baden-Wuerttemberg,Indirect migration background,Disagree,0.41581,88,21808,0.34404,0.51219
575,575,2018,Baden-Wuerttemberg,Indirect migration background,Disagree completely,0.58419,107,21808,0.47698,0.71622
576,576,2018,Bavaria,No migration background,Agree completely,0.05184,136,21808,0.04278,0.06062
577,577,2018,Bavaria,No migration background,Agree,0.09339,247,21808,0.08415,0.10569
578,578,2018,Bavaria,No migration background,Disagree,0.38097,1012,21808,0.3539,0.4073
579,579,2018,Bavaria,No migration background,Disagree completely,0.4738,1326,21808,0.44591,0.50496
580,580,2018,Bavaria,Direct migration background,Agree completely,0.06754,37,21808,0.0451,0.09354
581,581,2018,Bavaria,Direct migration background,Agree,0.12322,100,21808,0.09409,0.15993
582,582,2018,Bavaria,Direct migration background,Disagree,0.33056,221,21808,0.26634,0.39799
583,583,2018,Bavaria,Direct migration background,Disagree completely,0.47868,300,21808,0.4037,0.57177
