"beruf","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"In Rente oder Pension","1990","35-65 J.","Hauptschule","514","0.149186275987973","0.138315384539489","0.160057167436458"
"In Rente oder Pension","1990","35-65 J.","Realschule","67","0.0851795449314774","0.0684300593836374","0.101929030479317"
"In Rente oder Pension","1990","35-65 J.","(Fach-)Abitur","","","",""
"In Rente oder Pension","1990","35-65 J.","AkademikerIn","62","0.0689811507780781","0.0537610425170865","0.0842012590390697"
"In Rente oder Pension","1990","66 und älter","(noch) kein Abschluss","","","",""
"In Rente oder Pension","1990","66 und älter","Hauptschule","1041","0.963150105196717","0.951950610372592","0.974349600020842"
"In Rente oder Pension","1990","66 und älter","Realschule","180","0.947285078968912","0.915676526676438","0.978893631261385"
"In Rente oder Pension","1990","66 und älter","(Fach-)Abitur","38","0.844699074308294","0.740032693676199","0.949365454940389"
"In Rente oder Pension","1990","66 und älter","AkademikerIn","95","0.906638766435233","0.851512746822846","0.96176478604762"
"Arbeitslose","1990","16-34 J.","(noch) kein Abschluss","","","",""
"Arbeitslose","1990","16-34 J.","Hauptschule","75","0.0402002882290436","0.0310955130825086","0.0493050633755786"
"Arbeitslose","1990","16-34 J.","Realschule","","","",""
"Arbeitslose","1990","16-34 J.","(Fach-)Abitur","","","",""
"Arbeitslose","1990","16-34 J.","AkademikerIn","","","",""
"Arbeitslose","1990","35-65 J.","(noch) kein Abschluss","","","",""
"Arbeitslose","1990","35-65 J.","Hauptschule","126","0.034501545197214","0.0289325281960143","0.0400705621984137"
"Arbeitslose","1990","35-65 J.","Realschule","","","",""
"Arbeitslose","1990","35-65 J.","(Fach-)Abitur","","","",""
"Arbeitslose","1990","35-65 J.","AkademikerIn","","","",""
"Arbeitslose","1990","66 und älter","(noch) kein Abschluss","","","",""
"Arbeitslose","1990","66 und älter","Hauptschule","","","",""
"Arbeitslose","1990","66 und älter","Realschule","","","",""
"Arbeitslose","1990","66 und älter","(Fach-)Abitur","","","",""
"Arbeitslose","1990","66 und älter","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","1990","16-34 J.","(noch) kein Abschluss","48","0.0854337306106845","0.0562740331489947","0.114593428072374"
"Sonstige Nichterwerbspersonen","1990","16-34 J.","Hauptschule","269","0.146447822811898","0.130060016181943","0.162835629441853"
"Sonstige Nichterwerbspersonen","1990","16-34 J.","Realschule","186","0.107329388954527","0.0934948912447182","0.121163886664336"
"Sonstige Nichterwerbspersonen","1990","16-34 J.","(Fach-)Abitur","67","0.0819530567100832","0.0599319072800356","0.103974206140131"
"Sonstige Nichterwerbspersonen","1990","16-34 J.","AkademikerIn","55","0.0977213604438082","0.0720260127475072","0.123416708140109"
"Sonstige Nichterwerbspersonen","1990","35-65 J.","(noch) kein Abschluss","139","0.271821349673167","0.233322286508333","0.310320412838"
"Sonstige Nichterwerbspersonen","1990","35-65 J.","Hauptschule","619","0.169304753502069","0.157861779328583","0.180747727675555"
"Sonstige Nichterwerbspersonen","1990","35-65 J.","Realschule","111","0.123072829402269","0.103360918067472","0.142784740737066"
"Sonstige Nichterwerbspersonen","1990","35-65 J.","(Fach-)Abitur","","","",""
"Sonstige Nichterwerbspersonen","1990","35-65 J.","AkademikerIn","40","0.0375926890794584","0.0261690508738867","0.0490163272850301"
"Sonstige Nichterwerbspersonen","1990","66 und älter","(noch) kein Abschluss","","","",""
"Sonstige Nichterwerbspersonen","1990","66 und älter","Hauptschule","","","",""
"Sonstige Nichterwerbspersonen","1990","66 und älter","Realschule","","","",""
"Sonstige Nichterwerbspersonen","1990","66 und älter","(Fach-)Abitur","","","",""
"Sonstige Nichterwerbspersonen","1990","66 und älter","AkademikerIn","","","",""
"Beamte","1990","16-34 J.","(noch) kein Abschluss","","","",""
"Beamte","1990","16-34 J.","Hauptschule","","","",""
"Beamte","1990","16-34 J.","Realschule","49","0.0381961170520138","0.0296294612126682","0.0467627728913594"
"Beamte","1990","16-34 J.","(Fach-)Abitur","30","0.067367930096319","0.0472442810069666","0.0874915791856715"
"Beamte","1990","16-34 J.","AkademikerIn","","","",""
"Beamte","1990","35-65 J.","(noch) kein Abschluss","","","",""
"Beamte","1990","35-65 J.","Hauptschule","63","0.0212973854370137","0.0168921208407405","0.0257026500332869"
"Beamte","1990","35-65 J.","Realschule","49","0.0634548258176701","0.0488275795055549","0.0780820721297854"
"Beamte","1990","35-65 J.","(Fach-)Abitur","","","",""
"Beamte","1990","35-65 J.","AkademikerIn","128","0.193171895460743","0.169461665472624","0.216882125448863"
"Beamte","1990","66 und älter","(noch) kein Abschluss","","","",""
"Beamte","1990","66 und älter","Hauptschule","","","",""
"Beamte","1990","66 und älter","Realschule","","","",""
"Beamte","1990","66 und älter","(Fach-)Abitur","","","",""
"Beamte","1990","66 und älter","AkademikerIn","","","",""
"Angestellte, einfache Tätigkeiten","1991","16-34 J.","(noch) kein Abschluss","78","0.172704628638497","0.133604052868763","0.21180520440823"
"Angestellte, einfache Tätigkeiten","1991","16-34 J.","Hauptschule","548","0.291337816187441","0.26968741386922","0.312988218505662"
"Angestellte, einfache Tätigkeiten","1991","16-34 J.","Realschule","319","0.161842553483905","0.145064018162156","0.178621088805654"
"Angestellte, einfache Tätigkeiten","1991","16-34 J.","(Fach-)Abitur","80","0.12134600333098","0.0952838006543888","0.14740820600757"
"Angestellte, einfache Tätigkeiten","1991","16-34 J.","AkademikerIn","56","0.0887985059588074","0.0631638459592491","0.114433165958366"
"Angestellte, einfache Tätigkeiten","1991","35-65 J.","(noch) kein Abschluss","242","0.456049365642397","0.412217200413078","0.499881530871716"
"Angestellte, einfache Tätigkeiten","1991","35-65 J.","Hauptschule","1189","0.259659432686561","0.24602938578772","0.273289479585402"
"Angestellte, einfache Tätigkeiten","1991","35-65 J.","Realschule","168","0.123278371768391","0.103929456488827","0.142627287047956"
"Angestellte, einfache Tätigkeiten","1991","35-65 J.","(Fach-)Abitur","50","0.133065733447074","0.0897327800060868","0.176398686888061"
"Angestellte, einfache Tätigkeiten","1991","35-65 J.","AkademikerIn","64","0.0409906338098507","0.0292310889551769","0.0527501786645245"
"Angestellte, einfache Tätigkeiten","1991","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeiten","1991","66 und älter","Hauptschule","","","",""
"Angestellte, einfache Tätigkeiten","1991","66 und älter","Realschule","","","",""
"Angestellte, einfache Tätigkeiten","1991","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeiten","1991","66 und älter","AkademikerIn","","","",""
"Angestellte, qualifizierte Tätigkeiten","1991","16-34 J.","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","1991","16-34 J.","Hauptschule","503","0.340502604987342","0.317923086655237","0.363082123319446"
"Angestellte, qualifizierte Tätigkeiten","1991","16-34 J.","Realschule","789","0.441112974815675","0.418493536755328","0.463732412876022"
"Angestellte, qualifizierte Tätigkeiten","1991","16-34 J.","(Fach-)Abitur","151","0.280649838354884","0.244787219058979","0.316512457650789"
"Angestellte, qualifizierte Tätigkeiten","1991","16-34 J.","AkademikerIn","268","0.565822896612983","0.521155438590465","0.610490354635502"
"Angestellte, qualifizierte Tätigkeiten","1991","35-65 J.","(noch) kein Abschluss","42","0.0867834259322072","0.0620084899705036","0.111558361893911"
"Angestellte, qualifizierte Tätigkeiten","1991","35-65 J.","Hauptschule","1153","0.290068299907194","0.275961193448793","0.304175406365596"
"Angestellte, qualifizierte Tätigkeiten","1991","35-65 J.","Realschule","546","0.471270192441273","0.441891382395622","0.500649002486924"
"Angestellte, qualifizierte Tätigkeiten","1991","35-65 J.","(Fach-)Abitur","96","0.475393252907205","0.411679155919185","0.539107349895224"
"Angestellte, qualifizierte Tätigkeiten","1991","35-65 J.","AkademikerIn","571","0.453580266372351","0.424052742090644","0.483107790654058"
"Angestellte, qualifizierte Tätigkeiten","1991","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","1991","66 und älter","Hauptschule","","","",""
"Angestellte, qualifizierte Tätigkeiten","1991","66 und älter","Realschule","","","",""
"Angestellte, qualifizierte Tätigkeiten","1991","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, qualifizierte Tätigkeiten","1991","66 und älter","AkademikerIn","","","",""
"Selbstständige/ManagerInnen","1991","16-34 J.","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1991","16-34 J.","Hauptschule","47","0.0233112826072198","0.0161216105424433","0.0305009546719963"
"Selbstständige/ManagerInnen","1991","16-34 J.","Realschule","50","0.0327866050977883","0.0246741135420125","0.0408990966535642"
"Selbstständige/ManagerInnen","1991","16-34 J.","(Fach-)Abitur","","","",""
"Selbstständige/ManagerInnen","1991","16-34 J.","AkademikerIn","","","",""
"Selbstständige/ManagerInnen","1991","35-65 J.","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1991","35-65 J.","Hauptschule","237","0.0659197063733063","0.0582057129983394","0.0736336997482732"
"Selbstständige/ManagerInnen","1991","35-65 J.","Realschule","109","0.0969499654352321","0.0795354235568703","0.114364507313594"
"Selbstständige/ManagerInnen","1991","35-65 J.","(Fach-)Abitur","","","",""
"Selbstständige/ManagerInnen","1991","35-65 J.","AkademikerIn","141","0.145506890644817","0.124593096233993","0.166420685055642"
"Selbstständige/ManagerInnen","1991","66 und älter","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1991","66 und älter","Hauptschule","","","",""
"Selbstständige/ManagerInnen","1991","66 und älter","Realschule","","","",""
"Selbstständige/ManagerInnen","1991","66 und älter","(Fach-)Abitur","","","",""
"Selbstständige/ManagerInnen","1991","66 und älter","AkademikerIn","","","",""
"In Ausbildung","1991","16-34 J.","(noch) kein Abschluss","200","0.647353932863194","0.597929546664287","0.696778319062102"
"In Ausbildung","1991","16-34 J.","Hauptschule","223","0.128142116499263","0.112215749926378","0.144068483072148"
"In Ausbildung","1991","16-34 J.","Realschule","354","0.175355935832017","0.158032326313894","0.19267954535014"
"In Ausbildung","1991","16-34 J.","(Fach-)Abitur","253","0.404212196180004","0.365043425089166","0.443380967270842"
"In Ausbildung","1991","16-34 J.","AkademikerIn","30","0.0831587994891192","0.0582748857738145","0.108042713204424"
"In Ausbildung","1991","35-65 J.","(noch) kein Abschluss","","","",""
"In Ausbildung","1991","35-65 J.","Hauptschule","","","",""
"In Ausbildung","1991","35-65 J.","Realschule","","","",""
"In Ausbildung","1991","35-65 J.","(Fach-)Abitur","","","",""
"In Ausbildung","1991","35-65 J.","AkademikerIn","","","",""
"In Ausbildung","1991","66 und älter","(noch) kein Abschluss","","","",""
"In Ausbildung","1991","66 und älter","Hauptschule","","","",""
"In Ausbildung","1991","66 und älter","Realschule","","","",""
"In Ausbildung","1991","66 und älter","(Fach-)Abitur","","","",""
"In Ausbildung","1991","66 und älter","AkademikerIn","","","",""
"In Rente oder Pension","1991","16-34 J.","(noch) kein Abschluss","","","",""
"In Rente oder Pension","1991","16-34 J.","Hauptschule","","","",""
"In Rente oder Pension","1991","16-34 J.","Realschule","","","",""
"In Rente oder Pension","1991","16-34 J.","(Fach-)Abitur","","","",""
"In Rente oder Pension","1991","16-34 J.","AkademikerIn","","","",""
"In Rente oder Pension","1991","35-65 J.","(noch) kein Abschluss","62","0.157405037527787","0.125355187949466","0.189454887106108"
"In Rente oder Pension","1991","35-65 J.","Hauptschule","548","0.159763116767547","0.148373249644909","0.171152983890186"
"In Rente oder Pension","1991","35-65 J.","Realschule","76","0.0915901618504452","0.0746136818686074","0.108566641832283"
"In Rente oder Pension","1991","35-65 J.","(Fach-)Abitur","","","",""
"In Rente oder Pension","1991","35-65 J.","AkademikerIn","80","0.0795039717979317","0.0634588822968967","0.0955490612989667"
"In Rente oder Pension","1991","66 und älter","(noch) kein Abschluss","","","",""
"In Rente oder Pension","1991","66 und älter","Hauptschule","1007","0.955434665206705","0.943059199569881","0.967810130843529"
"In Rente oder Pension","1991","66 und älter","Realschule","171","0.926048456496191","0.888640873862837","0.963456039129546"
"In Rente oder Pension","1991","66 und älter","(Fach-)Abitur","37","0.852044083648242","0.748305805623073","0.955782361673411"
"In Rente oder Pension","1991","66 und älter","AkademikerIn","99","0.916640523642315","0.865446873622849","0.967834173661782"
"Arbeitslose","1991","16-34 J.","(noch) kein Abschluss","","","",""
"Arbeitslose","1991","16-34 J.","Hauptschule","87","0.0482376984673307","0.0380281755044302","0.0584472214302313"
"Arbeitslose","1991","16-34 J.","Realschule","108","0.0445656907818451","0.0351653062495241","0.0539660753141662"
"Arbeitslose","1991","16-34 J.","(Fach-)Abitur","","","",""
"Arbeitslose","1991","16-34 J.","AkademikerIn","","","",""
"Arbeitslose","1991","35-65 J.","(noch) kein Abschluss","","","",""
"Arbeitslose","1991","35-65 J.","Hauptschule","219","0.0467402725101507","0.0401783549868038","0.0533021900334976"
"Arbeitslose","1991","35-65 J.","Realschule","40","0.0261329262280278","0.0167437783215011","0.0355220741345544"
"Arbeitslose","1991","35-65 J.","(Fach-)Abitur","","","",""
"Arbeitslose","1991","35-65 J.","AkademikerIn","52","0.0405697925938734","0.0288682030703528","0.0522713821173941"
"Arbeitslose","1991","66 und älter","(noch) kein Abschluss","","","",""
"Arbeitslose","1991","66 und älter","Hauptschule","","","",""
"Arbeitslose","1991","66 und älter","Realschule","","","",""
"Arbeitslose","1991","66 und älter","(Fach-)Abitur","","","",""
"Arbeitslose","1991","66 und älter","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","1991","16-34 J.","(noch) kein Abschluss","51","0.0920648132518037","0.0621576563821322","0.121971970121475"
"Sonstige Nichterwerbspersonen","1991","16-34 J.","Hauptschule","248","0.141248217237495","0.124653371293817","0.157843063181172"
"Sonstige Nichterwerbspersonen","1991","16-34 J.","Realschule","173","0.102941618433141","0.0890979645768493","0.116785272289433"
"Sonstige Nichterwerbspersonen","1991","16-34 J.","(Fach-)Abitur","54","0.0659233935236827","0.0461172254383524","0.0857295616090129"
"Sonstige Nichterwerbspersonen","1991","16-34 J.","AkademikerIn","40","0.0777816760031709","0.0536452455408617","0.10191810646548"
"Sonstige Nichterwerbspersonen","1991","35-65 J.","(noch) kein Abschluss","119","0.249094787914345","0.211033618088046","0.287155957740644"
"Sonstige Nichterwerbspersonen","1991","35-65 J.","Hauptschule","563","0.155763035314555","0.14448992109877","0.16703614953034"
"Sonstige Nichterwerbspersonen","1991","35-65 J.","Realschule","113","0.125694892685599","0.106184202110876","0.145205583260321"
"Sonstige Nichterwerbspersonen","1991","35-65 J.","(Fach-)Abitur","","","",""
"Sonstige Nichterwerbspersonen","1991","35-65 J.","AkademikerIn","35","0.0409895545295037","0.0292301578727451","0.0527489511862623"
"Sonstige Nichterwerbspersonen","1991","66 und älter","(noch) kein Abschluss","","","",""
"Sonstige Nichterwerbspersonen","1991","66 und älter","Hauptschule","41","0.0289376061639442","0.0188841049822189","0.0389911073456695"
"Sonstige Nichterwerbspersonen","1991","66 und älter","Realschule","","","",""
"Sonstige Nichterwerbspersonen","1991","66 und älter","(Fach-)Abitur","","","",""
"Sonstige Nichterwerbspersonen","1991","66 und älter","AkademikerIn","","","",""
"Beamte","1991","16-34 J.","(noch) kein Abschluss","","","",""
"Beamte","1991","16-34 J.","Hauptschule","32","0.0248088735960193","0.0173975409684014","0.0322202062236372"
"Beamte","1991","16-34 J.","Realschule","56","0.0402144630626436","0.0312644613280884","0.0491644647971988"
"Beamte","1991","16-34 J.","(Fach-)Abitur","30","0.0617427820173383","0.0425320687879855","0.080953495246691"
"Beamte","1991","16-34 J.","AkademikerIn","","","",""
"Beamte","1991","35-65 J.","(noch) kein Abschluss","","","",""
"Beamte","1991","35-65 J.","Hauptschule","60","0.0206275181450985","0.0162089967523914","0.0250460395378055"
"Beamte","1991","35-65 J.","Realschule","50","0.0568322642748238","0.0432060797606309","0.0704584487890168"
"Beamte","1991","35-65 J.","(Fach-)Abitur","","","",""
"Beamte","1991","35-65 J.","AkademikerIn","143","0.192463342165924","0.16908079029446","0.215845894037388"
"Beamte","1991","66 und älter","(noch) kein Abschluss","","","",""
"Beamte","1991","66 und älter","Hauptschule","","","",""
"Beamte","1991","66 und älter","Realschule","","","",""
"Beamte","1991","66 und älter","(Fach-)Abitur","","","",""
"Beamte","1991","66 und älter","AkademikerIn","","","",""
"Angestellte, einfache Tätigkeiten","1992","16-34 J.","(noch) kein Abschluss","66","0.156511582327328","0.118978896504163","0.194044268150493"
"Angestellte, einfache Tätigkeiten","1992","16-34 J.","Hauptschule","509","0.273158295174816","0.251546934340239","0.294769656009394"
"Angestellte, einfache Tätigkeiten","1992","16-34 J.","Realschule","279","0.152361021045967","0.135585951400512","0.169136090691422"
"Angestellte, einfache Tätigkeiten","1992","16-34 J.","(Fach-)Abitur","80","0.109883913056734","0.0848803881447593","0.134887437968709"
"Angestellte, einfache Tätigkeiten","1992","16-34 J.","AkademikerIn","41","0.0626838545930402","0.0400864868869864","0.085281222299094"
"Angestellte, einfache Tätigkeiten","1992","35-65 J.","(noch) kein Abschluss","215","0.405712024807879","0.361966581540279","0.449457468075478"
"Angestellte, einfache Tätigkeiten","1992","35-65 J.","Hauptschule","1070","0.242869680846389","0.229296113355194","0.256443248337583"
"Angestellte, einfache Tätigkeiten","1992","35-65 J.","Realschule","178","0.13268859788452","0.113021996910968","0.152355198858072"
"Angestellte, einfache Tätigkeiten","1992","35-65 J.","(Fach-)Abitur","44","0.107236127557319","0.0686493528526353","0.145822902262003"
"Angestellte, einfache Tätigkeiten","1992","35-65 J.","AkademikerIn","59","0.0379295868354231","0.0266511274699497","0.0492080462008965"
"Angestellte, einfache Tätigkeiten","1992","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeiten","1992","66 und älter","Hauptschule","","","",""
"Angestellte, einfache Tätigkeiten","1992","66 und älter","Realschule","","","",""
"Angestellte, einfache Tätigkeiten","1992","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeiten","1992","66 und älter","AkademikerIn","","","",""
"Angestellte, qualifizierte Tätigkeiten","1992","16-34 J.","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","1992","16-34 J.","Hauptschule","464","0.34073243197254","0.317744887048741","0.36371997689634"
"Angestellte, qualifizierte Tätigkeiten","1992","16-34 J.","Realschule","696","0.414294612317231","0.391300524421657","0.437288700212805"
"Angestellte, qualifizierte Tätigkeiten","1992","16-34 J.","(Fach-)Abitur","154","0.282889484988881","0.246880382008214","0.318898587969548"
"Angestellte, qualifizierte Tätigkeiten","1992","16-34 J.","AkademikerIn","251","0.594638713229273","0.548868316028917","0.64040911042963"
"Angestellte, qualifizierte Tätigkeiten","1992","35-65 J.","(noch) kein Abschluss","46","0.104680723049796","0.0774067922213428","0.131954653878249"
"Angestellte, qualifizierte Tätigkeiten","1992","35-65 J.","Hauptschule","1062","0.280228039485746","0.266012108936839","0.294443970034653"
"Angestellte, qualifizierte Tätigkeiten","1992","35-65 J.","Realschule","525","0.431742400861719","0.403027325989258","0.460457475734181"
"Angestellte, qualifizierte Tätigkeiten","1992","35-65 J.","(Fach-)Abitur","98","0.464549803652696","0.402351964644427","0.526747642660964"
"Angestellte, qualifizierte Tätigkeiten","1992","35-65 J.","AkademikerIn","544","0.430840214160581","0.401603233938682","0.46007719438248"
"Angestellte, qualifizierte Tätigkeiten","1992","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","1992","66 und älter","Hauptschule","","","",""
"Angestellte, qualifizierte Tätigkeiten","1992","66 und älter","Realschule","","","",""
"Angestellte, qualifizierte Tätigkeiten","1992","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, qualifizierte Tätigkeiten","1992","66 und älter","AkademikerIn","","","",""
"Selbstständige/ManagerInnen","1992","16-34 J.","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1992","16-34 J.","Hauptschule","52","0.0290770330284142","0.0209276931549728","0.0372263729018556"
"Selbstständige/ManagerInnen","1992","16-34 J.","Realschule","49","0.0276598582438687","0.0200046674802021","0.0353150490075354"
"Selbstständige/ManagerInnen","1992","16-34 J.","(Fach-)Abitur","","","",""
"Selbstständige/ManagerInnen","1992","16-34 J.","AkademikerIn","30","0.0698389348647376","0.0460779280797208","0.0935999416497545"
"Selbstständige/ManagerInnen","1992","35-65 J.","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1992","35-65 J.","Hauptschule","226","0.0649620578970626","0.0571607657678736","0.0727633500262516"
"Selbstständige/ManagerInnen","1992","35-65 J.","Realschule","105","0.103025115436091","0.085401838244343","0.12064839262784"
"Selbstständige/ManagerInnen","1992","35-65 J.","(Fach-)Abitur","","","",""
"Selbstständige/ManagerInnen","1992","35-65 J.","AkademikerIn","156","0.164443647028719","0.142558285935266","0.186329008122171"
"Selbstständige/ManagerInnen","1992","66 und älter","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1992","66 und älter","Hauptschule","","","",""
"Selbstständige/ManagerInnen","1992","66 und älter","Realschule","","","",""
"Selbstständige/ManagerInnen","1992","66 und älter","(Fach-)Abitur","","","",""
"Selbstständige/ManagerInnen","1992","66 und älter","AkademikerIn","","","",""
"In Ausbildung","1992","16-34 J.","(noch) kein Abschluss","207","0.645005579935439","0.595575724551716","0.694435435319163"
"In Ausbildung","1992","16-34 J.","Hauptschule","220","0.13087244420986","0.11451479595492","0.147230092464801"
"In Ausbildung","1992","16-34 J.","Realschule","381","0.198877500589231","0.180245296783472","0.217509704394989"
"In Ausbildung","1992","16-34 J.","(Fach-)Abitur","246","0.399353955625921","0.360197879792627","0.438510031459215"
"In Ausbildung","1992","16-34 J.","AkademikerIn","32","0.0772856140060733","0.0523901667467027","0.102181061265444"
"In Ausbildung","1992","35-65 J.","(noch) kein Abschluss","","","",""
"In Ausbildung","1992","35-65 J.","Hauptschule","","","",""
"In Ausbildung","1992","35-65 J.","Realschule","","","",""
"In Ausbildung","1992","35-65 J.","(Fach-)Abitur","","","",""
"In Ausbildung","1992","35-65 J.","AkademikerIn","","","",""
"In Ausbildung","1992","66 und älter","(noch) kein Abschluss","","","",""
"In Ausbildung","1992","66 und älter","Hauptschule","","","",""
"In Ausbildung","1992","66 und älter","Realschule","","","",""
"In Ausbildung","1992","66 und älter","(Fach-)Abitur","","","",""
"In Ausbildung","1992","66 und älter","AkademikerIn","","","",""
"In Rente oder Pension","1992","16-34 J.","(noch) kein Abschluss","","","",""
"In Rente oder Pension","1992","16-34 J.","Hauptschule","","","",""
"In Rente oder Pension","1992","16-34 J.","Realschule","","","",""
"In Rente oder Pension","1992","16-34 J.","(Fach-)Abitur","","","",""
"In Rente oder Pension","1992","16-34 J.","AkademikerIn","","","",""
"In Rente oder Pension","1992","35-65 J.","(noch) kein Abschluss","57","0.141514071927957","0.110461911991519","0.172566231864395"
"In Rente oder Pension","1992","35-65 J.","Hauptschule","623","0.182195819974081","0.169977375930667","0.194414264017495"
"In Rente oder Pension","1992","35-65 J.","Realschule","73","0.080929162917018","0.0651184303468925","0.0967398954871436"
"In Rente oder Pension","1992","35-65 J.","(Fach-)Abitur","","","",""
"In Rente oder Pension","1992","35-65 J.","AkademikerIn","95","0.0873750369072693","0.0707026741229927","0.104047399691546"
"In Rente oder Pension","1992","66 und älter","(noch) kein Abschluss","","","",""
"In Rente oder Pension","1992","66 und älter","Hauptschule","1032","0.971522983703501","0.961538094037667","0.981507873369336"
"In Rente oder Pension","1992","66 und älter","Realschule","184","0.954889216397662","0.925683766143595","0.984094666651729"
"In Rente oder Pension","1992","66 und älter","(Fach-)Abitur","41","0.914945607002049","0.834330731414284","0.995560482589813"
"In Rente oder Pension","1992","66 und älter","AkademikerIn","100","0.945828191614181","0.902938887847714","0.988717495380648"
"Arbeitslose","1992","16-34 J.","(noch) kein Abschluss","","","",""
"Arbeitslose","1992","16-34 J.","Hauptschule","112","0.0622652283667088","0.0505454931079517","0.073984963625466"
"Arbeitslose","1992","16-34 J.","Realschule","141","0.0717643701018034","0.0597166327573877","0.0838121074462192"
"Arbeitslose","1992","16-34 J.","(Fach-)Abitur","","","",""
"Arbeitslose","1992","16-34 J.","AkademikerIn","37","0.0628663367591913","0.0402383037823487","0.085494369736034"
"Arbeitslose","1992","35-65 J.","(noch) kein Abschluss","50","0.0970869979333053","0.0707097853291843","0.123464210537426"
"Arbeitslose","1992","35-65 J.","Hauptschule","285","0.0633387109097279","0.0556288253315663","0.0710485964878895"
"Arbeitslose","1992","35-65 J.","Realschule","89","0.0643754961204142","0.0501477514089378","0.0786032408318905"
"Arbeitslose","1992","35-65 J.","(Fach-)Abitur","","","",""
"Arbeitslose","1992","35-65 J.","AkademikerIn","76","0.0506536346278763","0.0377064617651611","0.0636008074905915"
"Arbeitslose","1992","66 und älter","(noch) kein Abschluss","","","",""
"Arbeitslose","1992","66 und älter","Hauptschule","","","",""
"Arbeitslose","1992","66 und älter","Realschule","","","",""
"Arbeitslose","1992","66 und älter","(Fach-)Abitur","","","",""
"Arbeitslose","1992","66 und älter","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","1992","16-34 J.","(noch) kein Abschluss","54","0.113489410636282","0.0807239351465848","0.146254886125978"
"Sonstige Nichterwerbspersonen","1992","16-34 J.","Hauptschule","242","0.140649554526408","0.123787544921009","0.157511564131807"
"Sonstige Nichterwerbspersonen","1992","16-34 J.","Realschule","163","0.100232164951593","0.0862140143220972","0.114250315581089"
"Sonstige Nichterwerbspersonen","1992","16-34 J.","(Fach-)Abitur","64","0.095950874752887","0.0724041048802432","0.119497644625531"
"Sonstige Nichterwerbspersonen","1992","16-34 J.","AkademikerIn","33","0.0849430587526365","0.0589519405675015","0.110934176937772"
"Sonstige Nichterwerbspersonen","1992","35-65 J.","(noch) kein Abschluss","108","0.236664817950334","0.198798776961568","0.2745308589391"
"Sonstige Nichterwerbspersonen","1992","35-65 J.","Hauptschule","499","0.143432435661784","0.132337455350515","0.154527415973053"
"Sonstige Nichterwerbspersonen","1992","35-65 J.","Realschule","108","0.120609880431397","0.101729653493023","0.139490107369772"
"Sonstige Nichterwerbspersonen","1992","35-65 J.","(Fach-)Abitur","30","0.130240589168764","0.0882673622977592","0.172213816039769"
"Sonstige Nichterwerbspersonen","1992","35-65 J.","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","1992","66 und älter","(noch) kein Abschluss","","","",""
"Sonstige Nichterwerbspersonen","1992","66 und älter","Hauptschule","","","",""
"Sonstige Nichterwerbspersonen","1992","66 und älter","Realschule","","","",""
"Sonstige Nichterwerbspersonen","1992","66 und älter","(Fach-)Abitur","","","",""
"Sonstige Nichterwerbspersonen","1992","66 und älter","AkademikerIn","","","",""
"Beamte","1992","16-34 J.","(noch) kein Abschluss","","","",""
"Beamte","1992","16-34 J.","Hauptschule","31","0.0216804613285182","0.0146168040133215","0.0287441186437148"
"Beamte","1992","16-34 J.","Realschule","52","0.0318931028999695","0.023690872224539","0.0400953335754"
"Beamte","1992","16-34 J.","(Fach-)Abitur","","","",""
"Beamte","1992","16-34 J.","AkademikerIn","","","",""
"Beamte","1992","35-65 J.","(noch) kein Abschluss","","","",""
"Beamte","1992","35-65 J.","Hauptschule","55","0.0191975743270974","0.0148541127779886","0.0235410358762063"
"Beamte","1992","35-65 J.","Realschule","51","0.0589307255240871","0.0452783989984495","0.0725830520497248"
"Beamte","1992","35-65 J.","(Fach-)Abitur","","","",""
"Beamte","1992","35-65 J.","AkademikerIn","133","0.17827707615692","0.155679193636103","0.200874958677737"
"Beamte","1992","66 und älter","(noch) kein Abschluss","","","",""
"Beamte","1992","66 und älter","Hauptschule","","","",""
"Beamte","1992","66 und älter","Realschule","","","",""
"Beamte","1992","66 und älter","(Fach-)Abitur","","","",""
