"beruf","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1991","Westdeutschland, alte Bundeslaender","maennlich","1625","0.358453461685977","0.344699743445082","0.372207179926873"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1991","Westdeutschland, alte Bundeslaender","weiblich","797","0.179913259531681","0.169058079419181","0.190768439644181"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1991","Ostdeutschland, neue Bundeslaender","maennlich","1031","0.490412984129992","0.468393575412408","0.512432392847576"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1991","Ostdeutschland, neue Bundeslaender","weiblich","744","0.299028271064761","0.279805063640086","0.318251478489437"
"Selbstständige/ManagerInnen","1991","Westdeutschland, alte Bundeslaender","maennlich","345","0.0821725785228871","0.0742960722602956","0.0900490847854786"
"Selbstständige/ManagerInnen","1991","Westdeutschland, alte Bundeslaender","weiblich","172","0.0355037724055819","0.030274237454054","0.0407333073571098"
"Selbstständige/ManagerInnen","1991","Ostdeutschland, neue Bundeslaender","maennlich","129","0.0614017663247005","0.0508276083474726","0.0719759243019285"
"Selbstständige/ManagerInnen","1991","Ostdeutschland, neue Bundeslaender","weiblich","52","0.021071043140868","0.0150407547581437","0.0271013315235924"
"In Ausbildung","1991","Westdeutschland, alte Bundeslaender","maennlich","498","0.0943237969429615","0.0859410420772218","0.102706551808701"
"In Ausbildung","1991","Westdeutschland, alte Bundeslaender","weiblich","395","0.0672753137453184","0.0601961793983515","0.0743544480922853"
"In Ausbildung","1991","Ostdeutschland, neue Bundeslaender","maennlich","123","0.0516939849587132","0.041941624283456","0.0614463456339705"
"In Ausbildung","1991","Ostdeutschland, neue Bundeslaender","weiblich","130","0.0460055982572384","0.0372093448895877","0.0548018516248891"
"In Rente oder Pension","1991","Westdeutschland, alte Bundeslaender","maennlich","650","0.196140642990714","0.184752222770604","0.207529063210825"
"In Rente oder Pension","1991","Westdeutschland, alte Bundeslaender","weiblich","861","0.282402170986488","0.269680325210033","0.295124016762943"
"In Rente oder Pension","1991","Ostdeutschland, neue Bundeslaender","maennlich","221","0.156679653026686","0.140668666729704","0.172690639323668"
"In Rente oder Pension","1991","Ostdeutschland, neue Bundeslaender","weiblich","449","0.296738831218179","0.277558107672526","0.315919554763831"
"Arbeitslose","1991","Westdeutschland, alte Bundeslaender","maennlich","164","0.0286602256058251","0.0238748609304423","0.0334455902812078"
"Arbeitslose","1991","Westdeutschland, alte Bundeslaender","weiblich","115","0.0194942121657151","0.0155871216033543","0.0234013027280759"
"Arbeitslose","1991","Ostdeutschland, neue Bundeslaender","maennlich","132","0.0710421853434824","0.0597267400750165","0.0823576306119483"
"Arbeitslose","1991","Ostdeutschland, neue Bundeslaender","weiblich","202","0.0835949124781278","0.0719736544125458","0.0952161705437098"
"Sonstige Nichterwerbspersonen","1991","Westdeutschland, alte Bundeslaender","maennlich","100","0.0198366015776435","0.0158374070778075","0.0238357960774794"
"Sonstige Nichterwerbspersonen","1991","Westdeutschland, alte Bundeslaender","weiblich","1227","0.212300352912875","0.200743722186005","0.223856983639744"
"Sonstige Nichterwerbspersonen","1991","Ostdeutschland, neue Bundeslaender","maennlich","54","0.0317312931611461","0.0240105815670619","0.0394520047552304"
"Sonstige Nichterwerbspersonen","1991","Ostdeutschland, neue Bundeslaender","weiblich","142","0.0710877605350242","0.0602981880996351","0.0818773329704133"
"Beamte","1991","Westdeutschland, alte Bundeslaender","maennlich","291","0.0735598950782094","0.0660727047227748","0.0810470854336439"
"Beamte","1991","Westdeutschland, alte Bundeslaender","weiblich","87","0.0218041140381587","0.0176768933558991","0.0259313347204183"
"Beamte","1991","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte","1991","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1992","Westdeutschland, alte Bundeslaender","maennlich","929","0.137262975592629","0.127309767727191","0.147216183458067"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1992","Westdeutschland, alte Bundeslaender","weiblich","1096","0.173212447218227","0.162504542874142","0.183920351562311"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1992","Ostdeutschland, neue Bundeslaender","maennlich","245","0.122225161037919","0.107473871864975","0.136976450210863"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1992","Ostdeutschland, neue Bundeslaender","weiblich","342","0.139709290465355","0.124860365512651","0.15455821541806"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1992","Westdeutschland, alte Bundeslaender","maennlich","1629","0.363497418492755","0.34958515157116","0.37740968541435"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1992","Westdeutschland, alte Bundeslaender","weiblich","810","0.180026900453367","0.169155475460648","0.190898325446085"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1992","Ostdeutschland, neue Bundeslaender","maennlich","857","0.414333686011696","0.392148741433715","0.436518630589677"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1992","Ostdeutschland, neue Bundeslaender","weiblich","624","0.255770193895442","0.237083251433493","0.274457136357391"
"Selbstständige/ManagerInnen","1992","Westdeutschland, alte Bundeslaender","maennlich","350","0.0871175272377534","0.0789609612204961","0.0952740932550107"
"Selbstständige/ManagerInnen","1992","Westdeutschland, alte Bundeslaender","weiblich","165","0.0327182500134488","0.0276845248535186","0.037751975173379"
"Selbstständige/ManagerInnen","1992","Ostdeutschland, neue Bundeslaender","maennlich","128","0.0622933932212166","0.051408790412825","0.0731779960296083"
"Selbstständige/ManagerInnen","1992","Ostdeutschland, neue Bundeslaender","weiblich","54","0.0231999108468325","0.0167521969905951","0.0296476247030698"
"In Ausbildung","1992","Westdeutschland, alte Bundeslaender","maennlich","476","0.0904604188341816","0.0821640653066245","0.0987567723617387"
"In Ausbildung","1992","Westdeutschland, alte Bundeslaender","weiblich","400","0.0674610710522045","0.0603640176930104","0.0745581244113986"
"In Ausbildung","1992","Ostdeutschland, neue Bundeslaender","maennlich","142","0.0601231959500506","0.0494175075536552","0.070828884346446"
"In Ausbildung","1992","Ostdeutschland, neue Bundeslaender","weiblich","180","0.0660913426821489","0.0554502986458133","0.0767323867184844"
"In Rente oder Pension","1992","Westdeutschland, alte Bundeslaender","maennlich","662","0.20062281695594","0.189040026828416","0.212205607083464"
"In Rente oder Pension","1992","Westdeutschland, alte Bundeslaender","weiblich","867","0.281999620370995","0.269267387653672","0.294731853088318"
"In Rente oder Pension","1992","Ostdeutschland, neue Bundeslaender","maennlich","284","0.207310658670229","0.189054036457029","0.22556728088343"
"In Rente oder Pension","1992","Ostdeutschland, neue Bundeslaender","weiblich","489","0.337344327247849","0.317093609611151","0.357595044884548"
"Arbeitslose","1992","Westdeutschland, alte Bundeslaender","maennlich","176","0.0335553934834882","0.0283468439025534","0.038763943064423"
"Arbeitslose","1992","Westdeutschland, alte Bundeslaender","weiblich","158","0.0257575758097699","0.0212752442197928","0.0302399073997469"
"Arbeitslose","1992","Ostdeutschland, neue Bundeslaender","maennlich","190","0.111805767389914","0.0976137484694775","0.125997786310351"
"Arbeitslose","1992","Ostdeutschland, neue Bundeslaender","weiblich","334","0.147074662993612","0.131904711532553","0.162244614454671"
"Sonstige Nichterwerbspersonen","1992","Westdeutschland, alte Bundeslaender","maennlich","101","0.0208310251066586","0.0167002524396106","0.0249617977737066"
"Sonstige Nichterwerbspersonen","1992","Westdeutschland, alte Bundeslaender","weiblich","1215","0.216873464055277","0.205212427750665","0.22853450035989"
"Sonstige Nichterwerbspersonen","1992","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1992","Ostdeutschland, neue Bundeslaender","weiblich","68","0.0294879724990433","0.0222422337733431","0.0367337112247435"
"Beamte","1992","Westdeutschland, alte Bundeslaender","maennlich","269","0.0666524242965945","0.0594384128289143","0.0738664357642748"
"Beamte","1992","Westdeutschland, alte Bundeslaender","weiblich","87","0.0219506710267115","0.0178047383128769","0.0260966037405461"
"Beamte","1992","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte","1992","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1993","Westdeutschland, alte Bundeslaender","maennlich","927","0.140336295765493","0.130266068058714","0.150406523472272"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1993","Westdeutschland, alte Bundeslaender","weiblich","1116","0.186541225947632","0.175470340545478","0.197612111349785"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1993","Ostdeutschland, neue Bundeslaender","maennlich","239","0.124366661341101","0.10920157547848","0.139531747203722"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1993","Ostdeutschland, neue Bundeslaender","weiblich","311","0.131642864009838","0.116887735654173","0.146397992365504"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","Westdeutschland, alte Bundeslaender","maennlich","1550","0.348011087066566","0.334200675020566","0.361821499112566"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","Westdeutschland, alte Bundeslaender","weiblich","790","0.171381640116815","0.160671711127542","0.182091569106089"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","Ostdeutschland, neue Bundeslaender","maennlich","743","0.361464782126224","0.339386912513316","0.383542651739131"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","Ostdeutschland, neue Bundeslaender","weiblich","572","0.245668260820613","0.226881545334594","0.264454976306633"
"Selbstständige/ManagerInnen","1993","Westdeutschland, alte Bundeslaender","maennlich","356","0.0871682718925991","0.0789899429864088","0.0953466007987895"
"Selbstständige/ManagerInnen","1993","Westdeutschland, alte Bundeslaender","weiblich","165","0.0370107751477754","0.0316453767850918","0.0423761735104591"
"Selbstständige/ManagerInnen","1993","Ostdeutschland, neue Bundeslaender","maennlich","133","0.0680656612068335","0.0564915291676724","0.0796397932459945"
"Selbstständige/ManagerInnen","1993","Ostdeutschland, neue Bundeslaender","weiblich","61","0.0253706590125023","0.0185081843041704","0.0322331337208342"
"In Ausbildung","1993","Westdeutschland, alte Bundeslaender","maennlich","446","0.0864955160676704","0.0783458065413889","0.094645225593952"
"In Ausbildung","1993","Westdeutschland, alte Bundeslaender","weiblich","383","0.064016155413685","0.0570594095479078","0.0709729012794622"
"In Ausbildung","1993","Ostdeutschland, neue Bundeslaender","maennlich","165","0.0830869747200872","0.0704027979553825","0.0957711514847919"
"In Ausbildung","1993","Ostdeutschland, neue Bundeslaender","weiblich","177","0.0643375670510461","0.0536300923917422","0.07504504171035"
"In Rente oder Pension","1993","Westdeutschland, alte Bundeslaender","maennlich","686","0.203641074898787","0.191965531372434","0.21531661842514"
"In Rente oder Pension","1993","Westdeutschland, alte Bundeslaender","weiblich","864","0.279024922496664","0.26627789882444","0.291771946168887"
"In Rente oder Pension","1993","Ostdeutschland, neue Bundeslaender","maennlich","290","0.211509338423311","0.192742341103131","0.230276335743492"
"In Rente oder Pension","1993","Ostdeutschland, neue Bundeslaender","weiblich","500","0.351409722570198","0.330575022851233","0.372244422289163"
"Arbeitslose","1993","Westdeutschland, alte Bundeslaender","maennlich","218","0.0418310968462283","0.0360266524781667","0.0476355412142899"
"Arbeitslose","1993","Westdeutschland, alte Bundeslaender","weiblich","181","0.0299501778343873","0.0251059574710337","0.0347943981977409"
"Arbeitslose","1993","Ostdeutschland, neue Bundeslaender","maennlich","195","0.123309817219566","0.108200193810498","0.138419440628634"
"Arbeitslose","1993","Ostdeutschland, neue Bundeslaender","weiblich","322","0.148637258281585","0.133112805350741","0.164161711212429"
"Sonstige Nichterwerbspersonen","1993","Westdeutschland, alte Bundeslaender","maennlich","107","0.0199538107322944","0.0158994145207137","0.0240082069438752"
"Sonstige Nichterwerbspersonen","1993","Westdeutschland, alte Bundeslaender","weiblich","1163","0.209351292550108","0.197788658679166","0.22091392642105"
"Sonstige Nichterwerbspersonen","1993","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1993","Ostdeutschland, neue Bundeslaender","weiblich","67","0.0292248185999853","0.0218740900317946","0.036575547168176"
"Beamte","1993","Westdeutschland, alte Bundeslaender","maennlich","280","0.0725628467303615","0.0650416076835209","0.0800840857772022"
"Beamte","1993","Westdeutschland, alte Bundeslaender","weiblich","94","0.0227238104929332","0.018488586285442","0.0269590347004244"
"Beamte","1993","Ostdeutschland, neue Bundeslaender","maennlich","30","0.0148738584372359","0.00931110916929646","0.0204366077051754"
"Beamte","1993","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Westdeutschland, alte Bundeslaender","maennlich","796","0.13161385312339","0.121666429304456","0.141561276942324"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Westdeutschland, alte Bundeslaender","weiblich","1022","0.170708622376828","0.159965593233154","0.181451651520503"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Ostdeutschland, neue Bundeslaender","maennlich","214","0.104483608495825","0.0903447581162898","0.11862245887536"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Ostdeutschland, neue Bundeslaender","weiblich","272","0.114087447993712","0.100115882859165","0.128059013128258"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Westdeutschland, alte Bundeslaender","maennlich","1538","0.344783787193577","0.330798573327532","0.358769001059623"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Westdeutschland, alte Bundeslaender","weiblich","819","0.176839811843704","0.165946055657185","0.187733568030224"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Ostdeutschland, neue Bundeslaender","maennlich","741","0.374451563629511","0.352080762195534","0.396822365063487"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Ostdeutschland, neue Bundeslaender","weiblich","583","0.253600345520349","0.234480193771776","0.272720497268922"
"Selbstständige/ManagerInnen","1994","Westdeutschland, alte Bundeslaender","maennlich","359","0.0853235345711233","0.0771035396708553","0.0935435294713914"
"Selbstständige/ManagerInnen","1994","Westdeutschland, alte Bundeslaender","weiblich","160","0.0350495611080948","0.0297985946253421","0.0403005275908475"
"Selbstständige/ManagerInnen","1994","Ostdeutschland, neue Bundeslaender","maennlich","134","0.07092310973173","0.0590579671630872","0.0827882523003729"
"Selbstständige/ManagerInnen","1994","Ostdeutschland, neue Bundeslaender","weiblich","51","0.0209453246183519","0.014652034977034","0.0272386142596699"
"In Ausbildung","1994","Westdeutschland, alte Bundeslaender","maennlich","392","0.0778840931573332","0.069998751461768","0.0857694348528984"
"In Ausbildung","1994","Westdeutschland, alte Bundeslaender","weiblich","353","0.0596184553195808","0.0528578145733938","0.0663790960657678"
"In Ausbildung","1994","Ostdeutschland, neue Bundeslaender","maennlich","150","0.0725728322094766","0.0605811478050471","0.0845645166139062"
"In Ausbildung","1994","Ostdeutschland, neue Bundeslaender","weiblich","189","0.0653277813851338","0.0544682940982624","0.0761872686720052"
"In Rente oder Pension","1994","Westdeutschland, alte Bundeslaender","maennlich","685","0.210320479250684","0.198329087379513","0.222311871121854"
"In Rente oder Pension","1994","Westdeutschland, alte Bundeslaender","weiblich","863","0.280204638471979","0.267381697824269","0.29302757911969"
"In Rente oder Pension","1994","Ostdeutschland, neue Bundeslaender","maennlich","282","0.209943013119867","0.191118091815541","0.228767934424192"
"In Rente oder Pension","1994","Ostdeutschland, neue Bundeslaender","weiblich","495","0.356561927444288","0.33551195356819","0.377611901320385"
"Arbeitslose","1994","Westdeutschland, alte Bundeslaender","maennlich","286","0.0555543132973306","0.0488144550545124","0.0622941715401488"
"Arbeitslose","1994","Westdeutschland, alte Bundeslaender","weiblich","231","0.0400590240110069","0.0344599282236135","0.0456581197984003"
"Arbeitslose","1994","Ostdeutschland, neue Bundeslaender","maennlich","203","0.12558277062125","0.110265632428953","0.140899908813546"
"Arbeitslose","1994","Ostdeutschland, neue Bundeslaender","weiblich","318","0.152132250703062","0.136348674813726","0.167915826592399"
"Sonstige Nichterwerbspersonen","1994","Westdeutschland, alte Bundeslaender","maennlich","100","0.0200962075661274","0.0159671384764134","0.0242252766558413"
"Sonstige Nichterwerbspersonen","1994","Westdeutschland, alte Bundeslaender","weiblich","1161","0.210639677695882","0.198996991632542","0.222282363759221"
"Sonstige Nichterwerbspersonen","1994","Ostdeutschland, neue Bundeslaender","maennlich","40","0.0236455113738441","0.0166223707181477","0.0306686520295405"
"Sonstige Nichterwerbspersonen","1994","Ostdeutschland, neue Bundeslaender","weiblich","70","0.0333239922324615","0.0254363049944846","0.0412116794704384"
"Beamte","1994","Westdeutschland, alte Bundeslaender","maennlich","281","0.0744237318404347","0.066701102270692","0.0821463614101773"
"Beamte","1994","Westdeutschland, alte Bundeslaender","weiblich","103","0.0268802091729242","0.0222623049137497","0.0314981134320987"
"Beamte","1994","Ostdeutschland, neue Bundeslaender","maennlich","34","0.0183975908184974","0.0121860186860931","0.0246091629509017"
"Beamte","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","Westdeutschland, alte Bundeslaender","maennlich","895","0.141667449408601","0.131675864182199","0.151659034635003"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","Westdeutschland, alte Bundeslaender","weiblich","1035","0.156284123972454","0.146190710297971","0.166377537646936"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","Ostdeutschland, neue Bundeslaender","maennlich","251","0.135695795117281","0.11966888488189","0.151722705352673"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","Ostdeutschland, neue Bundeslaender","weiblich","307","0.129354326717316","0.11446309370717","0.144245559727463"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","Westdeutschland, alte Bundeslaender","maennlich","1622","0.339769348151299","0.326198358840553","0.353340337462045"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","Westdeutschland, alte Bundeslaender","weiblich","923","0.186952272360553","0.176115350913164","0.197789193807943"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","Ostdeutschland, neue Bundeslaender","maennlich","696","0.359755378119421","0.337295369759839","0.382215386479003"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","Ostdeutschland, neue Bundeslaender","weiblich","547","0.233823923645433","0.215042512420258","0.252605334870608"
"Selbstständige/ManagerInnen","1995","Westdeutschland, alte Bundeslaender","maennlich","351","0.0792533473909936","0.0715131782714628","0.0869935165105243"
"Selbstständige/ManagerInnen","1995","Westdeutschland, alte Bundeslaender","weiblich","161","0.0341418539447653","0.0290942792477568","0.0391894286417738"
"Selbstständige/ManagerInnen","1995","Ostdeutschland, neue Bundeslaender","maennlich","133","0.0732890219554678","0.0610928113995101","0.0854852325114255"
"Selbstständige/ManagerInnen","1995","Ostdeutschland, neue Bundeslaender","weiblich","61","0.0280347387110533","0.0207099840245289","0.0353594933975776"
"In Ausbildung","1995","Westdeutschland, alte Bundeslaender","maennlich","447","0.084051574256097","0.0761013385491363","0.0920018099630577"
"In Ausbildung","1995","Westdeutschland, alte Bundeslaender","weiblich","384","0.0611816614764887","0.0545199787239256","0.0678433442290517"
"In Ausbildung","1995","Ostdeutschland, neue Bundeslaender","maennlich","162","0.0771285200386352","0.0646428628089129","0.0896141772683576"
"In Ausbildung","1995","Ostdeutschland, neue Bundeslaender","weiblich","178","0.0610794546326949","0.0504531697990756","0.0717057394663141"
"In Rente oder Pension","1995","Westdeutschland, alte Bundeslaender","maennlich","692","0.206675449576589","0.19507321983044","0.218277679322738"
"In Rente oder Pension","1995","Westdeutschland, alte Bundeslaender","weiblich","889","0.282397514153811","0.269884701765194","0.294910326542428"
"In Rente oder Pension","1995","Ostdeutschland, neue Bundeslaender","maennlich","292","0.225811145927477","0.206243911817348","0.245378380037607"
"In Rente oder Pension","1995","Ostdeutschland, neue Bundeslaender","weiblich","484","0.366892373802666","0.345506471864545","0.388278275740786"
"Arbeitslose","1995","Westdeutschland, alte Bundeslaender","maennlich","298","0.0579768526019139","0.0512806332268532","0.0646730719769745"
"Arbeitslose","1995","Westdeutschland, alte Bundeslaender","weiblich","277","0.047104367161597","0.0412154453781244","0.0529932889450697"
"Arbeitslose","1995","Ostdeutschland, neue Bundeslaender","maennlich","159","0.0947718138639213","0.0810645135780679","0.108479114149775"
"Arbeitslose","1995","Ostdeutschland, neue Bundeslaender","weiblich","268","0.130702774483053","0.115745722384518","0.145659826581587"
"Sonstige Nichterwerbspersonen","1995","Westdeutschland, alte Bundeslaender","maennlich","109","0.0223198621043961","0.0180871793552578","0.0265525448535343"
"Sonstige Nichterwerbspersonen","1995","Westdeutschland, alte Bundeslaender","weiblich","1193","0.205389362385038","0.194160165623483","0.216618559146593"
"Sonstige Nichterwerbspersonen","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1995","Ostdeutschland, neue Bundeslaender","weiblich","89","0.0434581534844176","0.0344111016597169","0.0525052053091182"
"Beamte","1995","Westdeutschland, alte Bundeslaender","maennlich","265","0.0682861165101106","0.0610587669694852","0.075513466050736"
"Beamte","1995","Westdeutschland, alte Bundeslaender","weiblich","110","0.0265488445452929","0.0220803377184224","0.0310173513721634"
"Beamte","1995","Ostdeutschland, neue Bundeslaender","maennlich","37","0.0198376391184711","0.0133119361835638","0.0263633420533783"
"Beamte","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Westdeutschland, alte Bundeslaender","maennlich","810","0.132315560859744","0.122464851338332","0.142166270381156"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Westdeutschland, alte Bundeslaender","weiblich","1010","0.160954123201301","0.150627684394979","0.171280562007622"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Ostdeutschland, neue Bundeslaender","maennlich","186","0.103332968777966","0.0891039907073257","0.117561946848606"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","Ostdeutschland, neue Bundeslaender","weiblich","271","0.116843938059992","0.102538370236648","0.131149505883336"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Westdeutschland, alte Bundeslaender","maennlich","1616","0.345373619645249","0.331549977594357","0.359197261696141"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Westdeutschland, alte Bundeslaender","weiblich","919","0.186880588067864","0.175926759761462","0.197834416374266"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Ostdeutschland, neue Bundeslaender","maennlich","713","0.371096561654419","0.348513953158072","0.393679170150766"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","Ostdeutschland, neue Bundeslaender","weiblich","553","0.240182224852748","0.22115793575401","0.259206513951486"
"Selbstständige/ManagerInnen","1996","Westdeutschland, alte Bundeslaender","maennlich","367","0.0866965861515324","0.0785159008553904","0.0948772714476744"
"Selbstständige/ManagerInnen","1996","Westdeutschland, alte Bundeslaender","weiblich","164","0.0361066733019177","0.0308644575182664","0.041348889085569"
"Selbstständige/ManagerInnen","1996","Ostdeutschland, neue Bundeslaender","maennlich","127","0.0678561035004825","0.0560996969915472","0.0796125100094178"
"Selbstständige/ManagerInnen","1996","Ostdeutschland, neue Bundeslaender","weiblich","65","0.0298384283371936","0.0222614981323822","0.037415358542005"
"In Ausbildung","1996","Westdeutschland, alte Bundeslaender","maennlich","397","0.0765451706218677","0.0688157334145238","0.0842746078292116"
"In Ausbildung","1996","Westdeutschland, alte Bundeslaender","weiblich","370","0.0609350510472931","0.0542132125498371","0.0676568895447491"
"In Ausbildung","1996","Ostdeutschland, neue Bundeslaender","maennlich","175","0.0775661064894703","0.0650622990238063","0.0900699139551343"
"In Ausbildung","1996","Ostdeutschland, neue Bundeslaender","weiblich","186","0.0696194616516808","0.0582855735747348","0.0809533497286268"
"In Rente oder Pension","1996","Westdeutschland, alte Bundeslaender","maennlich","705","0.21584990155846","0.203889199413625","0.227810603703294"
"In Rente oder Pension","1996","Westdeutschland, alte Bundeslaender","weiblich","890","0.284683681611063","0.272003162823325","0.2973642003988"
"In Rente oder Pension","1996","Ostdeutschland, neue Bundeslaender","maennlich","294","0.22988055755806","0.210212167141699","0.249548947974422"
"In Rente oder Pension","1996","Ostdeutschland, neue Bundeslaender","weiblich","489","0.366983200615811","0.345519035994394","0.388447365237229"
"Arbeitslose","1996","Westdeutschland, alte Bundeslaender","maennlich","301","0.0590105196091081","0.0521597675360133","0.065861271682203"
"Arbeitslose","1996","Westdeutschland, alte Bundeslaender","weiblich","250","0.048805653584417","0.0427511803251264","0.0548601268437077"
"Arbeitslose","1996","Ostdeutschland, neue Bundeslaender","maennlich","182","0.106235672644685","0.0918315984396842","0.120639746849686"
"Arbeitslose","1996","Ostdeutschland, neue Bundeslaender","weiblich","264","0.123822443245075","0.109154168784139","0.13849071770601"
"Sonstige Nichterwerbspersonen","1996","Westdeutschland, alte Bundeslaender","maennlich","101","0.0203456420270047","0.016241207955194","0.0244500760988155"
"Sonstige Nichterwerbspersonen","1996","Westdeutschland, alte Bundeslaender","weiblich","1153","0.197263628772703","0.186081701889813","0.208445555655593"
"Sonstige Nichterwerbspersonen","1996","Ostdeutschland, neue Bundeslaender","maennlich","43","0.0227945656488876","0.0158179105593468","0.0297712207384285"
"Sonstige Nichterwerbspersonen","1996","Ostdeutschland, neue Bundeslaender","weiblich","90","0.0461451036261205","0.0368020842362449","0.0554881230159961"
"Beamte","1996","Westdeutschland, alte Bundeslaender","maennlich","248","0.0638629995270343","0.0567545397709336","0.070971459283135"
"Beamte","1996","Westdeutschland, alte Bundeslaender","weiblich","109","0.0243706004134415","0.0200376649290753","0.0287035358978077"
"Beamte","1996","Ostdeutschland, neue Bundeslaender","maennlich","38","0.0212374637260299","0.014497948644028","0.0279769788080317"
"Beamte","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1997","Westdeutschland, alte Bundeslaender","maennlich","796","0.13725339698162","0.127176837706409","0.147329956256831"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1997","Westdeutschland, alte Bundeslaender","weiblich","929","0.14945620463391","0.139340335820657","0.159572073447163"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1997","Ostdeutschland, neue Bundeslaender","maennlich","186","0.102972560318354","0.0887331276503786","0.117211992986329"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1997","Ostdeutschland, neue Bundeslaender","weiblich","259","0.111434051069047","0.0972589365290434","0.12560916560905"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1997","Westdeutschland, alte Bundeslaender","maennlich","1536","0.32831813899153","0.314567010732998","0.342069267250063"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1997","Westdeutschland, alte Bundeslaender","weiblich","910","0.190981768883778","0.17982924958315","0.202134288184406"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1997","Ostdeutschland, neue Bundeslaender","maennlich","654","0.337560458500836","0.315405141176848","0.359715775824825"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1997","Ostdeutschland, neue Bundeslaender","weiblich","527","0.232736107957151","0.21370004870371","0.251772167210592"
"Selbstständige/ManagerInnen","1997","Westdeutschland, alte Bundeslaender","maennlich","357","0.0843938233703131","0.0762539289438221","0.092533717796804"
"Selbstständige/ManagerInnen","1997","Westdeutschland, alte Bundeslaender","weiblich","160","0.0335821260415858","0.0284707898859908","0.0386934621971808"
"Selbstständige/ManagerInnen","1997","Ostdeutschland, neue Bundeslaender","maennlich","135","0.0768808765593505","0.0643993672838125","0.0893623858348885"
