"beruf","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Angestellte, einfache Tätigkeiten","1993","Thüringen","männlich","52","0.147984647124064","0.108957520997728","0.187011773250399"
"Angestellte, einfache Tätigkeiten","1993","Thüringen","weiblich","68","0.165417483449038","0.126153512859012","0.204681454039063"
"Angestellte, qualifizierte Tätigkeiten","1993","Schleswig-Holstein","männlich","48","0.348011326259188","0.268537291353772","0.427485361164604"
"Angestellte, qualifizierte Tätigkeiten","1993","Schleswig-Holstein","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1993","Hamburg","männlich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1993","Hamburg","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1993","Niedersachsen","männlich","153","0.31131779790372","0.270278013925586","0.352357581881855"
"Angestellte, qualifizierte Tätigkeiten","1993","Niedersachsen","weiblich","84","0.158707480778067","0.126320842253117","0.191094119303017"
"Angestellte, qualifizierte Tätigkeiten","1993","Bremen","männlich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1993","Bremen","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1993","Nordrhein-Westfalen","männlich","396","0.351489728897229","0.324599731001527","0.378379726792931"
"Angestellte, qualifizierte Tätigkeiten","1993","Nordrhein-Westfalen","weiblich","221","0.185815352902053","0.16458174057485","0.207048965229256"
"Angestellte, qualifizierte Tätigkeiten","1993","Hessen","männlich","156","0.332300722803009","0.289255469163436","0.375345976442581"
"Angestellte, qualifizierte Tätigkeiten","1993","Hessen","weiblich","74","0.137919588488958","0.106712839012644","0.169126337965272"
"Angestellte, qualifizierte Tätigkeiten","1993","Rheinland-Pfalz,Saarland","männlich","109","0.34627951692452","0.293057864883988","0.399501168965051"
"Angestellte, qualifizierte Tätigkeiten","1993","Rheinland-Pfalz,Saarland","weiblich","50","0.165865902404509","0.125915379370757","0.205816425438261"
"Angestellte, qualifizierte Tätigkeiten","1993","Baden-Württemberg","männlich","308","0.373419978865603","0.341694410729373","0.405145547001833"
"Angestellte, qualifizierte Tätigkeiten","1993","Baden-Württemberg","weiblich","130","0.165551978970402","0.141022934461943","0.190081023478861"
"Angestellte, qualifizierte Tätigkeiten","1993","Bayern","männlich","293","0.34395326944583","0.310912135119472","0.376994403772188"
"Angestellte, qualifizierte Tätigkeiten","1993","Bayern","weiblich","150","0.190979098147704","0.164124357432278","0.21783383886313"
"Angestellte, qualifizierte Tätigkeiten","1993","Saarland","männlich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1993","Saarland","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1993","Berlin","männlich","102","0.367627027431929","0.31032710878949","0.424926946074368"
"Angestellte, qualifizierte Tätigkeiten","1993","Berlin","weiblich","85","0.248797955739749","0.200120422597152","0.297475488882345"
"Angestellte, qualifizierte Tätigkeiten","1993","Brandenburg","männlich","121","0.370729612309838","0.31634524720588","0.425113977413795"
"Angestellte, qualifizierte Tätigkeiten","1993","Brandenburg","weiblich","95","0.272376710250846","0.223976784948664","0.320776635553028"
"Angestellte, qualifizierte Tätigkeiten","1993","Mecklenburg-Vorpommern","männlich","73","0.311314663742358","0.246819714894814","0.375809612589903"
"Angestellte, qualifizierte Tätigkeiten","1993","Mecklenburg-Vorpommern","weiblich","47","0.183740910407742","0.130983937881248","0.236497882934237"
"Angestellte, qualifizierte Tätigkeiten","1993","Sachsen","männlich","218","0.363181779262381","0.321846946420351","0.404516612104411"
"Angestellte, qualifizierte Tätigkeiten","1993","Sachsen","weiblich","181","0.263104551779825","0.2278134987874","0.298395604772249"
"Angestellte, qualifizierte Tätigkeiten","1993","Sachsen-Anhalt","männlich","151","0.366682041442499","0.315978408778722","0.417385674106276"
"Angestellte, qualifizierte Tätigkeiten","1993","Sachsen-Anhalt","weiblich","109","0.237341779070918","0.19517098419956","0.279512573942276"
"Angestellte, qualifizierte Tätigkeiten","1993","Thüringen","männlich","121","0.365901065460448","0.312959731523911","0.418842399396984"
"Angestellte, qualifizierte Tätigkeiten","1993","Thüringen","weiblich","82","0.18529235767025","0.144234288833258","0.226350426507241"
"Selbstständige/ManagerInnen","1993","Schleswig-Holstein","männlich","","","",""
"Selbstständige/ManagerInnen","1993","Schleswig-Holstein","weiblich","","","",""
"Selbstständige/ManagerInnen","1993","Hamburg","männlich","","","",""
"Selbstständige/ManagerInnen","1993","Hamburg","weiblich","","","",""
"Selbstständige/ManagerInnen","1993","Niedersachsen","männlich","43","0.103066569870307","0.0761181888998196","0.130014950840795"
"Selbstständige/ManagerInnen","1993","Niedersachsen","weiblich","","","",""
"Selbstständige/ManagerInnen","1993","Bremen","männlich","","","",""
"Selbstständige/ManagerInnen","1993","Bremen","weiblich","","","",""
"Selbstständige/ManagerInnen","1993","Nordrhein-Westfalen","männlich","92","0.0910577663594587","0.074854496782612","0.107261035936305"
"Selbstständige/ManagerInnen","1993","Nordrhein-Westfalen","weiblich","46","0.0388874611242777","0.0283335471737397","0.0494413750748158"
"Selbstständige/ManagerInnen","1993","Hessen","männlich","37","0.0874046259233407","0.0615953681087703","0.113213883737911"
"Selbstständige/ManagerInnen","1993","Hessen","weiblich","","","",""
"Selbstständige/ManagerInnen","1993","Rheinland-Pfalz,Saarland","männlich","","","",""
"Selbstständige/ManagerInnen","1993","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Selbstständige/ManagerInnen","1993","Baden-Württemberg","männlich","68","0.0951361830818487","0.0758925603356352","0.114379805828062"
"Selbstständige/ManagerInnen","1993","Baden-Württemberg","weiblich","","","",""
"Selbstständige/ManagerInnen","1993","Bayern","männlich","73","0.100903897931795","0.0799533749341625","0.121854420929426"
"Selbstständige/ManagerInnen","1993","Bayern","weiblich","30","0.0356987352730345","0.0230227724514306","0.0483746980946384"
"Selbstständige/ManagerInnen","1993","Saarland","männlich","","","",""
"Selbstständige/ManagerInnen","1993","Saarland","weiblich","","","",""
"Selbstständige/ManagerInnen","1993","Berlin","männlich","","","",""
"Selbstständige/ManagerInnen","1993","Berlin","weiblich","","","",""
"Selbstständige/ManagerInnen","1993","Brandenburg","männlich","","","",""
"Selbstständige/ManagerInnen","1993","Brandenburg","weiblich","","","",""
"Selbstständige/ManagerInnen","1993","Mecklenburg-Vorpommern","männlich","","","",""
"Selbstständige/ManagerInnen","1993","Mecklenburg-Vorpommern","weiblich","","","",""
"Selbstständige/ManagerInnen","1993","Sachsen","männlich","43","0.0790125237398535","0.0558267684199123","0.102198279059795"
"Selbstständige/ManagerInnen","1993","Sachsen","weiblich","","","",""
"Selbstständige/ManagerInnen","1993","Sachsen-Anhalt","männlich","","","",""
"Selbstständige/ManagerInnen","1993","Sachsen-Anhalt","weiblich","","","",""
"Selbstständige/ManagerInnen","1993","Thüringen","männlich","","","",""
"Selbstständige/ManagerInnen","1993","Thüringen","weiblich","","","",""
"In Ausbildung","1993","Schleswig-Holstein","männlich","","","",""
"In Ausbildung","1993","Schleswig-Holstein","weiblich","","","",""
"In Ausbildung","1993","Hamburg","männlich","","","",""
"In Ausbildung","1993","Hamburg","weiblich","","","",""
"In Ausbildung","1993","Niedersachsen","männlich","51","0.0808204579552386","0.0566628188023155","0.104978097108162"
"In Ausbildung","1993","Niedersachsen","weiblich","41","0.0636188104547418","0.0419860085164795","0.0852516123930041"
"In Ausbildung","1993","Bremen","männlich","","","",""
"In Ausbildung","1993","Bremen","weiblich","","","",""
"In Ausbildung","1993","Nordrhein-Westfalen","männlich","140","0.0989883524568799","0.0821680705582714","0.115808634355488"
"In Ausbildung","1993","Nordrhein-Westfalen","weiblich","118","0.0766599205853365","0.0621359065960693","0.0911839345746038"
"In Ausbildung","1993","Hessen","männlich","38","0.0672588904110698","0.0443700082387896","0.09014777258335"
"In Ausbildung","1993","Hessen","weiblich","35","0.0551544041052818","0.0344943150319145","0.0758144931786492"
"In Ausbildung","1993","Rheinland-Pfalz,Saarland","männlich","31","0.0872643981376338","0.0556947350192159","0.118834061256052"
"In Ausbildung","1993","Rheinland-Pfalz,Saarland","weiblich","","","",""
"In Ausbildung","1993","Baden-Württemberg","männlich","85","0.0911606705237643","0.0722820753655223","0.110039265682006"
"In Ausbildung","1993","Baden-Württemberg","weiblich","72","0.0725818654031526","0.0554594253978487","0.0897043054084566"
"In Ausbildung","1993","Bayern","männlich","66","0.0841246307622769","0.0648175054598656","0.103431756064688"
"In Ausbildung","1993","Bayern","weiblich","61","0.0583557792734506","0.0423405362768222","0.074371022270079"
"In Ausbildung","1993","Saarland","männlich","","","",""
"In Ausbildung","1993","Saarland","weiblich","","","",""
"In Ausbildung","1993","Berlin","männlich","","","",""
"In Ausbildung","1993","Berlin","weiblich","","","",""
"In Ausbildung","1993","Brandenburg","männlich","35","0.103353850432322","0.0690770203883028","0.137630680476341"
"In Ausbildung","1993","Brandenburg","weiblich","30","0.0659779899626275","0.0389891321069072","0.0929668478183477"
"In Ausbildung","1993","Mecklenburg-Vorpommern","männlich","","","",""
"In Ausbildung","1993","Mecklenburg-Vorpommern","weiblich","","","",""
"In Ausbildung","1993","Sachsen","männlich","35","0.0613368882783991","0.0407133980828894","0.0819603784739088"
"In Ausbildung","1993","Sachsen","weiblich","57","0.0649847633239403","0.0452281448185707","0.0847413818293098"
"In Ausbildung","1993","Sachsen-Anhalt","männlich","","","",""
"In Ausbildung","1993","Sachsen-Anhalt","weiblich","32","0.0691525002032879","0.0440045307629136","0.0943004696436622"
"In Ausbildung","1993","Thüringen","männlich","37","0.117146048589779","0.0817998440995738","0.152492253079985"
"In Ausbildung","1993","Thüringen","weiblich","","","",""
"In Rente oder Pension","1993","Schleswig-Holstein","männlich","","","",""
"In Rente oder Pension","1993","Schleswig-Holstein","weiblich","30","0.260419877843414","0.189715400906716","0.331124354780112"
"In Rente oder Pension","1993","Hamburg","männlich","","","",""
"In Rente oder Pension","1993","Hamburg","weiblich","","","",""
"In Rente oder Pension","1993","Niedersachsen","männlich","79","0.194995458412913","0.159879455615869","0.230111461209958"
"In Rente oder Pension","1993","Niedersachsen","weiblich","92","0.272180803616083","0.232731970589005","0.311629636643162"
"In Rente oder Pension","1993","Bremen","männlich","","","",""
"In Rente oder Pension","1993","Bremen","weiblich","","","",""
"In Rente oder Pension","1993","Nordrhein-Westfalen","männlich","167","0.184066462503351","0.162239628549903","0.2058932964568"
"In Rente oder Pension","1993","Nordrhein-Westfalen","weiblich","203","0.250931586478042","0.227263669310945","0.27459950364514"
"In Rente oder Pension","1993","Hessen","männlich","72","0.230869547362328","0.192361410701601","0.269377684023055"
"In Rente oder Pension","1993","Hessen","weiblich","93","0.322320513318075","0.280022710085284","0.364618316550866"
"In Rente oder Pension","1993","Rheinland-Pfalz,Saarland","männlich","59","0.247658131496938","0.199373067099253","0.295943195894624"
"In Rente oder Pension","1993","Rheinland-Pfalz,Saarland","weiblich","69","0.273972060450639","0.226069825211895","0.321874295689383"
"In Rente oder Pension","1993","Baden-Württemberg","männlich","111","0.173782317885755","0.148929685441068","0.198634950330442"
"In Rente oder Pension","1993","Baden-Württemberg","weiblich","140","0.24968936872962","0.221124359141271","0.278254378317969"
"In Rente oder Pension","1993","Bayern","männlich","123","0.219999352897535","0.191185852406555","0.248812853388515"
"In Rente oder Pension","1993","Bayern","weiblich","139","0.267830189280778","0.237576116561628","0.298084261999928"
"In Rente oder Pension","1993","Saarland","männlich","","","",""
"In Rente oder Pension","1993","Saarland","weiblich","","","",""
"In Rente oder Pension","1993","Berlin","männlich","34","0.161674180903282","0.117922938050954","0.205425423755609"
"In Rente oder Pension","1993","Berlin","weiblich","60","0.283629933581528","0.232875787695801","0.334384079467255"
"In Rente oder Pension","1993","Brandenburg","männlich","44","0.187501553583841","0.143553415372729","0.231449691794953"
"In Rente oder Pension","1993","Brandenburg","weiblich","85","0.361515994411751","0.309282969193344","0.413749019630157"
"In Rente oder Pension","1993","Mecklenburg-Vorpommern","männlich","34","0.228493418652442","0.170011426088613","0.28697541121627"
"In Rente oder Pension","1993","Mecklenburg-Vorpommern","weiblich","46","0.317115649997864","0.25372206156614","0.380509238429588"
"In Rente oder Pension","1993","Sachsen","männlich","81","0.207309043520998","0.172466689038203","0.242151398003794"
"In Rente oder Pension","1993","Sachsen","weiblich","157","0.360205764340742","0.321729492029656","0.398682036651829"
"In Rente oder Pension","1993","Sachsen-Anhalt","männlich","60","0.231730583521578","0.187335814196602","0.276125352846554"
"In Rente oder Pension","1993","Sachsen-Anhalt","weiblich","90","0.333939344033903","0.287192704363057","0.380685983704749"
"In Rente oder Pension","1993","Thüringen","männlich","54","0.221411708752745","0.175777685747742","0.267045731757748"
"In Rente oder Pension","1993","Thüringen","weiblich","87","0.36580299723576","0.314904543125615","0.416701451345905"
"Arbeitslose","1993","Schleswig-Holstein","männlich","","","",""
"Arbeitslose","1993","Schleswig-Holstein","weiblich","","","",""
"Arbeitslose","1993","Hamburg","männlich","","","",""
"Arbeitslose","1993","Hamburg","weiblich","","","",""
"Arbeitslose","1993","Niedersachsen","männlich","","","",""
"Arbeitslose","1993","Niedersachsen","weiblich","","","",""
"Arbeitslose","1993","Bremen","männlich","","","",""
"Arbeitslose","1993","Bremen","weiblich","","","",""
"Arbeitslose","1993","Nordrhein-Westfalen","männlich","61","0.044147583828842","0.0325778089001964","0.0557173587574877"
"Arbeitslose","1993","Nordrhein-Westfalen","weiblich","50","0.031601863708967","0.0220518289408054","0.0411518984771285"
"Arbeitslose","1993","Hessen","männlich","","","",""
"Arbeitslose","1993","Hessen","weiblich","","","",""
"Arbeitslose","1993","Rheinland-Pfalz,Saarland","männlich","","","",""
"Arbeitslose","1993","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Arbeitslose","1993","Baden-Württemberg","männlich","45","0.0319555889247248","0.0204199032078198","0.0434912746416298"
"Arbeitslose","1993","Baden-Württemberg","weiblich","","","",""
"Arbeitslose","1993","Bayern","männlich","","","",""
"Arbeitslose","1993","Bayern","weiblich","","","",""
"Arbeitslose","1993","Saarland","männlich","","","",""
"Arbeitslose","1993","Saarland","weiblich","","","",""
"Arbeitslose","1993","Berlin","männlich","","","",""
"Arbeitslose","1993","Berlin","weiblich","33","0.0968329735089225","0.0635346439175858","0.130131303100259"
"Arbeitslose","1993","Brandenburg","männlich","","","",""
"Arbeitslose","1993","Brandenburg","weiblich","46","0.121460124611208","0.0859457631337263","0.156974486088689"
"Arbeitslose","1993","Mecklenburg-Vorpommern","männlich","","","",""
"Arbeitslose","1993","Mecklenburg-Vorpommern","weiblich","38","0.192376665415742","0.138680466478741","0.246072864352743"
"Arbeitslose","1993","Sachsen","männlich","67","0.156563008736223","0.125329748431353","0.187796269041094"
"Arbeitslose","1993","Sachsen","weiblich","95","0.15057613108294","0.121912065001157","0.179240197164723"
"Arbeitslose","1993","Sachsen-Anhalt","männlich","35","0.11386244061902","0.0804410766307325","0.147283804607307"
"Arbeitslose","1993","Sachsen-Anhalt","weiblich","73","0.169356299341527","0.132179861200298","0.206532737482757"
"Arbeitslose","1993","Thüringen","männlich","","","",""
"Arbeitslose","1993","Thüringen","weiblich","55","0.163243642849733","0.124187754653253","0.202299531046213"
"Sonstige Nichterwerbspersonen","1993","Schleswig-Holstein","männlich","","","",""
"Sonstige Nichterwerbspersonen","1993","Schleswig-Holstein","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1993","Hamburg","männlich","","","",""
"Sonstige Nichterwerbspersonen","1993","Hamburg","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1993","Niedersachsen","männlich","","","",""
"Sonstige Nichterwerbspersonen","1993","Niedersachsen","weiblich","122","0.218230558132769","0.181621311784471","0.254839804481067"
"Sonstige Nichterwerbspersonen","1993","Bremen","männlich","","","",""
"Sonstige Nichterwerbspersonen","1993","Bremen","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1993","Nordrhein-Westfalen","männlich","","","",""
"Sonstige Nichterwerbspersonen","1993","Nordrhein-Westfalen","weiblich","363","0.231394080093082","0.208371731957774","0.25441642822839"
"Sonstige Nichterwerbspersonen","1993","Hessen","männlich","","","",""
"Sonstige Nichterwerbspersonen","1993","Hessen","weiblich","98","0.174674695174068","0.140311839570561","0.209037550777575"
"Sonstige Nichterwerbspersonen","1993","Rheinland-Pfalz,Saarland","männlich","","","",""
"Sonstige Nichterwerbspersonen","1993","Rheinland-Pfalz,Saarland","weiblich","106","0.286954995689412","0.238371211387353","0.335538779991472"
"Sonstige Nichterwerbspersonen","1993","Baden-Württemberg","männlich","","","",""
"Sonstige Nichterwerbspersonen","1993","Baden-Württemberg","weiblich","212","0.206367125316313","0.179658970784735","0.233075279847892"
"Sonstige Nichterwerbspersonen","1993","Bayern","männlich","","","",""
"Sonstige Nichterwerbspersonen","1993","Bayern","weiblich","197","0.212690735632685","0.184733441150658","0.240648030114711"
"Sonstige Nichterwerbspersonen","1993","Saarland","männlich","","","",""
"Sonstige Nichterwerbspersonen","1993","Saarland","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1993","Berlin","männlich","","","",""
"Sonstige Nichterwerbspersonen","1993","Berlin","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1993","Brandenburg","männlich","","","",""
"Sonstige Nichterwerbspersonen","1993","Brandenburg","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1993","Mecklenburg-Vorpommern","männlich","","","",""
"Sonstige Nichterwerbspersonen","1993","Mecklenburg-Vorpommern","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1993","Sachsen","männlich","","","",""
"Sonstige Nichterwerbspersonen","1993","Sachsen","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1993","Sachsen-Anhalt","männlich","","","",""
"Sonstige Nichterwerbspersonen","1993","Sachsen-Anhalt","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1993","Thüringen","männlich","","","",""
"Sonstige Nichterwerbspersonen","1993","Thüringen","weiblich","","","",""
"Beamte","1993","Schleswig-Holstein","männlich","","","",""
"Beamte","1993","Schleswig-Holstein","weiblich","","","",""
"Beamte","1993","Hamburg","männlich","","","",""
"Beamte","1993","Hamburg","weiblich","","","",""
"Beamte","1993","Niedersachsen","männlich","43","0.0970366674625262","0.0708007258662499","0.123272609058802"
"Beamte","1993","Niedersachsen","weiblich","","","",""
"Beamte","1993","Bremen","männlich","","","",""
"Beamte","1993","Bremen","weiblich","","","",""
"Beamte","1993","Nordrhein-Westfalen","männlich","78","0.070062705108533","0.055686432389455","0.0844389778276111"
"Beamte","1993","Nordrhein-Westfalen","weiblich","","","",""
"Beamte","1993","Hessen","männlich","","","",""
"Beamte","1993","Hessen","weiblich","","","",""
"Beamte","1993","Rheinland-Pfalz,Saarland","männlich","","","",""
"Beamte","1993","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Beamte","1993","Baden-Württemberg","männlich","36","0.0585592760490585","0.043159418575831","0.0739591335222861"
"Beamte","1993","Baden-Württemberg","weiblich","","","",""
"Beamte","1993","Bayern","männlich","54","0.0737592532650177","0.0555786605981521","0.0919398459318833"
"Beamte","1993","Bayern","weiblich","","","",""
"Beamte","1993","Saarland","männlich","","","",""
"Beamte","1993","Saarland","weiblich","","","",""
"Beamte","1993","Berlin","männlich","","","",""
"Beamte","1993","Berlin","weiblich","","","",""
"Beamte","1993","Brandenburg","männlich","","","",""
"Beamte","1993","Brandenburg","weiblich","","","",""
"Beamte","1993","Mecklenburg-Vorpommern","männlich","","","",""
"Beamte","1993","Mecklenburg-Vorpommern","weiblich","","","",""
"Beamte","1993","Sachsen","männlich","","","",""
"Beamte","1993","Sachsen","weiblich","","","",""
"Beamte","1993","Sachsen-Anhalt","männlich","","","",""
"Beamte","1993","Sachsen-Anhalt","weiblich","","","",""
"Beamte","1993","Thüringen","männlich","","","",""
"Beamte","1993","Thüringen","weiblich","","","",""
"Angestellte, einfache Tätigkeiten","1994","Schleswig-Holstein","männlich","","","",""
"Angestellte, einfache Tätigkeiten","1994","Schleswig-Holstein","weiblich","33","0.19206565335615","0.129234865298371","0.254896441413929"
"Angestellte, einfache Tätigkeiten","1994","Hamburg","männlich","","","",""
"Angestellte, einfache Tätigkeiten","1994","Hamburg","weiblich","","","",""
"Angestellte, einfache Tätigkeiten","1994","Niedersachsen","männlich","72","0.122254161860834","0.0929795080099265","0.151528815711742"
"Angestellte, einfache Tätigkeiten","1994","Niedersachsen","weiblich","89","0.156369732302402","0.124078666532256","0.188660798072548"
"Angestellte, einfache Tätigkeiten","1994","Bremen","männlich","","","",""
"Angestellte, einfache Tätigkeiten","1994","Bremen","weiblich","","","",""
"Angestellte, einfache Tätigkeiten","1994","Nordrhein-Westfalen","männlich","218","0.129149364863765","0.110014514903765","0.148284214823765"
"Angestellte, einfache Tätigkeiten","1994","Nordrhein-Westfalen","weiblich","245","0.160128950228453","0.139943906330929","0.180313994125977"
"Angestellte, einfache Tätigkeiten","1994","Hessen","männlich","80","0.140797062473448","0.108589804077988","0.173004320868909"
"Angestellte, einfache Tätigkeiten","1994","Hessen","weiblich","106","0.179125264134297","0.144458282632291","0.213792245636303"
"Angestellte, einfache Tätigkeiten","1994","Rheinland-Pfalz,Saarland","männlich","51","0.157532671328462","0.116170644535786","0.198894698121139"
"Angestellte, einfache Tätigkeiten","1994","Rheinland-Pfalz,Saarland","weiblich","67","0.17583173713543","0.135006244470753","0.216657229800107"
"Angestellte, einfache Tätigkeiten","1994","Baden-Württemberg","männlich","187","0.145480706415107","0.121929663041184","0.169031749789029"
"Angestellte, einfache Tätigkeiten","1994","Baden-Württemberg","weiblich","236","0.208770918349422","0.181764027685762","0.235777809013082"
"Angestellte, einfache Tätigkeiten","1994","Bayern","männlich","126","0.111923027921973","0.0896546922958729","0.134191363548074"
"Angestellte, einfache Tätigkeiten","1994","Bayern","weiblich","181","0.167495470751887","0.141874366240054","0.193116575263719"
"Angestellte, einfache Tätigkeiten","1994","Saarland","männlich","","","",""
"Angestellte, einfache Tätigkeiten","1994","Saarland","weiblich","","","",""
"Angestellte, einfache Tätigkeiten","1994","Berlin","männlich","36","0.13437744657363","0.0928413497822614","0.175913543364998"
"Angestellte, einfache Tätigkeiten","1994","Berlin","weiblich","52","0.166256627820632","0.123553238457737","0.208960017183527"
"Angestellte, einfache Tätigkeiten","1994","Brandenburg","männlich","40","0.12496146113432","0.0870983829203286","0.162824539348312"
"Angestellte, einfache Tätigkeiten","1994","Brandenburg","weiblich","39","0.112847438002233","0.0777947820971871","0.147900093907278"
"Angestellte, einfache Tätigkeiten","1994","Mecklenburg-Vorpommern","männlich","","","",""
"Angestellte, einfache Tätigkeiten","1994","Mecklenburg-Vorpommern","weiblich","37","0.144129036632197","0.0963985005963917","0.191859572668002"
"Angestellte, einfache Tätigkeiten","1994","Sachsen","männlich","51","0.087354418993734","0.063224896014539","0.111483941972929"
"Angestellte, einfache Tätigkeiten","1994","Sachsen","weiblich","76","0.0994055260704811","0.0754844474786958","0.123326604662266"
"Angestellte, einfache Tätigkeiten","1994","Sachsen-Anhalt","männlich","41","0.111239331404504","0.0773148888923873","0.14516377391662"
"Angestellte, einfache Tätigkeiten","1994","Sachsen-Anhalt","weiblich","52","0.126169503688892","0.0924730287220208","0.159865978655764"
"Angestellte, einfache Tätigkeiten","1994","Thüringen","männlich","40","0.0940140913597978","0.0618358912877001","0.126192291431895"
"Angestellte, einfache Tätigkeiten","1994","Thüringen","weiblich","52","0.120330509376751","0.0861478292140773","0.154513189539425"
"Angestellte, qualifizierte Tätigkeiten","1994","Schleswig-Holstein","männlich","44","0.313722920907791","0.235739638923677","0.391706202891904"
"Angestellte, qualifizierte Tätigkeiten","1994","Schleswig-Holstein","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1994","Hamburg","männlich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1994","Hamburg","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1994","Niedersachsen","männlich","159","0.331916038889238","0.289833183945105","0.373998893833372"
"Angestellte, qualifizierte Tätigkeiten","1994","Niedersachsen","weiblich","100","0.188968352799593","0.154163211945798","0.223773493653388"
"Angestellte, qualifizierte Tätigkeiten","1994","Bremen","männlich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1994","Bremen","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1994","Nordrhein-Westfalen","männlich","411","0.367985783943502","0.340469737642576","0.395501830244428"
"Angestellte, qualifizierte Tätigkeiten","1994","Nordrhein-Westfalen","weiblich","218","0.180415401097516","0.159250211523323","0.20158059067171"
"Angestellte, qualifizierte Tätigkeiten","1994","Hessen","männlich","165","0.33482943702654","0.291128835896863","0.378530038156217"
"Angestellte, qualifizierte Tätigkeiten","1994","Hessen","weiblich","82","0.150753711723261","0.11840552080536","0.183101902641161"
"Angestellte, qualifizierte Tätigkeiten","1994","Rheinland-Pfalz,Saarland","männlich","108","0.349192407999112","0.295067314361384","0.403317501636841"
"Angestellte, qualifizierte Tätigkeiten","1994","Rheinland-Pfalz,Saarland","weiblich","55","0.175134729877989","0.134373009509257","0.215896450246721"
"Angestellte, qualifizierte Tätigkeiten","1994","Baden-Württemberg","männlich","290","0.345111713268027","0.313356869781478","0.376866556754577"
"Angestellte, qualifizierte Tätigkeiten","1994","Baden-Württemberg","weiblich","130","0.173555102660573","0.148389107462342","0.198721097858804"
"Angestellte, qualifizierte Tätigkeiten","1994","Bayern","männlich","281","0.336256169890459","0.302887560519904","0.369624779261014"
"Angestellte, qualifizierte Tätigkeiten","1994","Bayern","weiblich","149","0.184958465628437","0.158318725187534","0.21159820606934"
"Angestellte, qualifizierte Tätigkeiten","1994","Saarland","männlich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1994","Saarland","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeiten","1994","Berlin","männlich","99","0.374207863704215","0.315273348611648","0.433142378796783"
"Angestellte, qualifizierte Tätigkeiten","1994","Berlin","weiblich","83","0.239632170365476","0.19067220601433","0.288592134716623"
"Angestellte, qualifizierte Tätigkeiten","1994","Brandenburg","männlich","117","0.376745529704258","0.32126111158046","0.432229947828056"
"Angestellte, qualifizierte Tätigkeiten","1994","Brandenburg","weiblich","94","0.283127559040013","0.233217516838981","0.333037601241045"
"Angestellte, qualifizierte Tätigkeiten","1994","Mecklenburg-Vorpommern","männlich","72","0.323350435881629","0.259162762231349","0.387538109531909"
"Angestellte, qualifizierte Tätigkeiten","1994","Mecklenburg-Vorpommern","weiblich","50","0.195372046123336","0.141489861676167","0.249254230570504"
"Angestellte, qualifizierte Tätigkeiten","1994","Sachsen","männlich","224","0.384155547938951","0.342588968209109","0.425722127668794"
"Angestellte, qualifizierte Tätigkeiten","1994","Sachsen","weiblich","177","0.259716540776155","0.224660756899327","0.294772324652982"
"Angestellte, qualifizierte Tätigkeiten","1994","Sachsen-Anhalt","männlich","143","0.370821230282802","0.318706505784335","0.422935954781269"
"Angestellte, qualifizierte Tätigkeiten","1994","Sachsen-Anhalt","weiblich","112","0.248769978479577","0.20489881753607","0.292641139423084"
"Angestellte, qualifizierte Tätigkeiten","1994","Thüringen","männlich","127","0.384052487168867","0.330426945295221","0.437678029042513"
"Angestellte, qualifizierte Tätigkeiten","1994","Thüringen","weiblich","93","0.217726713138851","0.17436628344491","0.261087142832791"
"Selbstständige/ManagerInnen","1994","Schleswig-Holstein","männlich","","","",""
"Selbstständige/ManagerInnen","1994","Schleswig-Holstein","weiblich","","","",""
"Selbstständige/ManagerInnen","1994","Hamburg","männlich","","","",""
"Selbstständige/ManagerInnen","1994","Hamburg","weiblich","","","",""
"Selbstständige/ManagerInnen","1994","Niedersachsen","männlich","44","0.0942194013046702","0.0681123856233615","0.120326416985979"
"Selbstständige/ManagerInnen","1994","Niedersachsen","weiblich","","","",""
"Selbstständige/ManagerInnen","1994","Bremen","männlich","","","",""
