"beruf","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Sonstige Nichterwerbspersonen","1992","kein Migrationshintergrund","weiblich","867","0.170170404235741","0.160194633141789","0.180146175329694"
"Sonstige Nichterwerbspersonen","1992","direkter Migrationshintergrund","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1992","direkter Migrationshintergrund","weiblich","393","0.26577166851306","0.241144824115094","0.290398512911025"
"Sonstige Nichterwerbspersonen","1992","indirekter Migrationshintergrund","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1992","indirekter Migrationshintergrund","weiblich","","","",""
"Beamte","1992","kein Migrationshintergrund","maennlich","286","0.0615066968484037","0.054810291506222","0.0682031021905854"
"Beamte","1992","kein Migrationshintergrund","weiblich","89","0.0190383777006059","0.0154105138698763","0.0226662415313355"
"Beamte","1992","direkter Migrationshintergrund","maennlich","","","",""
"Beamte","1992","direkter Migrationshintergrund","weiblich","","","",""
"Beamte","1992","indirekter Migrationshintergrund","maennlich","","","",""
"Beamte","1992","indirekter Migrationshintergrund","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1993","kein Migrationshintergrund","maennlich","617","0.115888687205445","0.106882998294236","0.124894376116654"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1993","kein Migrationshintergrund","weiblich","934","0.159756903442599","0.149926474369665","0.169587332515534"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1993","direkter Migrationshintergrund","maennlich","507","0.277760077663268","0.253375162551972","0.302144992774564"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1993","direkter Migrationshintergrund","weiblich","441","0.302719039048791","0.27673537700741","0.328702701090172"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1993","indirekter Migrationshintergrund","maennlich","42","0.193110506127656","0.143170056098764","0.243050956156549"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1993","indirekter Migrationshintergrund","weiblich","52","0.182393037661143","0.133124632043862","0.231661443278424"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","kein Migrationshintergrund","maennlich","1905","0.361093175258413","0.347579566254526","0.3746067842623"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","kein Migrationshintergrund","weiblich","1255","0.19763552636859","0.186950919838924","0.208320132898256"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","direkter Migrationshintergrund","maennlich","341","0.307115234410958","0.282000604856363","0.332229863965553"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","direkter Migrationshintergrund","weiblich","88","0.107388939705967","0.0898788852608414","0.124898994151093"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","indirekter Migrationshintergrund","maennlich","47","0.15182981244804","0.106429117609746","0.197230507286333"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","indirekter Migrationshintergrund","weiblich","","","",""
"Selbstständige/ManagerInnen","1993","kein Migrationshintergrund","maennlich","414","0.0863198373935356","0.0784185956402256","0.0942210791468456"
"Selbstständige/ManagerInnen","1993","kein Migrationshintergrund","weiblich","199","0.0375777318542395","0.0324751698170402","0.0426802938914387"
"Selbstständige/ManagerInnen","1993","direkter Migrationshintergrund","maennlich","68","0.0708875455394324","0.056915348525454","0.0848597425534108"
"Selbstständige/ManagerInnen","1993","direkter Migrationshintergrund","weiblich","","","",""
"Selbstständige/ManagerInnen","1993","indirekter Migrationshintergrund","maennlich","","","",""
"Selbstständige/ManagerInnen","1993","indirekter Migrationshintergrund","weiblich","","","",""
"In Ausbildung","1993","kein Migrationshintergrund","maennlich","427","0.0811837186648074","0.0734996408049626","0.0888677965246523"
"In Ausbildung","1993","kein Migrationshintergrund","weiblich","404","0.0602787549256587","0.0538928589473736","0.0666646509039439"
"In Ausbildung","1993","direkter Migrationshintergrund","maennlich","60","0.0509183124952099","0.0389499595447819","0.0628866654456379"
"In Ausbildung","1993","direkter Migrationshintergrund","weiblich","38","0.0295495040861172","0.0199723080118165","0.0391267001604179"
"In Ausbildung","1993","indirekter Migrationshintergrund","maennlich","124","0.542627800263948","0.479600548301566","0.60565505222633"
"In Ausbildung","1993","indirekter Migrationshintergrund","weiblich","118","0.475350392026752","0.411636564715125","0.539064219338379"
"In Rente oder Pension","1993","kein Migrationshintergrund","maennlich","811","0.211948061058741","0.200449722543622","0.223446399573859"
"In Rente oder Pension","1993","kein Migrationshintergrund","weiblich","1207","0.306489152838478","0.294119019981318","0.318859285695639"
"In Rente oder Pension","1993","direkter Migrationshintergrund","maennlich","164","0.185838277146443","0.16466107823644","0.207015476056446"
"In Rente oder Pension","1993","direkter Migrationshintergrund","weiblich","155","0.225490439987613","0.201855524935642","0.249125355039584"
"In Rente oder Pension","1993","indirekter Migrationshintergrund","maennlich","","","",""
"In Rente oder Pension","1993","indirekter Migrationshintergrund","weiblich","","","",""
"Arbeitslose","1993","kein Migrationshintergrund","maennlich","286","0.0555962377987083","0.0491494332817105","0.0620430423157061"
"Arbeitslose","1993","kein Migrationshintergrund","weiblich","416","0.0539996786899625","0.0479353684585023","0.0600639889214227"
"Arbeitslose","1993","direkter Migrationshintergrund","maennlich","117","0.0768175569010421","0.0623191727087343","0.09131594109335"
"Arbeitslose","1993","direkter Migrationshintergrund","weiblich","77","0.0541147387017328","0.041319346586784","0.0669101308166817"
"Arbeitslose","1993","indirekter Migrationshintergrund","maennlich","","","",""
"Arbeitslose","1993","indirekter Migrationshintergrund","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1993","kein Migrationshintergrund","maennlich","90","0.0185781545163852","0.0147791300452738","0.0223771789874965"
"Sonstige Nichterwerbspersonen","1993","kein Migrationshintergrund","weiblich","823","0.163184352847418","0.153269315979196","0.17309938971564"
"Sonstige Nichterwerbspersonen","1993","direkter Migrationshintergrund","maennlich","32","0.0179764020582344","0.010742744611544","0.0252100595049248"
"Sonstige Nichterwerbspersonen","1993","direkter Migrationshintergrund","weiblich","378","0.261610289644979","0.236753398171446","0.286467181118512"
"Sonstige Nichterwerbspersonen","1993","indirekter Migrationshintergrund","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1993","indirekter Migrationshintergrund","weiblich","","","",""
"Beamte","1993","kein Migrationshintergrund","maennlich","303","0.069392128103965","0.0622425336248594","0.0765417225830705"
"Beamte","1993","kein Migrationshintergrund","weiblich","98","0.0210778990330538","0.0172237552958249","0.0249320427702826"
"Beamte","1993","direkter Migrationshintergrund","maennlich","","","",""
"Beamte","1993","direkter Migrationshintergrund","weiblich","","","",""
"Beamte","1993","indirekter Migrationshintergrund","maennlich","","","",""
"Beamte","1993","indirekter Migrationshintergrund","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","kein Migrationshintergrund","maennlich","547","0.104094168482251","0.0954296934334083","0.112758643531094"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","kein Migrationshintergrund","weiblich","862","0.145932568972516","0.136424413004608","0.155440724940424"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","direkter Migrationshintergrund","maennlich","420","0.26098585574202","0.236291664172649","0.285680047311391"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","direkter Migrationshintergrund","weiblich","375","0.26450909766927","0.239094082627187","0.289924112711352"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","indirekter Migrationshintergrund","maennlich","43","0.221548665807694","0.169862709779852","0.273234621835536"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","indirekter Migrationshintergrund","weiblich","57","0.162524098958731","0.116607755745123","0.208440442172339"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","kein Migrationshintergrund","maennlich","1895","0.366928848816894","0.353254235187418","0.38060346244637"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","kein Migrationshintergrund","weiblich","1274","0.203087940575709","0.19225312882496","0.213922752326458"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","direkter Migrationshintergrund","maennlich","330","0.267800656061742","0.242901740175338","0.292699571948147"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","direkter Migrationshintergrund","weiblich","104","0.119648967770606","0.100948010902658","0.138349924638554"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","indirekter Migrationshintergrund","maennlich","54","0.182718569705042","0.134623627216668","0.230813512193417"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","indirekter Migrationshintergrund","weiblich","","","",""
"Selbstständige/ManagerInnen","1994","kein Migrationshintergrund","maennlich","413","0.0847929960978982","0.0768891671732582","0.0926968250225382"
"Selbstständige/ManagerInnen","1994","kein Migrationshintergrund","weiblich","185","0.034144283470878","0.0292533784200796","0.0390351885216764"
"Selbstständige/ManagerInnen","1994","direkter Migrationshintergrund","maennlich","68","0.0727207468222755","0.0581193505114153","0.0873221431331357"
"Selbstständige/ManagerInnen","1994","direkter Migrationshintergrund","weiblich","","","",""
"Selbstständige/ManagerInnen","1994","indirekter Migrationshintergrund","maennlich","","","",""
"Selbstständige/ManagerInnen","1994","indirekter Migrationshintergrund","weiblich","","","",""
"In Ausbildung","1994","kein Migrationshintergrund","maennlich","385","0.0732393568828562","0.0658474936006812","0.0806312201650312"
"In Ausbildung","1994","kein Migrationshintergrund","weiblich","397","0.0563752444901243","0.0501634370451061","0.0625870519351425"
"In Ausbildung","1994","direkter Migrationshintergrund","maennlich","46","0.0395150058342919","0.0285606644988793","0.0504693471697045"
"In Ausbildung","1994","direkter Migrationshintergrund","weiblich","41","0.0337109886643094","0.0233112918897465","0.0441106854388722"
"In Ausbildung","1994","indirekter Migrationshintergrund","maennlich","111","0.45388153061089","0.391917888317661","0.51584517290412"
"In Ausbildung","1994","indirekter Migrationshintergrund","weiblich","104","0.440950450038719","0.379157020848838","0.5027438792286"
"In Rente oder Pension","1994","kein Migrationshintergrund","maennlich","787","0.214829419444518","0.203176714221993","0.226482124667043"
"In Rente oder Pension","1994","kein Migrationshintergrund","weiblich","1198","0.308572018801606","0.296131862150795","0.321012175452418"
"In Rente oder Pension","1994","direkter Migrationshintergrund","maennlich","179","0.211063517668123","0.188118544312104","0.234008491024142"
"In Rente oder Pension","1994","direkter Migrationshintergrund","weiblich","158","0.23011428061349","0.205861232452472","0.254367328774508"
"In Rente oder Pension","1994","indirekter Migrationshintergrund","maennlich","","","",""
"In Rente oder Pension","1994","indirekter Migrationshintergrund","weiblich","","","",""
"Arbeitslose","1994","kein Migrationshintergrund","maennlich","338","0.0645439444610138","0.0575722664597882","0.0715156224622395"
"Arbeitslose","1994","kein Migrationshintergrund","weiblich","436","0.0616199345669162","0.0551436771029572","0.0680961920308752"
"Arbeitslose","1994","direkter Migrationshintergrund","maennlich","135","0.106359562043747","0.0890243312274732","0.123694792860021"
"Arbeitslose","1994","direkter Migrationshintergrund","weiblich","96","0.0654725135146168","0.0512194914238037","0.0797255356054298"
"Arbeitslose","1994","indirekter Migrationshintergrund","maennlich","","","",""
"Arbeitslose","1994","indirekter Migrationshintergrund","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1994","kein Migrationshintergrund","maennlich","98","0.0190737198894759","0.0151928082155323","0.0229546315634194"
"Sonstige Nichterwerbspersonen","1994","kein Migrationshintergrund","weiblich","836","0.167234272796154","0.157183529810913","0.177285015781395"
"Sonstige Nichterwerbspersonen","1994","direkter Migrationshintergrund","maennlich","32","0.0314985653469977","0.0216775707290666","0.0413195599649289"
"Sonstige Nichterwerbspersonen","1994","direkter Migrationshintergrund","weiblich","359","0.249006865457603","0.224089331682698","0.273924399232507"
"Sonstige Nichterwerbspersonen","1994","indirekter Migrationshintergrund","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1994","indirekter Migrationshintergrund","weiblich","36","0.138964598179624","0.0959134396932438","0.182015756666004"
"Beamte","1994","kein Migrationshintergrund","maennlich","309","0.0724975459250931","0.0651402697273896","0.0798548221227966"
"Beamte","1994","kein Migrationshintergrund","weiblich","108","0.023033736326096","0.0189935994222082","0.0270738732299837"
"Beamte","1994","direkter Migrationshintergrund","maennlich","","","",""
"Beamte","1994","direkter Migrationshintergrund","weiblich","","","",""
"Beamte","1994","indirekter Migrationshintergrund","maennlich","","","",""
"Beamte","1994","indirekter Migrationshintergrund","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","kein Migrationshintergrund","maennlich","609","0.118791405207587","0.1095962505109","0.127986559904274"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","kein Migrationshintergrund","weiblich","852","0.136269343887898","0.127012052221997","0.145526635553799"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","direkter Migrationshintergrund","maennlich","490","0.252749816743517","0.230169809298888","0.275329824188146"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","direkter Migrationshintergrund","weiblich","417","0.23919271557419","0.216758635073197","0.261626796075183"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","indirekter Migrationshintergrund","maennlich","47","0.210020158670252","0.159928002211018","0.260112315129487"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","indirekter Migrationshintergrund","weiblich","73","0.186432397909832","0.138910283702116","0.233954512117547"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","kein Migrationshintergrund","maennlich","1897","0.362939719389914","0.349273931303694","0.376605507476134"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","kein Migrationshintergrund","weiblich","1314","0.210713047318618","0.199708837224817","0.221717257412418"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","direkter Migrationshintergrund","maennlich","367","0.257424269735672","0.234707804150692","0.280140735320651"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","direkter Migrationshintergrund","weiblich","127","0.111590659812743","0.0950322949204169","0.128149024705069"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","indirekter Migrationshintergrund","maennlich","54","0.174923899012289","0.128203901491306","0.221643896533272"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","indirekter Migrationshintergrund","weiblich","","","",""
"Selbstständige/ManagerInnen","1995","kein Migrationshintergrund","maennlich","408","0.0840098488840603","0.0761260112437669","0.0918936865243538"
"Selbstständige/ManagerInnen","1995","kein Migrationshintergrund","weiblich","186","0.033904330233056","0.0290208059666848","0.0387878544994272"
"Selbstständige/ManagerInnen","1995","direkter Migrationshintergrund","maennlich","62","0.0481685911409838","0.0370433962202211","0.0592937860617464"
"Selbstständige/ManagerInnen","1995","direkter Migrationshintergrund","weiblich","32","0.028216574375679","0.0195082648801185","0.0369248838712396"
"Selbstständige/ManagerInnen","1995","indirekter Migrationshintergrund","maennlich","","","",""
"Selbstständige/ManagerInnen","1995","indirekter Migrationshintergrund","weiblich","","","",""
"In Ausbildung","1995","kein Migrationshintergrund","maennlich","409","0.0759275215899603","0.0683995183390893","0.0834555248408313"
"In Ausbildung","1995","kein Migrationshintergrund","weiblich","402","0.0558719795074969","0.0496745988785437","0.0620693601364502"
"In Ausbildung","1995","direkter Migrationshintergrund","maennlich","89","0.0760356246917518","0.0622641067096786","0.089807142673825"
"In Ausbildung","1995","direkter Migrationshintergrund","weiblich","70","0.0547818530730918","0.0428149615850823","0.0667487445611012"
"In Ausbildung","1995","indirekter Migrationshintergrund","maennlich","111","0.431710976355802","0.37079763654347","0.492624316168134"
"In Ausbildung","1995","indirekter Migrationshintergrund","weiblich","90","0.373950163117478","0.314909727265604","0.432990598969352"
"In Rente oder Pension","1995","kein Migrationshintergrund","maennlich","773","0.218880312124686","0.207128920226864","0.230631704022508"
"In Rente oder Pension","1995","kein Migrationshintergrund","weiblich","1175","0.313680905798238","0.301160950446975","0.326200861149501"
"In Rente oder Pension","1995","direkter Migrationshintergrund","maennlich","210","0.187660901170866","0.167374677100005","0.207947125241727"
"In Rente oder Pension","1995","direkter Migrationshintergrund","weiblich","195","0.233021799374817","0.210789378562045","0.25525422018759"
"In Rente oder Pension","1995","indirekter Migrationshintergrund","maennlich","","","",""
"In Rente oder Pension","1995","indirekter Migrationshintergrund","weiblich","","","",""
"Arbeitslose","1995","kein Migrationshintergrund","maennlich","286","0.0552638956101362","0.0487700318612082","0.0617577593590642"
"Arbeitslose","1995","kein Migrationshintergrund","weiblich","391","0.0597695593738761","0.053372905101569","0.0661662136461833"
"Arbeitslose","1995","direkter Migrationshintergrund","maennlich","153","0.120339769181806","0.103435059872774","0.137244478490838"
"Arbeitslose","1995","direkter Migrationshintergrund","weiblich","134","0.0856725034539444","0.0709538328121128","0.100391174095776"
"Arbeitslose","1995","indirekter Migrationshintergrund","maennlich","","","",""
"Arbeitslose","1995","indirekter Migrationshintergrund","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1995","kein Migrationshintergrund","maennlich","85","0.0175089962866641","0.0137814582434336","0.0212365343298945"
"Sonstige Nichterwerbspersonen","1995","kein Migrationshintergrund","weiblich","833","0.164905687825777","0.154892294441723","0.17491908120983"
"Sonstige Nichterwerbspersonen","1995","direkter Migrationshintergrund","maennlich","41","0.0347920617086069","0.0252707635341172","0.0443133598830966"
"Sonstige Nichterwerbspersonen","1995","direkter Migrationshintergrund","weiblich","412","0.236891450863539","0.214531810110609","0.259251091616468"
"Sonstige Nichterwerbspersonen","1995","indirekter Migrationshintergrund","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1995","indirekter Migrationshintergrund","weiblich","37","0.132545073168787","0.0911695506255437","0.173920595712031"
"Beamte","1995","kein Migrationshintergrund","maennlich","289","0.0666783009069915","0.0595884824965884","0.0737681193173946"
"Beamte","1995","kein Migrationshintergrund","weiblich","123","0.0248851460550407","0.0206818141851092","0.0290884779249721"
"Beamte","1995","direkter Migrationshintergrund","maennlich","","","",""
"Beamte","1995","direkter Migrationshintergrund","weiblich","","","",""
"Beamte","1995","indirekter Migrationshintergrund","maennlich","","","",""
"Beamte","1995","indirekter Migrationshintergrund","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","kein Migrationshintergrund","maennlich","529","0.105688247054691","0.0969184628429344","0.114458031266447"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","kein Migrationshintergrund","weiblich","832","0.140120077904047","0.13070284021918","0.149537315588915"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","direkter Migrationshintergrund","maennlich","423","0.240391894011279","0.217295726565197","0.263488061457361"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","direkter Migrationshintergrund","weiblich","388","0.229917893294592","0.207070808944122","0.252764977645063"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","indirekter Migrationshintergrund","maennlich","44","0.182113483699108","0.135821047609688","0.228405919788529"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","indirekter Migrationshintergrund","weiblich","61","0.159911645602588","0.116980586380396","0.202842704824781"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","kein Migrationshintergrund","maennlich","1906","0.367219145149887","0.353468584249578","0.380969706050196"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","kein Migrationshintergrund","weiblich","1297","0.20929584999707","0.19825908589234","0.2203326141018"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","direkter Migrationshintergrund","maennlich","353","0.274955160520909","0.250822867772281","0.299087453269538"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","direkter Migrationshintergrund","weiblich","134","0.125834185991607","0.107825910974566","0.143842461008648"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","indirekter Migrationshintergrund","maennlich","70","0.190210787160455","0.143135169667478","0.237286404653431"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","indirekter Migrationshintergrund","weiblich","41","0.153374548145421","0.111166877627463","0.19558221866338"
"Selbstständige/ManagerInnen","1996","kein Migrationshintergrund","maennlich","422","0.0893871995787104","0.081248863283622","0.0975255358737989"
"Selbstständige/ManagerInnen","1996","kein Migrationshintergrund","weiblich","201","0.0377557057514391","0.0325845405618104","0.0429268709410679"
"Selbstständige/ManagerInnen","1996","direkter Migrationshintergrund","maennlich","60","0.0520005773046136","0.0400002433081337","0.0640009113010935"
"Selbstständige/ManagerInnen","1996","direkter Migrationshintergrund","weiblich","","","",""
"Selbstständige/ManagerInnen","1996","indirekter Migrationshintergrund","maennlich","","","",""
"Selbstständige/ManagerInnen","1996","indirekter Migrationshintergrund","weiblich","","","",""
"In Ausbildung","1996","kein Migrationshintergrund","maennlich","397","0.0716206581122094","0.0642651449236575","0.0789761713007614"
"In Ausbildung","1996","kein Migrationshintergrund","weiblich","397","0.0570021046943105","0.050712038004415","0.063292171384206"
"In Ausbildung","1996","direkter Migrationshintergrund","maennlich","69","0.0601734835495821","0.0473202724967463","0.0730266946024179"
"In Ausbildung","1996","direkter Migrationshintergrund","weiblich","63","0.0542269492521881","0.0419305788552647","0.0665233196491115"
"In Ausbildung","1996","indirekter Migrationshintergrund","maennlich","106","0.411498024724516","0.352471080573996","0.470524968875036"
"In Ausbildung","1996","indirekter Migrationshintergrund","weiblich","96","0.36773749147147","0.311258524456603","0.424216458486336"
"In Rente oder Pension","1996","kein Migrationshintergrund","maennlich","784","0.225176463193047","0.213261464749805","0.23709146163629"
"In Rente oder Pension","1996","kein Migrationshintergrund","weiblich","1178","0.316288118142233","0.303671805433801","0.328904430850665"
"In Rente oder Pension","1996","direkter Migrationshintergrund","maennlich","214","0.208944132223458","0.186970397235134","0.230917867211782"
"In Rente oder Pension","1996","direkter Migrationshintergrund","weiblich","198","0.232831756716797","0.209883891038567","0.255779622395026"
"In Rente oder Pension","1996","indirekter Migrationshintergrund","maennlich","","","",""
"In Rente oder Pension","1996","indirekter Migrationshintergrund","weiblich","","","",""
"Arbeitslose","1996","kein Migrationshintergrund","maennlich","314","0.0594430271834549","0.0526981491070712","0.0661879052598386"
"Arbeitslose","1996","kein Migrationshintergrund","weiblich","375","0.0578429108844599","0.0515094488309644","0.0641763729379553"
"Arbeitslose","1996","direkter Migrationshintergrund","maennlich","150","0.116384362592973","0.0990517421277229","0.133716983058223"
"Arbeitslose","1996","direkter Migrationshintergrund","weiblich","115","0.0944433434400668","0.0785644814709861","0.110322205409148"
"Arbeitslose","1996","indirekter Migrationshintergrund","maennlich","","","",""
"Arbeitslose","1996","indirekter Migrationshintergrund","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1996","kein Migrationshintergrund","maennlich","91","0.017399994333204","0.0136701214981793","0.0211298671682287"
"Sonstige Nichterwerbspersonen","1996","kein Migrationshintergrund","weiblich","815","0.157415626525248","0.147534986802164","0.167296266248333"
"Sonstige Nichterwerbspersonen","1996","direkter Migrationshintergrund","maennlich","39","0.0317802088922408","0.0222992870542957","0.0412611307301858"
"Sonstige Nichterwerbspersonen","1996","direkter Migrationshintergrund","weiblich","382","0.243843416864202","0.220528317560205","0.267158516168199"
"Sonstige Nichterwerbspersonen","1996","indirekter Migrationshintergrund","maennlich","","","",""
"Sonstige Nichterwerbspersonen","1996","indirekter Migrationshintergrund","weiblich","46","0.134559271799886","0.0945883140851557","0.174530229514616"
"Beamte","1996","kein Migrationshintergrund","maennlich","278","0.0640652653947962","0.0570802850529556","0.0710502457366368"
"Beamte","1996","kein Migrationshintergrund","weiblich","124","0.0242796061011914","0.0201038228102118","0.0284553893921709"
"Beamte","1996","direkter Migrationshintergrund","maennlich","","","",""
"Beamte","1996","direkter Migrationshintergrund","weiblich","","","",""
"Beamte","1996","indirekter Migrationshintergrund","maennlich","","","",""
"Beamte","1996","indirekter Migrationshintergrund","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1997","kein Migrationshintergrund","maennlich","515","0.106437990796669","0.0976014507425581","0.11527453085078"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1997","kein Migrationshintergrund","weiblich","792","0.129486990597462","0.120320170220223","0.138653810974702"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1997","direkter Migrationshintergrund","maennlich","409","0.256189878238757","0.23207710002518","0.280302656452335"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1997","direkter Migrationshintergrund","weiblich","332","0.218075004022832","0.195016653865976","0.241133354179689"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1997","indirekter Migrationshintergrund","maennlich","58","0.207783695855253","0.161248206332701","0.254319185377805"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1997","indirekter Migrationshintergrund","weiblich","64","0.174322037415026","0.129884440153869","0.218759634676183"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1997","kein Migrationshintergrund","maennlich","1790","0.344951935680908","0.331331611470582","0.358572259891233"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1997","kein Migrationshintergrund","weiblich","1268","0.210748564878975","0.199613108451696","0.221884021306254"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1997","direkter Migrationshintergrund","maennlich","325","0.263973249117961","0.239625322482523","0.288321175753398"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1997","direkter Migrationshintergrund","weiblich","131","0.132039065965973","0.113135486464919","0.150942645467027"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1997","indirekter Migrationshintergrund","maennlich","75","0.217183904407651","0.169890524060316","0.264477284754986"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1997","indirekter Migrationshintergrund","weiblich","38","0.146435794706169","0.105025263957296","0.187846325455043"
"Selbstständige/ManagerInnen","1997","kein Migrationshintergrund","maennlich","428","0.0908937855285146","0.0826572234259765","0.0991303476310527"
"Selbstständige/ManagerInnen","1997","kein Migrationshintergrund","weiblich","201","0.0359519252248175","0.0308688277078863","0.0410350227417486"
"Selbstständige/ManagerInnen","1997","direkter Migrationshintergrund","maennlich","52","0.0459659926702146","0.0343986000783124","0.0575333852621167"
"Selbstständige/ManagerInnen","1997","direkter Migrationshintergrund","weiblich","","","",""
"Selbstständige/ManagerInnen","1997","indirekter Migrationshintergrund","maennlich","","","",""
"Selbstständige/ManagerInnen","1997","indirekter Migrationshintergrund","weiblich","","","",""
"In Ausbildung","1997","kein Migrationshintergrund","maennlich","411","0.0699963105573688","0.0626857365356959","0.0773068845790417"
"In Ausbildung","1997","kein Migrationshintergrund","weiblich","403","0.0610545419309624","0.0545172603593803","0.0675918235025445"
"In Ausbildung","1997","direkter Migrationshintergrund","maennlich","64","0.054689416933518","0.0421298653904712","0.0672489684765648"
"In Ausbildung","1997","direkter Migrationshintergrund","weiblich","52","0.0553679093200398","0.0425975491184542","0.0681382695216254"
"In Ausbildung","1997","indirekter Migrationshintergrund","maennlich","109","0.404879982006437","0.348578205665541","0.461181758347333"
"In Ausbildung","1997","indirekter Migrationshintergrund","weiblich","105","0.373966587286221","0.317292539447808","0.430640635124634"
"In Rente oder Pension","1997","kein Migrationshintergrund","maennlich","814","0.234157839225585","0.222024074911557","0.246291603539613"
"In Rente oder Pension","1997","kein Migrationshintergrund","weiblich","1190","0.321079574635901","0.308331817039787","0.333827332232015"
"In Rente oder Pension","1997","direkter Migrationshintergrund","maennlich","213","0.215142672685924","0.192444344851464","0.237841000520384"
"In Rente oder Pension","1997","direkter Migrationshintergrund","weiblich","201","0.24038549387448","0.216524227432251","0.264246760316709"
"In Rente oder Pension","1997","indirekter Migrationshintergrund","maennlich","","","",""
"In Rente oder Pension","1997","indirekter Migrationshintergrund","weiblich","","","",""
"Arbeitslose","1997","kein Migrationshintergrund","maennlich","356","0.0725087403557324","0.0650781783684714","0.0799393023429933"
"Arbeitslose","1997","kein Migrationshintergrund","weiblich","367","0.0602838555447527","0.0537852994193803","0.0667824116701251"
"Arbeitslose","1997","direkter Migrationshintergrund","maennlich","151","0.113568820096374","0.0960426390058086","0.131095001186939"
