"beruf","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"Angestellte, einfache Tätigkeiten","1985","(noch) kein Abschluss","Bayern","46","0.259699364292899","0.175021677977459","0.34437705060834"
"Angestellte, einfache Tätigkeiten","1985","(noch) kein Abschluss","Saarland","","","",""
"Angestellte, einfache Tätigkeiten","1985","(noch) kein Abschluss","Berlin","","","",""
"Angestellte, einfache Tätigkeiten","1985","(noch) kein Abschluss","Brandenburg","","","",""
"Angestellte, einfache Tätigkeiten","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Angestellte, einfache Tätigkeiten","1985","(noch) kein Abschluss","Sachsen","","","",""
"Angestellte, einfache Tätigkeiten","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Angestellte, einfache Tätigkeiten","1985","(noch) kein Abschluss","Thüringen","","","",""
"Angestellte, einfache Tätigkeiten","1985","Hauptschule","Schleswig-Holstein","42","0.164326484072353","0.114677164006394","0.213975804138313"
"Angestellte, einfache Tätigkeiten","1985","Hauptschule","Hamburg","34","0.155557921178617","0.0967680292813327","0.214347813075902"
"Angestellte, einfache Tätigkeiten","1985","Hauptschule","Niedersachsen","126","0.157902606959128","0.129891297706269","0.185913916211987"
"Angestellte, einfache Tätigkeiten","1985","Hauptschule","Bremen","","","",""
"Angestellte, einfache Tätigkeiten","1985","Hauptschule","Nordrhein-Westfalen","379","0.174394532414837","0.156069109584674","0.192719955245"
"Angestellte, einfache Tätigkeiten","1985","Hauptschule","Hessen","168","0.193699617973268","0.163010020677338","0.224389215269198"
"Angestellte, einfache Tätigkeiten","1985","Hauptschule","Rheinland-Pfalz,Saarland","85","0.136917304265969","0.107567976524077","0.16626663200786"
"Angestellte, einfache Tätigkeiten","1985","Hauptschule","Baden-Württemberg","390","0.250904898295944","0.226416640073146","0.275393156518742"
"Angestellte, einfache Tätigkeiten","1985","Hauptschule","Bayern","299","0.207150252833204","0.183737708698093","0.230562796968315"
"Angestellte, einfache Tätigkeiten","1985","Hauptschule","Saarland","","","",""
"Angestellte, einfache Tätigkeiten","1985","Hauptschule","Berlin","65","0.316678511421358","0.247559852449915","0.385797170392801"
"Angestellte, einfache Tätigkeiten","1985","Hauptschule","Brandenburg","","","",""
"Angestellte, einfache Tätigkeiten","1985","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Angestellte, einfache Tätigkeiten","1985","Hauptschule","Sachsen","","","",""
"Angestellte, einfache Tätigkeiten","1985","Hauptschule","Sachsen-Anhalt","","","",""
"Angestellte, einfache Tätigkeiten","1985","Hauptschule","Thüringen","","","",""
"Angestellte, einfache Tätigkeiten","1985","Realschule","Schleswig-Holstein","","","",""
"Angestellte, einfache Tätigkeiten","1985","Realschule","Hamburg","","","",""
"Angestellte, einfache Tätigkeiten","1985","Realschule","Niedersachsen","","","",""
"Angestellte, einfache Tätigkeiten","1985","Realschule","Bremen","","","",""
"Angestellte, einfache Tätigkeiten","1985","Realschule","Nordrhein-Westfalen","30","0.0573618080774992","0.0359485415865694","0.0787750745684289"
"Angestellte, einfache Tätigkeiten","1985","Realschule","Hessen","","","",""
"Angestellte, einfache Tätigkeiten","1985","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Angestellte, einfache Tätigkeiten","1985","Realschule","Baden-Württemberg","33","0.107235866071076","0.0705325615853359","0.143939170556817"
"Angestellte, einfache Tätigkeiten","1985","Realschule","Bayern","","","",""
"Angestellte, einfache Tätigkeiten","1985","Realschule","Saarland","","","",""
"Angestellte, einfache Tätigkeiten","1985","Realschule","Berlin","","","",""
"Angestellte, einfache Tätigkeiten","1985","Realschule","Brandenburg","","","",""
"Angestellte, einfache Tätigkeiten","1985","Realschule","Mecklenburg-Vorpommern","","","",""
"Angestellte, einfache Tätigkeiten","1985","Realschule","Sachsen","","","",""
"Angestellte, einfache Tätigkeiten","1985","Realschule","Sachsen-Anhalt","","","",""
"Angestellte, einfache Tätigkeiten","1985","Realschule","Thüringen","","","",""
"Angestellte, einfache Tätigkeiten","1985","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Angestellte, einfache Tätigkeiten","1985","(Fach-)Abitur","Hamburg","","","",""
"Angestellte, einfache Tätigkeiten","1985","(Fach-)Abitur","Niedersachsen","","","",""
"Angestellte, einfache Tätigkeiten","1985","(Fach-)Abitur","Bremen","","","",""
"Angestellte, einfache Tätigkeiten","1985","(Fach-)Abitur","Nordrhein-Westfalen","37","0.101403678006351","0.0640597151509895","0.138747640861712"
"Angestellte, einfache Tätigkeiten","1985","(Fach-)Abitur","Hessen","","","",""
"Angestellte, einfache Tätigkeiten","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Angestellte, einfache Tätigkeiten","1985","(Fach-)Abitur","Baden-Württemberg","","","",""
"Angestellte, einfache Tätigkeiten","1985","(Fach-)Abitur","Bayern","","","",""
"Angestellte, einfache Tätigkeiten","1985","(Fach-)Abitur","Saarland","","","",""
"Angestellte, einfache Tätigkeiten","1985","(Fach-)Abitur","Berlin","","","",""
"Angestellte, einfache Tätigkeiten","1985","(Fach-)Abitur","Brandenburg","","","",""
"Angestellte, einfache Tätigkeiten","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Angestellte, einfache Tätigkeiten","1985","(Fach-)Abitur","Sachsen","","","",""
"Angestellte, einfache Tätigkeiten","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Angestellte, einfache Tätigkeiten","1985","(Fach-)Abitur","Thüringen","","","",""
"Angestellte, einfache Tätigkeiten","1985","AkademikerIn","Schleswig-Holstein","","","",""
"Angestellte, einfache Tätigkeiten","1985","AkademikerIn","Hamburg","","","",""
"Angestellte, einfache Tätigkeiten","1985","AkademikerIn","Niedersachsen","","","",""
"Angestellte, einfache Tätigkeiten","1985","AkademikerIn","Bremen","","","",""
"Angestellte, einfache Tätigkeiten","1985","AkademikerIn","Nordrhein-Westfalen","","","",""
"Angestellte, einfache Tätigkeiten","1985","AkademikerIn","Hessen","","","",""
"Angestellte, einfache Tätigkeiten","1985","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Angestellte, einfache Tätigkeiten","1985","AkademikerIn","Baden-Württemberg","","","",""
"Angestellte, einfache Tätigkeiten","1985","AkademikerIn","Bayern","","","",""
"Angestellte, einfache Tätigkeiten","1985","AkademikerIn","Saarland","","","",""
"Angestellte, einfache Tätigkeiten","1985","AkademikerIn","Berlin","","","",""
"Angestellte, einfache Tätigkeiten","1985","AkademikerIn","Brandenburg","","","",""
"Angestellte, einfache Tätigkeiten","1985","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Angestellte, einfache Tätigkeiten","1985","AkademikerIn","Sachsen","","","",""
"Angestellte, einfache Tätigkeiten","1985","AkademikerIn","Sachsen-Anhalt","","","",""
"Angestellte, einfache Tätigkeiten","1985","AkademikerIn","Thüringen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(noch) kein Abschluss","Hamburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(noch) kein Abschluss","Niedersachsen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(noch) kein Abschluss","Bremen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(noch) kein Abschluss","Hessen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(noch) kein Abschluss","Baden-Württemberg","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(noch) kein Abschluss","Bayern","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(noch) kein Abschluss","Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(noch) kein Abschluss","Berlin","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(noch) kein Abschluss","Brandenburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(noch) kein Abschluss","Sachsen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(noch) kein Abschluss","Thüringen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Hauptschule","Schleswig-Holstein","56","0.24353720585613","0.186030611306854","0.301043800405405"
"Angestellte, qualifizierte Tätigkeiten","1985","Hauptschule","Hamburg","33","0.227530951258591","0.159527266107574","0.295534636409608"
"Angestellte, qualifizierte Tätigkeiten","1985","Hauptschule","Niedersachsen","146","0.215800067161908","0.184199361201413","0.247400773122402"
"Angestellte, qualifizierte Tätigkeiten","1985","Hauptschule","Bremen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Hauptschule","Nordrhein-Westfalen","405","0.230996765868642","0.21064189627686","0.251351635460424"
"Angestellte, qualifizierte Tätigkeiten","1985","Hauptschule","Hessen","141","0.206408667058906","0.174978926394704","0.237838407723107"
"Angestellte, qualifizierte Tätigkeiten","1985","Hauptschule","Rheinland-Pfalz,Saarland","126","0.220674780179975","0.185268646879995","0.256080913479955"
"Angestellte, qualifizierte Tätigkeiten","1985","Hauptschule","Baden-Württemberg","286","0.234251456661394","0.210328266781397","0.258174646541391"
"Angestellte, qualifizierte Tätigkeiten","1985","Hauptschule","Bayern","259","0.200674649724152","0.177537040637412","0.223812258810892"
"Angestellte, qualifizierte Tätigkeiten","1985","Hauptschule","Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Hauptschule","Berlin","37","0.183212789148323","0.125734236398638","0.240691341898009"
"Angestellte, qualifizierte Tätigkeiten","1985","Hauptschule","Brandenburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Hauptschule","Sachsen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Hauptschule","Sachsen-Anhalt","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Hauptschule","Thüringen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Realschule","Schleswig-Holstein","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Realschule","Hamburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Realschule","Niedersachsen","63","0.27178123950664","0.212994764481168","0.330567714532112"
"Angestellte, qualifizierte Tätigkeiten","1985","Realschule","Bremen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Realschule","Nordrhein-Westfalen","138","0.30083087533998","0.258597935428612","0.343063815251348"
"Angestellte, qualifizierte Tätigkeiten","1985","Realschule","Hessen","64","0.363083033095904","0.292437862798311","0.433728203393498"
"Angestellte, qualifizierte Tätigkeiten","1985","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Realschule","Baden-Württemberg","76","0.265283191313725","0.212913306097365","0.317653076530086"
"Angestellte, qualifizierte Tätigkeiten","1985","Realschule","Bayern","128","0.341754343919356","0.292276386679023","0.391232301159689"
"Angestellte, qualifizierte Tätigkeiten","1985","Realschule","Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Realschule","Berlin","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Realschule","Brandenburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Realschule","Mecklenburg-Vorpommern","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Realschule","Sachsen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Realschule","Sachsen-Anhalt","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","Realschule","Thüringen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(Fach-)Abitur","Hamburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(Fach-)Abitur","Niedersachsen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(Fach-)Abitur","Bremen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(Fach-)Abitur","Nordrhein-Westfalen","54","0.233978338764691","0.181603875881479","0.286352801647903"
"Angestellte, qualifizierte Tätigkeiten","1985","(Fach-)Abitur","Hessen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(Fach-)Abitur","Baden-Württemberg","33","0.246176199087315","0.170046609405143","0.322305788769487"
"Angestellte, qualifizierte Tätigkeiten","1985","(Fach-)Abitur","Bayern","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(Fach-)Abitur","Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(Fach-)Abitur","Berlin","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(Fach-)Abitur","Brandenburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(Fach-)Abitur","Sachsen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","(Fach-)Abitur","Thüringen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","AkademikerIn","Schleswig-Holstein","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","AkademikerIn","Hamburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","AkademikerIn","Niedersachsen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","AkademikerIn","Bremen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","AkademikerIn","Nordrhein-Westfalen","80","0.348618928431016","0.285933780837441","0.411304076024591"
"Angestellte, qualifizierte Tätigkeiten","1985","AkademikerIn","Hessen","30","0.324416565272129","0.227696218854472","0.421136911689787"
"Angestellte, qualifizierte Tätigkeiten","1985","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","AkademikerIn","Baden-Württemberg","38","0.334895671028955","0.247490176602197","0.422301165455714"
"Angestellte, qualifizierte Tätigkeiten","1985","AkademikerIn","Bayern","61","0.378909527905836","0.300488122678145","0.457330933133527"
"Angestellte, qualifizierte Tätigkeiten","1985","AkademikerIn","Saarland","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","AkademikerIn","Berlin","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","AkademikerIn","Brandenburg","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","AkademikerIn","Sachsen","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","AkademikerIn","Sachsen-Anhalt","","","",""
"Angestellte, qualifizierte Tätigkeiten","1985","AkademikerIn","Thüringen","","","",""
"Selbstständige/ManagerInnen","1985","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Selbstständige/ManagerInnen","1985","(noch) kein Abschluss","Hamburg","","","",""
"Selbstständige/ManagerInnen","1985","(noch) kein Abschluss","Niedersachsen","","","",""
"Selbstständige/ManagerInnen","1985","(noch) kein Abschluss","Bremen","","","",""
"Selbstständige/ManagerInnen","1985","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Selbstständige/ManagerInnen","1985","(noch) kein Abschluss","Hessen","","","",""
"Selbstständige/ManagerInnen","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Selbstständige/ManagerInnen","1985","(noch) kein Abschluss","Baden-Württemberg","","","",""
"Selbstständige/ManagerInnen","1985","(noch) kein Abschluss","Bayern","","","",""
"Selbstständige/ManagerInnen","1985","(noch) kein Abschluss","Saarland","","","",""
"Selbstständige/ManagerInnen","1985","(noch) kein Abschluss","Berlin","","","",""
"Selbstständige/ManagerInnen","1985","(noch) kein Abschluss","Brandenburg","","","",""
"Selbstständige/ManagerInnen","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Selbstständige/ManagerInnen","1985","(noch) kein Abschluss","Sachsen","","","",""
"Selbstständige/ManagerInnen","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Selbstständige/ManagerInnen","1985","(noch) kein Abschluss","Thüringen","","","",""
"Selbstständige/ManagerInnen","1985","Hauptschule","Schleswig-Holstein","","","",""
"Selbstständige/ManagerInnen","1985","Hauptschule","Hamburg","","","",""
"Selbstständige/ManagerInnen","1985","Hauptschule","Niedersachsen","37","0.0513505750920568","0.0343961477106367","0.0683050024734768"
"Selbstständige/ManagerInnen","1985","Hauptschule","Bremen","","","",""
"Selbstständige/ManagerInnen","1985","Hauptschule","Nordrhein-Westfalen","66","0.0396361000517885","0.0302136322355881","0.0490585678679889"
"Selbstständige/ManagerInnen","1985","Hauptschule","Hessen","","","",""
"Selbstständige/ManagerInnen","1985","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Selbstständige/ManagerInnen","1985","Hauptschule","Baden-Württemberg","64","0.0610205173693481","0.0474997655333354","0.0745412692053608"
"Selbstständige/ManagerInnen","1985","Hauptschule","Bayern","85","0.079316050849609","0.0637044925069371","0.0949276091922809"
"Selbstständige/ManagerInnen","1985","Hauptschule","Saarland","","","",""
"Selbstständige/ManagerInnen","1985","Hauptschule","Berlin","","","",""
"Selbstständige/ManagerInnen","1985","Hauptschule","Brandenburg","","","",""
"Selbstständige/ManagerInnen","1985","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Selbstständige/ManagerInnen","1985","Hauptschule","Sachsen","","","",""
"Selbstständige/ManagerInnen","1985","Hauptschule","Sachsen-Anhalt","","","",""
"Selbstständige/ManagerInnen","1985","Hauptschule","Thüringen","","","",""
"Selbstständige/ManagerInnen","1985","Realschule","Schleswig-Holstein","","","",""
"Selbstständige/ManagerInnen","1985","Realschule","Hamburg","","","",""
"Selbstständige/ManagerInnen","1985","Realschule","Niedersachsen","","","",""
"Selbstständige/ManagerInnen","1985","Realschule","Bremen","","","",""
"Selbstständige/ManagerInnen","1985","Realschule","Nordrhein-Westfalen","33","0.0771208974414547","0.0525535972032948","0.101688197679615"
"Selbstständige/ManagerInnen","1985","Realschule","Hessen","","","",""
"Selbstständige/ManagerInnen","1985","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Selbstständige/ManagerInnen","1985","Realschule","Baden-Württemberg","","","",""
"Selbstständige/ManagerInnen","1985","Realschule","Bayern","","","",""
"Selbstständige/ManagerInnen","1985","Realschule","Saarland","","","",""
"Selbstständige/ManagerInnen","1985","Realschule","Berlin","","","",""
"Selbstständige/ManagerInnen","1985","Realschule","Brandenburg","","","",""
"Selbstständige/ManagerInnen","1985","Realschule","Mecklenburg-Vorpommern","","","",""
"Selbstständige/ManagerInnen","1985","Realschule","Sachsen","","","",""
"Selbstständige/ManagerInnen","1985","Realschule","Sachsen-Anhalt","","","",""
"Selbstständige/ManagerInnen","1985","Realschule","Thüringen","","","",""
"Selbstständige/ManagerInnen","1985","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Selbstständige/ManagerInnen","1985","(Fach-)Abitur","Hamburg","","","",""
"Selbstständige/ManagerInnen","1985","(Fach-)Abitur","Niedersachsen","","","",""
"Selbstständige/ManagerInnen","1985","(Fach-)Abitur","Bremen","","","",""
"Selbstständige/ManagerInnen","1985","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Selbstständige/ManagerInnen","1985","(Fach-)Abitur","Hessen","","","",""
"Selbstständige/ManagerInnen","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Selbstständige/ManagerInnen","1985","(Fach-)Abitur","Baden-Württemberg","","","",""
"Selbstständige/ManagerInnen","1985","(Fach-)Abitur","Bayern","","","",""
"Selbstständige/ManagerInnen","1985","(Fach-)Abitur","Saarland","","","",""
"Selbstständige/ManagerInnen","1985","(Fach-)Abitur","Berlin","","","",""
"Selbstständige/ManagerInnen","1985","(Fach-)Abitur","Brandenburg","","","",""
"Selbstständige/ManagerInnen","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Selbstständige/ManagerInnen","1985","(Fach-)Abitur","Sachsen","","","",""
"Selbstständige/ManagerInnen","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Selbstständige/ManagerInnen","1985","(Fach-)Abitur","Thüringen","","","",""
"Selbstständige/ManagerInnen","1985","AkademikerIn","Schleswig-Holstein","","","",""
"Selbstständige/ManagerInnen","1985","AkademikerIn","Hamburg","","","",""
"Selbstständige/ManagerInnen","1985","AkademikerIn","Niedersachsen","","","",""
"Selbstständige/ManagerInnen","1985","AkademikerIn","Bremen","","","",""
"Selbstständige/ManagerInnen","1985","AkademikerIn","Nordrhein-Westfalen","","","",""
"Selbstständige/ManagerInnen","1985","AkademikerIn","Hessen","","","",""
"Selbstständige/ManagerInnen","1985","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Selbstständige/ManagerInnen","1985","AkademikerIn","Baden-Württemberg","","","",""
"Selbstständige/ManagerInnen","1985","AkademikerIn","Bayern","","","",""
"Selbstständige/ManagerInnen","1985","AkademikerIn","Saarland","","","",""
"Selbstständige/ManagerInnen","1985","AkademikerIn","Berlin","","","",""
"Selbstständige/ManagerInnen","1985","AkademikerIn","Brandenburg","","","",""
"Selbstständige/ManagerInnen","1985","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Selbstständige/ManagerInnen","1985","AkademikerIn","Sachsen","","","",""
"Selbstständige/ManagerInnen","1985","AkademikerIn","Sachsen-Anhalt","","","",""
"Selbstständige/ManagerInnen","1985","AkademikerIn","Thüringen","","","",""
"In Ausbildung","1985","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"In Ausbildung","1985","(noch) kein Abschluss","Hamburg","","","",""
"In Ausbildung","1985","(noch) kein Abschluss","Niedersachsen","","","",""
"In Ausbildung","1985","(noch) kein Abschluss","Bremen","","","",""
"In Ausbildung","1985","(noch) kein Abschluss","Nordrhein-Westfalen","63","0.417609175656882","0.365188705635678","0.470029645678087"
"In Ausbildung","1985","(noch) kein Abschluss","Hessen","","","",""
"In Ausbildung","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"In Ausbildung","1985","(noch) kein Abschluss","Baden-Württemberg","42","0.456604958300933","0.399763497537972","0.513446419063894"
"In Ausbildung","1985","(noch) kein Abschluss","Bayern","","","",""
"In Ausbildung","1985","(noch) kein Abschluss","Saarland","","","",""
"In Ausbildung","1985","(noch) kein Abschluss","Berlin","","","",""
"In Ausbildung","1985","(noch) kein Abschluss","Brandenburg","","","",""
"In Ausbildung","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"In Ausbildung","1985","(noch) kein Abschluss","Sachsen","","","",""
"In Ausbildung","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"In Ausbildung","1985","(noch) kein Abschluss","Thüringen","","","",""
"In Ausbildung","1985","Hauptschule","Schleswig-Holstein","","","",""
"In Ausbildung","1985","Hauptschule","Hamburg","","","",""
"In Ausbildung","1985","Hauptschule","Niedersachsen","30","0.0397096368618381","0.0247090987126007","0.0547101750110756"
"In Ausbildung","1985","Hauptschule","Bremen","","","",""
"In Ausbildung","1985","Hauptschule","Nordrhein-Westfalen","62","0.0259395887949358","0.0182628673653583","0.0336163102245133"
"In Ausbildung","1985","Hauptschule","Hessen","","","",""
"In Ausbildung","1985","Hauptschule","Rheinland-Pfalz,Saarland","30","0.0454038458213097","0.0276292823452756","0.0631784092973438"
"In Ausbildung","1985","Hauptschule","Baden-Württemberg","60","0.0315181025977933","0.0216493869929475","0.0413868182026391"
"In Ausbildung","1985","Hauptschule","Bayern","49","0.0405208248032515","0.0291296807451545","0.0519119688613485"
"In Ausbildung","1985","Hauptschule","Saarland","","","",""
"In Ausbildung","1985","Hauptschule","Berlin","","","",""
"In Ausbildung","1985","Hauptschule","Brandenburg","","","",""
"In Ausbildung","1985","Hauptschule","Mecklenburg-Vorpommern","","","",""
"In Ausbildung","1985","Hauptschule","Sachsen","","","",""
"In Ausbildung","1985","Hauptschule","Sachsen-Anhalt","","","",""
"In Ausbildung","1985","Hauptschule","Thüringen","","","",""
"In Ausbildung","1985","Realschule","Schleswig-Holstein","","","",""
"In Ausbildung","1985","Realschule","Hamburg","","","",""
"In Ausbildung","1985","Realschule","Niedersachsen","47","0.200751472922319","0.147820845366206","0.253682100478431"
"In Ausbildung","1985","Realschule","Bremen","","","",""
"In Ausbildung","1985","Realschule","Nordrhein-Westfalen","93","0.182799179974768","0.147207334395972","0.218391025553563"
"In Ausbildung","1985","Realschule","Hessen","33","0.154376687392417","0.101298336356922","0.207455038427913"
"In Ausbildung","1985","Realschule","Rheinland-Pfalz,Saarland","","","",""
"In Ausbildung","1985","Realschule","Baden-Württemberg","52","0.180060564659312","0.134481337332352","0.225639791986273"
"In Ausbildung","1985","Realschule","Bayern","51","0.134787867971597","0.0991634776528259","0.170412258290368"
"In Ausbildung","1985","Realschule","Saarland","","","",""
"In Ausbildung","1985","Realschule","Berlin","","","",""
"In Ausbildung","1985","Realschule","Brandenburg","","","",""
"In Ausbildung","1985","Realschule","Mecklenburg-Vorpommern","","","",""
"In Ausbildung","1985","Realschule","Sachsen","","","",""
"In Ausbildung","1985","Realschule","Sachsen-Anhalt","","","",""
"In Ausbildung","1985","Realschule","Thüringen","","","",""
"In Ausbildung","1985","(Fach-)Abitur","Schleswig-Holstein","","","",""
"In Ausbildung","1985","(Fach-)Abitur","Hamburg","","","",""
"In Ausbildung","1985","(Fach-)Abitur","Niedersachsen","","","",""
"In Ausbildung","1985","(Fach-)Abitur","Bremen","","","",""
"In Ausbildung","1985","(Fach-)Abitur","Nordrhein-Westfalen","89","0.360099528906894","0.300714260757412","0.419484797056376"
"In Ausbildung","1985","(Fach-)Abitur","Hessen","30","0.392378107957037","0.289775699496806","0.494980516417267"
"In Ausbildung","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"In Ausbildung","1985","(Fach-)Abitur","Baden-Württemberg","31","0.286366292016229","0.206475971949171","0.366256612083287"
"In Ausbildung","1985","(Fach-)Abitur","Bayern","37","0.294688052806797","0.213118261208042","0.376257844405553"
"In Ausbildung","1985","(Fach-)Abitur","Saarland","","","",""
"In Ausbildung","1985","(Fach-)Abitur","Berlin","","","",""
"In Ausbildung","1985","(Fach-)Abitur","Brandenburg","","","",""
"In Ausbildung","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"In Ausbildung","1985","(Fach-)Abitur","Sachsen","","","",""
"In Ausbildung","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"In Ausbildung","1985","(Fach-)Abitur","Thüringen","","","",""
"In Ausbildung","1985","AkademikerIn","Schleswig-Holstein","","","",""
"In Ausbildung","1985","AkademikerIn","Hamburg","","","",""
"In Ausbildung","1985","AkademikerIn","Niedersachsen","","","",""
"In Ausbildung","1985","AkademikerIn","Bremen","","","",""
"In Ausbildung","1985","AkademikerIn","Nordrhein-Westfalen","","","",""
"In Ausbildung","1985","AkademikerIn","Hessen","","","",""
"In Ausbildung","1985","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"In Ausbildung","1985","AkademikerIn","Baden-Württemberg","","","",""
"In Ausbildung","1985","AkademikerIn","Bayern","","","",""
"In Ausbildung","1985","AkademikerIn","Saarland","","","",""
