"beruf","year","migback","n","percent","lower_confidence","upper_confidence"
"Arbeitslose","1994","direkter Migrationshintergrund","231","0.0861054198121426","0.0748164569632246","0.0973943826610605"
"Arbeitslose","1994","indirekter Migrationshintergrund","33","0.0539601822023299","0.0340764152483871","0.0738439491562727"
"Sonstige Nichterwerbspersonen","1994","kein Migrationshintergrund","934","0.0969886928334995","0.0912079501940707","0.102769435472928"
"Sonstige Nichterwerbspersonen","1994","direkter Migrationshintergrund","391","0.139245253001795","0.125313022173221","0.153177483830369"
"Sonstige Nichterwerbspersonen","1994","indirekter Migrationshintergrund","46","0.0818802641116386","0.0577508636209546","0.106009664602323"
"Beamte","1994","kein Migrationshintergrund","417","0.0464854171161402","0.0423729870707691","0.0505978471615113"
"Beamte","1994","direkter Migrationshintergrund","","","",""
"Beamte","1994","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","kein Migrationshintergrund","1461","0.127987790386067","0.121450468296983","0.134525112475152"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","direkter Migrationshintergrund","907","0.246003683079774","0.230085413705585","0.261921952453964"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","indirekter Migrationshintergrund","120","0.198355089151834","0.163814813097831","0.232895365205836"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","kein Migrationshintergrund","3211","0.28284245297812","0.274029247142573","0.291655658813668"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","direkter Migrationshintergrund","494","0.184856173288025","0.170508729430126","0.199203617145925"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","indirekter Migrationshintergrund","83","0.155962430106675","0.124535352610169","0.187389507603182"
"Selbstständige/ManagerInnen","1995","kein Migrationshintergrund","594","0.0576457760085071","0.0530849325629486","0.0622066194540657"
"Selbstständige/ManagerInnen","1995","direkter Migrationshintergrund","94","0.0382402908149143","0.0311521177018622","0.0453284639279665"
"Selbstständige/ManagerInnen","1995","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1995","kein Migrationshintergrund","811","0.0653748761477763","0.0605378493389846","0.070211902956568"
"In Ausbildung","1995","direkter Migrationshintergrund","159","0.0654595596165316","0.0563178794652605","0.0746012397678027"
"In Ausbildung","1995","indirekter Migrationshintergrund","201","0.40314599688577","0.360656817647308","0.445635176124232"
"In Rente oder Pension","1995","kein Migrationshintergrund","1948","0.268761639123087","0.260086679680013","0.277436598566162"
"In Rente oder Pension","1995","direkter Migrationshintergrund","405","0.210232886034684","0.195172355123235","0.225293416946133"
"In Rente oder Pension","1995","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1995","kein Migrationshintergrund","677","0.0576346454001416","0.0530742153614835","0.0621950754387996"
"Arbeitslose","1995","direkter Migrationshintergrund","287","0.103089030588383","0.0918501947293874","0.114327866447379"
"Arbeitslose","1995","indirekter Migrationshintergrund","38","0.058677888585845","0.0383206212576822","0.0790351559140078"
"Sonstige Nichterwerbspersonen","1995","kein Migrationshintergrund","918","0.0950648668169994","0.0893253798225731","0.100804353811426"
"Sonstige Nichterwerbspersonen","1995","direkter Migrationshintergrund","453","0.135358508441677","0.122714020430535","0.148002996452819"
"Sonstige Nichterwerbspersonen","1995","indirekter Migrationshintergrund","44","0.0896865442500476","0.0649367133027614","0.114436375197334"
"Beamte","1995","kein Migrationshintergrund","412","0.0446879531393005","0.0406447814095929","0.0487311248690082"
"Beamte","1995","direkter Migrationshintergrund","","","",""
"Beamte","1995","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","kein Migrationshintergrund","1361","0.123779961116422","0.117305752933414","0.13025416929943"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","direkter Migrationshintergrund","811","0.235123270658913","0.218878753726857","0.251367787590969"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1996","indirekter Migrationshintergrund","105","0.170749799453423","0.139215925916501","0.202283672990345"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","kein Migrationshintergrund","3203","0.284240603808554","0.275373506258243","0.293107701358866"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","direkter Migrationshintergrund","487","0.199944448760977","0.184623769635905","0.215265127886049"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1996","indirekter Migrationshintergrund","111","0.171356700073357","0.139778397297246","0.202935002849467"
"Selbstständige/ManagerInnen","1996","kein Migrationshintergrund","623","0.0622581681022888","0.0575081560378196","0.067008180166758"
"Selbstständige/ManagerInnen","1996","direkter Migrationshintergrund","82","0.0346548918741672","0.0276486222873297","0.0416611614610047"
"Selbstständige/ManagerInnen","1996","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1996","kein Migrationshintergrund","794","0.0639395478747122","0.0591301398042468","0.0687489559451775"
"In Ausbildung","1996","direkter Migrationshintergrund","132","0.0571822626863847","0.0482880438612303","0.0660764815115392"
"In Ausbildung","1996","indirekter Migrationshintergrund","202","0.389099839486493","0.348242500931399","0.429957178041588"
"In Rente oder Pension","1996","kein Migrationshintergrund","1962","0.273049781816258","0.264291313739804","0.281808249892713"
"In Rente oder Pension","1996","direkter Migrationshintergrund","412","0.220960065737541","0.205067280108826","0.236852851366256"
"In Rente oder Pension","1996","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1996","kein Migrationshintergrund","689","0.0586022689131908","0.0539848562681929","0.0632196815581886"
"Arbeitslose","1996","direkter Migrationshintergrund","265","0.105347608919704","0.0935877320421485","0.117107485797259"
"Arbeitslose","1996","indirekter Migrationshintergrund","43","0.0726895071755616","0.0509323135325366","0.0944467008185865"
"Sonstige Nichterwerbspersonen","1996","kein Migrationshintergrund","906","0.090969209774395","0.085316048090588","0.0966223714582021"
"Sonstige Nichterwerbspersonen","1996","direkter Migrationshintergrund","421","0.138452071910046","0.125222288911859","0.151681854908232"
"Sonstige Nichterwerbspersonen","1996","indirekter Migrationshintergrund","60","0.109724321536816","0.0835323533588514","0.135916289714781"
"Beamte","1996","kein Migrationshintergrund","402","0.0431604585941785","0.039165452177342","0.0471554650110149"
"Beamte","1996","direkter Migrationshintergrund","","","",""
"Beamte","1996","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1997","kein Migrationshintergrund","1307","0.118532150772221","0.112142921441739","0.124921380102704"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1997","direkter Migrationshintergrund","741","0.237137520591959","0.220434904762659","0.253840136421259"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1997","indirekter Migrationshintergrund","122","0.191165239562587","0.158940869009622","0.223389610115552"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1997","kein Migrationshintergrund","3058","0.274533390418","0.265712072849428","0.283354707986573"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1997","direkter Migrationshintergrund","456","0.198023740036291","0.18237423476011","0.213673245312472"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1997","indirekter Migrationshintergrund","113","0.182047440058073","0.15042419578643","0.213670684329716"
"Selbstständige/ManagerInnen","1997","kein Migrationshintergrund","629","0.0620649576570129","0.0572958539255897","0.0668340613884361"
"Selbstständige/ManagerInnen","1997","direkter Migrationshintergrund","74","0.0324417282706699","0.025484251203977","0.0393992053373629"
"Selbstständige/ManagerInnen","1997","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1997","kein Migrationshintergrund","814","0.0653044288632916","0.0604209021655243","0.0701879555610589"
"In Ausbildung","1997","direkter Migrationshintergrund","116","0.0550285727060233","0.046073591265948","0.0639835541460985"
"In Ausbildung","1997","indirekter Migrationshintergrund","214","0.389527099843303","0.349564649449281","0.429489550237326"
"In Rente oder Pension","1997","kein Migrationshintergrund","2004","0.279766992876096","0.27089416812582","0.288639817626371"
"In Rente oder Pension","1997","direkter Migrationshintergrund","414","0.22776071924103","0.211291364489543","0.244230073992516"
"In Rente oder Pension","1997","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1997","kein Migrationshintergrund","723","0.0660941577766828","0.061183267412372","0.0710050481409936"
"Arbeitslose","1997","direkter Migrationshintergrund","278","0.100129045181228","0.0883412825534573","0.111916807808998"
"Arbeitslose","1997","indirekter Migrationshintergrund","43","0.0540345985113094","0.0355068064777859","0.0725623905448329"
"Sonstige Nichterwerbspersonen","1997","kein Migrationshintergrund","881","0.0896625504592678","0.0840153408903645","0.095309760028171"
"Sonstige Nichterwerbspersonen","1997","direkter Migrationshintergrund","402","0.140339380292429","0.126699375567839","0.15397938501702"
"Sonstige Nichterwerbspersonen","1997","indirekter Migrationshintergrund","53","0.099520400591843","0.0749878290801823","0.124052972103504"
"Beamte","1997","kein Migrationshintergrund","416","0.0440413711774278","0.0399855656683727","0.0480971766864829"
"Beamte","1997","direkter Migrationshintergrund","","","",""
"Beamte","1997","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1998","kein Migrationshintergrund","1541","0.122102004725499","0.116062198345664","0.128141811105334"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1998","direkter Migrationshintergrund","716","0.247006819717501","0.229831255399421","0.264182384035581"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1998","indirekter Migrationshintergrund","115","0.151389416115062","0.122828483625029","0.179950348605095"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1998","kein Migrationshintergrund","3412","0.272007584346556","0.263798522552948","0.280216646140164"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1998","direkter Migrationshintergrund","418","0.190202776779033","0.174572826743492","0.205832726814573"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1998","indirekter Migrationshintergrund","121","0.211169751808766","0.178647692594862","0.243691811022669"
"Selbstständige/ManagerInnen","1998","kein Migrationshintergrund","723","0.063258532151408","0.0587678841028941","0.067749180199922"
"Selbstständige/ManagerInnen","1998","direkter Migrationshintergrund","82","0.0367014567349727","0.0292131586389982","0.0441897548309472"
"Selbstständige/ManagerInnen","1998","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1998","kein Migrationshintergrund","921","0.0673666967033383","0.062742698287259","0.0719906951194176"
"In Ausbildung","1998","direkter Migrationshintergrund","120","0.0582061042668161","0.0488816542840831","0.0675305542495491"
"In Ausbildung","1998","indirekter Migrationshintergrund","234","0.390467072603298","0.351592896504766","0.42934124870183"
"In Rente oder Pension","1998","kein Migrationshintergrund","2399","0.281820475893675","0.273521158533052","0.290119793254297"
"In Rente oder Pension","1998","direkter Migrationshintergrund","429","0.220973802495507","0.20445009694059","0.237497508050424"
"In Rente oder Pension","1998","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1998","kein Migrationshintergrund","800","0.062016227367136","0.0575669454475053","0.0664655092867667"
"Arbeitslose","1998","direkter Migrationshintergrund","249","0.0912945350434389","0.0798237013811336","0.102765368705744"
"Arbeitslose","1998","indirekter Migrationshintergrund","51","0.0726804794512375","0.0519936470244493","0.0933673118780257"
"Sonstige Nichterwerbspersonen","1998","kein Migrationshintergrund","1030","0.0897174184486774","0.0844455314684809","0.0949893054288739"
"Sonstige Nichterwerbspersonen","1998","direkter Migrationshintergrund","393","0.141316923893988","0.127443790536272","0.155190057251703"
"Sonstige Nichterwerbspersonen","1998","indirekter Migrationshintergrund","52","0.0983289859090002","0.0746024006891714","0.122055571128829"
"Beamte","1998","kein Migrationshintergrund","462","0.0417110603637107","0.0380228690242661","0.0453992517031553"
"Beamte","1998","direkter Migrationshintergrund","","","",""
"Beamte","1998","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1999","kein Migrationshintergrund","1521","0.129202129668017","0.122913566998355","0.135490692337678"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1999","direkter Migrationshintergrund","649","0.253550363996742","0.235469754183467","0.271630973810017"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1999","indirekter Migrationshintergrund","132","0.171855615641909","0.141942449680463","0.201768781603355"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1999","kein Migrationshintergrund","3441","0.277869334730744","0.269471137253374","0.286267532208113"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1999","direkter Migrationshintergrund","411","0.204970235977828","0.1881931011745","0.221747370781155"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1999","indirekter Migrationshintergrund","138","0.229897135136063","0.196533863218204","0.263260407053923"
"Selbstständige/ManagerInnen","1999","kein Migrationshintergrund","738","0.06796860132378","0.0632498475512415","0.0726873550963186"
"Selbstständige/ManagerInnen","1999","direkter Migrationshintergrund","80","0.0405407978018901","0.0323440777744178","0.0487375178293625"
"Selbstständige/ManagerInnen","1999","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1999","kein Migrationshintergrund","891","0.0674224382074431","0.0627213046882936","0.0721235717265925"
"In Ausbildung","1999","direkter Migrationshintergrund","90","0.0414875346030528","0.0331997511329735","0.0497753180731322"
"In Ausbildung","1999","indirekter Migrationshintergrund","218","0.375941317286559","0.337535215344394","0.414347419228725"
"In Rente oder Pension","1999","kein Migrationshintergrund","2345","0.283437839057189","0.27498867529674","0.291887002817638"
"In Rente oder Pension","1999","direkter Migrationshintergrund","418","0.233568960590404","0.215984671867234","0.251153249313574"
"In Rente oder Pension","1999","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1999","kein Migrationshintergrund","655","0.0521798735308275","0.0480104851444553","0.0563492619171997"
"Arbeitslose","1999","direkter Migrationshintergrund","201","0.0792313511557492","0.0680058822184267","0.0904568200930717"
"Arbeitslose","1999","indirekter Migrationshintergrund","35","0.0523412197215481","0.034681841803121","0.0700005976399751"
"Sonstige Nichterwerbspersonen","1999","kein Migrationshintergrund","898","0.0816855601947902","0.0765507282947979","0.0868203920947824"
"Sonstige Nichterwerbspersonen","1999","direkter Migrationshintergrund","363","0.136508774205973","0.122239892173082","0.150777656238863"
"Sonstige Nichterwerbspersonen","1999","indirekter Migrationshintergrund","63","0.0993614938503154","0.075641651539107","0.123081336161524"
"Beamte","1999","kein Migrationshintergrund","440","0.0402342232872098","0.0365500646796328","0.0439183818947868"
"Beamte","1999","direkter Migrationshintergrund","","","",""
"Beamte","1999","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2000","kein Migrationshintergrund","2706","0.132462496743615","0.127764381230374","0.137160612256856"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2000","direkter Migrationshintergrund","968","0.277136538991222","0.261950482238405","0.292322595744039"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2000","indirekter Migrationshintergrund","169","0.17406945000701","0.148133058320335","0.200005841693685"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2000","kein Migrationshintergrund","5962","0.28286055966555","0.276618598026343","0.289102521304757"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2000","direkter Migrationshintergrund","614","0.197151010543221","0.183652482162763","0.21064953892368"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2000","indirekter Migrationshintergrund","191","0.250378791337097","0.220744386163625","0.28001319651057"
"Selbstständige/ManagerInnen","2000","kein Migrationshintergrund","1403","0.071986075606018","0.0684040013159551","0.0755681498960809"
"Selbstständige/ManagerInnen","2000","direkter Migrationshintergrund","133","0.0426412617051431","0.0357860264430258","0.0494964969672605"
"Selbstständige/ManagerInnen","2000","indirekter Migrationshintergrund","","","",""
"In Ausbildung","2000","kein Migrationshintergrund","1448","0.0612162622323578","0.0578938824409437","0.0645386420237719"
"In Ausbildung","2000","direkter Migrationshintergrund","206","0.0613940687342679","0.0532493734106387","0.0695387640578972"
"In Ausbildung","2000","indirekter Migrationshintergrund","259","0.302014597257583","0.270608523259246","0.33342067125592"
"In Rente oder Pension","2000","kein Migrationshintergrund","4728","0.283318066304905","0.277073051732872","0.289563080876937"
"In Rente oder Pension","2000","direkter Migrationshintergrund","562","0.192933946233352","0.179545540912278","0.206322351554425"
"In Rente oder Pension","2000","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2000","kein Migrationshintergrund","1107","0.0464228566624244","0.0435069276946121","0.0493387856302366"
"Arbeitslose","2000","direkter Migrationshintergrund","266","0.0651303866620529","0.0567582301642085","0.0735025431598973"
"Arbeitslose","2000","indirekter Migrationshintergrund","40","0.0444031241747103","0.0303128112902782","0.0584934370591425"
"Sonstige Nichterwerbspersonen","2000","kein Migrationshintergrund","1832","0.0851459742700631","0.0812779333973079","0.0890140151428183"
"Sonstige Nichterwerbspersonen","2000","direkter Migrationshintergrund","564","0.154425434480438","0.142165014160528","0.166685854800347"
"Sonstige Nichterwerbspersonen","2000","indirekter Migrationshintergrund","108","0.138631115508147","0.114993619900239","0.162268611116055"
"Beamte","2000","kein Migrationshintergrund","814","0.0365877085150669","0.0339857115247973","0.0391897055053365"
"Beamte","2000","direkter Migrationshintergrund","","","",""
"Beamte","2000","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2001","kein Migrationshintergrund","2444","0.130061076292071","0.12517286697186","0.134949285612283"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2001","direkter Migrationshintergrund","847","0.268180125172795","0.252122740873497","0.284237509472093"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2001","indirekter Migrationshintergrund","125","0.162713998483358","0.136420430367887","0.18900756659883"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2001","kein Migrationshintergrund","5476","0.284543103718807","0.277986219563576","0.291099987874038"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2001","direkter Migrationshintergrund","555","0.189645978511411","0.175436811410004","0.203855145612818"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2001","indirekter Migrationshintergrund","195","0.268652003935276","0.237075995358839","0.300228012511713"
"Selbstständige/ManagerInnen","2001","kein Migrationshintergrund","1217","0.0695704525272359","0.0658731422114722","0.0732677628429995"
"Selbstständige/ManagerInnen","2001","direkter Migrationshintergrund","116","0.041536617097398","0.0343045452623686","0.0487686889324274"
"Selbstständige/ManagerInnen","2001","indirekter Migrationshintergrund","","","",""
"In Ausbildung","2001","kein Migrationshintergrund","1335","0.0603256321143246","0.0568656697691824","0.0637855944594668"
"In Ausbildung","2001","direkter Migrationshintergrund","169","0.0698511187494017","0.0606121749770367","0.0790900625217667"
"In Ausbildung","2001","indirekter Migrationshintergrund","239","0.302340016671227","0.269623287853181","0.335056745489273"
"In Rente oder Pension","2001","kein Migrationshintergrund","4430","0.289462378159879","0.282871832951519","0.296052923368239"
"In Rente oder Pension","2001","direkter Migrationshintergrund","528","0.197720365187592","0.183284327974362","0.212156402400821"
"In Rente oder Pension","2001","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2001","kein Migrationshintergrund","1027","0.050321695481253","0.0471448387292326","0.0534985522332734"
"Arbeitslose","2001","direkter Migrationshintergrund","238","0.083724026391763","0.0736848609984397","0.0937631917850863"
"Arbeitslose","2001","indirekter Migrationshintergrund","51","0.0530580716635024","0.0370905484754112","0.0690255948515936"
"Sonstige Nichterwerbspersonen","2001","kein Migrationshintergrund","1509","0.077389838870715","0.0735067008304313","0.0812729769109988"
"Sonstige Nichterwerbspersonen","2001","direkter Migrationshintergrund","452","0.143113194576911","0.130420291239336","0.155806097914486"
"Sonstige Nichterwerbspersonen","2001","indirekter Migrationshintergrund","89","0.111646025222961","0.08921160712868","0.134080443317242"
"Beamte","2001","kein Migrationshintergrund","752","0.0383258228357139","0.0355359046832183","0.0411157409882095"
"Beamte","2001","direkter Migrationshintergrund","","","",""
"Beamte","2001","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2002","kein Migrationshintergrund","2457","0.136329695382575","0.131508226396401","0.141151164368748"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2002","direkter Migrationshintergrund","795","0.291883395810121","0.275053027258355","0.308713764361886"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2002","indirekter Migrationshintergrund","141","0.165232973719654","0.139000833152746","0.191465114286561"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2002","kein Migrationshintergrund","5698","0.27209211574162","0.265838857817581","0.278345373665659"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2002","direkter Migrationshintergrund","498","0.158809535681412","0.145278781609916","0.172340289752909"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2002","indirekter Migrationshintergrund","201","0.26654376501638","0.235313613244323","0.297773916788438"
"Selbstständige/ManagerInnen","2002","kein Migrationshintergrund","1572","0.0651294883686165","0.0616623217280215","0.0685966550092115"
"Selbstständige/ManagerInnen","2002","direkter Migrationshintergrund","139","0.0425938827450624","0.0351180727184985","0.0500696927716263"
"Selbstständige/ManagerInnen","2002","indirekter Migrationshintergrund","31","0.0328397508798027","0.0202518917347326","0.0454276100248727"
"In Ausbildung","2002","kein Migrationshintergrund","1529","0.0633165151469996","0.0598946327077198","0.0667383975862794"
"In Ausbildung","2002","direkter Migrationshintergrund","167","0.0788788265227232","0.06890009942944","0.0888575536160064"
"In Ausbildung","2002","indirekter Migrationshintergrund","229","0.312460135335455","0.279722373956554","0.345197896714357"
"In Rente oder Pension","2002","kein Migrationshintergrund","4565","0.294479332573422","0.288074726367279","0.300883938779564"
"In Rente oder Pension","2002","direkter Migrationshintergrund","547","0.207263531631077","0.192257619194296","0.222269444067858"
"In Rente oder Pension","2002","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2002","kein Migrationshintergrund","1046","0.0562010874381401","0.052964985099543","0.0594371897767372"
"Arbeitslose","2002","direkter Migrationshintergrund","219","0.0830593798140131","0.0728428950827736","0.0932758645452527"
"Arbeitslose","2002","indirekter Migrationshintergrund","48","0.0690312527860533","0.0511254763853938","0.0869370291867129"
"Sonstige Nichterwerbspersonen","2002","kein Migrationshintergrund","1543","0.0772645376903459","0.0735127447440076","0.0810163306366841"
"Sonstige Nichterwerbspersonen","2002","direkter Migrationshintergrund","414","0.131916616796283","0.119389041665488","0.144444191927078"
"Sonstige Nichterwerbspersonen","2002","indirekter Migrationshintergrund","93","0.104631943138693","0.0830129396289771","0.126250946648409"
"Beamte","2002","kein Migrationshintergrund","1047","0.0351872276582814","0.0325982744630628","0.0377761808535001"
"Beamte","2002","direkter Migrationshintergrund","","","",""
"Beamte","2002","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","kein Migrationshintergrund","2316","0.131216622729567","0.126386925972585","0.136046319486549"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","direkter Migrationshintergrund","728","0.280758454988963","0.263620156795012","0.297896753182913"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2003","indirekter Migrationshintergrund","151","0.170341882021792","0.143857617629142","0.196826146414443"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","kein Migrationshintergrund","5455","0.272650204178906","0.266280133390754","0.279020274967058"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","direkter Migrationshintergrund","475","0.156590844976065","0.142730749254001","0.17045094069813"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2003","indirekter Migrationshintergrund","202","0.273980601269189","0.242560207000543","0.305400995537836"
"Selbstständige/ManagerInnen","2003","kein Migrationshintergrund","1455","0.0644054086002844","0.0608940538725798","0.0679167633279889"
"Selbstständige/ManagerInnen","2003","direkter Migrationshintergrund","112","0.0388208312994484","0.0314536987985491","0.0461879638003476"
"Selbstständige/ManagerInnen","2003","indirekter Migrationshintergrund","31","0.025702205186198","0.014553904759973","0.036850505612423"
"In Ausbildung","2003","kein Migrationshintergrund","1493","0.06183098007485","0.0583857891597045","0.0652761709899956"
"In Ausbildung","2003","direkter Migrationshintergrund","159","0.0762923258217494","0.0661678722367028","0.086416779406796"
"In Ausbildung","2003","indirekter Migrationshintergrund","212","0.276087232522784","0.244592067334179","0.307582397711389"
"In Rente oder Pension","2003","kein Migrationshintergrund","4557","0.299957406845538","0.293402572631517","0.306512241059559"
"In Rente oder Pension","2003","direkter Migrationshintergrund","536","0.208990439104425","0.19348378976477","0.224497088444081"
"In Rente oder Pension","2003","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2003","kein Migrationshintergrund","1130","0.0626160506537991","0.0591505077743671","0.0660815935332312"
"Arbeitslose","2003","direkter Migrationshintergrund","223","0.0920318807192878","0.0810071411578325","0.103056620280743"
"Arbeitslose","2003","indirekter Migrationshintergrund","57","0.0807892711488079","0.0615910054417055","0.0999875368559102"
"Sonstige Nichterwerbspersonen","2003","kein Migrationshintergrund","1404","0.0717033872100585","0.0680129068106097","0.0753938676095072"
"Sonstige Nichterwerbspersonen","2003","direkter Migrationshintergrund","384","0.14107857944998","0.127802460152308","0.154354698747653"
"Sonstige Nichterwerbspersonen","2003","indirekter Migrationshintergrund","93","0.113993107045553","0.091604067854243","0.136382146236864"
"Beamte","2003","kein Migrationshintergrund","964","0.035619939706997","0.032968752561419","0.0382711268525749"
"Beamte","2003","direkter Migrationshintergrund","","","",""
"Beamte","2003","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2004","kein Migrationshintergrund","2333","0.134604225387317","0.129657547967194","0.139550902807441"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2004","direkter Migrationshintergrund","685","0.268305211488168","0.251077591096496","0.28553283187984"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2004","indirekter Migrationshintergrund","140","0.133670457799231","0.110118870268397","0.157222045330066"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2004","kein Migrationshintergrund","5177","0.262520361748273","0.256143112774467","0.268897610722079"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2004","direkter Migrationshintergrund","444","0.156880101805389","0.142739289452318","0.17102091415846"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2004","indirekter Migrationshintergrund","195","0.263178502173152","0.232701850134647","0.293655154211656"
"Selbstständige/ManagerInnen","2004","kein Migrationshintergrund","1469","0.068179309839947","0.0645261444578401","0.071832475222054"
"Selbstständige/ManagerInnen","2004","direkter Migrationshintergrund","125","0.049546104600235","0.0411085607367896","0.0579836484636804"
"Selbstständige/ManagerInnen","2004","indirekter Migrationshintergrund","38","0.0363413008149703","0.023389720462688","0.0492928811672526"
"In Ausbildung","2004","kein Migrationshintergrund","1500","0.0647122992440236","0.0611466149705129","0.0682779835175344"
"In Ausbildung","2004","direkter Migrationshintergrund","146","0.0713637140134439","0.0613543310628282","0.0813730969640597"
"In Ausbildung","2004","indirekter Migrationshintergrund","251","0.342832602774568","0.309982255158021","0.375682950391114"
"In Rente oder Pension","2004","kein Migrationshintergrund","4520","0.30359643833518","0.296932120726823","0.310260755943538"
"In Rente oder Pension","2004","direkter Migrationshintergrund","514","0.212419936977131","0.196516508750679","0.228323365203584"
"In Rente oder Pension","2004","indirekter Migrationshintergrund","","","",""
"Arbeitslose","2004","kein Migrationshintergrund","1087","0.0647497306114489","0.0611830866151549","0.0683163746077429"
"Arbeitslose","2004","direkter Migrationshintergrund","241","0.103793161920779","0.0919345390908117","0.115651784750746"
"Arbeitslose","2004","indirekter Migrationshintergrund","68","0.0947645583239109","0.0744940493853249","0.115035067262497"
"Sonstige Nichterwerbspersonen","2004","kein Migrationshintergrund","1279","0.0670878541973302","0.0634619261409054","0.070713782253755"
"Sonstige Nichterwerbspersonen","2004","direkter Migrationshintergrund","367","0.130749790232051","0.117641722978053","0.143857857486049"
"Sonstige Nichterwerbspersonen","2004","indirekter Migrationshintergrund","82","0.078683158707531","0.0600491495340342","0.0973171678810278"
"Beamte","2004","kein Migrationshintergrund","922","0.0345497806364795","0.0319027165949176","0.0371968446780415"
