"beruf","year","sex","n","percent","lower_confidence","upper_confidence"
"Beamte","2001","männlich","520","0.0469615592375371","0.0429169814150041","0.0510061370600701"
"Beamte","2001","weiblich","260","0.0218762998729669","0.0191875420705256","0.0245650576754083"
"In Ausbildung","2001","männlich","868","0.0725144855022179","0.0675564151400578","0.077472555864378"
"In Ausbildung","2001","weiblich","940","0.0691320267546332","0.064469175650516","0.0737948778587504"
"In Rente oder Pension","2001","männlich","2264","0.239396934499993","0.231238908949155","0.247554960050831"
"In Rente oder Pension","2001","weiblich","2661","0.297009126810148","0.288610126457207","0.305408127163089"
"Selbstständige/ManagerInnen","2001","männlich","925","0.0923360353555847","0.0868013250845822","0.0978707456265871"
"Selbstständige/ManagerInnen","2001","weiblich","437","0.0381565575349045","0.0346352444064615","0.0416778706633476"
"Sonstige Nichterwerbspersonen","2001","männlich","209","0.0198437536275103","0.0171774702683457","0.022510036986675"
"Sonstige Nichterwerbspersonen","2001","weiblich","1834","0.148431448818667","0.141896523495101","0.154966374142232"
"Angestellte, einfache Tätigkeiten","2002","männlich","1336","0.134567797714718","0.128220975188755","0.14091462024068"
"Angestellte, einfache Tätigkeiten","2002","weiblich","2049","0.175593369664213","0.168752523298536","0.18243421602989"
"Angestellte, qualifizierte Tätigkeiten","2002","männlich","3640","0.318966661381186","0.310298517948813","0.32763480481356"
"Angestellte, qualifizierte Tätigkeiten","2002","weiblich","2743","0.201274113730579","0.194065066283145","0.208483161178012"
"Arbeitslose","2002","männlich","676","0.0669690108908909","0.0623200677673119","0.07161795401447"
"Arbeitslose","2002","weiblich","634","0.0538714642391704","0.0498122730888656","0.0579306553894751"
"Beamte","2002","männlich","647","0.0431899395992103","0.0394092291176062","0.0469706500808144"
"Beamte","2002","weiblich","433","0.0206645151928646","0.018106733949553","0.0232222964361763"
"In Ausbildung","2002","männlich","961","0.0762522334903778","0.0713162665569909","0.0811882004237647"
"In Ausbildung","2002","weiblich","1004","0.0712535146590901","0.0666282479607777","0.0758787813574026"
"In Rente oder Pension","2002","männlich","2390","0.249390669752119","0.241343997055873","0.257437342448366"
"In Rente oder Pension","2002","weiblich","2687","0.298518109898252","0.290290406719148","0.306745813077357"
"Selbstständige/ManagerInnen","2002","männlich","1223","0.0896100943456395","0.0842980530745122","0.0949221356167668"
"Selbstständige/ManagerInnen","2002","weiblich","521","0.0346028785265009","0.0313166772779808","0.037889079775021"
"Sonstige Nichterwerbspersonen","2002","männlich","233","0.021053592825858","0.0183835893631396","0.0237235962885765"
"Sonstige Nichterwerbspersonen","2002","weiblich","1812","0.14422203408933","0.137905462816225","0.150538605362436"
"Angestellte, einfache Tätigkeiten","2003","männlich","1201","0.12657125900995","0.120261565954412","0.132880952065489"
"Angestellte, einfache Tätigkeiten","2003","weiblich","1989","0.173671169426938","0.166738400915067","0.18060393793881"
"Angestellte, qualifizierte Tätigkeiten","2003","männlich","3495","0.318586833302306","0.309744922782099","0.327428743822513"
"Angestellte, qualifizierte Tätigkeiten","2003","weiblich","2628","0.203623240492861","0.196253718094114","0.210992762891607"
"Arbeitslose","2003","männlich","735","0.0766954485586115","0.0716455317047449","0.0817453654124781"
"Arbeitslose","2003","weiblich","669","0.0575973016168127","0.0533336107291817","0.0618609925044437"
"Beamte","2003","männlich","592","0.0434762317254952","0.0396063225370637","0.0473461409139268"
"Beamte","2003","weiblich","406","0.021037999468768","0.018411656015323","0.0236643429222131"
"In Ausbildung","2003","männlich","940","0.0769276095744214","0.0718706912088299","0.0819845279400128"
"In Ausbildung","2003","weiblich","957","0.0669862250447424","0.0624110979611496","0.0715613521283352"
"In Rente oder Pension","2003","männlich","2396","0.253793139990297","0.245534728823126","0.262051551157467"
"In Rente oder Pension","2003","weiblich","2667","0.302117944152041","0.2937147256107","0.310521162693382"
"Selbstständige/ManagerInnen","2003","männlich","1111","0.0865406274021222","0.0812050480735511","0.0918762067306934"
"Selbstständige/ManagerInnen","2003","weiblich","483","0.0339600579836779","0.0306453281645065","0.0372747878028493"
"Sonstige Nichterwerbspersonen","2003","männlich","197","0.0174088504367967","0.0149268696539584","0.0198908312196351"
"Sonstige Nichterwerbspersonen","2003","weiblich","1671","0.141006061814159","0.13463692873585","0.147375194892469"
"Angestellte, einfache Tätigkeiten","2004","männlich","1194","0.125981829537391","0.119595490653786","0.132368168420995"
"Angestellte, einfache Tätigkeiten","2004","weiblich","1962","0.17923104946671","0.172132250156407","0.186329848777013"
"Angestellte, qualifizierte Tätigkeiten","2004","männlich","3277","0.305499729700682","0.296634716255727","0.314364743145637"
"Angestellte, qualifizierte Tätigkeiten","2004","weiblich","2525","0.197105575705221","0.189742716582359","0.204468434828084"
"Arbeitslose","2004","männlich","725","0.0801949084877523","0.0749678293351103","0.0854219876403943"
"Arbeitslose","2004","weiblich","665","0.0601871652639209","0.0557852624937179","0.0645890680341239"
"Beamte","2004","männlich","567","0.042871120823433","0.0389725502270087","0.0467696914198573"
"Beamte","2004","weiblich","384","0.0196659201743923","0.0170960451635389","0.0222357951852457"
"In Ausbildung","2004","männlich","956","0.0818252775750918","0.0765500137578426","0.0871005413923411"
"In Ausbildung","2004","weiblich","985","0.0724822240768761","0.0676832910234021","0.0772811571303501"
"In Rente oder Pension","2004","männlich","2349","0.253876193497512","0.245499855151134","0.262252531843889"
"In Rente oder Pension","2004","weiblich","2646","0.304744222079095","0.296224844657071","0.313263599501118"
"Selbstständige/ManagerInnen","2004","männlich","1138","0.0927482893185918","0.0871654564616076","0.098331122175576"
"Selbstständige/ManagerInnen","2004","weiblich","490","0.0354283423339646","0.0320068901121211","0.0388497945558081"
"Sonstige Nichterwerbspersonen","2004","männlich","165","0.0170026510595466","0.0145145256398532","0.01949077647924"
"Sonstige Nichterwerbspersonen","2004","weiblich","1557","0.13115550089982","0.124907629264182","0.137403372535458"
"Angestellte, einfache Tätigkeiten","2005","männlich","1081","0.128601030528844","0.122003510906019","0.13519855015167"
"Angestellte, einfache Tätigkeiten","2005","weiblich","1861","0.181667533680648","0.174391389393952","0.188943677967345"
"Angestellte, qualifizierte Tätigkeiten","2005","männlich","3182","0.31180813590351","0.302678605617328","0.320937666189693"
"Angestellte, qualifizierte Tätigkeiten","2005","weiblich","2424","0.201072172916991","0.193508591061556","0.208635754772425"
"Arbeitslose","2005","männlich","705","0.0816325260559262","0.0762363040343367","0.0870287480775157"
"Arbeitslose","2005","weiblich","623","0.0600818806814053","0.0555973755860429","0.0645663857767678"
"Beamte","2005","männlich","541","0.0442026558599701","0.0401517044216678","0.0482536072982724"
"Beamte","2005","weiblich","375","0.0218632929516329","0.0191036346129657","0.0246229512903001"
"In Ausbildung","2005","männlich","899","0.0845688128738902","0.0790851857699443","0.0900524399778362"
"In Ausbildung","2005","weiblich","936","0.0753540014471595","0.0703727477793299","0.0803352551149892"
"In Rente oder Pension","2005","männlich","2318","0.246526726982858","0.238032656194556","0.255020797771159"
"In Rente oder Pension","2005","weiblich","2628","0.294361663565795","0.285761049507354","0.302962277624236"
"Selbstständige/ManagerInnen","2005","männlich","1008","0.0866328834721331","0.0810890009857321","0.0921767659585341"
"Selbstständige/ManagerInnen","2005","weiblich","495","0.0357296437214366","0.0322268746818379","0.0392324127610354"
"Sonstige Nichterwerbspersonen","2005","männlich","156","0.0160272283228679","0.0135522540000204","0.0185022026457154"
"Sonstige Nichterwerbspersonen","2005","weiblich","1445","0.129869811034931","0.123526091494854","0.136213530575009"
"Angestellte, einfache Tätigkeiten","2006","männlich","1108","0.122003443780817","0.115774932467183","0.128231955094451"
"Angestellte, einfache Tätigkeiten","2006","weiblich","1892","0.171144275365362","0.164295655455061","0.177992895275662"
"Angestellte, qualifizierte Tätigkeiten","2006","männlich","3320","0.314787576960268","0.305949185905208","0.323625968015327"
"Angestellte, qualifizierte Tätigkeiten","2006","weiblich","2662","0.202800670201175","0.195489269932713","0.210112070469637"
"Arbeitslose","2006","männlich","729","0.0780360071420101","0.0729314707248199","0.0831405435592003"
"Arbeitslose","2006","weiblich","702","0.0653832030767239","0.0608881762066977","0.0698782299467501"
"Beamte","2006","männlich","560","0.0440782142584463","0.0401718298119146","0.0479845987049779"
"Beamte","2006","weiblich","384","0.0216211597887706","0.0189764658256811","0.02426585375186"
"In Ausbildung","2006","männlich","751","0.0690044964173764","0.0641809740834104","0.0738280187513424"
"In Ausbildung","2006","weiblich","805","0.06307565685726","0.0586552162749087","0.0674960974396113"
"In Rente oder Pension","2006","männlich","2667","0.24753690458622","0.239323666981639","0.2557501421908"
"In Rente oder Pension","2006","weiblich","2961","0.298645115005441","0.290323089821369","0.306967140189513"
"Selbstständige/ManagerInnen","2006","männlich","1131","0.0914643284657325","0.0859784185290612","0.0969502384024038"
"Selbstständige/ManagerInnen","2006","weiblich","566","0.0405483088479863","0.0369617304022368","0.0441348872937358"
"Sonstige Nichterwerbspersonen","2006","männlich","341","0.0330890283891301","0.029685047931085","0.0364930088471751"
"Sonstige Nichterwerbspersonen","2006","weiblich","1646","0.136781610857281","0.13053338666934","0.143029835045223"
"Angestellte, einfache Tätigkeiten","2007","männlich","1142","0.132528679717592","0.125862772811887","0.139194586623296"
"Angestellte, einfache Tätigkeiten","2007","weiblich","1889","0.18206115587956","0.17480874240511","0.189313569354009"
"Angestellte, qualifizierte Tätigkeiten","2007","männlich","3134","0.322358467281606","0.313169931839257","0.331547002723955"
"Angestellte, qualifizierte Tätigkeiten","2007","weiblich","2478","0.205147250778483","0.197558161139558","0.212736340417409"
"Arbeitslose","2007","männlich","548","0.0643371300353307","0.059513574473171","0.0691606855974905"
"Arbeitslose","2007","weiblich","616","0.0623733454583904","0.0578284072482302","0.0669182836685507"
"Beamte","2007","männlich","524","0.0443586395243509","0.0403108928594938","0.0484063861892081"
"Beamte","2007","weiblich","380","0.0253771904340089","0.0224215367474362","0.0283328441205817"
"In Ausbildung","2007","männlich","707","0.0664915054807463","0.0615935033927112","0.0713895075687815"
"In Ausbildung","2007","weiblich","751","0.06213791397464","0.057600991941026","0.0666748360082539"
"In Rente oder Pension","2007","männlich","2532","0.250816132088474","0.242293991637576","0.259338272539373"
"In Rente oder Pension","2007","weiblich","2838","0.301005066511216","0.292384468213214","0.309625664809218"
"Selbstständige/ManagerInnen","2007","männlich","1019","0.0859905082133732","0.0804789124648209","0.0915021039619255"
"Selbstständige/ManagerInnen","2007","weiblich","515","0.0376407884382678","0.0340638501187203","0.0412177267578152"
"Sonstige Nichterwerbspersonen","2007","männlich","333","0.0331189376585271","0.0296008920000467","0.0366369833170075"
"Sonstige Nichterwerbspersonen","2007","weiblich","1409","0.124257288525434","0.118057702458716","0.130456874592153"
"Angestellte, einfache Tätigkeiten","2008","männlich","1081","0.139435734641133","0.132403464659917","0.14646800462235"
"Angestellte, einfache Tätigkeiten","2008","weiblich","1758","0.186724690334123","0.179165114498531","0.194284266169715"
"Angestellte, qualifizierte Tätigkeiten","2008","männlich","2997","0.32762287519997","0.318094685160212","0.337151065239728"
"Angestellte, qualifizierte Tätigkeiten","2008","weiblich","2462","0.220248576359507","0.212209384314745","0.228287768404268"
"Arbeitslose","2008","männlich","463","0.0572804829796635","0.0525629882700341","0.061997977689293"
"Arbeitslose","2008","weiblich","499","0.0523938053773869","0.0480713384687507","0.056716272286023"
"Beamte","2008","männlich","467","0.043593484700173","0.0394482522129835","0.0477387171873624"
"Beamte","2008","weiblich","350","0.0233731817838973","0.0204422817788425","0.0263040817889521"
"In Ausbildung","2008","männlich","675","0.0693034315374117","0.0641476054110361","0.0744592576637872"
"In Ausbildung","2008","weiblich","720","0.0643228985739148","0.0595638124485273","0.0690819846993024"
"In Rente oder Pension","2008","männlich","2449","0.249336827376682","0.240554035195411","0.258119619557952"
"In Rente oder Pension","2008","weiblich","2706","0.297514290398812","0.288645785244666","0.306382795552957"
"Selbstständige/ManagerInnen","2008","männlich","923","0.0827432846474996","0.0771504926780772","0.088336076616922"
"Selbstständige/ManagerInnen","2008","weiblich","495","0.0394910965096979","0.0357129564463972","0.0432692365729987"
"Sonstige Nichterwerbspersonen","2008","männlich","266","0.030683878917467","0.0271827775503508","0.0341849802845831"
"Sonstige Nichterwerbspersonen","2008","weiblich","1218","0.115931460662662","0.109721034793747","0.122141886531576"
"Angestellte, einfache Tätigkeiten","2009","männlich","964","0.131679801633491","0.124577674955605","0.138781928311377"
"Angestellte, einfache Tätigkeiten","2009","weiblich","1670","0.185997112341411","0.178172688602991","0.193821536079832"
"Angestellte, qualifizierte Tätigkeiten","2009","männlich","2771","0.327648072261156","0.317790022260632","0.33750612226168"
"Angestellte, qualifizierte Tätigkeiten","2009","weiblich","2304","0.224491994961359","0.216101649154193","0.232882340768526"
"Arbeitslose","2009","männlich","451","0.0599479087085152","0.0549619134700085","0.0649339039470219"
"Arbeitslose","2009","weiblich","453","0.0530806794514797","0.0485723980749406","0.0575889608280189"
"Beamte","2009","männlich","429","0.0418335113099022","0.0376284577768912","0.0460385648429132"
"Beamte","2009","weiblich","330","0.0271412313139878","0.0238736533363164","0.0304088092916592"
"In Ausbildung","2009","männlich","661","0.0763902688413245","0.0708113229405894","0.0819692147420595"
"In Ausbildung","2009","weiblich","610","0.0618539609084309","0.0570099482342458","0.066697973582616"
"In Rente oder Pension","2009","männlich","2296","0.244602940161435","0.235574611459708","0.253631268863162"
"In Rente oder Pension","2009","weiblich","2590","0.297189962465198","0.287999818078253","0.306380106852144"
"Selbstständige/ManagerInnen","2009","männlich","854","0.0835966292317705","0.0777832774654151","0.0894099809981258"
"Selbstständige/ManagerInnen","2009","weiblich","481","0.0433865826726998","0.0392899007586686","0.047483264586731"
"Sonstige Nichterwerbspersonen","2009","männlich","282","0.0343008678524057","0.0304782370448905","0.0381234986599209"
"Sonstige Nichterwerbspersonen","2009","weiblich","1062","0.106858475885433","0.100646197391527","0.113070754379338"
"Angestellte, einfache Tätigkeiten","2010","männlich","1466","0.128629115891329","0.122387756793794","0.134870474988864"
"Angestellte, einfache Tätigkeiten","2010","weiblich","2197","0.17879875181868","0.172258437851926","0.185339065785434"
"Angestellte, qualifizierte Tätigkeiten","2010","männlich","3855","0.330013374117897","0.321247265592135","0.33877948264366"
"Angestellte, qualifizierte Tätigkeiten","2010","weiblich","3144","0.234608428353796","0.227375649305683","0.24184120740191"
"Arbeitslose","2010","männlich","676","0.0642927089997272","0.0597201546585963","0.0688652633408582"
"Arbeitslose","2010","weiblich","1030","0.052501473438233","0.048694616354569","0.056308330521897"
"Beamte","2010","männlich","545","0.0444048778360806","0.0405646206728298","0.0482451349993313"
"Beamte","2010","weiblich","396","0.0261725983732202","0.0234476644784052","0.0288975322680351"
"In Ausbildung","2010","männlich","745","0.0751035282571757","0.0701900986622394","0.080016957852112"
"In Ausbildung","2010","weiblich","809","0.0682223372110049","0.0639189443042297","0.0725257301177802"
"In Rente oder Pension","2010","männlich","2220","0.2447170613008","0.236702219259302","0.252731903342297"
"In Rente oder Pension","2010","weiblich","2481","0.295995354521181","0.288203842136422","0.303786866905939"
"Selbstständige/ManagerInnen","2010","männlich","1152","0.0823063083385649","0.0771827292955357","0.087429887381594"
"Selbstständige/ManagerInnen","2010","weiblich","623","0.0424094137476621","0.0389697766540033","0.045849050841321"
"Sonstige Nichterwerbspersonen","2010","männlich","394","0.0305330252584256","0.0273255786622008","0.0337404718546505"
"Sonstige Nichterwerbspersonen","2010","weiblich","2506","0.101291642536223","0.0961418734917587","0.106441411580688"
"Angestellte, einfache Tätigkeiten","2011","männlich","1673","0.132374867573169","0.126564382908755","0.138185352237584"
"Angestellte, einfache Tätigkeiten","2011","weiblich","2800","0.177939072068226","0.171955384199073","0.18392275993738"
"Angestellte, qualifizierte Tätigkeiten","2011","männlich","4458","0.334467016950378","0.326377828217768","0.342556205682988"
"Angestellte, qualifizierte Tätigkeiten","2011","weiblich","3958","0.236189522927964","0.229544379074151","0.242834666781778"
"Arbeitslose","2011","männlich","685","0.0526484899415421","0.0488194308938449","0.0564775489892392"
"Arbeitslose","2011","weiblich","1049","0.0440987820249085","0.0408865931639629","0.0473109708858541"
"Beamte","2011","männlich","638","0.0439987544172075","0.0404823975179042","0.0475151113165108"
"Beamte","2011","weiblich","522","0.0255953834957533","0.0231246167141093","0.0280661502773974"
"In Ausbildung","2011","männlich","877","0.0676421548159847","0.0633364568696205","0.0719478527623488"
"In Ausbildung","2011","weiblich","946","0.0633818042345785","0.0595698747249915","0.0671937337441654"
"In Rente oder Pension","2011","männlich","2923","0.250647886036694","0.243217377805841","0.258078394267547"
"In Rente oder Pension","2011","weiblich","3227","0.301730563528851","0.294549274019008","0.308911853038693"
"Selbstständige/ManagerInnen","2011","männlich","1325","0.084382993092202","0.0796172797447443","0.0891487064396597"
"Selbstständige/ManagerInnen","2011","weiblich","798","0.0445407000281998","0.0413132027694661","0.0477681972869335"
"Sonstige Nichterwerbspersonen","2011","männlich","489","0.0338378371728225","0.0307377790319588","0.0369378953136862"
"Sonstige Nichterwerbspersonen","2011","weiblich","2394","0.106524171691519","0.101697511175312","0.111350832207725"
"Angestellte, einfache Tätigkeiten","2012","männlich","1591","0.12969806944841","0.123873679902393","0.135522458994427"
"Angestellte, einfache Tätigkeiten","2012","weiblich","2728","0.175933583863038","0.169903395272516","0.181963772453561"
"Angestellte, qualifizierte Tätigkeiten","2012","männlich","4408","0.33852008766339","0.330316586635735","0.346723588691044"
"Angestellte, qualifizierte Tätigkeiten","2012","weiblich","4081","0.244736832471033","0.237927975169476","0.25154568977259"
"Arbeitslose","2012","männlich","662","0.0539084520214913","0.0499933444756706","0.057823559567312"
"Arbeitslose","2012","weiblich","953","0.0462221499221447","0.0428969014748768","0.0495473983694126"
"Beamte","2012","männlich","604","0.0437187139972488","0.0401740489558278","0.0472633790386698"
"Beamte","2012","weiblich","534","0.0290973922903514","0.0264355012124746","0.0317592833682281"
"In Ausbildung","2012","männlich","849","0.0664122904143609","0.0620956042388753","0.0707289765898465"
"In Ausbildung","2012","weiblich","943","0.0583969403219173","0.0546832610875078","0.0621106195563267"
"In Rente oder Pension","2012","männlich","2962","0.252326421542951","0.244796576038061","0.25985626704784"
"In Rente oder Pension","2012","weiblich","3215","0.297901345874476","0.290658475460252","0.3051442162887"
"Selbstständige/ManagerInnen","2012","männlich","1254","0.086081084559619","0.0812186207439989","0.0909435483752391"
"Selbstständige/ManagerInnen","2012","weiblich","750","0.0451869961270421","0.0418974096268918","0.0484765826271925"
"Sonstige Nichterwerbspersonen","2012","männlich","452","0.0293348803525294","0.0264095456919053","0.0322602150131535"
"Sonstige Nichterwerbspersonen","2012","weiblich","2112","0.102524759129997","0.0977207809166887","0.107328737343306"
"Angestellte, einfache Tätigkeiten","2013","männlich","2304","0.139226414603963","0.133533324669545","0.144919504538381"
"Angestellte, einfache Tätigkeiten","2013","weiblich","3454","0.180966857420796","0.17515595197226","0.186777762869333"
"Angestellte, qualifizierte Tätigkeiten","2013","männlich","4652","0.327612264853769","0.319893768083683","0.335330761623856"
"Angestellte, qualifizierte Tätigkeiten","2013","weiblich","4282","0.240242529223619","0.233794069615523","0.246690988831716"
"Arbeitslose","2013","männlich","879","0.0551151417639123","0.0513622359221187","0.0588680476057058"
"Arbeitslose","2013","weiblich","1180","0.0472323146452141","0.0440304226937458","0.0504342065966823"
"Beamte","2013","männlich","574","0.0417790321611147","0.0384885860569887","0.0450694782652407"
"Beamte","2013","weiblich","522","0.027955018097224","0.0254669250438397","0.0304431111506082"
"In Ausbildung","2013","männlich","1105","0.0715959430585991","0.0673560443541543","0.075835841763044"
"In Ausbildung","2013","weiblich","1136","0.0580619738327768","0.05453216966727","0.0615917779982836"
"In Rente oder Pension","2013","männlich","2844","0.250914170986178","0.243784472815576","0.25804386915678"
"In Rente oder Pension","2013","weiblich","3122","0.300688525009479","0.293767230917331","0.307609819101627"
"Selbstständige/ManagerInnen","2013","männlich","1295","0.0827269067349474","0.0781967265171033","0.0872570869527915"
"Selbstständige/ManagerInnen","2013","weiblich","832","0.0482415858600686","0.0450073797069045","0.0514757920132327"
"Sonstige Nichterwerbspersonen","2013","männlich","551","0.0310301258375163","0.0281785188843284","0.0338817327907042"
"Sonstige Nichterwerbspersonen","2013","weiblich","2334","0.0966111959108218","0.0921521224255256","0.101070269396118"
"Angestellte, einfache Tätigkeiten","2014","männlich","1869","0.134964338631031","0.129016166921619","0.140912510340443"
"Angestellte, einfache Tätigkeiten","2014","weiblich","2957","0.180052970484654","0.17387956111935","0.186226379849958"
"Angestellte, qualifizierte Tätigkeiten","2014","männlich","4279","0.339582397008064","0.331338379967068","0.34782641404906"
"Angestellte, qualifizierte Tätigkeiten","2014","weiblich","3861","0.244211695870283","0.237309053930149","0.251114337810417"
"Arbeitslose","2014","männlich","716","0.0558287318739522","0.0518319426338014","0.059825521114103"
"Arbeitslose","2014","weiblich","916","0.0462821747680899","0.042906591220024","0.0496577583161558"
"Beamte","2014","männlich","512","0.0402882219539343","0.0368651467652338","0.0437112971426348"
"Beamte","2014","weiblich","511","0.0328108688811548","0.0299486911260102","0.0356730466362993"
"In Ausbildung","2014","männlich","956","0.072576985586174","0.0680605546519861","0.0770934165203619"
"In Ausbildung","2014","weiblich","1017","0.0554151421769929","0.0517392162766078","0.0590910680773781"
"In Rente oder Pension","2014","männlich","2720","0.246567220502452","0.239064013968571","0.254070427036332"
"In Rente oder Pension","2014","weiblich","2964","0.295491673849957","0.288160935450096","0.302822412249818"
"Selbstständige/ManagerInnen","2014","männlich","1132","0.081443793403936","0.0766823476535695","0.0862052391543025"
"Selbstständige/ManagerInnen","2014","weiblich","715","0.0478935320381218","0.0444625912448206","0.0513244728314231"
"Sonstige Nichterwerbspersonen","2014","männlich","492","0.0287483110404566","0.0258394093985205","0.0316572126823927"
"Sonstige Nichterwerbspersonen","2014","weiblich","1940","0.0978419419307468","0.0930684534278756","0.102615430433618"
"Angestellte, einfache Tätigkeiten","2015","männlich","2076","0.145630122832485","0.139453433041572","0.151806812623397"
"Angestellte, einfache Tätigkeiten","2015","weiblich","2978","0.180090419243735","0.173876290298449","0.186304548189021"
"Angestellte, qualifizierte Tätigkeiten","2015","männlich","4064","0.331485123026066","0.323241943128003","0.339728302924129"
"Angestellte, qualifizierte Tätigkeiten","2015","weiblich","3752","0.25212895481988","0.245106698187162","0.259151211452598"
"Arbeitslose","2015","männlich","758","0.0571139828011618","0.0530504100492673","0.0611775555530562"
"Arbeitslose","2015","weiblich","963","0.0440577183956993","0.0407389357346034","0.0473765010567953"
"Beamte","2015","männlich","483","0.0389821112762272","0.0355928454472692","0.0423713771051853"
"Beamte","2015","weiblich","491","0.0333161557354766","0.0304139937600966","0.0362183177108565"
"In Ausbildung","2015","männlich","914","0.0683716203709862","0.0639521878232013","0.0727910529187712"
"In Ausbildung","2015","weiblich","997","0.0564719118960836","0.0527390180668427","0.0602048057253244"
"In Rente oder Pension","2015","männlich","2648","0.248397678652222","0.240831527005679","0.255963830298766"
"In Rente oder Pension","2015","weiblich","2895","0.296932063432166","0.289543173963626","0.304320952900705"
"Selbstständige/ManagerInnen","2015","männlich","1088","0.0806774743159854","0.0759085841922284","0.0854463644397425"
"Selbstständige/ManagerInnen","2015","weiblich","672","0.0460361683812773","0.0426472000137566","0.049425136748798"
"Sonstige Nichterwerbspersonen","2015","männlich","497","0.0293418867248661","0.0263867037150653","0.0322970697346669"
"Sonstige Nichterwerbspersonen","2015","weiblich","1941","0.0909666080956831","0.0863162874983056","0.0956169286930606"
"Angestellte, einfache Tätigkeiten","2016","männlich","1872","0.136895594210169","0.131000335007427","0.14279085341291"
"Angestellte, einfache Tätigkeiten","2016","weiblich","2645","0.180047598950009","0.173814923327328","0.186280274572691"
"Angestellte, qualifizierte Tätigkeiten","2016","männlich","3807","0.343243286356293","0.335100373468322","0.351386199244263"
"Angestellte, qualifizierte Tätigkeiten","2016","weiblich","3689","0.261438988631931","0.254311034392937","0.268566942870924"
"Arbeitslose","2016","männlich","622","0.0557988105569439","0.0518622109496631","0.0597354101642246"
"Arbeitslose","2016","weiblich","804","0.0439458387511928","0.040620876923712","0.0472708005786735"
"Beamte","2016","männlich","447","0.0408854537964598","0.0374892311576359","0.0442816764352838"
"Beamte","2016","weiblich","472","0.0347397858583897","0.0317693354364054","0.037710236280374"
"In Ausbildung","2016","männlich","981","0.0697126033699525","0.0653450248451871","0.0740801818947179"
"In Ausbildung","2016","weiblich","916","0.0598323023131106","0.0559849934161153","0.0636796112101059"
"In Rente oder Pension","2016","männlich","2541","0.241488851426171","0.234148682924917","0.248829019927424"
"In Rente oder Pension","2016","weiblich","2734","0.284297217356985","0.27698011392562","0.291614320788349"
"Selbstständige/ManagerInnen","2016","männlich","954","0.0787036545948332","0.0740854451367866","0.0833218640528797"
"Selbstständige/ManagerInnen","2016","weiblich","623","0.0447929124356785","0.0414375460034283","0.0481482788679288"
"Sonstige Nichterwerbspersonen","2016","männlich","1836","0.0332717456891784","0.0301958861281093","0.0363476052502475"
"Sonstige Nichterwerbspersonen","2016","weiblich","2716","0.0909053557027036","0.0862421365976617","0.0955685748077456"
"Angestellte, einfache Tätigkeiten","2017","männlich","2288","0.150724407346444","0.144946995203324","0.156501819489565"
"Angestellte, einfache Tätigkeiten","2017","weiblich","2907","0.18240320294251","0.176463825853567","0.188342580031453"
"Angestellte, qualifizierte Tätigkeiten","2017","männlich","4236","0.334457917642855","0.326839307733026","0.342076527552685"
"Angestellte, qualifizierte Tätigkeiten","2017","weiblich","4219","0.266616899952744","0.259816031652638","0.27341776825285"
"Arbeitslose","2017","männlich","1171","0.055494364000698","0.0517974108074453","0.0591913171939506"
"Arbeitslose","2017","weiblich","1148","0.0404670703417516","0.0374364195145461","0.0434977211689571"
"Beamte","2017","männlich","528","0.0400859784793275","0.0369183834837381","0.043253573474917"
"Beamte","2017","weiblich","535","0.0331299402286541","0.0303772999484155","0.0358825805088927"
"In Ausbildung","2017","männlich","1176","0.0692471313242711","0.0651475895047428","0.0733466731437994"
"In Ausbildung","2017","weiblich","1032","0.0570664032996707","0.0534987233785123","0.060634083220829"
"In Rente oder Pension","2017","männlich","2676","0.23752976089182","0.230657688905754","0.244401832877886"
"In Rente oder Pension","2017","weiblich","2872","0.283365158357459","0.276434455764895","0.290295860950023"
"Selbstständige/ManagerInnen","2017","männlich","1092","0.0805332189765443","0.0761390901343133","0.0849273478187752"
"Selbstständige/ManagerInnen","2017","weiblich","670","0.044117403546289","0.0409590384736685","0.0472757686189096"
"Sonstige Nichterwerbspersonen","2017","männlich","1565","0.0319272213380391","0.0290883101809688","0.0347661324951094"
"Sonstige Nichterwerbspersonen","2017","weiblich","2857","0.0928339213309215","0.0883706650217518","0.0972971776400912"
"Angestellte, einfache Tätigkeiten","2018","männlich","2329","0.147238628026181","0.141379687156876","0.153097568895487"
"Angestellte, einfache Tätigkeiten","2018","weiblich","2791","0.180587171847356","0.174530708376451","0.186643635318261"
"Angestellte, qualifizierte Tätigkeiten","2018","männlich","4197","0.356117388642602","0.348199773049919","0.364035004235285"
"Angestellte, qualifizierte Tätigkeiten","2018","weiblich","4137","0.275625324600079","0.268590302550142","0.282660346650016"
"Arbeitslose","2018","männlich","1280","0.0511485919659378","0.0475060008944597","0.0547911830374159"
"Arbeitslose","2018","weiblich","1328","0.041625990758767","0.0384813279826471","0.0447706535348869"
"Beamte","2018","männlich","485","0.0378140417511344","0.0346601227821705","0.0409679607200983"
"Beamte","2018","weiblich","508","0.0321932370648522","0.0294141578593042","0.0349723162704002"
"In Ausbildung","2018","männlich","1130","0.064407219651453","0.0603483492843984","0.0684660900185076"
"In Ausbildung","2018","weiblich","1013","0.0548265905531431","0.0512425274961852","0.058410653610101"
"In Rente oder Pension","2018","männlich","2647","0.237795268010436","0.230755928716834","0.244834607304039"
"In Rente oder Pension","2018","weiblich","2878","0.284725590916529","0.277620430795242","0.291830751037815"
