"beruf","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Hamburg","kein Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Hamburg","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Hamburg","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Niedersachsen","kein Migrationshintergrund","113","0.125974389391706","0.103023816619168","0.148924962164245"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Niedersachsen","direkter Migrationshintergrund","42","0.25654561024087","0.182601233827501","0.33048998665424"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Bremen","kein Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Bremen","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Bremen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Nordrhein-Westfalen","kein Migrationshintergrund","222","0.113575548535918","0.0986583767834636","0.128492720288373"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Nordrhein-Westfalen","direkter Migrationshintergrund","218","0.332798850485639","0.294515856038314","0.371081844932964"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Hessen","kein Migrationshintergrund","90","0.144726564708418","0.115793093397011","0.173660036019824"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Hessen","direkter Migrationshintergrund","87","0.223319671124681","0.176192420243654","0.270446922005708"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Hessen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","83","0.145728305576121","0.115314358532767","0.176142252619475"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","32","0.331237772457799","0.23989928812372","0.422576256791877"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Baden-Wuerttemberg","kein Migrationshintergrund","157","0.142347236403202","0.120471367159792","0.164223105646612"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Baden-Wuerttemberg","direkter Migrationshintergrund","245","0.28863051462793","0.253414656871478","0.323846372384382"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Bayern","kein Migrationshintergrund","176","0.125376918315981","0.106593908291338","0.144159928340624"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Bayern","direkter Migrationshintergrund","114","0.230897483428278","0.185568000496797","0.27622696635976"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Bayern","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Saarland","kein Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Saarland","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Saarland","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Berlin","kein Migrationshintergrund","62","0.137422088646507","0.105646964289385","0.16919721300363"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Berlin","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Berlin","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Brandenburg","kein Migrationshintergrund","78","0.118812658421602","0.0926816647254827","0.144943652117721"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Brandenburg","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Brandenburg","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Mecklenburg-Vorpommern","kein Migrationshintergrund","65","0.146290275312607","0.111571100233745","0.181009450391468"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Sachsen","kein Migrationshintergrund","124","0.0939791976070698","0.0766244568995832","0.111333938314556"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Sachsen","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Sachsen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Sachsen-Anhalt","kein Migrationshintergrund","89","0.119569060336415","0.0950559954397343","0.144082125233095"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Thueringen","kein Migrationshintergrund","90","0.108064577953866","0.0839929175082266","0.132136238399506"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Thueringen","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Thueringen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Schleswig-Holstein","kein Migrationshintergrund","69","0.250980063705353","0.197867849205418","0.304092278205289"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Hamburg","kein Migrationshintergrund","37","0.317719422290292","0.227364588468129","0.408074256112455"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Hamburg","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Hamburg","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Niedersachsen","kein Migrationshintergrund","227","0.26244179797891","0.232011586604233","0.292872009353587"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Niedersachsen","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Bremen","kein Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Bremen","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Bremen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Nordrhein-Westfalen","kein Migrationshintergrund","521","0.284858979144645","0.263639534820377","0.306078423468913"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Nordrhein-Westfalen","direkter Migrationshintergrund","87","0.193500178480862","0.161405766623853","0.225594590337871"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Hessen","kein Migrationshintergrund","172","0.25555670030219","0.219686535511356","0.291426865093025"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Hessen","direkter Migrationshintergrund","65","0.140209874565461","0.100920692235542","0.17949905689538"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Hessen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","135","0.259068791769807","0.221302937479021","0.296834646060593"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Baden-Wuerttemberg","kein Migrationshintergrund","298","0.282792479484471","0.254596226502897","0.310988732466045"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Baden-Wuerttemberg","direkter Migrationshintergrund","106","0.186228919092618","0.155974123675826","0.21648371450941"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Bayern","kein Migrationshintergrund","351","0.267058112309337","0.241963321124245","0.292152903494428"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Bayern","direkter Migrationshintergrund","69","0.22580780134387","0.180832620781396","0.270782981906344"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Bayern","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Saarland","kein Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Saarland","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Saarland","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Berlin","kein Migrationshintergrund","159","0.304624606955894","0.262147789488863","0.347101424422926"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Berlin","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Berlin","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Brandenburg","kein Migrationshintergrund","208","0.336340052510117","0.298184957298393","0.374495147721842"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Brandenburg","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Brandenburg","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Mecklenburg-Vorpommern","kein Migrationshintergrund","118","0.255551704943565","0.212700482465878","0.298402927421251"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Sachsen","kein Migrationshintergrund","393","0.319679779451851","0.291943548078949","0.347416010824754"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Sachsen","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Sachsen","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Sachsen-Anhalt","kein Migrationshintergrund","249","0.308535764928616","0.27363956175633","0.343431968100902"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Thueringen","kein Migrationshintergrund","215","0.299751375660352","0.264228805021889","0.335273946298814"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Thueringen","direkter Migrationshintergrund","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Thueringen","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Hamburg","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Hamburg","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Hamburg","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Niedersachsen","kein Migrationshintergrund","54","0.0630063035633192","0.0462008339229601","0.0798117732036784"
"Selbstständige/ManagerInnen","1994","Niedersachsen","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Bremen","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Bremen","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Bremen","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Nordrhein-Westfalen","kein Migrationshintergrund","115","0.0664204419100241","0.0547133304764523","0.0781275533435958"
"Selbstständige/ManagerInnen","1994","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Hessen","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Hessen","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Hessen","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Baden-Wuerttemberg","kein Migrationshintergrund","70","0.0689602292175288","0.0530960167451007","0.084824441689957"
"Selbstständige/ManagerInnen","1994","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Bayern","kein Migrationshintergrund","93","0.0749281246804203","0.0599948140890101","0.0898614352718305"
"Selbstständige/ManagerInnen","1994","Bayern","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Bayern","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Saarland","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Saarland","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Saarland","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Berlin","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Berlin","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Berlin","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Brandenburg","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Brandenburg","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Brandenburg","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Sachsen","kein Migrationshintergrund","55","0.0473815241816881","0.0347458856915296","0.0600171626718467"
"Selbstständige/ManagerInnen","1994","Sachsen","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Sachsen","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Sachsen-Anhalt","kein Migrationshintergrund","37","0.0465392471444582","0.0306244302547276","0.0624540640341888"
"Selbstständige/ManagerInnen","1994","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Thueringen","kein Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Thueringen","direkter Migrationshintergrund","","","",""
"Selbstständige/ManagerInnen","1994","Thueringen","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1994","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"In Ausbildung","1994","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"In Ausbildung","1994","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1994","Hamburg","kein Migrationshintergrund","","","",""
"In Ausbildung","1994","Hamburg","direkter Migrationshintergrund","","","",""
"In Ausbildung","1994","Hamburg","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1994","Niedersachsen","kein Migrationshintergrund","54","0.05166616874983","0.0363562082768855","0.0669761292227745"
"In Ausbildung","1994","Niedersachsen","direkter Migrationshintergrund","","","",""
"In Ausbildung","1994","Niedersachsen","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1994","Bremen","kein Migrationshintergrund","","","",""
"In Ausbildung","1994","Bremen","direkter Migrationshintergrund","","","",""
"In Ausbildung","1994","Bremen","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1994","Nordrhein-Westfalen","kein Migrationshintergrund","144","0.0756781086292293","0.0632438482015683","0.0881123690568902"
"In Ausbildung","1994","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"In Ausbildung","1994","Nordrhein-Westfalen","indirekter Migrationshintergrund","61","0.418676395031107","0.338652464238952","0.498700325823262"
"In Ausbildung","1994","Hessen","kein Migrationshintergrund","41","0.0647501106452642","0.0445125569828586","0.0849876643076697"
"In Ausbildung","1994","Hessen","direkter Migrationshintergrund","","","",""
"In Ausbildung","1994","Hessen","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1994","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"In Ausbildung","1994","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"In Ausbildung","1994","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1994","Baden-Wuerttemberg","kein Migrationshintergrund","71","0.0679254674096385","0.0521719806659742","0.0836789541533027"
"In Ausbildung","1994","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"In Ausbildung","1994","Baden-Wuerttemberg","indirekter Migrationshintergrund","58","0.496140540917689","0.409183791553691","0.583097290281687"
"In Ausbildung","1994","Bayern","kein Migrationshintergrund","73","0.0512831448610295","0.0387718701299986","0.0637944195920604"
"In Ausbildung","1994","Bayern","direkter Migrationshintergrund","","","",""
"In Ausbildung","1994","Bayern","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1994","Saarland","kein Migrationshintergrund","","","",""
"In Ausbildung","1994","Saarland","direkter Migrationshintergrund","","","",""
"In Ausbildung","1994","Saarland","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1994","Berlin","kein Migrationshintergrund","39","0.0782150064544181","0.0534339578423709","0.102996055066465"
"In Ausbildung","1994","Berlin","direkter Migrationshintergrund","","","",""
"In Ausbildung","1994","Berlin","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1994","Brandenburg","kein Migrationshintergrund","65","0.0883760325870632","0.0654533436239708","0.111298721550156"
"In Ausbildung","1994","Brandenburg","direkter Migrationshintergrund","","","",""
"In Ausbildung","1994","Brandenburg","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1994","Mecklenburg-Vorpommern","kein Migrationshintergrund","33","0.0632052639759859","0.0392993473469415","0.0871111806050303"
"In Ausbildung","1994","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"In Ausbildung","1994","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1994","Sachsen","kein Migrationshintergrund","91","0.0590793317978798","0.0450567665366803","0.0731018970590792"
"In Ausbildung","1994","Sachsen","direkter Migrationshintergrund","","","",""
"In Ausbildung","1994","Sachsen","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1994","Sachsen-Anhalt","kein Migrationshintergrund","51","0.0494435436972112","0.0330646595214946","0.0658224278729278"
"In Ausbildung","1994","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"In Ausbildung","1994","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"In Ausbildung","1994","Thueringen","kein Migrationshintergrund","61","0.0793391404849215","0.058383967626507","0.100294313343336"
"In Ausbildung","1994","Thueringen","direkter Migrationshintergrund","","","",""
"In Ausbildung","1994","Thueringen","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Schleswig-Holstein","kein Migrationshintergrund","46","0.212535759531788","0.16242170576069","0.262649813302886"
"In Rente oder Pension","1994","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Hamburg","kein Migrationshintergrund","32","0.364170996493411","0.27078734545068","0.457554647536142"
"In Rente oder Pension","1994","Hamburg","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Hamburg","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Niedersachsen","kein Migrationshintergrund","156","0.251342661111037","0.22133964149511","0.281345680726963"
"In Rente oder Pension","1994","Niedersachsen","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Niedersachsen","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Bremen","kein Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Bremen","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Bremen","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Nordrhein-Westfalen","kein Migrationshintergrund","302","0.232166742565203","0.212316918198099","0.252016566932306"
"In Rente oder Pension","1994","Nordrhein-Westfalen","direkter Migrationshintergrund","67","0.17106966426301","0.140475956285215","0.201663372240805"
"In Rente oder Pension","1994","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Hessen","kein Migrationshintergrund","127","0.308013317431406","0.270046207607085","0.345980427255728"
"In Rente oder Pension","1994","Hessen","direkter Migrationshintergrund","46","0.315661429919243","0.263067728994692","0.368255130843793"
"In Rente oder Pension","1994","Hessen","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","120","0.289453779202924","0.250361715434527","0.32854584297132"
"In Rente oder Pension","1994","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Baden-Wuerttemberg","kein Migrationshintergrund","195","0.254526384483558","0.227254346320222","0.281798422646893"
"In Rente oder Pension","1994","Baden-Wuerttemberg","direkter Migrationshintergrund","76","0.211852071017562","0.180095049777738","0.243609092257385"
"In Rente oder Pension","1994","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Bayern","kein Migrationshintergrund","218","0.258588733051641","0.233752809316103","0.283424656787178"
"In Rente oder Pension","1994","Bayern","direkter Migrationshintergrund","37","0.167815362311704","0.127617333808558","0.20801339081485"
"In Rente oder Pension","1994","Bayern","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Saarland","kein Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Saarland","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Saarland","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Berlin","kein Migrationshintergrund","91","0.269256187874968","0.22831831814289","0.310194057607045"
"In Rente oder Pension","1994","Berlin","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Berlin","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Brandenburg","kein Migrationshintergrund","125","0.279434152063822","0.243195918251852","0.315672385875791"
"In Rente oder Pension","1994","Brandenburg","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Brandenburg","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Mecklenburg-Vorpommern","kein Migrationshintergrund","68","0.245681866438341","0.203388682571236","0.287975050305446"
"In Rente oder Pension","1994","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Sachsen","kein Migrationshintergrund","216","0.294286309853462","0.267182366609866","0.321390253097057"
"In Rente oder Pension","1994","Sachsen","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Sachsen","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Sachsen-Anhalt","kein Migrationshintergrund","130","0.284471464797944","0.250385672565648","0.31855725703024"
"In Rente oder Pension","1994","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Thueringen","kein Migrationshintergrund","130","0.291953874194166","0.256701728311528","0.327206020076803"
"In Rente oder Pension","1994","Thueringen","direkter Migrationshintergrund","","","",""
"In Rente oder Pension","1994","Thueringen","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1994","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"Arbeitslose","1994","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Arbeitslose","1994","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1994","Hamburg","kein Migrationshintergrund","","","",""
"Arbeitslose","1994","Hamburg","direkter Migrationshintergrund","","","",""
"Arbeitslose","1994","Hamburg","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1994","Niedersachsen","kein Migrationshintergrund","39","0.0492608199930462","0.034292542267999","0.0642290977180935"
"Arbeitslose","1994","Niedersachsen","direkter Migrationshintergrund","","","",""
"Arbeitslose","1994","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1994","Bremen","kein Migrationshintergrund","","","",""
"Arbeitslose","1994","Bremen","direkter Migrationshintergrund","","","",""
"Arbeitslose","1994","Bremen","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1994","Nordrhein-Westfalen","kein Migrationshintergrund","77","0.0387796397238431","0.0297027602108717","0.0478565192368145"
"Arbeitslose","1994","Nordrhein-Westfalen","direkter Migrationshintergrund","64","0.0845909745675849","0.0619832836043284","0.107198665530841"
"Arbeitslose","1994","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Arbeitslose","1994","Hessen","kein Migrationshintergrund","","","",""
"Arbeitslose","1994","Hessen","direkter Migrationshintergrund","","","",""
"Arbeitslose","1994","Hessen","indirekter Migrationshintergrund","","","",""
