"beruf","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Sonstige Nichterwerbspersonen","1992","direkter Migrationshintergrund","Laendlicher Raum","51","0.0957834757616851","0.0672622653259922","0.124304686197378"
"Sonstige Nichterwerbspersonen","1992","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1992","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Beamte","1992","kein Migrationshintergrund","Staedtischer Raum","266","0.0432526845197386","0.0381664977091092","0.048338871330368"
"Beamte","1992","kein Migrationshintergrund","Laendlicher Raum","109","0.0331510823589361","0.0276576197436351","0.0386445449742371"
"Beamte","1992","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Beamte","1992","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Beamte","1992","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Beamte","1992","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1993","kein Migrationshintergrund","Staedtischer Raum","879","0.132755919500406","0.124247966041029","0.141263872959784"
"Angestellte, einfache Tätigkeiten","1993","kein Migrationshintergrund","Laendlicher Raum","666","0.15525394348493","0.144074347769768","0.166433539200092"
"Angestellte, einfache Tätigkeiten","1993","direkter Migrationshintergrund","Staedtischer Raum","804","0.309941891088913","0.289995192089138","0.329888590088687"
"Angestellte, einfache Tätigkeiten","1993","direkter Migrationshintergrund","Laendlicher Raum","135","0.211050993040493","0.17164904899711","0.250452937083876"
"Angestellte, einfache Tätigkeiten","1993","indirekter Migrationshintergrund","Staedtischer Raum","76","0.174819532409622","0.137220687378241","0.212418377441003"
"Angestellte, einfache Tätigkeiten","1993","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1993","kein Migrationshintergrund","Staedtischer Raum","1956","0.290918048544077","0.279529692553597","0.302306404534556"
"Angestellte, qualifizierte Tätigkeiten","1993","kein Migrationshintergrund","Laendlicher Raum","1203","0.25072721369326","0.23734701974104","0.26410740764548"
"Angestellte, qualifizierte Tätigkeiten","1993","direkter Migrationshintergrund","Staedtischer Raum","348","0.205399067198697","0.187974506735379","0.222823627662014"
"Angestellte, qualifizierte Tätigkeiten","1993","direkter Migrationshintergrund","Laendlicher Raum","76","0.222264006647024","0.18211727901146","0.262410734282588"
"Angestellte, qualifizierte Tätigkeiten","1993","indirekter Migrationshintergrund","Staedtischer Raum","61","0.14728569586147","0.112203471868606","0.182367919854334"
"Angestellte, qualifizierte Tätigkeiten","1993","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1993","kein Migrationshintergrund","Staedtischer Raum","380","0.0623181045669645","0.0562568521666031","0.0683793569673259"
"Selbstständige/ManagerInnen","1993","kein Migrationshintergrund","Laendlicher Raum","233","0.0590414001427226","0.0517651893207293","0.0663176109647159"
"Selbstständige/ManagerInnen","1993","direkter Migrationshintergrund","Staedtischer Raum","76","0.0444822517609994","0.0355902237102999","0.053374279811699"
"Selbstständige/ManagerInnen","1993","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1993","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1993","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"In Ausbildung","1993","kein Migrationshintergrund","Staedtischer Raum","489","0.0702280693961985","0.063820828301305","0.076635310491092"
"In Ausbildung","1993","kein Migrationshintergrund","Laendlicher Raum","333","0.069005576761015","0.0611810635749372","0.0768300899470928"
"In Ausbildung","1993","direkter Migrationshintergrund","Staedtischer Raum","85","0.0437650668332977","0.0349417034905659","0.0525884301760294"
"In Ausbildung","1993","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"In Ausbildung","1993","indirekter Migrationshintergrund","Staedtischer Raum","198","0.523255218773077","0.47381221860129","0.572698218944863"
"In Ausbildung","1993","indirekter Migrationshintergrund","Laendlicher Raum","38","0.489094651210286","0.375962996140442","0.60222630628013"
"In Rente oder Pension","1993","kein Migrationshintergrund","Staedtischer Raum","1182","0.250137167165386","0.239277725079151","0.260996609251621"
"In Rente oder Pension","1993","kein Migrationshintergrund","Laendlicher Raum","809","0.273558800057644","0.259797252651514","0.287320347463774"
"In Rente oder Pension","1993","direkter Migrationshintergrund","Staedtischer Raum","238","0.181446527214141","0.164824426058023","0.198068628370259"
"In Rente oder Pension","1993","direkter Migrationshintergrund","Laendlicher Raum","77","0.30012678547295","0.255871866732961","0.344381704212938"
"In Rente oder Pension","1993","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"In Rente oder Pension","1993","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Arbeitslose","1993","kein Migrationshintergrund","Staedtischer Raum","308","0.0437181615421986","0.038591302406353","0.0488450206780441"
"Arbeitslose","1993","kein Migrationshintergrund","Laendlicher Raum","391","0.0779100953550498","0.0696359109917245","0.086184279718375"
"Arbeitslose","1993","direkter Migrationshintergrund","Staedtischer Raum","154","0.0611881466327017","0.0508507544116844","0.0715255388537189"
"Arbeitslose","1993","direkter Migrationshintergrund","Laendlicher Raum","39","0.0865421276688224","0.0593928969259369","0.113691358411708"
"Arbeitslose","1993","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Arbeitslose","1993","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1993","kein Migrationshintergrund","Staedtischer Raum","629","0.100786527664825","0.0932380368677497","0.1083350184619"
"Sonstige Nichterwerbspersonen","1993","kein Migrationshintergrund","Laendlicher Raum","282","0.0799734289913334","0.0715997803133766","0.0883470776692902"
"Sonstige Nichterwerbspersonen","1993","direkter Migrationshintergrund","Staedtischer Raum","353","0.145328365690994","0.130127689660678","0.16052904172131"
"Sonstige Nichterwerbspersonen","1993","direkter Migrationshintergrund","Laendlicher Raum","57","0.106655549724109","0.0768497565065261","0.136461342941691"
"Sonstige Nichterwerbspersonen","1993","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Sonstige Nichterwerbspersonen","1993","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Beamte","1993","kein Migrationshintergrund","Staedtischer Raum","287","0.0491380016199448","0.0437180554085641","0.0545579478313256"
"Beamte","1993","kein Migrationshintergrund","Laendlicher Raum","114","0.0345295415140451","0.0288930793933015","0.0401660036347888"
"Beamte","1993","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Beamte","1993","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Beamte","1993","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Beamte","1993","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1994","kein Migrationshintergrund","Staedtischer Raum","821","0.12488661046283","0.116559065497311","0.13321415542835"
"Angestellte, einfache Tätigkeiten","1994","kein Migrationshintergrund","Laendlicher Raum","584","0.134435967335585","0.123815505713622","0.145056428957548"
"Angestellte, einfache Tätigkeiten","1994","direkter Migrationshintergrund","Staedtischer Raum","675","0.277986664471408","0.258213361239904","0.297759967702912"
"Angestellte, einfache Tätigkeiten","1994","direkter Migrationshintergrund","Laendlicher Raum","113","0.191795812990446","0.152417002994928","0.231174622985964"
"Angestellte, einfache Tätigkeiten","1994","indirekter Migrationshintergrund","Staedtischer Raum","82","0.188450591792381","0.150915602264818","0.225985581319945"
"Angestellte, einfache Tätigkeiten","1994","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1994","kein Migrationshintergrund","Staedtischer Raum","1952","0.292998924380657","0.281534033305025","0.304463815456289"
"Angestellte, qualifizierte Tätigkeiten","1994","kein Migrationshintergrund","Laendlicher Raum","1213","0.262423586896362","0.24872609669296","0.276121077099764"
"Angestellte, qualifizierte Tätigkeiten","1994","direkter Migrationshintergrund","Staedtischer Raum","366","0.207116558488626","0.189230826431821","0.225002290545431"
"Angestellte, qualifizierte Tätigkeiten","1994","direkter Migrationshintergrund","Laendlicher Raum","65","0.147424625592347","0.111965021057619","0.182884230127074"
"Angestellte, qualifizierte Tätigkeiten","1994","indirekter Migrationshintergrund","Staedtischer Raum","68","0.143243586256467","0.109619821508553","0.176867351004382"
"Angestellte, qualifizierte Tätigkeiten","1994","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1994","kein Migrationshintergrund","Staedtischer Raum","369","0.0598585562432707","0.0538828863193957","0.0658342261671458"
"Selbstständige/ManagerInnen","1994","kein Migrationshintergrund","Laendlicher Raum","229","0.0573872097458545","0.050146014232732","0.0646284052589771"
"Selbstständige/ManagerInnen","1994","direkter Migrationshintergrund","Staedtischer Raum","72","0.0453805877085041","0.0361941988629035","0.0545669765541048"
"Selbstständige/ManagerInnen","1994","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1994","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1994","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"In Ausbildung","1994","kein Migrationshintergrund","Staedtischer Raum","448","0.0636491330740918","0.0574995958096502","0.0697986703385333"
"In Ausbildung","1994","kein Migrationshintergrund","Laendlicher Raum","325","0.0646612596407113","0.0570045426223002","0.0723179766591224"
"In Ausbildung","1994","direkter Migrationshintergrund","Staedtischer Raum","72","0.0377943186327624","0.0293776185063075","0.0462110187592173"
"In Ausbildung","1994","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"In Ausbildung","1994","indirekter Migrationshintergrund","Staedtischer Raum","181","0.456978485536914","0.409166535293358","0.504790435780471"
"In Ausbildung","1994","indirekter Migrationshintergrund","Laendlicher Raum","32","0.440961959211999","0.32706610809212","0.554857810331878"
"In Rente oder Pension","1994","kein Migrationshintergrund","Staedtischer Raum","1183","0.25730672527336","0.246294953616841","0.26831849692988"
"In Rente oder Pension","1994","kein Migrationshintergrund","Laendlicher Raum","772","0.264932434315822","0.251193050687883","0.27867181794376"
"In Rente oder Pension","1994","direkter Migrationshintergrund","Staedtischer Raum","256","0.198054247604192","0.180464516032937","0.215643979175446"
"In Rente oder Pension","1994","direkter Migrationshintergrund","Laendlicher Raum","78","0.315121107071925","0.268655874353944","0.361586339789907"
"In Rente oder Pension","1994","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"In Rente oder Pension","1994","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Arbeitslose","1994","kein Migrationshintergrund","Staedtischer Raum","345","0.0493203297244005","0.0438658042822315","0.0547748551665695"
"Arbeitslose","1994","kein Migrationshintergrund","Laendlicher Raum","427","0.0910788901667517","0.0821209529382385","0.100036827395265"
"Arbeitslose","1994","direkter Migrationshintergrund","Staedtischer Raum","185","0.0780081474781875","0.066171515097572","0.089844779858803"
"Arbeitslose","1994","direkter Migrationshintergrund","Laendlicher Raum","45","0.124828723563974","0.0917699855025591","0.157887461625389"
"Arbeitslose","1994","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Arbeitslose","1994","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1994","kein Migrationshintergrund","Staedtischer Raum","650","0.10302243144387","0.0953649919886647","0.110679870899076"
"Sonstige Nichterwerbspersonen","1994","kein Migrationshintergrund","Laendlicher Raum","282","0.0842075267460459","0.07556162997886","0.0928534235132317"
"Sonstige Nichterwerbspersonen","1994","direkter Migrationshintergrund","Staedtischer Raum","340","0.147917207626917","0.132248077653303","0.163586337600532"
"Sonstige Nichterwerbspersonen","1994","direkter Migrationshintergrund","Laendlicher Raum","51","0.103670778394919","0.0731816902289103","0.134159866560928"
"Sonstige Nichterwerbspersonen","1994","indirekter Migrationshintergrund","Staedtischer Raum","37","0.075419406418234","0.0500743066369774","0.100764506199491"
"Sonstige Nichterwerbspersonen","1994","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Beamte","1994","kein Migrationshintergrund","Staedtischer Raum","286","0.048957289397519","0.0435218385162204","0.0543927402788175"
"Beamte","1994","kein Migrationshintergrund","Laendlicher Raum","131","0.0408731251528683","0.0347086939870677","0.0470375563186689"
"Beamte","1994","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Beamte","1994","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Beamte","1994","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Beamte","1994","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1995","kein Migrationshintergrund","Staedtischer Raum","807","0.121075554220293","0.112793673602837","0.12935743483775"
"Angestellte, einfache Tätigkeiten","1995","kein Migrationshintergrund","Laendlicher Raum","653","0.146164308925089","0.13525329531873","0.157075322531449"
"Angestellte, einfache Tätigkeiten","1995","direkter Migrationshintergrund","Staedtischer Raum","766","0.263365228509743","0.245391854194462","0.281338602825023"
"Angestellte, einfache Tätigkeiten","1995","direkter Migrationshintergrund","Laendlicher Raum","134","0.195693347554288","0.159902172795245","0.231484522313332"
"Angestellte, einfache Tätigkeiten","1995","indirekter Migrationshintergrund","Staedtischer Raum","101","0.211117075148745","0.172363546770575","0.249870603526915"
"Angestellte, einfache Tätigkeiten","1995","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1995","kein Migrationshintergrund","Staedtischer Raum","1960","0.294746836195097","0.283171807968715","0.306321864421478"
"Angestellte, qualifizierte Tätigkeiten","1995","kein Migrationshintergrund","Laendlicher Raum","1246","0.267036015402897","0.253371837321422","0.280700193484371"
"Angestellte, qualifizierte Tätigkeiten","1995","direkter Migrationshintergrund","Staedtischer Raum","405","0.191979455526186","0.175907716446234","0.208051194606138"
"Angestellte, qualifizierte Tätigkeiten","1995","direkter Migrationshintergrund","Laendlicher Raum","80","0.154133502173903","0.121559094522991","0.186707909824815"
"Angestellte, qualifizierte Tätigkeiten","1995","indirekter Migrationshintergrund","Staedtischer Raum","71","0.155322617044885","0.120926764852041","0.189718469237728"
"Angestellte, qualifizierte Tätigkeiten","1995","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1995","kein Migrationshintergrund","Staedtischer Raum","352","0.057391732865623","0.0514867960855221","0.063296669645724"
"Selbstständige/ManagerInnen","1995","kein Migrationshintergrund","Laendlicher Raum","241","0.0594211994072548","0.052119472662999","0.0667229261515106"
"Selbstständige/ManagerInnen","1995","direkter Migrationshintergrund","Staedtischer Raum","77","0.0392730639022759","0.0313467426630083","0.0471993851415435"
"Selbstständige/ManagerInnen","1995","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1995","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1995","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"In Ausbildung","1995","kein Migrationshintergrund","Staedtischer Raum","461","0.065699265009206","0.0594092951853419","0.0719892348330702"
"In Ausbildung","1995","kein Migrationshintergrund","Laendlicher Raum","348","0.0668788676682245","0.0591632491918287","0.0745944861446203"
"In Ausbildung","1995","direkter Migrationshintergrund","Staedtischer Raum","126","0.0637193293026306","0.0537523645946796","0.0736862940105816"
"In Ausbildung","1995","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"In Ausbildung","1995","indirekter Migrationshintergrund","Staedtischer Raum","166","0.410756242725061","0.364038390045347","0.457474095404775"
"In Ausbildung","1995","indirekter Migrationshintergrund","Laendlicher Raum","33","0.433967960740662","0.323266826853657","0.544669094627667"
"In Rente oder Pension","1995","kein Migrationshintergrund","Staedtischer Raum","1157","0.262751540716691","0.251577647064875","0.273925434368508"
"In Rente oder Pension","1995","kein Migrationshintergrund","Laendlicher Raum","760","0.266498749182521","0.252843321925052","0.280154176439989"
"In Rente oder Pension","1995","direkter Migrationshintergrund","Staedtischer Raum","313","0.195635423753547","0.179448120250267","0.211822727256828"
"In Rente oder Pension","1995","direkter Migrationshintergrund","Laendlicher Raum","90","0.284323043294228","0.243627988437095","0.325018098151361"
"In Rente oder Pension","1995","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"In Rente oder Pension","1995","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Arbeitslose","1995","kein Migrationshintergrund","Staedtischer Raum","322","0.0486337270781995","0.0431727844573791","0.0540946696990198"
"Arbeitslose","1995","kein Migrationshintergrund","Laendlicher Raum","354","0.0762134244554885","0.0680182380266193","0.0844086108843577"
"Arbeitslose","1995","direkter Migrationshintergrund","Staedtischer Raum","225","0.0957828562482049","0.0837739195933801","0.10779179290303"
"Arbeitslose","1995","direkter Migrationshintergrund","Laendlicher Raum","56","0.121633851026604","0.0921460684695577","0.151121633583651"
"Arbeitslose","1995","indirekter Migrationshintergrund","Staedtischer Raum","30","0.0548199607614081","0.0332042299963487","0.0764356915264674"
"Arbeitslose","1995","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1995","kein Migrationshintergrund","Staedtischer Raum","614","0.0992536149781443","0.0916626079802678","0.106844621976021"
"Sonstige Nichterwerbspersonen","1995","kein Migrationshintergrund","Laendlicher Raum","300","0.0833043365310823","0.0747693336986763","0.0918393393634883"
"Sonstige Nichterwerbspersonen","1995","direkter Migrationshintergrund","Staedtischer Raum","387","0.14250818855636","0.128243601811404","0.156772775301315"
"Sonstige Nichterwerbspersonen","1995","direkter Migrationshintergrund","Laendlicher Raum","62","0.100857702890768","0.0736904427099675","0.128024963071569"
"Sonstige Nichterwerbspersonen","1995","indirekter Migrationshintergrund","Staedtischer Raum","36","0.0698841556904074","0.0456737997750991","0.0940945116057157"
"Sonstige Nichterwerbspersonen","1995","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Beamte","1995","kein Migrationshintergrund","Staedtischer Raum","287","0.0504477289367456","0.04489117915617","0.0560042787173213"
"Beamte","1995","kein Migrationshintergrund","Laendlicher Raum","125","0.0344830984274435","0.0288474958716884","0.0401187009831985"
"Beamte","1995","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Beamte","1995","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Beamte","1995","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Beamte","1995","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1996","kein Migrationshintergrund","Staedtischer Raum","769","0.115731084861925","0.10757104823829","0.123891121485559"
"Angestellte, einfache Tätigkeiten","1996","kein Migrationshintergrund","Laendlicher Raum","587","0.141335623333951","0.130520860845027","0.152150385822875"
"Angestellte, einfache Tätigkeiten","1996","direkter Migrationshintergrund","Staedtischer Raum","677","0.25154892446025","0.233147967579901","0.269949881340598"
"Angestellte, einfache Tätigkeiten","1996","direkter Migrationshintergrund","Laendlicher Raum","130","0.194055215120963","0.157876173999021","0.230234256242905"
"Angestellte, einfache Tätigkeiten","1996","indirekter Migrationshintergrund","Staedtischer Raum","86","0.164478722476473","0.130378769214325","0.19857867573862"
"Angestellte, einfache Tätigkeiten","1996","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1996","kein Migrationshintergrund","Staedtischer Raum","1951","0.297563039303918","0.285901172222708","0.309224906385128"
"Angestellte, qualifizierte Tätigkeiten","1996","kein Migrationshintergrund","Laendlicher Raum","1250","0.267058384749326","0.253323745928921","0.280793023569732"
"Angestellte, qualifizierte Tätigkeiten","1996","direkter Migrationshintergrund","Staedtischer Raum","398","0.201191899631576","0.184190920175716","0.218192879087436"
"Angestellte, qualifizierte Tätigkeiten","1996","direkter Migrationshintergrund","Laendlicher Raum","81","0.187551259140695","0.151840447147176","0.223262071134215"
"Angestellte, qualifizierte Tätigkeiten","1996","indirekter Migrationshintergrund","Staedtischer Raum","97","0.171206026484896","0.136556047083898","0.205856005885894"
"Angestellte, qualifizierte Tätigkeiten","1996","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1996","kein Migrationshintergrund","Staedtischer Raum","379","0.0633089761213188","0.0570973438041565","0.069520608438481"
"Selbstständige/ManagerInnen","1996","kein Migrationshintergrund","Laendlicher Raum","243","0.0616350782910775","0.0541692275691089","0.0691009290130462"
"Selbstständige/ManagerInnen","1996","direkter Migrationshintergrund","Staedtischer Raum","68","0.0367855205554685","0.0288028644319953","0.0447681766789416"
"Selbstständige/ManagerInnen","1996","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1996","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1996","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"In Ausbildung","1996","kein Migrationshintergrund","Staedtischer Raum","454","0.0643230918823602","0.0580652969343144","0.0705808868304059"
"In Ausbildung","1996","kein Migrationshintergrund","Laendlicher Raum","334","0.0633257596651378","0.0557650260599797","0.0708864932702959"
"In Ausbildung","1996","direkter Migrationshintergrund","Staedtischer Raum","106","0.0576821486243589","0.0477950949757464","0.0675692022729714"
"In Ausbildung","1996","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"In Ausbildung","1996","indirekter Migrationshintergrund","Staedtischer Raum","164","0.386322124847128","0.341533761977901","0.431110487716355"
"In Ausbildung","1996","indirekter Migrationshintergrund","Laendlicher Raum","36","0.421473081002953","0.318884317700267","0.524061844305639"
"In Rente oder Pension","1996","kein Migrationshintergrund","Staedtischer Raum","1167","0.267714857823095","0.256420767277302","0.279008948368888"
"In Rente oder Pension","1996","kein Migrationshintergrund","Laendlicher Raum","762","0.271733850538924","0.257923764723576","0.285543936354272"
"In Rente oder Pension","1996","direkter Migrationshintergrund","Staedtischer Raum","311","0.197231962289995","0.180357453055885","0.214106471524105"
"In Rente oder Pension","1996","direkter Migrationshintergrund","Laendlicher Raum","97","0.317207057738207","0.274631761275626","0.359782354200788"
"In Rente oder Pension","1996","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"In Rente oder Pension","1996","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Arbeitslose","1996","kein Migrationshintergrund","Staedtischer Raum","314","0.0489769468298624","0.0434718331316621","0.0544820605280627"
"Arbeitslose","1996","kein Migrationshintergrund","Laendlicher Raum","375","0.0769421766113501","0.0686689269247095","0.0852154262979908"
"Arbeitslose","1996","direkter Migrationshintergrund","Staedtischer Raum","215","0.106124719604093","0.0930631849087182","0.119186254299468"
"Arbeitslose","1996","direkter Migrationshintergrund","Laendlicher Raum","47","0.0903746360358133","0.0641447556724455","0.116604516399181"
"Arbeitslose","1996","indirekter Migrationshintergrund","Staedtischer Raum","32","0.0618381038556478","0.0396823188754348","0.0839938888358609"
"Arbeitslose","1996","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1996","kein Migrationshintergrund","Staedtischer Raum","597","0.0946166470175241","0.0871508711802294","0.102082422854819"
"Sonstige Nichterwerbspersonen","1996","kein Migrationshintergrund","Laendlicher Raum","306","0.082149472687634","0.0736249942856656","0.0906739510896024"
"Sonstige Nichterwerbspersonen","1996","direkter Migrationshintergrund","Staedtischer Raum","356","0.142998460845265","0.128152649093836","0.157844272596693"
"Sonstige Nichterwerbspersonen","1996","direkter Migrationshintergrund","Laendlicher Raum","63","0.114016837590143","0.0849405485094105","0.143093126670875"
"Sonstige Nichterwerbspersonen","1996","indirekter Migrationshintergrund","Staedtischer Raum","52","0.118935645714008","0.089158710398249","0.148712581029767"
"Sonstige Nichterwerbspersonen","1996","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Beamte","1996","kein Migrationshintergrund","Staedtischer Raum","273","0.0477653561599961","0.0423252995921202","0.0532054127278721"
"Beamte","1996","kein Migrationshintergrund","Laendlicher Raum","129","0.0358196541225992","0.0300504052343357","0.0415889030108627"
"Beamte","1996","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Beamte","1996","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Beamte","1996","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Beamte","1996","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1997","kein Migrationshintergrund","Staedtischer Raum","716","0.109915964852025","0.101884241429256","0.117947688274794"
"Angestellte, einfache Tätigkeiten","1997","kein Migrationshintergrund","Laendlicher Raum","583","0.13671975798489","0.12600058963776","0.147438926332019"
"Angestellte, einfache Tätigkeiten","1997","direkter Migrationshintergrund","Staedtischer Raum","620","0.247794225752859","0.229059517700801","0.266528933804918"
"Angestellte, einfache Tätigkeiten","1997","direkter Migrationshintergrund","Laendlicher Raum","120","0.225247549096777","0.185763163935705","0.264731934257848"
"Angestellte, einfache Tätigkeiten","1997","indirekter Migrationshintergrund","Staedtischer Raum","102","0.17959833211238","0.145330313919786","0.213866350304975"
"Angestellte, einfache Tätigkeiten","1997","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1997","kein Migrationshintergrund","Staedtischer Raum","1861","0.288001625892916","0.276373765159483","0.299629486626349"
"Angestellte, qualifizierte Tätigkeiten","1997","kein Migrationshintergrund","Laendlicher Raum","1191","0.255056429855355","0.241456102033081","0.268656757677628"
"Angestellte, qualifizierte Tätigkeiten","1997","direkter Migrationshintergrund","Staedtischer Raum","371","0.203348244936976","0.185882485258657","0.220814004615295"
"Angestellte, qualifizierte Tätigkeiten","1997","direkter Migrationshintergrund","Laendlicher Raum","79","0.171792496047972","0.136140361349853","0.20744463074609"
"Angestellte, qualifizierte Tätigkeiten","1997","indirekter Migrationshintergrund","Staedtischer Raum","94","0.177545386247979","0.143431182572113","0.211659589923845"
"Angestellte, qualifizierte Tätigkeiten","1997","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1997","kein Migrationshintergrund","Staedtischer Raum","391","0.0643493300642882","0.0580485875482902","0.0706500725802863"
"Selbstständige/ManagerInnen","1997","kein Migrationshintergrund","Laendlicher Raum","236","0.0594716732685588","0.0520924513797991","0.0668508951573186"
"Selbstständige/ManagerInnen","1997","direkter Migrationshintergrund","Staedtischer Raum","62","0.0348501921567588","0.0268916602802849","0.0428087240332327"
"Selbstständige/ManagerInnen","1997","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1997","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1997","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"In Ausbildung","1997","kein Migrationshintergrund","Staedtischer Raum","468","0.0652220809395977","0.0588817139097613","0.0715624479694342"
"In Ausbildung","1997","kein Migrationshintergrund","Laendlicher Raum","342","0.066278888675896","0.0585170296863401","0.0740407476654518"
"In Ausbildung","1997","direkter Migrationshintergrund","Staedtischer Raum","93","0.0542181188691051","0.044391576639531","0.0640446610986792"
"In Ausbildung","1997","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"In Ausbildung","1997","indirekter Migrationshintergrund","Staedtischer Raum","179","0.393679766600975","0.350063634471793","0.437295898730157"
"In Ausbildung","1997","indirekter Migrationshintergrund","Laendlicher Raum","32","0.35963325102671","0.257008349351026","0.462258152702395"
"In Rente oder Pension","1997","kein Migrationshintergrund","Staedtischer Raum","1211","0.277961049111507","0.266457413006019","0.289464685216996"
"In Rente oder Pension","1997","kein Migrationshintergrund","Laendlicher Raum","763","0.273485122120401","0.25957731499011","0.287392929250692"
"In Rente oder Pension","1997","direkter Migrationshintergrund","Staedtischer Raum","312","0.201371506770352","0.183969296274677","0.218773717266027"
"In Rente oder Pension","1997","direkter Migrationshintergrund","Laendlicher Raum","96","0.327549783925065","0.283190697773174","0.371908870076955"
