"beruf","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Angestellte, qualifizierte Tätigkeiten","1991","35-65 J.","West","1334","0.314392881911974","0.301181453916316","0.327604309907633"
"Angestellte, qualifizierte Tätigkeiten","1991","35-65 J.","Ost","1092","0.469398007868341","0.448679994167342","0.490116021569339"
"Angestellte, qualifizierte Tätigkeiten","1991","66 und älter","West","","","",""
"Angestellte, qualifizierte Tätigkeiten","1991","66 und älter","Ost","","","",""
"Selbstständige/ManagerInnen","1991","16-34 J.","West","111","0.0332141219299496","0.0273807371740124","0.0390475066858869"
"Selbstständige/ManagerInnen","1991","16-34 J.","Ost","38","0.0271535720551194","0.01896935001308","0.0353377940971588"
"Selbstständige/ManagerInnen","1991","35-65 J.","West","384","0.0888055052439849","0.0807107962735463","0.0969002142144235"
"Selbstständige/ManagerInnen","1991","35-65 J.","Ost","139","0.0590437936148888","0.0492587021595508","0.0688288850702268"
"Selbstständige/ManagerInnen","1991","66 und älter","West","","","",""
"Selbstständige/ManagerInnen","1991","66 und älter","Ost","","","",""
"In Ausbildung","1991","16-34 J.","West","867","0.239405940365028","0.225514796430677","0.253297084299379"
"In Ausbildung","1991","16-34 J.","Ost","246","0.144842660958673","0.127120648578066","0.16256467333928"
"In Ausbildung","1991","35-65 J.","West","","","",""
"In Ausbildung","1991","35-65 J.","Ost","","","",""
"In Ausbildung","1991","66 und älter","West","","","",""
"In Ausbildung","1991","66 und älter","Ost","","","",""
"In Rente oder Pension","1991","16-34 J.","West","","","",""
"In Rente oder Pension","1991","16-34 J.","Ost","","","",""
"In Rente oder Pension","1991","35-65 J.","West","490","0.126184825462776","0.116735754562821","0.135633896362731"
"In Rente oder Pension","1991","35-65 J.","Ost","300","0.165662547553919","0.150228632909542","0.181096462198296"
"In Rente oder Pension","1991","66 und älter","West","990","0.953230287996884","0.940477205476824","0.965983370516944"
"In Rente oder Pension","1991","66 und älter","Ost","352","0.905349507757431","0.876334059410233","0.934364956104629"
"Arbeitslose","1991","16-34 J.","West","113","0.0284917384660415","0.0230757614928946","0.0339077154391883"
"Arbeitslose","1991","16-34 J.","Ost","144","0.100419136023597","0.0852845648837578","0.115553707163437"
"Arbeitslose","1991","35-65 J.","West","161","0.0295295812541099","0.0247123716216035","0.0343467908866163"
"Arbeitslose","1991","35-65 J.","Ost","189","0.0869328355543991","0.0752368629574386","0.0986288081513596"
"Arbeitslose","1991","66 und älter","West","","","",""
"Arbeitslose","1991","66 und älter","Ost","","","",""
"Sonstige Nichterwerbspersonen","1991","16-34 J.","West","496","0.116780836598592","0.106326075375923","0.127235597821261"
"Sonstige Nichterwerbspersonen","1991","16-34 J.","Ost","97","0.0739467718918577","0.0607696865244749","0.0871238572592404"
"Sonstige Nichterwerbspersonen","1991","35-65 J.","West","799","0.161321250894951","0.150854319908242","0.171788181881659"
"Sonstige Nichterwerbspersonen","1991","35-65 J.","Ost","68","0.0315969761858202","0.0243351828247476","0.0388587695468928"
"Sonstige Nichterwerbspersonen","1991","66 und älter","West","","","",""
"Sonstige Nichterwerbspersonen","1991","66 und älter","Ost","","","",""
"Beamte","1991","16-34 J.","West","128","0.0440599253871366","0.0373790818875119","0.0507407688867614"
"Beamte","1991","16-34 J.","Ost","","","",""
"Beamte","1991","35-65 J.","West","250","0.0658236235956946","0.0587672578280992","0.07287998936329"
"Beamte","1991","35-65 J.","Ost","","","",""
"Beamte","1991","66 und älter","West","","","",""
"Beamte","1991","66 und älter","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1992","16-34 J.","West","788","0.179413535855352","0.166842906572921","0.191984165137783"
"Angestellte, einfache Tätigkeiten","1992","16-34 J.","Ost","226","0.16768582040267","0.148046226309641","0.1873254144957"
"Angestellte, einfache Tätigkeiten","1992","35-65 J.","West","1224","0.201716295600914","0.190231829936747","0.213200761265081"
"Angestellte, einfache Tätigkeiten","1992","35-65 J.","Ost","361","0.151142348024577","0.136140783650765","0.166143912398388"
"Angestellte, einfache Tätigkeiten","1992","66 und älter","West","","","",""
"Angestellte, einfache Tätigkeiten","1992","66 und älter","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1992","16-34 J.","West","1073","0.348942306197919","0.33332688176194","0.364557730633898"
"Angestellte, qualifizierte Tätigkeiten","1992","16-34 J.","Ost","540","0.402174827427","0.376397657653215","0.427951997200785"
"Angestellte, qualifizierte Tätigkeiten","1992","35-65 J.","West","1357","0.316928714798697","0.303612662907521","0.330244766689872"
"Angestellte, qualifizierte Tätigkeiten","1992","35-65 J.","Ost","937","0.389729612072305","0.369304291340812","0.410154932803798"
"Angestellte, qualifizierte Tätigkeiten","1992","66 und älter","West","","","",""
"Angestellte, qualifizierte Tätigkeiten","1992","66 und älter","Ost","","","",""
"Selbstständige/ManagerInnen","1992","16-34 J.","West","110","0.0315014446711472","0.0257789952069904","0.0372238941353041"
"Selbstständige/ManagerInnen","1992","16-34 J.","Ost","41","0.0257429429894623","0.017417515005066","0.0340683709738585"
"Selbstständige/ManagerInnen","1992","35-65 J.","West","388","0.0935155067066259","0.0851828464484867","0.101848166964765"
"Selbstständige/ManagerInnen","1992","35-65 J.","Ost","138","0.0627806626948436","0.052621460552524","0.0729398648371632"
"Selbstständige/ManagerInnen","1992","66 und älter","West","","","",""
"Selbstständige/ManagerInnen","1992","66 und älter","Ost","","","",""
"In Ausbildung","1992","16-34 J.","West","839","0.239693089647862","0.22570722028085","0.253678959014874"
"In Ausbildung","1992","16-34 J.","Ost","297","0.184406511558321","0.164018930913364","0.204794092203278"
"In Ausbildung","1992","35-65 J.","West","","","",""
"In Ausbildung","1992","35-65 J.","Ost","","","",""
"In Ausbildung","1992","66 und älter","West","","","",""
"In Ausbildung","1992","66 und älter","Ost","","","",""
"In Rente oder Pension","1992","16-34 J.","West","","","",""
"In Rente oder Pension","1992","16-34 J.","Ost","","","",""
"In Rente oder Pension","1992","35-65 J.","West","495","0.124728642206721","0.115272453606809","0.134184830806632"
"In Rente oder Pension","1992","35-65 J.","Ost","375","0.21988317740519","0.202537076946493","0.237229277863888"
"In Rente oder Pension","1992","66 und älter","West","1005","0.962203390262391","0.950706762712628","0.973700017812154"
"In Rente oder Pension","1992","66 und älter","Ost","384","0.980227580597333","0.966428406997046","0.994026754197619"
"Arbeitslose","1992","16-34 J.","West","126","0.0310933695483817","0.0254069080887144","0.0367798310080489"
"Arbeitslose","1992","16-34 J.","Ost","203","0.158890614700908","0.139672266710467","0.178108962691349"
"Arbeitslose","1992","35-65 J.","West","204","0.0381077378405156","0.0326283572166142","0.0435871184644171"
"Arbeitslose","1992","35-65 J.","Ost","317","0.151408299274381","0.1363958945495","0.166420703999262"
"Arbeitslose","1992","66 und älter","West","","","",""
"Arbeitslose","1992","66 und älter","Ost","","","",""
"Sonstige Nichterwerbspersonen","1992","16-34 J.","West","522","0.129440209336168","0.118442527605047","0.140437891067289"
"Sonstige Nichterwerbspersonen","1992","16-34 J.","Ost","62","0.0473635393572389","0.0361968003718419","0.0585302783426358"
"Sonstige Nichterwerbspersonen","1992","35-65 J.","West","762","0.157324437320696","0.14690390360519","0.167744971036202"
"Sonstige Nichterwerbspersonen","1992","35-65 J.","Ost","","","",""
"Sonstige Nichterwerbspersonen","1992","66 und älter","West","","","",""
"Sonstige Nichterwerbspersonen","1992","66 und älter","Ost","","","",""
"Beamte","1992","16-34 J.","West","115","0.0375650709685113","0.0313356879196973","0.0437944540173252"
"Beamte","1992","16-34 J.","Ost","","","",""
"Beamte","1992","35-65 J.","West","241","0.0634663957338048","0.056488969240589","0.0704438222270206"
"Beamte","1992","35-65 J.","Ost","","","",""
"Beamte","1992","66 und älter","West","","","",""
"Beamte","1992","66 und älter","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1993","16-34 J.","West","764","0.179236144823627","0.166635115986363","0.19183717366089"
"Angestellte, einfache Tätigkeiten","1993","16-34 J.","Ost","232","0.181768345594969","0.161010914995765","0.202525776194173"
"Angestellte, einfache Tätigkeiten","1993","35-65 J.","West","1257","0.216455508829128","0.204577674072948","0.228333343585309"
"Angestellte, einfache Tätigkeiten","1993","35-65 J.","Ost","317","0.137068087794934","0.122397064171491","0.151739111418377"
"Angestellte, einfache Tätigkeiten","1993","66 und älter","West","","","",""
"Angestellte, einfache Tätigkeiten","1993","66 und älter","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1993","16-34 J.","West","1058","0.339338973715424","0.323783246747183","0.354894700683665"
"Angestellte, qualifizierte Tätigkeiten","1993","16-34 J.","Ost","466","0.357554691149142","0.331757902217497","0.383351480080787"
"Angestellte, qualifizierte Tätigkeiten","1993","35-65 J.","West","1272","0.301740016556044","0.288501291628738","0.31497874148335"
"Angestellte, qualifizierte Tätigkeiten","1993","35-65 J.","Ost","849","0.362767764323216","0.342257692211846","0.383277836434587"
"Angestellte, qualifizierte Tätigkeiten","1993","66 und älter","West","","","",""
"Angestellte, qualifizierte Tätigkeiten","1993","66 und älter","Ost","","","",""
"Selbstständige/ManagerInnen","1993","16-34 J.","West","132","0.0397798873210563","0.0333589080106603","0.0462008666314523"
"Selbstständige/ManagerInnen","1993","16-34 J.","Ost","54","0.0410914074976849","0.0304072460309053","0.0517755689644644"
"Selbstständige/ManagerInnen","1993","35-65 J.","West","376","0.0933708144526658","0.0849792767922076","0.101762352113124"
"Selbstständige/ManagerInnen","1993","35-65 J.","Ost","137","0.0616117788938417","0.0513546190762013","0.0718689387114821"
"Selbstständige/ManagerInnen","1993","66 und älter","West","","","",""
"Selbstständige/ManagerInnen","1993","66 und älter","Ost","","","",""
"In Ausbildung","1993","16-34 J.","West","798","0.233264631574008","0.219370503659975","0.247158759488042"
"In Ausbildung","1993","16-34 J.","Ost","316","0.214078610948024","0.192000977310786","0.236156244585263"
"In Ausbildung","1993","35-65 J.","West","","","",""
"In Ausbildung","1993","35-65 J.","Ost","","","",""
"In Ausbildung","1993","66 und älter","West","","","",""
"In Ausbildung","1993","66 und älter","Ost","","","",""
"In Rente oder Pension","1993","16-34 J.","West","","","",""
"In Rente oder Pension","1993","16-34 J.","Ost","","","",""
"In Rente oder Pension","1993","35-65 J.","West","490","0.121497827085358","0.112075095887086","0.13092055828363"
"In Rente oder Pension","1993","35-65 J.","Ost","395","0.232831126301592","0.214802195126089","0.250860057477094"
"In Rente oder Pension","1993","66 und älter","West","1031","0.961595538578636","0.950150403516827","0.973040673640446"
"In Rente oder Pension","1993","66 und älter","Ost","384","0.987304702833502","0.976164854793063","0.99844455087394"
"Arbeitslose","1993","16-34 J.","West","188","0.0496253445638685","0.0424905201838861","0.0567601689438509"
"Arbeitslose","1993","16-34 J.","Ost","179","0.138557007646503","0.119961679442704","0.157152335850302"
"Arbeitslose","1993","35-65 J.","West","208","0.0409832759918006","0.0352653628688531","0.0467011891147481"
"Arbeitslose","1993","35-65 J.","Ost","335","0.174664252244785","0.158467746965893","0.190860757523677"
"Arbeitslose","1993","66 und älter","West","","","",""
"Arbeitslose","1993","66 und älter","Ost","","","",""
"Sonstige Nichterwerbspersonen","1993","16-34 J.","West","502","0.120618687656002","0.109918780417816","0.131318594894189"
"Sonstige Nichterwerbspersonen","1993","16-34 J.","Ost","55","0.0447572753072011","0.033628047854145","0.0558865027602572"
"Sonstige Nichterwerbspersonen","1993","35-65 J.","West","738","0.15227937119807","0.141916787772134","0.162641954624006"
"Sonstige Nichterwerbspersonen","1993","35-65 J.","Ost","36","0.0146932237481256","0.00956049568901413","0.019825951807237"
"Sonstige Nichterwerbspersonen","1993","66 und älter","West","","","",""
"Sonstige Nichterwerbspersonen","1993","66 und älter","Ost","","","",""
"Beamte","1993","16-34 J.","West","112","0.0367051971156697","0.0305274875624976","0.0428829066688418"
"Beamte","1993","16-34 J.","Ost","","","",""
"Beamte","1993","35-65 J.","West","262","0.0705702387657135","0.0631837131613847","0.0779567643700424"
"Beamte","1993","35-65 J.","Ost","","","",""
"Beamte","1993","66 und älter","West","","","",""
"Beamte","1993","66 und älter","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1994","16-34 J.","West","696","0.166744276404707","0.154428747210559","0.179059805598855"
"Angestellte, einfache Tätigkeiten","1994","16-34 J.","Ost","183","0.143596338657299","0.124332411375686","0.162860265938912"
"Angestellte, einfache Tätigkeiten","1994","35-65 J.","West","1103","0.20135079201589","0.189604271335906","0.213097312695874"
"Angestellte, einfache Tätigkeiten","1994","35-65 J.","Ost","303","0.127786679974475","0.113514645503462","0.142058714445489"
"Angestellte, einfache Tätigkeiten","1994","66 und älter","West","","","",""
"Angestellte, einfache Tätigkeiten","1994","66 und älter","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1994","16-34 J.","West","1080","0.34227158867613","0.326595158082572","0.357948019269689"
"Angestellte, qualifizierte Tätigkeiten","1994","16-34 J.","Ost","456","0.382365354493715","0.355669797840416","0.409060911147013"
"Angestellte, qualifizierte Tätigkeiten","1994","35-65 J.","West","1266","0.303967160723676","0.290493588879595","0.317440732567757"
"Angestellte, qualifizierte Tätigkeiten","1994","35-65 J.","Ost","868","0.375956963347795","0.355250397753654","0.396663528941937"
"Angestellte, qualifizierte Tätigkeiten","1994","66 und älter","West","","","",""
"Angestellte, qualifizierte Tätigkeiten","1994","66 und älter","Ost","","","",""
"Selbstständige/ManagerInnen","1994","16-34 J.","West","141","0.043058081743005","0.0363513862850902","0.0497647772009197"
"Selbstständige/ManagerInnen","1994","16-34 J.","Ost","44","0.0344835659266706","0.0244600563611252","0.044507075492216"
"Selbstständige/ManagerInnen","1994","35-65 J.","West","364","0.0886023947986869","0.0802784112045575","0.0969263783928162"
"Selbstständige/ManagerInnen","1994","35-65 J.","Ost","140","0.066244614277009","0.0556124033715379","0.07687682518248"
"Selbstständige/ManagerInnen","1994","66 und älter","West","","","",""
"Selbstständige/ManagerInnen","1994","66 und älter","Ost","","","",""
"In Ausbildung","1994","16-34 J.","West","718","0.214497206593209","0.200935225178934","0.228059188007484"
"In Ausbildung","1994","16-34 J.","Ost","316","0.207688590002138","0.185404845863777","0.2299723341405"
"In Ausbildung","1994","35-65 J.","West","","","",""
"In Ausbildung","1994","35-65 J.","Ost","","","",""
"In Ausbildung","1994","66 und älter","West","","","",""
"In Ausbildung","1994","66 und älter","Ost","","","",""
"In Rente oder Pension","1994","16-34 J.","West","","","",""
"In Rente oder Pension","1994","16-34 J.","Ost","","","",""
"In Rente oder Pension","1994","35-65 J.","West","479","0.121937791464456","0.112352918767886","0.131522664161026"
"In Rente oder Pension","1994","35-65 J.","Ost","368","0.216061340507311","0.198467473318418","0.233655207696205"
"In Rente oder Pension","1994","66 und älter","West","1036","0.957155639261407","0.945155741528034","0.96915553699478"
"In Rente oder Pension","1994","66 und älter","Ost","395","0.990599635151662","0.981119206115648","1.00008006418768"
"Arbeitslose","1994","16-34 J.","West","246","0.061600437406542","0.0536567114405814","0.0695441633725025"
"Arbeitslose","1994","16-34 J.","Ost","171","0.145986370175064","0.126589911505999","0.165382828844128"
"Arbeitslose","1994","35-65 J.","West","267","0.0564225280374481","0.0496637280267902","0.0631813280481059"
"Arbeitslose","1994","35-65 J.","Ost","348","0.180085675610629","0.163658777747362","0.196512573473896"
"Arbeitslose","1994","66 und älter","West","","","",""
"Arbeitslose","1994","66 und älter","Ost","","","",""
"Sonstige Nichterwerbspersonen","1994","16-34 J.","West","502","0.124249457274076","0.113350726730547","0.135148187817604"
"Sonstige Nichterwerbspersonen","1994","16-34 J.","Ost","77","0.0659234776980485","0.0522919298501518","0.0795550255459451"
"Sonstige Nichterwerbspersonen","1994","35-65 J.","West","726","0.153565156762426","0.143004336437583","0.164125977087268"
"Sonstige Nichterwerbspersonen","1994","35-65 J.","Ost","32","0.0150629985014302","0.00985594933834295","0.0202700476645175"
"Sonstige Nichterwerbspersonen","1994","66 und älter","West","31","0.0220237816409375","0.0133271810771094","0.0307203822047657"
"Sonstige Nichterwerbspersonen","1994","66 und älter","Ost","","","",""
"Beamte","1994","16-34 J.","West","126","0.0442246044620715","0.0374318117890018","0.0510173971351411"
"Beamte","1994","16-34 J.","Ost","","","",""
"Beamte","1994","35-65 J.","West","258","0.0707583395207891","0.0632471677070863","0.078269511334492"
"Beamte","1994","35-65 J.","Ost","","","",""
"Beamte","1994","66 und älter","West","","","",""
"Beamte","1994","66 und älter","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1995","16-34 J.","West","746","0.172287771840656","0.16010838709443","0.184467156586882"
"Angestellte, einfache Tätigkeiten","1995","16-34 J.","Ost","223","0.189972718757769","0.168050173400293","0.211895264115245"
"Angestellte, einfache Tätigkeiten","1995","35-65 J.","West","1164","0.191602301612018","0.180428937101766","0.20277566612227"
"Angestellte, einfache Tätigkeiten","1995","35-65 J.","Ost","335","0.14942988520945","0.134027102209269","0.164832668209632"
"Angestellte, einfache Tätigkeiten","1995","66 und älter","West","","","",""
"Angestellte, einfache Tätigkeiten","1995","66 und älter","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1995","16-34 J.","West","1153","0.337610914800462","0.32235903899027","0.352862790610654"
"Angestellte, qualifizierte Tätigkeiten","1995","16-34 J.","Ost","397","0.340394293009801","0.313913628895811","0.366874957123791"
"Angestellte, qualifizierte Tätigkeiten","1995","35-65 J.","West","1370","0.312068657401809","0.298914328496034","0.325222986307585"
"Angestellte, qualifizierte Tätigkeiten","1995","35-65 J.","Ost","846","0.372630022215295","0.351740611296562","0.393519433134027"
"Angestellte, qualifizierte Tätigkeiten","1995","66 und älter","West","","","",""
"Angestellte, qualifizierte Tätigkeiten","1995","66 und älter","Ost","","","",""
"Selbstständige/ManagerInnen","1995","16-34 J.","West","127","0.0347022948941052","0.0287993575694263","0.0406052322187841"
"Selbstständige/ManagerInnen","1995","16-34 J.","Ost","44","0.0424991711493438","0.031225760042293","0.0537725822563946"
"Selbstständige/ManagerInnen","1995","35-65 J.","West","368","0.0848041751734782","0.0768948996561022","0.0927134506908543"
"Selbstständige/ManagerInnen","1995","35-65 J.","Ost","149","0.0705685226642334","0.0595038235879442","0.0816332217405225"
"Selbstständige/ManagerInnen","1995","66 und älter","West","","","",""
"Selbstständige/ManagerInnen","1995","66 und älter","Ost","","","",""
"In Ausbildung","1995","16-34 J.","West","797","0.233488553185962","0.219844275275758","0.247132831096166"
"In Ausbildung","1995","16-34 J.","Ost","326","0.215801901209289","0.192812055264066","0.238791747154513"
"In Ausbildung","1995","35-65 J.","West","","","",""
"In Ausbildung","1995","35-65 J.","Ost","","","",""
"In Ausbildung","1995","66 und älter","West","","","",""
"In Ausbildung","1995","66 und älter","Ost","","","",""
"In Rente oder Pension","1995","16-34 J.","West","","","",""
"In Rente oder Pension","1995","16-34 J.","Ost","","","",""
"In Rente oder Pension","1995","35-65 J.","West","503","0.123766859185214","0.11441747309804","0.133116245272387"
"In Rente oder Pension","1995","35-65 J.","Ost","359","0.220761136965384","0.202841796591818","0.238680477338951"
"In Rente oder Pension","1995","66 und älter","West","1048","0.94918642838737","0.936307280639075","0.962065576135666"
"In Rente oder Pension","1995","66 und älter","Ost","402","0.988094765060589","0.977531726535406","0.998657803585772"
"Arbeitslose","1995","16-34 J.","West","228","0.0593735666996079","0.0517516605643414","0.0669954728348744"
"Arbeitslose","1995","16-34 J.","Ost","132","0.114772866106914","0.0969596429956291","0.1325860892182"
"Arbeitslose","1995","35-65 J.","West","339","0.065971754479157","0.0589243354642527","0.0730191734940613"
"Arbeitslose","1995","35-65 J.","Ost","295","0.153366203807494","0.13779801678728","0.168934390827708"
"Arbeitslose","1995","66 und älter","West","","","",""
"Arbeitslose","1995","66 und älter","Ost","","","",""
"Sonstige Nichterwerbspersonen","1995","16-34 J.","West","520","0.122378137721278","0.111808403332067","0.13294787211049"
"Sonstige Nichterwerbspersonen","1995","16-34 J.","Ost","80","0.0707434644822856","0.0564147737306275","0.0850721552339438"
"Sonstige Nichterwerbspersonen","1995","35-65 J.","West","737","0.14771895898859","0.137645454018238","0.157792463958942"
"Sonstige Nichterwerbspersonen","1995","35-65 J.","Ost","32","0.0138519530804553","0.00880241128561438","0.0189014948752962"
"Sonstige Nichterwerbspersonen","1995","66 und älter","West","36","0.0219062856667235","0.0133221591109813","0.0304904122224657"
"Sonstige Nichterwerbspersonen","1995","66 und älter","Ost","","","",""
"Beamte","1995","16-34 J.","West","114","0.0382348853997265","0.0320501255103638","0.0444196452890891"
"Beamte","1995","16-34 J.","Ost","","","",""
"Beamte","1995","35-65 J.","West","261","0.0689091911962612","0.0617179199844123","0.0761004624081102"
"Beamte","1995","35-65 J.","Ost","","","",""
"Beamte","1995","66 und älter","West","","","",""
"Beamte","1995","66 und älter","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1996","16-34 J.","West","709","0.175925616725476","0.163416350218615","0.188434883232337"
"Angestellte, einfache Tätigkeiten","1996","16-34 J.","Ost","160","0.141113284750569","0.12134158059027","0.160884988910868"
"Angestellte, einfache Tätigkeiten","1996","35-65 J.","West","1096","0.18722296527765","0.176019296944279","0.198426633611021"
"Angestellte, einfache Tätigkeiten","1996","35-65 J.","Ost","297","0.133450836160415","0.118815558428531","0.1480861138923"
"Angestellte, einfache Tätigkeiten","1996","66 und älter","West","","","",""
"Angestellte, einfache Tätigkeiten","1996","66 und älter","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1996","16-34 J.","West","1114","0.336135633258056","0.320616014337395","0.351655252178717"
"Angestellte, qualifizierte Tätigkeiten","1996","16-34 J.","Ost","397","0.350959057665639","0.323853616220415","0.378064499110863"
"Angestellte, qualifizierte Tätigkeiten","1996","35-65 J.","West","1408","0.322732684974474","0.309305143387561","0.336160226561388"
"Angestellte, qualifizierte Tätigkeiten","1996","35-65 J.","Ost","865","0.379289054682269","0.358406983496457","0.40017112586808"
"Angestellte, qualifizierte Tätigkeiten","1996","66 und älter","West","","","",""
"Angestellte, qualifizierte Tätigkeiten","1996","66 und älter","Ost","","","",""
"Selbstständige/ManagerInnen","1996","16-34 J.","West","135","0.0385059142803476","0.0321843999693801","0.0448274285913152"
"Selbstständige/ManagerInnen","1996","16-34 J.","Ost","42","0.0415594538332151","0.03022476205335","0.0528941456130801"
"Selbstständige/ManagerInnen","1996","35-65 J.","West","369","0.0883432921282936","0.0801925448505584","0.0964940394060288"
"Selbstständige/ManagerInnen","1996","35-65 J.","Ost","150","0.0688524016303681","0.0579552617572223","0.0797495415035139"
"Selbstständige/ManagerInnen","1996","66 und älter","West","","","",""
"Selbstständige/ManagerInnen","1996","66 und älter","Ost","","","",""
"In Ausbildung","1996","16-34 J.","West","728","0.22069478675087","0.207069867879953","0.234319705621787"
"In Ausbildung","1996","16-34 J.","Ost","338","0.233883395856293","0.20984312573257","0.257923665980016"
"In Ausbildung","1996","35-65 J.","West","","","",""
"In Ausbildung","1996","35-65 J.","Ost","","","",""
"In Ausbildung","1996","66 und älter","West","","","",""
"In Ausbildung","1996","66 und älter","Ost","","","",""
"In Rente oder Pension","1996","16-34 J.","West","","","",""
"In Rente oder Pension","1996","16-34 J.","Ost","","","",""
"In Rente oder Pension","1996","35-65 J.","West","505","0.128576008586196","0.118962327789438","0.138189689382954"
"In Rente oder Pension","1996","35-65 J.","Ost","354","0.221726737879242","0.203848743189443","0.239604732569042"
"In Rente oder Pension","1996","66 und älter","West","1055","0.946707650948042","0.933605533281133","0.959809768614951"
"In Rente oder Pension","1996","66 und älter","Ost","414","0.993058824965229","0.985099725433359","1.0010179244971"
"Arbeitslose","1996","16-34 J.","West","221","0.0595154475128672","0.0517426960334276","0.0672881989923069"
"Arbeitslose","1996","16-34 J.","Ost","134","0.119801709317222","0.101359456215918","0.138243962418526"
"Arbeitslose","1996","35-65 J.","West","326","0.0683298558502128","0.0610833055087212","0.0755764061917045"
"Arbeitslose","1996","35-65 J.","Ost","312","0.15386170901554","0.138333203326391","0.169390214704689"
"Arbeitslose","1996","66 und älter","West","","","",""
"Arbeitslose","1996","66 und älter","Ost","","","",""
"Sonstige Nichterwerbspersonen","1996","16-34 J.","West","531","0.129705344897593","0.118667197436453","0.140743492358732"
"Sonstige Nichterwerbspersonen","1996","16-34 J.","Ost","90","0.0857341858082948","0.0698338804524179","0.101634491164172"
"Sonstige Nichterwerbspersonen","1996","35-65 J.","West","682","0.135763539661634","0.125925629768557","0.14560144955471"
"Sonstige Nichterwerbspersonen","1996","35-65 J.","Ost","43","0.0185474385794448","0.0127408595383812","0.0243540176205085"
"Sonstige Nichterwerbspersonen","1996","66 und älter","West","36","0.0228770970070388","0.0141558984673923","0.0315982955466854"
"Sonstige Nichterwerbspersonen","1996","66 und älter","Ost","","","",""
"Beamte","1996","16-34 J.","West","112","0.0377312432299218","0.0314711205055895","0.0439913659542541"
"Beamte","1996","16-34 J.","Ost","","","",""
"Beamte","1996","35-65 J.","West","244","0.0640874177458547","0.0570534722052529","0.0711213632864566"
"Beamte","1996","35-65 J.","Ost","31","0.0131351781393466","0.00823524072825906","0.0180351155504341"
"Beamte","1996","66 und älter","West","","","",""
"Beamte","1996","66 und älter","Ost","","","",""
"Angestellte, einfache Tätigkeiten","1997","16-34 J.","West","658","0.163479588504085","0.151116460549036","0.175842716459133"
"Angestellte, einfache Tätigkeiten","1997","16-34 J.","Ost","150","0.143070737721787","0.12291242083655","0.163229054607023"
"Angestellte, einfache Tätigkeiten","1997","35-65 J.","West","1051","0.187685666468749","0.176402089728916","0.198969243208582"
"Angestellte, einfache Tätigkeiten","1997","35-65 J.","Ost","293","0.127398799277433","0.112898275163784","0.141899323391082"
"Angestellte, einfache Tätigkeiten","1997","66 und älter","West","","","",""
"Angestellte, einfache Tätigkeiten","1997","66 und älter","Ost","","","",""
"Angestellte, qualifizierte Tätigkeiten","1997","16-34 J.","West","1070","0.332000896261415","0.316256866831674","0.347744925691156"
"Angestellte, qualifizierte Tätigkeiten","1997","16-34 J.","Ost","356","0.316633172407807","0.289853113638333","0.343413231177281"
"Angestellte, qualifizierte Tätigkeiten","1997","35-65 J.","West","1365","0.315169753283016","0.301744177889061","0.32859532867697"
"Angestellte, qualifizierte Tätigkeiten","1997","35-65 J.","Ost","819","0.362974874666117","0.342062194655104","0.383887554677129"
"Angestellte, qualifizierte Tätigkeiten","1997","66 und älter","West","","","",""
"Angestellte, qualifizierte Tätigkeiten","1997","66 und älter","Ost","","","",""
"Selbstständige/ManagerInnen","1997","16-34 J.","West","132","0.0391621177668386","0.0326770208895191","0.0456472146441582"
"Selbstständige/ManagerInnen","1997","16-34 J.","Ost","42","0.0453192848115052","0.033344244839752","0.0572943247832584"
"Selbstständige/ManagerInnen","1997","35-65 J.","West","359","0.0845665070897085","0.0765260308921863","0.0926069832872307"
"Selbstständige/ManagerInnen","1997","35-65 J.","Ost","159","0.0765488822088557","0.0649859092057223","0.088111855211989"
"Selbstständige/ManagerInnen","1997","66 und älter","West","","","",""
"Selbstständige/ManagerInnen","1997","66 und älter","Ost","","","",""
"In Ausbildung","1997","16-34 J.","West","737","0.23243968919208","0.218318550354165","0.246560828029995"
"In Ausbildung","1997","16-34 J.","Ost","355","0.253696301753595","0.228645522610076","0.278747080897115"
"In Ausbildung","1997","35-65 J.","West","","","",""
"In Ausbildung","1997","35-65 J.","Ost","","","",""
"In Ausbildung","1997","66 und älter","West","","","",""
"In Ausbildung","1997","66 und älter","Ost","","","",""
"In Rente oder Pension","1997","16-34 J.","West","","","",""
"In Rente oder Pension","1997","16-34 J.","Ost","","","",""
"In Rente oder Pension","1997","35-65 J.","West","526","0.134202596726337","0.12435210809197","0.144053085360705"
"In Rente oder Pension","1997","35-65 J.","Ost","339","0.218781374531565","0.200801585271775","0.236761163791355"
"In Rente oder Pension","1997","66 und älter","West","1079","0.951735414749942","0.939326660418537","0.964144169081347"
