"beruf","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","118","0.12527838404219","0.102267276212141","0.14828949187224"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","31","0.0251408745381024","0.0140471214782884","0.0362346275979165"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","67","0.0707338653927514","0.0537367146641238","0.0877310161213791"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","44","0.0452087998762796","0.0305815415034458","0.0598360582491134"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1106","0.210456486385822","0.199208191366119","0.221704781405524"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","251","0.14497788882185","0.126112767918551","0.16384300972515"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","650","0.363693715662898","0.340892865506124","0.386494565819672"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","548","0.38201900847758","0.356512750433866","0.407525266521294"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","209","0.306718265811792","0.274663749664548","0.338772781959036"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","39","0.331380505793917","0.248863002326507","0.413898009261327"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","283","0.342489739359817","0.308862406466275","0.376117072253359"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","470","0.495742770508282","0.462595586730385","0.528889954286179"
"Selbstständige/ManagerInnen","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","245","0.0492763449104776","0.0433037384619341","0.055248951359021"
"Selbstständige/ManagerInnen","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","36","0.0243487529213002","0.0160901668827218","0.0326073389598787"
"Selbstständige/ManagerInnen","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","94","0.0551788527771766","0.0443567620173277","0.0660009435370255"
"Selbstständige/ManagerInnen","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","70","0.0453231285267079","0.0344035759199299","0.056242681133486"
"Selbstständige/ManagerInnen","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","47","0.0664414016182497","0.0491291039358436","0.0837536993006558"
"Selbstständige/ManagerInnen","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","118","0.162591081290988","0.13644331924513","0.188738843336846"
"Selbstständige/ManagerInnen","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","84","0.0941477302265387","0.0747868102350534","0.113508650218024"
"In Ausbildung","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","143","0.317325936814565","0.284557424365545","0.350094449263585"
"In Ausbildung","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","67","0.768266067273094","0.676378612189383","0.860153522356805"
"In Ausbildung","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","185","0.0263639743755927","0.0219429667539502","0.0307849819972352"
"In Ausbildung","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","198","0.0851030278885726","0.0718776333402802","0.098328422436865"
"In Ausbildung","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","175","0.12370485831841","0.106421215438698","0.140988501198122"
"In Ausbildung","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","228","0.259605038969694","0.229129400505937","0.290080677433451"
"In Ausbildung","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","53","0.334157892824844","0.251467591530489","0.416848194119198"
"In Ausbildung","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","87","0.108092778681351","0.0862325137777562","0.129953043584946"
"In Rente oder Pension","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1116","0.318715358388963","0.305857065884075","0.33157365089385"
"In Rente oder Pension","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","587","0.534517785619014","0.507790635041859","0.56124493619617"
"In Rente oder Pension","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","200","0.188434825578574","0.169899837029231","0.206969814127917"
"In Rente oder Pension","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","62","0.0652749138694688","0.0523081438836507","0.0782416838552869"
"In Rente oder Pension","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","51","0.0953013556912396","0.0748902733000042","0.115712438082475"
"In Rente oder Pension","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","89","0.142823704607432","0.118029362082335","0.167618047132529"
"In Rente oder Pension","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","126","0.186272925581467","0.160461818915476","0.212084032247458"
"Arbeitslose","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","52","0.0550806027215887","0.0390188119661556","0.0711423934770219"
"Arbeitslose","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","230","0.0398958156587631","0.0344952361877821","0.0452963951297442"
"Arbeitslose","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","224","0.155655433116594","0.136230388141551","0.175080478091638"
"Arbeitslose","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","42","0.0257610119125724","0.0182523206465634","0.0332697031785814"
"Arbeitslose","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","202","0.146430425559715","0.127871542745517","0.164989308373913"
"Arbeitslose","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","30","0.0244173874304861","0.0136887109493041","0.0351460639116681"
"Arbeitslose","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","79","0.102478986990848","0.0823726897258381","0.122585284255857"
"Sonstige Nichterwerbspersonen","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","167","0.183322791284909","0.156081311935643","0.210564270634175"
"Sonstige Nichterwerbspersonen","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","717","0.128094284287404","0.118872453611163","0.137316114963645"
"Sonstige Nichterwerbspersonen","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","231","0.126927097722094","0.111149079065338","0.14270511637885"
"Sonstige Nichterwerbspersonen","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","40","0.0311308940020691","0.0220140388574002","0.040247749146738"
"Sonstige Nichterwerbspersonen","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","75","0.0725644796422264","0.0545314609890127","0.0905974982954401"
"Sonstige Nichterwerbspersonen","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","45","0.0551706592249058","0.0389917906997408","0.0713495277500709"
"Sonstige Nichterwerbspersonen","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1993","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1993","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1993","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","84","0.0183711256275348","0.014665521243389","0.0220767300116806"
"Beamte","1993","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1993","Realschulabschluss","Westdeutschland, alte Bundeslaender","94","0.0533412611680126","0.0426905550907796","0.0639919672452457"
"Beamte","1993","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1993","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","37","0.0496736867941223","0.0345706562317082","0.0647767173565365"
"Beamte","1993","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1993","AkademikerInnen","Westdeutschland, alte Bundeslaender","150","0.207568128522409","0.178828663770804","0.236307593274015"
"Beamte","1993","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","221","0.21773301662418","0.188255543772377","0.247210489475983"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1180","0.191510669951728","0.180437649862277","0.202583690041178"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","173","0.105144500431556","0.0883927614955635","0.121896239367548"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","214","0.104777100736492","0.0901450629886474","0.119409138484336"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","246","0.158500113467255","0.139189478949491","0.177810747985019"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","100","0.0970151587250637","0.076388927669901","0.117641389780226"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","55","0.0573835231564805","0.0418396235243922","0.0729274227885689"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","54","0.0572381216359237","0.0406462913776498","0.0738299518941976"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1078","0.208112272955366","0.196688406803183","0.219536139107548"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","246","0.149574123199533","0.130096470150372","0.169051776248694"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","637","0.364317398424468","0.34132595955071","0.387308837298226"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","563","0.416197523527367","0.390133741378249","0.442261305676485"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","209","0.288670607882497","0.257091743387239","0.320249472377755"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","40","0.290287241735512","0.214557961616381","0.366016521854644"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","326","0.372218408310621","0.338637319802675","0.405799496818567"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","464","0.484830520009536","0.451428794405061","0.518232245614011"
"Selbstständige/ManagerInnen","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","223","0.0443676539081861","0.0385732187596527","0.0501620890567194"
"Selbstständige/ManagerInnen","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","101","0.0577839775044232","0.0466362847099681","0.0689316702988782"
"Selbstständige/ManagerInnen","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","66","0.0409345632767463","0.0304578773352463","0.0514112492182463"
"Selbstständige/ManagerInnen","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","58","0.0839065846306494","0.0645856668707468","0.103227502390552"
"Selbstständige/ManagerInnen","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","113","0.143277152401686","0.118938294093303","0.167616010710068"
"Selbstständige/ManagerInnen","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","88","0.1084227284423","0.0876430642076942","0.129202392676906"
"In Ausbildung","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","165","0.36440825078798","0.330033953463729","0.398782548112231"
"In Ausbildung","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","89","0.852065940866604","0.782825775884063","0.921306105849146"
"In Ausbildung","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","153","0.0226329130886417","0.0184475654515584","0.026818260725725"
"In Ausbildung","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","147","0.0689545818833756","0.0568493522777057","0.0810598114890454"
"In Ausbildung","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","151","0.100409955988734","0.0845184361943174","0.116301475783151"
"In Ausbildung","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","214","0.241220299167355","0.211405998482302","0.271034599852409"
"In Ausbildung","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","56","0.346787756712849","0.2673791485251","0.426196364900598"
"In Ausbildung","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"In Ausbildung","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","83","0.109105446313675","0.0868371511087747","0.131373741518575"
"In Rente oder Pension","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1124","0.330814174878671","0.317573873360678","0.344054476396663"
"In Rente oder Pension","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","572","0.540873624077453","0.513658884511888","0.568088363643017"
"In Rente oder Pension","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","191","0.1861473214409","0.167551844261521","0.204742798620279"
"In Rente oder Pension","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","66","0.0718026134513082","0.0581522246578751","0.0854530022447413"
"In Rente oder Pension","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","52","0.100818606325923","0.0798362697163565","0.121800942935489"
"In Rente oder Pension","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","88","0.137648795279989","0.113714543698999","0.161583046860979"
"In Rente oder Pension","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","124","0.186295109330334","0.160273565725638","0.21231665293503"
"Arbeitslose","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","70","0.0679663993347607","0.0499895524655563","0.0859432462039651"
"Arbeitslose","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","313","0.0568838228987555","0.0503658967008425","0.0634017490966684"
"Arbeitslose","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","225","0.15760112345763","0.137702240227536","0.177500006687724"
"Arbeitslose","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","62","0.0311619331738228","0.022860676809729","0.0394631895379166"
"Arbeitslose","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","203","0.154643146957078","0.135525250595268","0.173761043318887"
"Arbeitslose","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","33","0.032416843918843","0.0200747353056191","0.0447589525320669"
"Arbeitslose","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Arbeitslose","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","75","0.0980247419475259","0.0781517145368234","0.117897769358228"
"Sonstige Nichterwerbspersonen","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","146","0.164620489729628","0.138133386932509","0.191107592526748"
"Sonstige Nichterwerbspersonen","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","701","0.128727207865588","0.11930300330036","0.138151412430815"
"Sonstige Nichterwerbspersonen","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","232","0.126167251680347","0.110303952584391","0.142030550776304"
"Sonstige Nichterwerbspersonen","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","59","0.043850492667892","0.0330235742082147","0.0546774111275694"
"Sonstige Nichterwerbspersonen","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","81","0.0871427085182986","0.0674875377758083","0.106797879260789"
"Sonstige Nichterwerbspersonen","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","50","0.0581553361946456","0.0418970043611789","0.0744136680281124"
"Sonstige Nichterwerbspersonen","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1994","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","1994","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1994","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","79","0.0169512844530651","0.013318653496613","0.0205839154095171"
"Beamte","1994","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1994","Realschulabschluss","Westdeutschland, alte Bundeslaender","99","0.0606904351561715","0.0492834590694321","0.072097411242911"
"Beamte","1994","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1994","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","44","0.0688091908313703","0.0511690350916663","0.0864493465710743"
"Beamte","1994","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","1994","AkademikerInnen","Westdeutschland, alte Bundeslaender","150","0.201522525992821","0.173655880636815","0.229389171348828"
"Beamte","1994","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","208","0.204915554656369","0.176387049716727","0.233444059596012"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1242","0.192735169656125","0.181732323800414","0.203738015511836"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","192","0.122946497149153","0.10460265991678","0.141290334381525"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","215","0.0911338246698208","0.0777751864514267","0.104492462888215"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","283","0.194468307481029","0.173284723677714","0.215651891284344"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","134","0.113932474608816","0.0933902482531976","0.134474700964434"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","51","0.0446966698219577","0.0313875042815103","0.0580058353624051"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","58","0.0664516878146638","0.0495680370834781","0.0833353385458496"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","45","0.0470703417405397","0.0321014716706382","0.0620392118104411"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1087","0.201668827559224","0.190476318414687","0.21286133670376"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","202","0.132417331449684","0.113483133459185","0.151351529440182"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","719","0.388171317643373","0.365550981378011","0.410791653908734"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","541","0.40235349525498","0.376107697176766","0.428599293333194"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","245","0.282536812799521","0.253427787240774","0.311645838358268"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","38","0.235548142000583","0.168309754870191","0.302786529130975"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","382","0.372284589263417","0.341148682175333","0.403420496351501"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","450","0.47041561022195","0.436581605752306","0.504249614691594"
"Selbstständige/ManagerInnen","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","222","0.044235326239808","0.0384997556135876","0.0499708968660284"
"Selbstständige/ManagerInnen","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","30","0.0190590361513902","0.0114208371871344","0.026697235115646"
"Selbstständige/ManagerInnen","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","101","0.0538829599018817","0.0434027356926114","0.064363184111152"
"Selbstständige/ManagerInnen","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","68","0.0449461714378591","0.0338571306977589","0.0560352121779593"
"Selbstständige/ManagerInnen","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","51","0.068124740775359","0.051834719275539","0.084414762275179"
"Selbstständige/ManagerInnen","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","114","0.124690016596986","0.103411596444641","0.145968436749331"
"Selbstständige/ManagerInnen","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","89","0.118115649179095","0.096237806706896","0.139993491651294"
"In Ausbildung","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","191","0.419665728390661","0.384785784101191","0.454545672680131"
"In Ausbildung","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","95","0.763010670205845","0.684951241694145","0.841070098717544"
"In Ausbildung","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","158","0.0236046974924056","0.0193699395851934","0.0278394553996178"
"In Ausbildung","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","164","0.0686603772559536","0.0569227705876281","0.080397983924279"
"In Ausbildung","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","141","0.0913864040560448","0.0759635726206584","0.106809235491431"
"In Ausbildung","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","233","0.236265955968657","0.208802070187737","0.263729841749578"
"In Ausbildung","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","68","0.422852447348585","0.34457435575898","0.501130538938191"
"In Ausbildung","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","30","0.0298318176806048","0.0188744566973463","0.0407891786638634"
"In Ausbildung","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","97","0.105507602739549","0.0837948380547145","0.127220367424383"
"In Rente oder Pension","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1137","0.338181712934269","0.324985145880996","0.351378279987542"
"In Rente oder Pension","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","562","0.556866711436987","0.52911678212909","0.584616640744884"
"In Rente oder Pension","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","187","0.184643414854951","0.166633439325198","0.202653390384705"
"In Rente oder Pension","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","67","0.0772065989564116","0.0629205164811131","0.0914926814317101"
