year,age_gr,regtyp,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,46-65 y.,Rural regions,Yes,0.72471,1203,1668,0.70327,0.74615
2017,46-65 y.,Rural regions,No,0.27529,465,1668,0.25385,0.29673
2018,17-29 y.,Urban regions,Yes,0.77817,792,1057,0.75311,0.80323
2018,17-29 y.,Urban regions,No,0.22183,265,1057,0.19677,0.24689
2018,17-29 y.,Rural regions,Yes,0.78143,426,553,0.74695,0.81590
2018,17-29 y.,Rural regions,No,0.21857,127,553,0.18410,0.25305
2018,30-45 y.,Urban regions,Yes,0.79547,1873,2462,0.77954,0.81141
2018,30-45 y.,Urban regions,No,0.20453,589,2462,0.18859,0.22046
2018,30-45 y.,Rural regions,Yes,0.72854,962,1293,0.70429,0.75279
2018,30-45 y.,Rural regions,No,0.27146,331,1293,0.24721,0.29571
2018,46-65 y.,Urban regions,Yes,0.74268,2201,3007,0.72706,0.75831
2018,46-65 y.,Urban regions,No,0.25732,806,3007,0.24169,0.27294
2018,46-65 y.,Rural regions,Yes,0.70099,1175,1715,0.67932,0.72266
2018,46-65 y.,Rural regions,No,0.29901,540,1715,0.27734,0.32068
2019,17-29 y.,No answer / don't know,Yes,0.57647,31,31,0.39965,0.75329
2019,17-29 y.,Urban regions,Yes,0.79520,687,906,0.76890,0.82149
2019,17-29 y.,Urban regions,No,0.20480,219,906,0.17851,0.23110
2019,17-29 y.,Rural regions,Yes,0.75589,346,460,0.71659,0.79518
2019,17-29 y.,Rural regions,No,0.24411,114,460,0.20482,0.28341
2019,30-45 y.,No answer / don't know,Yes,0.78498,65,65,0.68433,0.88564
2019,30-45 y.,Urban regions,Yes,0.81453,1633,2086,0.79784,0.83121
2019,30-45 y.,Urban regions,No,0.18547,453,2086,0.16879,0.20216
2019,30-45 y.,Rural regions,Yes,0.74433,852,1099,0.71852,0.77013
2019,30-45 y.,Rural regions,No,0.25567,247,1099,0.22987,0.28148
2019,46-65 y.,No answer / don't know,Yes,0.74568,64,64,0.63814,0.85322
2019,46-65 y.,Urban regions,Yes,0.75379,2074,2764,0.73773,0.76986
2019,46-65 y.,Urban regions,No,0.24621,690,2764,0.23014,0.26227
2019,46-65 y.,Rural regions,Yes,0.73299,1188,1604,0.71134,0.75465
2019,46-65 y.,Rural regions,No,0.26701,416,1604,0.24535,0.28866
2019,66 and older,Urban regions,Yes,0.72119,34,34,0.56819,0.87418
2020,17-29 y.,Urban regions,Yes,0.68177,761,1193,0.65533,0.70822
2020,17-29 y.,Urban regions,No,0.31823,432,1193,0.29178,0.34467
2020,17-29 y.,Rural regions,Yes,0.67560,335,515,0.63513,0.71608
2020,17-29 y.,Rural regions,No,0.32440,180,515,0.28392,0.36487
2020,30-45 y.,Urban regions,Yes,0.66352,1608,2495,0.64497,0.68206
2020,30-45 y.,Urban regions,No,0.33648,887,2495,0.31794,0.35503
2020,30-45 y.,Rural regions,Yes,0.67337,771,1206,0.64689,0.69985
2020,30-45 y.,Rural regions,No,0.32663,435,1206,0.30015,0.35311
2020,46-65 y.,Urban regions,Yes,0.64415,1933,3015,0.62706,0.66125
2020,46-65 y.,Urban regions,No,0.35585,1082,3015,0.33875,0.37294
2020,46-65 y.,Rural regions,Yes,0.64221,1070,1693,0.61937,0.66505
2020,46-65 y.,Rural regions,No,0.35779,623,1693,0.33495,0.38063
2021,17-29 y.,Urban regions,Yes,0.76509,577,814,0.73595,0.79423
2021,17-29 y.,Urban regions,No,0.23491,237,814,0.20577,0.26405
2021,17-29 y.,Rural regions,Yes,0.72365,254,345,0.67639,0.77091
2021,17-29 y.,Rural regions,No,0.27635,91,345,0.22909,0.32361
2021,30-45 y.,Urban regions,Yes,0.75715,1220,1661,0.73653,0.77778
2021,30-45 y.,Urban regions,No,0.24285,441,1661,0.22222,0.26347
2021,30-45 y.,Rural regions,Yes,0.76132,605,821,0.73214,0.79050
2021,30-45 y.,Rural regions,No,0.23868,216,821,0.20950,0.26786
2021,46-65 y.,Urban regions,Yes,0.73088,1614,2217,0.71241,0.74934
2021,46-65 y.,Urban regions,No,0.26912,603,2217,0.25066,0.28759
2021,46-65 y.,Rural regions,Yes,0.70220,843,1170,0.67598,0.72841
2021,46-65 y.,Rural regions,No,0.29780,327,1170,0.27159,0.32402
2021,66 and older,Urban regions,Yes,0.61673,37,37,0.45791,0.77555
2022,17-29 y.,Urban regions,Yes,0.72583,1314,1873,0.70562,0.74604
2022,17-29 y.,Urban regions,No,0.27417,559,1873,0.25396,0.29438
2022,17-29 y.,Rural regions,Yes,0.71598,472,646,0.68118,0.75078
2022,17-29 y.,Rural regions,No,0.28402,174,646,0.24922,0.31882
2022,30-45 y.,Urban regions,Yes,0.75014,2536,3523,0.73584,0.76444
2022,30-45 y.,Urban regions,No,0.24986,987,3523,0.23556,0.26416
2022,30-45 y.,Rural regions,Yes,0.75213,1155,1580,0.73083,0.77343
2022,30-45 y.,Rural regions,No,0.24787,425,1580,0.22657,0.26917
2022,46-65 y.,Urban regions,Yes,0.71956,2186,2995,0.70347,0.73566
2022,46-65 y.,Urban regions,No,0.28044,809,2995,0.26434,0.29653
2022,46-65 y.,Rural regions,Yes,0.69632,1071,1555,0.67346,0.71919
2022,46-65 y.,Rural regions,No,0.30368,484,1555,0.28081,0.32654
2022,66 and older,Urban regions,Yes,0.66247,50,50,0.53006,0.79487
