year,migback,pgisced97,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,Post-secondary Non-tertiary Level,No,0.12511,115,424,0.09358,0.15664
2003,No migration background,First Stage of Tertiary Education,Yes,0.30509,475,651,0.26969,0.34048
2003,No migration background,First Stage of Tertiary Education,No,0.10659,176,651,0.08287,0.13031
2003,No migration background,Second Stage of Tertiary Education,Yes,0.34875,1447,1855,0.32706,0.37045
2003,No migration background,Second Stage of Tertiary Education,No,0.09158,408,1855,0.07845,0.10471
2003,Direct migration background,Lower Secondary Level,Yes,0.06892,49,86,0.01507,0.12278
2003,Direct migration background,Lower Secondary Level,No,0.04034,37,86,-0.00149,0.08217
2003,Direct migration background,Upper Secondary Level,Yes,0.16182,161,277,0.11837,0.20527
2003,Direct migration background,Upper Secondary Level,No,0.11216,116,277,0.07493,0.14939
2003,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.23323,53,53,0.11828,0.34817
2003,Direct migration background,First Stage of Tertiary Education,Yes,0.22085,35,35,0.08142,0.36029
2003,Direct migration background,Second Stage of Tertiary Education,Yes,0.25279,100,134,0.17892,0.32665
2003,Direct migration background,Second Stage of Tertiary Education,No,0.07380,34,134,0.02937,0.11824
2003,Indirect migration background,Upper Secondary Level,Yes,0.30890,87,131,0.22948,0.38833
2003,Indirect migration background,Upper Secondary Level,No,0.11527,44,131,0.06038,0.17017
2004,No migration background,Lower Secondary Level,Yes,0.08675,176,299,0.05480,0.11871
2004,No migration background,Lower Secondary Level,No,0.05939,123,299,0.03256,0.08623
2004,No migration background,Upper Secondary Level,Yes,0.21471,2211,3200,0.20048,0.22894
2004,No migration background,Upper Secondary Level,No,0.10147,989,3200,0.09101,0.11194
2004,No migration background,Post-secondary Non-tertiary Level,Yes,0.31390,289,408,0.26881,0.35898
2004,No migration background,Post-secondary Non-tertiary Level,No,0.11673,119,408,0.08553,0.14792
2004,No migration background,First Stage of Tertiary Education,Yes,0.32709,481,632,0.29049,0.36370
2004,No migration background,First Stage of Tertiary Education,No,0.09143,151,632,0.06894,0.11392
2004,No migration background,Second Stage of Tertiary Education,Yes,0.33049,1395,1836,0.30897,0.35201
2004,No migration background,Second Stage of Tertiary Education,No,0.10791,441,1836,0.09371,0.12211
2004,Direct migration background,Lower Secondary Level,Yes,0.07018,52,87,0.01619,0.12417
2004,Direct migration background,Lower Secondary Level,No,0.05963,35,87,0.00958,0.10968
2004,Direct migration background,Upper Secondary Level,Yes,0.16105,159,253,0.11566,0.20643
2004,Direct migration background,Upper Secondary Level,No,0.09272,94,253,0.05691,0.12853
2004,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.23857,49,49,0.11799,0.35914
2004,Direct migration background,First Stage of Tertiary Education,Yes,0.31764,43,43,0.17684,0.45844
2004,Direct migration background,Second Stage of Tertiary Education,Yes,0.19663,88,88,0.11311,0.28014
2004,Indirect migration background,Lower Secondary Level,Yes,0.17613,33,33,0.04414,0.30811
2004,Indirect migration background,Upper Secondary Level,Yes,0.24320,75,110,0.16266,0.32374
2004,Indirect migration background,Upper Secondary Level,No,0.10704,35,110,0.04900,0.16509
2005,No migration background,Lower Secondary Level,Yes,0.10243,183,301,0.06812,0.13674
2005,No migration background,Lower Secondary Level,No,0.06309,118,301,0.03558,0.09060
2005,No migration background,Upper Secondary Level,Yes,0.21584,2017,2925,0.20093,0.23076
2005,No migration background,Upper Secondary Level,No,0.09982,908,2925,0.08896,0.11069
2005,No migration background,Post-secondary Non-tertiary Level,Yes,0.32006,290,404,0.27451,0.36561
2005,No migration background,Post-secondary Non-tertiary Level,No,0.12367,114,404,0.09153,0.15582
2005,No migration background,First Stage of Tertiary Education,Yes,0.28960,415,566,0.25220,0.32700
2005,No migration background,First Stage of Tertiary Education,No,0.10465,151,566,0.07941,0.12989
2005,No migration background,Second Stage of Tertiary Education,Yes,0.32656,1285,1674,0.30409,0.34904
2005,No migration background,Second Stage of Tertiary Education,No,0.09719,389,1674,0.08299,0.11138
2005,Direct migration background,Lower Secondary Level,Yes,0.08333,47,47,0.00346,0.16320
2005,Direct migration background,Upper Secondary Level,Yes,0.16732,160,242,0.12019,0.21444
2005,Direct migration background,Upper Secondary Level,No,0.10514,82,242,0.06641,0.14387
2005,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.20941,52,52,0.09774,0.32109
2005,Direct migration background,First Stage of Tertiary Education,Yes,0.27779,33,33,0.12259,0.43298
2005,Direct migration background,Second Stage of Tertiary Education,Yes,0.21606,80,80,0.12531,0.30682
2005,Indirect migration background,Upper Secondary Level,Yes,0.24872,82,121,0.17138,0.32606
2005,Indirect migration background,Upper Secondary Level,No,0.09287,39,121,0.04094,0.14480
2005,Indirect migration background,Second Stage of Tertiary Education,Yes,0.52547,33,33,0.35245,0.69848
2006,No migration background,Lower Secondary Level,Yes,0.08731,170,270,0.05357,0.12104
2006,No migration background,Lower Secondary Level,No,0.05034,100,270,0.02421,0.07646
2006,No migration background,Upper Secondary Level,Yes,0.23108,2300,3283,0.21666,0.24550
2006,No migration background,Upper Secondary Level,No,0.10132,983,3283,0.09100,0.11165
2006,No migration background,Post-secondary Non-tertiary Level,Yes,0.33882,332,457,0.29538,0.38226
2006,No migration background,Post-secondary Non-tertiary Level,No,0.13956,125,457,0.10775,0.17136
2006,No migration background,First Stage of Tertiary Education,Yes,0.32328,466,610,0.28613,0.36042
2006,No migration background,First Stage of Tertiary Education,No,0.09306,144,610,0.06999,0.11614
2006,No migration background,Second Stage of Tertiary Education,Yes,0.34704,1474,1862,0.32541,0.36867
2006,No migration background,Second Stage of Tertiary Education,No,0.09321,388,1862,0.08000,0.10642
2006,Direct migration background,Lower Secondary Level,Yes,0.07540,48,82,0.01790,0.13290
2006,Direct migration background,Lower Secondary Level,No,0.06364,34,82,0.01048,0.11680
2006,Direct migration background,Upper Secondary Level,Yes,0.18384,167,250,0.13572,0.23195
2006,Direct migration background,Upper Secondary Level,No,0.09500,83,250,0.05858,0.13142
2006,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.27655,65,65,0.16697,0.38614
2006,Direct migration background,First Stage of Tertiary Education,Yes,0.25978,39,39,0.12035,0.39920
2006,Direct migration background,Second Stage of Tertiary Education,Yes,0.24444,103,103,0.16104,0.32785
2006,Indirect migration background,Upper Secondary Level,Yes,0.28813,103,137,0.21201,0.36425
2006,Indirect migration background,Upper Secondary Level,No,0.12486,34,137,0.06931,0.18042
2006,Indirect migration background,Second Stage of Tertiary Education,Yes,0.60341,38,38,0.44578,0.76104
2007,No migration background,Lower Secondary Level,Yes,0.08964,143,227,0.05239,0.12688
2007,No migration background,Lower Secondary Level,No,0.04952,84,227,0.02123,0.07780
2007,No migration background,Upper Secondary Level,Yes,0.24377,2223,3073,0.22858,0.25895
2007,No migration background,Upper Secondary Level,No,0.09082,850,3073,0.08066,0.10098
2007,No migration background,Post-secondary Non-tertiary Level,Yes,0.35888,332,439,0.31396,0.40380
2007,No migration background,Post-secondary Non-tertiary Level,No,0.10753,107,439,0.07852,0.13654
2007,No migration background,First Stage of Tertiary Education,Yes,0.32423,436,572,0.28584,0.36263
2007,No migration background,First Stage of Tertiary Education,No,0.10088,136,572,0.07617,0.12558
2007,No migration background,Second Stage of Tertiary Education,Yes,0.34463,1380,1766,0.32246,0.36680
2007,No migration background,Second Stage of Tertiary Education,No,0.09640,386,1766,0.08263,0.11017
2007,Direct migration background,Lower Secondary Level,Yes,0.06985,38,38,-0.01228,0.15198
2007,Direct migration background,Upper Secondary Level,Yes,0.18932,156,219,0.13731,0.24132
2007,Direct migration background,Upper Secondary Level,No,0.07303,63,219,0.03849,0.10757
2007,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.28964,62,62,0.17581,0.40347
2007,Direct migration background,First Stage of Tertiary Education,Yes,0.32051,38,38,0.17014,0.47088
2007,Direct migration background,Second Stage of Tertiary Education,Yes,0.24209,85,85,0.15048,0.33369
2007,Indirect migration background,Upper Secondary Level,Yes,0.30515,103,140,0.22860,0.38170
2007,Indirect migration background,Upper Secondary Level,No,0.11267,37,140,0.06010,0.16523
2007,Indirect migration background,Second Stage of Tertiary Education,Yes,0.63689,48,48,0.49941,0.77438
2008,No migration background,Lower Secondary Level,Yes,0.10075,159,253,0.06358,0.13791
2008,No migration background,Lower Secondary Level,No,0.06118,94,253,0.03159,0.09077
2008,No migration background,Upper Secondary Level,Yes,0.24763,2113,3051,0.23231,0.26295
2008,No migration background,Upper Secondary Level,No,0.11007,938,3051,0.09896,0.12117
2008,No migration background,Post-secondary Non-tertiary Level,Yes,0.37635,323,439,0.33098,0.42172
2008,No migration background,Post-secondary Non-tertiary Level,No,0.13519,116,439,0.10317,0.16721
2008,No migration background,First Stage of Tertiary Education,Yes,0.33557,421,533,0.29545,0.37570
2008,No migration background,First Stage of Tertiary Education,No,0.08739,112,533,0.06339,0.11139
2008,No migration background,Second Stage of Tertiary Education,Yes,0.34908,1329,1700,0.32641,0.37175
2008,No migration background,Second Stage of Tertiary Education,No,0.10113,371,1700,0.08680,0.11547
2008,Direct migration background,Lower Secondary Level,Yes,0.08496,40,40,-0.00255,0.17246
2008,Direct migration background,Upper Secondary Level,Yes,0.21479,153,213,0.15951,0.27008
2008,Direct migration background,Upper Secondary Level,No,0.08280,60,213,0.04571,0.11990
2008,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.30648,62,62,0.19078,0.42217
2008,Direct migration background,First Stage of Tertiary Education,Yes,0.31845,34,34,0.15950,0.47741
2008,Direct migration background,Second Stage of Tertiary Education,Yes,0.23889,81,81,0.14545,0.33233
2008,Indirect migration background,Upper Secondary Level,Yes,0.31587,90,126,0.23437,0.39736
2008,Indirect migration background,Upper Secondary Level,No,0.10379,36,126,0.05033,0.15726
2008,Indirect migration background,Second Stage of Tertiary Education,Yes,0.46914,42,42,0.31638,0.62190
2009,No migration background,Lower Secondary Level,Yes,0.10422,122,198,0.06155,0.14688
2009,No migration background,Lower Secondary Level,No,0.05084,76,198,0.02016,0.08152
2009,No migration background,Upper Secondary Level,Yes,0.22370,1798,2670,0.20789,0.23951
2009,No migration background,Upper Secondary Level,No,0.10841,872,2670,0.09661,0.12020
2009,No migration background,Post-secondary Non-tertiary Level,Yes,0.38752,298,396,0.33947,0.43556
2009,No migration background,Post-secondary Non-tertiary Level,No,0.12298,98,396,0.09060,0.15537
2009,No migration background,First Stage of Tertiary Education,Yes,0.30724,363,497,0.26664,0.34785
2009,No migration background,First Stage of Tertiary Education,No,0.11009,134,497,0.08254,0.13764
2009,No migration background,Second Stage of Tertiary Education,Yes,0.34923,1216,1561,0.32558,0.37289
2009,No migration background,Second Stage of Tertiary Education,No,0.09382,345,1561,0.07935,0.10829
2009,Direct migration background,Upper Secondary Level,Yes,0.19914,107,169,0.13875,0.25953
2009,Direct migration background,Upper Secondary Level,No,0.10064,62,169,0.05515,0.14613
2009,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.22591,41,41,0.09631,0.35550
2009,Direct migration background,Second Stage of Tertiary Education,Yes,0.23506,69,69,0.13427,0.33584
2009,Indirect migration background,Upper Secondary Level,Yes,0.30859,79,118,0.22489,0.39229
2009,Indirect migration background,Upper Secondary Level,No,0.12086,39,118,0.06179,0.17992
2009,Indirect migration background,Second Stage of Tertiary Education,Yes,0.54227,48,48,0.39984,0.68471
2010,No migration background,Lower Secondary Level,Yes,0.09491,186,300,0.06169,0.12813
2010,No migration background,Lower Secondary Level,No,0.07010,114,300,0.04116,0.09904
2010,No migration background,Upper Secondary Level,Yes,0.22342,2311,3573,0.20976,0.23708
2010,No migration background,Upper Secondary Level,No,0.12534,1262,3573,0.11448,0.13620
2010,No migration background,Post-secondary Non-tertiary Level,Yes,0.36588,428,598,0.32724,0.40451
2010,No migration background,Post-secondary Non-tertiary Level,No,0.15104,170,598,0.12232,0.17977
2010,No migration background,First Stage of Tertiary Education,Yes,0.30263,453,615,0.26629,0.33897
2010,No migration background,First Stage of Tertiary Education,No,0.12572,162,615,0.09950,0.15195
2010,No migration background,Second Stage of Tertiary Education,Yes,0.33630,1552,2052,0.31585,0.35674
2010,No migration background,Second Stage of Tertiary Education,No,0.10552,500,2052,0.09222,0.11881
2010,Direct migration background,Lower Secondary Level,Yes,0.06823,58,95,0.01726,0.11921
2010,Direct migration background,Lower Secondary Level,No,0.05554,37,95,0.00924,0.10184
2010,Direct migration background,Upper Secondary Level,Yes,0.16860,208,323,0.12770,0.20949
2010,Direct migration background,Upper Secondary Level,No,0.09534,115,323,0.06326,0.12742
2010,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.22624,75,75,0.13091,0.32157
2010,Direct migration background,First Stage of Tertiary Education,Yes,0.41177,37,37,0.25100,0.57254
2010,Direct migration background,Second Stage of Tertiary Education,Yes,0.29229,149,190,0.22745,0.35713
2010,Direct migration background,Second Stage of Tertiary Education,No,0.06947,41,190,0.03322,0.10572
2010,Indirect migration background,Upper Secondary Level,Yes,0.30475,111,165,0.23430,0.37520
2010,Indirect migration background,Upper Secondary Level,No,0.11260,54,165,0.06422,0.16098
2010,Indirect migration background,Second Stage of Tertiary Education,Yes,0.50074,65,65,0.37824,0.62324
2011,No migration background,Lower Secondary Level,Yes,0.11279,259,400,0.08175,0.14383
2011,No migration background,Lower Secondary Level,No,0.06469,141,400,0.04056,0.08883
2011,No migration background,Upper Secondary Level,Yes,0.24169,2990,4243,0.22881,0.25457
2011,No migration background,Upper Secondary Level,No,0.09860,1253,4243,0.08963,0.10757
2011,No migration background,Post-secondary Non-tertiary Level,Yes,0.41549,575,730,0.37971,0.45126
2011,No migration background,Post-secondary Non-tertiary Level,No,0.09875,155,730,0.07710,0.12041
2011,No migration background,First Stage of Tertiary Education,Yes,0.32768,577,736,0.29374,0.36161
2011,No migration background,First Stage of Tertiary Education,No,0.09491,159,736,0.07372,0.11609
2011,No migration background,Second Stage of Tertiary Education,Yes,0.35363,1911,2436,0.33464,0.37262
2011,No migration background,Second Stage of Tertiary Education,No,0.10096,525,2436,0.08900,0.11293
2011,Direct migration background,Lower Secondary Level,Yes,0.12281,87,121,0.06408,0.18153
2011,Direct migration background,Lower Secondary Level,No,0.04548,34,121,0.00820,0.08276
2011,Direct migration background,Upper Secondary Level,Yes,0.20895,271,382,0.16812,0.24977
2011,Direct migration background,Upper Secondary Level,No,0.08722,111,382,0.05889,0.11555
2011,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.27970,92,129,0.20194,0.35746
2011,Direct migration background,Post-secondary Non-tertiary Level,No,0.12972,37,129,0.07151,0.18793
2011,Direct migration background,First Stage of Tertiary Education,Yes,0.32108,46,46,0.18466,0.45749
2011,Direct migration background,Second Stage of Tertiary Education,Yes,0.29984,182,230,0.24050,0.35919
2011,Direct migration background,Second Stage of Tertiary Education,No,0.05139,48,230,0.02280,0.07999
2011,Indirect migration background,Lower Secondary Level,Yes,0.19904,35,35,0.06483,0.33325
2011,Indirect migration background,Upper Secondary Level,Yes,0.33969,154,203,0.27438,0.40500
2011,Indirect migration background,Upper Secondary Level,No,0.10496,49,203,0.06269,0.14722
2011,Indirect migration background,Second Stage of Tertiary Education,Yes,0.65488,92,92,0.55720,0.75256
2012,No migration background,Lower Secondary Level,Yes,0.12364,270,404,0.09150,0.15578
2012,No migration background,Lower Secondary Level,No,0.06161,134,404,0.03814,0.08509
2012,No migration background,Upper Secondary Level,Yes,0.24273,3004,4389,0.23005,0.25542
2012,No migration background,Upper Secondary Level,No,0.11363,1385,4389,0.10424,0.12302
2012,No migration background,Post-secondary Non-tertiary Level,Yes,0.41381,579,766,0.37891,0.44872
2012,No migration background,Post-secondary Non-tertiary Level,No,0.11387,187,766,0.09136,0.13638
2012,No migration background,First Stage of Tertiary Education,Yes,0.34756,570,736,0.31314,0.38199
2012,No migration background,First Stage of Tertiary Education,No,0.10707,166,736,0.08472,0.12942
2012,No migration background,Second Stage of Tertiary Education,Yes,0.34782,1877,2439,0.32891,0.36672
2012,No migration background,Second Stage of Tertiary Education,No,0.10021,562,2439,0.08829,0.11213
2012,Direct migration background,Lower Secondary Level,Yes,0.10911,82,130,0.05531,0.16291
2012,Direct migration background,Lower Secondary Level,No,0.09146,48,130,0.04171,0.14120
2012,Direct migration background,Upper Secondary Level,Yes,0.18925,241,386,0.15012,0.22837
2012,Direct migration background,Upper Secondary Level,No,0.11102,145,386,0.07964,0.14240
2012,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.28593,106,142,0.21135,0.36052
2012,Direct migration background,Post-secondary Non-tertiary Level,No,0.15132,36,142,0.09216,0.21047
2012,Direct migration background,First Stage of Tertiary Education,Yes,0.36606,40,40,0.21487,0.51725
2012,Direct migration background,Second Stage of Tertiary Education,Yes,0.32330,198,266,0.26699,0.37962
2012,Direct migration background,Second Stage of Tertiary Education,No,0.09410,68,266,0.05895,0.12926
2012,Indirect migration background,Lower Secondary Level,Yes,0.20318,41,41,0.07849,0.32787
2012,Indirect migration background,Upper Secondary Level,Yes,0.33404,146,208,0.26979,0.39829
2012,Indirect migration background,Upper Secondary Level,No,0.10813,62,208,0.06582,0.15043
2012,Indirect migration background,Post-secondary Non-tertiary Level,Yes,0.45020,35,35,0.28296,0.61743
2012,Indirect migration background,Second Stage of Tertiary Education,Yes,0.57494,83,83,0.46794,0.68194
2013,No migration background,Lower Secondary Level,Yes,0.11334,246,361,0.08059,0.14609
2013,No migration background,Lower Secondary Level,No,0.04541,115,361,0.02390,0.06692
2013,No migration background,Upper Secondary Level,Yes,0.23318,2788,3991,0.22006,0.24630
2013,No migration background,Upper Secondary Level,No,0.10396,1203,3991,0.09449,0.11343
2013,No migration background,Post-secondary Non-tertiary Level,Yes,0.38725,547,726,0.35180,0.42271
2013,No migration background,Post-secondary Non-tertiary Level,No,0.13108,179,726,0.10652,0.15565
2013,No migration background,First Stage of Tertiary Education,Yes,0.32997,524,674,0.29444,0.36549
2013,No migration background,First Stage of Tertiary Education,No,0.09895,150,674,0.07639,0.12151
2013,No migration background,Second Stage of Tertiary Education,Yes,0.33399,1773,2290,0.31467,0.35331
2013,No migration background,Second Stage of Tertiary Education,No,0.09565,517,2290,0.08360,0.10770
2013,Direct migration background,Primary Level,Yes,0.12607,44,44,0.02686,0.22528
2013,Direct migration background,Lower Secondary Level,Yes,0.13869,217,336,0.10168,0.17570
2013,Direct migration background,Lower Secondary Level,No,0.07874,119,336,0.04990,0.10758
2013,Direct migration background,Upper Secondary Level,Yes,0.23031,533,777,0.20068,0.25993
2013,Direct migration background,Upper Secondary Level,No,0.10386,244,777,0.08239,0.12532
2013,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.27749,225,319,0.22828,0.32670
2013,Direct migration background,Post-secondary Non-tertiary Level,No,0.12392,94,319,0.08771,0.16014
2013,Direct migration background,First Stage of Tertiary Education,Yes,0.28801,39,39,0.14403,0.43199
2013,Direct migration background,Second Stage of Tertiary Education,Yes,0.27815,394,526,0.23982,0.31648
2013,Direct migration background,Second Stage of Tertiary Education,No,0.10290,132,526,0.07691,0.12889
2013,Indirect migration background,Lower Secondary Level,Yes,0.16402,89,120,0.09749,0.23055
2013,Indirect migration background,Lower Secondary Level,No,0.07473,31,120,0.02748,0.12197
2013,Indirect migration background,Upper Secondary Level,Yes,0.31304,235,312,0.26150,0.36458
2013,Indirect migration background,Upper Secondary Level,No,0.09000,77,312,0.05819,0.12180
2013,Indirect migration background,Post-secondary Non-tertiary Level,Yes,0.35041,51,51,0.21817,0.48266
2013,Indirect migration background,Second Stage of Tertiary Education,Yes,0.52895,123,170,0.45369,0.60421
2013,Indirect migration background,Second Stage of Tertiary Education,No,0.15624,47,170,0.10150,0.21098
2014,No migration background,Lower Secondary Level,Yes,0.12179,241,356,0.08777,0.15581
2014,No migration background,Lower Secondary Level,No,0.06794,115,356,0.04176,0.09411
2014,No migration background,Upper Secondary Level,Yes,0.24067,2551,3637,0.22678,0.25457
2014,No migration background,Upper Secondary Level,No,0.10389,1086,3637,0.09397,0.11381
2014,No migration background,Post-secondary Non-tertiary Level,Yes,0.42422,539,711,0.38787,0.46058
2014,No migration background,Post-secondary Non-tertiary Level,No,0.12554,172,711,0.10117,0.14991
2014,No migration background,First Stage of Tertiary Education,Yes,0.32444,463,612,0.28732,0.36156
2014,No migration background,First Stage of Tertiary Education,No,0.10385,149,612,0.07966,0.12804
2014,No migration background,Second Stage of Tertiary Education,Yes,0.34129,1640,2183,0.32139,0.36118
2014,No migration background,Second Stage of Tertiary Education,No,0.10090,543,2183,0.08827,0.11354
2014,Direct migration background,Lower Secondary Level,Yes,0.12816,150,236,0.08542,0.17090
2014,Direct migration background,Lower Secondary Level,No,0.06857,86,236,0.03626,0.10088
2014,Direct migration background,Upper Secondary Level,Yes,0.22777,448,645,0.19538,0.26016
2014,Direct migration background,Upper Secondary Level,No,0.09013,197,645,0.06801,0.11224
2014,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.27386,174,252,0.21869,0.32903
2014,Direct migration background,Post-secondary Non-tertiary Level,No,0.10535,78,252,0.06737,0.14333
2014,Direct migration background,First Stage of Tertiary Education,Yes,0.30899,35,35,0.15367,0.46432
2014,Direct migration background,Second Stage of Tertiary Education,Yes,0.28962,337,449,0.24761,0.33162
2014,Direct migration background,Second Stage of Tertiary Education,No,0.08092,112,449,0.05567,0.10617
2014,Indirect migration background,Lower Secondary Level,Yes,0.21485,72,103,0.13514,0.29456
2014,Indirect migration background,Lower Secondary Level,No,0.09168,31,103,0.03568,0.14769
2014,Indirect migration background,Upper Secondary Level,Yes,0.29906,198,278,0.24514,0.35298
2014,Indirect migration background,Upper Secondary Level,No,0.11622,80,278,0.07848,0.15396
2014,Indirect migration background,Post-secondary Non-tertiary Level,Yes,0.39908,48,48,0.25908,0.53909
2014,Indirect migration background,Second Stage of Tertiary Education,Yes,0.64122,112,112,0.55199,0.73045
2015,No migration background,Lower Secondary Level,Yes,0.11215,228,308,0.07685,0.14745
2015,No migration background,Lower Secondary Level,No,0.04168,80,308,0.01933,0.06404
2015,No migration background,Upper Secondary Level,Yes,0.25071,2473,3360,0.23606,0.26537
2015,No migration background,Upper Secondary Level,No,0.09358,887,3360,0.08373,0.10343
2015,No migration background,Post-secondary Non-tertiary Level,Yes,0.39519,516,665,0.35801,0.43238
2015,No migration background,Post-secondary Non-tertiary Level,No,0.13641,149,665,0.11031,0.16252
2015,No migration background,First Stage of Tertiary Education,Yes,0.36322,513,605,0.32487,0.40158
2015,No migration background,First Stage of Tertiary Education,No,0.07885,92,605,0.05735,0.10034
2015,No migration background,Second Stage of Tertiary Education,Yes,0.35434,1663,2022,0.33348,0.37519
2015,No migration background,Second Stage of Tertiary Education,No,0.07541,359,2022,0.06390,0.08693
2015,Direct migration background,Primary Level,Yes,0.11265,33,33,0.00311,0.22220
2015,Direct migration background,Lower Secondary Level,Yes,0.17711,166,245,0.12921,0.22501
2015,Direct migration background,Lower Secondary Level,No,0.04842,79,245,0.02149,0.07536
2015,Direct migration background,Upper Secondary Level,Yes,0.22875,452,619,0.19564,0.26187
2015,Direct migration background,Upper Secondary Level,No,0.08029,167,619,0.05886,0.10171
2015,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.21229,183,263,0.16277,0.26180
2015,Direct migration background,Post-secondary Non-tertiary Level,No,0.11470,80,263,0.07611,0.15328
2015,Direct migration background,First Stage of Tertiary Education,Yes,0.30264,36,36,0.15044,0.45484
2015,Direct migration background,Second Stage of Tertiary Education,Yes,0.30911,455,586,0.27166,0.34656
2015,Direct migration background,Second Stage of Tertiary Education,No,0.07527,131,586,0.05389,0.09665
2015,Indirect migration background,Lower Secondary Level,Yes,0.21000,64,64,0.10942,0.31058
2015,Indirect migration background,Upper Secondary Level,Yes,0.26669,167,239,0.21050,0.32287
2015,Indirect migration background,Upper Secondary Level,No,0.10503,72,239,0.06607,0.14398
2015,Indirect migration background,Post-secondary Non-tertiary Level,Yes,0.47445,41,41,0.31970,0.62920
2015,Indirect migration background,Second Stage of Tertiary Education,Yes,0.51991,104,104,0.42343,0.61640
2016,No migration background,Lower Secondary Level,Yes,0.12345,221,317,0.08718,0.15972
2016,No migration background,Lower Secondary Level,No,0.06851,96,317,0.04066,0.09636
2016,No migration background,Upper Secondary Level,Yes,0.26586,2380,3207,0.25057,0.28115
2016,No migration background,Upper Secondary Level,No,0.09367,827,3207,0.08358,0.10376
2016,No migration background,Post-secondary Non-tertiary Level,Yes,0.43275,527,657,0.39483,0.47066
2016,No migration background,Post-secondary Non-tertiary Level,No,0.11710,130,657,0.09250,0.14171
2016,No migration background,First Stage of Tertiary Education,Yes,0.37703,443,562,0.33692,0.41713
2016,No migration background,First Stage of Tertiary Education,No,0.09420,119,562,0.07003,0.11838
2016,No migration background,Second Stage of Tertiary Education,Yes,0.36741,1603,1998,0.34626,0.38855
2016,No migration background,Second Stage of Tertiary Education,No,0.08585,395,1998,0.07356,0.09813
2016,Direct migration background,Lower Secondary Level,Yes,0.15464,131,186,0.10254,0.20674
2016,Direct migration background,Lower Secondary Level,No,0.06664,55,186,0.03070,0.10258
2016,Direct migration background,Upper Secondary Level,Yes,0.24173,416,557,0.20614,0.27732
2016,Direct migration background,Upper Secondary Level,No,0.09031,141,557,0.06648,0.11413
2016,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.23800,197,274,0.18749,0.28852
2016,Direct migration background,Post-secondary Non-tertiary Level,No,0.10547,77,274,0.06904,0.14191
2016,Direct migration background,First Stage of Tertiary Education,Yes,0.30124,31,31,0.13706,0.46542
2016,Direct migration background,Second Stage of Tertiary Education,Yes,0.30672,386,505,0.26646,0.34698
2016,Direct migration background,Second Stage of Tertiary Education,No,0.06678,119,505,0.04498,0.08857
2016,Indirect migration background,Lower Secondary Level,Yes,0.14780,41,41,0.03782,0.25779
2016,Indirect migration background,Upper Secondary Level,Yes,0.29423,184,244,0.23693,0.35152
2016,Indirect migration background,Upper Secondary Level,No,0.09309,60,244,0.05656,0.12962
2016,Indirect migration background,Post-secondary Non-tertiary Level,Yes,0.42921,46,46,0.28459,0.57382
2016,Indirect migration background,Second Stage of Tertiary Education,Yes,0.48401,96,96,0.38352,0.58450
2017,No migration background,Lower Secondary Level,Yes,0.12744,265,372,0.09350,0.16137
2017,No migration background,Lower Secondary Level,No,0.05720,107,372,0.03357,0.08083
2017,No migration background,Upper Secondary Level,Yes,0.24779,2576,3502,0.23349,0.26209
2017,No migration background,Upper Secondary Level,No,0.08772,926,3502,0.07835,0.09709
2017,No migration background,Post-secondary Non-tertiary Level,Yes,0.40276,609,787,0.36847,0.43705
2017,No migration background,Post-secondary Non-tertiary Level,No,0.12431,178,787,0.10124,0.14737
2017,No migration background,First Stage of Tertiary Education,Yes,0.34639,462,586,0.30783,0.38495
2017,No migration background,First Stage of Tertiary Education,No,0.08694,124,586,0.06410,0.10977
2017,No migration background,Second Stage of Tertiary Education,Yes,0.36018,1811,2233,0.34026,0.38009
2017,No migration background,Second Stage of Tertiary Education,No,0.08162,422,2233,0.07027,0.09298
2017,Direct migration background,Primary Level,Yes,0.08353,42,42,-0.00116,0.16823
2017,Direct migration background,Lower Secondary Level,Yes,0.12483,130,186,0.07720,0.17246
2017,Direct migration background,Lower Secondary Level,No,0.05527,56,186,0.02234,0.08820
2017,Direct migration background,Upper Secondary Level,Yes,0.22570,412,577,0.19156,0.25984
2017,Direct migration background,Upper Secondary Level,No,0.08774,165,577,0.06463,0.11084
2017,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.19912,142,208,0.14472,0.25352
2017,Direct migration background,Post-secondary Non-tertiary Level,No,0.07610,66,208,0.03997,0.11222
2017,Direct migration background,First Stage of Tertiary Education,Yes,0.41015,33,33,0.23972,0.58057
2017,Direct migration background,Second Stage of Tertiary Education,Yes,0.28189,376,477,0.24147,0.32231
