year,migback,regtyp,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,No migration background,Urban regions,No,0.25659,1355,5228,0.24475,0.26843
2022,No migration background,Rural regions,Yes,0.71850,2239,3141,0.70277,0.73423
2022,No migration background,Rural regions,No,0.28150,902,3141,0.26577,0.29723
2022,Direct migration background,Urban regions,Yes,0.66655,1837,2723,0.64884,0.68426
2022,Direct migration background,Urban regions,No,0.33345,886,2723,0.31574,0.35116
2022,Direct migration background,Rural regions,Yes,0.69169,362,522,0.65203,0.73134
2022,Direct migration background,Rural regions,No,0.30831,160,522,0.26866,0.34797
2022,Indirect migration background,Urban regions,Yes,0.78528,376,518,0.74988,0.82067
2022,Indirect migration background,Urban regions,No,0.21472,142,518,0.17933,0.25012
2022,Indirect migration background,Rural regions,Yes,0.67139,114,162,0.59884,0.74395
2022,Indirect migration background,Rural regions,No,0.32861,48,162,0.25605,0.40116
