year,pgisced97,sampreg,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,First Stage of Tertiary Education,East,Yes,0.23921,107,144,0.16928,0.30913
2006,First Stage of Tertiary Education,East,No,0.07604,37,144,0.03260,0.11949
2006,Second Stage of Tertiary Education,West,Yes,0.36027,1165,1437,0.33544,0.38511
2006,Second Stage of Tertiary Education,West,No,0.08372,272,1437,0.06939,0.09804
2006,Second Stage of Tertiary Education,East,Yes,0.27212,450,596,0.23636,0.30788
2006,Second Stage of Tertiary Education,East,No,0.10147,146,596,0.07721,0.12574
2007,Lower Secondary Level,West,Yes,0.08512,168,262,0.05126,0.11898
2007,Lower Secondary Level,West,No,0.04849,94,262,0.02243,0.07455
2007,Lower Secondary Level,East,Yes,0.08405,32,32,-0.01362,0.18172
2007,Upper Secondary Level,West,Yes,0.24611,1878,2550,0.22939,0.26284
2007,Upper Secondary Level,West,No,0.08657,672,2550,0.07566,0.09749
2007,Upper Secondary Level,East,Yes,0.22090,604,882,0.19350,0.24829
2007,Upper Secondary Level,East,No,0.10363,278,882,0.08350,0.12376
2007,Post-secondary Non-tertiary Level,West,Yes,0.34610,347,442,0.30170,0.39050
2007,Post-secondary Non-tertiary Level,West,No,0.08923,95,442,0.06263,0.11584
2007,Post-secondary Non-tertiary Level,East,Yes,0.37461,69,69,0.25957,0.48966
2007,First Stage of Tertiary Education,West,Yes,0.34818,392,496,0.30621,0.39015
2007,First Stage of Tertiary Education,West,No,0.09666,104,496,0.07063,0.12269
2007,First Stage of Tertiary Education,East,Yes,0.24729,99,142,0.17608,0.31850
2007,First Stage of Tertiary Education,East,No,0.09390,43,142,0.04576,0.14205
2007,Second Stage of Tertiary Education,West,Yes,0.36266,1081,1345,0.33695,0.38836
2007,Second Stage of Tertiary Education,West,No,0.08382,264,1345,0.06900,0.09863
2007,Second Stage of Tertiary Education,East,Yes,0.26333,432,587,0.22767,0.29899
2007,Second Stage of Tertiary Education,East,No,0.11104,155,587,0.08560,0.13648
2008,Lower Secondary Level,West,Yes,0.10327,186,287,0.06800,0.13854
2008,Lower Secondary Level,West,No,0.05378,101,287,0.02763,0.07992
2008,Lower Secondary Level,East,Yes,0.11155,41,41,0.01399,0.20912
2008,Upper Secondary Level,West,Yes,0.25151,1773,2513,0.23454,0.26848
2008,Upper Secondary Level,West,No,0.10391,740,2513,0.09198,0.11585
2008,Upper Secondary Level,East,Yes,0.23084,583,877,0.20294,0.25875
2008,Upper Secondary Level,East,No,0.12112,294,877,0.09951,0.14272
2008,Post-secondary Non-tertiary Level,West,Yes,0.36242,330,441,0.31751,0.40734
2008,Post-secondary Non-tertiary Level,West,No,0.11595,111,441,0.08603,0.14586
2008,Post-secondary Non-tertiary Level,East,Yes,0.36101,67,67,0.24513,0.47688
2008,First Stage of Tertiary Education,West,Yes,0.35406,368,460,0.31031,0.39781
2008,First Stage of Tertiary Education,West,No,0.08163,92,460,0.05658,0.10668
2008,First Stage of Tertiary Education,East,Yes,0.26878,102,136,0.19400,0.34357
2008,First Stage of Tertiary Education,East,No,0.10566,34,136,0.05380,0.15751
2008,Second Stage of Tertiary Education,West,Yes,0.35781,1040,1303,0.33177,0.38385
2008,Second Stage of Tertiary Education,West,No,0.09380,263,1303,0.07796,0.10963
2008,Second Stage of Tertiary Education,East,Yes,0.27953,412,553,0.24209,0.31696
2008,Second Stage of Tertiary Education,East,No,0.10686,141,553,0.08109,0.13264
2009,Lower Secondary Level,West,Yes,0.09372,134,225,0.05555,0.13188
2009,Lower Secondary Level,West,No,0.05530,91,225,0.02537,0.08523
2009,Upper Secondary Level,West,Yes,0.22991,1474,2166,0.21219,0.24764
2009,Upper Secondary Level,West,No,0.10423,692,2166,0.09136,0.11710
2009,Upper Secondary Level,East,Yes,0.20612,510,791,0.17792,0.23433
2009,Upper Secondary Level,East,No,0.12446,281,791,0.10144,0.14748
2009,Post-secondary Non-tertiary Level,West,Yes,0.35123,290,393,0.30398,0.39849
2009,Post-secondary Non-tertiary Level,West,No,0.12780,103,393,0.09475,0.16085
2009,Post-secondary Non-tertiary Level,East,Yes,0.38833,61,61,0.26501,0.51165
2009,First Stage of Tertiary Education,West,Yes,0.33325,311,415,0.28784,0.37865
2009,First Stage of Tertiary Education,West,No,0.10297,104,415,0.07369,0.13224
2009,First Stage of Tertiary Education,East,Yes,0.26133,90,131,0.18581,0.33686
2009,First Stage of Tertiary Education,East,No,0.12210,41,131,0.06582,0.17838
2009,Second Stage of Tertiary Education,West,Yes,0.36064,944,1204,0.33350,0.38777
2009,Second Stage of Tertiary Education,West,No,0.09875,260,1204,0.08189,0.11561
2009,Second Stage of Tertiary Education,East,Yes,0.28087,389,511,0.24187,0.31988
2009,Second Stage of Tertiary Education,East,No,0.09161,122,511,0.06658,0.11665
2010,Lower Secondary Level,West,Yes,0.08364,227,376,0.05562,0.11166
2010,Lower Secondary Level,West,No,0.06865,149,376,0.04306,0.09424
2010,Lower Secondary Level,East,Yes,0.16780,44,44,0.05611,0.27949
2010,Upper Secondary Level,West,Yes,0.22267,1999,3067,0.20794,0.23740
2010,Upper Secondary Level,West,No,0.12067,1068,3067,0.10914,0.13220
2010,Upper Secondary Level,East,Yes,0.21453,631,994,0.18900,0.24006
2010,Upper Secondary Level,East,No,0.12705,363,994,0.10634,0.14776
2010,Post-secondary Non-tertiary Level,West,Yes,0.33924,444,623,0.30203,0.37644
2010,Post-secondary Non-tertiary Level,West,No,0.14834,179,623,0.12041,0.17628
2010,Post-secondary Non-tertiary Level,East,Yes,0.32798,81,114,0.24141,0.41454
2010,Post-secondary Non-tertiary Level,East,No,0.15404,33,114,0.08748,0.22060
2010,First Stage of Tertiary Education,West,Yes,0.33676,398,531,0.29652,0.37700
2010,First Stage of Tertiary Education,West,No,0.10908,133,531,0.08254,0.13562
2010,First Stage of Tertiary Education,East,Yes,0.23415,110,153,0.16683,0.30147
2010,First Stage of Tertiary Education,East,No,0.14781,43,153,0.09139,0.20424
2010,Second Stage of Tertiary Education,West,Yes,0.35610,1341,1734,0.33356,0.37865
2010,Second Stage of Tertiary Education,West,No,0.09984,393,1734,0.08572,0.11395
2010,Second Stage of Tertiary Education,East,Yes,0.25966,425,591,0.22428,0.29503
2010,Second Stage of Tertiary Education,East,No,0.11700,166,591,0.09106,0.14293
2011,Primary Level,West,Yes,0.12013,40,40,0.01809,0.22217
2011,Lower Secondary Level,West,Yes,0.11650,331,504,0.08846,0.14453
2011,Lower Secondary Level,West,No,0.06516,173,504,0.04359,0.08673
2011,Lower Secondary Level,East,Yes,0.14619,50,50,0.04727,0.24511
2011,Upper Secondary Level,West,Yes,0.24391,2640,3674,0.23003,0.25780
2011,Upper Secondary Level,West,No,0.09609,1034,3674,0.08656,0.10562
2011,Upper Secondary Level,East,Yes,0.23562,775,1154,0.21112,0.26012
2011,Upper Secondary Level,East,No,0.10435,379,1154,0.08670,0.12199
2011,Post-secondary Non-tertiary Level,West,Yes,0.39276,591,757,0.35795,0.42758
2011,Post-secondary Non-tertiary Level,West,No,0.10358,166,757,0.08186,0.12530
2011,Post-secondary Non-tertiary Level,East,Yes,0.32571,103,138,0.24724,0.40419
2011,Post-secondary Non-tertiary Level,East,No,0.15103,35,138,0.09107,0.21099
2011,First Stage of Tertiary Education,West,Yes,0.34353,513,637,0.30662,0.38044
2011,First Stage of Tertiary Education,West,No,0.08111,124,637,0.05990,0.10233
2011,First Stage of Tertiary Education,East,Yes,0.28166,133,178,0.21539,0.34793
2011,First Stage of Tertiary Education,East,No,0.12069,45,178,0.07270,0.16869
2011,Second Stage of Tertiary Education,West,Yes,0.37364,1677,2082,0.35286,0.39443
2011,Second Stage of Tertiary Education,West,No,0.08732,405,2082,0.07519,0.09945
2011,Second Stage of Tertiary Education,East,Yes,0.28434,508,692,0.25071,0.31798
2011,Second Stage of Tertiary Education,East,No,0.12101,184,692,0.09669,0.14532
2012,Primary Level,West,Yes,0.14412,42,42,0.03662,0.25163
2012,Lower Secondary Level,West,Yes,0.12747,352,530,0.09905,0.15589
2012,Lower Secondary Level,West,No,0.06957,178,530,0.04789,0.09125
2012,Lower Secondary Level,East,Yes,0.09850,41,41,0.00615,0.19085
2012,Upper Secondary Level,West,Yes,0.24611,2611,3790,0.23240,0.25983
2012,Upper Secondary Level,West,No,0.10936,1179,3790,0.09942,0.11930
2012,Upper Secondary Level,East,Yes,0.21797,780,1193,0.19453,0.24141
2012,Upper Secondary Level,East,No,0.12879,413,1193,0.10978,0.14781
2012,Post-secondary Non-tertiary Level,West,Yes,0.38229,609,814,0.34888,0.41569
2012,Post-secondary Non-tertiary Level,West,No,0.12257,205,814,0.10003,0.14511
2012,Post-secondary Non-tertiary Level,East,Yes,0.43790,111,143,0.35630,0.51951
2012,Post-secondary Non-tertiary Level,East,No,0.13524,32,143,0.07899,0.19149
2012,First Stage of Tertiary Education,West,Yes,0.36702,502,635,0.32950,0.40453
2012,First Stage of Tertiary Education,West,No,0.10249,133,635,0.07888,0.12610
2012,First Stage of Tertiary Education,East,Yes,0.29636,132,183,0.23001,0.36270
2012,First Stage of Tertiary Education,East,No,0.12008,51,183,0.07285,0.16731
2012,Second Stage of Tertiary Education,West,Yes,0.36680,1666,2150,0.34643,0.38718
2012,Second Stage of Tertiary Education,West,No,0.09949,484,2150,0.08684,0.11215
2012,Second Stage of Tertiary Education,East,Yes,0.28807,492,653,0.25331,0.32283
2012,Second Stage of Tertiary Education,East,No,0.09818,161,653,0.07534,0.12103
2013,Primary Level,West,Yes,0.11168,60,94,0.04766,0.17569
2013,Primary Level,West,No,0.05147,34,94,0.00656,0.09638
2013,Lower Secondary Level,West,Yes,0.12966,505,741,0.10545,0.15386
2013,Lower Secondary Level,West,No,0.05514,236,741,0.03869,0.07158
2013,Lower Secondary Level,East,Yes,0.07061,47,47,-0.00342,0.14464
2013,Upper Secondary Level,West,Yes,0.23755,2790,3966,0.22430,0.25080
2013,Upper Secondary Level,West,No,0.10230,1176,3966,0.09287,0.11174
2013,Upper Secondary Level,East,Yes,0.22991,766,1114,0.20519,0.25463
2013,Upper Secondary Level,East,No,0.10779,348,1114,0.08957,0.12601
2013,Post-secondary Non-tertiary Level,West,Yes,0.35750,715,971,0.32734,0.38766
2013,Post-secondary Non-tertiary Level,West,No,0.12655,256,971,0.10563,0.14748
2013,Post-secondary Non-tertiary Level,East,Yes,0.38113,108,142,0.30096,0.46129
2013,Post-secondary Non-tertiary Level,East,No,0.15261,34,142,0.09325,0.21197
2013,First Stage of Tertiary Education,West,Yes,0.33947,462,586,0.30109,0.37784
2013,First Stage of Tertiary Education,West,No,0.09390,124,586,0.07026,0.11754
2013,First Stage of Tertiary Education,East,Yes,0.29957,128,172,0.23091,0.36822
2013,First Stage of Tertiary Education,East,No,0.10475,44,172,0.05885,0.15065
2013,Second Stage of Tertiary Education,West,Yes,0.34474,1819,2349,0.32551,0.36396
2013,Second Stage of Tertiary Education,West,No,0.09960,530,2349,0.08749,0.11172
2013,Second Stage of Tertiary Education,East,Yes,0.28872,471,637,0.25350,0.32394
2013,Second Stage of Tertiary Education,East,No,0.09624,166,637,0.07332,0.11917
2014,Primary Level,West,Yes,0.07657,35,35,-0.01281,0.16595
2014,Lower Secondary Level,West,Yes,0.13509,417,632,0.10842,0.16176
2014,Lower Secondary Level,West,No,0.07192,215,632,0.05176,0.09208
2014,Lower Secondary Level,East,Yes,0.09860,46,46,0.01149,0.18570
2014,Upper Secondary Level,West,Yes,0.24402,2501,3547,0.22989,0.25816
2014,Upper Secondary Level,West,No,0.09951,1046,3547,0.08966,0.10937
2014,Upper Secondary Level,East,Yes,0.23264,696,1013,0.20661,0.25867
2014,Upper Secondary Level,East,No,0.11729,317,1013,0.09746,0.13711
2014,Post-secondary Non-tertiary Level,West,Yes,0.38364,647,875,0.35140,0.41588
2014,Post-secondary Non-tertiary Level,West,No,0.11750,228,875,0.09615,0.13885
2014,Post-secondary Non-tertiary Level,East,Yes,0.43562,114,150,0.35601,0.51524
2014,Post-secondary Non-tertiary Level,East,No,0.13042,36,150,0.07634,0.18449
2014,First Stage of Tertiary Education,West,Yes,0.33776,412,542,0.29790,0.37761
2014,First Stage of Tertiary Education,West,No,0.10456,130,542,0.07877,0.13034
2014,First Stage of Tertiary Education,East,Yes,0.29186,112,150,0.21886,0.36485
2014,First Stage of Tertiary Education,East,No,0.11212,38,150,0.06146,0.16279
2014,Second Stage of Tertiary Education,West,Yes,0.36214,1657,2182,0.34197,0.38231
2014,Second Stage of Tertiary Education,West,No,0.09627,525,2182,0.08389,0.10865
2014,Second Stage of Tertiary Education,East,Yes,0.27706,432,588,0.24085,0.31326
2014,Second Stage of Tertiary Education,East,No,0.10480,156,588,0.08002,0.12958
2015,Primary Level,West,Yes,0.11050,46,46,0.01890,0.20210
2015,Lower Secondary Level,West,Yes,0.14081,412,576,0.11238,0.16924
2015,Lower Secondary Level,West,No,0.04736,164,576,0.03000,0.06472
2015,Lower Secondary Level,East,Yes,0.10381,46,46,0.01469,0.19293
2015,Upper Secondary Level,West,Yes,0.25181,2431,3279,0.23696,0.26667
2015,Upper Secondary Level,West,No,0.08892,848,3279,0.07918,0.09866
2015,Upper Secondary Level,East,Yes,0.23748,661,939,0.21025,0.26472
2015,Upper Secondary Level,East,No,0.10762,278,939,0.08779,0.12745
2015,Post-secondary Non-tertiary Level,West,Yes,0.35405,642,849,0.32186,0.38624
2015,Post-secondary Non-tertiary Level,West,No,0.12911,207,849,0.10654,0.15168
2015,Post-secondary Non-tertiary Level,East,Yes,0.34261,98,132,0.26134,0.42389
2015,Post-secondary Non-tertiary Level,East,No,0.11433,34,132,0.05984,0.16883
2015,First Stage of Tertiary Education,West,Yes,0.36329,447,527,0.32219,0.40439
2015,First Stage of Tertiary Education,West,No,0.07527,80,527,0.05272,0.09781
2015,First Stage of Tertiary Education,East,Yes,0.34953,125,125,0.26560,0.43346
2015,Second Stage of Tertiary Education,West,Yes,0.36511,1787,2185,0.34492,0.38530
2015,Second Stage of Tertiary Education,West,No,0.07418,398,2185,0.06319,0.08518
2015,Second Stage of Tertiary Education,East,Yes,0.30839,435,554,0.26990,0.34688
2015,Second Stage of Tertiary Education,East,No,0.09440,119,554,0.07003,0.11877
2016,Primary Level,West,Yes,0.10359,44,44,0.01251,0.19468
2016,Lower Secondary Level,West,Yes,0.14041,360,512,0.11029,0.17054
2016,Lower Secondary Level,West,No,0.06383,152,512,0.04264,0.08503
2016,Lower Secondary Level,East,Yes,0.07503,33,33,-0.01625,0.16631
2016,Upper Secondary Level,West,Yes,0.27207,2340,3109,0.25642,0.28771
2016,Upper Secondary Level,West,No,0.08960,769,3109,0.07956,0.09965
2016,Upper Secondary Level,East,Yes,0.23368,640,899,0.20600,0.26136
2016,Upper Secondary Level,East,No,0.10836,259,899,0.08803,0.12869
2016,Post-secondary Non-tertiary Level,West,Yes,0.37125,661,848,0.33871,0.40379
2016,Post-secondary Non-tertiary Level,West,No,0.10925,187,848,0.08824,0.13026
2016,Post-secondary Non-tertiary Level,East,Yes,0.45854,109,141,0.37600,0.54108
2016,Post-secondary Non-tertiary Level,East,No,0.13660,32,141,0.07971,0.19349
2016,First Stage of Tertiary Education,West,Yes,0.38175,393,495,0.33891,0.42460
2016,First Stage of Tertiary Education,West,No,0.09550,102,495,0.06959,0.12142
2016,First Stage of Tertiary Education,East,Yes,0.34828,105,139,0.26879,0.42777
2016,First Stage of Tertiary Education,East,No,0.08363,34,139,0.03744,0.12982
2016,Second Stage of Tertiary Education,West,Yes,0.36923,1644,2059,0.34838,0.39008
2016,Second Stage of Tertiary Education,West,No,0.08283,415,2059,0.07092,0.09474
2016,Second Stage of Tertiary Education,East,Yes,0.33731,441,561,0.29815,0.37646
2016,Second Stage of Tertiary Education,East,No,0.09021,120,561,0.06648,0.11393
2017,Primary Level,West,Yes,0.09954,60,60,0.02315,0.17594
2017,Lower Secondary Level,West,Yes,0.12821,386,552,0.10030,0.15613
2017,Lower Secondary Level,West,No,0.06119,166,552,0.04118,0.08120
2017,Lower Secondary Level,East,Yes,0.13612,54,54,0.04380,0.22844
2017,Upper Secondary Level,West,Yes,0.24725,2466,3332,0.23260,0.26190
2017,Upper Secondary Level,West,No,0.08682,866,3332,0.07726,0.09638
2017,Upper Secondary Level,East,Yes,0.24871,712,1002,0.22193,0.27548
2017,Upper Secondary Level,East,No,0.09114,290,1002,0.07331,0.10897
2017,Post-secondary Non-tertiary Level,West,Yes,0.33812,673,892,0.30705,0.36918
2017,Post-secondary Non-tertiary Level,West,No,0.11598,219,892,0.09496,0.13701
2017,Post-secondary Non-tertiary Level,East,Yes,0.39776,122,162,0.32216,0.47336
2017,Post-secondary Non-tertiary Level,East,No,0.12019,40,162,0.06996,0.17042
2017,First Stage of Tertiary Education,West,Yes,0.36660,416,511,0.32477,0.40842
2017,First Stage of Tertiary Education,West,No,0.08732,95,511,0.06281,0.11182
2017,First Stage of Tertiary Education,East,Yes,0.30275,101,145,0.22771,0.37779
2017,First Stage of Tertiary Education,East,No,0.09224,44,145,0.04498,0.13950
2017,Second Stage of Tertiary Education,West,Yes,0.35957,1859,2269,0.33982,0.37932
2017,Second Stage of Tertiary Education,West,No,0.07869,410,2269,0.06761,0.08978
2017,Second Stage of Tertiary Education,East,Yes,0.31142,433,566,0.27323,0.34960
2017,Second Stage of Tertiary Education,East,No,0.08318,133,566,0.06041,0.10595
2018,Primary Level,West,Yes,0.06707,69,105,0.01899,0.11514
2018,Primary Level,West,No,0.06188,36,105,0.01557,0.10819
2018,Lower Secondary Level,West,Yes,0.15322,399,566,0.12352,0.18292
2018,Lower Secondary Level,West,No,0.05397,167,566,0.03534,0.07261
2018,Lower Secondary Level,East,Yes,0.09811,58,92,0.03699,0.15923
2018,Lower Secondary Level,East,No,0.04457,34,92,0.00217,0.08698
2018,Upper Secondary Level,West,Yes,0.27841,2490,3434,0.26342,0.29341
2018,Upper Secondary Level,West,No,0.09539,944,3434,0.08556,0.10522
2018,Upper Secondary Level,East,Yes,0.24745,712,1036,0.22116,0.27374
2018,Upper Secondary Level,East,No,0.10743,324,1036,0.08856,0.12629
2018,Post-secondary Non-tertiary Level,West,Yes,0.38054,684,915,0.34906,0.41202
2018,Post-secondary Non-tertiary Level,West,No,0.10264,231,915,0.08296,0.12231
2018,Post-secondary Non-tertiary Level,East,Yes,0.38521,123,166,0.31096,0.45947
2018,Post-secondary Non-tertiary Level,East,No,0.11981,43,166,0.07026,0.16936
2018,First Stage of Tertiary Education,West,Yes,0.37349,400,510,0.33146,0.41551
2018,First Stage of Tertiary Education,West,No,0.11333,110,510,0.08579,0.14087
2018,First Stage of Tertiary Education,East,Yes,0.31212,114,150,0.23772,0.38652
2018,First Stage of Tertiary Education,East,No,0.10882,36,150,0.05882,0.15882
2018,Second Stage of Tertiary Education,West,Yes,0.37472,1879,2417,0.35542,0.39403
2018,Second Stage of Tertiary Education,West,No,0.10138,538,2417,0.08935,0.11342
2018,Second Stage of Tertiary Education,East,Yes,0.31185,401,578,0.27405,0.34965
2018,Second Stage of Tertiary Education,East,No,0.11978,177,578,0.09328,0.14627
2019,Primary Level,West,Yes,0.12249,80,122,0.06407,0.18090
2019,Primary Level,West,No,0.03981,42,122,0.00497,0.07465
2019,Lower Secondary Level,West,Yes,0.15819,358,501,0.12621,0.19018
2019,Lower Secondary Level,West,No,0.05319,143,501,0.03352,0.07286
2019,Lower Secondary Level,East,Yes,0.09847,48,48,0.01329,0.18365
2019,Upper Secondary Level,West,Yes,0.26209,2198,2971,0.24627,0.27791
2019,Upper Secondary Level,West,No,0.08838,773,2971,0.07817,0.09859
2019,Upper Secondary Level,East,Yes,0.24230,660,909,0.21443,0.27017
2019,Upper Secondary Level,East,No,0.09523,249,909,0.07613,0.11432
2019,Post-secondary Non-tertiary Level,West,Yes,0.38375,648,842,0.35088,0.41662
2019,Post-secondary Non-tertiary Level,West,No,0.10506,194,842,0.08434,0.12578
2019,Post-secondary Non-tertiary Level,East,Yes,0.42039,122,154,0.34218,0.49861
2019,Post-secondary Non-tertiary Level,East,No,0.12679,32,154,0.07407,0.17952
2019,First Stage of Tertiary Education,West,Yes,0.36883,379,472,0.32526,0.41241
2019,First Stage of Tertiary Education,West,No,0.08961,93,472,0.06382,0.11541
2019,First Stage of Tertiary Education,East,Yes,0.28324,106,106,0.19705,0.36942
2019,Second Stage of Tertiary Education,West,Yes,0.37280,1808,2282,0.35296,0.39265
2019,Second Stage of Tertiary Education,West,No,0.08424,474,2282,0.07284,0.09564
2019,Second Stage of Tertiary Education,East,Yes,0.31013,452,582,0.27252,0.34774
2019,Second Stage of Tertiary Education,East,No,0.10051,130,582,0.07606,0.12496
2020,Primary Level,West,Yes,0.07261,74,134,0.02851,0.11672
2020,Primary Level,West,No,0.05870,60,134,0.01875,0.09865
2020,Lower Secondary Level,West,Yes,0.13003,346,595,0.10299,0.15708
2020,Lower Secondary Level,West,No,0.09368,249,595,0.07025,0.11711
2020,Lower Secondary Level,East,Yes,0.12861,58,58,0.04170,0.21552
2020,Upper Secondary Level,West,Yes,0.23501,1976,3192,0.22030,0.24973
2020,Upper Secondary Level,West,No,0.13890,1216,3192,0.12690,0.15090
2020,Upper Secondary Level,East,Yes,0.22763,568,935,0.20073,0.25452
2020,Upper Secondary Level,East,No,0.13901,367,935,0.11683,0.16120
2020,Post-secondary Non-tertiary Level,West,Yes,0.35025,643,978,0.32033,0.38016
2020,Post-secondary Non-tertiary Level,West,No,0.15649,335,978,0.13371,0.17927
2020,Post-secondary Non-tertiary Level,East,Yes,0.38109,115,174,0.30872,0.45346
2020,Post-secondary Non-tertiary Level,East,No,0.21842,59,174,0.15685,0.27999
2020,First Stage of Tertiary Education,West,Yes,0.34304,329,484,0.30070,0.38537
2020,First Stage of Tertiary Education,West,No,0.16552,155,484,0.13237,0.19866
2020,First Stage of Tertiary Education,East,Yes,0.30108,98,145,0.22615,0.37600
2020,First Stage of Tertiary Education,East,No,0.14221,47,145,0.08516,0.19925
2020,Second Stage of Tertiary Education,West,Yes,0.34529,1784,2647,0.32718,0.36341
2020,Second Stage of Tertiary Education,West,No,0.14944,863,2647,0.13586,0.16303
2020,Second Stage of Tertiary Education,East,Yes,0.30818,410,632,0.27216,0.34421
2020,Second Stage of Tertiary Education,East,No,0.13532,222,632,0.10863,0.16201
2021,Primary Level,West,Yes,0.12438,78,137,0.06892,0.17985
2021,Primary Level,West,No,0.05254,59,137,0.01504,0.09004
2021,Lower Secondary Level,West,Yes,0.13948,229,341,0.10266,0.17631
2021,Lower Secondary Level,West,No,0.05992,112,341,0.03469,0.08515
2021,Lower Secondary Level,East,Yes,0.16652,33,33,0.03744,0.29560
2021,Upper Secondary Level,West,Yes,0.26007,1436,2007,0.24087,0.27927
2021,Upper Secondary Level,West,No,0.09068,571,2007,0.07812,0.10325
2021,Upper Secondary Level,East,Yes,0.23028,394,574,0.19581,0.26475
2021,Upper Secondary Level,East,No,0.12596,180,574,0.09880,0.15313
2021,Post-secondary Non-tertiary Level,West,Yes,0.41391,519,669,0.37656,0.45126
2021,Post-secondary Non-tertiary Level,West,No,0.10941,150,669,0.08574,0.13308
2021,Post-secondary Non-tertiary Level,East,Yes,0.52562,106,106,0.43011,0.62114
2021,First Stage of Tertiary Education,West,Yes,0.35012,240,318,0.29761,0.40264
2021,First Stage of Tertiary Education,West,No,0.11360,78,318,0.07867,0.14853
2021,First Stage of Tertiary Education,East,Yes,0.24546,70,70,0.14391,0.34701
2021,Second Stage of Tertiary Education,West,Yes,0.36681,1498,1999,0.34568,0.38794
2021,Second Stage of Tertiary Education,West,No,0.11477,501,1999,0.10079,0.12874
2021,Second Stage of Tertiary Education,East,Yes,0.34114,362,490,0.29912,0.38316
2021,Second Stage of Tertiary Education,East,No,0.11324,128,490,0.08515,0.14132
2022,Primary Level,West,Yes,0.09737,70,133,0.04679,0.14794
2022,Primary Level,West,No,0.07577,63,133,0.03062,0.12091
2022,Lower Secondary Level,West,Yes,0.18181,286,413,0.14457,0.21905
2022,Lower Secondary Level,West,No,0.06006,127,413,0.03712,0.08300
2022,Lower Secondary Level,East,Yes,0.12750,57,57,0.04014,0.21486
2022,Upper Secondary Level,West,Yes,0.25786,2008,2850,0.24179,0.27392
2022,Upper Secondary Level,West,No,0.10779,842,2850,0.09640,0.11918
2022,Upper Secondary Level,East,Yes,0.25068,569,850,0.22152,0.27983
2022,Upper Secondary Level,East,No,0.11224,281,850,0.09101,0.13347
2022,Post-secondary Non-tertiary Level,West,Yes,0.44246,758,1021,0.41198,0.47295
2022,Post-secondary Non-tertiary Level,West,No,0.12048,263,1021,0.10051,0.14046
2022,Post-secondary Non-tertiary Level,East,Yes,0.50915,180,243,0.44617,0.57214
2022,Post-secondary Non-tertiary Level,East,No,0.15039,63,243,0.10535,0.19543
2022,First Stage of Tertiary Education,West,Yes,0.37176,381,510,0.32977,0.41374
2022,First Stage of Tertiary Education,West,No,0.12202,129,510,0.09359,0.15046
2022,First Stage of Tertiary Education,East,Yes,0.26733,113,145,0.19505,0.33962
2022,First Stage of Tertiary Education,East,No,0.07870,32,145,0.03472,0.12268
2022,Second Stage of Tertiary Education,West,Yes,0.39060,2724,3650,0.37477,0.40643
2022,Second Stage of Tertiary Education,West,No,0.12835,926,3650,0.11749,0.13920
2022,Second Stage of Tertiary Education,East,Yes,0.29163,550,794,0.25999,0.32326
2022,Second Stage of Tertiary Education,East,No,0.13262,244,794,0.10901,0.15623
