year,age_gr,sampreg,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,46-65 y.,West,Yes,0.36213,1972,2704,0.34401,0.38025
2021,46-65 y.,West,No,0.13357,732,2704,0.12075,0.14640
2021,46-65 y.,East,Yes,0.31132,485,684,0.27659,0.34604
2021,46-65 y.,East,No,0.15662,199,684,0.12936,0.18387
2021,66 and older,West,Yes,0.01369,42,73,-0.01315,0.04054
2021,66 and older,West,No,0.00969,31,73,-0.01294,0.03232
2022,17-29 y.,West,Yes,0.33134,1524,2132,0.31135,0.35132
2022,17-29 y.,West,No,0.12127,608,2132,0.10741,0.13513
2022,17-29 y.,East,Yes,0.26401,262,387,0.22004,0.30799
2022,17-29 y.,East,No,0.13135,125,387,0.09765,0.16505
2022,30-45 y.,West,Yes,0.48175,2905,4006,0.46628,0.49723
2022,30-45 y.,West,No,0.16003,1101,4006,0.14868,0.17139
2022,30-45 y.,East,Yes,0.45236,786,1097,0.42289,0.48182
2022,30-45 y.,East,No,0.14978,311,1097,0.12865,0.17091
2022,46-65 y.,West,Yes,0.38102,2634,3639,0.36524,0.39680
2022,46-65 y.,West,No,0.15085,1005,3639,0.13922,0.16248
2022,46-65 y.,East,Yes,0.32830,623,911,0.29779,0.35881
2022,46-65 y.,East,No,0.14957,288,911,0.12639,0.17274
2022,66 and older,West,Yes,0.01174,50,92,-0.01039,0.03387
2022,66 and older,West,No,0.01032,42,92,-0.01044,0.03108
