year,age_gr,migback,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,30-45 y.,Indirect migration background,No,0.38060,109,281,0.32373,0.43747
2020,46-65 y.,No migration background,Yes,0.65937,2554,3930,0.64455,0.67419
2020,46-65 y.,No migration background,No,0.34063,1376,3930,0.32581,0.35545
2020,46-65 y.,Direct migration background,Yes,0.54654,381,659,0.50850,0.58458
2020,46-65 y.,Direct migration background,No,0.45346,278,659,0.41542,0.49150
2020,46-65 y.,Indirect migration background,Yes,0.46468,68,119,0.37469,0.55467
2020,46-65 y.,Indirect migration background,No,0.53532,51,119,0.44533,0.62531
2020,66 and older,No migration background,Yes,0.54478,44,83,0.43699,0.65256
2020,66 and older,No migration background,No,0.45522,39,83,0.34744,0.56301
2021,17-29 y.,No migration background,Yes,0.75814,543,740,0.72727,0.78902
2021,17-29 y.,No migration background,No,0.24186,197,740,0.21098,0.27273
2021,17-29 y.,Direct migration background,Yes,0.65748,190,288,0.60258,0.71239
2021,17-29 y.,Direct migration background,No,0.34252,98,288,0.28761,0.39742
2021,17-29 y.,Indirect migration background,Yes,0.78112,98,131,0.71004,0.85220
2021,17-29 y.,Indirect migration background,No,0.21888,33,131,0.14780,0.28996
2021,30-45 y.,No migration background,Yes,0.76284,1200,1593,0.74195,0.78374
2021,30-45 y.,No migration background,No,0.23716,393,1593,0.21626,0.25805
2021,30-45 y.,Direct migration background,Yes,0.76826,516,733,0.73769,0.79883
2021,30-45 y.,Direct migration background,No,0.23174,217,733,0.20117,0.26231
2021,30-45 y.,Indirect migration background,Yes,0.69018,109,156,0.61738,0.76298
2021,30-45 y.,Indirect migration background,No,0.30982,47,156,0.23702,0.38262
2021,46-65 y.,No migration background,Yes,0.72410,2036,2797,0.70754,0.74067
2021,46-65 y.,No migration background,No,0.27590,761,2797,0.25933,0.29246
2021,46-65 y.,Direct migration background,Yes,0.67975,358,506,0.63905,0.72044
2021,46-65 y.,Direct migration background,No,0.32025,148,506,0.27956,0.36095
2021,46-65 y.,Indirect migration background,Yes,0.81158,63,63,0.71425,0.90892
2021,66 and older,No migration background,Yes,0.63178,45,45,0.48927,0.77430
2022,17-29 y.,No migration background,Yes,0.73553,1036,1418,0.71256,0.75849
2022,17-29 y.,No migration background,No,0.26447,382,1418,0.24151,0.28744
2022,17-29 y.,Direct migration background,Yes,0.62875,602,905,0.59725,0.66024
2022,17-29 y.,Direct migration background,No,0.37125,303,905,0.33976,0.40275
2022,17-29 y.,Indirect migration background,Yes,0.76753,148,195,0.70809,0.82697
2022,17-29 y.,Indirect migration background,No,0.23247,47,195,0.17303,0.29191
2022,30-45 y.,No migration background,Yes,0.76023,2330,3134,0.74528,0.77518
2022,30-45 y.,No migration background,No,0.23977,804,3134,0.22482,0.25472
2022,30-45 y.,Direct migration background,Yes,0.71522,1158,1689,0.69369,0.73675
2022,30-45 y.,Direct migration background,No,0.28478,531,1689,0.26325,0.30631
2022,30-45 y.,Indirect migration background,Yes,0.75533,203,280,0.70488,0.80577
2022,30-45 y.,Indirect migration background,No,0.24467,77,280,0.19423,0.29512
2022,46-65 y.,No migration background,Yes,0.72325,2687,3706,0.70884,0.73765
2022,46-65 y.,No migration background,No,0.27675,1019,3706,0.26235,0.29116
2022,46-65 y.,Direct migration background,Yes,0.63225,434,645,0.59501,0.66949
2022,46-65 y.,Direct migration background,No,0.36775,211,645,0.33051,0.40499
2022,46-65 y.,Indirect migration background,Yes,0.77808,136,199,0.72020,0.83596
2022,46-65 y.,Indirect migration background,No,0.22192,63,199,0.16404,0.27980
2022,66 and older,No migration background,Yes,0.49661,59,111,0.40318,0.59005
2022,66 and older,No migration background,No,0.50339,52,111,0.40995,0.59682
