year,pgisced97,sex,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Lower Secondary Level,male,Yes,0.71682,262,361,0.67028,0.76336
2015,Lower Secondary Level,male,No,0.28318,99,361,0.23664,0.32972
2015,Lower Secondary Level,female,Yes,0.77222,196,281,0.72310,0.82135
2015,Lower Secondary Level,female,No,0.22778,85,281,0.17865,0.27690
2015,Upper Secondary Level,male,Yes,0.71269,1547,2145,0.69354,0.73185
2015,Upper Secondary Level,male,No,0.28731,598,2145,0.26815,0.30646
2015,Upper Secondary Level,female,Yes,0.74773,1545,2073,0.72903,0.76644
2015,Upper Secondary Level,female,No,0.25227,528,2073,0.23356,0.27097
2015,Post-secondary Non-tertiary Level,male,Yes,0.71464,312,413,0.67104,0.75825
2015,Post-secondary Non-tertiary Level,male,No,0.28536,101,413,0.24175,0.32896
2015,Post-secondary Non-tertiary Level,female,Yes,0.75282,428,568,0.71731,0.78833
2015,Post-secondary Non-tertiary Level,female,No,0.24718,140,568,0.21167,0.28269
2015,First Stage of Tertiary Education,male,Yes,0.80474,368,436,0.76749,0.84199
2015,First Stage of Tertiary Education,male,No,0.19526,68,436,0.15801,0.23251
2015,First Stage of Tertiary Education,female,Yes,0.85503,204,240,0.81039,0.89967
2015,First Stage of Tertiary Education,female,No,0.14497,36,240,0.10033,0.18961
2015,Second Stage of Tertiary Education,male,Yes,0.84296,1194,1429,0.82409,0.86183
2015,Second Stage of Tertiary Education,male,No,0.15704,235,1429,0.13817,0.17591
2015,Second Stage of Tertiary Education,female,Yes,0.79124,1028,1310,0.76922,0.81325
2015,Second Stage of Tertiary Education,female,No,0.20876,282,1310,0.18675,0.23078
2016,No answer / don't know,male,Yes,0.79927,59,59,0.69618,0.90235
2016,No answer / don't know,female,Yes,0.77985,40,40,0.64981,0.90989
2016,Primary Level,male,Yes,0.54694,34,34,0.37709,0.71678
2016,Lower Secondary Level,male,Yes,0.65962,230,319,0.60754,0.71170
2016,Lower Secondary Level,male,No,0.34038,89,319,0.28830,0.39246
2016,Lower Secondary Level,female,Yes,0.67650,163,250,0.61839,0.73460
2016,Lower Secondary Level,female,No,0.32350,87,250,0.26540,0.38161
2016,Upper Secondary Level,male,Yes,0.74158,1494,1977,0.72228,0.76089
2016,Upper Secondary Level,male,No,0.25842,483,1977,0.23911,0.27772
2016,Upper Secondary Level,female,Yes,0.73674,1486,2031,0.71758,0.75590
2016,Upper Secondary Level,female,No,0.26326,545,2031,0.24410,0.28242
2016,Post-secondary Non-tertiary Level,male,Yes,0.70882,296,395,0.66396,0.75368
2016,Post-secondary Non-tertiary Level,male,No,0.29118,99,395,0.24632,0.33604
2016,Post-secondary Non-tertiary Level,female,Yes,0.82356,474,594,0.79288,0.85425
2016,Post-secondary Non-tertiary Level,female,No,0.17644,120,594,0.14575,0.20712
2016,First Stage of Tertiary Education,male,Yes,0.80045,311,392,0.76084,0.84007
2016,First Stage of Tertiary Education,male,No,0.19955,81,392,0.15993,0.23916
2016,First Stage of Tertiary Education,female,Yes,0.80289,187,242,0.75266,0.85312
2016,First Stage of Tertiary Education,female,No,0.19711,55,242,0.14688,0.24734
2016,Second Stage of Tertiary Education,male,Yes,0.86302,1082,1294,0.84427,0.88176
2016,Second Stage of Tertiary Education,male,No,0.13698,212,1294,0.11824,0.15573
2016,Second Stage of Tertiary Education,female,Yes,0.75426,1003,1326,0.73107,0.77744
2016,Second Stage of Tertiary Education,female,No,0.24574,323,1326,0.22256,0.26893
2017,No answer / don't know,male,Yes,0.75400,58,58,0.64219,0.86581
2017,No answer / don't know,female,Yes,0.84615,42,42,0.73571,0.95660
2017,Primary Level,male,Yes,0.60642,44,44,0.46040,0.75245
2017,Lower Secondary Level,male,Yes,0.71860,247,347,0.67121,0.76598
2017,Lower Secondary Level,male,No,0.28140,100,347,0.23402,0.32879
2017,Lower Secondary Level,female,Yes,0.66369,193,276,0.60785,0.71953
2017,Lower Secondary Level,female,No,0.33631,83,276,0.28047,0.39215
2017,Upper Secondary Level,male,Yes,0.74854,1607,2179,0.73032,0.76676
2017,Upper Secondary Level,male,No,0.25146,572,2179,0.23324,0.26968
2017,Upper Secondary Level,female,Yes,0.72689,1571,2155,0.70807,0.74570
2017,Upper Secondary Level,female,No,0.27311,584,2155,0.25430,0.29193
2017,Post-secondary Non-tertiary Level,male,Yes,0.73584,310,421,0.69367,0.77800
2017,Post-secondary Non-tertiary Level,male,No,0.26416,111,421,0.22200,0.30633
2017,Post-secondary Non-tertiary Level,female,Yes,0.75798,485,633,0.72459,0.79137
2017,Post-secondary Non-tertiary Level,female,No,0.24202,148,633,0.20863,0.27541
2017,First Stage of Tertiary Education,male,Yes,0.80573,329,397,0.76677,0.84470
2017,First Stage of Tertiary Education,male,No,0.19427,68,397,0.15530,0.23323
2017,First Stage of Tertiary Education,female,Yes,0.78856,188,259,0.73874,0.83839
2017,First Stage of Tertiary Education,female,No,0.21144,71,259,0.16161,0.26126
2017,Second Stage of Tertiary Education,male,Yes,0.83172,1208,1452,0.81247,0.85097
2017,Second Stage of Tertiary Education,male,No,0.16828,244,1452,0.14903,0.18753
2017,Second Stage of Tertiary Education,female,Yes,0.79517,1084,1383,0.77389,0.81644
2017,Second Stage of Tertiary Education,female,No,0.20483,299,1383,0.18356,0.22611
2018,No answer / don't know,male,Yes,0.69116,78,78,0.58797,0.79436
2018,No answer / don't know,female,Yes,0.76053,49,49,0.63980,0.88126
2018,Primary Level,male,Yes,0.57967,60,60,0.45372,0.70563
2018,Lower Secondary Level,male,Yes,0.72862,261,372,0.68337,0.77387
2018,Lower Secondary Level,male,No,0.27138,111,372,0.22613,0.31663
2018,Lower Secondary Level,female,Yes,0.74558,196,286,0.69501,0.79615
2018,Lower Secondary Level,female,No,0.25442,90,286,0.20385,0.30499
2018,Upper Secondary Level,male,Yes,0.75011,1629,2247,0.73221,0.76802
2018,Upper Secondary Level,male,No,0.24989,618,2247,0.23198,0.26779
2018,Upper Secondary Level,female,Yes,0.71911,1573,2223,0.70042,0.73779
2018,Upper Secondary Level,female,No,0.28089,650,2223,0.26221,0.29958
2018,Post-secondary Non-tertiary Level,male,Yes,0.77048,307,426,0.73049,0.81046
2018,Post-secondary Non-tertiary Level,male,No,0.22952,119,426,0.18954,0.26951
2018,Post-secondary Non-tertiary Level,female,Yes,0.79574,500,655,0.76485,0.82664
2018,Post-secondary Non-tertiary Level,female,No,0.20426,155,655,0.17336,0.23515
2018,First Stage of Tertiary Education,male,Yes,0.76562,323,399,0.72401,0.80724
2018,First Stage of Tertiary Education,male,No,0.23438,76,399,0.19276,0.27599
2018,First Stage of Tertiary Education,female,Yes,0.75529,191,261,0.70303,0.80755
2018,First Stage of Tertiary Education,female,No,0.24471,70,261,0.19245,0.29697
2018,Second Stage of Tertiary Education,male,Yes,0.81035,1203,1528,0.79069,0.83001
2018,Second Stage of Tertiary Education,male,No,0.18965,325,1528,0.16999,0.20931
2018,Second Stage of Tertiary Education,female,Yes,0.73661,1077,1467,0.71406,0.75916
2018,Second Stage of Tertiary Education,female,No,0.26339,390,1467,0.24084,0.28594
2019,No answer / don't know,male,Yes,0.76604,52,52,0.64985,0.88223
2019,No answer / don't know,female,Yes,0.74740,41,41,0.61275,0.88206
2019,Primary Level,male,Yes,0.72248,71,109,0.63803,0.80693
2019,Primary Level,male,No,0.27752,38,109,0.19307,0.36197
2019,Lower Secondary Level,male,Yes,0.74739,236,336,0.70086,0.79392
2019,Lower Secondary Level,male,No,0.25261,100,336,0.20608,0.29914
2019,Lower Secondary Level,female,Yes,0.71809,170,238,0.66080,0.77537
2019,Lower Secondary Level,female,No,0.28191,68,238,0.22463,0.33920
2019,Upper Secondary Level,male,Yes,0.73754,1418,1906,0.71778,0.75729
2019,Upper Secondary Level,male,No,0.26246,488,1906,0.24271,0.28222
2019,Upper Secondary Level,female,Yes,0.74797,1448,1983,0.72886,0.76709
2019,Upper Secondary Level,female,No,0.25203,535,1983,0.23291,0.27114
2019,Post-secondary Non-tertiary Level,male,Yes,0.77496,305,404,0.73418,0.81573
2019,Post-secondary Non-tertiary Level,male,No,0.22504,99,404,0.18427,0.26582
2019,Post-secondary Non-tertiary Level,female,Yes,0.79077,471,599,0.75817,0.82337
2019,Post-secondary Non-tertiary Level,female,No,0.20923,128,599,0.17663,0.24183
2019,First Stage of Tertiary Education,male,Yes,0.78144,309,375,0.73956,0.82333
2019,First Stage of Tertiary Education,male,No,0.21856,66,375,0.17667,0.26044
2019,First Stage of Tertiary Education,female,Yes,0.82583,176,233,0.77703,0.87463
2019,First Stage of Tertiary Education,female,No,0.17417,57,233,0.12537,0.22297
2019,Second Stage of Tertiary Education,male,Yes,0.82799,1182,1459,0.80862,0.84736
2019,Second Stage of Tertiary Education,male,No,0.17201,277,1459,0.15264,0.19138
2019,Second Stage of Tertiary Education,female,Yes,0.77984,1091,1422,0.75830,0.80138
2019,Second Stage of Tertiary Education,female,No,0.22016,331,1422,0.19862,0.24170
2020,No answer / don't know,male,Yes,0.74741,69,110,0.66584,0.82898
2020,No answer / don't know,male,No,0.25259,41,110,0.17102,0.33416
2020,No answer / don't know,female,Yes,0.80755,44,44,0.68971,0.92538
2020,Primary Level,male,Yes,0.45739,59,118,0.36712,0.54766
2020,Primary Level,male,No,0.54261,59,118,0.45234,0.63288
2020,Lower Secondary Level,male,Yes,0.59752,259,406,0.54976,0.64528
2020,Lower Secondary Level,male,No,0.40248,147,406,0.35472,0.45024
2020,Lower Secondary Level,female,Yes,0.56531,145,274,0.50651,0.62412
2020,Lower Secondary Level,female,No,0.43469,129,274,0.37588,0.49349
2020,Upper Secondary Level,male,Yes,0.63099,1269,2031,0.61000,0.65198
2020,Upper Secondary Level,male,No,0.36901,762,2031,0.34802,0.39000
2020,Upper Secondary Level,female,Yes,0.62276,1274,2095,0.60200,0.64352
2020,Upper Secondary Level,female,No,0.37724,821,2095,0.35648,0.39800
2020,Post-secondary Non-tertiary Level,male,Yes,0.72131,306,459,0.68024,0.76237
2020,Post-secondary Non-tertiary Level,male,No,0.27869,153,459,0.23763,0.31976
2020,Post-secondary Non-tertiary Level,female,Yes,0.65450,451,692,0.61904,0.68996
2020,Post-secondary Non-tertiary Level,female,No,0.34550,241,692,0.31004,0.38096
2020,First Stage of Tertiary Education,male,Yes,0.66601,262,371,0.61795,0.71407
2020,First Stage of Tertiary Education,male,No,0.33399,109,371,0.28593,0.38205
2020,First Stage of Tertiary Education,female,Yes,0.69221,165,258,0.63577,0.74864
2020,First Stage of Tertiary Education,female,No,0.30779,93,258,0.25136,0.36423
2020,Second Stage of Tertiary Education,male,Yes,0.71812,1139,1637,0.69631,0.73992
2020,Second Stage of Tertiary Education,male,No,0.28188,498,1637,0.26008,0.30369
2020,Second Stage of Tertiary Education,female,Yes,0.67422,1055,1642,0.65155,0.69690
2020,Second Stage of Tertiary Education,female,No,0.32578,587,1642,0.30310,0.34845
2021,No answer / don't know,male,Yes,0.60937,105,155,0.53232,0.68643
2021,No answer / don't know,male,No,0.39063,50,155,0.31357,0.46768
2021,No answer / don't know,female,Yes,0.68292,78,112,0.59635,0.76949
2021,No answer / don't know,female,No,0.31708,34,112,0.23051,0.40365
2021,Primary Level,male,Yes,0.61860,73,125,0.53311,0.70410
2021,Primary Level,male,No,0.38140,52,125,0.29590,0.46689
2021,Lower Secondary Level,male,Yes,0.72272,170,242,0.66620,0.77924
2021,Lower Secondary Level,male,No,0.27728,72,242,0.22076,0.33380
2021,Lower Secondary Level,female,Yes,0.64196,92,149,0.56472,0.71920
2021,Lower Secondary Level,female,No,0.35804,57,149,0.28080,0.43528
2021,Upper Secondary Level,male,Yes,0.74222,904,1257,0.71803,0.76641
2021,Upper Secondary Level,male,No,0.25778,353,1257,0.23359,0.28197
2021,Upper Secondary Level,female,Yes,0.70294,926,1323,0.67831,0.72758
2021,Upper Secondary Level,female,No,0.29706,397,1323,0.27242,0.32169
2021,Post-secondary Non-tertiary Level,male,Yes,0.83387,241,314,0.79264,0.87510
2021,Post-secondary Non-tertiary Level,male,No,0.16613,73,314,0.12490,0.20736
2021,Post-secondary Non-tertiary Level,female,Yes,0.75124,383,489,0.71288,0.78959
2021,Post-secondary Non-tertiary Level,female,No,0.24876,106,489,0.21041,0.28712
2021,First Stage of Tertiary Education,male,Yes,0.74158,195,251,0.68732,0.79585
2021,First Stage of Tertiary Education,male,No,0.25842,56,251,0.20415,0.31268
2021,First Stage of Tertiary Education,female,Yes,0.72647,115,166,0.65845,0.79449
2021,First Stage of Tertiary Education,female,No,0.27353,51,166,0.20551,0.34155
2021,Second Stage of Tertiary Education,male,Yes,0.78857,969,1266,0.76607,0.81108
2021,Second Stage of Tertiary Education,male,No,0.21143,297,1266,0.18892,0.23393
2021,Second Stage of Tertiary Education,female,Yes,0.72665,890,1222,0.70165,0.75165
2021,Second Stage of Tertiary Education,female,No,0.27335,332,1222,0.24835,0.29835
2022,No answer / don't know,male,Yes,0.70274,545,791,0.67087,0.73461
2022,No answer / don't know,male,No,0.29726,246,791,0.26539,0.32913
2022,No answer / don't know,female,Yes,0.66352,518,739,0.62943,0.69761
2022,No answer / don't know,female,No,0.33648,221,739,0.30239,0.37057
2022,Primary Level,male,Yes,0.63084,67,128,0.54691,0.71478
2022,Primary Level,male,No,0.36916,61,128,0.28522,0.45309
2022,Lower Secondary Level,male,Yes,0.80036,218,301,0.75512,0.84559
2022,Lower Secondary Level,male,No,0.19964,83,301,0.15441,0.24488
2022,Lower Secondary Level,female,Yes,0.63152,125,192,0.56311,0.69993
2022,Lower Secondary Level,female,No,0.36848,67,192,0.30007,0.43689
2022,Upper Secondary Level,male,Yes,0.69931,1269,1803,0.67814,0.72049
2022,Upper Secondary Level,male,No,0.30069,534,1803,0.27951,0.32186
2022,Upper Secondary Level,female,Yes,0.70631,1307,1896,0.68581,0.72682
2022,Upper Secondary Level,female,No,0.29369,589,1896,0.27318,0.31419
2022,Post-secondary Non-tertiary Level,male,Yes,0.80213,368,496,0.76704,0.83723
2022,Post-secondary Non-tertiary Level,male,No,0.19787,128,496,0.16277,0.23296
2022,Post-secondary Non-tertiary Level,female,Yes,0.77107,570,768,0.74134,0.80081
2022,Post-secondary Non-tertiary Level,female,No,0.22893,198,768,0.19919,0.25866
2022,First Stage of Tertiary Education,male,Yes,0.75996,315,413,0.71872,0.80121
2022,First Stage of Tertiary Education,male,No,0.24004,98,413,0.19879,0.28128
2022,First Stage of Tertiary Education,female,Yes,0.74881,179,242,0.69405,0.80356
2022,First Stage of Tertiary Education,female,No,0.25119,63,242,0.19644,0.30595
2022,Second Stage of Tertiary Education,male,Yes,0.75780,1670,2255,0.74011,0.77549
2022,Second Stage of Tertiary Education,male,No,0.24220,585,2255,0.22451,0.25989
2022,Second Stage of Tertiary Education,female,Yes,0.72597,1600,2184,0.70726,0.74468
2022,Second Stage of Tertiary Education,female,No,0.27403,584,2184,0.25532,0.29274
