year,pgisced97,quintil_oecd,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Lower Secondary Level,5th Quintile,Yes,0.22325,52,139,0.15377,0.29273
1995,Lower Secondary Level,5th Quintile,No,0.28035,87,139,0.20541,0.35530
1995,Upper Secondary Level,1st Quintile,Yes,0.11543,168,514,0.08778,0.14308
1995,Upper Secondary Level,1st Quintile,No,0.26585,346,514,0.22762,0.30408
1995,Upper Secondary Level,2nd Quintile,Yes,0.17423,316,812,0.14813,0.20034
1995,Upper Secondary Level,2nd Quintile,No,0.27363,496,812,0.24295,0.30432
1995,Upper Secondary Level,3rd Quintile,Yes,0.23556,380,911,0.20799,0.26313
1995,Upper Secondary Level,3rd Quintile,No,0.32133,531,911,0.29099,0.35167
1995,Upper Secondary Level,4th Quintile,Yes,0.29019,437,1006,0.26213,0.31825
1995,Upper Secondary Level,4th Quintile,No,0.37231,569,1006,0.34242,0.40220
1995,Upper Secondary Level,5th Quintile,Yes,0.32865,386,828,0.29663,0.36066
1995,Upper Secondary Level,5th Quintile,No,0.34245,442,828,0.31011,0.37479
1995,Post-secondary Non-tertiary Level,2nd Quintile,No,0.41189,37,37,0.25111,0.57266
1995,Post-secondary Non-tertiary Level,3rd Quintile,No,0.45891,42,42,0.30637,0.61144
1995,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.37252,41,73,0.26084,0.48419
1995,Post-secondary Non-tertiary Level,4th Quintile,No,0.28391,32,73,0.17976,0.38806
1995,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.38239,38,38,0.22580,0.53898
1995,First Stage of Tertiary Education,2nd Quintile,Yes,0.21453,37,81,0.12458,0.30449
1995,First Stage of Tertiary Education,2nd Quintile,No,0.28157,44,81,0.18301,0.38013
1995,First Stage of Tertiary Education,3rd Quintile,Yes,0.27521,58,124,0.19628,0.35414
1995,First Stage of Tertiary Education,3rd Quintile,No,0.34605,66,124,0.26198,0.43012
1995,First Stage of Tertiary Education,4th Quintile,Yes,0.29106,66,126,0.21142,0.37069
1995,First Stage of Tertiary Education,4th Quintile,No,0.29841,60,126,0.21820,0.37863
1995,First Stage of Tertiary Education,5th Quintile,Yes,0.34433,70,169,0.27248,0.41618
1995,First Stage of Tertiary Education,5th Quintile,No,0.47631,99,169,0.40079,0.55184
1995,Second Stage of Tertiary Education,1st Quintile,Yes,0.24685,31,67,0.14282,0.35087
1995,Second Stage of Tertiary Education,1st Quintile,No,0.25306,36,67,0.14817,0.35795
1995,Second Stage of Tertiary Education,2nd Quintile,Yes,0.20282,73,159,0.14012,0.26552
1995,Second Stage of Tertiary Education,2nd Quintile,No,0.34770,86,159,0.27344,0.42196
1995,Second Stage of Tertiary Education,3rd Quintile,Yes,0.38421,119,239,0.32241,0.44601
1995,Second Stage of Tertiary Education,3rd Quintile,No,0.32448,120,239,0.26500,0.38397
1995,Second Stage of Tertiary Education,4th Quintile,Yes,0.43266,204,329,0.37904,0.48628
1995,Second Stage of Tertiary Education,4th Quintile,No,0.32002,125,329,0.26954,0.37050
1995,Second Stage of Tertiary Education,5th Quintile,Yes,0.39204,265,534,0.35059,0.43349
1995,Second Stage of Tertiary Education,5th Quintile,No,0.40627,269,534,0.36458,0.44797
1996,Primary Level,1st Quintile,No,0.16926,38,38,0.04843,0.29008
1996,Primary Level,2nd Quintile,No,0.38931,54,54,0.25804,0.52059
1996,Primary Level,3rd Quintile,No,0.62996,41,41,0.48034,0.77959
1996,Lower Secondary Level,1st Quintile,Yes,0.06671,64,251,0.03578,0.09764
1996,Lower Secondary Level,1st Quintile,No,0.17151,187,251,0.12479,0.21824
1996,Lower Secondary Level,2nd Quintile,Yes,0.06086,48,232,0.03003,0.09169
1996,Lower Secondary Level,2nd Quintile,No,0.23588,184,232,0.18113,0.29063
1996,Lower Secondary Level,3rd Quintile,Yes,0.09757,67,243,0.06018,0.13496
1996,Lower Secondary Level,3rd Quintile,No,0.26877,176,243,0.21292,0.32463
1996,Lower Secondary Level,4th Quintile,Yes,0.12509,55,207,0.07991,0.17027
1996,Lower Secondary Level,4th Quintile,No,0.33173,152,207,0.26743,0.39602
1996,Lower Secondary Level,5th Quintile,Yes,0.15923,37,133,0.09681,0.22165
1996,Lower Secondary Level,5th Quintile,No,0.36794,96,133,0.28567,0.45021
1996,Upper Secondary Level,1st Quintile,Yes,0.11372,168,509,0.08612,0.14133
1996,Upper Secondary Level,1st Quintile,No,0.25109,341,509,0.21338,0.28880
1996,Upper Secondary Level,2nd Quintile,Yes,0.19755,314,769,0.16939,0.22571
1996,Upper Secondary Level,2nd Quintile,No,0.26282,455,769,0.23168,0.29395
1996,Upper Secondary Level,3rd Quintile,Yes,0.22760,378,896,0.20013,0.25507
1996,Upper Secondary Level,3rd Quintile,No,0.32033,518,896,0.28976,0.35090
1996,Upper Secondary Level,4th Quintile,Yes,0.30618,443,974,0.27722,0.33514
1996,Upper Secondary Level,4th Quintile,No,0.33683,531,974,0.30713,0.36652
1996,Upper Secondary Level,5th Quintile,Yes,0.28106,341,805,0.24999,0.31213
1996,Upper Secondary Level,5th Quintile,No,0.37851,464,805,0.34499,0.41204
1996,Post-secondary Non-tertiary Level,2nd Quintile,No,0.29905,31,31,0.13521,0.46289
1996,Post-secondary Non-tertiary Level,3rd Quintile,No,0.39788,35,35,0.23335,0.56240
1996,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.34002,45,84,0.23811,0.44194
1996,Post-secondary Non-tertiary Level,4th Quintile,No,0.40950,39,84,0.30371,0.51529
1996,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.44035,36,72,0.32488,0.55582
1996,Post-secondary Non-tertiary Level,5th Quintile,No,0.38410,36,72,0.27096,0.49724
1996,First Stage of Tertiary Education,2nd Quintile,Yes,0.26663,37,72,0.16377,0.36949
1996,First Stage of Tertiary Education,2nd Quintile,No,0.23647,35,72,0.13763,0.33531
1996,First Stage of Tertiary Education,3rd Quintile,Yes,0.34924,68,129,0.26665,0.43183
1996,First Stage of Tertiary Education,3rd Quintile,No,0.26555,61,129,0.18904,0.34205
1996,First Stage of Tertiary Education,4th Quintile,Yes,0.27374,61,140,0.19962,0.34787
1996,First Stage of Tertiary Education,4th Quintile,No,0.39259,79,140,0.31141,0.47377
1996,First Stage of Tertiary Education,5th Quintile,Yes,0.40491,83,166,0.33001,0.47981
1996,First Stage of Tertiary Education,5th Quintile,No,0.38054,83,166,0.30646,0.45462
1996,Second Stage of Tertiary Education,1st Quintile,No,0.37675,40,40,0.22466,0.52883
1996,Second Stage of Tertiary Education,2nd Quintile,Yes,0.25408,66,141,0.18197,0.32620
1996,Second Stage of Tertiary Education,2nd Quintile,No,0.30622,75,141,0.22987,0.38257
1996,Second Stage of Tertiary Education,3rd Quintile,Yes,0.32421,121,223,0.26264,0.38579
1996,Second Stage of Tertiary Education,3rd Quintile,No,0.32854,102,223,0.26676,0.39033
1996,Second Stage of Tertiary Education,4th Quintile,Yes,0.37477,189,340,0.32324,0.42630
1996,Second Stage of Tertiary Education,4th Quintile,No,0.35807,151,340,0.30703,0.40911
1996,Second Stage of Tertiary Education,5th Quintile,Yes,0.39773,283,543,0.35653,0.43894
1996,Second Stage of Tertiary Education,5th Quintile,No,0.38043,260,543,0.33956,0.42131
1997,Lower Secondary Level,1st Quintile,Yes,0.06162,61,117,0.01786,0.10538
1997,Lower Secondary Level,1st Quintile,No,0.04617,56,117,0.00798,0.08436
1997,Lower Secondary Level,2nd Quintile,Yes,0.08612,59,103,0.03167,0.14056
1997,Lower Secondary Level,2nd Quintile,No,0.05088,44,103,0.00824,0.09353
1997,Lower Secondary Level,3rd Quintile,Yes,0.11915,74,107,0.05748,0.18082
1997,Lower Secondary Level,3rd Quintile,No,0.04902,33,107,0.00792,0.09012
1997,Lower Secondary Level,4th Quintile,Yes,0.14855,62,115,0.08326,0.21384
1997,Lower Secondary Level,4th Quintile,No,0.09626,53,115,0.04212,0.15040
1997,Lower Secondary Level,5th Quintile,Yes,0.13529,32,32,0.01488,0.25569
1997,Upper Secondary Level,1st Quintile,Yes,0.10547,137,230,0.06569,0.14525
1997,Upper Secondary Level,1st Quintile,No,0.06742,93,230,0.03494,0.09989
1997,Upper Secondary Level,2nd Quintile,Yes,0.19297,320,485,0.15782,0.22813
1997,Upper Secondary Level,2nd Quintile,No,0.09207,165,485,0.06632,0.11783
1997,Upper Secondary Level,3rd Quintile,Yes,0.23331,371,574,0.19868,0.26794
1997,Upper Secondary Level,3rd Quintile,No,0.11938,203,574,0.09283,0.14593
1997,Upper Secondary Level,4th Quintile,Yes,0.30662,445,656,0.27131,0.34193
1997,Upper Secondary Level,4th Quintile,No,0.13722,211,656,0.11087,0.16357
1997,Upper Secondary Level,5th Quintile,Yes,0.31276,357,477,0.27111,0.35441
1997,Upper Secondary Level,5th Quintile,No,0.10293,120,477,0.07563,0.13022
1997,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.41505,34,34,0.24693,0.58316
1997,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.40532,49,49,0.26643,0.54421
1997,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.42085,38,38,0.26177,0.57993
1997,First Stage of Tertiary Education,3rd Quintile,Yes,0.37060,71,71,0.25746,0.48375
1997,First Stage of Tertiary Education,4th Quintile,Yes,0.39016,72,107,0.29730,0.48303
1997,First Stage of Tertiary Education,4th Quintile,No,0.17411,35,107,0.10192,0.24630
1997,First Stage of Tertiary Education,5th Quintile,Yes,0.31728,69,69,0.20666,0.42791
1997,Second Stage of Tertiary Education,1st Quintile,Yes,0.22698,34,34,0.08406,0.36990
1997,Second Stage of Tertiary Education,2nd Quintile,Yes,0.25343,66,66,0.14769,0.35918
1997,Second Stage of Tertiary Education,3rd Quintile,Yes,0.35513,124,163,0.28144,0.42882
1997,Second Stage of Tertiary Education,3rd Quintile,No,0.13197,39,163,0.07985,0.18409
1997,Second Stage of Tertiary Education,4th Quintile,Yes,0.43428,202,250,0.37272,0.49585
1997,Second Stage of Tertiary Education,4th Quintile,No,0.10485,48,250,0.06680,0.14291
1997,Second Stage of Tertiary Education,5th Quintile,Yes,0.40438,295,369,0.35423,0.45452
1997,Second Stage of Tertiary Education,5th Quintile,No,0.09577,74,369,0.06571,0.12584
1998,Lower Secondary Level,1st Quintile,Yes,0.05714,54,93,0.00971,0.10457
1998,Lower Secondary Level,1st Quintile,No,0.03973,39,93,-0.00019,0.07964
1998,Lower Secondary Level,2nd Quintile,Yes,0.08954,67,116,0.03735,0.14172
1998,Lower Secondary Level,2nd Quintile,No,0.06572,49,116,0.02043,0.11100
1998,Lower Secondary Level,3rd Quintile,Yes,0.07870,52,98,0.02511,0.13228
1998,Lower Secondary Level,3rd Quintile,No,0.08749,46,98,0.03126,0.14372
1998,Lower Secondary Level,4th Quintile,Yes,0.15548,55,97,0.08299,0.22796
1998,Lower Secondary Level,4th Quintile,No,0.08570,42,97,0.02970,0.14169
1998,Upper Secondary Level,1st Quintile,Yes,0.13439,160,257,0.09261,0.17617
1998,Upper Secondary Level,1st Quintile,No,0.08804,97,257,0.05333,0.12275
1998,Upper Secondary Level,2nd Quintile,Yes,0.20865,326,493,0.17275,0.24456
1998,Upper Secondary Level,2nd Quintile,No,0.11036,167,493,0.08267,0.13804
1998,Upper Secondary Level,3rd Quintile,Yes,0.23658,380,563,0.20144,0.27171
1998,Upper Secondary Level,3rd Quintile,No,0.09700,183,563,0.07253,0.12147
1998,Upper Secondary Level,4th Quintile,Yes,0.29381,434,636,0.25838,0.32924
1998,Upper Secondary Level,4th Quintile,No,0.13401,202,636,0.10751,0.16051
1998,Upper Secondary Level,5th Quintile,Yes,0.29468,322,430,0.25154,0.33782
1998,Upper Secondary Level,5th Quintile,No,0.08337,108,430,0.05721,0.10953
1998,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.41067,35,35,0.24530,0.57603
1998,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.46824,55,55,0.33515,0.60133
1998,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.46916,42,42,0.31641,0.62192
1998,First Stage of Tertiary Education,2nd Quintile,Yes,0.29719,41,41,0.15556,0.43883
1998,First Stage of Tertiary Education,3rd Quintile,Yes,0.31304,51,51,0.18450,0.44158
1998,First Stage of Tertiary Education,4th Quintile,Yes,0.36775,79,79,0.26074,0.47477
1998,First Stage of Tertiary Education,5th Quintile,Yes,0.35610,73,73,0.24549,0.46671
1998,Second Stage of Tertiary Education,2nd Quintile,Yes,0.28063,68,68,0.17304,0.38822
1998,Second Stage of Tertiary Education,3rd Quintile,Yes,0.37926,119,163,0.30454,0.45398
1998,Second Stage of Tertiary Education,3rd Quintile,No,0.12869,44,163,0.07712,0.18025
1998,Second Stage of Tertiary Education,4th Quintile,Yes,0.38211,189,236,0.31998,0.44423
1998,Second Stage of Tertiary Education,4th Quintile,No,0.13464,47,236,0.09100,0.17829
1998,Second Stage of Tertiary Education,5th Quintile,Yes,0.40514,303,368,0.35491,0.45536
1998,Second Stage of Tertiary Education,5th Quintile,No,0.07557,65,368,0.04852,0.10261
1999,Lower Secondary Level,1st Quintile,Yes,0.06702,69,117,0.02152,0.11253
1999,Lower Secondary Level,1st Quintile,No,0.05620,48,117,0.01429,0.09811
1999,Lower Secondary Level,2nd Quintile,Yes,0.08892,72,118,0.03735,0.14050
1999,Lower Secondary Level,2nd Quintile,No,0.04707,46,118,0.00869,0.08544
1999,Lower Secondary Level,3rd Quintile,Yes,0.11065,68,109,0.05148,0.16981
1999,Lower Secondary Level,3rd Quintile,No,0.06035,41,109,0.01544,0.10527
1999,Lower Secondary Level,4th Quintile,Yes,0.13740,58,58,0.04802,0.22677
1999,Lower Secondary Level,5th Quintile,Yes,0.14593,37,37,0.03061,0.26126
1999,Upper Secondary Level,1st Quintile,Yes,0.15248,213,326,0.11339,0.19156
1999,Upper Secondary Level,1st Quintile,No,0.08151,113,326,0.05176,0.11126
1999,Upper Secondary Level,2nd Quintile,Yes,0.19300,362,571,0.16060,0.22540
1999,Upper Secondary Level,2nd Quintile,No,0.11931,209,571,0.09270,0.14592
1999,Upper Secondary Level,3rd Quintile,Yes,0.24416,422,621,0.21035,0.27798
1999,Upper Secondary Level,3rd Quintile,No,0.10563,199,621,0.08143,0.12982
1999,Upper Secondary Level,4th Quintile,Yes,0.29373,458,637,0.25833,0.32913
1999,Upper Secondary Level,4th Quintile,No,0.11541,179,637,0.09057,0.14024
1999,Upper Secondary Level,5th Quintile,Yes,0.28795,366,495,0.24802,0.32788
1999,Upper Secondary Level,5th Quintile,No,0.10512,129,495,0.07808,0.13217
1999,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.41586,42,42,0.26499,0.56673
1999,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.51953,69,69,0.40077,0.63828
1999,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.38575,54,54,0.25470,0.51680
1999,First Stage of Tertiary Education,2nd Quintile,Yes,0.33803,42,42,0.19323,0.48282
1999,First Stage of Tertiary Education,3rd Quintile,Yes,0.27158,63,63,0.16087,0.38229
1999,First Stage of Tertiary Education,4th Quintile,Yes,0.37085,83,115,0.28218,0.45952
1999,First Stage of Tertiary Education,4th Quintile,No,0.14295,32,115,0.07870,0.20721
1999,First Stage of Tertiary Education,5th Quintile,Yes,0.35640,74,74,0.24653,0.46627
1999,Second Stage of Tertiary Education,1st Quintile,Yes,0.20108,34,34,0.06433,0.33783
1999,Second Stage of Tertiary Education,2nd Quintile,Yes,0.28409,78,78,0.18335,0.38482
1999,Second Stage of Tertiary Education,3rd Quintile,Yes,0.33503,125,161,0.26190,0.40817
1999,Second Stage of Tertiary Education,3rd Quintile,No,0.10026,36,161,0.05372,0.14680
1999,Second Stage of Tertiary Education,4th Quintile,Yes,0.41512,210,259,0.35499,0.47525
1999,Second Stage of Tertiary Education,4th Quintile,No,0.10036,49,259,0.06369,0.13702
1999,Second Stage of Tertiary Education,5th Quintile,Yes,0.40522,350,434,0.35898,0.45147
1999,Second Stage of Tertiary Education,5th Quintile,No,0.09337,84,434,0.06597,0.12078
2000,Lower Secondary Level,1st Quintile,Yes,0.03647,42,74,-0.00653,0.07947
2000,Lower Secondary Level,1st Quintile,No,0.03336,32,74,-0.00784,0.07455
2000,Lower Secondary Level,2nd Quintile,Yes,0.07227,52,52,0.00121,0.14334
2000,Lower Secondary Level,3rd Quintile,Yes,0.09071,44,85,0.02929,0.15212
2000,Lower Secondary Level,3rd Quintile,No,0.11231,41,85,0.04479,0.17984
2000,Lower Secondary Level,4th Quintile,Yes,0.14258,41,41,0.03422,0.25093
2000,Upper Secondary Level,1st Quintile,Yes,0.10545,166,276,0.06915,0.14175
2000,Upper Secondary Level,1st Quintile,No,0.07861,110,276,0.04680,0.11042
2000,Upper Secondary Level,2nd Quintile,Yes,0.17952,321,499,0.14581,0.21323
2000,Upper Secondary Level,2nd Quintile,No,0.09962,178,499,0.07332,0.12593
2000,Upper Secondary Level,3rd Quintile,Yes,0.21416,372,588,0.18097,0.24735
2000,Upper Secondary Level,3rd Quintile,No,0.13641,216,588,0.10865,0.16418
2000,Upper Secondary Level,4th Quintile,Yes,0.28480,449,643,0.24988,0.31971
2000,Upper Secondary Level,4th Quintile,No,0.12348,194,643,0.09803,0.14893
2000,Upper Secondary Level,5th Quintile,Yes,0.26776,319,419,0.22531,0.31021
2000,Upper Secondary Level,5th Quintile,No,0.09694,100,419,0.06858,0.12531
2000,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.39424,49,49,0.25599,0.53249
2000,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.35216,53,53,0.22233,0.48198
2000,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.42376,65,65,0.30270,0.54483
2000,First Stage of Tertiary Education,2nd Quintile,Yes,0.28360,71,71,0.17801,0.38920
2000,First Stage of Tertiary Education,3rd Quintile,Yes,0.35445,98,136,0.27376,0.43514
2000,First Stage of Tertiary Education,3rd Quintile,No,0.09758,38,136,0.04752,0.14764
2000,First Stage of Tertiary Education,4th Quintile,Yes,0.35281,103,135,0.27191,0.43372
2000,First Stage of Tertiary Education,4th Quintile,No,0.10915,32,135,0.05635,0.16195
2000,First Stage of Tertiary Education,5th Quintile,Yes,0.33855,88,88,0.23911,0.43799
2000,Second Stage of Tertiary Education,2nd Quintile,Yes,0.26803,81,81,0.17097,0.36509
2000,Second Stage of Tertiary Education,3rd Quintile,Yes,0.37896,136,171,0.30604,0.45189
2000,Second Stage of Tertiary Education,3rd Quintile,No,0.06259,35,171,0.02618,0.09900
2000,Second Stage of Tertiary Education,4th Quintile,Yes,0.36282,217,284,0.30680,0.41884
2000,Second Stage of Tertiary Education,4th Quintile,No,0.14311,67,284,0.10231,0.18391
2000,Second Stage of Tertiary Education,5th Quintile,Yes,0.39479,369,468,0.35046,0.43913
2000,Second Stage of Tertiary Education,5th Quintile,No,0.10579,99,468,0.07789,0.13368
2001,Lower Secondary Level,1st Quintile,Yes,0.05691,73,73,0.00340,0.11043
2001,Lower Secondary Level,2nd Quintile,Yes,0.07039,72,72,0.01089,0.12990
2001,Lower Secondary Level,3rd Quintile,Yes,0.12686,77,77,0.05203,0.20168
2001,Lower Secondary Level,4th Quintile,Yes,0.12141,64,64,0.04076,0.20205
2001,Lower Secondary Level,5th Quintile,Yes,0.13439,38,38,0.02449,0.24429
2001,Upper Secondary Level,1st Quintile,Yes,0.13198,283,283,0.09248,0.17149
2001,Upper Secondary Level,2nd Quintile,Yes,0.20790,525,525,0.17315,0.24264
2001,Upper Secondary Level,3rd Quintile,Yes,0.26126,733,733,0.22944,0.29309
2001,Upper Secondary Level,4th Quintile,Yes,0.28284,724,724,0.25001,0.31567
2001,Upper Secondary Level,5th Quintile,Yes,0.25588,522,522,0.21841,0.29335
2001,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.20708,38,38,0.07651,0.33765
2001,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.32588,67,67,0.21280,0.43896
2001,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.34395,82,82,0.24050,0.44740
2001,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.35787,102,102,0.26438,0.45136
2001,First Stage of Tertiary Education,2nd Quintile,Yes,0.26925,83,83,0.17324,0.36526
2001,First Stage of Tertiary Education,3rd Quintile,Yes,0.34534,133,133,0.26422,0.42645
2001,First Stage of Tertiary Education,4th Quintile,Yes,0.33046,151,151,0.25519,0.40574
2001,First Stage of Tertiary Education,5th Quintile,Yes,0.29663,115,115,0.21278,0.38048
2001,Second Stage of Tertiary Education,1st Quintile,Yes,0.15508,43,43,0.04561,0.26456
2001,Second Stage of Tertiary Education,2nd Quintile,Yes,0.28916,117,117,0.20665,0.37167
2001,Second Stage of Tertiary Education,3rd Quintile,Yes,0.33110,199,199,0.26555,0.39665
2001,Second Stage of Tertiary Education,4th Quintile,Yes,0.39519,330,330,0.34236,0.44802
2001,Second Stage of Tertiary Education,5th Quintile,Yes,0.35965,626,626,0.32203,0.39727
2002,Lower Secondary Level,1st Quintile,Yes,0.03749,40,84,-0.00338,0.07835
2002,Lower Secondary Level,1st Quintile,No,0.04800,44,84,0.00201,0.09399
2002,Lower Secondary Level,2nd Quintile,Yes,0.06008,52,94,0.01178,0.10838
2002,Lower Secondary Level,2nd Quintile,No,0.06576,42,94,0.01538,0.11613
2002,Lower Secondary Level,3rd Quintile,Yes,0.09845,58,100,0.03976,0.15714
2002,Lower Secondary Level,3rd Quintile,No,0.07092,42,100,0.02035,0.12148
2002,Lower Secondary Level,4th Quintile,Yes,0.14628,61,105,0.07836,0.21420
2002,Lower Secondary Level,4th Quintile,No,0.08272,44,105,0.02978,0.13566
2002,Lower Secondary Level,5th Quintile,Yes,0.13915,47,47,0.03913,0.23917
2002,Upper Secondary Level,1st Quintile,Yes,0.10389,195,341,0.07145,0.13632
2002,Upper Secondary Level,1st Quintile,No,0.07355,146,341,0.04581,0.10130
2002,Upper Secondary Level,2nd Quintile,Yes,0.18264,431,672,0.15341,0.21188
2002,Upper Secondary Level,2nd Quintile,No,0.09813,241,672,0.07562,0.12064
2002,Upper Secondary Level,3rd Quintile,Yes,0.22078,534,842,0.19275,0.24881
2002,Upper Secondary Level,3rd Quintile,No,0.12255,308,842,0.10039,0.14472
2002,Upper Secondary Level,4th Quintile,Yes,0.27904,665,981,0.25095,0.30712
2002,Upper Secondary Level,4th Quintile,No,0.13180,316,981,0.11062,0.15298
2002,Upper Secondary Level,5th Quintile,Yes,0.26129,649,879,0.23222,0.29035
2002,Upper Secondary Level,5th Quintile,No,0.10111,230,879,0.08117,0.12106
2002,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.20986,43,43,0.08671,0.33301
2002,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.30659,50,50,0.17749,0.43569
2002,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.36805,84,115,0.27952,0.45658
2002,Post-secondary Non-tertiary Level,4th Quintile,No,0.16415,31,115,0.09615,0.23214
2002,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.40126,125,159,0.32483,0.47769
2002,Post-secondary Non-tertiary Level,5th Quintile,No,0.08285,34,159,0.03986,0.12583
2002,First Stage of Tertiary Education,2nd Quintile,Yes,0.25795,79,110,0.17581,0.34008
2002,First Stage of Tertiary Education,2nd Quintile,No,0.09114,31,110,0.03711,0.14518
2002,First Stage of Tertiary Education,3rd Quintile,Yes,0.32422,104,147,0.24829,0.40015
2002,First Stage of Tertiary Education,3rd Quintile,No,0.11634,43,147,0.06433,0.16836
2002,First Stage of Tertiary Education,4th Quintile,Yes,0.30263,132,189,0.23696,0.36830
2002,First Stage of Tertiary Education,4th Quintile,No,0.12414,57,189,0.07701,0.17128
2002,First Stage of Tertiary Education,5th Quintile,Yes,0.35305,161,211,0.28841,0.41769
2002,First Stage of Tertiary Education,5th Quintile,No,0.12634,50,211,0.08141,0.17128
2002,Second Stage of Tertiary Education,1st Quintile,Yes,0.15934,36,36,0.03809,0.28060
2002,Second Stage of Tertiary Education,2nd Quintile,Yes,0.23644,73,73,0.13829,0.33458
2002,Second Stage of Tertiary Education,3rd Quintile,Yes,0.28417,147,199,0.22134,0.34699
2002,Second Stage of Tertiary Education,3rd Quintile,No,0.11373,52,199,0.06950,0.15795
2002,Second Stage of Tertiary Education,4th Quintile,Yes,0.33567,316,401,0.28939,0.38195
2002,Second Stage of Tertiary Education,4th Quintile,No,0.08315,85,401,0.05609,0.11021
2002,Second Stage of Tertiary Education,5th Quintile,Yes,0.40050,713,895,0.36838,0.43263
2002,Second Stage of Tertiary Education,5th Quintile,No,0.10325,182,895,0.08331,0.12320
2003,Lower Secondary Level,1st Quintile,Yes,0.05175,53,53,-0.00846,0.11196
2003,Lower Secondary Level,2nd Quintile,Yes,0.07427,61,105,0.02387,0.12466
2003,Lower Secondary Level,2nd Quintile,No,0.05402,44,105,0.01058,0.09747
2003,Lower Secondary Level,3rd Quintile,Yes,0.10166,55,92,0.03957,0.16375
2003,Lower Secondary Level,3rd Quintile,No,0.06625,37,92,0.01515,0.11735
2003,Lower Secondary Level,4th Quintile,Yes,0.10360,49,90,0.04029,0.16691
2003,Lower Secondary Level,4th Quintile,No,0.09103,41,90,0.03127,0.15080
2003,Lower Secondary Level,5th Quintile,Yes,0.15608,51,51,0.05548,0.25668
2003,Upper Secondary Level,1st Quintile,Yes,0.09414,201,342,0.06315,0.12514
2003,Upper Secondary Level,1st Quintile,No,0.07715,141,342,0.04883,0.10547
2003,Upper Secondary Level,2nd Quintile,Yes,0.17573,427,677,0.14704,0.20442
2003,Upper Secondary Level,2nd Quintile,No,0.10493,250,677,0.08182,0.12803
2003,Upper Secondary Level,3rd Quintile,Yes,0.23864,534,841,0.20981,0.26746
2003,Upper Secondary Level,3rd Quintile,No,0.11797,307,841,0.09616,0.13979
2003,Upper Secondary Level,4th Quintile,Yes,0.29409,681,970,0.26540,0.32277
2003,Upper Secondary Level,4th Quintile,No,0.11800,289,970,0.09769,0.13831
2003,Upper Secondary Level,5th Quintile,Yes,0.25123,656,923,0.22323,0.27922
2003,Upper Secondary Level,5th Quintile,No,0.11386,267,923,0.09336,0.13437
2003,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.26386,42,42,0.12896,0.39877
2003,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.27082,63,63,0.16020,0.38144
2003,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.33449,93,130,0.25307,0.41591
2003,Post-secondary Non-tertiary Level,4th Quintile,No,0.13948,37,130,0.07969,0.19927
2003,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.34422,150,203,0.27870,0.40974
2003,Post-secondary Non-tertiary Level,5th Quintile,No,0.11961,53,203,0.07486,0.16436
2003,First Stage of Tertiary Education,2nd Quintile,Yes,0.19794,54,54,0.09066,0.30521
2003,First Stage of Tertiary Education,3rd Quintile,Yes,0.26877,97,137,0.19427,0.34328
2003,First Stage of Tertiary Education,3rd Quintile,No,0.09082,40,137,0.04253,0.13912
2003,First Stage of Tertiary Education,4th Quintile,Yes,0.40793,166,232,0.34455,0.47131
2003,First Stage of Tertiary Education,4th Quintile,No,0.12080,66,232,0.07877,0.16282
2003,First Stage of Tertiary Education,5th Quintile,Yes,0.36237,188,238,0.30117,0.42357
2003,First Stage of Tertiary Education,5th Quintile,No,0.10250,50,238,0.06389,0.14112
2003,Second Stage of Tertiary Education,1st Quintile,Yes,0.15827,39,39,0.04222,0.27432
2003,Second Stage of Tertiary Education,2nd Quintile,Yes,0.23106,72,72,0.13302,0.32911
2003,Second Stage of Tertiary Education,3rd Quintile,Yes,0.32727,166,222,0.26541,0.38913
