year,migback,pgisced97,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,No migration background,Post-secondary Non-tertiary Level,Comp. time,0.26189,91,172,0.19599,0.32778
1998,No migration background,Post-secondary Non-tertiary Level,Some of both,0.12585,50,172,0.07614,0.17557
1998,No migration background,Post-secondary Non-tertiary Level,Not compensated,0.08618,31,172,0.04412,0.12824
1998,No migration background,First Stage of Tertiary Education,Comp. time,0.22375,175,351,0.18009,0.26741
1998,No migration background,First Stage of Tertiary Education,Some of both,0.09257,71,351,0.06220,0.12293
1998,No migration background,First Stage of Tertiary Education,Paid,0.05025,45,351,0.02736,0.07313
1998,No migration background,First Stage of Tertiary Education,Not compensated,0.06590,60,351,0.03991,0.09190
1998,No migration background,Second Stage of Tertiary Education,Comp. time,0.17493,351,913,0.15027,0.19959
1998,No migration background,Second Stage of Tertiary Education,Some of both,0.08868,154,913,0.07023,0.10713
1998,No migration background,Second Stage of Tertiary Education,Paid,0.03014,50,913,0.01905,0.04124
1998,No migration background,Second Stage of Tertiary Education,Not compensated,0.18831,358,913,0.16294,0.21369
1998,Direct migration background,Lower Secondary Level,Comp. time,0.06930,53,102,0.01977,0.11883
1998,Direct migration background,Lower Secondary Level,Paid,0.06173,49,102,0.01479,0.10867
1998,Direct migration background,Upper Secondary Level,Comp. time,0.10164,95,241,0.06341,0.13987
1998,Direct migration background,Upper Secondary Level,Some of both,0.05827,56,241,0.02863,0.08791
1998,Direct migration background,Upper Secondary Level,Paid,0.09541,90,241,0.05824,0.13258
1998,Direct migration background,Second Stage of Tertiary Education,Comp. time,0.13422,32,32,0.01422,0.25422
1998,Indirect migration background,Upper Secondary Level,Comp. time,0.20053,41,41,0.07645,0.32462
1999,No migration background,Lower Secondary Level,Comp. time,0.06986,146,318,0.04180,0.09792
1999,No migration background,Lower Secondary Level,Some of both,0.02779,60,318,0.00969,0.04588
1999,No migration background,Lower Secondary Level,Paid,0.03451,71,318,0.01441,0.05460
1999,No migration background,Lower Secondary Level,Not compensated,0.02014,41,318,0.00467,0.03560
1999,No migration background,Upper Secondary Level,Comp. time,0.16258,1064,2330,0.14759,0.17756
1999,No migration background,Upper Secondary Level,Some of both,0.08155,548,2330,0.07043,0.09266
1999,No migration background,Upper Secondary Level,Paid,0.05960,428,2330,0.04998,0.06921
1999,No migration background,Upper Secondary Level,Not compensated,0.04710,290,2330,0.03849,0.05570
1999,No migration background,Post-secondary Non-tertiary Level,Comp. time,0.25902,96,145,0.18746,0.33058
1999,No migration background,Post-secondary Non-tertiary Level,Some of both,0.12037,49,145,0.06722,0.17352
1999,No migration background,First Stage of Tertiary Education,Comp. time,0.24142,190,355,0.19684,0.28600
1999,No migration background,First Stage of Tertiary Education,Some of both,0.08970,77,355,0.05994,0.11947
1999,No migration background,First Stage of Tertiary Education,Paid,0.04868,41,355,0.02626,0.07110
1999,No migration background,First Stage of Tertiary Education,Not compensated,0.05956,47,355,0.03490,0.08421
1999,No migration background,Second Stage of Tertiary Education,Comp. time,0.17807,361,922,0.15336,0.20278
1999,No migration background,Second Stage of Tertiary Education,Some of both,0.09285,169,922,0.07411,0.11160
1999,No migration background,Second Stage of Tertiary Education,Paid,0.02307,47,922,0.01337,0.03276
1999,No migration background,Second Stage of Tertiary Education,Not compensated,0.18248,345,922,0.15753,0.20742
1999,Direct migration background,Lower Secondary Level,Comp. time,0.05792,40,86,0.00826,0.10757
1999,Direct migration background,Lower Secondary Level,Paid,0.05517,46,86,0.00663,0.10371
1999,Direct migration background,Upper Secondary Level,Comp. time,0.11315,90,224,0.07158,0.15473
1999,Direct migration background,Upper Secondary Level,Some of both,0.04557,54,224,0.01819,0.07294
1999,Direct migration background,Upper Secondary Level,Paid,0.08923,80,224,0.05181,0.12665
1999,Direct migration background,Second Stage of Tertiary Education,Comp. time,0.16518,31,31,0.03230,0.29807
1999,Indirect migration background,Upper Secondary Level,Comp. time,0.25709,43,43,0.12492,0.38927
2000,No migration background,Lower Secondary Level,Comp. time,0.07493,208,400,0.04910,0.10077
2000,No migration background,Lower Secondary Level,Some of both,0.02369,66,400,0.00877,0.03862
2000,No migration background,Lower Secondary Level,Paid,0.03634,90,400,0.01798,0.05470
2000,No migration background,Lower Secondary Level,Not compensated,0.01277,36,400,0.00176,0.02379
2000,No migration background,Upper Secondary Level,Comp. time,0.16751,1923,3925,0.15583,0.17920
2000,No migration background,Upper Secondary Level,Some of both,0.07862,907,3925,0.07020,0.08704
2000,No migration background,Upper Secondary Level,Paid,0.05810,694,3925,0.05078,0.06542
2000,No migration background,Upper Secondary Level,Not compensated,0.03366,401,3925,0.02802,0.03930
2000,No migration background,Post-secondary Non-tertiary Level,Comp. time,0.24841,201,373,0.20450,0.29232
2000,No migration background,Post-secondary Non-tertiary Level,Some of both,0.07002,60,373,0.04409,0.09596
2000,No migration background,Post-secondary Non-tertiary Level,Paid,0.03911,33,373,0.01941,0.05881
2000,No migration background,Post-secondary Non-tertiary Level,Not compensated,0.08475,79,373,0.05645,0.11305
2000,No migration background,First Stage of Tertiary Education,Comp. time,0.21665,378,721,0.18655,0.24674
2000,No migration background,First Stage of Tertiary Education,Some of both,0.09294,166,721,0.07173,0.11414
2000,No migration background,First Stage of Tertiary Education,Paid,0.04383,75,721,0.02888,0.05879
2000,No migration background,First Stage of Tertiary Education,Not compensated,0.06198,102,721,0.04436,0.07959
2000,No migration background,Second Stage of Tertiary Education,Comp. time,0.18289,680,1669,0.16433,0.20144
2000,No migration background,Second Stage of Tertiary Education,Some of both,0.07724,266,1669,0.06443,0.09005
2000,No migration background,Second Stage of Tertiary Education,Paid,0.03000,106,1669,0.02181,0.03818
2000,No migration background,Second Stage of Tertiary Education,Not compensated,0.17138,617,1669,0.15329,0.18946
2000,Direct migration background,Lower Secondary Level,Comp. time,0.06196,64,119,0.01846,0.10546
2000,Direct migration background,Lower Secondary Level,Paid,0.05811,55,119,0.01590,0.10033
2000,Direct migration background,Upper Secondary Level,Comp. time,0.11980,159,359,0.08616,0.15344
2000,Direct migration background,Upper Secondary Level,Some of both,0.07209,94,359,0.04530,0.09888
2000,Direct migration background,Upper Secondary Level,Paid,0.08380,106,359,0.05510,0.11250
2000,Direct migration background,Post-secondary Non-tertiary Level,Comp. time,0.17274,42,42,0.05702,0.28845
2000,Direct migration background,First Stage of Tertiary Education,Comp. time,0.20811,39,39,0.07903,0.33718
2000,Direct migration background,Second Stage of Tertiary Education,Comp. time,0.12734,55,97,0.06065,0.19402
2000,Direct migration background,Second Stage of Tertiary Education,Not compensated,0.12443,42,97,0.05840,0.19046
2000,Indirect migration background,Upper Secondary Level,Comp. time,0.19431,60,92,0.11301,0.27560
2000,Indirect migration background,Upper Secondary Level,Some of both,0.08496,32,92,0.02767,0.14225
2001,No migration background,Lower Secondary Level,Comp. time,0.06369,159,346,0.03792,0.08946
2001,No migration background,Lower Secondary Level,Some of both,0.02573,61,346,0.00903,0.04244
2001,No migration background,Lower Secondary Level,Paid,0.03634,85,346,0.01659,0.05609
2001,No migration background,Lower Secondary Level,Not compensated,0.01617,41,346,0.00286,0.02948
2001,No migration background,Upper Secondary Level,Comp. time,0.16862,1782,3660,0.15649,0.18075
2001,No migration background,Upper Secondary Level,Some of both,0.07568,826,3660,0.06711,0.08425
2001,No migration background,Upper Secondary Level,Paid,0.06414,682,3660,0.05620,0.07208
2001,No migration background,Upper Secondary Level,Not compensated,0.03344,370,3660,0.02762,0.03927
2001,No migration background,Post-secondary Non-tertiary Level,Comp. time,0.22317,173,323,0.17769,0.26865
2001,No migration background,Post-secondary Non-tertiary Level,Some of both,0.10773,84,323,0.07386,0.14159
2001,No migration background,Post-secondary Non-tertiary Level,Not compensated,0.07303,66,323,0.04461,0.10145
2001,No migration background,First Stage of Tertiary Education,Comp. time,0.21938,326,639,0.18727,0.25149
2001,No migration background,First Stage of Tertiary Education,Some of both,0.08988,156,639,0.06769,0.11208
2001,No migration background,First Stage of Tertiary Education,Paid,0.04550,64,639,0.02933,0.06167
2001,No migration background,First Stage of Tertiary Education,Not compensated,0.06161,93,639,0.04296,0.08027
2001,No migration background,Second Stage of Tertiary Education,Comp. time,0.18676,644,1592,0.16761,0.20591
2001,No migration background,Second Stage of Tertiary Education,Some of both,0.09569,307,1592,0.08123,0.11014
2001,No migration background,Second Stage of Tertiary Education,Paid,0.02848,88,1592,0.02030,0.03665
2001,No migration background,Second Stage of Tertiary Education,Not compensated,0.16363,553,1592,0.14545,0.18181
2001,Direct migration background,Lower Secondary Level,Comp. time,0.04839,47,134,0.01192,0.08486
2001,Direct migration background,Lower Secondary Level,Some of both,0.03642,32,134,0.00458,0.06825
2001,Direct migration background,Lower Secondary Level,Paid,0.06598,55,134,0.02379,0.10817
2001,Direct migration background,Upper Secondary Level,Comp. time,0.11062,131,322,0.07631,0.14494
2001,Direct migration background,Upper Secondary Level,Some of both,0.08051,92,322,0.05075,0.11028
2001,Direct migration background,Upper Secondary Level,Paid,0.08097,99,322,0.05113,0.11081
2001,Direct migration background,Post-secondary Non-tertiary Level,Comp. time,0.13708,34,34,0.01973,0.25442
2001,Direct migration background,Second Stage of Tertiary Education,Comp. time,0.11749,49,94,0.05204,0.18293
2001,Direct migration background,Second Stage of Tertiary Education,Not compensated,0.13532,45,94,0.06580,0.20485
2001,Indirect migration background,Upper Secondary Level,Comp. time,0.21317,64,99,0.13209,0.29426
2001,Indirect migration background,Upper Secondary Level,Some of both,0.10605,35,99,0.04509,0.16701
2002,No migration background,Lower Secondary Level,Comp. time,0.06378,155,314,0.03671,0.09085
2002,No migration background,Lower Secondary Level,Some of both,0.02512,63,314,0.00779,0.04246
2002,No migration background,Lower Secondary Level,Paid,0.02672,54,314,0.00886,0.04459
2002,No migration background,Lower Secondary Level,Not compensated,0.02073,42,314,0.00495,0.03652
2002,No migration background,Upper Secondary Level,Comp. time,0.16419,1761,3507,0.15192,0.17645
2002,No migration background,Upper Secondary Level,Some of both,0.07620,826,3507,0.06742,0.08499
2002,No migration background,Upper Secondary Level,Paid,0.04783,505,3507,0.04077,0.05489
2002,No migration background,Upper Secondary Level,Not compensated,0.03412,415,3507,0.02811,0.04013
2002,No migration background,Post-secondary Non-tertiary Level,Comp. time,0.24309,217,417,0.20187,0.28432
2002,No migration background,Post-secondary Non-tertiary Level,Some of both,0.08960,89,417,0.06215,0.11704
2002,No migration background,Post-secondary Non-tertiary Level,Paid,0.04256,34,417,0.02316,0.06196
2002,No migration background,Post-secondary Non-tertiary Level,Not compensated,0.07817,77,417,0.05237,0.10396
2002,No migration background,First Stage of Tertiary Education,Comp. time,0.22408,346,662,0.19229,0.25586
2002,No migration background,First Stage of Tertiary Education,Some of both,0.08129,145,662,0.06046,0.10213
2002,No migration background,First Stage of Tertiary Education,Paid,0.04075,61,662,0.02568,0.05583
2002,No migration background,First Stage of Tertiary Education,Not compensated,0.05857,110,662,0.04067,0.07647
2002,No migration background,Second Stage of Tertiary Education,Comp. time,0.17785,740,2026,0.16119,0.19450
2002,No migration background,Second Stage of Tertiary Education,Some of both,0.06882,302,2026,0.05780,0.07985
2002,No migration background,Second Stage of Tertiary Education,Paid,0.01939,91,2026,0.01338,0.02539
2002,No migration background,Second Stage of Tertiary Education,Not compensated,0.18127,893,2026,0.16449,0.19805
2002,Direct migration background,Lower Secondary Level,Comp. time,0.04517,37,78,-0.00121,0.09156
2002,Direct migration background,Lower Secondary Level,Paid,0.04966,41,78,0.00114,0.09818
2002,Direct migration background,Upper Secondary Level,Comp. time,0.11289,113,279,0.07569,0.15009
2002,Direct migration background,Upper Secondary Level,Some of both,0.07206,92,279,0.04166,0.10246
2002,Direct migration background,Upper Secondary Level,Paid,0.07432,74,279,0.04349,0.10515
2002,Direct migration background,First Stage of Tertiary Education,Comp. time,0.15136,31,31,0.02311,0.27961
2002,Direct migration background,Second Stage of Tertiary Education,Comp. time,0.14020,62,112,0.07561,0.20479
2002,Direct migration background,Second Stage of Tertiary Education,Not compensated,0.09510,50,112,0.04053,0.14967
2002,Indirect migration background,Upper Secondary Level,Comp. time,0.18360,56,89,0.10271,0.26449
2002,Indirect migration background,Upper Secondary Level,Some of both,0.10448,33,89,0.04057,0.16839
2003,No migration background,Lower Secondary Level,Comp. time,0.07777,173,323,0.04852,0.10703
2003,No migration background,Lower Secondary Level,Some of both,0.02778,63,323,0.00983,0.04573
2003,No migration background,Lower Secondary Level,Paid,0.02519,53,323,0.00808,0.04231
2003,No migration background,Lower Secondary Level,Not compensated,0.01166,34,323,-0.00006,0.02339
2003,No migration background,Upper Secondary Level,Comp. time,0.17376,1750,3344,0.16091,0.18660
2003,No migration background,Upper Secondary Level,Some of both,0.06855,720,3344,0.05999,0.07712
2003,No migration background,Upper Secondary Level,Paid,0.04399,452,3344,0.03703,0.05094
2003,No migration background,Upper Secondary Level,Not compensated,0.03536,422,3344,0.02910,0.04162
2003,No migration background,Post-secondary Non-tertiary Level,Comp. time,0.23838,229,398,0.19646,0.28029
2003,No migration background,Post-secondary Non-tertiary Level,Some of both,0.08140,73,398,0.05450,0.10830
2003,No migration background,Post-secondary Non-tertiary Level,Not compensated,0.08614,96,398,0.05854,0.11374
2003,No migration background,First Stage of Tertiary Education,Comp. time,0.21989,333,648,0.18798,0.25181
2003,No migration background,First Stage of Tertiary Education,Some of both,0.08411,142,648,0.06272,0.10550
2003,No migration background,First Stage of Tertiary Education,Paid,0.03409,56,648,0.02011,0.04807
2003,No migration background,First Stage of Tertiary Education,Not compensated,0.07164,117,648,0.05177,0.09151
2003,No migration background,Second Stage of Tertiary Education,Comp. time,0.18707,724,1847,0.16928,0.20486
2003,No migration background,Second Stage of Tertiary Education,Some of both,0.06398,274,1847,0.05282,0.07515
2003,No migration background,Second Stage of Tertiary Education,Paid,0.02541,95,1847,0.01823,0.03259
2003,No migration background,Second Stage of Tertiary Education,Not compensated,0.16419,754,1847,0.14729,0.18109
2003,Direct migration background,Lower Secondary Level,Comp. time,0.04965,40,40,-0.01853,0.11782
2003,Direct migration background,Upper Secondary Level,Comp. time,0.12144,116,256,0.08135,0.16153
2003,Direct migration background,Upper Secondary Level,Some of both,0.05630,76,256,0.02801,0.08460
2003,Direct migration background,Upper Secondary Level,Paid,0.07818,64,256,0.04523,0.11114
2003,Direct migration background,Post-secondary Non-tertiary Level,Comp. time,0.14486,36,36,0.02826,0.26146
2003,Direct migration background,Second Stage of Tertiary Education,Comp. time,0.15181,56,92,0.07808,0.22554
2003,Direct migration background,Second Stage of Tertiary Education,Not compensated,0.05857,36,92,0.01032,0.10681
2003,Indirect migration background,Upper Secondary Level,Comp. time,0.19466,57,89,0.11194,0.27739
2003,Indirect migration background,Upper Secondary Level,Paid,0.09203,32,89,0.03163,0.15242
2004,No migration background,Lower Secondary Level,Comp. time,0.06430,144,303,0.03663,0.09196
2004,No migration background,Lower Secondary Level,Some of both,0.03344,66,303,0.01317,0.05372
2004,No migration background,Lower Secondary Level,Paid,0.02391,39,303,0.00668,0.04115
2004,No migration background,Lower Secondary Level,Not compensated,0.02707,54,303,0.00877,0.04538
2004,No migration background,Upper Secondary Level,Comp. time,0.16910,1640,3190,0.15609,0.18211
2004,No migration background,Upper Secondary Level,Some of both,0.06552,683,3190,0.05693,0.07410
2004,No migration background,Upper Secondary Level,Paid,0.04359,434,3190,0.03650,0.05067
2004,No migration background,Upper Secondary Level,Not compensated,0.03764,433,3190,0.03103,0.04424
2004,No migration background,Post-secondary Non-tertiary Level,Comp. time,0.25423,234,408,0.21193,0.29654
2004,No migration background,Post-secondary Non-tertiary Level,Some of both,0.07181,64,408,0.04673,0.09689
2004,No migration background,Post-secondary Non-tertiary Level,Paid,0.03711,31,408,0.01874,0.05547
2004,No migration background,Post-secondary Non-tertiary Level,Not compensated,0.07310,79,408,0.04781,0.09839
2004,No migration background,First Stage of Tertiary Education,Comp. time,0.22393,331,636,0.19151,0.25635
2004,No migration background,First Stage of Tertiary Education,Some of both,0.08695,134,636,0.06503,0.10886
2004,No migration background,First Stage of Tertiary Education,Paid,0.03689,56,636,0.02223,0.05155
2004,No migration background,First Stage of Tertiary Education,Not compensated,0.07476,115,636,0.05430,0.09521
2004,No migration background,Second Stage of Tertiary Education,Comp. time,0.17800,722,1837,0.16050,0.19550
2004,No migration background,Second Stage of Tertiary Education,Some of both,0.05952,248,1837,0.04870,0.07034
2004,No migration background,Second Stage of Tertiary Education,Paid,0.02875,81,1837,0.02111,0.03640
2004,No migration background,Second Stage of Tertiary Education,Not compensated,0.17277,786,1837,0.15547,0.19006
2004,Direct migration background,Lower Secondary Level,Comp. time,0.05462,35,35,-0.02176,0.13100
2004,Direct migration background,Upper Secondary Level,Comp. time,0.12011,118,228,0.07782,0.16241
2004,Direct migration background,Upper Secondary Level,Some of both,0.05277,66,228,0.02368,0.08185
2004,Direct migration background,Upper Secondary Level,Paid,0.04801,44,228,0.02020,0.07582
2004,Direct migration background,Post-secondary Non-tertiary Level,Comp. time,0.17244,35,35,0.04546,0.29942
2004,Direct migration background,Second Stage of Tertiary Education,Comp. time,0.11997,53,92,0.05321,0.18673
2004,Direct migration background,Second Stage of Tertiary Education,Not compensated,0.07521,39,92,0.02102,0.12940
2004,Indirect migration background,Upper Secondary Level,Comp. time,0.19458,52,52,0.08593,0.30323
2005,No migration background,Lower Secondary Level,Comp. time,0.06843,144,301,0.03986,0.09700
2005,No migration background,Lower Secondary Level,Some of both,0.03754,63,301,0.01603,0.05904
2005,No migration background,Lower Secondary Level,Paid,0.02845,46,301,0.00964,0.04726
2005,No migration background,Lower Secondary Level,Not compensated,0.03108,48,301,0.01144,0.05071
2005,No migration background,Upper Secondary Level,Comp. time,0.17229,1566,2938,0.15863,0.18594
2005,No migration background,Upper Secondary Level,Some of both,0.07034,646,2938,0.06109,0.07958
2005,No migration background,Upper Secondary Level,Paid,0.04094,373,2938,0.03378,0.04811
2005,No migration background,Upper Secondary Level,Not compensated,0.03348,353,2938,0.02698,0.03999
2005,No migration background,Post-secondary Non-tertiary Level,Comp. time,0.27301,238,385,0.22845,0.31757
2005,No migration background,Post-secondary Non-tertiary Level,Some of both,0.07487,74,385,0.04854,0.10119
2005,No migration background,Post-secondary Non-tertiary Level,Not compensated,0.07138,73,385,0.04563,0.09713
2005,No migration background,First Stage of Tertiary Education,Comp. time,0.22503,320,570,0.19072,0.25935
2005,No migration background,First Stage of Tertiary Education,Some of both,0.07131,106,570,0.05016,0.09245
2005,No migration background,First Stage of Tertiary Education,Paid,0.03097,39,570,0.01674,0.04521
2005,No migration background,First Stage of Tertiary Education,Not compensated,0.06920,105,570,0.04835,0.09006
2005,No migration background,Second Stage of Tertiary Education,Comp. time,0.18110,697,1681,0.16268,0.19951
2005,No migration background,Second Stage of Tertiary Education,Some of both,0.06556,252,1681,0.05373,0.07740
2005,No migration background,Second Stage of Tertiary Education,Paid,0.01846,61,1681,0.01203,0.02490
2005,No migration background,Second Stage of Tertiary Education,Not compensated,0.16055,671,1681,0.14300,0.17811
2005,Direct migration background,Lower Secondary Level,Comp. time,0.04649,34,34,-0.02535,0.11833
2005,Direct migration background,Upper Secondary Level,Comp. time,0.11899,110,226,0.07668,0.16130
2005,Direct migration background,Upper Secondary Level,Some of both,0.08434,72,226,0.04803,0.12066
2005,Direct migration background,Upper Secondary Level,Paid,0.03665,44,226,0.01210,0.06121
2005,Direct migration background,Post-secondary Non-tertiary Level,Comp. time,0.20028,40,40,0.07468,0.32589
2005,Direct migration background,Second Stage of Tertiary Education,Comp. time,0.13447,50,50,0.03895,0.23000
2005,Indirect migration background,Upper Secondary Level,Comp. time,0.16537,56,56,0.06718,0.26355
2006,No migration background,Lower Secondary Level,Comp. time,0.07370,145,274,0.04271,0.10470
2006,No migration background,Lower Secondary Level,Some of both,0.02153,47,274,0.00431,0.03875
2006,No migration background,Lower Secondary Level,Paid,0.02669,42,274,0.00757,0.04582
2006,No migration background,Lower Secondary Level,Not compensated,0.01748,40,274,0.00193,0.03302
2006,No migration background,Upper Secondary Level,Comp. time,0.18229,1824,3309,0.16913,0.19544
2006,No migration background,Upper Secondary Level,Some of both,0.07230,683,3309,0.06347,0.08112
2006,No migration background,Upper Secondary Level,Paid,0.04276,396,3309,0.03586,0.04965
2006,No migration background,Upper Secondary Level,Not compensated,0.03763,406,3309,0.03114,0.04411
2006,No migration background,Post-secondary Non-tertiary Level,Comp. time,0.27975,254,459,0.23864,0.32086
2006,No migration background,Post-secondary Non-tertiary Level,Some of both,0.07179,74,459,0.04815,0.09544
2006,No migration background,Post-secondary Non-tertiary Level,Paid,0.04527,34,459,0.02623,0.06432
2006,No migration background,Post-secondary Non-tertiary Level,Not compensated,0.08649,97,459,0.06075,0.11224
2006,No migration background,First Stage of Tertiary Education,Comp. time,0.21537,336,613,0.18280,0.24794
2006,No migration background,First Stage of Tertiary Education,Some of both,0.07805,116,613,0.05680,0.09931
2006,No migration background,First Stage of Tertiary Education,Paid,0.03319,42,613,0.01900,0.04738
2006,No migration background,First Stage of Tertiary Education,Not compensated,0.09647,119,613,0.07308,0.11986
2006,No migration background,Second Stage of Tertiary Education,Comp. time,0.17157,739,1868,0.15447,0.18867
2006,No migration background,Second Stage of Tertiary Education,Some of both,0.06783,264,1868,0.05642,0.07923
2006,No migration background,Second Stage of Tertiary Education,Paid,0.02002,79,1868,0.01366,0.02637
2006,No migration background,Second Stage of Tertiary Education,Not compensated,0.18466,786,1868,0.16706,0.20226
2006,Direct migration background,Upper Secondary Level,Comp. time,0.11353,98,223,0.07180,0.15526
2006,Direct migration background,Upper Secondary Level,Some of both,0.06187,64,223,0.03018,0.09356
2006,Direct migration background,Upper Secondary Level,Paid,0.07004,61,223,0.03646,0.10361
2006,Direct migration background,Post-secondary Non-tertiary Level,Comp. time,0.22621,44,44,0.10116,0.35126
2006,Direct migration background,Second Stage of Tertiary Education,Comp. time,0.13719,58,93,0.06688,0.20749
2006,Direct migration background,Second Stage of Tertiary Education,Not compensated,0.07489,35,93,0.02111,0.12868
2006,Indirect migration background,Upper Secondary Level,Comp. time,0.21037,67,98,0.12926,0.29148
2006,Indirect migration background,Upper Secondary Level,Some of both,0.07871,31,98,0.02512,0.13230
2007,No migration background,Lower Secondary Level,Comp. time,0.07628,118,168,0.03602,0.11654
2007,No migration background,Lower Secondary Level,Some of both,0.02834,50,168,0.00317,0.05351
2007,No migration background,Upper Secondary Level,Comp. time,0.17828,1659,3072,0.16474,0.19181
2007,No migration background,Upper Secondary Level,Some of both,0.07670,657,3072,0.06728,0.08611
2007,No migration background,Upper Secondary Level,Paid,0.04161,374,3072,0.03455,0.04868
2007,No migration background,Upper Secondary Level,Not compensated,0.03821,382,3072,0.03143,0.04499
2007,No migration background,Post-secondary Non-tertiary Level,Comp. time,0.25981,235,412,0.21741,0.30221
2007,No migration background,Post-secondary Non-tertiary Level,Some of both,0.09675,79,412,0.06817,0.12533
2007,No migration background,Post-secondary Non-tertiary Level,Not compensated,0.08393,98,412,0.05712,0.11074
2007,No migration background,First Stage of Tertiary Education,Comp. time,0.21252,309,543,0.17808,0.24696
2007,No migration background,First Stage of Tertiary Education,Some of both,0.08874,115,543,0.06480,0.11268
2007,No migration background,First Stage of Tertiary Education,Not compensated,0.09770,119,543,0.07270,0.12269
2007,No migration background,Second Stage of Tertiary Education,Comp. time,0.18577,725,1763,0.16761,0.20393
2007,No migration background,Second Stage of Tertiary Education,Some of both,0.06800,266,1763,0.05624,0.07975
2007,No migration background,Second Stage of Tertiary Education,Paid,0.01830,57,1763,0.01204,0.02456
2007,No migration background,Second Stage of Tertiary Education,Not compensated,0.16953,715,1763,0.15201,0.18705
2007,Direct migration background,Upper Secondary Level,Comp. time,0.11776,98,193,0.07217,0.16336
2007,Direct migration background,Upper Secondary Level,Some of both,0.06251,57,193,0.02827,0.09675
2007,Direct migration background,Upper Secondary Level,Paid,0.04651,38,193,0.01672,0.07630
2007,Direct migration background,Post-secondary Non-tertiary Level,Comp. time,0.19277,38,38,0.06566,0.31988
2007,Direct migration background,Second Stage of Tertiary Education,Comp. time,0.12372,53,53,0.03423,0.21322
2007,Indirect migration background,Upper Secondary Level,Comp. time,0.21086,67,109,0.13393,0.28780
2007,Indirect migration background,Upper Secondary Level,Some of both,0.10763,42,109,0.04918,0.16608
2008,No migration background,Lower Secondary Level,Comp. time,0.08600,137,224,0.04920,0.12280
2008,No migration background,Lower Secondary Level,Some of both,0.02810,49,224,0.00641,0.04980
2008,No migration background,Lower Secondary Level,Paid,0.02812,38,224,0.00642,0.04982
2008,No migration background,Upper Secondary Level,Comp. time,0.18656,1595,3061,0.17275,0.20036
2008,No migration background,Upper Secondary Level,Some of both,0.08717,688,3061,0.07717,0.09716
2008,No migration background,Upper Secondary Level,Paid,0.04089,365,3061,0.03387,0.04791
2008,No migration background,Upper Secondary Level,Not compensated,0.04366,413,3061,0.03642,0.05090
2008,No migration background,Post-secondary Non-tertiary Level,Comp. time,0.27758,230,442,0.23578,0.31937
2008,No migration background,Post-secondary Non-tertiary Level,Some of both,0.10365,87,442,0.07520,0.13210
2008,No migration background,Post-secondary Non-tertiary Level,Paid,0.03871,35,442,0.02071,0.05671
2008,No migration background,Post-secondary Non-tertiary Level,Not compensated,0.09264,90,442,0.06558,0.11970
2008,No migration background,First Stage of Tertiary Education,Comp. time,0.21970,281,534,0.18455,0.25485
2008,No migration background,First Stage of Tertiary Education,Some of both,0.08484,112,534,0.06119,0.10850
2008,No migration background,First Stage of Tertiary Education,Paid,0.03380,39,534,0.01846,0.04914
2008,No migration background,First Stage of Tertiary Education,Not compensated,0.08511,102,534,0.06142,0.10880
2008,No migration background,Second Stage of Tertiary Education,Comp. time,0.19028,694,1708,0.17166,0.20890
2008,No migration background,Second Stage of Tertiary Education,Some of both,0.06358,236,1708,0.05201,0.07516
2008,No migration background,Second Stage of Tertiary Education,Paid,0.02676,83,1708,0.01910,0.03442
2008,No migration background,Second Stage of Tertiary Education,Not compensated,0.17643,695,1708,0.15835,0.19452
2008,Direct migration background,Upper Secondary Level,Comp. time,0.11001,85,188,0.06516,0.15486
2008,Direct migration background,Upper Secondary Level,Some of both,0.07552,59,188,0.03765,0.11339
2008,Direct migration background,Upper Secondary Level,Paid,0.07414,44,188,0.03659,0.11169
2008,Direct migration background,Post-secondary Non-tertiary Level,Comp. time,0.21561,40,40,0.08654,0.34468
2008,Direct migration background,Second Stage of Tertiary Education,Comp. time,0.12991,43,43,0.02823,0.23159
2008,Indirect migration background,Upper Secondary Level,Comp. time,0.22280,67,99,0.14041,0.30519
2008,Indirect migration background,Upper Secondary Level,Some of both,0.09717,32,99,0.03853,0.15582
2009,No migration background,Lower Secondary Level,Comp. time,0.07084,91,199,0.03510,0.10658
2009,No migration background,Lower Secondary Level,Some of both,0.02908,42,199,0.00568,0.05249
2009,No migration background,Lower Secondary Level,Paid,0.02644,32,199,0.00409,0.04879
2009,No migration background,Lower Secondary Level,Not compensated,0.02855,34,199,0.00535,0.05174
2009,No migration background,Upper Secondary Level,Comp. time,0.17615,1418,2681,0.16173,0.19058
2009,No migration background,Upper Secondary Level,Some of both,0.08077,611,2681,0.07046,0.09109
2009,No migration background,Upper Secondary Level,Paid,0.03967,318,2681,0.03228,0.04706
2009,No migration background,Upper Secondary Level,Not compensated,0.03630,334,2681,0.02922,0.04338
2009,No migration background,Post-secondary Non-tertiary Level,Comp. time,0.30707,220,376,0.26038,0.35376
2009,No migration background,Post-secondary Non-tertiary Level,Some of both,0.09342,74,376,0.06397,0.12288
2009,No migration background,Post-secondary Non-tertiary Level,Not compensated,0.09032,82,376,0.06131,0.11934
2009,No migration background,First Stage of Tertiary Education,Comp. time,0.22238,273,494,0.18567,0.25909
2009,No migration background,First Stage of Tertiary Education,Some of both,0.08310,100,494,0.05874,0.10747
