,Unnamed: 0,year,age_gr,regtyp,plb0195_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
306,306,1999,17-29 y.,Urban regions,Paid,0.17927,151,4943,0.16274,0.20163
307,307,1999,17-29 y.,Urban regions,Not compensated,0.15581,98,4943,0.13197,0.17987
308,308,1999,17-29 y.,Rural regions,Comp. time,0.50546,208,4943,0.45344,0.55778
309,309,1999,17-29 y.,Rural regions,Some of both,0.22419,94,4943,0.18859,0.26379
310,310,1999,17-29 y.,Rural regions,Paid,0.14396,70,4943,0.12427,0.16666
311,311,1999,17-29 y.,Rural regions,Not compensated,0.12638,59,4943,0.09845,0.15743
312,312,1999,30-45 y.,Urban regions,Comp. time,0.44281,699,4943,0.41766,0.46848
313,313,1999,30-45 y.,Urban regions,Some of both,0.22113,356,4943,0.20344,0.24086
314,314,1999,30-45 y.,Urban regions,Paid,0.15758,264,4943,0.14245,0.17482
315,315,1999,30-45 y.,Urban regions,Not compensated,0.17848,267,4943,0.16266,0.19515
316,316,1999,30-45 y.,Rural regions,Comp. time,0.46063,418,4943,0.43084,0.49434
317,317,1999,30-45 y.,Rural regions,Some of both,0.24556,217,4943,0.22069,0.27081
318,318,1999,30-45 y.,Rural regions,Paid,0.15804,146,4943,0.14014,0.17917
319,319,1999,30-45 y.,Rural regions,Not compensated,0.13577,121,4943,0.11711,0.15396
320,320,1999,46-65 y.,Urban regions,Comp. time,0.46807,371,4943,0.43618,0.49787
321,321,1999,46-65 y.,Urban regions,Some of both,0.16197,135,4943,0.14191,0.18532
322,322,1999,46-65 y.,Urban regions,Paid,0.12926,130,4943,0.11298,0.14682
323,323,1999,46-65 y.,Urban regions,Not compensated,0.2407,194,4943,0.2152,0.26288
324,324,1999,46-65 y.,Rural regions,Comp. time,0.45517,201,4943,0.40442,0.49734
325,325,1999,46-65 y.,Rural regions,Some of both,0.20209,98,4943,0.17718,0.23331
326,326,1999,46-65 y.,Rural regions,Paid,0.16081,82,4943,0.13813,0.18428
327,327,1999,46-65 y.,Rural regions,Not compensated,0.18193,98,4943,0.15883,0.20939
328,328,2000,17-29 y.,Urban regions,Comp. time,0.50102,465,8256,0.47684,0.53468
329,329,2000,17-29 y.,Urban regions,Some of both,0.19674,197,8256,0.18144,0.21622
330,330,2000,17-29 y.,Urban regions,Paid,0.17799,181,8256,0.16335,0.19366
331,331,2000,17-29 y.,Urban regions,Not compensated,0.12425,138,8256,0.11316,0.13518
332,332,2000,17-29 y.,Rural regions,Comp. time,0.55,338,8256,0.51458,0.58328
333,333,2000,17-29 y.,Rural regions,Some of both,0.21135,132,8256,0.19112,0.23272
334,334,2000,17-29 y.,Rural regions,Paid,0.13748,91,8256,0.11965,0.15741
335,335,2000,17-29 y.,Rural regions,Not compensated,0.10116,70,8256,0.08911,0.11222
336,336,2000,30-45 y.,Urban regions,Comp. time,0.4472,1225,8256,0.43263,0.46302
337,337,2000,30-45 y.,Urban regions,Some of both,0.21558,600,8256,0.20576,0.22702
338,338,2000,30-45 y.,Urban regions,Paid,0.1672,463,8256,0.15741,0.17737
339,339,2000,30-45 y.,Urban regions,Not compensated,0.17001,459,8256,0.16089,0.17901
340,340,2000,30-45 y.,Rural regions,Comp. time,0.50089,735,8256,0.47978,0.52321
341,341,2000,30-45 y.,Rural regions,Some of both,0.22735,314,8256,0.21347,0.24166
342,342,2000,30-45 y.,Rural regions,Paid,0.13543,203,8256,0.12459,0.14921
343,343,2000,30-45 y.,Rural regions,Not compensated,0.13633,204,8256,0.12454,0.15035
344,344,2000,46-65 y.,Urban regions,Comp. time,0.462,744,8256,0.44107,0.47879
345,345,2000,46-65 y.,Urban regions,Some of both,0.19033,298,8256,0.17863,0.20261
346,346,2000,46-65 y.,Urban regions,Paid,0.15373,244,8256,0.14414,0.16311
347,347,2000,46-65 y.,Urban regions,Not compensated,0.19394,324,8256,0.18025,0.2082
348,348,2000,46-65 y.,Rural regions,Comp. time,0.46084,378,8256,0.42878,0.48596
349,349,2000,46-65 y.,Rural regions,Some of both,0.18912,158,8256,0.17352,0.20639
350,350,2000,46-65 y.,Rural regions,Paid,0.14567,123,8256,0.13406,0.16014
351,351,2000,46-65 y.,Rural regions,Not compensated,0.20437,172,8256,0.18815,0.22024
352,352,2001,17-29 y.,Urban regions,Comp. time,0.45072,418,7706,0.42592,0.48424
353,353,2001,17-29 y.,Urban regions,Some of both,0.22234,199,7706,0.19559,0.24615
354,354,2001,17-29 y.,Urban regions,Paid,0.19185,171,7706,0.17498,0.21181
355,355,2001,17-29 y.,Urban regions,Not compensated,0.13509,126,7706,0.11809,0.15474
356,356,2001,17-29 y.,Rural regions,Comp. time,0.47076,262,7706,0.4261,0.51817
357,357,2001,17-29 y.,Rural regions,Some of both,0.2696,134,7706,0.23445,0.29819
358,358,2001,17-29 y.,Rural regions,Paid,0.14702,89,7706,0.12399,0.17076
359,359,2001,17-29 y.,Rural regions,Not compensated,0.11262,74,7706,0.09537,0.13
360,360,2001,30-45 y.,Urban regions,Comp. time,0.44223,1114,7706,0.42806,0.46013
361,361,2001,30-45 y.,Urban regions,Some of both,0.24194,637,7706,0.23034,0.25521
362,362,2001,30-45 y.,Urban regions,Paid,0.1532,405,7706,0.1442,0.16302
363,363,2001,30-45 y.,Urban regions,Not compensated,0.16263,420,7706,0.15194,0.17114
364,364,2001,30-45 y.,Rural regions,Comp. time,0.49554,662,7706,0.46916,0.5254
365,365,2001,30-45 y.,Rural regions,Some of both,0.20238,275,7706,0.18365,0.22279
366,366,2001,30-45 y.,Rural regions,Paid,0.1517,205,7706,0.13837,0.16593
367,367,2001,30-45 y.,Rural regions,Not compensated,0.15038,189,7706,0.13744,0.1627
368,368,2001,46-65 y.,Urban regions,Comp. time,0.44516,669,7706,0.42675,0.46436
369,369,2001,46-65 y.,Urban regions,Some of both,0.1864,286,7706,0.17374,0.19932
370,370,2001,46-65 y.,Urban regions,Paid,0.17041,241,7706,0.15803,0.18199
371,371,2001,46-65 y.,Urban regions,Not compensated,0.19803,321,7706,0.18594,0.21364
372,372,2001,46-65 y.,Rural regions,Comp. time,0.4953,384,7706,0.46105,0.53573
373,373,2001,46-65 y.,Rural regions,Some of both,0.19761,172,7706,0.17848,0.21963
374,374,2001,46-65 y.,Rural regions,Paid,0.13782,115,7706,0.12295,0.1527
375,375,2001,46-65 y.,Rural regions,Not compensated,0.16928,138,7706,0.15459,0.18365
376,376,2002,17-29 y.,Urban regions,Comp. time,0.45329,379,7949,0.41474,0.4916
377,377,2002,17-29 y.,Urban regions,Some of both,0.19986,183,7949,0.17282,0.2269
378,378,2002,17-29 y.,Urban regions,Paid,0.17903,138,7949,0.14534,0.21163
379,379,2002,17-29 y.,Urban regions,Not compensated,0.16782,142,7949,0.14804,0.18871
380,380,2002,17-29 y.,Rural regions,Comp. time,0.50869,271,7949,0.45714,0.56603
381,381,2002,17-29 y.,Rural regions,Some of both,0.28702,136,7949,0.24481,0.33216
382,382,2002,17-29 y.,Rural regions,Paid,0.09461,62,7949,0.07446,0.118
383,383,2002,17-29 y.,Rural regions,Not compensated,0.10968,67,7949,0.08922,0.13491
384,384,2002,30-45 y.,Urban regions,Comp. time,0.45333,1139,7949,0.43277,0.47232
385,385,2002,30-45 y.,Urban regions,Some of both,0.22799,582,7949,0.21382,0.24425
386,386,2002,30-45 y.,Urban regions,Paid,0.1318,318,7949,0.12036,0.14169
387,387,2002,30-45 y.,Urban regions,Not compensated,0.18688,537,7949,0.17426,0.20535
388,388,2002,30-45 y.,Rural regions,Comp. time,0.49199,624,7949,0.46044,0.52192
389,389,2002,30-45 y.,Rural regions,Some of both,0.21933,288,7949,0.19858,0.23775
390,390,2002,30-45 y.,Rural regions,Paid,0.14421,170,7949,0.12682,0.16302
391,391,2002,30-45 y.,Rural regions,Not compensated,0.14448,194,7949,0.12955,0.16362
392,392,2002,46-65 y.,Urban regions,Comp. time,0.49326,783,7949,0.46436,0.52171
393,393,2002,46-65 y.,Urban regions,Some of both,0.15691,295,7949,0.1425,0.17223
394,394,2002,46-65 y.,Urban regions,Paid,0.13499,206,7949,0.12013,0.14857
395,395,2002,46-65 y.,Urban regions,Not compensated,0.21484,550,7949,0.1924,0.23196
396,396,2002,46-65 y.,Rural regions,Comp. time,0.52137,424,7949,0.48212,0.55426
397,397,2002,46-65 y.,Rural regions,Some of both,0.20693,173,7949,0.18263,0.23041
398,398,2002,46-65 y.,Rural regions,Paid,0.11479,95,7949,0.10195,0.13101
399,399,2002,46-65 y.,Rural regions,Not compensated,0.15692,193,7949,0.1402,0.17859
400,400,2003,17-29 y.,Urban regions,Comp. time,0.49235,413,7540,0.44927,0.53833
401,401,2003,17-29 y.,Urban regions,Some of both,0.19777,173,7540,0.17009,0.22104
402,402,2003,17-29 y.,Urban regions,Paid,0.15672,131,7540,0.13497,0.18363
403,403,2003,17-29 y.,Urban regions,Not compensated,0.15316,132,7540,0.12983,0.1751
404,404,2003,17-29 y.,Rural regions,Comp. time,0.56794,269,7540,0.50521,0.62586
405,405,2003,17-29 y.,Rural regions,Some of both,0.19755,99,7540,0.15977,0.23104
406,406,2003,17-29 y.,Rural regions,Paid,0.11422,59,7540,0.0897,0.13819
407,407,2003,17-29 y.,Rural regions,Not compensated,0.1203,64,7540,0.09448,0.15188
408,408,2003,30-45 y.,Urban regions,Comp. time,0.4694,1111,7540,0.44886,0.48975
409,409,2003,30-45 y.,Urban regions,Some of both,0.21823,514,7540,0.20376,0.23346
410,410,2003,30-45 y.,Urban regions,Paid,0.13669,290,7540,0.12516,0.15
411,411,2003,30-45 y.,Urban regions,Not compensated,0.17568,466,7540,0.16208,0.19096
412,412,2003,30-45 y.,Rural regions,Comp. time,0.53543,606,7540,0.50833,0.56893
413,413,2003,30-45 y.,Rural regions,Some of both,0.21915,263,7540,0.20131,0.24256
414,414,2003,30-45 y.,Rural regions,Paid,0.12165,140,7540,0.10585,0.13607
415,415,2003,30-45 y.,Rural regions,Not compensated,0.12378,176,7540,0.10741,0.13741
416,416,2003,46-65 y.,Urban regions,Comp. time,0.49039,767,7540,0.46073,0.51771
417,417,2003,46-65 y.,Urban regions,Some of both,0.16265,283,7540,0.14843,0.17856
418,418,2003,46-65 y.,Urban regions,Paid,0.12571,189,7540,0.10932,0.14389
419,419,2003,46-65 y.,Urban regions,Not compensated,0.22124,512,7540,0.20545,0.23871
420,420,2003,46-65 y.,Rural regions,Comp. time,0.58021,454,7540,0.53745,0.61915
421,421,2003,46-65 y.,Rural regions,Some of both,0.16624,154,7540,0.14784,0.18608
422,422,2003,46-65 y.,Rural regions,Paid,0.10732,87,7540,0.0904,0.13015
423,423,2003,46-65 y.,Rural regions,Not compensated,0.14623,188,7540,0.12431,0.16749
424,424,2004,17-29 y.,Urban regions,Comp. time,0.43991,367,7273,0.40133,0.48723
425,425,2004,17-29 y.,Urban regions,Some of both,0.22646,179,7273,0.19609,0.25644
426,426,2004,17-29 y.,Urban regions,Paid,0.15537,117,7273,0.1278,0.18587
427,427,2004,17-29 y.,Urban regions,Not compensated,0.17826,129,7273,0.14812,0.21062
428,428,2004,17-29 y.,Rural regions,Comp. time,0.53324,239,7273,0.46724,0.60355
429,429,2004,17-29 y.,Rural regions,Some of both,0.22867,111,7273,0.18417,0.27215
430,430,2004,17-29 y.,Rural regions,Paid,0.10619,52,7273,0.07657,0.14109
431,431,2004,17-29 y.,Rural regions,Not compensated,0.13191,69,7273,0.11035,0.16462
432,432,2004,30-45 y.,Urban regions,Comp. time,0.47457,1033,7273,0.45083,0.49887
433,433,2004,30-45 y.,Urban regions,Some of both,0.19465,442,7273,0.18021,0.20943
434,434,2004,30-45 y.,Urban regions,Paid,0.13329,264,7273,0.12276,0.14531
435,435,2004,30-45 y.,Urban regions,Not compensated,0.1975,491,7273,0.18148,0.21369
436,436,2004,30-45 y.,Rural regions,Comp. time,0.52122,558,7273,0.48341,0.55234
437,437,2004,30-45 y.,Rural regions,Some of both,0.20375,235,7273,0.17871,0.22145
438,438,2004,30-45 y.,Rural regions,Paid,0.10888,120,7273,0.09491,0.12426
439,439,2004,30-45 y.,Rural regions,Not compensated,0.16615,179,7273,0.14875,0.18594
440,440,2004,46-65 y.,Urban regions,Comp. time,0.50989,832,7273,0.47895,0.53858
441,441,2004,46-65 y.,Urban regions,Some of both,0.14848,256,7273,0.13132,0.1649
442,442,2004,46-65 y.,Urban regions,Paid,0.1185,170,7273,0.10319,0.13484
443,443,2004,46-65 y.,Urban regions,Not compensated,0.22313,526,7273,0.20178,0.24323
444,444,2004,46-65 y.,Rural regions,Comp. time,0.56373,454,7273,0.52386,0.60901
445,445,2004,46-65 y.,Rural regions,Some of both,0.19298,168,7273,0.17122,0.21596
446,446,2004,46-65 y.,Rural regions,Paid,0.08914,80,7273,0.07258,0.10778
447,447,2004,46-65 y.,Rural regions,Not compensated,0.15414,202,7273,0.13303,0.17547
448,448,2005,17-29 y.,Urban regions,Comp. time,0.45564,376,6769,0.42063,0.501
449,449,2005,17-29 y.,Urban regions,Some of both,0.20489,159,6769,0.17642,0.23584
450,450,2005,17-29 y.,Urban regions,Paid,0.13071,98,6769,0.1059,0.15519
451,451,2005,17-29 y.,Urban regions,Not compensated,0.20876,139,6769,0.17549,0.23673
452,452,2005,17-29 y.,Rural regions,Comp. time,0.54861,213,6769,0.4843,0.62858
453,453,2005,17-29 y.,Rural regions,Some of both,0.21829,95,6769,0.1759,0.27477
454,454,2005,17-29 y.,Rural regions,Paid,0.09657,51,6769,0.07047,0.13646
455,455,2005,17-29 y.,Rural regions,Not compensated,0.13653,59,6769,0.10062,0.17094
456,456,2005,30-45 y.,Urban regions,Comp. time,0.48186,1008,6769,0.46095,0.51326
457,457,2005,30-45 y.,Urban regions,Some of both,0.22648,440,6769,0.20849,0.24262
458,458,2005,30-45 y.,Urban regions,Paid,0.11428,206,6769,0.10305,0.125
459,459,2005,30-45 y.,Urban regions,Not compensated,0.17739,417,6769,0.16317,0.19497
460,460,2005,30-45 y.,Rural regions,Comp. time,0.52067,519,6769,0.48415,0.56506
461,461,2005,30-45 y.,Rural regions,Some of both,0.21822,229,6769,0.19247,0.24933
462,462,2005,30-45 y.,Rural regions,Paid,0.11334,108,6769,0.09986,0.12691
463,463,2005,30-45 y.,Rural regions,Not compensated,0.14777,139,6769,0.12749,0.16843
464,464,2005,46-65 y.,Urban regions,Comp. time,0.52966,804,6769,0.50349,0.56176
465,465,2005,46-65 y.,Urban regions,Some of both,0.16605,252,6769,0.14938,0.18634
466,466,2005,46-65 y.,Urban regions,Paid,0.11038,147,6769,0.09609,0.12547
467,467,2005,46-65 y.,Urban regions,Not compensated,0.1939,432,6769,0.17854,0.21748
468,468,2005,46-65 y.,Rural regions,Comp. time,0.58066,459,6769,0.52658,0.62727
469,469,2005,46-65 y.,Rural regions,Some of both,0.18319,162,6769,0.15765,0.21004
470,470,2005,46-65 y.,Rural regions,Paid,0.08433,76,6769,0.07109,0.09957
471,471,2005,46-65 y.,Rural regions,Not compensated,0.15182,181,6769,0.12874,0.18078
472,472,2006,17-29 y.,Urban regions,Comp. time,0.47024,393,7474,0.42863,0.50712
473,473,2006,17-29 y.,Urban regions,Some of both,0.16737,151,7474,0.1447,0.19142
474,474,2006,17-29 y.,Urban regions,Paid,0.13976,99,7474,0.11304,0.16453
475,475,2006,17-29 y.,Urban regions,Not compensated,0.22263,165,7474,0.19333,0.25564
476,476,2006,17-29 y.,Rural regions,Comp. time,0.51193,229,7474,0.46265,0.56626
477,477,2006,17-29 y.,Rural regions,Some of both,0.25159,102,7474,0.20661,0.29823
478,478,2006,17-29 y.,Rural regions,Paid,0.09634,47,7474,0.07382,0.11509
479,479,2006,17-29 y.,Rural regions,Not compensated,0.14014,77,7474,0.1103,0.17098
480,480,2006,30-45 y.,Urban regions,Comp. time,0.48477,1077,7474,0.45914,0.50659
481,481,2006,30-45 y.,Urban regions,Some of both,0.20374,420,7474,0.18852,0.2189
482,482,2006,30-45 y.,Urban regions,Paid,0.11493,242,7474,0.10383,0.12849
483,483,2006,30-45 y.,Urban regions,Not compensated,0.19657,483,7474,0.18406,0.21108
484,484,2006,30-45 y.,Rural regions,Comp. time,0.53075,595,7474,0.49342,0.56846
485,485,2006,30-45 y.,Rural regions,Some of both,0.20838,232,7474,0.18516,0.23341
486,486,2006,30-45 y.,Rural regions,Paid,0.09448,101,7474,0.07977,0.1109
487,487,2006,30-45 y.,Rural regions,Not compensated,0.1664,179,7474,0.14443,0.1867
488,488,2006,46-65 y.,Urban regions,Comp. time,0.48853,919,7474,0.46156,0.51431
489,489,2006,46-65 y.,Urban regions,Some of both,0.16587,309,7474,0.15205,0.1788
490,490,2006,46-65 y.,Urban regions,Paid,0.12794,164,7474,0.11195,0.14342
491,491,2006,46-65 y.,Urban regions,Not compensated,0.21766,506,7474,0.19884,0.23542
492,492,2006,46-65 y.,Rural regions,Comp. time,0.54464,511,7474,0.50571,0.58824
493,493,2006,46-65 y.,Rural regions,Some of both,0.16934,173,7474,0.14584,0.19118
494,494,2006,46-65 y.,Rural regions,Paid,0.11895,103,7474,0.10089,0.13878
495,495,2006,46-65 y.,Rural regions,Not compensated,0.16706,197,7474,0.14039,0.19066
496,496,2007,17-29 y.,Urban regions,Comp. time,0.47407,357,6921,0.43155,0.51176
497,497,2007,17-29 y.,Urban regions,Some of both,0.19085,149,6921,0.16503,0.22528
498,498,2007,17-29 y.,Urban regions,Paid,0.12378,90,6921,0.10307,0.14595
499,499,2007,17-29 y.,Urban regions,Not compensated,0.2113,142,6921,0.18059,0.24339
500,500,2007,17-29 y.,Rural regions,Comp. time,0.49871,215,6921,0.43371,0.5629
501,501,2007,17-29 y.,Rural regions,Some of both,0.26392,107,6921,0.21375,0.31688
502,502,2007,17-29 y.,Rural regions,Paid,0.08182,31,6921,0.05592,0.11354
503,503,2007,17-29 y.,Rural regions,Not compensated,0.15555,60,6921,0.12544,0.19227
504,504,2007,30-45 y.,Urban regions,Comp. time,0.46433,949,6921,0.4389,0.49145
505,505,2007,30-45 y.,Urban regions,Some of both,0.22361,417,6921,0.20774,0.24326
506,506,2007,30-45 y.,Urban regions,Paid,0.10502,195,6921,0.09262,0.11751
507,507,2007,30-45 y.,Urban regions,Not compensated,0.20703,444,6921,0.18922,0.22351
508,508,2007,30-45 y.,Rural regions,Comp. time,0.5417,555,6921,0.50188,0.57569
509,509,2007,30-45 y.,Rural regions,Some of both,0.22965,233,6921,0.19706,0.25955
510,510,2007,30-45 y.,Rural regions,Paid,0.08289,88,6921,0.07161,0.10045
511,511,2007,30-45 y.,Rural regions,Not compensated,0.14576,165,6921,0.12704,0.16821
512,512,2007,46-65 y.,Urban regions,Comp. time,0.5076,854,6921,0.47697,0.54018
513,513,2007,46-65 y.,Urban regions,Some of both,0.17234,287,6921,0.15812,0.18935
514,514,2007,46-65 y.,Urban regions,Paid,0.10985,144,6921,0.09358,0.12514
515,515,2007,46-65 y.,Urban regions,Not compensated,0.21021,470,6921,0.19098,0.23222
516,516,2007,46-65 y.,Rural regions,Comp. time,0.55111,509,6921,0.50937,0.58657
517,517,2007,46-65 y.,Rural regions,Some of both,0.20395,175,6921,0.18101,0.23195
518,518,2007,46-65 y.,Rural regions,Paid,0.08541,85,6921,0.07011,0.10226
519,519,2007,46-65 y.,Rural regions,Not compensated,0.15952,200,6921,0.13891,0.18926
520,520,2008,17-29 y.,Urban regions,Comp. time,0.52113,372,6831,0.47382,0.56644
521,521,2008,17-29 y.,Urban regions,Some of both,0.19534,156,6831,0.16378,0.22942
522,522,2008,17-29 y.,Urban regions,Paid,0.10589,79,6831,0.08498,0.12871
523,523,2008,17-29 y.,Urban regions,Not compensated,0.17764,140,6831,0.14672,0.2085
524,524,2008,17-29 y.,Rural regions,Comp. time,0.50596,204,6831,0.44489,0.58573
525,525,2008,17-29 y.,Rural regions,Some of both,0.20772,83,6831,0.16727,0.26075
526,526,2008,17-29 y.,Rural regions,Paid,0.10654,48,6831,0.08024,0.1303
527,527,2008,17-29 y.,Rural regions,Not compensated,0.17977,61,6831,0.14256,0.22424
528,528,2008,30-45 y.,Urban regions,Comp. time,0.4621,880,6831,0.43585,0.4899
529,529,2008,30-45 y.,Urban regions,Some of both,0.22248,393,6831,0.205,0.24247
530,530,2008,30-45 y.,Urban regions,Paid,0.09943,178,6831,0.08685,0.11103
531,531,2008,30-45 y.,Urban regions,Not compensated,0.21599,437,6831,0.19555,0.23799
532,532,2008,30-45 y.,Rural regions,Comp. time,0.5178,513,6831,0.48504,0.56284
533,533,2008,30-45 y.,Rural regions,Some of both,0.21894,223,6831,0.19466,0.23725
534,534,2008,30-45 y.,Rural regions,Paid,0.11255,108,6831,0.09314,0.13026
535,535,2008,30-45 y.,Rural regions,Not compensated,0.15071,161,6831,0.13096,0.17446
536,536,2008,46-65 y.,Urban regions,Comp. time,0.48208,848,6831,0.45744,0.51001
537,537,2008,46-65 y.,Urban regions,Some of both,0.19114,318,6831,0.17037,0.20934
538,538,2008,46-65 y.,Urban regions,Paid,0.12968,182,6831,0.11456,0.14751
539,539,2008,46-65 y.,Urban regions,Not compensated,0.1971,469,6831,0.18022,0.21265
540,540,2008,46-65 y.,Rural regions,Comp. time,0.52367,498,6831,0.48653,0.56824
541,541,2008,46-65 y.,Rural regions,Some of both,0.2311,192,6831,0.2047,0.26053
542,542,2008,46-65 y.,Rural regions,Paid,0.08213,90,6831,0.06989,0.09615
543,543,2008,46-65 y.,Rural regions,Not compensated,0.16309,198,6831,0.13903,0.18677
544,544,2009,17-29 y.,Urban regions,Comp. time,0.50003,297,6053,0.45003,0.56441
545,545,2009,17-29 y.,Urban regions,Some of both,0.19841,140,6053,0.16987,0.23279
546,546,2009,17-29 y.,Urban regions,Paid,0.1102,66,6053,0.08085,0.13986
547,547,2009,17-29 y.,Urban regions,Not compensated,0.19136,110,6053,0.15606,0.23316
548,548,2009,17-29 y.,Rural regions,Comp. time,0.52177,180,6053,0.45517,0.6054
549,549,2009,17-29 y.,Rural regions,Some of both,0.2312,85,6053,0.18241,0.27997
550,550,2009,17-29 y.,Rural regions,Paid,0.09221,32,6053,0.05701,0.13248
551,551,2009,17-29 y.,Rural regions,Not compensated,0.15483,54,6053,0.11445,0.2079
552,552,2009,30-45 y.,Urban regions,Comp. time,0.46127,773,6053,0.4288,0.49364
553,553,2009,30-45 y.,Urban regions,Some of both,0.21825,324,6053,0.19404,0.24519
554,554,2009,30-45 y.,Urban regions,Paid,0.1041,157,6053,0.08698,0.12073
555,555,2009,30-45 y.,Urban regions,Not compensated,0.21638,378,6053,0.19688,0.23784
556,556,2009,30-45 y.,Rural regions,Comp. time,0.497,460,6053,0.45489,0.54414
557,557,2009,30-45 y.,Rural regions,Some of both,0.26399,201,6053,0.23008,0.30114
558,558,2009,30-45 y.,Rural regions,Paid,0.0937,91,6053,0.07632,0.11461
559,559,2009,30-45 y.,Rural regions,Not compensated,0.1453,145,6053,0.11948,0.17156
560,560,2009,46-65 y.,Urban regions,Comp. time,0.47792,772,6053,0.441,0.50937
561,561,2009,46-65 y.,Urban regions,Some of both,0.19152,290,6053,0.16944,0.21426
562,562,2009,46-65 y.,Urban regions,Paid,0.12451,149,6053,0.10422,0.145
563,563,2009,46-65 y.,Urban regions,Not compensated,0.20606,415,6053,0.18814,0.22646
564,564,2009,46-65 y.,Rural regions,Comp. time,0.56131,491,6053,0.51913,0.61706
565,565,2009,46-65 y.,Rural regions,Some of both,0.22499,180,6053,0.19238,0.2556
566,566,2009,46-65 y.,Rural regions,Paid,0.07503,85,6053,0.06289,0.08875
567,567,2009,46-65 y.,Rural regions,Not compensated,0.13868,178,6053,0.1159,0.16845
568,568,2010,17-29 y.,Urban regions,Comp. time,0.52922,379,8403,0.47615,0.59149
569,569,2010,17-29 y.,Urban regions,Some of both,0.20209,153,8403,0.16594,0.24824
570,570,2010,17-29 y.,Urban regions,Paid,0.09959,102,8403,0.07855,0.12605
571,571,2010,17-29 y.,Urban regions,Not compensated,0.1691,126,8403,0.13935,0.20079
572,572,2010,17-29 y.,Rural regions,Comp. time,0.5327,217,8403,0.44612,0.61865
573,573,2010,17-29 y.,Rural regions,Some of both,0.24185,110,8403,0.19514,0.29663
574,574,2010,17-29 y.,Rural regions,Paid,0.10671,52,8403,0.06969,0.1575
575,575,2010,17-29 y.,Rural regions,Not compensated,0.11874,55,8403,0.08527,0.15669
576,576,2010,30-45 y.,Urban regions,Comp. time,0.4857,1331,8403,0.45196,0.52109
577,577,2010,30-45 y.,Urban regions,Some of both,0.19177,521,8403,0.16579,0.21665
578,578,2010,30-45 y.,Urban regions,Paid,0.09832,331,8403,0.08379,0.11712
579,579,2010,30-45 y.,Urban regions,Not compensated,0.22422,602,8403,0.19588,0.24742
580,580,2010,30-45 y.,Rural regions,Comp. time,0.53982,813,8403,0.47269,0.60171
581,581,2010,30-45 y.,Rural regions,Some of both,0.19886,293,8403,0.16156,0.23632
582,582,2010,30-45 y.,Rural regions,Paid,0.09744,173,8403,0.07534,0.12402
583,583,2010,30-45 y.,Rural regions,Not compensated,0.16388,224,8403,0.13001,0.1973
584,584,2010,46-65 y.,Urban regions,Comp. time,0.51936,945,8403,0.48359,0.55124
585,585,2010,46-65 y.,Urban regions,Some of both,0.16344,318,8403,0.14447,0.18636
586,586,2010,46-65 y.,Urban regions,Paid,0.13053,190,8403,0.11074,0.15001
587,587,2010,46-65 y.,Urban regions,Not compensated,0.18667,422,8403,0.16526,0.20855
588,588,2010,46-65 y.,Rural regions,Comp. time,0.5827,573,8403,0.53053,0.62847
589,589,2010,46-65 y.,Rural regions,Some of both,0.1784,178,8403,0.14474,0.21086
590,590,2010,46-65 y.,Rural regions,Paid,0.08983,108,8403,0.07036,0.10494
591,591,2010,46-65 y.,Rural regions,Not compensated,0.14907,187,8403,0.12598,0.17318
592,592,2011,17-29 y.,Urban regions,Comp. time,0.50729,378,10113,0.45496,0.56876
593,593,2011,17-29 y.,Urban regions,Some of both,0.19848,169,10113,0.17024,0.23498
594,594,2011,17-29 y.,Urban regions,Paid,0.13796,127,10113,0.10769,0.16452
595,595,2011,17-29 y.,Urban regions,Not compensated,0.15627,112,10113,0.12892,0.18581
596,596,2011,17-29 y.,Rural regions,Comp. time,0.54043,271,10113,0.4707,0.62184
597,597,2011,17-29 y.,Rural regions,Some of both,0.17773,101,10113,0.14362,0.21489
598,598,2011,17-29 y.,Rural regions,Paid,0.1131,72,10113,0.09047,0.13597
599,599,2011,17-29 y.,Rural regions,Not compensated,0.16874,68,10113,0.11896,0.22298
600,600,2011,30-45 y.,Urban regions,Comp. time,0.45947,1474,10113,0.42934,0.48885
601,601,2011,30-45 y.,Urban regions,Some of both,0.21405,624,10113,0.1911,0.23986
602,602,2011,30-45 y.,Urban regions,Paid,0.10654,393,10113,0.09275,0.12213
603,603,2011,30-45 y.,Urban regions,Not compensated,0.21993,663,10113,0.19956,0.24164
604,604,2011,30-45 y.,Rural regions,Comp. time,0.51654,918,10113,0.4717,0.57086
605,605,2011,30-45 y.,Rural regions,Some of both,0.19893,352,10113,0.17156,0.23104
606,606,2011,30-45 y.,Rural regions,Paid,0.13361,223,10113,0.11377,0.15954
607,607,2011,30-45 y.,Rural regions,Not compensated,0.15091,245,10113,0.12141,0.18428
608,608,2011,46-65 y.,Urban regions,Comp. time,0.47666,1201,10113,0.44933,0.50177
609,609,2011,46-65 y.,Urban regions,Some of both,0.19238,443,10113,0.17182,0.20891
610,610,2011,46-65 y.,Urban regions,Paid,0.1275,242,10113,0.11513,0.14415
611,611,2011,46-65 y.,Urban regions,Not compensated,0.20346,567,10113,0.18888,0.21835
612,612,2011,46-65 y.,Rural regions,Comp. time,0.55711,763,10113,0.5218,0.5934
613,613,2011,46-65 y.,Rural regions,Some of both,0.16651,237,10113,0.14755,0.18664
