year,bula_h,migback,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,North Rhine-Westphalia,Direct migration background,Paid,0.19782,137,137,0.13087,0.26477
1993,Hesse,No migration background,Comp. time,0.13216,100,239,0.08913,0.17519
1993,Hesse,No migration background,Some of both,0.06309,48,239,0.03220,0.09398
1993,Hesse,No migration background,Paid,0.07165,56,239,0.03889,0.10442
1993,Hesse,No migration background,Not compensated,0.06013,35,239,0.02993,0.09034
1993,Hesse,Direct migration background,Paid,0.09524,42,42,0.00539,0.18510
1993,"Rhineland-Palatinate, Saarland",No migration background,Comp. time,0.07588,54,127,0.02964,0.12212
1993,"Rhineland-Palatinate, Saarland",No migration background,Paid,0.11635,73,127,0.06036,0.17233
1993,Baden-Wuerttemberg,No migration background,Comp. time,0.10909,141,441,0.07996,0.13822
1993,Baden-Wuerttemberg,No migration background,Some of both,0.07039,92,441,0.04649,0.09429
1993,Baden-Wuerttemberg,No migration background,Paid,0.10630,143,441,0.07750,0.13510
1993,Baden-Wuerttemberg,No migration background,Not compensated,0.05226,65,441,0.03147,0.07306
1993,Baden-Wuerttemberg,Direct migration background,Comp. time,0.09662,56,237,0.05893,0.13431
1993,Baden-Wuerttemberg,Direct migration background,Some of both,0.07110,42,237,0.03831,0.10389
1993,Baden-Wuerttemberg,Direct migration background,Paid,0.17789,139,237,0.12910,0.22668
1993,Bavaria,No migration background,Comp. time,0.12698,205,525,0.09847,0.15548
1993,Bavaria,No migration background,Some of both,0.05429,88,525,0.03488,0.07369
1993,Bavaria,No migration background,Paid,0.08596,138,525,0.06196,0.10997
1993,Bavaria,No migration background,Not compensated,0.06261,94,525,0.04187,0.08336
1993,Bavaria,Direct migration background,Comp. time,0.10597,34,76,0.03631,0.17564
1993,Bavaria,Direct migration background,Paid,0.07844,42,76,0.01759,0.13929
1993,Berlin,No migration background,Comp. time,0.14822,94,221,0.10127,0.19517
1993,Berlin,No migration background,Some of both,0.04848,36,221,0.02010,0.07686
1993,Berlin,No migration background,Paid,0.09531,53,221,0.05651,0.13411
1993,Berlin,No migration background,Not compensated,0.07487,38,221,0.04009,0.10965
1993,Brandenburg,No migration background,Comp. time,0.11644,99,258,0.07722,0.15565
1993,Brandenburg,No migration background,Some of both,0.05054,47,258,0.02376,0.07732
1993,Brandenburg,No migration background,Paid,0.07630,58,258,0.04384,0.10876
1993,Brandenburg,No migration background,Not compensated,0.07871,54,258,0.04579,0.11163
1993,Mecklenburg-Western Pomerania,No migration background,Comp. time,0.10167,59,112,0.04545,0.15789
1993,Mecklenburg-Western Pomerania,No migration background,Paid,0.09195,53,112,0.03819,0.14571
1993,Saxony,No migration background,Comp. time,0.12366,190,480,0.09418,0.15314
1993,Saxony,No migration background,Some of both,0.06269,90,480,0.04098,0.08439
1993,Saxony,No migration background,Paid,0.06965,108,480,0.04686,0.09245
1993,Saxony,No migration background,Not compensated,0.06292,92,480,0.04117,0.08466
1993,Saxony-Anhalt,No migration background,Comp. time,0.11823,117,303,0.08181,0.15464
1993,Saxony-Anhalt,No migration background,Some of both,0.05338,47,303,0.02803,0.07874
1993,Saxony-Anhalt,No migration background,Paid,0.09138,87,303,0.05888,0.12388
1993,Saxony-Anhalt,No migration background,Not compensated,0.04580,52,303,0.02222,0.06938
1993,Thuringa,No migration background,Comp. time,0.09882,88,276,0.06355,0.13409
1993,Thuringa,No migration background,Some of both,0.05668,53,276,0.02935,0.08401
1993,Thuringa,No migration background,Paid,0.09832,85,276,0.06313,0.13351
1993,Thuringa,No migration background,Not compensated,0.05218,50,276,0.02590,0.07847
1994,Schleswig-Holstein,No migration background,Comp. time,0.11096,38,70,0.03685,0.18507
1994,Schleswig-Holstein,No migration background,Paid,0.10312,32,70,0.03136,0.17487
1994,Lower Saxony,No migration background,Comp. time,0.12537,127,341,0.09017,0.16057
1994,Lower Saxony,No migration background,Some of both,0.06419,65,341,0.03814,0.09024
1994,Lower Saxony,No migration background,Paid,0.10530,108,341,0.07267,0.13793
1994,Lower Saxony,No migration background,Not compensated,0.03906,41,341,0.01846,0.05965
1994,North Rhine-Westphalia,No migration background,Comp. time,0.11376,247,702,0.09026,0.13727
1994,North Rhine-Westphalia,No migration background,Some of both,0.03981,93,702,0.02534,0.05429
1994,North Rhine-Westphalia,No migration background,Paid,0.10093,226,702,0.07863,0.12324
1994,North Rhine-Westphalia,No migration background,Not compensated,0.06591,136,702,0.04754,0.08428
1994,North Rhine-Westphalia,Direct migration background,Comp. time,0.06760,32,156,0.02808,0.10712
1994,North Rhine-Westphalia,Direct migration background,Paid,0.20961,124,156,0.14553,0.27369
1994,Hesse,No migration background,Comp. time,0.15419,103,249,0.10925,0.19914
1994,Hesse,No migration background,Some of both,0.06870,59,249,0.03722,0.10018
1994,Hesse,No migration background,Paid,0.06384,48,249,0.03341,0.09426
1994,Hesse,No migration background,Not compensated,0.05426,39,249,0.02607,0.08246
1994,Hesse,Direct migration background,Paid,0.08524,33,33,-0.01151,0.18200
1994,"Rhineland-Palatinate, Saarland",No migration background,Comp. time,0.10157,67,169,0.05589,0.14725
1994,"Rhineland-Palatinate, Saarland",No migration background,Some of both,0.06223,43,169,0.02570,0.09876
1994,"Rhineland-Palatinate, Saarland",No migration background,Paid,0.08891,59,169,0.04587,0.13194
1994,Baden-Wuerttemberg,No migration background,Comp. time,0.11836,153,408,0.08697,0.14974
1994,Baden-Wuerttemberg,No migration background,Some of both,0.07173,91,408,0.04666,0.09680
1994,Baden-Wuerttemberg,No migration background,Paid,0.08642,111,408,0.05912,0.11372
1994,Baden-Wuerttemberg,No migration background,Not compensated,0.04723,53,408,0.02662,0.06784
1994,Baden-Wuerttemberg,Direct migration background,Comp. time,0.10810,63,173,0.06170,0.15451
1994,Baden-Wuerttemberg,Direct migration background,Paid,0.14741,110,173,0.09443,0.20039
1994,Bavaria,No migration background,Comp. time,0.13698,225,508,0.10705,0.16691
1994,Bavaria,No migration background,Some of both,0.05119,86,508,0.03201,0.07038
1994,Bavaria,No migration background,Paid,0.07666,121,508,0.05350,0.09982
1994,Bavaria,No migration background,Not compensated,0.05379,76,508,0.03415,0.07342
1994,Bavaria,Direct migration background,Comp. time,0.08896,37,91,0.03014,0.14777
1994,Bavaria,Direct migration background,Paid,0.11315,54,91,0.04770,0.17859
1994,Berlin,No migration background,Comp. time,0.15215,93,176,0.09893,0.20536
1994,Berlin,No migration background,Some of both,0.06652,35,176,0.02960,0.10344
1994,Berlin,No migration background,Paid,0.08328,48,176,0.04234,0.12421
1994,Brandenburg,No migration background,Comp. time,0.11103,94,254,0.07231,0.14974
1994,Brandenburg,No migration background,Some of both,0.07697,54,254,0.04412,0.10981
1994,Brandenburg,No migration background,Paid,0.07991,60,254,0.04650,0.11332
1994,Brandenburg,No migration background,Not compensated,0.06801,46,254,0.03699,0.09904
1994,Mecklenburg-Western Pomerania,No migration background,Comp. time,0.11350,68,177,0.06663,0.16036
1994,Mecklenburg-Western Pomerania,No migration background,Some of both,0.05235,35,177,0.01944,0.08525
1994,Mecklenburg-Western Pomerania,No migration background,Paid,0.07744,40,177,0.03795,0.11693
1994,Mecklenburg-Western Pomerania,No migration background,Not compensated,0.04922,34,177,0.01726,0.08117
1994,Saxony,No migration background,Comp. time,0.11620,181,466,0.08707,0.14533
1994,Saxony,No migration background,Some of both,0.06432,96,466,0.04202,0.08661
1994,Saxony,No migration background,Paid,0.07240,100,466,0.04885,0.09596
1994,Saxony,No migration background,Not compensated,0.06331,89,466,0.04118,0.08545
1994,Saxony-Anhalt,No migration background,Comp. time,0.12952,117,300,0.09146,0.16758
1994,Saxony-Anhalt,No migration background,Some of both,0.04942,46,300,0.02486,0.07399
1994,Saxony-Anhalt,No migration background,Paid,0.08489,72,300,0.05330,0.11648
1994,Saxony-Anhalt,No migration background,Not compensated,0.06356,65,300,0.03591,0.09121
1994,Thuringa,No migration background,Comp. time,0.11761,106,271,0.07919,0.15604
1994,Thuringa,No migration background,Some of both,0.03724,37,271,0.01466,0.05983
1994,Thuringa,No migration background,Paid,0.07758,67,271,0.04567,0.10949
1994,Thuringa,No migration background,Not compensated,0.06406,61,271,0.03486,0.09327
1995,Schleswig-Holstein,No migration background,Comp. time,0.11386,37,37,0.01010,0.21762
1995,Lower Saxony,No migration background,Comp. time,0.14020,148,359,0.10424,0.17617
1995,Lower Saxony,No migration background,Some of both,0.05321,56,359,0.02996,0.07646
1995,Lower Saxony,No migration background,Paid,0.09405,105,359,0.06381,0.12429
1995,Lower Saxony,No migration background,Not compensated,0.04788,50,359,0.02576,0.07000
1995,Lower Saxony,Direct migration background,Paid,0.16225,42,42,0.04939,0.27510
1995,North Rhine-Westphalia,No migration background,Comp. time,0.11417,256,748,0.09137,0.13698
1995,North Rhine-Westphalia,No migration background,Some of both,0.04735,116,748,0.03212,0.06258
1995,North Rhine-Westphalia,No migration background,Paid,0.10189,237,748,0.08020,0.12358
1995,North Rhine-Westphalia,No migration background,Not compensated,0.06605,139,748,0.04824,0.08386
1995,North Rhine-Westphalia,Direct migration background,Comp. time,0.08418,49,199,0.04551,0.12286
1995,North Rhine-Westphalia,Direct migration background,Paid,0.18181,150,199,0.12809,0.23554
1995,Hesse,No migration background,Comp. time,0.15076,123,255,0.10676,0.19477
1995,Hesse,No migration background,Some of both,0.08481,58,255,0.05054,0.11907
1995,Hesse,No migration background,Paid,0.05335,43,255,0.02571,0.08099
1995,Hesse,No migration background,Not compensated,0.04632,31,255,0.02047,0.07217
1995,Hesse,Direct migration background,Paid,0.10792,46,46,0.01726,0.19858
1995,"Rhineland-Palatinate, Saarland",No migration background,Comp. time,0.10211,64,168,0.05618,0.14803
1995,"Rhineland-Palatinate, Saarland",No migration background,Some of both,0.04790,34,168,0.01551,0.08029
1995,"Rhineland-Palatinate, Saarland",No migration background,Paid,0.09790,70,168,0.05283,0.14297
1995,"Rhineland-Palatinate, Saarland",Direct migration background,Paid,0.20502,37,37,0.07314,0.33690
1995,Baden-Wuerttemberg,No migration background,Comp. time,0.11658,157,445,0.08673,0.14644
1995,Baden-Wuerttemberg,No migration background,Some of both,0.07044,100,445,0.04663,0.09424
1995,Baden-Wuerttemberg,No migration background,Paid,0.08551,119,445,0.05950,0.11152
1995,Baden-Wuerttemberg,No migration background,Not compensated,0.06102,69,445,0.03875,0.08328
1995,Baden-Wuerttemberg,Direct migration background,Comp. time,0.08088,54,217,0.04452,0.11724
1995,Baden-Wuerttemberg,Direct migration background,Some of both,0.07327,43,217,0.03852,0.10802
1995,Baden-Wuerttemberg,Direct migration background,Paid,0.13675,120,217,0.09093,0.18257
1995,Bavaria,No migration background,Comp. time,0.13810,226,530,0.10870,0.16750
1995,Bavaria,No migration background,Some of both,0.05742,97,530,0.03759,0.07725
1995,Bavaria,No migration background,Paid,0.06956,115,530,0.04788,0.09124
1995,Bavaria,No migration background,Not compensated,0.06156,92,530,0.04108,0.08205
1995,Bavaria,Direct migration background,Comp. time,0.09804,43,118,0.04415,0.15192
1995,Bavaria,Direct migration background,Paid,0.15675,75,118,0.09087,0.22263
1995,Berlin,No migration background,Comp. time,0.16050,94,176,0.10611,0.21488
1995,Berlin,No migration background,Some of both,0.07861,45,176,0.03874,0.11849
1995,Berlin,No migration background,Paid,0.06498,37,176,0.02846,0.10150
1995,Brandenburg,No migration background,Comp. time,0.11728,94,242,0.07666,0.15791
1995,Brandenburg,No migration background,Some of both,0.07296,54,242,0.04012,0.10579
1995,Brandenburg,No migration background,Paid,0.07546,57,242,0.04211,0.10880
1995,Brandenburg,No migration background,Not compensated,0.05590,37,242,0.02690,0.08491
1995,Mecklenburg-Western Pomerania,No migration background,Comp. time,0.13440,76,187,0.08538,0.18342
1995,Mecklenburg-Western Pomerania,No migration background,Some of both,0.06707,37,187,0.03112,0.10302
1995,Mecklenburg-Western Pomerania,No migration background,Paid,0.08024,43,187,0.04120,0.11928
1995,Mecklenburg-Western Pomerania,No migration background,Not compensated,0.04371,31,187,0.01433,0.07309
1995,Saxony,No migration background,Comp. time,0.12972,198,478,0.09957,0.15988
1995,Saxony,No migration background,Some of both,0.05892,92,478,0.03778,0.08005
1995,Saxony,No migration background,Paid,0.07725,103,478,0.05329,0.10121
1995,Saxony,No migration background,Not compensated,0.06823,85,478,0.04560,0.09085
1995,Saxony-Anhalt,No migration background,Comp. time,0.12669,115,289,0.08827,0.16510
1995,Saxony-Anhalt,No migration background,Some of both,0.06981,61,289,0.04038,0.09924
1995,Saxony-Anhalt,No migration background,Paid,0.07831,64,289,0.04728,0.10934
1995,Saxony-Anhalt,No migration background,Not compensated,0.05096,49,289,0.02556,0.07636
1995,Thuringa,No migration background,Comp. time,0.12000,116,284,0.08214,0.15787
1995,Thuringa,No migration background,Some of both,0.04617,43,284,0.02172,0.07063
1995,Thuringa,No migration background,Paid,0.08576,70,284,0.05314,0.11839
1995,Thuringa,No migration background,Not compensated,0.05534,55,284,0.02870,0.08198
1996,Schleswig-Holstein,No migration background,Comp. time,0.15014,48,80,0.07137,0.22891
1996,Schleswig-Holstein,No migration background,Paid,0.09669,32,80,0.03152,0.16186
1996,Lower Saxony,No migration background,Comp. time,0.13784,153,364,0.10238,0.17331
1996,Lower Saxony,No migration background,Some of both,0.05245,60,364,0.02951,0.07538
1996,Lower Saxony,No migration background,Paid,0.08596,101,364,0.05712,0.11479
1996,Lower Saxony,No migration background,Not compensated,0.04541,50,364,0.02399,0.06683
1996,Lower Saxony,Direct migration background,Paid,0.17557,44,44,0.06185,0.28928
1996,North Rhine-Westphalia,No migration background,Comp. time,0.13086,296,716,0.10614,0.15558
1996,North Rhine-Westphalia,No migration background,Some of both,0.04843,117,716,0.03270,0.06417
1996,North Rhine-Westphalia,No migration background,Paid,0.08268,187,716,0.06249,0.10286
1996,North Rhine-Westphalia,No migration background,Not compensated,0.05641,116,716,0.03949,0.07332
1996,North Rhine-Westphalia,Direct migration background,Comp. time,0.08041,50,167,0.03904,0.12178
1996,North Rhine-Westphalia,Direct migration background,Paid,0.15109,117,167,0.09661,0.20557
1996,Hesse,No migration background,Comp. time,0.17953,124,252,0.13204,0.22701
1996,Hesse,No migration background,Some of both,0.05327,44,252,0.02549,0.08106
1996,Hesse,No migration background,Paid,0.05548,43,252,0.02716,0.08380
1996,Hesse,No migration background,Not compensated,0.05990,41,252,0.03054,0.08926
1996,Hesse,Direct migration background,Paid,0.10539,41,41,0.01024,0.20055
1996,"Rhineland-Palatinate, Saarland",No migration background,Comp. time,0.10185,71,139,0.05139,0.15232
1996,"Rhineland-Palatinate, Saarland",No migration background,Paid,0.09872,68,139,0.04895,0.14849
1996,Baden-Wuerttemberg,No migration background,Comp. time,0.13148,177,414,0.09888,0.16407
1996,Baden-Wuerttemberg,No migration background,Some of both,0.06787,75,414,0.04361,0.09213
1996,Baden-Wuerttemberg,No migration background,Paid,0.07413,104,414,0.04886,0.09940
1996,Baden-Wuerttemberg,No migration background,Not compensated,0.04714,58,414,0.02670,0.06758
1996,Baden-Wuerttemberg,Direct migration background,Comp. time,0.11964,75,205,0.07510,0.16418
1996,Baden-Wuerttemberg,Direct migration background,Some of both,0.04178,32,205,0.01432,0.06924
1996,Baden-Wuerttemberg,Direct migration background,Paid,0.13229,98,205,0.08580,0.17878
1996,Bavaria,No migration background,Comp. time,0.15226,243,527,0.12156,0.18296
1996,Bavaria,No migration background,Some of both,0.05576,86,527,0.03615,0.07537
1996,Bavaria,No migration background,Paid,0.06382,114,527,0.04293,0.08471
1996,Bavaria,No migration background,Not compensated,0.05502,84,527,0.03553,0.07450
1996,Bavaria,Direct migration background,Comp. time,0.13471,51,102,0.06812,0.20129
1996,Bavaria,Direct migration background,Paid,0.09799,51,102,0.04001,0.15597
1996,Berlin,No migration background,Comp. time,0.19028,110,180,0.13278,0.24779
1996,Berlin,No migration background,Some of both,0.05388,33,180,0.02080,0.08696
1996,Berlin,No migration background,Not compensated,0.07360,37,180,0.03534,0.11185
1996,Brandenburg,No migration background,Comp. time,0.11164,99,235,0.07129,0.15199
1996,Brandenburg,No migration background,Some of both,0.05461,42,235,0.02549,0.08372
1996,Brandenburg,No migration background,Paid,0.07476,52,235,0.04106,0.10846
1996,Brandenburg,No migration background,Not compensated,0.06488,42,235,0.03332,0.09644
1996,Mecklenburg-Western Pomerania,No migration background,Comp. time,0.13910,74,109,0.07383,0.20436
1996,Mecklenburg-Western Pomerania,No migration background,Paid,0.07336,35,109,0.02418,0.12253
1996,Saxony,No migration background,Comp. time,0.12676,191,477,0.09687,0.15665
1996,Saxony,No migration background,Some of both,0.06834,96,477,0.04567,0.09101
1996,Saxony,No migration background,Paid,0.05938,92,477,0.03814,0.08061
1996,Saxony,No migration background,Not compensated,0.07090,98,477,0.04785,0.09396
1996,Saxony-Anhalt,No migration background,Comp. time,0.12998,118,276,0.09023,0.16973
1996,Saxony-Anhalt,No migration background,Some of both,0.04077,36,276,0.01740,0.06414
1996,Saxony-Anhalt,No migration background,Paid,0.08233,68,276,0.04984,0.11481
1996,Saxony-Anhalt,No migration background,Not compensated,0.05988,54,276,0.03184,0.08793
1996,Thuringa,No migration background,Comp. time,0.13778,120,283,0.09755,0.17801
1996,Thuringa,No migration background,Some of both,0.04211,38,283,0.01867,0.06556
1996,Thuringa,No migration background,Paid,0.08559,74,283,0.05294,0.11824
1996,Thuringa,No migration background,Not compensated,0.05383,51,283,0.02749,0.08017
1997,Schleswig-Holstein,No migration background,Comp. time,0.15304,46,46,0.04785,0.25824
1997,Lower Saxony,No migration background,Comp. time,0.13001,146,327,0.09350,0.16652
1997,Lower Saxony,No migration background,Some of both,0.06637,71,327,0.03935,0.09340
1997,Lower Saxony,No migration background,Paid,0.04352,55,327,0.02137,0.06567
1997,Lower Saxony,No migration background,Not compensated,0.05038,55,327,0.02663,0.07412
1997,North Rhine-Westphalia,No migration background,Comp. time,0.10041,228,599,0.07632,0.12449
1997,North Rhine-Westphalia,No migration background,Some of both,0.05454,121,599,0.03634,0.07274
1997,North Rhine-Westphalia,No migration background,Paid,0.05648,132,599,0.03798,0.07498
1997,North Rhine-Westphalia,No migration background,Not compensated,0.06118,118,599,0.04197,0.08039
1997,North Rhine-Westphalia,Direct migration background,Comp. time,0.08378,47,112,0.03224,0.13533
1997,North Rhine-Westphalia,Direct migration background,Paid,0.07964,65,112,0.02927,0.13001
1997,Hesse,No migration background,Comp. time,0.14750,96,170,0.09404,0.20096
1997,Hesse,No migration background,Some of both,0.06588,43,170,0.02848,0.10328
1997,Hesse,No migration background,Not compensated,0.04565,31,170,0.01418,0.07712
1997,"Rhineland-Palatinate, Saarland",No migration background,Comp. time,0.10686,67,150,0.05726,0.15647
1997,"Rhineland-Palatinate, Saarland",No migration background,Paid,0.06747,52,150,0.02720,0.10775
1997,"Rhineland-Palatinate, Saarland",No migration background,Not compensated,0.04061,31,150,0.00892,0.07230
1997,Baden-Wuerttemberg,No migration background,Comp. time,0.11519,148,346,0.08150,0.14887
1997,Baden-Wuerttemberg,No migration background,Some of both,0.06354,82,346,0.03780,0.08927
1997,Baden-Wuerttemberg,No migration background,Paid,0.04133,59,346,0.02032,0.06233
1997,Baden-Wuerttemberg,No migration background,Not compensated,0.05382,57,346,0.03000,0.07763
1997,Baden-Wuerttemberg,Direct migration background,Comp. time,0.11732,68,165,0.06807,0.16658
1997,Baden-Wuerttemberg,Direct migration background,Some of both,0.06395,40,165,0.02650,0.10139
1997,Baden-Wuerttemberg,Direct migration background,Paid,0.05648,57,165,0.02115,0.09181
1997,Bavaria,No migration background,Comp. time,0.14503,235,465,0.11299,0.17707
1997,Bavaria,No migration background,Some of both,0.05624,95,465,0.03528,0.07721
1997,Bavaria,No migration background,Paid,0.03185,61,465,0.01587,0.04783
1997,Bavaria,No migration background,Not compensated,0.05195,74,465,0.03176,0.07214
1997,Bavaria,Direct migration background,Comp. time,0.15172,54,54,0.05513,0.24830
1997,Berlin,No migration background,Comp. time,0.15271,86,153,0.09553,0.20990
1997,Berlin,No migration background,Some of both,0.05590,32,153,0.01938,0.09243
1997,Berlin,No migration background,Not compensated,0.06696,35,153,0.02722,0.10670
1997,Brandenburg,No migration background,Comp. time,0.13541,105,187,0.08624,0.18458
1997,Brandenburg,No migration background,Some of both,0.04837,38,187,0.01754,0.07921
1997,Brandenburg,No migration background,Not compensated,0.06425,44,187,0.02901,0.09949
1997,Mecklenburg-Western Pomerania,No migration background,Comp. time,0.13181,61,61,0.04621,0.21741
1997,Saxony,No migration background,Comp. time,0.11651,165,413,0.08553,0.14749
1997,Saxony,No migration background,Some of both,0.08124,119,413,0.05486,0.10762
1997,Saxony,No migration background,Paid,0.03422,47,413,0.01667,0.05178
1997,Saxony,No migration background,Not compensated,0.06822,82,413,0.04387,0.09256
1997,Saxony-Anhalt,No migration background,Comp. time,0.13613,116,255,0.09396,0.17831
1997,Saxony-Anhalt,No migration background,Some of both,0.06748,48,255,0.03663,0.09833
1997,Saxony-Anhalt,No migration background,Paid,0.04556,42,255,0.01992,0.07121
1997,Saxony-Anhalt,No migration background,Not compensated,0.05729,49,255,0.02871,0.08587
1997,Thuringa,No migration background,Comp. time,0.11412,94,252,0.07479,0.15346
1997,Thuringa,No migration background,Some of both,0.05378,58,252,0.02588,0.08169
1997,Thuringa,No migration background,Paid,0.04553,44,252,0.01974,0.07132
1997,Thuringa,No migration background,Not compensated,0.06331,56,252,0.03318,0.09343
1998,Schleswig-Holstein,No migration background,Comp. time,0.14076,50,50,0.04338,0.23813
1998,Lower Saxony,No migration background,Comp. time,0.12830,173,381,0.09468,0.16193
1998,Lower Saxony,No migration background,Some of both,0.07002,91,381,0.04436,0.09568
1998,Lower Saxony,No migration background,Paid,0.04998,63,381,0.02807,0.07189
1998,Lower Saxony,No migration background,Not compensated,0.04111,54,381,0.02115,0.06108
1998,North Rhine-Westphalia,No migration background,Comp. time,0.10559,279,718,0.08309,0.12808
1998,North Rhine-Westphalia,No migration background,Some of both,0.05392,146,718,0.03739,0.07045
1998,North Rhine-Westphalia,No migration background,Paid,0.05875,149,718,0.04154,0.07596
1998,North Rhine-Westphalia,No migration background,Not compensated,0.05751,144,718,0.04047,0.07455
1998,North Rhine-Westphalia,Direct migration background,Comp. time,0.07214,50,106,0.02265,0.12163
1998,North Rhine-Westphalia,Direct migration background,Paid,0.07810,56,106,0.02677,0.12942
1998,Hesse,No migration background,Comp. time,0.13120,106,198,0.08405,0.17835
1998,Hesse,No migration background,Some of both,0.05085,45,198,0.02017,0.08152
1998,Hesse,No migration background,Not compensated,0.06705,47,198,0.03212,0.10197
1998,"Rhineland-Palatinate, Saarland",No migration background,Comp. time,0.10784,88,198,0.06453,0.15116
1998,"Rhineland-Palatinate, Saarland",No migration background,Some of both,0.04478,40,198,0.01590,0.07366
1998,"Rhineland-Palatinate, Saarland",No migration background,Paid,0.03693,33,198,0.01059,0.06326
1998,"Rhineland-Palatinate, Saarland",No migration background,Not compensated,0.04271,37,198,0.01448,0.07095
1998,Baden-Wuerttemberg,No migration background,Comp. time,0.13807,190,414,0.10480,0.17134
1998,Baden-Wuerttemberg,No migration background,Some of both,0.06489,92,414,0.04113,0.08864
1998,Baden-Wuerttemberg,No migration background,Paid,0.04374,69,414,0.02402,0.06346
1998,Baden-Wuerttemberg,No migration background,Not compensated,0.04685,63,414,0.02647,0.06723
1998,Baden-Wuerttemberg,Direct migration background,Comp. time,0.11040,56,141,0.05849,0.16232
1998,Baden-Wuerttemberg,Direct migration background,Some of both,0.06246,40,141,0.02238,0.10255
1998,Baden-Wuerttemberg,Direct migration background,Paid,0.06815,45,141,0.02640,0.10989
1998,Bavaria,No migration background,Comp. time,0.14042,260,517,0.11044,0.17039
1998,Bavaria,No migration background,Some of both,0.05099,104,517,0.03201,0.06997
1998,Bavaria,No migration background,Paid,0.03131,66,517,0.01629,0.04634
1998,Bavaria,No migration background,Not compensated,0.04426,87,517,0.02651,0.06201
1998,Bavaria,Direct migration background,Comp. time,0.12580,50,50,0.03295,0.21865
1998,Berlin,No migration background,Comp. time,0.15088,90,157,0.09471,0.20705
1998,Berlin,No migration background,Some of both,0.04937,31,157,0.01537,0.08336
1998,Berlin,No migration background,Not compensated,0.05711,36,157,0.02070,0.09353
1998,Brandenburg,No migration background,Comp. time,0.14515,112,197,0.09583,0.19447
1998,Brandenburg,No migration background,Some of both,0.07038,47,197,0.03457,0.10619
1998,Brandenburg,No migration background,Not compensated,0.05594,38,197,0.02377,0.08811
1998,Mecklenburg-Western Pomerania,No migration background,Comp. time,0.11744,66,151,0.06592,0.16896
1998,Mecklenburg-Western Pomerania,No migration background,Some of both,0.09994,52,151,0.05194,0.14794
1998,Mecklenburg-Western Pomerania,No migration background,Not compensated,0.05833,33,151,0.02082,0.09583
1998,Saxony,No migration background,Comp. time,0.15274,237,475,0.12036,0.18513
1998,Saxony,No migration background,Some of both,0.07118,102,475,0.04804,0.09433
1998,Saxony,No migration background,Paid,0.03448,53,475,0.01805,0.05091
1998,Saxony,No migration background,Not compensated,0.05864,83,475,0.03748,0.07979
1998,Saxony-Anhalt,No migration background,Comp. time,0.12789,115,263,0.08745,0.16833
1998,Saxony-Anhalt,No migration background,Some of both,0.05416,56,263,0.02676,0.08157
1998,Saxony-Anhalt,No migration background,Paid,0.05611,47,263,0.02824,0.08397
1998,Saxony-Anhalt,No migration background,Not compensated,0.04737,45,263,0.02165,0.07309
1998,Thuringa,No migration background,Comp. time,0.09632,95,276,0.06145,0.13119
1998,Thuringa,No migration background,Some of both,0.07167,69,276,0.04119,0.10216
1998,Thuringa,No migration background,Paid,0.05002,54,276,0.02426,0.07578
1998,Thuringa,No migration background,Not compensated,0.05042,58,276,0.02456,0.07628
1999,Schleswig-Holstein,No migration background,Comp. time,0.14085,47,82,0.06509,0.21660
1999,Schleswig-Holstein,No migration background,Some of both,0.08743,35,82,0.02592,0.14894
1999,Lower Saxony,No migration background,Comp. time,0.13788,175,381,0.10321,0.17254
1999,Lower Saxony,No migration background,Some of both,0.07284,84,381,0.04671,0.09897
1999,Lower Saxony,No migration background,Paid,0.04535,66,381,0.02443,0.06627
1999,Lower Saxony,No migration background,Not compensated,0.04869,56,381,0.02705,0.07033
1999,North Rhine-Westphalia,No migration background,Comp. time,0.10606,280,712,0.08343,0.12869
1999,North Rhine-Westphalia,No migration background,Some of both,0.05900,150,712,0.04168,0.07632
1999,North Rhine-Westphalia,No migration background,Paid,0.05622,140,712,0.03928,0.07315
1999,North Rhine-Westphalia,No migration background,Not compensated,0.05865,142,712,0.04138,0.07592
1999,North Rhine-Westphalia,Direct migration background,Comp. time,0.06460,39,107,0.01780,0.11140
1999,North Rhine-Westphalia,Direct migration background,Paid,0.08545,68,107,0.03223,0.13867
1999,Hesse,No migration background,Comp. time,0.14272,109,208,0.09507,0.19037
1999,Hesse,No migration background,Some of both,0.04920,50,208,0.01974,0.07867
1999,Hesse,No migration background,Not compensated,0.06065,49,208,0.02814,0.09317
1999,"Rhineland-Palatinate, Saarland",No migration background,Comp. time,0.10987,95,161,0.06142,0.15833
1999,"Rhineland-Palatinate, Saarland",No migration background,Some of both,0.03712,34,161,0.00783,0.06642
1999,"Rhineland-Palatinate, Saarland",No migration background,Not compensated,0.04027,32,161,0.00981,0.07073
1999,Baden-Wuerttemberg,No migration background,Comp. time,0.12575,164,395,0.09301,0.15849
1999,Baden-Wuerttemberg,No migration background,Some of both,0.05895,85,395,0.03569,0.08221
1999,Baden-Wuerttemberg,No migration background,Paid,0.04651,73,395,0.02572,0.06731
1999,Baden-Wuerttemberg,No migration background,Not compensated,0.05379,73,395,0.03152,0.07607
1999,Baden-Wuerttemberg,Direct migration background,Comp. time,0.14187,48,91,0.06979,0.21396
1999,Baden-Wuerttemberg,Direct migration background,Paid,0.06771,43,91,0.01580,0.11962
