year,migback,sex,plb0195_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2007,Direct migration background,male,Not compensated,0.17949,55,6813,0.17880,0.18018
2007,Direct migration background,female,Comp. time,0.74742,123,6813,0.74634,0.74850
2007,Direct migration background,female,Some of both,0.25258,39,6813,0.25150,0.25366
2007,Indirect migration background,male,Comp. time,0.43752,61,6813,0.43614,0.43891
2007,Indirect migration background,male,Some of both,0.27290,45,6813,0.27165,0.27414
2007,Indirect migration background,male,Not compensated,0.28958,32,6813,0.28831,0.29085
2007,Indirect migration background,female,Comp. time,1.00000,68,6813,1.00000,1.00000
2008,No migration background,male,Comp. time,0.44203,1375,6697,0.44174,0.44231
2008,No migration background,male,Some of both,0.23170,709,6697,0.23145,0.23194
2008,No migration background,male,Paid,0.11462,360,6697,0.11443,0.11480
2008,No migration background,male,Not compensated,0.21166,816,6697,0.21143,0.21190
2008,No migration background,female,Comp. time,0.56885,1590,6697,0.56852,0.56917
2008,No migration background,female,Some of both,0.18028,477,6697,0.18003,0.18054
2008,No migration background,female,Paid,0.07617,209,6697,0.07600,0.07635
2008,No migration background,female,Not compensated,0.17470,530,6697,0.17445,0.17495
2008,Direct migration background,male,Comp. time,0.35726,104,6697,0.35645,0.35808
2008,Direct migration background,male,Some of both,0.20878,74,6697,0.20810,0.20947
2008,Direct migration background,male,Paid,0.26339,68,6697,0.26265,0.26414
2008,Direct migration background,male,Not compensated,0.17056,52,6697,0.16992,0.17119
2008,Direct migration background,female,Comp. time,0.72354,119,6697,0.72247,0.72460
2008,Direct migration background,female,Some of both,0.27646,43,6697,0.27540,0.27753
2008,Indirect migration background,male,Comp. time,0.60748,65,6697,0.60612,0.60885
2008,Indirect migration background,male,Some of both,0.39252,38,6697,0.39115,0.39388
2008,Indirect migration background,female,Comp. time,1.00000,68,6697,1.00000,1.00000
2009,No migration background,male,Comp. time,0.45463,1263,5912,0.45434,0.45493
2009,No migration background,male,Some of both,0.23508,625,5912,0.23483,0.23534
2009,No migration background,male,Paid,0.09968,286,5912,0.09951,0.09986
2009,No migration background,male,Not compensated,0.21060,724,5912,0.21036,0.21084
2009,No migration background,female,Comp. time,0.56366,1420,5912,0.56333,0.56399
2009,No migration background,female,Some of both,0.19263,455,5912,0.19236,0.19289
2009,No migration background,female,Paid,0.08561,199,5912,0.08542,0.08579
2009,No migration background,female,Not compensated,0.15811,439,5912,0.15787,0.15835
2009,Direct migration background,male,Comp. time,0.31152,82,5912,0.31067,0.31236
2009,Direct migration background,male,Some of both,0.24394,56,5912,0.24316,0.24472
2009,Direct migration background,male,Paid,0.26987,45,5912,0.26906,0.27068
2009,Direct migration background,male,Not compensated,0.17468,42,5912,0.17398,0.17537
2009,Direct migration background,female,Comp. time,1.00000,95,5912,1.00000,1.00000
2009,Indirect migration background,male,Comp. time,0.44515,54,5912,0.44397,0.44633
2009,Indirect migration background,male,Some of both,0.29306,34,5912,0.29198,0.29414
2009,Indirect migration background,male,Not compensated,0.26179,31,5912,0.26075,0.26284
2009,Indirect migration background,female,Comp. time,1.00000,62,5912,1.00000,1.00000
2010,No migration background,male,Comp. time,0.47410,1737,8377,0.47381,0.47440
2010,No migration background,male,Some of both,0.21438,830,8377,0.21414,0.21463
2010,No migration background,male,Paid,0.10597,429,8377,0.10579,0.10615
2010,No migration background,male,Not compensated,0.20554,897,8377,0.20531,0.20578
2010,No migration background,female,Comp. time,0.59211,2016,8377,0.59179,0.59243
2010,No migration background,female,Some of both,0.15793,519,8377,0.15770,0.15817
2010,No migration background,female,Paid,0.08487,311,8377,0.08469,0.08505
2010,No migration background,female,Not compensated,0.16508,543,8377,0.16484,0.16532
2010,Direct migration background,male,Comp. time,0.38186,176,8377,0.38100,0.38271
2010,Direct migration background,male,Some of both,0.20428,116,8377,0.20357,0.20499
2010,Direct migration background,male,Paid,0.21824,124,8377,0.21751,0.21896
2010,Direct migration background,male,Not compensated,0.19563,79,8377,0.19493,0.19633
2010,Direct migration background,female,Comp. time,0.53062,151,8377,0.52966,0.53158
2010,Direct migration background,female,Some of both,0.14215,43,8377,0.14147,0.14282
2010,Direct migration background,female,Paid,0.15185,42,8377,0.15116,0.15254
2010,Direct migration background,female,Not compensated,0.17538,40,8377,0.17465,0.17611
2010,Indirect migration background,male,Comp. time,0.35695,86,8377,0.35577,0.35813
2010,Indirect migration background,male,Some of both,0.26843,51,8377,0.26734,0.26952
2010,Indirect migration background,male,Paid,0.18862,41,8377,0.18765,0.18958
2010,Indirect migration background,male,Not compensated,0.18601,48,8377,0.18505,0.18697
2010,Indirect migration background,female,Comp. time,1.00000,98,8377,1.00000,1.00000
2011,No migration background,male,Comp. time,0.44418,1956,10059,0.44389,0.44448
2011,No migration background,male,Some of both,0.22068,1005,10059,0.22043,0.22092
2011,No migration background,male,Paid,0.12939,549,10059,0.12919,0.12959
2011,No migration background,male,Not compensated,0.20575,1053,10059,0.20551,0.20599
2011,No migration background,female,Comp. time,0.57982,2424,10059,0.57950,0.58015
2011,No migration background,female,Some of both,0.16360,653,10059,0.16336,0.16385
2011,No migration background,female,Paid,0.08837,419,10059,0.08818,0.08856
2011,No migration background,female,Not compensated,0.16821,664,10059,0.16796,0.16845
2011,Direct migration background,male,Comp. time,0.34911,193,10059,0.34831,0.34992
2011,Direct migration background,male,Some of both,0.21259,129,10059,0.21190,0.21328
2011,Direct migration background,male,Paid,0.23153,145,10059,0.23081,0.23224
2011,Direct migration background,male,Not compensated,0.20677,104,10059,0.20608,0.20745
2011,Direct migration background,female,Comp. time,0.53243,205,10059,0.53147,0.53338
2011,Direct migration background,female,Some of both,0.15721,53,10059,0.15652,0.15791
2011,Direct migration background,female,Paid,0.15673,64,10059,0.15604,0.15743
2011,Direct migration background,female,Not compensated,0.15363,53,10059,0.15294,0.15432
2011,Indirect migration background,male,Comp. time,0.29511,107,10059,0.29400,0.29622
2011,Indirect migration background,male,Some of both,0.28549,61,10059,0.28439,0.28658
2011,Indirect migration background,male,Paid,0.17142,43,10059,0.17050,0.17234
2011,Indirect migration background,male,Not compensated,0.24799,52,10059,0.24694,0.24904
2011,Indirect migration background,female,Comp. time,1.00000,127,10059,1.00000,1.00000
2012,No migration background,male,Comp. time,0.46114,2056,10320,0.46085,0.46143
2012,No migration background,male,Some of both,0.23406,1006,10320,0.23381,0.23431
2012,No migration background,male,Paid,0.11980,538,10320,0.11961,0.11999
2012,No migration background,male,Not compensated,0.18500,951,10320,0.18478,0.18523
2012,No migration background,female,Comp. time,0.60289,2581,10320,0.60257,0.60321
2012,No migration background,female,Some of both,0.16103,728,10320,0.16079,0.16127
2012,No migration background,female,Paid,0.08705,410,10320,0.08687,0.08723
2012,No migration background,female,Not compensated,0.14903,622,10320,0.14880,0.14926
2012,Direct migration background,male,Comp. time,0.37940,202,10320,0.37865,0.38016
2012,Direct migration background,male,Some of both,0.27667,149,10320,0.27597,0.27736
2012,Direct migration background,male,Paid,0.17882,128,10320,0.17822,0.17941
2012,Direct migration background,male,Not compensated,0.16511,85,10320,0.16453,0.16569
2012,Direct migration background,female,Comp. time,0.49091,219,10320,0.49003,0.49179
2012,Direct migration background,female,Some of both,0.19844,67,10320,0.19774,0.19914
2012,Direct migration background,female,Paid,0.18638,77,10320,0.18570,0.18706
2012,Direct migration background,female,Not compensated,0.12427,63,10320,0.12370,0.12485
2012,Indirect migration background,male,Comp. time,0.43564,117,10320,0.43440,0.43688
2012,Indirect migration background,male,Some of both,0.32227,72,10320,0.32110,0.32344
2012,Indirect migration background,male,Not compensated,0.24209,57,10320,0.24102,0.24316
2012,Indirect migration background,female,Comp. time,0.69321,124,10320,0.69190,0.69452
2012,Indirect migration background,female,Some of both,0.17029,36,10320,0.16922,0.17135
2012,Indirect migration background,female,Paid,0.13650,32,10320,0.13553,0.13748
2013,No migration background,male,Comp. time,0.45595,1907,11027,0.45565,0.45626
2013,No migration background,male,Some of both,0.23961,935,11027,0.23935,0.23986
2013,No migration background,male,Paid,0.10825,440,11027,0.10806,0.10843
2013,No migration background,male,Not compensated,0.19619,891,11027,0.19595,0.19643
2013,No migration background,female,Comp. time,0.60097,2413,11027,0.60064,0.60129
2013,No migration background,female,Some of both,0.16570,652,11027,0.16545,0.16595
2013,No migration background,female,Paid,0.09136,392,11027,0.09117,0.09155
2013,No migration background,female,Not compensated,0.14197,574,11027,0.14174,0.14220
2013,Direct migration background,male,Comp. time,0.40252,467,11027,0.40179,0.40324
2013,Direct migration background,male,Some of both,0.23223,312,11027,0.23161,0.23286
2013,Direct migration background,male,Paid,0.20948,273,11027,0.20888,0.21008
2013,Direct migration background,male,Not compensated,0.15577,146,11027,0.15523,0.15631
2013,Direct migration background,female,Comp. time,0.47975,435,11027,0.47885,0.48064
2013,Direct migration background,female,Some of both,0.18773,153,11027,0.18703,0.18843
2013,Direct migration background,female,Paid,0.18591,192,11027,0.18522,0.18661
2013,Direct migration background,female,Not compensated,0.14661,102,11027,0.14598,0.14724
2013,Indirect migration background,male,Comp. time,0.47463,187,11027,0.47346,0.47579
2013,Indirect migration background,male,Some of both,0.22454,100,11027,0.22356,0.22551
2013,Indirect migration background,male,Paid,0.15539,61,11027,0.15454,0.15623
2013,Indirect migration background,male,Not compensated,0.14545,70,11027,0.14462,0.14627
2013,Indirect migration background,female,Comp. time,0.57933,189,11027,0.57796,0.58070
2013,Indirect migration background,female,Some of both,0.18449,53,11027,0.18341,0.18556
2013,Indirect migration background,female,Paid,0.08255,42,11027,0.08179,0.08332
2013,Indirect migration background,female,Not compensated,0.15363,41,11027,0.15263,0.15463
2014,No migration background,male,Comp. time,0.45982,1770,10055,0.45952,0.46011
2014,No migration background,male,Some of both,0.24962,925,10055,0.24936,0.24988
2014,No migration background,male,Paid,0.11577,413,10055,0.11558,0.11596
2014,No migration background,male,Not compensated,0.17479,759,10055,0.17456,0.17502
2014,No migration background,female,Comp. time,0.58856,2276,10055,0.58824,0.58888
2014,No migration background,female,Some of both,0.18739,711,10055,0.18714,0.18765
2014,No migration background,female,Paid,0.07608,336,10055,0.07591,0.07626
2014,No migration background,female,Not compensated,0.14796,528,10055,0.14773,0.14819
2014,Direct migration background,male,Comp. time,0.40783,348,10055,0.40709,0.40856
2014,Direct migration background,male,Some of both,0.23161,255,10055,0.23098,0.23224
2014,Direct migration background,male,Paid,0.18879,214,10055,0.18820,0.18937
2014,Direct migration background,male,Not compensated,0.17178,142,10055,0.17121,0.17234
2014,Direct migration background,female,Comp. time,0.45779,370,10055,0.45688,0.45871
2014,Direct migration background,female,Some of both,0.19911,128,10055,0.19838,0.19985
2014,Direct migration background,female,Paid,0.20572,140,10055,0.20497,0.20646
2014,Direct migration background,female,Not compensated,0.13738,80,10055,0.13674,0.13801
2014,Indirect migration background,male,Comp. time,0.45794,145,10055,0.45683,0.45905
2014,Indirect migration background,male,Some of both,0.22652,88,10055,0.22558,0.22745
2014,Indirect migration background,male,Paid,0.18704,49,10055,0.18617,0.18791
2014,Indirect migration background,male,Not compensated,0.12851,56,10055,0.12776,0.12925
2014,Indirect migration background,female,Comp. time,0.58513,176,10055,0.58392,0.58633
2014,Indirect migration background,female,Some of both,0.16803,56,10055,0.16711,0.16894
2014,Indirect migration background,female,Paid,0.10108,45,10055,0.10034,0.10181
2014,Indirect migration background,female,Not compensated,0.14577,45,10055,0.14491,0.14664
2018,No migration background,male,Comp. time,0.49729,1858,9872,0.49700,0.49759
2018,No migration background,male,Some of both,0.24402,914,9872,0.24377,0.24427
2018,No migration background,male,Paid,0.10019,403,9872,0.10001,0.10036
2018,No migration background,male,Not compensated,0.15850,610,9872,0.15829,0.15871
2018,No migration background,female,Comp. time,0.61512,2440,9872,0.61481,0.61543
2018,No migration background,female,Some of both,0.18964,705,9872,0.18939,0.18988
2018,No migration background,female,Paid,0.08967,386,9872,0.08948,0.08985
2018,No migration background,female,Not compensated,0.10558,411,9872,0.10539,0.10578
2018,Direct migration background,male,Comp. time,0.36018,284,9872,0.35951,0.36086
2018,Direct migration background,male,Some of both,0.28849,253,9872,0.28785,0.28913
2018,Direct migration background,male,Paid,0.21423,187,9872,0.21366,0.21481
2018,Direct migration background,male,Not compensated,0.13709,102,9872,0.13661,0.13758
2018,Direct migration background,female,Comp. time,0.55945,366,9872,0.55868,0.56022
2018,Direct migration background,female,Some of both,0.19196,142,9872,0.19135,0.19257
2018,Direct migration background,female,Paid,0.14182,121,9872,0.14128,0.14236
2018,Direct migration background,female,Not compensated,0.10678,69,9872,0.10630,0.10726
2018,Indirect migration background,male,Comp. time,0.44138,141,9872,0.44039,0.44238
2018,Indirect migration background,male,Some of both,0.24646,72,9872,0.24560,0.24733
2018,Indirect migration background,male,Paid,0.20505,59,9872,0.20424,0.20586
2018,Indirect migration background,male,Not compensated,0.10710,40,9872,0.10648,0.10772
2018,Indirect migration background,female,Comp. time,0.59500,173,9872,0.59394,0.59606
2018,Indirect migration background,female,Some of both,0.20424,54,9872,0.20337,0.20511
2018,Indirect migration background,female,Paid,0.05741,35,9872,0.05691,0.05792
2018,Indirect migration background,female,Not compensated,0.14335,47,9872,0.14259,0.14411
2020,No migration background,male,Comp. time,0.50531,1732,9910,0.50502,0.50560
2020,No migration background,male,Some of both,0.25383,857,9910,0.25358,0.25408
2020,No migration background,male,Paid,0.09829,317,9910,0.09812,0.09846
2020,No migration background,male,Not compensated,0.14257,591,9910,0.14237,0.14277
2020,No migration background,female,Comp. time,0.64660,2399,9910,0.64631,0.64689
2020,No migration background,female,Some of both,0.18593,714,9910,0.18570,0.18617
2020,No migration background,female,Paid,0.07755,313,9910,0.07739,0.07771
2020,No migration background,female,Not compensated,0.08991,405,9910,0.08974,0.09009
2020,Direct migration background,male,Comp. time,0.37054,392,9910,0.36982,0.37125
2020,Direct migration background,male,Some of both,0.32142,291,9910,0.32073,0.32212
2020,Direct migration background,male,Paid,0.18309,239,9910,0.18252,0.18366
2020,Direct migration background,male,Not compensated,0.12495,159,9910,0.12446,0.12544
2020,Direct migration background,female,Comp. time,0.52545,457,9910,0.52464,0.52625
2020,Direct migration background,female,Some of both,0.26943,203,9910,0.26872,0.27015
2020,Direct migration background,female,Paid,0.13362,159,9910,0.13307,0.13417
2020,Direct migration background,female,Not compensated,0.07150,87,9910,0.07108,0.07191
2020,Indirect migration background,male,Comp. time,0.50240,133,9910,0.50138,0.50341
2020,Indirect migration background,male,Some of both,0.26990,86,9910,0.26900,0.27081
2020,Indirect migration background,male,Paid,0.13159,48,9910,0.13091,0.13228
2020,Indirect migration background,male,Not compensated,0.09611,49,9910,0.09551,0.09670
2020,Indirect migration background,female,Comp. time,0.69331,174,9910,0.69215,0.69448
2020,Indirect migration background,female,Some of both,0.21713,73,9910,0.21609,0.21817
2020,Indirect migration background,female,Not compensated,0.08955,32,9910,0.08883,0.09027
