year,pgisced97,sex,plb0195_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1996,Upper Secondary Level,male,Comp. time,0.36320,600,4978,0.36288,0.36352
1996,Upper Secondary Level,male,Some of both,0.18614,354,4978,0.18588,0.18640
1996,Upper Secondary Level,male,Paid,0.35754,680,4978,0.35722,0.35786
1996,Upper Secondary Level,male,Not compensated,0.09311,148,4978,0.09292,0.09331
1996,Upper Secondary Level,female,Comp. time,0.53966,637,4978,0.53925,0.54007
1996,Upper Secondary Level,female,Some of both,0.14865,162,4978,0.14836,0.14894
1996,Upper Secondary Level,female,Paid,0.20735,239,4978,0.20701,0.20768
1996,Upper Secondary Level,female,Not compensated,0.10435,114,4978,0.10409,0.10460
1996,Post-secondary Non-tertiary Level,male,Comp. time,0.60800,59,4978,0.60661,0.60940
1996,Post-secondary Non-tertiary Level,male,Some of both,0.39200,31,4978,0.39060,0.39339
1996,Post-secondary Non-tertiary Level,female,Comp. time,1.00000,54,4978,1.00000,1.00000
1996,First Stage of Tertiary Education,male,Comp. time,0.30727,76,4978,0.30644,0.30810
1996,First Stage of Tertiary Education,male,Some of both,0.27150,64,4978,0.27070,0.27230
1996,First Stage of Tertiary Education,male,Paid,0.25436,66,4978,0.25357,0.25515
1996,First Stage of Tertiary Education,male,Not compensated,0.16687,46,4978,0.16620,0.16754
1996,First Stage of Tertiary Education,female,Comp. time,1.00000,98,4978,1.00000,1.00000
1996,Second Stage of Tertiary Education,male,Comp. time,0.28688,165,4978,0.28637,0.28740
1996,Second Stage of Tertiary Education,male,Some of both,0.15077,85,4978,0.15037,0.15118
1996,Second Stage of Tertiary Education,male,Paid,0.09021,56,4978,0.08988,0.09053
1996,Second Stage of Tertiary Education,male,Not compensated,0.47214,254,4978,0.47157,0.47270
1996,Second Stage of Tertiary Education,female,Comp. time,0.51761,219,4978,0.51682,0.51841
1996,Second Stage of Tertiary Education,female,Some of both,0.15539,53,4978,0.15481,0.15596
1996,Second Stage of Tertiary Education,female,Not compensated,0.32700,126,4978,0.32625,0.32774
1997,Lower Secondary Level,male,Comp. time,0.36228,94,4240,0.36131,0.36325
1997,Lower Secondary Level,male,Some of both,0.28780,80,4240,0.28689,0.28871
1997,Lower Secondary Level,male,Paid,0.34992,98,4240,0.34896,0.35089
1997,Lower Secondary Level,female,Comp. time,0.77601,113,4240,0.77503,0.77700
1997,Lower Secondary Level,female,Paid,0.22399,42,4240,0.22300,0.22497
1997,Upper Secondary Level,male,Comp. time,0.36980,530,4240,0.36945,0.37015
1997,Upper Secondary Level,male,Some of both,0.22993,382,4240,0.22963,0.23024
1997,Upper Secondary Level,male,Paid,0.25935,416,4240,0.25904,0.25967
1997,Upper Secondary Level,male,Not compensated,0.14091,163,4240,0.14066,0.14116
1997,Upper Secondary Level,female,Comp. time,0.54222,511,4240,0.54176,0.54267
1997,Upper Secondary Level,female,Some of both,0.18292,172,4240,0.18257,0.18327
1997,Upper Secondary Level,female,Paid,0.14569,148,4240,0.14537,0.14601
1997,Upper Secondary Level,female,Not compensated,0.12918,114,4240,0.12887,0.12948
1997,Post-secondary Non-tertiary Level,male,Comp. time,0.53429,47,4240,0.53292,0.53566
1997,Post-secondary Non-tertiary Level,male,Some of both,0.46571,41,4240,0.46434,0.46708
1997,Post-secondary Non-tertiary Level,female,Comp. time,1.00000,53,4240,1.00000,1.00000
1997,First Stage of Tertiary Education,male,Comp. time,0.39098,85,4240,0.39010,0.39187
1997,First Stage of Tertiary Education,male,Some of both,0.30249,66,4240,0.30166,0.30332
1997,First Stage of Tertiary Education,male,Paid,0.14006,40,4240,0.13944,0.14069
1997,First Stage of Tertiary Education,male,Not compensated,0.16646,43,4240,0.16579,0.16713
1997,First Stage of Tertiary Education,female,Comp. time,1.00000,89,4240,1.00000,1.00000
1997,Second Stage of Tertiary Education,male,Comp. time,0.29042,161,4240,0.28990,0.29094
1997,Second Stage of Tertiary Education,male,Some of both,0.18949,101,4240,0.18905,0.18994
1997,Second Stage of Tertiary Education,male,Paid,0.05066,37,4240,0.05041,0.05091
1997,Second Stage of Tertiary Education,male,Not compensated,0.46943,245,4240,0.46886,0.47000
1997,Second Stage of Tertiary Education,female,Comp. time,0.52481,193,4240,0.52400,0.52562
1997,Second Stage of Tertiary Education,female,Some of both,0.15205,53,4240,0.15147,0.15264
1997,Second Stage of Tertiary Education,female,Not compensated,0.32314,123,4240,0.32238,0.32390
1998,Lower Secondary Level,male,Comp. time,0.38966,112,4597,0.38870,0.39063
1998,Lower Secondary Level,male,Some of both,0.17295,55,4597,0.17221,0.17370
1998,Lower Secondary Level,male,Paid,0.43738,103,4597,0.43640,0.43836
1998,Lower Secondary Level,female,Comp. time,0.66546,119,4597,0.66441,0.66650
1998,Lower Secondary Level,female,Some of both,0.16584,35,4597,0.16502,0.16666
1998,Lower Secondary Level,female,Paid,0.16871,34,4597,0.16788,0.16953
1998,Upper Secondary Level,male,Comp. time,0.40642,626,4597,0.40606,0.40679
1998,Upper Secondary Level,male,Some of both,0.24690,433,4597,0.24659,0.24722
1998,Upper Secondary Level,male,Paid,0.21027,377,4597,0.20997,0.21057
1998,Upper Secondary Level,male,Not compensated,0.13640,187,4597,0.13615,0.13665
1998,Upper Secondary Level,female,Comp. time,0.54653,554,4597,0.54606,0.54700
1998,Upper Secondary Level,female,Some of both,0.19068,203,4597,0.19031,0.19105
1998,Upper Secondary Level,female,Paid,0.15459,159,4597,0.15425,0.15494
1998,Upper Secondary Level,female,Not compensated,0.10819,104,4597,0.10790,0.10848
1998,Post-secondary Non-tertiary Level,male,Comp. time,0.59801,51,4597,0.59656,0.59945
1998,Post-secondary Non-tertiary Level,male,Some of both,0.40199,41,4597,0.40055,0.40344
1998,Post-secondary Non-tertiary Level,female,Comp. time,1.00000,65,4597,1.00000,1.00000
1998,First Stage of Tertiary Education,male,Comp. time,0.44008,101,4597,0.43915,0.44100
1998,First Stage of Tertiary Education,male,Some of both,0.24209,61,4597,0.24130,0.24289
1998,First Stage of Tertiary Education,male,Paid,0.14019,37,4597,0.13955,0.14084
1998,First Stage of Tertiary Education,male,Not compensated,0.17764,50,4597,0.17693,0.17835
1998,First Stage of Tertiary Education,female,Comp. time,1.00000,97,4597,1.00000,1.00000
1998,Second Stage of Tertiary Education,male,Comp. time,0.29754,170,4597,0.29700,0.29809
1998,Second Stage of Tertiary Education,male,Some of both,0.18868,108,4597,0.18821,0.18914
1998,Second Stage of Tertiary Education,male,Paid,0.08488,49,4597,0.08455,0.08522
1998,Second Stage of Tertiary Education,male,Not compensated,0.42890,251,4597,0.42831,0.42948
1998,Second Stage of Tertiary Education,female,Comp. time,0.48501,221,4597,0.48421,0.48581
1998,Second Stage of Tertiary Education,female,Some of both,0.18058,63,4597,0.17997,0.18120
1998,Second Stage of Tertiary Education,female,Not compensated,0.33440,131,4597,0.33365,0.33516
1999,Lower Secondary Level,male,Comp. time,0.43079,105,4586,0.42979,0.43179
1999,Lower Secondary Level,male,Some of both,0.24013,65,4586,0.23927,0.24100
1999,Lower Secondary Level,male,Paid,0.32908,87,4586,0.32813,0.33003
1999,Lower Secondary Level,female,Comp. time,0.71054,101,4586,0.70940,0.71167
1999,Lower Secondary Level,female,Paid,0.28946,44,4586,0.28833,0.29060
1999,Upper Secondary Level,male,Comp. time,0.38331,595,4586,0.38296,0.38366
1999,Upper Secondary Level,male,Some of both,0.26178,441,4586,0.26146,0.26210
1999,Upper Secondary Level,male,Paid,0.22554,394,4586,0.22524,0.22584
1999,Upper Secondary Level,male,Not compensated,0.12937,183,4586,0.12913,0.12961
1999,Upper Secondary Level,female,Comp. time,0.57970,602,4586,0.57926,0.58015
1999,Upper Secondary Level,female,Some of both,0.16708,186,4586,0.16675,0.16742
1999,Upper Secondary Level,female,Paid,0.11431,142,4586,0.11403,0.11459
1999,Upper Secondary Level,female,Not compensated,0.13890,133,4586,0.13859,0.13921
1999,Post-secondary Non-tertiary Level,male,Comp. time,0.65595,59,4586,0.65457,0.65733
1999,Post-secondary Non-tertiary Level,male,Some of both,0.34405,34,4586,0.34267,0.34543
1999,Post-secondary Non-tertiary Level,female,Comp. time,1.00000,64,4586,1.00000,1.00000
1999,First Stage of Tertiary Education,male,Comp. time,0.46124,105,4586,0.46031,0.46216
1999,First Stage of Tertiary Education,male,Some of both,0.23004,61,4586,0.22926,0.23082
1999,First Stage of Tertiary Education,male,Paid,0.13157,36,4586,0.13095,0.13220
1999,First Stage of Tertiary Education,male,Not compensated,0.17715,42,4586,0.17645,0.17786
1999,First Stage of Tertiary Education,female,Comp. time,1.00000,110,4586,1.00000,1.00000
1999,Second Stage of Tertiary Education,male,Comp. time,0.31036,181,4586,0.30982,0.31091
1999,Second Stage of Tertiary Education,male,Some of both,0.19945,119,4586,0.19898,0.19992
1999,Second Stage of Tertiary Education,male,Paid,0.05702,43,4586,0.05674,0.05729
1999,Second Stage of Tertiary Education,male,Not compensated,0.43317,255,4586,0.43259,0.43375
1999,Second Stage of Tertiary Education,female,Comp. time,0.51313,217,4586,0.51234,0.51392
1999,Second Stage of Tertiary Education,female,Some of both,0.18872,67,4586,0.18810,0.18934
1999,Second Stage of Tertiary Education,female,Not compensated,0.29814,115,4586,0.29742,0.29887
2000,Lower Secondary Level,male,Comp. time,0.45979,141,8040,0.45869,0.46089
2000,Lower Secondary Level,male,Some of both,0.18617,59,8040,0.18531,0.18703
2000,Lower Secondary Level,male,Paid,0.35404,107,8040,0.35298,0.35509
2000,Lower Secondary Level,female,Comp. time,0.62033,155,8040,0.61911,0.62154
2000,Lower Secondary Level,female,Some of both,0.15909,35,8040,0.15817,0.16000
2000,Lower Secondary Level,female,Paid,0.22058,52,8040,0.21955,0.22162
2000,Upper Secondary Level,male,Comp. time,0.42122,1129,8040,0.42087,0.42158
2000,Upper Secondary Level,male,Some of both,0.26598,721,8040,0.26567,0.26630
2000,Upper Secondary Level,male,Paid,0.21224,599,8040,0.21195,0.21254
2000,Upper Secondary Level,male,Not compensated,0.10055,276,8040,0.10033,0.10077
2000,Upper Secondary Level,female,Comp. time,0.59725,1013,8040,0.59680,0.59770
2000,Upper Secondary Level,female,Some of both,0.18049,312,8040,0.18014,0.18084
2000,Upper Secondary Level,female,Paid,0.13151,230,8040,0.13121,0.13182
2000,Upper Secondary Level,female,Not compensated,0.09075,162,8040,0.09048,0.09101
2000,Post-secondary Non-tertiary Level,male,Comp. time,0.46730,108,8040,0.46617,0.46843
2000,Post-secondary Non-tertiary Level,male,Some of both,0.18305,52,8040,0.18218,0.18393
2000,Post-secondary Non-tertiary Level,male,Paid,0.15852,41,8040,0.15770,0.15935
2000,Post-secondary Non-tertiary Level,male,Not compensated,0.19112,52,8040,0.19024,0.19201
2000,Post-secondary Non-tertiary Level,female,Comp. time,0.79789,143,8040,0.79679,0.79899
2000,Post-secondary Non-tertiary Level,female,Not compensated,0.20211,40,8040,0.20101,0.20321
2000,First Stage of Tertiary Education,male,Comp. time,0.40983,203,8040,0.40900,0.41067
2000,First Stage of Tertiary Education,male,Some of both,0.26900,139,8040,0.26825,0.26975
2000,First Stage of Tertiary Education,male,Paid,0.14725,70,8040,0.14665,0.14785
2000,First Stage of Tertiary Education,male,Not compensated,0.17392,86,8040,0.17327,0.17456
2000,First Stage of Tertiary Education,female,Comp. time,0.82522,225,8040,0.82435,0.82609
2000,First Stage of Tertiary Education,female,Some of both,0.17478,49,8040,0.17391,0.17565
2000,Second Stage of Tertiary Education,male,Comp. time,0.32739,371,8040,0.32686,0.32791
2000,Second Stage of Tertiary Education,male,Some of both,0.18104,203,8040,0.18061,0.18148
2000,Second Stage of Tertiary Education,male,Paid,0.08296,93,8040,0.08265,0.08327
2000,Second Stage of Tertiary Education,male,Not compensated,0.40862,468,8040,0.40806,0.40917
2000,Second Stage of Tertiary Education,female,Comp. time,0.51968,376,8040,0.51892,0.52044
2000,Second Stage of Tertiary Education,female,Some of both,0.12635,89,8040,0.12584,0.12686
2000,Second Stage of Tertiary Education,female,Paid,0.06100,43,8040,0.06063,0.06136
2000,Second Stage of Tertiary Education,female,Not compensated,0.29297,198,8040,0.29228,0.29367
2001,Lower Secondary Level,male,Comp. time,0.36246,100,7531,0.36134,0.36358
2001,Lower Secondary Level,male,Some of both,0.29249,77,7531,0.29143,0.29354
2001,Lower Secondary Level,male,Paid,0.34505,90,7531,0.34395,0.34616
2001,Lower Secondary Level,female,Comp. time,0.57488,130,7531,0.57366,0.57610
2001,Lower Secondary Level,female,Some of both,0.13423,31,7531,0.13338,0.13507
2001,Lower Secondary Level,female,Paid,0.29089,60,7531,0.28977,0.29202
2001,Upper Secondary Level,male,Comp. time,0.41972,1008,7531,0.41936,0.42008
2001,Upper Secondary Level,male,Some of both,0.25495,646,7531,0.25464,0.25527
2001,Upper Secondary Level,male,Paid,0.22556,563,7531,0.22525,0.22586
2001,Upper Secondary Level,male,Not compensated,0.09977,250,7531,0.09955,0.09999
2001,Upper Secondary Level,female,Comp. time,0.57878,969,7531,0.57834,0.57921
2001,Upper Secondary Level,female,Some of both,0.18232,307,7531,0.18198,0.18266
2001,Upper Secondary Level,female,Paid,0.14666,243,7531,0.14635,0.14698
2001,Upper Secondary Level,female,Not compensated,0.09224,161,7531,0.09199,0.09250
2001,Post-secondary Non-tertiary Level,male,Comp. time,0.40186,86,7531,0.40076,0.40296
2001,Post-secondary Non-tertiary Level,male,Some of both,0.27727,63,7531,0.27626,0.27827
2001,Post-secondary Non-tertiary Level,male,Paid,0.13724,35,7531,0.13647,0.13801
2001,Post-secondary Non-tertiary Level,male,Not compensated,0.18363,45,7531,0.18276,0.18450
2001,Post-secondary Non-tertiary Level,female,Comp. time,0.60559,128,7531,0.60441,0.60677
2001,Post-secondary Non-tertiary Level,female,Some of both,0.22826,49,7531,0.22725,0.22927
2001,Post-secondary Non-tertiary Level,female,Not compensated,0.16615,37,7531,0.16525,0.16705
2001,First Stage of Tertiary Education,male,Comp. time,0.42071,177,7531,0.41988,0.42155
2001,First Stage of Tertiary Education,male,Some of both,0.26166,134,7531,0.26092,0.26240
2001,First Stage of Tertiary Education,male,Paid,0.13688,61,7531,0.13630,0.13746
2001,First Stage of Tertiary Education,male,Not compensated,0.18075,81,7531,0.18010,0.18140
2001,First Stage of Tertiary Education,female,Comp. time,0.78688,185,7531,0.78589,0.78786
2001,First Stage of Tertiary Education,female,Some of both,0.21312,52,7531,0.21214,0.21411
2001,Second Stage of Tertiary Education,male,Comp. time,0.32024,345,7531,0.31973,0.32076
2001,Second Stage of Tertiary Education,male,Some of both,0.21537,212,7531,0.21491,0.21582
2001,Second Stage of Tertiary Education,male,Paid,0.07436,76,7531,0.07407,0.07465
2001,Second Stage of Tertiary Education,male,Not compensated,0.39003,416,7531,0.38949,0.39057
2001,Second Stage of Tertiary Education,female,Comp. time,0.49608,361,7531,0.49537,0.49680
2001,Second Stage of Tertiary Education,female,Some of both,0.16851,122,7531,0.16798,0.16905
2001,Second Stage of Tertiary Education,female,Paid,0.05505,37,7531,0.05472,0.05537
2001,Second Stage of Tertiary Education,female,Not compensated,0.28036,194,7531,0.27972,0.28100
2002,Lower Secondary Level,male,Comp. time,0.37027,93,7769,0.36916,0.37137
2002,Lower Secondary Level,male,Some of both,0.24377,60,7769,0.24279,0.24476
2002,Lower Secondary Level,male,Paid,0.25541,64,7769,0.25441,0.25641
2002,Lower Secondary Level,male,Not compensated,0.13055,32,7769,0.12978,0.13132
2002,Lower Secondary Level,female,Comp. time,0.59451,116,7769,0.59322,0.59581
2002,Lower Secondary Level,female,Some of both,0.16007,34,7769,0.15910,0.16104
2002,Lower Secondary Level,female,Paid,0.24542,40,7769,0.24428,0.24655
2002,Upper Secondary Level,male,Comp. time,0.43134,938,7769,0.43098,0.43171
2002,Upper Secondary Level,male,Some of both,0.27652,663,7769,0.27619,0.27685
2002,Upper Secondary Level,male,Paid,0.19111,422,7769,0.19081,0.19140
2002,Upper Secondary Level,male,Not compensated,0.10103,271,7769,0.10081,0.10126
2002,Upper Secondary Level,female,Comp. time,0.60876,992,7769,0.60832,0.60921
2002,Upper Secondary Level,female,Some of both,0.18195,288,7769,0.18160,0.18231
2002,Upper Secondary Level,female,Paid,0.10438,181,7769,0.10410,0.10466
2002,Upper Secondary Level,female,Not compensated,0.10490,179,7769,0.10462,0.10519
2002,Post-secondary Non-tertiary Level,male,Comp. time,0.41873,95,7769,0.41759,0.41986
2002,Post-secondary Non-tertiary Level,male,Some of both,0.23524,57,7769,0.23426,0.23622
2002,Post-secondary Non-tertiary Level,male,Paid,0.13753,34,7769,0.13674,0.13832
2002,Post-secondary Non-tertiary Level,male,Not compensated,0.20851,50,7769,0.20757,0.20944
2002,Post-secondary Non-tertiary Level,female,Comp. time,0.69430,156,7769,0.69317,0.69543
2002,Post-secondary Non-tertiary Level,female,Some of both,0.16021,48,7769,0.15931,0.16111
2002,Post-secondary Non-tertiary Level,female,Not compensated,0.14549,40,7769,0.14463,0.14636
2002,First Stage of Tertiary Education,male,Comp. time,0.44358,189,7769,0.44273,0.44443
2002,First Stage of Tertiary Education,male,Some of both,0.23969,121,7769,0.23896,0.24042
2002,First Stage of Tertiary Education,male,Paid,0.12035,53,7769,0.11980,0.12091
2002,First Stage of Tertiary Education,male,Not compensated,0.19637,97,7769,0.19569,0.19705
2002,First Stage of Tertiary Education,female,Comp. time,0.83845,199,7769,0.83754,0.83936
2002,First Stage of Tertiary Education,female,Some of both,0.16155,40,7769,0.16064,0.16246
2002,Second Stage of Tertiary Education,male,Comp. time,0.33663,402,7769,0.33607,0.33719
2002,Second Stage of Tertiary Education,male,Some of both,0.16462,205,7769,0.16418,0.16506
2002,Second Stage of Tertiary Education,male,Paid,0.06573,79,7769,0.06544,0.06602
2002,Second Stage of Tertiary Education,male,Not compensated,0.43302,648,7769,0.43243,0.43360
2002,Second Stage of Tertiary Education,female,Comp. time,0.49757,413,7769,0.49683,0.49830
2002,Second Stage of Tertiary Education,female,Some of both,0.13088,127,7769,0.13039,0.13138
2002,Second Stage of Tertiary Education,female,Paid,0.03468,32,7769,0.03441,0.03494
2002,Second Stage of Tertiary Education,female,Not compensated,0.33687,311,7769,0.33618,0.33757
2003,Lower Secondary Level,male,Comp. time,0.47177,106,7328,0.47055,0.47300
2003,Lower Secondary Level,male,Some of both,0.26022,51,7328,0.25915,0.26130
2003,Lower Secondary Level,male,Paid,0.26800,59,7328,0.26692,0.26909
2003,Lower Secondary Level,female,Comp. time,0.65429,127,7328,0.65308,0.65549
2003,Lower Secondary Level,female,Some of both,0.12913,33,7328,0.12828,0.12997
2003,Lower Secondary Level,female,Paid,0.21659,34,7328,0.21555,0.21763
2003,Upper Secondary Level,male,Comp. time,0.47380,931,7328,0.47342,0.47418
2003,Upper Secondary Level,male,Some of both,0.23176,542,7328,0.23144,0.23207
2003,Upper Secondary Level,male,Paid,0.18068,371,7328,0.18039,0.18097
2003,Upper Secondary Level,male,Not compensated,0.11376,268,7328,0.11352,0.11400
2003,Upper Secondary Level,female,Comp. time,0.61463,992,7328,0.61419,0.61507
2003,Upper Secondary Level,female,Some of both,0.18513,283,7328,0.18478,0.18548
2003,Upper Secondary Level,female,Paid,0.10588,176,7328,0.10560,0.10615
2003,Upper Secondary Level,female,Not compensated,0.09436,185,7328,0.09410,0.09463
2003,Post-secondary Non-tertiary Level,male,Comp. time,0.53572,113,7328,0.53449,0.53695
2003,Post-secondary Non-tertiary Level,male,Some of both,0.22900,43,7328,0.22796,0.23004
2003,Post-secondary Non-tertiary Level,male,Not compensated,0.23528,54,7328,0.23423,0.23633
2003,Post-secondary Non-tertiary Level,female,Comp. time,0.63267,163,7328,0.63156,0.63378
2003,Post-secondary Non-tertiary Level,female,Some of both,0.20206,46,7328,0.20114,0.20298
2003,Post-secondary Non-tertiary Level,female,Not compensated,0.16527,53,7328,0.16442,0.16612
2003,First Stage of Tertiary Education,male,Comp. time,0.41564,167,7328,0.41481,0.41648
2003,First Stage of Tertiary Education,male,Some of both,0.27716,126,7328,0.27641,0.27792
2003,First Stage of Tertiary Education,male,Paid,0.08310,47,7328,0.08263,0.08357
2003,First Stage of Tertiary Education,male,Not compensated,0.22410,102,7328,0.22339,0.22480
2003,First Stage of Tertiary Education,female,Comp. time,0.85576,198,7328,0.85491,0.85662
2003,First Stage of Tertiary Education,female,Some of both,0.14424,39,7328,0.14338,0.14509
2003,Second Stage of Tertiary Education,male,Comp. time,0.36061,383,7328,0.36004,0.36117
2003,Second Stage of Tertiary Education,male,Some of both,0.17667,190,7328,0.17623,0.17712
2003,Second Stage of Tertiary Education,male,Paid,0.07852,75,7328,0.07820,0.07883
2003,Second Stage of Tertiary Education,male,Not compensated,0.38420,532,7328,0.38363,0.38477
2003,Second Stage of Tertiary Education,female,Comp. time,0.53466,414,7328,0.53393,0.53539
2003,Second Stage of Tertiary Education,female,Some of both,0.11714,116,7328,0.11667,0.11761
2003,Second Stage of Tertiary Education,female,Paid,0.05116,40,7328,0.05084,0.05148
2003,Second Stage of Tertiary Education,female,Not compensated,0.29704,269,7328,0.29637,0.29770
2004,Lower Secondary Level,male,Comp. time,0.33313,88,7115,0.33208,0.33417
2004,Lower Secondary Level,male,Some of both,0.24092,62,7115,0.23997,0.24187
2004,Lower Secondary Level,male,Paid,0.25049,49,7115,0.24953,0.25145
2004,Lower Secondary Level,male,Not compensated,0.17547,37,7115,0.17463,0.17631
2004,Lower Secondary Level,female,Comp. time,0.74193,113,7115,0.74068,0.74318
2004,Lower Secondary Level,female,Some of both,0.25807,33,7115,0.25682,0.25932
2004,Upper Secondary Level,male,Comp. time,0.46517,877,7115,0.46478,0.46555
2004,Upper Secondary Level,male,Some of both,0.23606,534,7115,0.23574,0.23639
2004,Upper Secondary Level,male,Paid,0.16854,337,7115,0.16826,0.16883
2004,Upper Secondary Level,male,Not compensated,0.13023,279,7115,0.12997,0.13049
2004,Upper Secondary Level,female,Comp. time,0.62532,932,7115,0.62488,0.62577
2004,Upper Secondary Level,female,Some of both,0.16990,243,7115,0.16955,0.17024
2004,Upper Secondary Level,female,Paid,0.10228,162,7115,0.10200,0.10256
2004,Upper Secondary Level,female,Not compensated,0.10250,189,7115,0.10222,0.10278
2004,Post-secondary Non-tertiary Level,male,Comp. time,0.52008,120,7115,0.51896,0.52119
2004,Post-secondary Non-tertiary Level,male,Some of both,0.13318,34,7115,0.13242,0.13393
2004,Post-secondary Non-tertiary Level,male,Paid,0.13817,31,7115,0.13741,0.13894
2004,Post-secondary Non-tertiary Level,male,Not compensated,0.20857,53,7115,0.20767,0.20948
2004,Post-secondary Non-tertiary Level,female,Comp. time,0.66478,167,7115,0.66373,0.66584
2004,Post-secondary Non-tertiary Level,female,Some of both,0.21488,48,7115,0.21396,0.21580
2004,Post-secondary Non-tertiary Level,female,Not compensated,0.12034,37,7115,0.11961,0.12106
2004,First Stage of Tertiary Education,male,Comp. time,0.44010,171,7115,0.43928,0.44091
2004,First Stage of Tertiary Education,male,Some of both,0.23986,109,7115,0.23916,0.24056
2004,First Stage of Tertiary Education,male,Paid,0.09041,49,7115,0.08994,0.09088
2004,First Stage of Tertiary Education,male,Not compensated,0.22964,99,7115,0.22895,0.23033
2004,First Stage of Tertiary Education,female,Comp. time,0.69908,193,7115,0.69805,0.70011
2004,First Stage of Tertiary Education,female,Some of both,0.17970,49,7115,0.17884,0.18057
2004,First Stage of Tertiary Education,female,Not compensated,0.12122,31,7115,0.12048,0.12195
2004,Second Stage of Tertiary Education,male,Comp. time,0.35498,388,7115,0.35441,0.35554
2004,Second Stage of Tertiary Education,male,Some of both,0.14514,154,7115,0.14472,0.14556
2004,Second Stage of Tertiary Education,male,Paid,0.08258,57,7115,0.08225,0.08290
2004,Second Stage of Tertiary Education,male,Not compensated,0.41731,559,7115,0.41673,0.41789
2004,Second Stage of Tertiary Education,female,Comp. time,0.50120,404,7115,0.50046,0.50194
2004,Second Stage of Tertiary Education,female,Some of both,0.12138,113,7115,0.12089,0.12186
2004,Second Stage of Tertiary Education,female,Paid,0.04933,37,7115,0.04901,0.04965
2004,Second Stage of Tertiary Education,female,Not compensated,0.32809,277,7115,0.32740,0.32879
2005,Lower Secondary Level,male,Comp. time,0.32156,86,6537,0.32052,0.32260
2005,Lower Secondary Level,male,Some of both,0.26595,57,6537,0.26497,0.26693
2005,Lower Secondary Level,male,Paid,0.17453,41,6537,0.17369,0.17538
2005,Lower Secondary Level,male,Not compensated,0.23796,33,6537,0.23701,0.23890
2005,Lower Secondary Level,female,Comp. time,0.73548,108,6537,0.73425,0.73672
2005,Lower Secondary Level,female,Paid,0.26452,34,6537,0.26328,0.26575
2005,Upper Secondary Level,male,Comp. time,0.46575,845,6537,0.46537,0.46613
2005,Upper Secondary Level,male,Some of both,0.27502,518,6537,0.27468,0.27536
2005,Upper Secondary Level,male,Paid,0.14857,284,6537,0.14830,0.14884
2005,Upper Secondary Level,male,Not compensated,0.11066,229,6537,0.11042,0.11090
2005,Upper Secondary Level,female,Comp. time,0.62693,887,6537,0.62649,0.62737
2005,Upper Secondary Level,female,Some of both,0.16224,229,6537,0.16190,0.16257
2005,Upper Secondary Level,female,Paid,0.10498,151,6537,0.10470,0.10526
2005,Upper Secondary Level,female,Not compensated,0.10585,160,6537,0.10557,0.10613
2005,Post-secondary Non-tertiary Level,male,Comp. time,0.53740,109,6537,0.53622,0.53858
2005,Post-secondary Non-tertiary Level,male,Some of both,0.23504,52,6537,0.23404,0.23605
2005,Post-secondary Non-tertiary Level,male,Not compensated,0.22755,48,6537,0.22656,0.22854
2005,Post-secondary Non-tertiary Level,female,Comp. time,0.73239,182,6537,0.73145,0.73333
2005,Post-secondary Non-tertiary Level,female,Some of both,0.16578,44,6537,0.16499,0.16658
2005,Post-secondary Non-tertiary Level,female,Not compensated,0.10183,34,6537,0.10118,0.10247
2005,First Stage of Tertiary Education,male,Comp. time,0.49337,180,6537,0.49253,0.49422
2005,First Stage of Tertiary Education,male,Some of both,0.21462,90,6537,0.21392,0.21531
2005,First Stage of Tertiary Education,male,Paid,0.09598,34,6537,0.09548,0.09648
2005,First Stage of Tertiary Education,male,Not compensated,0.19603,89,6537,0.19536,0.19670
2005,First Stage of Tertiary Education,female,Comp. time,0.85077,177,6537,0.84986,0.85168
2005,First Stage of Tertiary Education,female,Some of both,0.14923,32,6537,0.14832,0.15014
2005,Second Stage of Tertiary Education,male,Comp. time,0.35831,369,6537,0.35774,0.35889
2005,Second Stage of Tertiary Education,male,Some of both,0.17276,171,6537,0.17231,0.17321
2005,Second Stage of Tertiary Education,male,Paid,0.05406,47,6537,0.05379,0.05433
2005,Second Stage of Tertiary Education,male,Not compensated,0.41487,464,6537,0.41428,0.41546
2005,Second Stage of Tertiary Education,female,Comp. time,0.56327,399,6537,0.56253,0.56400
2005,Second Stage of Tertiary Education,female,Some of both,0.14152,106,6537,0.14100,0.14204
2005,Second Stage of Tertiary Education,female,Not compensated,0.29522,248,6537,0.29454,0.29590
2006,Lower Secondary Level,male,Comp. time,0.44069,86,7244,0.43947,0.44191
2006,Lower Secondary Level,male,Some of both,0.22710,41,7244,0.22608,0.22813
2006,Lower Secondary Level,male,Paid,0.33221,42,7244,0.33105,0.33336
2006,Lower Secondary Level,female,Comp. time,0.60778,104,7244,0.60650,0.60905
2006,Lower Secondary Level,female,Some of both,0.19393,34,7244,0.19289,0.19496
2006,Lower Secondary Level,female,Paid,0.19830,32,7244,0.19726,0.19934
2006,Upper Secondary Level,male,Comp. time,0.47365,964,7244,0.47328,0.47402
2006,Upper Secondary Level,male,Some of both,0.25393,511,7244,0.25361,0.25425
2006,Upper Secondary Level,male,Paid,0.15830,306,7244,0.15803,0.15858
2006,Upper Secondary Level,male,Not compensated,0.11411,266,7244,0.11388,0.11435
