year,regtyp,sex,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Urban regions,female,Comp. time,0.15142,1446,2481,0.13731,0.16553
2010,Urban regions,female,Some of both,0.03927,374,2481,0.03162,0.04691
2010,Urban regions,female,Paid,0.02359,236,2481,0.01762,0.02957
2010,Urban regions,female,Not compensated,0.04719,425,2481,0.03885,0.05554
2010,Rural regions,male,Comp. time,0.16710,778,1639,0.14903,0.18516
2010,Rural regions,male,Some of both,0.07606,374,1639,0.06322,0.08890
2010,Rural regions,male,Paid,0.03544,202,1639,0.02649,0.04440
2010,Rural regions,male,Not compensated,0.05609,285,1639,0.04495,0.06724
2010,Rural regions,female,Comp. time,0.16415,819,1336,0.14428,0.18402
2010,Rural regions,female,Some of both,0.04260,205,1336,0.03177,0.05343
2010,Rural regions,female,Paid,0.02317,132,1336,0.01510,0.03124
2010,Rural regions,female,Not compensated,0.03398,180,1336,0.02427,0.04370
2011,Urban regions,male,Comp. time,0.12996,1332,3406,0.11867,0.14125
2011,Urban regions,male,Some of both,0.07541,764,3406,0.06654,0.08428
2011,Urban regions,male,Paid,0.04762,457,3406,0.04047,0.05478
2011,Urban regions,male,Not compensated,0.07268,853,3406,0.06396,0.08140
2011,Urban regions,female,Comp. time,0.14595,1740,3029,0.13337,0.15852
2011,Urban regions,female,Some of both,0.04305,480,3029,0.03582,0.05028
2011,Urban regions,female,Paid,0.02337,313,3029,0.01799,0.02875
2011,Urban regions,female,Not compensated,0.04642,496,3029,0.03893,0.05391
2011,Rural regions,male,Comp. time,0.16609,924,1991,0.14973,0.18244
2011,Rural regions,male,Some of both,0.07036,431,1991,0.05912,0.08159
2011,Rural regions,male,Paid,0.04661,280,1991,0.03735,0.05587
2011,Rural regions,male,Not compensated,0.06182,356,1991,0.05124,0.07240
2011,Rural regions,female,Comp. time,0.15628,1016,1713,0.13908,0.17348
2011,Rural regions,female,Some of both,0.03791,254,1713,0.02886,0.04696
2011,Rural regions,female,Paid,0.02540,192,1713,0.01795,0.03285
2011,Rural regions,female,Not compensated,0.03599,251,1713,0.02716,0.04481
2012,Urban regions,male,Comp. time,0.14761,1404,3386,0.13566,0.15956
2012,Urban regions,male,Some of both,0.08223,759,3386,0.07298,0.09149
2012,Urban regions,male,Paid,0.04591,445,3386,0.03886,0.05297
2012,Urban regions,male,Not compensated,0.06900,778,3386,0.06046,0.07754
2012,Urban regions,female,Comp. time,0.15417,1839,3194,0.14164,0.16669
2012,Urban regions,female,Some of both,0.04451,533,3194,0.03736,0.05167
2012,Urban regions,female,Paid,0.02725,323,3194,0.02160,0.03289
2012,Urban regions,female,Not compensated,0.04431,499,3194,0.03717,0.05145
2012,Rural regions,male,Comp. time,0.17164,971,1999,0.15511,0.18818
2012,Rural regions,male,Some of both,0.08750,468,1999,0.07511,0.09989
2012,Rural regions,male,Paid,0.03809,245,1999,0.02970,0.04648
2012,Rural regions,male,Not compensated,0.05364,315,1999,0.04376,0.06352
2012,Rural regions,female,Comp. time,0.16664,1085,1795,0.14940,0.18389
2012,Rural regions,female,Some of both,0.04348,298,1795,0.03405,0.05292
2012,Rural regions,female,Paid,0.02598,196,1795,0.01862,0.03334
2012,Rural regions,female,Not compensated,0.02758,216,1795,0.02001,0.03516
2013,Urban regions,male,Comp. time,0.14639,1620,3797,0.13514,0.15763
2013,Urban regions,male,Some of both,0.07665,860,3797,0.06819,0.08511
2013,Urban regions,male,Paid,0.04438,525,3797,0.03783,0.05093
2013,Urban regions,male,Not compensated,0.06957,792,3797,0.06147,0.07766
2013,Urban regions,female,Comp. time,0.14983,1976,3415,0.13785,0.16180
2013,Urban regions,female,Some of both,0.03970,546,3415,0.03315,0.04625
2013,Urban regions,female,Paid,0.02484,396,3415,0.01962,0.03007
2013,Urban regions,female,Not compensated,0.03883,497,3415,0.03235,0.04532
2013,Rural regions,male,Comp. time,0.15165,941,1992,0.13590,0.16741
2013,Rural regions,male,Some of both,0.08235,487,1992,0.07027,0.09442
2013,Rural regions,male,Paid,0.03438,249,1992,0.02638,0.04239
2013,Rural regions,male,Not compensated,0.04640,315,1992,0.03716,0.05564
2013,Rural regions,female,Comp. time,0.15123,1061,1823,0.13478,0.16768
2013,Rural regions,female,Some of both,0.05163,312,1823,0.04147,0.06179
2013,Rural regions,female,Paid,0.02912,230,1823,0.02140,0.03684
2013,Rural regions,female,Not compensated,0.03233,220,1823,0.02421,0.04045
2014,Urban regions,male,Comp. time,0.14982,1391,3312,0.13766,0.16198
2014,Urban regions,male,Some of both,0.07997,794,3312,0.07073,0.08920
2014,Urban regions,male,Paid,0.04547,445,3312,0.03837,0.05256
2014,Urban regions,male,Not compensated,0.05962,682,3312,0.05156,0.06769
2014,Urban regions,female,Comp. time,0.15262,1805,3196,0.14015,0.16509
2014,Urban regions,female,Some of both,0.05229,591,3196,0.04457,0.06001
2014,Urban regions,female,Paid,0.02566,338,3196,0.02018,0.03114
2014,Urban regions,female,Not compensated,0.04390,462,3196,0.03680,0.05101
2014,Rural regions,male,Comp. time,0.15854,872,1852,0.14190,0.17518
2014,Rural regions,male,Some of both,0.08775,474,1852,0.07486,0.10064
2014,Rural regions,male,Paid,0.03952,231,1852,0.03064,0.04839
2014,Rural regions,male,Not compensated,0.05269,275,1852,0.04252,0.06287
2014,Rural regions,female,Comp. time,0.16200,1017,1695,0.14445,0.17954
2014,Rural regions,female,Some of both,0.04730,304,1695,0.03719,0.05741
2014,Rural regions,female,Paid,0.02221,183,1695,0.01519,0.02923
2014,Rural regions,female,Not compensated,0.03005,191,1695,0.02192,0.03819
2018,Urban regions,male,Comp. time,0.16076,1442,3174,0.14798,0.17354
2018,Urban regions,male,Some of both,0.08398,759,3174,0.07433,0.09363
2018,Urban regions,male,Paid,0.04584,445,3174,0.03856,0.05312
2018,Urban regions,male,Not compensated,0.05436,528,3174,0.04647,0.06225
2018,Urban regions,female,Comp. time,0.17082,1897,3196,0.15777,0.18387
2018,Urban regions,female,Some of both,0.05662,573,3196,0.04860,0.06463
2018,Urban regions,female,Paid,0.02580,344,3196,0.02030,0.03130
2018,Urban regions,female,Not compensated,0.03477,382,3196,0.02842,0.04112
2018,Rural regions,male,Comp. time,0.18033,841,1749,0.16231,0.19835
2018,Rural regions,male,Some of both,0.09535,480,1749,0.08158,0.10912
2018,Rural regions,male,Paid,0.03624,204,1749,0.02748,0.04500
2018,Rural regions,male,Not compensated,0.05099,224,1749,0.04068,0.06130
2018,Rural regions,female,Comp. time,0.18406,1082,1753,0.16592,0.20221
2018,Rural regions,female,Some of both,0.05257,328,1753,0.04212,0.06302
2018,Rural regions,female,Paid,0.02996,198,1753,0.02197,0.03794
2018,Rural regions,female,Not compensated,0.02332,145,1753,0.01625,0.03039
2020,Urban regions,male,Comp. time,0.16884,1436,3202,0.15586,0.18182
2020,Urban regions,male,Some of both,0.09251,797,3202,0.08247,0.10254
2020,Urban regions,male,Paid,0.03922,400,3202,0.03249,0.04594
2020,Urban regions,male,Not compensated,0.04782,569,3202,0.04043,0.05521
2020,Urban regions,female,Comp. time,0.19245,2000,3374,0.17915,0.20576
2020,Urban regions,female,Some of both,0.05635,644,3374,0.04857,0.06413
2020,Urban regions,female,Paid,0.02589,336,3374,0.02053,0.03125
2020,Urban regions,female,Not compensated,0.02989,394,3374,0.02415,0.03564
2020,Rural regions,male,Comp. time,0.17678,821,1693,0.15861,0.19496
2020,Rural regions,male,Some of both,0.09416,437,1693,0.08024,0.10807
2020,Rural regions,male,Paid,0.03759,204,1693,0.02852,0.04665
2020,Rural regions,male,Not compensated,0.04878,231,1693,0.03852,0.05904
2020,Rural regions,female,Comp. time,0.19874,1030,1671,0.17960,0.21788
2020,Rural regions,female,Some of both,0.06960,346,1671,0.05739,0.08180
2020,Rural regions,female,Paid,0.02599,165,1671,0.01836,0.03362
2020,Rural regions,female,Not compensated,0.01996,130,1671,0.01325,0.02666
2022,Urban regions,male,Comp. time,0.18553,2008,4096,0.17362,0.19743
2022,Urban regions,male,Some of both,0.07621,809,4096,0.06808,0.08433
2022,Urban regions,male,Paid,0.04738,496,4096,0.04087,0.05388
2022,Urban regions,male,Not compensated,0.06031,783,4096,0.05302,0.06761
2022,Urban regions,female,Comp. time,0.19999,2423,4168,0.18784,0.21213
2022,Urban regions,female,Some of both,0.06201,757,4168,0.05469,0.06933
2022,Urban regions,female,Paid,0.03204,410,4168,0.02670,0.03739
2022,Urban regions,female,Not compensated,0.03775,578,4168,0.03197,0.04354
2022,Rural regions,male,Comp. time,0.20115,987,1872,0.18299,0.21932
2022,Rural regions,male,Some of both,0.09564,448,1872,0.08231,0.10896
2022,Rural regions,male,Paid,0.04828,215,1872,0.03857,0.05799
2022,Rural regions,male,Not compensated,0.03971,222,1872,0.03086,0.04855
2022,Rural regions,female,Comp. time,0.20357,1245,1949,0.18568,0.22145
2022,Rural regions,female,Some of both,0.06286,362,1949,0.05208,0.07364
2022,Rural regions,female,Paid,0.03189,189,1949,0.02408,0.03969
2022,Rural regions,female,Not compensated,0.02456,153,1949,0.01769,0.03143
