"pglfs","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","AkademikerInnen","Hessen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","AkademikerInnen","Baden-Wuerttemberg","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","AkademikerInnen","Bayern","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","AkademikerInnen","Saarland","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","AkademikerInnen","Berlin","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","AkademikerInnen","Brandenburg","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","AkademikerInnen","Sachsen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","AkademikerInnen","Sachsen-Anhalt","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1990","AkademikerInnen","Thueringen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(noch) kein Abschluss","Hamburg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(noch) kein Abschluss","Niedersachsen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(noch) kein Abschluss","Bremen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(noch) kein Abschluss","Nordrhein-Westfalen","68","0.20430259758175","0.154223172803026","0.254382022360474"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(noch) kein Abschluss","Hessen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(noch) kein Abschluss","Baden-Wuerttemberg","67","0.248642298848335","0.191134187972372","0.306150409724298"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(noch) kein Abschluss","Bayern","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(noch) kein Abschluss","Saarland","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(noch) kein Abschluss","Berlin","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(noch) kein Abschluss","Brandenburg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(noch) kein Abschluss","Sachsen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(noch) kein Abschluss","Thueringen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Hauptschulabschluss","Schleswig-Holstein","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Hauptschulabschluss","Hamburg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Hauptschulabschluss","Niedersachsen","108","0.20493712670397","0.170954299581592","0.238919953826348"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Hauptschulabschluss","Bremen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Hauptschulabschluss","Nordrhein-Westfalen","306","0.224302783649053","0.201944120370823","0.246661446927282"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Hauptschulabschluss","Hessen","92","0.200097586707639","0.165544734271202","0.234650439144076"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Hauptschulabschluss","Rheinland-Pfalz,Saarland","96","0.207593617389517","0.169994702586648","0.245192532192386"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Hauptschulabschluss","Baden-Wuerttemberg","149","0.149358590795406","0.127839884924024","0.170877296666788"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Hauptschulabschluss","Bayern","138","0.14246109948383","0.120033523843199","0.164888675124462"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Hauptschulabschluss","Saarland","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Hauptschulabschluss","Berlin","37","0.178800665642978","0.126218088545453","0.231383242740503"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Hauptschulabschluss","Brandenburg","47","0.192492642886697","0.143225106155325","0.241760179618068"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Hauptschulabschluss","Mecklenburg-Vorpommern","31","0.201612688092849","0.140763386386696","0.262461989799002"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Hauptschulabschluss","Sachsen","82","0.171573467006964","0.137306656873604","0.205840277140324"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Hauptschulabschluss","Sachsen-Anhalt","44","0.148838796413045","0.109024147724618","0.188653445101473"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Hauptschulabschluss","Thueringen","50","0.169835737714073","0.125854683698225","0.213816791729921"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Realschulabschluss","Schleswig-Holstein","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Realschulabschluss","Hamburg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Realschulabschluss","Niedersachsen","31","0.184804279800059","0.132056597552765","0.237551962047353"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Realschulabschluss","Bremen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Realschulabschluss","Nordrhein-Westfalen","60","0.129168014653296","0.0981460285619541","0.160190000744638"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Realschulabschluss","Hessen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Realschulabschluss","Baden-Wuerttemberg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Realschulabschluss","Bayern","31","0.111998848584435","0.07576494370263","0.14823275346624"
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Realschulabschluss","Saarland","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Realschulabschluss","Berlin","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Realschulabschluss","Brandenburg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Realschulabschluss","Sachsen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Realschulabschluss","Sachsen-Anhalt","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","Realschulabschluss","Thueringen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(Fach-)Abitur","Hamburg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(Fach-)Abitur","Niedersachsen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(Fach-)Abitur","Bremen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(Fach-)Abitur","Hessen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(Fach-)Abitur","Bayern","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(Fach-)Abitur","Saarland","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(Fach-)Abitur","Berlin","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(Fach-)Abitur","Brandenburg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(Fach-)Abitur","Sachsen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","(Fach-)Abitur","Thueringen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","AkademikerInnen","Schleswig-Holstein","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","AkademikerInnen","Hamburg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","AkademikerInnen","Niedersachsen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","AkademikerInnen","Bremen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","AkademikerInnen","Nordrhein-Westfalen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","AkademikerInnen","Hessen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","AkademikerInnen","Baden-Wuerttemberg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","AkademikerInnen","Bayern","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","AkademikerInnen","Saarland","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","AkademikerInnen","Berlin","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","AkademikerInnen","Brandenburg","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","AkademikerInnen","Sachsen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","AkademikerInnen","Sachsen-Anhalt","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1991","AkademikerInnen","Thueringen","","","",""
"NE: 65 Jahre und älter","1991","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"NE: 65 Jahre und älter","1991","(noch) kein Abschluss","Hamburg","","","",""
"NE: 65 Jahre und älter","1991","(noch) kein Abschluss","Niedersachsen","","","",""
"NE: 65 Jahre und älter","1991","(noch) kein Abschluss","Bremen","","","",""
"NE: 65 Jahre und älter","1991","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"NE: 65 Jahre und älter","1991","(noch) kein Abschluss","Hessen","","","",""
"NE: 65 Jahre und älter","1991","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"NE: 65 Jahre und älter","1991","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"NE: 65 Jahre und älter","1991","(noch) kein Abschluss","Bayern","","","",""
"NE: 65 Jahre und älter","1991","(noch) kein Abschluss","Saarland","","","",""
"NE: 65 Jahre und älter","1991","(noch) kein Abschluss","Berlin","","","",""
"NE: 65 Jahre und älter","1991","(noch) kein Abschluss","Brandenburg","","","",""
"NE: 65 Jahre und älter","1991","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"NE: 65 Jahre und älter","1991","(noch) kein Abschluss","Sachsen","","","",""
"NE: 65 Jahre und älter","1991","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"NE: 65 Jahre und älter","1991","(noch) kein Abschluss","Thueringen","","","",""
"NE: 65 Jahre und älter","1991","Hauptschulabschluss","Schleswig-Holstein","","","",""
"NE: 65 Jahre und älter","1991","Hauptschulabschluss","Hamburg","","","",""
"NE: 65 Jahre und älter","1991","Hauptschulabschluss","Niedersachsen","93","0.239251773706076","0.203335067265751","0.275168480146401"
"NE: 65 Jahre und älter","1991","Hauptschulabschluss","Bremen","","","",""
"NE: 65 Jahre und älter","1991","Hauptschulabschluss","Nordrhein-Westfalen","187","0.226448158632599","0.204013911675295","0.248882405589903"
"NE: 65 Jahre und älter","1991","Hauptschulabschluss","Hessen","74","0.260821831899909","0.222899851221043","0.298743812578776"
"NE: 65 Jahre und älter","1991","Hauptschulabschluss","Rheinland-Pfalz,Saarland","70","0.211211827348819","0.17337335089394","0.249050303803699"
"NE: 65 Jahre und älter","1991","Hauptschulabschluss","Baden-Wuerttemberg","111","0.202024153991346","0.177784617728727","0.226263690253965"
"NE: 65 Jahre und älter","1991","Hauptschulabschluss","Bayern","129","0.222317129647397","0.195636566071747","0.248997693223047"
"NE: 65 Jahre und älter","1991","Hauptschulabschluss","Saarland","","","",""
"NE: 65 Jahre und älter","1991","Hauptschulabschluss","Berlin","","","",""
"NE: 65 Jahre und älter","1991","Hauptschulabschluss","Brandenburg","53","0.295371027691211","0.238361855795865","0.352380199586557"
"NE: 65 Jahre und älter","1991","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"NE: 65 Jahre und älter","1991","Hauptschulabschluss","Sachsen","104","0.318863293507221","0.276504749770086","0.361221837244355"
"NE: 65 Jahre und älter","1991","Hauptschulabschluss","Sachsen-Anhalt","72","0.361530488626948","0.307787545128256","0.415273432125639"
"NE: 65 Jahre und älter","1991","Hauptschulabschluss","Thueringen","60","0.308345262536007","0.254253342984376","0.362437182087637"
"NE: 65 Jahre und älter","1991","Realschulabschluss","Schleswig-Holstein","","","",""
"NE: 65 Jahre und älter","1991","Realschulabschluss","Hamburg","","","",""
"NE: 65 Jahre und älter","1991","Realschulabschluss","Niedersachsen","","","",""
"NE: 65 Jahre und älter","1991","Realschulabschluss","Bremen","","","",""
"NE: 65 Jahre und älter","1991","Realschulabschluss","Nordrhein-Westfalen","31","0.112193930304704","0.0830016072446068","0.141386253364802"
"NE: 65 Jahre und älter","1991","Realschulabschluss","Hessen","","","",""
"NE: 65 Jahre und älter","1991","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"NE: 65 Jahre und älter","1991","Realschulabschluss","Baden-Wuerttemberg","","","",""
"NE: 65 Jahre und älter","1991","Realschulabschluss","Bayern","37","0.198619491588029","0.152780831209725","0.244458151966333"
"NE: 65 Jahre und älter","1991","Realschulabschluss","Saarland","","","",""
"NE: 65 Jahre und älter","1991","Realschulabschluss","Berlin","","","",""
"NE: 65 Jahre und älter","1991","Realschulabschluss","Brandenburg","","","",""
"NE: 65 Jahre und älter","1991","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"NE: 65 Jahre und älter","1991","Realschulabschluss","Sachsen","","","",""
"NE: 65 Jahre und älter","1991","Realschulabschluss","Sachsen-Anhalt","","","",""
"NE: 65 Jahre und älter","1991","Realschulabschluss","Thueringen","","","",""
"NE: 65 Jahre und älter","1991","(Fach-)Abitur","Schleswig-Holstein","","","",""
"NE: 65 Jahre und älter","1991","(Fach-)Abitur","Hamburg","","","",""
"NE: 65 Jahre und älter","1991","(Fach-)Abitur","Niedersachsen","","","",""
"NE: 65 Jahre und älter","1991","(Fach-)Abitur","Bremen","","","",""
"NE: 65 Jahre und älter","1991","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"NE: 65 Jahre und älter","1991","(Fach-)Abitur","Hessen","","","",""
"NE: 65 Jahre und älter","1991","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"NE: 65 Jahre und älter","1991","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"NE: 65 Jahre und älter","1991","(Fach-)Abitur","Bayern","","","",""
"NE: 65 Jahre und älter","1991","(Fach-)Abitur","Saarland","","","",""
"NE: 65 Jahre und älter","1991","(Fach-)Abitur","Berlin","","","",""
"NE: 65 Jahre und älter","1991","(Fach-)Abitur","Brandenburg","","","",""
"NE: 65 Jahre und älter","1991","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"NE: 65 Jahre und älter","1991","(Fach-)Abitur","Sachsen","","","",""
"NE: 65 Jahre und älter","1991","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"NE: 65 Jahre und älter","1991","(Fach-)Abitur","Thueringen","","","",""
"NE: 65 Jahre und älter","1991","AkademikerInnen","Schleswig-Holstein","","","",""
"NE: 65 Jahre und älter","1991","AkademikerInnen","Hamburg","","","",""
"NE: 65 Jahre und älter","1991","AkademikerInnen","Niedersachsen","","","",""
"NE: 65 Jahre und älter","1991","AkademikerInnen","Bremen","","","",""
"NE: 65 Jahre und älter","1991","AkademikerInnen","Nordrhein-Westfalen","","","",""
"NE: 65 Jahre und älter","1991","AkademikerInnen","Hessen","","","",""
"NE: 65 Jahre und älter","1991","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"NE: 65 Jahre und älter","1991","AkademikerInnen","Baden-Wuerttemberg","","","",""
"NE: 65 Jahre und älter","1991","AkademikerInnen","Bayern","","","",""
"NE: 65 Jahre und älter","1991","AkademikerInnen","Saarland","","","",""
"NE: 65 Jahre und älter","1991","AkademikerInnen","Berlin","","","",""
"NE: 65 Jahre und älter","1991","AkademikerInnen","Brandenburg","","","",""
"NE: 65 Jahre und älter","1991","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"NE: 65 Jahre und älter","1991","AkademikerInnen","Sachsen","","","",""
"NE: 65 Jahre und älter","1991","AkademikerInnen","Sachsen-Anhalt","","","",""
"NE: 65 Jahre und älter","1991","AkademikerInnen","Thueringen","","","",""
"NE: derzeit in Ausbildung","1991","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"NE: derzeit in Ausbildung","1991","(noch) kein Abschluss","Hamburg","","","",""
"NE: derzeit in Ausbildung","1991","(noch) kein Abschluss","Niedersachsen","","","",""
"NE: derzeit in Ausbildung","1991","(noch) kein Abschluss","Bremen","","","",""
"NE: derzeit in Ausbildung","1991","(noch) kein Abschluss","Nordrhein-Westfalen","51","0.318152553442833","0.260301704924306","0.37600340196136"
"NE: derzeit in Ausbildung","1991","(noch) kein Abschluss","Hessen","","","",""
"NE: derzeit in Ausbildung","1991","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"NE: derzeit in Ausbildung","1991","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"NE: derzeit in Ausbildung","1991","(noch) kein Abschluss","Bayern","","","",""
"NE: derzeit in Ausbildung","1991","(noch) kein Abschluss","Saarland","","","",""
"NE: derzeit in Ausbildung","1991","(noch) kein Abschluss","Berlin","","","",""
"NE: derzeit in Ausbildung","1991","(noch) kein Abschluss","Brandenburg","","","",""
"NE: derzeit in Ausbildung","1991","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"NE: derzeit in Ausbildung","1991","(noch) kein Abschluss","Sachsen","","","",""
"NE: derzeit in Ausbildung","1991","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"NE: derzeit in Ausbildung","1991","(noch) kein Abschluss","Thueringen","","","",""
"NE: derzeit in Ausbildung","1991","Hauptschulabschluss","Schleswig-Holstein","","","",""
"NE: derzeit in Ausbildung","1991","Hauptschulabschluss","Hamburg","","","",""
"NE: derzeit in Ausbildung","1991","Hauptschulabschluss","Niedersachsen","","","",""
"NE: derzeit in Ausbildung","1991","Hauptschulabschluss","Bremen","","","",""
"NE: derzeit in Ausbildung","1991","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"NE: derzeit in Ausbildung","1991","Hauptschulabschluss","Hessen","","","",""
"NE: derzeit in Ausbildung","1991","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"NE: derzeit in Ausbildung","1991","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"NE: derzeit in Ausbildung","1991","Hauptschulabschluss","Bayern","","","",""
"NE: derzeit in Ausbildung","1991","Hauptschulabschluss","Saarland","","","",""
"NE: derzeit in Ausbildung","1991","Hauptschulabschluss","Berlin","","","",""
"NE: derzeit in Ausbildung","1991","Hauptschulabschluss","Brandenburg","","","",""
"NE: derzeit in Ausbildung","1991","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"NE: derzeit in Ausbildung","1991","Hauptschulabschluss","Sachsen","","","",""
"NE: derzeit in Ausbildung","1991","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"NE: derzeit in Ausbildung","1991","Hauptschulabschluss","Thueringen","","","",""
"NE: derzeit in Ausbildung","1991","Realschulabschluss","Schleswig-Holstein","","","",""
"NE: derzeit in Ausbildung","1991","Realschulabschluss","Hamburg","","","",""
"NE: derzeit in Ausbildung","1991","Realschulabschluss","Niedersachsen","","","",""
"NE: derzeit in Ausbildung","1991","Realschulabschluss","Bremen","","","",""
"NE: derzeit in Ausbildung","1991","Realschulabschluss","Nordrhein-Westfalen","","","",""
"NE: derzeit in Ausbildung","1991","Realschulabschluss","Hessen","","","",""
"NE: derzeit in Ausbildung","1991","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"NE: derzeit in Ausbildung","1991","Realschulabschluss","Baden-Wuerttemberg","","","",""
"NE: derzeit in Ausbildung","1991","Realschulabschluss","Bayern","","","",""
"NE: derzeit in Ausbildung","1991","Realschulabschluss","Saarland","","","",""
"NE: derzeit in Ausbildung","1991","Realschulabschluss","Berlin","","","",""
"NE: derzeit in Ausbildung","1991","Realschulabschluss","Brandenburg","","","",""
"NE: derzeit in Ausbildung","1991","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"NE: derzeit in Ausbildung","1991","Realschulabschluss","Sachsen","","","",""
"NE: derzeit in Ausbildung","1991","Realschulabschluss","Sachsen-Anhalt","","","",""
"NE: derzeit in Ausbildung","1991","Realschulabschluss","Thueringen","","","",""
"NE: derzeit in Ausbildung","1991","(Fach-)Abitur","Schleswig-Holstein","","","",""
"NE: derzeit in Ausbildung","1991","(Fach-)Abitur","Hamburg","","","",""
"NE: derzeit in Ausbildung","1991","(Fach-)Abitur","Niedersachsen","","","",""
"NE: derzeit in Ausbildung","1991","(Fach-)Abitur","Bremen","","","",""
"NE: derzeit in Ausbildung","1991","(Fach-)Abitur","Nordrhein-Westfalen","45","0.179999991028329","0.132471459028141","0.227528523028516"
"NE: derzeit in Ausbildung","1991","(Fach-)Abitur","Hessen","","","",""
"NE: derzeit in Ausbildung","1991","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"NE: derzeit in Ausbildung","1991","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"NE: derzeit in Ausbildung","1991","(Fach-)Abitur","Bayern","","","",""
"NE: derzeit in Ausbildung","1991","(Fach-)Abitur","Saarland","","","",""
"NE: derzeit in Ausbildung","1991","(Fach-)Abitur","Berlin","","","",""
"NE: derzeit in Ausbildung","1991","(Fach-)Abitur","Brandenburg","","","",""
"NE: derzeit in Ausbildung","1991","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"NE: derzeit in Ausbildung","1991","(Fach-)Abitur","Sachsen","","","",""
"NE: derzeit in Ausbildung","1991","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"NE: derzeit in Ausbildung","1991","(Fach-)Abitur","Thueringen","","","",""
"NE: derzeit in Ausbildung","1991","AkademikerInnen","Schleswig-Holstein","","","",""
"NE: derzeit in Ausbildung","1991","AkademikerInnen","Hamburg","","","",""
"NE: derzeit in Ausbildung","1991","AkademikerInnen","Niedersachsen","","","",""
"NE: derzeit in Ausbildung","1991","AkademikerInnen","Bremen","","","",""
"NE: derzeit in Ausbildung","1991","AkademikerInnen","Nordrhein-Westfalen","","","",""
"NE: derzeit in Ausbildung","1991","AkademikerInnen","Hessen","","","",""
"NE: derzeit in Ausbildung","1991","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"NE: derzeit in Ausbildung","1991","AkademikerInnen","Baden-Wuerttemberg","","","",""
"NE: derzeit in Ausbildung","1991","AkademikerInnen","Bayern","","","",""
"NE: derzeit in Ausbildung","1991","AkademikerInnen","Saarland","","","",""
"NE: derzeit in Ausbildung","1991","AkademikerInnen","Berlin","","","",""
"NE: derzeit in Ausbildung","1991","AkademikerInnen","Brandenburg","","","",""
"NE: derzeit in Ausbildung","1991","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"NE: derzeit in Ausbildung","1991","AkademikerInnen","Sachsen","","","",""
"NE: derzeit in Ausbildung","1991","AkademikerInnen","Sachsen-Anhalt","","","",""
"NE: derzeit in Ausbildung","1991","AkademikerInnen","Thueringen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","(noch) kein Abschluss","Hamburg","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","(noch) kein Abschluss","Niedersachsen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","(noch) kein Abschluss","Bremen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","(noch) kein Abschluss","Hessen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","(noch) kein Abschluss","Bayern","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","(noch) kein Abschluss","Saarland","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","(noch) kein Abschluss","Berlin","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","(noch) kein Abschluss","Brandenburg","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","(noch) kein Abschluss","Sachsen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","(noch) kein Abschluss","Thueringen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","Hauptschulabschluss","Schleswig-Holstein","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","Hauptschulabschluss","Hamburg","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","Hauptschulabschluss","Niedersachsen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","Hauptschulabschluss","Bremen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","Hauptschulabschluss","Hessen","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","Hauptschulabschluss","Bayern","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","Hauptschulabschluss","Saarland","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","Hauptschulabschluss","Berlin","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","Hauptschulabschluss","Brandenburg","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1991","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
