"pglfs","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","Hauptschulabschluss","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","Hauptschulabschluss","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","Realschulabschluss","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","Realschulabschluss","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","(Fach-)Abitur","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","(Fach-)Abitur","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","AkademikerInnen","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1993","AkademikerInnen","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","(noch) kein Abschluss","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","(noch) kein Abschluss","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","Hauptschulabschluss","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","Hauptschulabschluss","weiblich","36","0.0103391209257059","0.00688577965834999","0.0137924621930619"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","Realschulabschluss","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","Realschulabschluss","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","(Fach-)Abitur","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","(Fach-)Abitur","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","AkademikerInnen","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1993","AkademikerInnen","weiblich","","","",""
"Erwerbstätig","1993","(noch) kein Abschluss","maennlich","201","0.440707703308498","0.390188571787323","0.491226834829673"
"Erwerbstätig","1993","(noch) kein Abschluss","weiblich","147","0.239971409078594","0.201963678619281","0.277979139537907"
"Erwerbstätig","1993","Hauptschulabschluss","maennlich","2124","0.627231124309324","0.61019576153042","0.644266487088229"
"Erwerbstätig","1993","Hauptschulabschluss","weiblich","1323","0.346569098674188","0.330322994177279","0.362815203171097"
"Erwerbstätig","1993","Realschulabschluss","maennlich","1109","0.745970703874304","0.723151667862617","0.768789739885992"
"Erwerbstätig","1993","Realschulabschluss","weiblich","1069","0.565944218747285","0.542466505317612","0.589421932176958"
"Erwerbstätig","1993","(Fach-)Abitur","maennlich","299","0.615859553399033","0.573183556191053","0.658535550607013"
"Erwerbstätig","1993","(Fach-)Abitur","weiblich","237","0.590505217592241","0.543532779897689","0.637477655286793"
"Erwerbstätig","1993","AkademikerInnen","maennlich","707","0.761997699618685","0.734328614311914","0.789666784925457"
"Erwerbstätig","1993","AkademikerInnen","weiblich","531","0.671799790217317","0.637737329398631","0.705862251036003"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","(noch) kein Abschluss","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","(noch) kein Abschluss","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","Hauptschulabschluss","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","Hauptschulabschluss","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","Realschulabschluss","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","Realschulabschluss","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","(Fach-)Abitur","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","(Fach-)Abitur","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","AkademikerInnen","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1993","AkademikerInnen","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","(noch) kein Abschluss","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","(noch) kein Abschluss","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","Hauptschulabschluss","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","Hauptschulabschluss","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","Realschulabschluss","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","Realschulabschluss","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","(Fach-)Abitur","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","(Fach-)Abitur","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","AkademikerInnen","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1993","AkademikerInnen","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","(noch) kein Abschluss","maennlich","40","0.109735304559626","0.0777139049345811","0.141756704184671"
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","(noch) kein Abschluss","weiblich","155","0.283356245853594","0.243375008095025","0.323337483612163"
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","Hauptschulabschluss","maennlich","303","0.111915242391763","0.100561804412249","0.123268680371277"
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","Hauptschulabschluss","weiblich","855","0.253539178792405","0.238425999989078","0.268652357595732"
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","Realschulabschluss","maennlich","30","0.0273144496755222","0.0186674742461407","0.0359614251049037"
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","Realschulabschluss","weiblich","185","0.133774223991638","0.117563845336099","0.149984602647177"
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","(Fach-)Abitur","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","(Fach-)Abitur","weiblich","43","0.0859593881566985","0.0594656483264548","0.112453127986942"
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","AkademikerInnen","maennlich","48","0.0506210144496491","0.0364088500532891","0.064833178846009"
"Nicht erwerbstätig (NE): keine weitere Angabe","1994","AkademikerInnen","weiblich","79","0.120161773759631","0.0967663607151075","0.143557186804155"
"NE: 65 Jahre und älter","1994","(noch) kein Abschluss","maennlich","","","",""
"NE: 65 Jahre und älter","1994","(noch) kein Abschluss","weiblich","","","",""
"NE: 65 Jahre und älter","1994","Hauptschulabschluss","maennlich","360","0.174806184328829","0.161128519952883","0.188483848704776"
"NE: 65 Jahre und älter","1994","Hauptschulabschluss","weiblich","731","0.326927765034913","0.310631558794049","0.343223971275777"
"NE: 65 Jahre und älter","1994","Realschulabschluss","maennlich","62","0.0867015337652872","0.071773537435362","0.101629530095212"
"NE: 65 Jahre und älter","1994","Realschulabschluss","weiblich","119","0.147810032998076","0.1309090660114","0.164710999984751"
"NE: 65 Jahre und älter","1994","(Fach-)Abitur","maennlich","","","",""
"NE: 65 Jahre und älter","1994","(Fach-)Abitur","weiblich","","","",""
"NE: 65 Jahre und älter","1994","AkademikerInnen","maennlich","80","0.110828933500452","0.0904775362610951","0.131180330739808"
"NE: 65 Jahre und älter","1994","AkademikerInnen","weiblich","39","0.0759053150523544","0.0568489322558368","0.0949616978488719"
"NE: derzeit in Ausbildung","1994","(noch) kein Abschluss","maennlich","91","0.346487683885259","0.29773726657569","0.395238101194829"
"NE: derzeit in Ausbildung","1994","(noch) kein Abschluss","weiblich","108","0.289960732041785","0.249703032191911","0.330218431891658"
"NE: derzeit in Ausbildung","1994","Hauptschulabschluss","maennlich","","","",""
"NE: derzeit in Ausbildung","1994","Hauptschulabschluss","weiblich","","","",""
"NE: derzeit in Ausbildung","1994","Realschulabschluss","maennlich","42","0.0251858925106968","0.0168735899855681","0.0334981950358255"
"NE: derzeit in Ausbildung","1994","Realschulabschluss","weiblich","40","0.0188274501183267","0.0123551322885209","0.0252997679481324"
"NE: derzeit in Ausbildung","1994","(Fach-)Abitur","maennlich","78","0.119654068282525","0.0912343581791373","0.148073778385912"
"NE: derzeit in Ausbildung","1994","(Fach-)Abitur","weiblich","60","0.122626747153671","0.0916241082058656","0.153629386101476"
"NE: derzeit in Ausbildung","1994","AkademikerInnen","maennlich","","","",""
"NE: derzeit in Ausbildung","1994","AkademikerInnen","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","(noch) kein Abschluss","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","(noch) kein Abschluss","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","Hauptschulabschluss","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","Hauptschulabschluss","weiblich","52","0.00987131523562223","0.00643681853480063","0.0133058119364438"
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","Realschulabschluss","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","Realschulabschluss","weiblich","91","0.0399741864139682","0.0306454534812117","0.0493029193467246"
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","(Fach-)Abitur","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","(Fach-)Abitur","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","AkademikerInnen","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1994","AkademikerInnen","weiblich","","","",""
"NE: im Militär-/Zivildienst","1994","(noch) kein Abschluss","maennlich","","","",""
"NE: im Militär-/Zivildienst","1994","(noch) kein Abschluss","weiblich","","","",""
"NE: im Militär-/Zivildienst","1994","Hauptschulabschluss","maennlich","","","",""
"NE: im Militär-/Zivildienst","1994","Hauptschulabschluss","weiblich","","","",""
"NE: im Militär-/Zivildienst","1994","Realschulabschluss","maennlich","","","",""
"NE: im Militär-/Zivildienst","1994","Realschulabschluss","weiblich","","","",""
"NE: im Militär-/Zivildienst","1994","(Fach-)Abitur","maennlich","","","",""
"NE: im Militär-/Zivildienst","1994","(Fach-)Abitur","weiblich","","","",""
"NE: im Militär-/Zivildienst","1994","AkademikerInnen","maennlich","","","",""
"NE: im Militär-/Zivildienst","1994","AkademikerInnen","weiblich","","","",""
"NE: arbeitslos registriert","1994","(noch) kein Abschluss","maennlich","37","0.0781114968146394","0.0506196302185989","0.10560336341068"
"NE: arbeitslos registriert","1994","(noch) kein Abschluss","weiblich","","","",""
"NE: arbeitslos registriert","1994","Hauptschulabschluss","maennlich","253","0.0776118156279911","0.0679762691385212","0.087247362117461"
"NE: arbeitslos registriert","1994","Hauptschulabschluss","weiblich","241","0.0557705837940689","0.047798513304576","0.0637426542835618"
"NE: arbeitslos registriert","1994","Realschulabschluss","maennlich","73","0.0444425685323697","0.0335103139184583","0.0553748231462811"
"NE: arbeitslos registriert","1994","Realschulabschluss","weiblich","160","0.0692762188249215","0.0571843373620802","0.0813681002877629"
"NE: arbeitslos registriert","1994","(Fach-)Abitur","maennlich","","","",""
"NE: arbeitslos registriert","1994","(Fach-)Abitur","weiblich","","","",""
"NE: arbeitslos registriert","1994","AkademikerInnen","maennlich","51","0.0563702283650629","0.0414181795068031","0.0713222772233227"
"NE: arbeitslos registriert","1994","AkademikerInnen","weiblich","31","0.0391763437384001","0.0252165200639788","0.0531361674128215"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","(noch) kein Abschluss","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","(noch) kein Abschluss","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","Hauptschulabschluss","maennlich","31","0.0113323300927574","0.00752044027923779","0.0151442199062769"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","Hauptschulabschluss","weiblich","37","0.0125080837060691","0.00864715363525465","0.0163690137768835"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","Realschulabschluss","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","Realschulabschluss","weiblich","32","0.0230708521246854","0.0159216966886858","0.030220007560685"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","(Fach-)Abitur","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","(Fach-)Abitur","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","AkademikerInnen","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1994","AkademikerInnen","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","(noch) kein Abschluss","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","(noch) kein Abschluss","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","Hauptschulabschluss","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","Hauptschulabschluss","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","Realschulabschluss","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","Realschulabschluss","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","(Fach-)Abitur","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","(Fach-)Abitur","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","AkademikerInnen","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1994","AkademikerInnen","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","(noch) kein Abschluss","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","(noch) kein Abschluss","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","Hauptschulabschluss","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","Hauptschulabschluss","weiblich","59","0.0192787537587284","0.0145018989435718","0.024055608573885"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","Realschulabschluss","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","Realschulabschluss","weiblich","32","0.0192740554934264","0.0127269133064383","0.0258211976804145"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","(Fach-)Abitur","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","(Fach-)Abitur","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","AkademikerInnen","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1994","AkademikerInnen","weiblich","","","",""
"Erwerbstätig","1994","(noch) kein Abschluss","maennlich","173","0.370522144135269","0.321044972975668","0.41999931529487"
"Erwerbstätig","1994","(noch) kein Abschluss","weiblich","140","0.233312218770638","0.195787608283984","0.270836829257292"
"Erwerbstätig","1994","Hauptschulabschluss","maennlich","1951","0.600376674264782","0.582736905645788","0.618016442883776"
"Erwerbstätig","1994","Hauptschulabschluss","weiblich","1188","0.317241197595956","0.301073126284476","0.333409268907435"
"Erwerbstätig","1994","Realschulabschluss","maennlich","1097","0.765987901746214","0.743527791905882","0.788448011586546"
"Erwerbstätig","1994","Realschulabschluss","weiblich","1035","0.547992980034958","0.524292809258042","0.571693150811875"
"Erwerbstätig","1994","(Fach-)Abitur","maennlich","296","0.601074254109929","0.558195779797184","0.643952728422674"
"Erwerbstätig","1994","(Fach-)Abitur","weiblich","249","0.587685179200414","0.541158644719363","0.634211713681466"
"Erwerbstätig","1994","AkademikerInnen","maennlich","711","0.752050364457058","0.724055382410329","0.780045346503786"
"Erwerbstätig","1994","AkademikerInnen","weiblich","545","0.68703418975004","0.653669755787994","0.720398623712086"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","(noch) kein Abschluss","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","(noch) kein Abschluss","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","Hauptschulabschluss","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","Hauptschulabschluss","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","Realschulabschluss","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","Realschulabschluss","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","(Fach-)Abitur","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","(Fach-)Abitur","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","AkademikerInnen","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1994","AkademikerInnen","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","(noch) kein Abschluss","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","(noch) kein Abschluss","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Hauptschulabschluss","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Hauptschulabschluss","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Realschulabschluss","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","Realschulabschluss","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","(Fach-)Abitur","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","(Fach-)Abitur","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","AkademikerInnen","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1994","AkademikerInnen","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","(noch) kein Abschluss","maennlich","44","0.101154253448588","0.0713804279612166","0.13092807893596"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","(noch) kein Abschluss","weiblich","155","0.265074594042403","0.226034304682869","0.304114883401937"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Hauptschulabschluss","maennlich","311","0.112957776004563","0.101625035808377","0.124290516200748"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Hauptschulabschluss","weiblich","811","0.245366028649721","0.230396089926325","0.260335967373118"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Realschulabschluss","maennlich","30","0.0291391217901498","0.02024888206611","0.0380293615141897"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","Realschulabschluss","weiblich","173","0.123126550865535","0.107736171149592","0.138516930581479"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","(Fach-)Abitur","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","(Fach-)Abitur","weiblich","57","0.0961185021190885","0.070636955926674","0.121600048311503"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","AkademikerInnen","maennlich","45","0.0445196248829956","0.0314729719819478","0.0575662777840435"
"Nicht erwerbstätig (NE): keine weitere Angabe","1995","AkademikerInnen","weiblich","74","0.112280423688259","0.0904440640512547","0.134116783325263"
"NE: 65 Jahre und älter","1995","(noch) kein Abschluss","maennlich","","","",""
"NE: 65 Jahre und älter","1995","(noch) kein Abschluss","weiblich","","","",""
"NE: 65 Jahre und älter","1995","Hauptschulabschluss","maennlich","366","0.185126455382365","0.171221036638178","0.199031874126553"
"NE: 65 Jahre und älter","1995","Hauptschulabschluss","weiblich","731","0.331658388334917","0.315279313257479","0.348037463412354"
"NE: 65 Jahre und älter","1995","Realschulabschluss","maennlich","61","0.0880803949882996","0.0731002973182367","0.103060492658363"
"NE: 65 Jahre und älter","1995","Realschulabschluss","weiblich","120","0.145947266825813","0.129410700215827","0.162483833435799"
"NE: 65 Jahre und älter","1995","(Fach-)Abitur","maennlich","","","",""
"NE: 65 Jahre und älter","1995","(Fach-)Abitur","weiblich","","","",""
"NE: 65 Jahre und älter","1995","AkademikerInnen","maennlich","88","0.116569820104524","0.0962700250448694","0.136869615164179"
"NE: 65 Jahre und älter","1995","AkademikerInnen","weiblich","50","0.101429616990092","0.0805487387375381","0.122310495242646"
"NE: derzeit in Ausbildung","1995","(noch) kein Abschluss","maennlich","113","0.390582996092578","0.342408860552663","0.438757131632493"
"NE: derzeit in Ausbildung","1995","(noch) kein Abschluss","weiblich","119","0.337728240418734","0.295896190044028","0.37956029079344"
"NE: derzeit in Ausbildung","1995","Hauptschulabschluss","maennlich","","","",""
"NE: derzeit in Ausbildung","1995","Hauptschulabschluss","weiblich","","","",""
"NE: derzeit in Ausbildung","1995","Realschulabschluss","maennlich","35","0.0174021016372142","0.0104903916374743","0.0243138116369541"
"NE: derzeit in Ausbildung","1995","Realschulabschluss","weiblich","49","0.0235576073484953","0.0164537550929387","0.0306614596040519"
"NE: derzeit in Ausbildung","1995","(Fach-)Abitur","maennlich","81","0.131588563167874","0.103665328046866","0.159511798288882"
"NE: derzeit in Ausbildung","1995","(Fach-)Abitur","weiblich","65","0.103760947080741","0.0773979108131087","0.130123983348374"
"NE: derzeit in Ausbildung","1995","AkademikerInnen","maennlich","","","",""
"NE: derzeit in Ausbildung","1995","AkademikerInnen","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","(noch) kein Abschluss","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","(noch) kein Abschluss","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Hauptschulabschluss","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Hauptschulabschluss","weiblich","96","0.0188681435132008","0.0141347468117282","0.0236015402146734"
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Realschulabschluss","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","Realschulabschluss","weiblich","111","0.0608129657056107","0.0496191241871616","0.0720068072240597"
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","(Fach-)Abitur","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","(Fach-)Abitur","weiblich","31","0.0538661271849059","0.0343496825839343","0.0733825717858775"
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","AkademikerInnen","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1995","AkademikerInnen","weiblich","","","",""
"NE: im Militär-/Zivildienst","1995","(noch) kein Abschluss","maennlich","","","",""
"NE: im Militär-/Zivildienst","1995","(noch) kein Abschluss","weiblich","","","",""
"NE: im Militär-/Zivildienst","1995","Hauptschulabschluss","maennlich","","","",""
"NE: im Militär-/Zivildienst","1995","Hauptschulabschluss","weiblich","","","",""
"NE: im Militär-/Zivildienst","1995","Realschulabschluss","maennlich","","","",""
"NE: im Militär-/Zivildienst","1995","Realschulabschluss","weiblich","","","",""
"NE: im Militär-/Zivildienst","1995","(Fach-)Abitur","maennlich","","","",""
"NE: im Militär-/Zivildienst","1995","(Fach-)Abitur","weiblich","","","",""
"NE: im Militär-/Zivildienst","1995","AkademikerInnen","maennlich","","","",""
"NE: im Militär-/Zivildienst","1995","AkademikerInnen","weiblich","","","",""
"NE: arbeitslos registriert","1995","(noch) kein Abschluss","maennlich","33","0.0648079486601868","0.0404990926525405","0.0891168046678331"
"NE: arbeitslos registriert","1995","(noch) kein Abschluss","weiblich","36","0.0488371632075662","0.0297733402420856","0.0679009861730469"
"NE: arbeitslos registriert","1995","Hauptschulabschluss","maennlich","241","0.0755777699195473","0.0661145932872199","0.0850409465518747"
"NE: arbeitslos registriert","1995","Hauptschulabschluss","weiblich","253","0.0621533937086219","0.0537540963082387","0.070552691109005"
"NE: arbeitslos registriert","1995","Realschulabschluss","maennlich","69","0.0412353290265869","0.0307256976052473","0.0517449604479265"
"NE: arbeitslos registriert","1995","Realschulabschluss","weiblich","138","0.0628210501254963","0.0514560648721399","0.0741860353788526"
"NE: arbeitslos registriert","1995","(Fach-)Abitur","maennlich","","","",""
"NE: arbeitslos registriert","1995","(Fach-)Abitur","weiblich","","","",""
"NE: arbeitslos registriert","1995","AkademikerInnen","maennlich","37","0.0375041678172508","0.0254856290145621","0.0495227066199395"
"NE: arbeitslos registriert","1995","AkademikerInnen","weiblich","36","0.0400161967374028","0.0264599278002928","0.0535724656745129"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","(noch) kein Abschluss","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","(noch) kein Abschluss","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Hauptschulabschluss","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Hauptschulabschluss","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Realschulabschluss","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","Realschulabschluss","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","(Fach-)Abitur","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","(Fach-)Abitur","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","AkademikerInnen","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1995","AkademikerInnen","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","(noch) kein Abschluss","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","(noch) kein Abschluss","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Hauptschulabschluss","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Hauptschulabschluss","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Realschulabschluss","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","Realschulabschluss","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","(Fach-)Abitur","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","(Fach-)Abitur","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","AkademikerInnen","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1995","AkademikerInnen","weiblich","","","",""
